shipment_id,customer_id,ship_date,weight_kg,carrier
MS-559,MC-1287,2025-05-20,4979,德邦
MS-560,MC-861,2024-02-25,18823,德邦
MS-561,MC-479,2026-02-17,13913,自提
MS-562,MC-1142,2024-12-06,3844,德邦
MS-563,MC-1073,13-05-2024,1193,德邦
MS-564,MC-1078,2024-05-09,4333,自提
MS-565,MC-329,03/24/2024,16753,专线物流
MS-566,MC-387,19-09-2025,9333,顺丰重货
MS-567,MC-665,04/28/2026,18060,顺丰重货
MS-568,MC-1217,05/20/2024,14224,德邦
MS-569,MC-1309,2025-01-17,14126,德邦
MS-570,MC-477,2026-01-01,5200,自提
MS-571,MC-1111,2025-07-12,4801,专线物流
MS-572,MC-1088,01/26/2026,3299,自提
MS-573,MC-1059,2026-10-13,3382,德邦
MS-574,MC-488,05/25/2024,16893,自提
MS-575,MC-515,06/08/2024,3467,顺丰重货
MS-576,MC-872,2026-03-13,2978,专线物流
MS-577,MC-1247,2024-01-12,1995,专线物流
MS-578,MC-734,11/28/2024,9572,专线物流
MS-579,MC-10,2025-05-20,4463,顺丰重货
MS-580,MC-348,2026-01-21,1235,德邦
MS-581,MC-1246,2025-02-15,6077,自提
MS-582,MC-636,2024-03-17,18402,德邦
MS-583,MC-1229,26-01-2024,15444,自提
MS-584,MC-148,24-12-2026,12801,专线物流
MS-585,MC-293,13-01-2024,16943,专线物流
MS-586,MC-1355,2026-02-27,12485,顺丰重货
MS-587,MC-861,05/15/2026,11648,专线物流
MS-588,MC-985,17-11-2025,10433,德邦
MS-589,MC-1189,2026-07-04,7777,德邦
MS-590,MC-537,2026-06-20,18982,专线物流
MS-591,MC-351,11/28/2025,4417,自提
MS-592,MC-1367,2024-08-03,16916,德邦
MS-593,MC-1190,2024-02-21,2697,自提
MS-594,MC-713,22-07-2024,10396,自提
MS-595,MC-804,2024-11-03,12079,顺丰重货
MS-596,MC-1000,05/02/2024,1222,自提
MS-597,MC-753,2025-05-16,19267,专线物流
MS-598,MC-875,03/11/2026,1129,顺丰重货
MS-599,MC-296,2024-05-04,1651,自提
MS-600,MC-1104,05/28/2024,9514,专线物流
MS-601,MC-639,2024-04-03,1619,德邦
MS-602,MC-1011,09/01/2025,11827,顺丰重货
MS-603,MC-738,04/19/2026,14599,德邦
MS-604,MC-145,2025-08-01,11871,专线物流
MS-605,MC-1087,05-03-2025,17733,顺丰重货
MS-606,MC-655,2024-02-02,15386,自提
MS-607,MC-850,02/16/2025,10491,专线物流
MS-608,MC-1225,2024-12-12,18647,自提
MS-609,MC-648,12-07-2026,17182,德邦
MS-610,MC-624,2026-02-13,10775,德邦
MS-611,MC-1189,05/17/2024,6548,顺丰重货
MS-612,MC-762,2025-01-01,14167,德邦
MS-613,MC-524,2026-04-02,9790,顺丰重货
MS-614,MC-990,2025-10-21,19268,自提
MS-615,MC-442,2024-04-19,1535,自提
MS-616,MC-1350,26-11-2025,14657,德邦
MS-617,MC-860,2024-01-04,15490,自提
MS-618,MC-1030,2026-08-10,2332,德邦
MS-619,MC-744,2026-06-19,10220,专线物流
MS-620,MC-1397,20-12-2024,17892,专线物流
MS-621,MC-1102,2025-02-25,2626,专线物流
MS-622,MC-1107,2025-06-14,2928,自提
MS-623,MC-456,2025-10-24,17177,专线物流
MS-624,MC-515,2025-06-17,19771,专线物流
MS-625,MC-976,03/25/2025,367,德邦
MS-626,MC-899,2026-04-13,4928,专线物流
MS-627,MC-506,12/12/2025,10852,顺丰重货
MS-628,MC-117,2026-12-07,18307,专线物流
MS-629,MC-290,2025-11-17,6089,德邦
MS-630,MC-907,25-12-2025,14622,德邦
MS-631,MC-867,2024-09-27,14984,自提
MS-632,MC-714,21-09-2026,7491,顺丰重货
MS-633,MC-1191,2026-09-20,3768,德邦
MS-634,MC-696,2025-10-26,3027,专线物流
MS-635,MC-927,09/25/2026,17530,顺丰重货
MS-636,MC-342,05/07/2026,16560,顺丰重货
MS-637,MC-16,2024-02-17,3465,专线物流
MS-638,MC-681,2026-06-05,2853,德邦
MS-639,MC-667,24-11-2026,7292,德邦
MS-640,MC-879,2025-07-10,11706,专线物流
MS-641,MC-1309,05/14/2024,2180,顺丰重货
MS-642,MC-1233,2024-01-09,2355,德邦
MS-643,MC-4,2024-01-24,8999,德邦
MS-644,MC-502,04/05/2026,18340,自提
MS-645,MC-1257,2026-06-15,6356,自提
MS-646,MC-1064,13-06-2026,6603,自提
MS-647,MC-32,2025-05-14,10115,顺丰重货
MS-648,MC-761,07-01-2025,19299,专线物流
MS-649,MC-702,06/27/2025,13063,自提
MS-650,MC-903,2026-12-07,1184,自提
MS-651,MC-1210,2025-05-07,3420,自提
MS-652,MC-1080,2024-12-11,2685,专线物流
MS-653,MC-1278,04/13/2025,4611,顺丰重货
MS-654,MC-1371,2025-07-15,11158,自提
MS-655,MC-307,09/01/2026,12957,顺丰重货
MS-656,MC-624,16-04-2024,3932,顺丰重货
MS-657,MC-698,2024-08-03,2338,自提
MS-658,MC-977,06/06/2026,12328,德邦
MS-659,MC-324,2025-06-24,17096,自提
MS-660,MC-1338,07/09/2025,59,自提
MS-661,MC-112,2026-11-26,691,自提
MS-662,MC-1252,2025-06-28,19451,德邦
MS-663,MC-1116,05-01-2026,2687,顺丰重货
MS-664,MC-290,03-11-2025,9094,德邦
MS-665,MC-522,2025-10-13,18485,德邦
MS-666,MC-722,09/13/2025,11383,自提
MS-667,MC-393,2024-11-21,451,德邦
MS-668,MC-36,05-12-2024,8093,德邦
MS-669,MC-296,2025-02-20,11688,顺丰重货
MS-670,MC-320,2026-07-11,10692,德邦
MS-671,MC-22,2025-11-02,18161,自提
MS-672,MC-1038,01/14/2026,1022,顺丰重货
MS-673,MC-459,02/21/2025,73,自提
MS-674,MC-1309,16-09-2024,9030,德邦
MS-675,MC-1064,20-03-2026,8711,德邦
MS-676,MC-321,01/24/2025,16715,专线物流
MS-677,MC-306,05-02-2024,4413,德邦
MS-678,MC-1166,14-09-2025,7853,顺丰重货
MS-679,MC-454,04/03/2026,2867,顺丰重货
MS-680,MC-1119,03-11-2026,9052,自提
MS-681,MC-568,2024-06-15,2334,专线物流
MS-682,MC-33,2025-03-23,9619,专线物流
MS-683,MC-1283,2024-01-19,8102,专线物流
MS-684,MC-499,2026-04-20,8010,德邦
MS-685,MC-1336,02/15/2026,8290,专线物流
MS-686,MC-1145,2024-05-22,12283,专线物流
MS-687,MC-879,05/06/2025,18899,德邦
MS-688,MC-681,11/20/2024,14335,德邦
MS-689,MC-1176,20-04-2025,7956,专线物流
MS-690,MC-134,17-09-2025,11325,自提
MS-691,MC-893,2026-12-25,1689,顺丰重货
MS-692,MC-450,2024-03-25,17896,自提
MS-693,MC-1021,2024-12-15,10609,德邦
MS-694,MC-1035,2025-03-05,19479,自提
MS-695,MC-1238,2024-01-17,9771,德邦
MS-696,MC-132,2025-07-17,18221,顺丰重货
MS-697,MC-669,07/20/2025,6543,德邦
MS-698,MC-149,04/23/2024,10352,德邦
MS-699,MC-589,09/27/2026,6404,德邦
MS-700,MC-330,2025-09-17,13103,顺丰重货
MS-701,MC-37,06/02/2024,5804,专线物流
MS-702,MC-981,26-02-2025,428,自提
MS-703,MC-391,2024-10-09,14330,自提
MS-704,MC-481,25-04-2025,5973,自提
MS-705,MC-19,2025-09-03,3149,德邦
MS-706,MC-954,2026-06-22,12061,专线物流
MS-707,MC-511,2024-07-02,9125,德邦
MS-708,MC-985,2026-01-01,6721,自提
MS-709,MC-697,2025-09-08,5809,德邦
MS-710,MC-794,08-04-2024,6653,德邦
MS-711,MC-480,2026-09-13,18189,专线物流
MS-712,MC-1194,12/17/2026,3748,专线物流
MS-713,MC-1372,2025-09-16,11322,自提
MS-714,MC-1327,2024-05-09,133,德邦
MS-715,MC-650,10/20/2025,10605,德邦
MS-716,MC-1146,12/19/2026,9082,专线物流
MS-717,MC-1145,08/04/2026,776,顺丰重货
MS-718,MC-556,09/03/2025,15481,自提
MS-719,MC-573,2026-11-23,13032,自提
MS-720,MC-805,2025-03-15,494,顺丰重货
MS-721,MC-2,2024-04-12,9797,顺丰重货
MS-722,MC-1372,2025-08-07,8399,德邦
MS-723,MC-962,05/28/2024,1713,自提
MS-724,MC-553,21-06-2025,1595,德邦
MS-725,MC-1388,10-07-2025,3873,德邦
MS-726,MC-542,06/19/2024,12585,顺丰重货
MS-727,MC-1114,12/13/2024,10733,自提
MS-728,MC-540,12/27/2025,18024,顺丰重货
MS-729,MC-1301,03-04-2026,14387,德邦
MS-730,MC-844,08/27/2025,14068,专线物流
MS-731,MC-1049,2025-07-07,13392,德邦
MS-732,MC-1186,2026-11-22,695,自提
MS-733,MC-825,2025-12-02,2809,专线物流
MS-734,MC-1257,10/19/2024,6088,自提
MS-735,MC-568,2025-12-01,9992,德邦
MS-736,MC-460,2025-10-23,18609,顺丰重货
MS-737,MC-938,02-09-2025,15388,德邦
MS-738,MC-743,2024-12-12,4315,顺丰重货
MS-739,MC-976,2025-10-11,10493,专线物流
MS-740,MC-310,2026-10-04,4603,专线物流
MS-741,MC-1012,04/06/2024,9355,德邦
MS-742,MC-1202,07/11/2025,6827,专线物流
MS-743,MC-1269,01-09-2024,6512,顺丰重货
MS-744,MC-454,2026-07-14,16054,德邦
MS-745,MC-1132,25-09-2025,9624,德邦
MS-746,MC-598,08/11/2026,725,德邦
MS-747,MC-14,2026-10-27,7731,顺丰重货
MS-748,MC-362,06/17/2024,8136,自提
MS-749,MC-1103,2024-10-27,7955,自提
MS-750,MC-362,2026-09-03,14602,自提
MS-751,MC-960,09/27/2026,18202,专线物流
MS-752,MC-1204,06/06/2024,9597,顺丰重货
MS-753,MC-1050,03/10/2024,11769,自提
MS-754,MC-1007,2024-04-27,11082,顺丰重货
MS-755,MC-583,14-04-2024,7495,专线物流
MS-756,MC-680,12/19/2024,11509,专线物流
MS-757,MC-975,2024-09-12,8917,德邦
MS-758,MC-722,2025-04-28,13553,专线物流
MS-759,MC-799,11/19/2025,1538,自提
MS-760,MC-345,19-12-2024,7172,顺丰重货
MS-761,MC-132,08/14/2024,1506,专线物流
MS-762,MC-460,11/20/2025,17920,顺丰重货
MS-763,MC-548,2025-09-24,5895,顺丰重货
MS-764,MC-1112,2025-06-16,18336,专线物流
MS-765,MC-472,28-02-2024,4270,专线物流
MS-766,MC-1050,04/04/2025,4573,顺丰重货
MS-767,MC-819,2025-02-17,11338,专线物流
MS-768,MC-576,2026-11-14,2575,专线物流
MS-769,MC-701,2025-09-03,13186,专线物流
MS-770,MC-1098,01/02/2026,17567,顺丰重货
MS-771,MC-1378,04/02/2024,7924,专线物流
MS-772,MC-116,2026-11-27,8739,顺丰重货
MS-773,MC-687,24-07-2026,11677,德邦
MS-774,MC-1173,2024-03-11,197,自提
MS-775,MC-450,2026-04-12,5382,顺丰重货
MS-776,MC-357,03/09/2024,14350,专线物流
MS-777,MC-391,05/23/2026,7358,顺丰重货
MS-778,MC-949,2025-07-14,11050,专线物流
MS-779,MC-845,08-10-2025,3155,专线物流
MS-780,MC-1333,05-06-2026,12046,德邦
MS-781,MC-492,11/24/2026,17059,顺丰重货
MS-782,MC-1070,2026-11-09,11411,专线物流
MS-783,MC-519,2026-09-26,4380,专线物流
MS-784,MC-584,05/25/2026,17194,德邦
MS-785,MC-998,2026-01-02,7668,专线物流
MS-786,MC-364,21-10-2024,9458,专线物流
MS-787,MC-1177,05/08/2024,13802,专线物流
MS-788,MC-116,26-08-2026,18799,顺丰重货
MS-789,MC-908,09/19/2026,2301,顺丰重货
MS-790,MC-820,04/02/2026,1985,德邦
MS-791,MC-722,05/16/2026,2359,顺丰重货
MS-792,MC-321,2024-02-06,916,专线物流
MS-793,MC-1183,2026-04-26,14271,顺丰重货
MS-794,MC-1022,10-03-2026,9470,顺丰重货
MS-795,MC-123,09/09/2024,5710,自提
MS-796,MC-896,05-08-2025,7112,顺丰重货
MS-797,MC-459,2026-10-09,4174,自提
MS-798,MC-495,2024-03-01,1574,专线物流
MS-799,MC-535,2026-02-19,3164,顺丰重货
MS-800,MC-935,2024-10-16,12982,自提
MS-801,MC-804,03-06-2025,17738,自提
MS-802,MC-1288,05-09-2026,10825,德邦
MS-803,MC-8,03/16/2024,8056,德邦
MS-804,MC-1208,06/21/2024,13896,专线物流
MS-805,MC-548,2026-08-26,924,顺丰重货
MS-806,MC-1197,01/15/2024,10796,顺丰重货
MS-807,MC-980,2026-12-23,1209,专线物流
MS-808,MC-349,04/02/2025,9680,专线物流
MS-809,MC-1130,12/26/2024,7664,自提
MS-810,MC-1,2026-01-12,8747,顺丰重货
MS-811,MC-1100,10-06-2025,17109,顺丰重货
MS-812,MC-436,04/28/2024,6159,专线物流
MS-813,MC-378,2024-02-22,1270,顺丰重货
MS-814,MC-448,2026-10-01,5107,自提
MS-815,MC-425,2026-02-16,10935,德邦
MS-816,MC-13,01/15/2026,8618,德邦
MS-817,MC-1133,2025-11-03,13872,专线物流
MS-818,MC-816,10/25/2024,10746,自提
MS-819,MC-1383,2026-01-09,17129,德邦
MS-820,MC-487,07/05/2026,12047,自提
MS-821,MC-1079,03/25/2025,5208,顺丰重货
MS-822,MC-862,07-02-2025,9309,专线物流
MS-823,MC-1217,2026-04-25,1665,自提
MS-824,MC-688,06-08-2024,12730,自提
MS-825,MC-1296,2024-03-25,9491,专线物流
MS-826,MC-435,05/06/2025,11846,专线物流
MS-827,MC-1192,2026-03-05,4771,自提
MS-828,MC-576,14-10-2025,18291,专线物流
MS-829,MC-488,2025-03-23,11200,专线物流
MS-830,MC-715,01/08/2025,14957,自提
MS-831,MC-506,04/17/2024,13059,顺丰重货
MS-832,MC-732,2024-09-19,4483,自提
MS-833,MC-399,2025-06-04,12545,顺丰重货
MS-834,MC-733,13-10-2024,14988,专线物流
MS-835,MC-516,06/08/2024,19738,专线物流
MS-836,MC-445,2025-02-12,4814,顺丰重货
MS-837,MC-479,2025-08-20,8784,顺丰重货
MS-838,MC-900,08-07-2025,11202,德邦
MS-839,MC-715,2026-12-16,13512,顺丰重货
MS-840,MC-502,2025-04-15,2236,德邦
MS-841,MC-1321,2024-06-04,19708,自提
MS-842,MC-1048,07/16/2024,5502,顺丰重货
MS-843,MC-322,01/01/2025,1432,顺丰重货
MS-844,MC-670,01/26/2025,16601,顺丰重货
MS-845,MC-832,2025-02-25,9345,专线物流
MS-846,MC-1270,12/27/2025,10187,专线物流
MS-847,MC-1281,2024-07-01,10716,自提
MS-848,MC-698,03/02/2024,2561,德邦
MS-849,MC-1224,2026-10-10,2094,自提
MS-850,MC-926,2026-06-03,12906,德邦
MS-851,MC-386,2025-09-27,7861,专线物流
MS-852,MC-1256,2026-06-03,346,顺丰重货
MS-853,MC-955,18-07-2025,1445,德邦
MS-854,MC-1032,04/18/2026,967,自提
MS-855,MC-325,14-08-2024,18469,顺丰重货
MS-856,MC-691,2026-11-02,13995,顺丰重货
MS-857,MC-1055,2026-01-26,15533,专线物流
MS-858,MC-142,2026-02-24,13607,顺丰重货
MS-859,MC-1172,24-05-2025,15141,自提
MS-860,MC-437,2024-09-05,10265,自提
MS-861,MC-505,12/13/2025,14431,自提
MS-862,MC-535,2025-12-15,19808,自提
MS-863,MC-446,2025-01-01,4627,专线物流
MS-864,MC-663,2024-05-02,11302,专线物流
MS-865,MC-1052,12/27/2024,15148,顺丰重货
MS-866,MC-1129,24-07-2024,13551,专线物流
MS-867,MC-1143,2024-03-16,12808,德邦
MS-868,MC-1332,2026-11-22,4713,德邦
MS-869,MC-1078,04/08/2024,8228,专线物流
MS-870,MC-111,23-08-2025,14756,自提
MS-871,MC-685,2024-08-11,3600,顺丰重货
MS-872,MC-982,2025-09-25,17499,顺丰重货
MS-873,MC-1150,03/11/2025,11706,专线物流
MS-874,MC-1027,05/14/2024,7602,专线物流
MS-875,MC-1055,02/06/2026,6356,德邦
MS-876,MC-718,03/09/2026,18620,顺丰重货
MS-877,MC-1069,2025-02-02,10817,专线物流
MS-878,MC-348,11/16/2026,10803,顺丰重货
MS-879,MC-457,11/01/2026,4611,德邦
MS-880,MC-1192,2026-07-21,7936,顺丰重货
MS-881,MC-1180,07/10/2026,14526,自提
MS-882,MC-523,03/14/2026,19172,顺丰重货
MS-883,MC-458,17-04-2026,18863,顺丰重货
MS-884,MC-705,06-02-2025,7138,专线物流
MS-885,MC-6,2026-03-24,16651,顺丰重货
MS-886,MC-1380,03/11/2024,16256,顺丰重货
MS-887,MC-1036,06/18/2024,16912,德邦
MS-888,MC-1215,2024-06-28,17108,顺丰重货
MS-889,MC-1326,2024-07-27,12439,专线物流
MS-890,MC-669,07/28/2026,2807,顺丰重货
MS-891,MC-1251,21-08-2025,19463,专线物流
MS-892,MC-428,2025-11-16,13216,顺丰重货
MS-893,MC-748,09/11/2024,15652,专线物流
MS-894,MC-1265,06/07/2026,4543,顺丰重货
MS-895,MC-781,2024-04-15,17405,顺丰重货
MS-896,MC-398,17-05-2024,980,专线物流
MS-897,MC-1379,2025-03-22,10053,德邦
MS-898,MC-1207,2025-02-10,8919,德邦
MS-899,MC-835,2024-09-28,99,专线物流
MS-900,MC-992,2024-12-07,10309,德邦
MS-901,MC-880,2024-12-07,3347,自提
MS-902,MC-452,2025-11-26,3737,德邦
MS-903,MC-697,2026-10-22,13871,顺丰重货
MS-904,MC-857,18-12-2026,18164,专线物流
MS-905,MC-1377,02/02/2024,9360,自提
MS-906,MC-123,2024-08-23,1447,自提
MS-907,MC-1102,09/27/2026,3042,德邦
MS-908,MC-1243,2025-03-15,14261,顺丰重货
MS-909,MC-799,2024-08-01,19879,顺丰重货
MS-910,MC-331,11-08-2025,17186,专线物流
MS-911,MC-1256,01-03-2025,14900,德邦
MS-912,MC-666,11-01-2024,10533,自提
MS-913,MC-687,2025-02-26,5945,德邦
MS-914,MC-1032,11/17/2026,3516,顺丰重货
MS-915,MC-485,19-11-2026,15806,自提
MS-916,MC-789,09-12-2025,3171,德邦
MS-917,MC-507,06-11-2024,16509,专线物流
MS-918,MC-1037,2024-06-05,12965,顺丰重货
MS-919,MC-804,08/08/2025,12556,德邦
MS-920,MC-1011,14-05-2024,16422,自提
MS-921,MC-1231,12/08/2024,6430,德邦
MS-922,MC-1009,2025-08-07,3010,自提
MS-923,MC-327,03-12-2024,1847,顺丰重货
MS-924,MC-861,11-11-2026,8505,顺丰重货
MS-925,MC-401,2024-05-17,15885,专线物流
MS-926,MC-755,2024-02-24,18860,自提
MS-927,MC-363,2025-09-14,777,自提
MS-928,MC-1363,2024-01-02,364,德邦
MS-929,MC-1257,2025-08-14,14099,自提
MS-930,MC-1077,2026-11-19,12396,自提
MS-931,MC-590,2024-03-19,962,专线物流
MS-932,MC-319,2024-08-24,8876,专线物流
MS-933,MC-723,12/14/2025,15105,德邦
MS-934,MC-533,10/14/2026,3233,自提
MS-935,MC-1199,2026-02-10,6680,德邦
MS-936,MC-994,05/26/2026,11795,专线物流
MS-937,MC-608,20-06-2026,11184,顺丰重货
MS-938,MC-813,09/17/2026,11831,德邦
MS-939,MC-381,2026-07-22,4620,德邦
MS-940,MC-818,2024-08-25,2184,自提
MS-941,MC-34,16-10-2024,10541,自提
MS-942,MC-575,03-02-2024,15640,德邦
MS-943,MC-449,17-11-2024,16472,德邦
MS-944,MC-389,08-12-2025,11384,德邦
MS-945,MC-988,05/17/2025,7253,专线物流
MS-946,MC-1166,20-08-2024,4718,专线物流
MS-947,MC-372,2025-08-23,19972,德邦
MS-948,MC-656,2026-06-14,13188,德邦
MS-949,MC-1142,04-02-2025,14906,专线物流
MS-950,MC-1265,27-07-2025,899,专线物流
MS-951,MC-1038,01/06/2025,18120,顺丰重货
MS-952,MC-1093,07/15/2025,18107,德邦
MS-953,MC-430,2024-04-03,9212,自提
MS-954,MC-1065,2025-11-21,6694,德邦
MS-955,MC-478,2024-01-16,13467,德邦
MS-956,MC-466,09/02/2025,2957,德邦
MS-957,MC-121,12-11-2024,19660,专线物流
MS-958,MC-896,12/26/2024,3805,德邦
MS-959,MC-326,03-02-2025,2022,德邦
MS-960,MC-1040,07/18/2026,1453,德邦
MS-961,MC-340,2026-10-06,12482,自提
MS-962,MC-1381,01/02/2024,1046,自提
MS-963,MC-1233,2024-06-27,4935,自提
MS-964,MC-28,2026-08-07,14875,顺丰重货
MS-965,MC-1374,05/19/2026,18839,顺丰重货
MS-966,MC-1394,2026-08-25,12109,德邦
MS-967,MC-467,06/22/2026,4764,顺丰重货
MS-968,MC-25,18-05-2026,17540,专线物流
MS-969,MC-1271,2024-05-21,17553,顺丰重货
MS-970,MC-1021,23-02-2024,13850,德邦
MS-971,MC-743,10/25/2026,11282,自提
MS-972,MC-565,08-11-2024,4885,德邦
MS-973,MC-621,01-07-2025,17508,德邦
MS-974,MC-598,12/03/2024,18446,专线物流
MS-975,MC-1154,2024-06-28,19398,顺丰重货
MS-976,MC-622,27-12-2026,2475,顺丰重货
MS-977,MC-1170,2026-02-09,11045,顺丰重货
MS-978,MC-127,11/16/2024,3129,德邦
MS-979,MC-965,01/09/2024,3242,顺丰重货
MS-980,MC-146,2024-03-07,18805,顺丰重货
MS-981,MC-980,2024-05-28,2582,专线物流
MS-982,MC-1332,2025-10-06,10258,顺丰重货
MS-983,MC-712,01/25/2026,12778,德邦
MS-984,MC-709,13-04-2024,5299,专线物流
MS-985,MC-457,2026-03-04,1803,专线物流
MS-986,MC-120,11/24/2024,18035,自提
MS-987,MC-582,23-06-2026,5543,专线物流
MS-988,MC-1245,2026-03-27,6659,专线物流
MS-989,MC-1038,2024-09-03,15253,顺丰重货
MS-990,MC-714,05/07/2024,11662,自提
MS-991,MC-125,2025-11-16,12748,自提
MS-992,MC-503,03-11-2026,2359,专线物流
MS-993,MC-894,2024-11-08,12372,自提
MS-994,MC-524,14-01-2026,14963,顺丰重货
MS-995,MC-1198,2025-02-26,3490,德邦
MS-996,MC-986,06/03/2025,10376,顺丰重货
MS-997,MC-1393,20-11-2025,5676,专线物流
MS-998,MC-370,10/16/2024,2597,德邦
MS-999,MC-1190,2024-07-03,8008,德邦
MS-1000,MC-357,2025-04-15,13957,专线物流
MS-1001,MC-766,15-05-2025,6164,德邦
MS-1002,MC-16,04/07/2026,4207,顺丰重货
MS-1003,MC-513,2025-05-19,9697,专线物流
MS-1004,MC-574,18-03-2025,7643,自提
MS-1005,MC-622,02/22/2025,10984,自提
MS-1006,MC-735,2025-12-02,10170,自提
MS-1007,MC-776,09-10-2024,13576,自提
MS-1008,MC-448,11/28/2025,785,德邦
MS-1009,MC-1211,12-12-2026,8897,德邦
MS-1010,MC-836,2026-07-04,1915,德邦
MS-1011,MC-283,20-07-2025,2412,专线物流
MS-1012,MC-147,18-12-2024,11030,专线物流
MS-1013,MC-866,09/14/2024,13271,自提
MS-1014,MC-537,14-03-2026,19819,德邦
MS-1015,MC-402,2024-11-14,696,自提
MS-1016,MC-938,2026-03-02,12261,德邦
MS-1017,MC-318,2026-02-07,16274,自提
MS-1018,MC-134,2025-09-22,14142,专线物流
MS-1019,MC-1005,01/27/2024,17566,德邦
MS-1020,MC-36,07/23/2024,14597,自提
MS-1021,MC-621,2025-02-19,4021,顺丰重货
MS-1022,MC-475,2024-05-15,11808,自提
MS-1023,MC-1368,12/04/2025,10500,自提
MS-1024,MC-970,2026-08-08,11138,顺丰重货
MS-1025,MC-1087,10-06-2024,9790,专线物流
MS-1026,MC-783,12/15/2026,15897,德邦
MS-1027,MC-519,2024-06-16,17250,自提
MS-1028,MC-1104,2024-03-18,6220,自提
MS-1029,MC-396,2026-06-19,8137,自提
MS-1030,MC-471,2025-01-18,11060,自提
MS-1031,MC-548,2026-07-03,3332,德邦
MS-1032,MC-1049,2024-12-22,18688,顺丰重货
MS-1033,MC-851,06/08/2026,6572,顺丰重货
MS-1034,MC-991,01/05/2024,16742,专线物流
MS-1035,MC-623,08/26/2025,3395,德邦
MS-1036,MC-1274,04/12/2025,7506,德邦
MS-1037,MC-914,10-07-2026,5289,顺丰重货
MS-1038,MC-429,2025-08-01,3641,顺丰重货
MS-1039,MC-643,09/03/2025,18014,德邦
MS-1040,MC-543,2024-09-19,11809,专线物流
MS-1041,MC-387,04/25/2025,11919,自提
MS-1042,MC-1262,19-05-2026,19857,专线物流
MS-1043,MC-361,2026-05-18,19966,德邦
MS-1044,MC-410,2024-06-20,7129,专线物流
MS-1045,MC-36,2026-04-08,346,顺丰重货
MS-1046,MC-687,2025-10-25,11204,德邦
MS-1047,MC-898,04/20/2024,10537,专线物流
MS-1048,MC-634,2025-06-04,4739,顺丰重货
MS-1049,MC-1054,2025-03-12,19488,顺丰重货
MS-1050,MC-330,2025-08-11,13571,德邦
MS-1051,MC-321,2024-07-19,10789,自提
MS-1052,MC-701,01/23/2024,5064,自提
MS-1053,MC-631,2026-05-12,17069,自提
MS-1054,MC-1201,2024-03-08,13156,德邦
MS-1055,MC-330,21-12-2024,1949,专线物流
MS-1056,MC-321,2024-05-23,7021,顺丰重货
MS-1057,MC-1072,2024-04-04,5197,专线物流
MS-1058,MC-822,14-08-2025,15920,自提
MS-1059,MC-1299,2025-02-25,14007,专线物流
MS-1060,MC-967,05/12/2026,14090,专线物流
MS-1061,MC-1000,04-04-2025,5230,自提
MS-1062,MC-1055,08/01/2025,14841,顺丰重货
MS-1063,MC-1192,2026-07-26,16244,顺丰重货
MS-1064,MC-1,2024-01-10,10706,专线物流
MS-1065,MC-1270,04-02-2026,13608,顺丰重货
MS-1066,MC-969,10/25/2026,11159,专线物流
MS-1067,MC-592,2024-05-04,15287,德邦
MS-1068,MC-788,05-11-2024,7964,德邦
MS-1069,MC-1098,12/27/2024,10333,顺丰重货
MS-1070,MC-1354,03/23/2024,17275,德邦
MS-1071,MC-1010,2026-09-24,17867,专线物流
MS-1072,MC-1270,2026-02-03,12748,专线物流
MS-1073,MC-367,02/07/2026,19012,专线物流
MS-1074,MC-950,2025-04-14,17802,专线物流
MS-1075,MC-1301,11-03-2025,16733,自提
MS-1076,MC-1234,2026-12-14,14892,顺丰重货
MS-1077,MC-4,2026-10-14,4263,专线物流
MS-1078,MC-664,03/23/2026,8307,顺丰重货
MS-1079,MC-491,2025-11-06,7340,顺丰重货
MS-1080,MC-1232,25-03-2025,11473,顺丰重货
MS-1081,MC-130,2024-04-20,8502,自提
MS-1082,MC-127,2026-02-02,12670,专线物流
MS-1083,MC-1277,2025-10-06,2338,德邦
MS-1084,MC-1264,2025-02-04,17589,顺丰重货
MS-1085,MC-434,2025-11-24,1359,专线物流
MS-1086,MC-1132,05/08/2026,395,顺丰重货
MS-1087,MC-1041,2026-07-19,539,顺丰重货
MS-1088,MC-539,01/25/2024,11224,顺丰重货
MS-1089,MC-1252,03/21/2025,5357,顺丰重货
MS-1090,MC-1159,2026-01-24,16259,自提
MS-1091,MC-1345,2026-12-04,783,德邦
MS-1092,MC-1362,26-09-2026,2409,专线物流
MS-1093,MC-334,2026-02-20,876,自提
MS-1094,MC-800,2024-02-11,17115,德邦
MS-1095,MC-1117,06-06-2024,12949,顺丰重货
MS-1096,MC-724,2025-05-24,10971,自提
MS-1097,MC-617,2024-08-28,16222,德邦
MS-1098,MC-971,2024-03-23,11191,德邦
MS-1099,MC-1229,2024-03-14,6802,自提
MS-1100,MC-828,2025-09-15,14819,自提
MS-1101,MC-1180,13-01-2025,2396,专线物流
MS-1102,MC-915,2024-04-22,170,自提
MS-1103,MC-908,08/25/2025,4248,专线物流
MS-1104,MC-944,2024-02-28,17967,顺丰重货
MS-1105,MC-1265,07/07/2026,18405,顺丰重货
MS-1106,MC-540,09/03/2025,10063,自提
MS-1107,MC-1133,02-09-2024,4874,德邦
MS-1108,MC-432,11/11/2024,5210,自提
MS-1109,MC-1399,16-02-2025,3394,自提
MS-1110,MC-412,2025-02-04,8754,自提
MS-1111,MC-1151,06/21/2026,15423,顺丰重货
