po_item_id,po_id,material_id,quantity,unit_cost
PM-597,PO-1715,RM-100,732,2022
PM-598,PO-842,RM-98,7279,"$1,796.00"
PM-599,PO-461,RM-117,1422,3390
PM-600,PO-1370,RM-5,9285,"2 789,00"
PM-601,PO-847,RM-85,7573,603
PM-602,PO-1231,RM-21,9064,1615
PM-603,PO-1131,RM-50,8373,895
PM-604,PO-939,RM-59,6259,"$2,814.00"
PM-605,PO-887,RM-32,5491,905
PM-606,PO-523,RM-98,2784,206
PM-607,PO-1325,RM-94,4720,"85,00"
PM-608,PO-596,RM-88,5109,2051
PM-609,PO-1034,RM-70,8647,843
PM-610,PO-1798,RM-46,492,"$2,376.00"
PM-611,PO-1825,RM-84,2989,2000
PM-612,PO-1516,RM-95,1146,1 135
PM-613,PO-87,RM-11,3125,274
PM-614,PO-1207,RM-49,8115,169
PM-615,PO-1099,RM-51,7523,255
PM-616,PO-864,RM-28,938,1408
PM-617,PO-1372,RM-101,2723,3 799
PM-618,PO-1081,RM-19,146,3453
PM-619,PO-1247,RM-112,8442,$261.00
PM-620,PO-1951,RM-112,490,3746
PM-621,PO-555,RM-11,9651,698
PM-622,PO-1705,RM-5,2857,1431
PM-623,PO-1444,RM-59,4981,$544.00
PM-624,PO-1753,RM-61,1875,"$1,356.00"
PM-625,PO-1733,RM-84,3822,"$1,247.00"
PM-626,PO-278,RM-107,2557,733
PM-627,PO-103,RM-4,2835,1589
PM-628,PO-1377,RM-116,447,"$3,581.00"
PM-629,PO-959,RM-34,1056,915
PM-630,PO-1028,RM-20,8559,2877
PM-631,PO-1844,RM-62,970,$246.00
PM-632,PO-1236,RM-89,8337,"$3,175.00"
PM-633,PO-1364,RM-35,9147,"3 583,00"
PM-634,PO-1278,RM-120,5006,593
PM-635,PO-975,RM-63,2527,3688
PM-636,PO-1384,RM-75,9488,2303
PM-637,PO-564,RM-32,9088,"$2,958.00"
PM-638,PO-327,RM-40,994,253
PM-639,PO-1798,RM-74,7737,"$2,561.00"
PM-640,PO-1442,RM-58,3335,"$1,140.00"
PM-641,PO-1484,RM-15,2561,1673
PM-642,PO-527,RM-100,998,620
PM-643,PO-382,RM-21,6754,2797
PM-644,PO-1601,RM-42,5717,"$2,299.00"
PM-645,PO-1881,RM-36,1570,"$2,497.00"
PM-646,PO-1382,RM-49,3459,157
PM-647,PO-983,RM-77,9256,1469
PM-648,PO-537,RM-90,8734,51
PM-649,PO-607,RM-109,2163,3750
PM-650,PO-502,RM-72,9580,$754.00
PM-651,PO-762,RM-80,8952,994
PM-652,PO-578,RM-56,1407,"328,00"
PM-653,PO-562,RM-106,5020,"$3,682.00"
PM-654,PO-1873,RM-97,5745,1855
PM-655,PO-1787,RM-45,3385,"$2,354.00"
PM-656,PO-1881,RM-31,4529,59
PM-657,PO-294,RM-36,2243,1970
PM-658,PO-949,RM-53,4281,3574
PM-659,PO-1945,RM-100,7276,"3 542,00"
PM-660,PO-1613,RM-74,5254,"767,00"
PM-661,PO-92,RM-103,375,3988
PM-662,PO-1233,RM-69,3002,$966.00
PM-663,PO-960,RM-32,1536,1154
PM-664,PO-631,RM-21,7244,969
PM-665,PO-1350,RM-93,8459,3983
PM-666,PO-333,RM-66,8781,2453
PM-667,PO-594,RM-45,7207,"$1,009.00"
PM-668,PO-615,RM-78,4233,2234
PM-669,PO-1302,RM-104,3364,"3 413,00"
PM-670,PO-458,RM-39,9717,$302.00
PM-671,PO-1347,RM-8,9501,3155
PM-672,PO-1548,RM-12,1099,3246
PM-673,PO-1925,RM-59,4233,3786
PM-674,PO-547,RM-66,3190,$70.00
PM-675,PO-519,RM-77,2319,26
PM-676,PO-1537,RM-34,4171,3374
PM-677,PO-1849,RM-95,4719,2622
PM-678,PO-1048,RM-42,6491,283
PM-679,PO-1816,RM-54,7676,$846.00
PM-680,PO-969,RM-89,4306,"$1,809.00"
PM-681,PO-1670,RM-23,4128,2993
PM-682,PO-1634,RM-35,6266,3286
PM-683,PO-1232,RM-63,778,3293
PM-684,PO-586,RM-47,3069,3993
PM-685,PO-1728,RM-89,1403,727
PM-686,PO-1386,RM-17,9136,"$2,710.00"
PM-687,PO-1659,RM-83,9111,261
PM-688,PO-1781,RM-17,5574,"1 361,00"
PM-689,PO-718,RM-76,7961,"1 271,00"
PM-690,PO-17,RM-96,5686,"$1,887.00"
PM-691,PO-309,RM-117,7944,"1 653,00"
PM-692,PO-1203,RM-43,4223,868
PM-693,PO-423,RM-21,5450,"$1,393.00"
PM-694,PO-258,RM-42,5693,1692
PM-695,PO-450,RM-2,6974,2385
PM-696,PO-1739,RM-54,7980,1660
PM-697,PO-1998,RM-100,2599,3215
PM-698,PO-841,RM-9,4154,"3 996,00"
PM-699,PO-334,RM-33,8069,$693.00
PM-700,PO-321,RM-120,7153,2353
PM-701,PO-1892,RM-76,1333,2915
PM-702,PO-613,RM-10,5637,3485
PM-703,PO-2,RM-107,7470,937
PM-704,PO-628,RM-30,9930,"$1,644.00"
PM-705,PO-38,RM-39,845,$574.00
PM-706,PO-85,RM-27,2402,3158
PM-707,PO-1427,RM-14,8469,"2 155,00"
PM-708,PO-1336,RM-34,6496,490
PM-709,PO-1262,RM-61,3845,3027
PM-710,PO-1640,RM-114,1647,319
PM-711,PO-325,RM-97,222,91
PM-712,PO-1798,RM-16,7003,2260
PM-713,PO-309,RM-56,3418,"3 563,00"
PM-714,PO-1185,RM-73,2562,3963
PM-715,PO-787,RM-17,5563,2 367
PM-716,PO-1076,RM-29,5978,"$3,800.00"
PM-717,PO-1654,RM-63,4642,3958
PM-718,PO-1601,RM-41,5854,"$2,262.00"
PM-719,PO-1228,RM-5,1604,1633
PM-720,PO-307,RM-75,1411,"$2,103.00"
PM-721,PO-1617,RM-94,228,"$2,430.00"
PM-722,PO-1478,RM-118,3152,"1 236,00"
PM-723,PO-464,RM-84,806,1878
PM-724,PO-31,RM-37,538,1 195
PM-725,PO-671,RM-41,1801,3 384
PM-726,PO-689,RM-85,1532,2043
PM-727,PO-1063,RM-24,1504,3318
PM-728,PO-1248,RM-95,2179,1122
PM-729,PO-300,RM-8,6731,"$3,038.00"
PM-730,PO-1186,RM-13,9313,2725
PM-731,PO-52,RM-52,9892,"1 056,00"
PM-732,PO-1738,RM-91,9256,$633.00
PM-733,PO-1404,RM-49,4886,"2 952,00"
PM-734,PO-1489,RM-56,3700,513
PM-735,PO-648,RM-116,7097,"2 871,00"
PM-736,PO-1284,RM-88,1325,796
PM-737,PO-990,RM-117,9631,684
PM-738,PO-1364,RM-62,1030,2830
PM-739,PO-916,RM-56,3823,"$2,177.00"
PM-740,PO-1965,RM-77,4992,"$1,457.00"
PM-741,PO-843,RM-61,1489,280
PM-742,PO-198,RM-79,4294,3639
PM-743,PO-291,RM-26,4398,"$3,905.00"
PM-744,PO-1676,RM-33,7113,3451
PM-745,PO-1025,RM-21,6870,$938.00
PM-746,PO-1090,RM-73,4742,"2 029,00"
PM-747,PO-796,RM-40,8231,1174
PM-748,PO-466,RM-20,3159,2725
PM-749,PO-8,RM-2,2084,1510
PM-750,PO-657,RM-65,895,2419
PM-751,PO-829,RM-51,1969,3552
PM-752,PO-912,RM-94,5873,"$2,339.00"
PM-753,PO-422,RM-61,1746,260
PM-754,PO-1573,RM-27,8408,"$2,320.00"
PM-755,PO-1910,RM-46,964,2279
PM-756,PO-1570,RM-88,4734,"$1,867.00"
PM-757,PO-788,RM-71,3647,2930
PM-758,PO-752,RM-33,7126,3995
PM-759,PO-263,RM-8,7797,1722
PM-760,PO-280,RM-40,1308,3 608
PM-761,PO-741,RM-82,283,1959
PM-762,PO-865,RM-108,7040,3713
PM-763,PO-1467,RM-106,7391,"2 064,00"
PM-764,PO-1172,RM-42,9798,10
PM-765,PO-617,RM-47,8250,"$3,870.00"
PM-766,PO-1428,RM-70,7019,"809,00"
PM-767,PO-1903,RM-50,4886,479
PM-768,PO-387,RM-76,5398,1 595
PM-769,PO-1139,RM-65,9763,"$3,230.00"
PM-770,PO-150,RM-89,2035,208
PM-771,PO-1779,RM-61,9852,3614
PM-772,PO-299,RM-64,5572,2560
PM-773,PO-1538,RM-57,7682,1162
PM-774,PO-1854,RM-13,358,251
PM-775,PO-1014,RM-22,3152,"3 836,00"
PM-776,PO-348,RM-103,9126,2 169
PM-777,PO-1765,RM-18,1600,1 014
PM-778,PO-672,RM-2,2865,$186.00
PM-779,PO-1220,RM-60,4751,"$2,393.00"
PM-780,PO-1089,RM-54,6035,2652
PM-781,PO-890,RM-68,8649,$185.00
PM-782,PO-535,RM-64,1412,"$3,196.00"
PM-783,PO-1942,RM-87,820,3474
PM-784,PO-885,RM-28,7288,"$3,244.00"
PM-785,PO-53,RM-60,1475,1607
PM-786,PO-1307,RM-24,8910,3695
PM-787,PO-606,RM-17,3477,1 563
PM-788,PO-334,RM-30,3218,1 212
PM-789,PO-914,RM-19,3443,1919
PM-790,PO-709,RM-72,4095,"$2,708.00"
PM-791,PO-981,RM-115,1328,1514
PM-792,PO-99,RM-116,8973,"2 062,00"
PM-793,PO-1910,RM-64,1176,$725.00
PM-794,PO-683,RM-100,3170,$868.00
PM-795,PO-93,RM-87,8579,"$2,246.00"
PM-796,PO-1792,RM-38,6226,$201.00
PM-797,PO-1348,RM-91,1839,766
PM-798,PO-976,RM-108,4552,"$1,931.00"
PM-799,PO-122,RM-10,616,3502
PM-800,PO-297,RM-118,2592,3691
PM-801,PO-793,RM-33,2791,"$1,218.00"
PM-802,PO-1951,RM-4,6360,2 925
PM-803,PO-721,RM-72,2279,3055
PM-804,PO-1138,RM-2,8899,2321
PM-805,PO-1706,RM-111,1112,"$1,872.00"
PM-806,PO-326,RM-96,9590,"$2,902.00"
PM-807,PO-582,RM-60,2194,784
PM-808,PO-534,RM-5,589,"965,00"
PM-809,PO-1153,RM-20,5242,2631
PM-810,PO-1388,RM-105,8348,"$3,930.00"
PM-811,PO-1900,RM-11,4812,1024
PM-812,PO-1718,RM-23,6308,$536.00
PM-813,PO-1619,RM-23,2778,"$3,336.00"
PM-814,PO-831,RM-60,2831,2390
PM-815,PO-310,RM-47,1164,63
PM-816,PO-373,RM-120,9820,150
PM-817,PO-1378,RM-13,2890,815
PM-818,PO-831,RM-65,7234,1234
PM-819,PO-3,RM-51,5267,"3 056,00"
PM-820,PO-682,RM-63,3669,2 473
PM-821,PO-1623,RM-103,732,2 087
PM-822,PO-1863,RM-100,8333,"$2,566.00"
PM-823,PO-1461,RM-90,8534,2442
PM-824,PO-1596,RM-106,3026,$152.00
PM-825,PO-1297,RM-36,73,2 834
PM-826,PO-657,RM-74,5924,3569
PM-827,PO-1589,RM-76,7831,"446,00"
PM-828,PO-384,RM-43,8732,$141.00
PM-829,PO-1767,RM-86,9858,144
PM-830,PO-1214,RM-113,4984,774
PM-831,PO-970,RM-69,7941,2113
PM-832,PO-1891,RM-24,9963,2502
PM-833,PO-189,RM-100,8354,2567
PM-834,PO-1145,RM-20,681,320
PM-835,PO-1365,RM-3,4145,1 366
PM-836,PO-1013,RM-111,3879,"$2,066.00"
PM-837,PO-1129,RM-17,6981,"3 865,00"
PM-838,PO-280,RM-20,6305,3674
PM-839,PO-118,RM-54,3931,3600
PM-840,PO-1018,RM-117,3122,"$3,532.00"
PM-841,PO-1830,RM-11,4371,3 418
PM-842,PO-862,RM-74,9715,1434
PM-843,PO-533,RM-119,5349,1606
PM-844,PO-103,RM-29,8165,851
PM-845,PO-1361,RM-118,4315,317
PM-846,PO-141,RM-17,332,1146
PM-847,PO-1257,RM-108,8937,1876
PM-848,PO-1276,RM-59,6191,$811.00
PM-849,PO-693,RM-77,4379,$708.00
PM-850,PO-31,RM-92,9662,95
PM-851,PO-1614,RM-103,9328,729
PM-852,PO-1784,RM-36,4286,"$2,335.00"
PM-853,PO-570,RM-52,70,1 584
PM-854,PO-1766,RM-102,8350,312
PM-855,PO-787,RM-120,8660,"$3,199.00"
PM-856,PO-576,RM-92,9852,$132.00
PM-857,PO-699,RM-85,4229,"132,00"
PM-858,PO-916,RM-62,4931,3350
PM-859,PO-2000,RM-29,8789,935
PM-860,PO-1398,RM-104,2522,"$2,112.00"
PM-861,PO-359,RM-51,3042,2936
PM-862,PO-1321,RM-10,1130,841
PM-863,PO-864,RM-13,3797,947
PM-864,PO-818,RM-62,4011,"1 291,00"
PM-865,PO-875,RM-84,2097,2683
PM-866,PO-765,RM-94,2266,3510
PM-867,PO-1622,RM-90,3338,3211
PM-868,PO-1366,RM-66,2375,549
PM-869,PO-1120,RM-45,7865,3361
PM-870,PO-937,RM-1,9825,"3 441,00"
PM-871,PO-1540,RM-99,6908,1668
PM-872,PO-1161,RM-43,2459,1 216
PM-873,PO-1210,RM-93,3697,3674
PM-874,PO-269,RM-89,1403,"1 872,00"
PM-875,PO-1781,RM-21,2865,1 456
PM-876,PO-471,RM-119,3618,"1 618,00"
PM-877,PO-1957,RM-43,6227,332
PM-878,PO-1303,RM-22,2201,"$2,920.00"
PM-879,PO-949,RM-111,4475,2805
PM-880,PO-324,RM-48,3484,2978
PM-881,PO-752,RM-72,4593,"$1,156.00"
PM-882,PO-1103,RM-70,6322,1841
PM-883,PO-308,RM-91,1994,556
PM-884,PO-1569,RM-38,4301,9
PM-885,PO-1984,RM-63,6858,3440
PM-886,PO-1404,RM-32,6491,1681
PM-887,PO-163,RM-4,5206,3075
PM-888,PO-1705,RM-120,1526,"$3,866.00"
PM-889,PO-324,RM-6,9964,3074
PM-890,PO-1587,RM-46,4330,"573,00"
PM-891,PO-456,RM-10,9223,227
PM-892,PO-368,RM-55,9038,3678
PM-893,PO-169,RM-42,6411,330
PM-894,PO-985,RM-25,1028,3218
PM-895,PO-705,RM-73,3095,"$1,329.00"
PM-896,PO-1971,RM-64,8002,1358
PM-897,PO-1639,RM-31,4277,2017
PM-898,PO-1417,RM-38,6278,"1 372,00"
PM-899,PO-1731,RM-116,6361,$886.00
PM-900,PO-1478,RM-60,6028,"2 872,00"
PM-901,PO-410,RM-98,6922,"$2,405.00"
PM-902,PO-1192,RM-114,4646,3028
PM-903,PO-903,RM-62,4519,3042
PM-904,PO-927,RM-28,2839,595
PM-905,PO-1460,RM-80,1969,"$3,418.00"
PM-906,PO-696,RM-4,7272,$976.00
PM-907,PO-1000,RM-35,7542,2396
PM-908,PO-1834,RM-91,384,"$3,657.00"
PM-909,PO-1566,RM-91,1154,257
PM-910,PO-1710,RM-57,2926,2771
PM-911,PO-1819,RM-117,9825,"3 533,00"
PM-912,PO-597,RM-79,3905,3067
PM-913,PO-504,RM-63,4777,"$1,479.00"
PM-914,PO-142,RM-98,425,$477.00
PM-915,PO-1919,RM-85,5379,2131
PM-916,PO-1240,RM-40,7877,"2 056,00"
PM-917,PO-160,RM-76,4238,2491
PM-918,PO-167,RM-28,117,1555
PM-919,PO-1847,RM-87,7939,3 103
PM-920,PO-243,RM-78,5266,2 200
PM-921,PO-1619,RM-77,202,"559,00"
PM-922,PO-102,RM-6,215,987
PM-923,PO-1160,RM-82,9677,2499
PM-924,PO-38,RM-17,1504,"$2,547.00"
PM-925,PO-872,RM-83,2919,873
PM-926,PO-1075,RM-71,7016,"$2,062.00"
PM-927,PO-1623,RM-91,9978,1128
PM-928,PO-1202,RM-80,6015,3333
PM-929,PO-451,RM-49,5649,"$3,975.00"
PM-930,PO-494,RM-24,8864,3829
PM-931,PO-892,RM-59,8748,"$2,396.00"
PM-932,PO-1085,RM-90,512,"$3,499.00"
PM-933,PO-1884,RM-86,3807,3712
PM-934,PO-1998,RM-73,8353,2045
PM-935,PO-1779,RM-33,9627,2296
PM-936,PO-1496,RM-66,2365,1460
PM-937,PO-398,RM-111,9724,2270
PM-938,PO-958,RM-102,4369,3310
PM-939,PO-366,RM-65,9604,157
PM-940,PO-306,RM-5,2958,935
PM-941,PO-3,RM-46,4254,$260.00
PM-942,PO-555,RM-66,5488,538
PM-943,PO-208,RM-15,8993,2880
PM-944,PO-1620,RM-4,9726,45
PM-945,PO-319,RM-61,4376,"769,00"
PM-946,PO-645,RM-81,8525,411
PM-947,PO-1665,RM-64,8888,1 275
PM-948,PO-1772,RM-28,8112,3 689
PM-949,PO-831,RM-52,2099,88
PM-950,PO-123,RM-4,1459,"1 171,00"
PM-951,PO-932,RM-21,2370,1814
PM-952,PO-1729,RM-89,796,3881
PM-953,PO-1562,RM-108,8234,$419.00
PM-954,PO-1322,RM-55,9909,3541
PM-955,PO-848,RM-116,4555,2717
PM-956,PO-53,RM-16,3371,1098
PM-957,PO-1071,RM-76,7215,"$3,151.00"
PM-958,PO-1818,RM-30,7307,1017
PM-959,PO-1424,RM-108,8526,3093
PM-960,PO-253,RM-47,9618,"$2,555.00"
PM-961,PO-1996,RM-39,499,"$3,703.00"
PM-962,PO-1056,RM-75,4445,$458.00
PM-963,PO-122,RM-7,2373,3296
PM-964,PO-1824,RM-36,8296,"$2,356.00"
PM-965,PO-1013,RM-29,6598,2648
PM-966,PO-743,RM-73,5976,3252
PM-967,PO-1311,RM-44,1129,"2 294,00"
PM-968,PO-397,RM-53,7438,"1 263,00"
PM-969,PO-664,RM-13,2383,1091
PM-970,PO-507,RM-37,9526,2101
PM-971,PO-1212,RM-89,2704,667
PM-972,PO-1766,RM-59,5113,974
PM-973,PO-1399,RM-61,6853,872
PM-974,PO-1460,RM-9,3065,3508
PM-975,PO-497,RM-93,8084,3164
PM-976,PO-1608,RM-69,3804,2483
PM-977,PO-1707,RM-25,9321,$379.00
PM-978,PO-709,RM-113,7416,3865
PM-979,PO-1795,RM-10,3908,"$1,307.00"
PM-980,PO-1627,RM-45,4163,1926
PM-981,PO-432,RM-32,6666,"$1,218.00"
PM-982,PO-850,RM-113,6273,"48,00"
PM-983,PO-929,RM-23,958,717
PM-984,PO-84,RM-25,7239,3005
PM-985,PO-1132,RM-99,4299,$187.00
PM-986,PO-991,RM-110,2471,3936
PM-987,PO-969,RM-81,1095,2972
PM-988,PO-776,RM-71,8990,$506.00
PM-989,PO-1850,RM-96,8464,3714
PM-990,PO-810,RM-119,9388,"$2,108.00"
PM-991,PO-992,RM-117,4453,417
PM-992,PO-1108,RM-105,5542,"$2,121.00"
PM-993,PO-1865,RM-115,5573,1977
PM-994,PO-591,RM-36,7561,"$2,109.00"
PM-995,PO-164,RM-75,8830,"$2,883.00"
PM-996,PO-325,RM-110,4107,744
PM-997,PO-1947,RM-18,2511,$401.00
PM-998,PO-1864,RM-35,9212,2651
PM-999,PO-475,RM-96,4707,$869.00
PM-1000,PO-766,RM-119,7691,2891
PM-1001,PO-58,RM-69,147,"$3,455.00"
PM-1002,PO-1201,RM-69,9940,"$3,034.00"
PM-1003,PO-664,RM-65,1660,3643
PM-1004,PO-1695,RM-16,1631,$272.00
PM-1005,PO-430,RM-119,104,3304
PM-1006,PO-447,RM-57,6562,633
PM-1007,PO-1859,RM-75,4329,3121
PM-1008,PO-646,RM-116,2720,"3 225,00"
PM-1009,PO-1498,RM-9,6172,2902
PM-1010,PO-865,RM-49,5334,698
PM-1011,PO-1594,RM-30,8732,"2 276,00"
PM-1012,PO-1262,RM-110,9204,"$2,144.00"
PM-1013,PO-1467,RM-109,4383,"$1,023.00"
PM-1014,PO-29,RM-29,2631,"3 310,00"
PM-1015,PO-868,RM-44,7389,"$2,812.00"
PM-1016,PO-801,RM-102,4823,3303
PM-1017,PO-765,RM-8,8097,2443
PM-1018,PO-955,RM-73,4328,1158
PM-1019,PO-402,RM-105,4837,"$3,980.00"
PM-1020,PO-1189,RM-38,6401,3064
PM-1021,PO-290,RM-80,4995,"$1,536.00"
PM-1022,PO-847,RM-34,5394,"$1,871.00"
PM-1023,PO-905,RM-111,7431,"$3,970.00"
PM-1024,PO-147,RM-2,2943,129
PM-1025,PO-1530,RM-16,3039,1663
PM-1026,PO-787,RM-57,8297,2339
PM-1027,PO-1908,RM-54,4810,"$1,956.00"
PM-1028,PO-481,RM-11,9706,"$2,618.00"
PM-1029,PO-1907,RM-90,4575,$795.00
PM-1030,PO-202,RM-18,3172,2808
PM-1031,PO-445,RM-72,6079,3317
PM-1032,PO-606,RM-29,3024,1554
PM-1033,PO-208,RM-48,4804,1424
PM-1034,PO-1937,RM-67,5583,"3 296,00"
PM-1035,PO-1878,RM-12,6448,"$2,291.00"
PM-1036,PO-1670,RM-66,6426,2398
PM-1037,PO-1196,RM-46,6497,"$1,446.00"
PM-1038,PO-1220,RM-107,446,1 260
PM-1039,PO-1052,RM-102,3436,1181
PM-1040,PO-1607,RM-51,3126,2466
PM-1041,PO-1545,RM-11,1496,"$2,677.00"
PM-1042,PO-452,RM-100,9259,1955
PM-1043,PO-797,RM-55,5477,"$3,128.00"
PM-1044,PO-975,RM-80,7469,3091
PM-1045,PO-527,RM-15,7088,1757
PM-1046,PO-1177,RM-111,2892,"$3,196.00"
PM-1047,PO-268,RM-58,2712,98
PM-1048,PO-681,RM-46,3614,3849
PM-1049,PO-1263,RM-108,5762,2147
PM-1050,PO-677,RM-54,8524,82
PM-1051,PO-1578,RM-73,5574,2 951
PM-1052,PO-1473,RM-96,7465,3070
PM-1053,PO-1256,RM-35,8669,"$1,950.00"
PM-1054,PO-1738,RM-13,711,1339
PM-1055,PO-45,RM-10,1755,2176
PM-1056,PO-1023,RM-3,8703,"1 106,00"
PM-1057,PO-1817,RM-11,5153,3500
PM-1058,PO-1309,RM-104,4296,239
PM-1059,PO-1781,RM-22,5537,1147
PM-1060,PO-810,RM-59,5247,302
PM-1061,PO-1755,RM-118,7488,2 245
PM-1062,PO-867,RM-25,5536,"$1,075.00"
PM-1063,PO-530,RM-35,6638,"$1,042.00"
PM-1064,PO-829,RM-77,7557,$819.00
PM-1065,PO-30,RM-53,1683,$149.00
PM-1066,PO-538,RM-36,1190,3085
PM-1067,PO-1701,RM-5,4131,$801.00
PM-1068,PO-637,RM-109,3345,"$2,601.00"
PM-1069,PO-1589,RM-22,5896,1363
PM-1070,PO-1118,RM-79,2046,"$1,840.00"
PM-1071,PO-1441,RM-8,7041,2103
PM-1072,PO-266,RM-27,5136,1726
PM-1073,PO-1644,RM-71,6452,2434
PM-1074,PO-1290,RM-24,4314,"$1,949.00"
PM-1075,PO-212,RM-41,1513,3822
PM-1076,PO-1736,RM-79,7520,108
PM-1077,PO-435,RM-87,6510,"$3,885.00"
PM-1078,PO-288,RM-40,4726,899
PM-1079,PO-1995,RM-21,3923,2918
PM-1080,PO-1114,RM-20,9057,2524
PM-1081,PO-1766,RM-74,886,3763
PM-1082,PO-1562,RM-2,7750,1590
PM-1083,PO-481,RM-59,9592,"$1,982.00"
PM-1084,PO-1758,RM-73,8777,$32.00
PM-1085,PO-65,RM-103,6731,806
PM-1086,PO-709,RM-103,1751,313
PM-1087,PO-885,RM-90,2533,$65.00
PM-1088,PO-335,RM-93,580,1546
PM-1089,PO-1655,RM-82,7656,3220
PM-1090,PO-1289,RM-59,7764,$982.00
PM-1091,PO-1143,RM-5,8671,"$3,422.00"
PM-1092,PO-359,RM-50,5295,36
PM-1093,PO-1042,RM-17,2924,"$3,069.00"
PM-1094,PO-67,RM-38,7158,1 963
PM-1095,PO-1365,RM-115,939,2978
PM-1096,PO-1736,RM-38,5301,3 183
PM-1097,PO-636,RM-14,6888,"$2,804.00"
PM-1098,PO-1519,RM-81,1798,"$2,157.00"
PM-1099,PO-322,RM-32,701,"1 281,00"
PM-1100,PO-1351,RM-23,3354,"$2,651.00"
PM-1101,PO-1322,RM-56,5116,$251.00
PM-1102,PO-312,RM-96,2990,"1 245,00"
PM-1103,PO-28,RM-33,1116,247
PM-1104,PO-562,RM-47,1875,46
PM-1105,PO-1890,RM-81,7083,3959
PM-1106,PO-1243,RM-44,6847,"1 702,00"
PM-1107,PO-426,RM-63,754,1695
PM-1108,PO-1559,RM-90,1248,"$3,012.00"
PM-1109,PO-349,RM-31,3000,"184,00"
PM-1110,PO-260,RM-13,1474,"$1,130.00"
PM-1111,PO-1985,RM-49,891,139
PM-1112,PO-691,RM-38,5066,"$1,411.00"
PM-1113,PO-1524,RM-101,2646,290
PM-1114,PO-167,RM-83,8712,3399
PM-1115,PO-324,RM-99,4503,1 524
PM-1116,PO-230,RM-79,5243,"3 982,00"
PM-1117,PO-374,RM-36,7220,"115,00"
PM-1118,PO-557,RM-106,6441,"2 345,00"
PM-1119,PO-827,RM-18,5795,"$2,243.00"
PM-1120,PO-1215,RM-31,2256,"$2,279.00"
PM-1121,PO-1351,RM-57,7814,1554
PM-1122,PO-552,RM-62,8374,"$2,542.00"
PM-1123,PO-942,RM-119,2132,"1 330,00"
PM-1124,PO-1904,RM-104,8120,3783
PM-1125,PO-809,RM-102,7060,2709
PM-1126,PO-1098,RM-49,6497,3304
PM-1127,PO-1963,RM-81,615,2836
PM-1128,PO-17,RM-34,4825,"$3,240.00"
PM-1129,PO-226,RM-59,5152,"2 355,00"
PM-1130,PO-1149,RM-91,3731,1931
PM-1131,PO-58,RM-13,3067,1185
PM-1132,PO-1141,RM-98,5342,1459
PM-1133,PO-1164,RM-72,8634,3495
PM-1134,PO-1395,RM-37,6042,516
PM-1135,PO-446,RM-68,8251,534
PM-1136,PO-573,RM-119,7163,1970
PM-1137,PO-854,RM-8,5751,"$2,113.00"
PM-1138,PO-142,RM-6,1150,3 340
PM-1139,PO-1057,RM-47,1890,1008
PM-1140,PO-1093,RM-46,1109,2653
PM-1141,PO-1518,RM-80,6297,2683
PM-1142,PO-757,RM-99,7864,"$1,150.00"
PM-1143,PO-1008,RM-65,9436,"$1,528.00"
PM-1144,PO-1088,RM-63,8846,125
PM-1145,PO-285,RM-106,8200,550
PM-1146,PO-1947,RM-18,9762,1825
PM-1147,PO-1411,RM-91,6821,1652
PM-1148,PO-1188,RM-52,570,3335
PM-1149,PO-53,RM-23,2636,"$3,097.00"
PM-1150,PO-1035,RM-117,5998,"3 928,00"
PM-1151,PO-1171,RM-37,7131,"2 179,00"
PM-1152,PO-1224,RM-60,6223,2262
PM-1153,PO-1742,RM-99,4431,151
PM-1154,PO-1670,RM-118,707,"$2,083.00"
PM-1155,PO-1569,RM-107,2249,"2 452,00"
PM-1156,PO-366,RM-91,7290,"$3,173.00"
PM-1157,PO-901,RM-75,9963,$557.00
PM-1158,PO-1875,RM-78,7211,3687
PM-1159,PO-1874,RM-50,861,2450
PM-1160,PO-1074,RM-4,8729,$599.00
PM-1161,PO-773,RM-115,9573,346
PM-1162,PO-176,RM-27,2179,396
PM-1163,PO-568,RM-103,6696,134
PM-1164,PO-1720,RM-106,2002,"$1,000.00"
PM-1165,PO-1372,RM-36,6694,1207
PM-1166,PO-326,RM-88,4158,876
PM-1167,PO-816,RM-62,862,"$2,964.00"
PM-1168,PO-1539,RM-3,4623,"$3,544.00"
PM-1169,PO-1866,RM-50,9317,3640
PM-1170,PO-1081,RM-101,6211,3906
PM-1171,PO-1229,RM-115,2860,3563
PM-1172,PO-822,RM-71,7680,924
PM-1173,PO-398,RM-2,4468,2775
PM-1174,PO-360,RM-112,3257,"$3,242.00"
PM-1175,PO-825,RM-31,4920,1149
PM-1176,PO-705,RM-27,2052,3853
PM-1177,PO-1490,RM-42,956,"$1,033.00"
PM-1178,PO-1239,RM-1,3005,"$2,133.00"
PM-1179,PO-350,RM-88,2693,3045
PM-1180,PO-923,RM-76,8879,3 979
PM-1181,PO-117,RM-100,4139,2 339
PM-1182,PO-1926,RM-56,795,1185
PM-1183,PO-239,RM-21,6743,"$1,869.00"
PM-1184,PO-1620,RM-65,3530,172
PM-1185,PO-347,RM-38,5035,3725
PM-1186,PO-1573,RM-2,1824,"$1,371.00"
PM-1187,PO-441,RM-117,200,3999
PM-1188,PO-1278,RM-14,2570,2 933
PM-1189,PO-348,RM-50,3932,"$2,501.00"
PM-1190,PO-288,RM-52,6592,1804
PM-1191,PO-1949,RM-51,6841,2 321
