defect_id,check_id,batch_id,defect_code,quantity
DF-501,QC-6409,BATCH-6822,DIM-ERR,36
DF-502,QC-2143,BATCH-4418,DENT,41
DF-503,QC-2321,BATCH-6716,THREAD-BAD,9
DF-504,QC-2845,BATCH-1473,COLOR-MISMATCH,21
DF-505,QC-1307,BATCH-4600,SCRATCH,48
DF-506,QC-1339,BATCH-6170,DIM-ERR,28
DF-507,QC-6177,BATCH-7969,DENT,44
DF-508,QC-68,BATCH-5774,THREAD-BAD,23
DF-509,QC-614,BATCH-7038,SCRATCH,32
DF-510,QC-4597,BATCH-224,COLOR-MISMATCH,2
DF-511,QC-931,BATCH-1399,THREAD-BAD,25
DF-512,QC-7984,BATCH-2934,DENT,26
DF-513,QC-5943,BATCH-6002,DENT,19
DF-514,QC-5564,BATCH-6856,THREAD-BAD,37
DF-515,QC-2081,BATCH-4450,DENT,30
DF-516,QC-314,BATCH-4741,SCRATCH,33
DF-517,QC-3236,BATCH-3174,COLOR-MISMATCH,1
DF-518,QC-4704,BATCH-572,THREAD-BAD,18
DF-519,QC-3334,BATCH-5050,未定义,8
DF-520,QC-4623,BATCH-2641,COLOR-MISMATCH,14
DF-521,QC-6001,BATCH-1790,COLOR-MISMATCH,15
DF-522,QC-2923,BATCH-6785,SCRATCH,47
DF-523,QC-669,BATCH-3874,DIM-ERR,29
DF-524,QC-1752,BATCH-1942,未定义,13
DF-525,QC-1727,BATCH-3279,DIM-ERR,6
DF-526,QC-2081,BATCH-7783,COLOR-MISMATCH,23
DF-527,QC-5505,BATCH-565,SCRATCH,29
DF-528,QC-4037,BATCH-5322,DIM-ERR,28
DF-529,QC-6816,BATCH-7107,THREAD-BAD,18
DF-530,QC-669,BATCH-1173,DIM-ERR,49
DF-531,QC-7405,BATCH-5374,COLOR-MISMATCH,32
DF-532,QC-2828,BATCH-2567,COLOR-MISMATCH,3
DF-533,QC-4493,BATCH-729,未定义,28
DF-534,QC-5628,BATCH-2071,DENT,33
DF-535,QC-1454,BATCH-5733,SCRATCH,50
DF-536,QC-5520,BATCH-3343,DIM-ERR,14
DF-537,QC-5506,BATCH-1024,DENT,13
DF-538,QC-4125,BATCH-1757,THREAD-BAD,25
DF-539,QC-1391,BATCH-7056,THREAD-BAD,18
DF-540,QC-7367,BATCH-7856,未定义,15
DF-541,QC-4943,BATCH-6607,COLOR-MISMATCH,4
DF-542,QC-7188,BATCH-2136,THREAD-BAD,3
DF-543,QC-291,BATCH-1711,COLOR-MISMATCH,40
DF-544,QC-2321,BATCH-3963,COLOR-MISMATCH,17
DF-545,QC-7931,BATCH-1529,DENT,32
DF-546,QC-7405,BATCH-25,未定义,49
DF-547,QC-740,BATCH-7084,THREAD-BAD,43
DF-548,QC-1029,BATCH-5429,DIM-ERR,19
DF-549,QC-358,BATCH-5891,DIM-ERR,12
DF-550,QC-740,BATCH-3381,DIM-ERR,48
DF-551,QC-2731,BATCH-4870,未定义,10
DF-552,QC-5294,BATCH-556,THREAD-BAD,2
DF-553,QC-1009,BATCH-6922,DENT,19
DF-554,QC-1339,BATCH-1235,DENT,5
DF-555,QC-993,BATCH-3844,DIM-ERR,24
DF-556,QC-220,BATCH-875,SCRATCH,33
DF-557,QC-6634,BATCH-7180,COLOR-MISMATCH,44
DF-558,QC-7288,BATCH-3748,THREAD-BAD,1
DF-559,QC-1932,BATCH-7211,DIM-ERR,50
DF-560,QC-6001,BATCH-2828,COLOR-MISMATCH,32
DF-561,QC-3748,BATCH-2030,DIM-ERR,12
DF-562,QC-5139,BATCH-2695,未定义,3
DF-563,QC-2935,BATCH-5572,COLOR-MISMATCH,16
DF-564,QC-6774,BATCH-846,COLOR-MISMATCH,3
DF-565,QC-5810,BATCH-1540,COLOR-MISMATCH,30
DF-566,QC-299,BATCH-7083,DIM-ERR,25
DF-567,QC-6572,BATCH-3717,THREAD-BAD,5
DF-568,QC-5656,BATCH-2480,COLOR-MISMATCH,46
DF-569,QC-4450,BATCH-3575,COLOR-MISMATCH,38
DF-570,QC-4049,BATCH-4959,DENT,7
DF-571,QC-5445,BATCH-3199,THREAD-BAD,47
DF-572,QC-1740,BATCH-710,DIM-ERR,44
DF-573,QC-1838,BATCH-1081,COLOR-MISMATCH,25
DF-574,QC-591,BATCH-7421,未定义,46
DF-575,QC-7555,BATCH-2500,SCRATCH,46
DF-576,QC-279,BATCH-5518,DIM-ERR,34
DF-577,QC-4623,BATCH-1663,DIM-ERR,32
DF-578,QC-3031,BATCH-1263,DIM-ERR,24
DF-579,QC-4744,BATCH-1752,COLOR-MISMATCH,20
DF-580,QC-7555,BATCH-2854,DENT,47
DF-581,QC-3031,BATCH-6612,SCRATCH,17
DF-582,QC-2539,BATCH-1050,DIM-ERR,30
DF-583,QC-4482,BATCH-2935,SCRATCH,31
DF-584,QC-7034,BATCH-1620,THREAD-BAD,41
DF-585,QC-3842,BATCH-1406,未定义,42
DF-586,QC-1196,BATCH-1084,DENT,37
DF-587,QC-7791,BATCH-3797,SCRATCH,14
DF-588,QC-148,BATCH-5052,COLOR-MISMATCH,46
DF-589,QC-5526,BATCH-6986,COLOR-MISMATCH,29
DF-590,QC-1230,BATCH-7127,SCRATCH,15
DF-591,QC-3759,BATCH-1626,DENT,22
DF-592,QC-3505,BATCH-2593,未定义,24
DF-593,QC-7333,BATCH-5759,THREAD-BAD,14
DF-594,QC-2072,BATCH-7467,DENT,12
DF-595,QC-307,BATCH-7954,SCRATCH,37
DF-596,QC-7969,BATCH-346,SCRATCH,47
DF-597,QC-3111,BATCH-231,COLOR-MISMATCH,19
DF-598,QC-5778,BATCH-3510,THREAD-BAD,21
DF-599,QC-1738,BATCH-6026,未定义,12
DF-600,QC-6050,BATCH-5190,DIM-ERR,2
DF-601,QC-653,BATCH-2689,SCRATCH,33
DF-602,QC-4037,BATCH-3134,DIM-ERR,5
DF-603,QC-2037,BATCH-6745,COLOR-MISMATCH,5
DF-604,QC-993,BATCH-6384,THREAD-BAD,50
DF-605,QC-6634,BATCH-1573,COLOR-MISMATCH,42
DF-606,QC-1006,BATCH-7178,SCRATCH,18
DF-607,QC-5656,BATCH-669,DIM-ERR,45
DF-608,QC-7364,BATCH-1255,DENT,37
DF-609,QC-220,BATCH-1550,THREAD-BAD,42
DF-610,QC-3489,BATCH-2957,COLOR-MISMATCH,39
DF-611,QC-4868,BATCH-4299,DENT,23
DF-612,QC-301,BATCH-7068,DENT,32
DF-613,QC-6050,BATCH-4121,COLOR-MISMATCH,3
DF-614,QC-7213,BATCH-7538,DIM-ERR,46
DF-615,QC-7555,BATCH-1049,THREAD-BAD,2
DF-616,QC-349,BATCH-2069,THREAD-BAD,30
DF-617,QC-3723,BATCH-4611,未定义,39
DF-618,QC-4173,BATCH-2916,DIM-ERR,39
DF-619,QC-4917,BATCH-3843,COLOR-MISMATCH,10
DF-620,QC-741,BATCH-4214,SCRATCH,43
DF-621,QC-3795,BATCH-2582,DENT,41
DF-622,QC-6194,BATCH-3857,SCRATCH,15
DF-623,QC-4594,BATCH-1123,COLOR-MISMATCH,1
DF-624,QC-4450,BATCH-1394,SCRATCH,11
DF-625,QC-2772,BATCH-1730,COLOR-MISMATCH,37
DF-626,QC-869,BATCH-2251,DENT,14
DF-627,QC-4318,BATCH-9,THREAD-BAD,9
DF-628,QC-5647,BATCH-3403,THREAD-BAD,7
DF-629,QC-5003,BATCH-729,DENT,11
DF-630,QC-1907,BATCH-1569,DIM-ERR,18
DF-631,QC-7107,BATCH-3842,THREAD-BAD,4
DF-632,QC-4037,BATCH-7521,THREAD-BAD,36
DF-633,QC-3177,BATCH-234,DIM-ERR,26
DF-634,QC-7790,BATCH-2669,DIM-ERR,8
DF-635,QC-6056,BATCH-4576,DENT,34
DF-636,QC-4536,BATCH-240,SCRATCH,32
DF-637,QC-6496,BATCH-5522,COLOR-MISMATCH,24
DF-638,QC-5835,BATCH-504,未定义,42
DF-639,QC-2143,BATCH-4020,THREAD-BAD,20
DF-640,QC-4744,BATCH-7386,DENT,26
DF-641,QC-4821,BATCH-750,DENT,30
DF-642,QC-2685,BATCH-2582,COLOR-MISMATCH,6
DF-643,QC-5185,BATCH-6427,THREAD-BAD,20
DF-644,QC-5778,BATCH-1506,DENT,40
DF-645,QC-3263,BATCH-4630,未定义,46
DF-646,QC-4173,BATCH-5783,DIM-ERR,36
DF-647,QC-652,BATCH-5119,DIM-ERR,39
DF-648,QC-1888,BATCH-2570,DENT,9
DF-649,QC-2879,BATCH-3039,SCRATCH,31
DF-650,QC-5520,BATCH-2677,THREAD-BAD,26
DF-651,QC-184,BATCH-6283,COLOR-MISMATCH,3
DF-652,QC-4594,BATCH-2364,DIM-ERR,30
DF-653,QC-6549,BATCH-457,THREAD-BAD,5
DF-654,QC-5527,BATCH-1972,COLOR-MISMATCH,26
DF-655,QC-6137,BATCH-4928,SCRATCH,37
DF-656,QC-6668,BATCH-4775,未定义,33
DF-657,QC-1552,BATCH-2011,DIM-ERR,30
DF-658,QC-6456,BATCH-182,THREAD-BAD,39
DF-659,QC-299,BATCH-1372,SCRATCH,23
DF-660,QC-1096,BATCH-4959,SCRATCH,30
DF-661,QC-1552,BATCH-3315,未定义,2
DF-662,QC-3035,BATCH-5943,未定义,36
DF-663,QC-7791,BATCH-2669,SCRATCH,7
DF-664,QC-841,BATCH-7318,THREAD-BAD,6
DF-665,QC-4744,BATCH-4170,未定义,5
DF-666,QC-5798,BATCH-1313,SCRATCH,13
DF-667,QC-5649,BATCH-4286,THREAD-BAD,11
DF-668,QC-4128,BATCH-1665,DENT,47
DF-669,QC-4815,BATCH-4727,COLOR-MISMATCH,21
DF-670,QC-5641,BATCH-4774,THREAD-BAD,50
DF-671,QC-6409,BATCH-4490,THREAD-BAD,33
DF-672,QC-2957,BATCH-2300,DENT,34
DF-673,QC-6270,BATCH-5750,THREAD-BAD,17
DF-674,QC-1765,BATCH-3276,DIM-ERR,37
DF-675,QC-5531,BATCH-4569,DENT,10
DF-676,QC-3821,BATCH-4197,DIM-ERR,13
DF-677,QC-6874,BATCH-5281,未定义,6
DF-678,QC-2623,BATCH-4682,SCRATCH,17
DF-679,QC-4868,BATCH-3982,SCRATCH,16
DF-680,QC-7107,BATCH-7404,COLOR-MISMATCH,1
DF-681,QC-7922,BATCH-4145,COLOR-MISMATCH,25
DF-682,QC-3431,BATCH-7780,COLOR-MISMATCH,4
DF-683,QC-3719,BATCH-3020,COLOR-MISMATCH,5
DF-684,QC-4953,BATCH-5689,SCRATCH,49
DF-685,QC-4450,BATCH-7897,SCRATCH,6
DF-686,QC-4081,BATCH-4569,THREAD-BAD,9
DF-687,QC-5506,BATCH-7037,未定义,3
DF-688,QC-2321,BATCH-3514,COLOR-MISMATCH,18
DF-689,QC-3001,BATCH-3339,THREAD-BAD,26
DF-690,QC-4752,BATCH-1435,SCRATCH,4
DF-691,QC-1230,BATCH-4339,THREAD-BAD,16
DF-692,QC-5049,BATCH-3644,COLOR-MISMATCH,14
DF-693,QC-4042,BATCH-2160,DIM-ERR,49
DF-694,QC-2644,BATCH-6593,DIM-ERR,37
DF-695,QC-4396,BATCH-6965,未定义,25
DF-696,QC-6710,BATCH-1370,THREAD-BAD,49
DF-697,QC-7931,BATCH-2109,SCRATCH,19
DF-698,QC-931,BATCH-3130,DENT,5
DF-699,QC-1210,BATCH-6195,COLOR-MISMATCH,43
DF-700,QC-1988,BATCH-361,SCRATCH,35
DF-701,QC-5574,BATCH-7240,SCRATCH,26
DF-702,QC-68,BATCH-5358,DENT,21
DF-703,QC-6137,BATCH-5889,未定义,3
DF-704,QC-5527,BATCH-6824,DIM-ERR,21
DF-705,QC-7984,BATCH-396,DIM-ERR,28
DF-706,QC-6997,BATCH-4819,未定义,3
DF-707,QC-291,BATCH-545,未定义,8
DF-708,QC-7164,BATCH-3060,SCRATCH,25
DF-709,QC-3935,BATCH-5804,DIM-ERR,12
DF-710,QC-263,BATCH-3003,DENT,9
DF-711,QC-4131,BATCH-5958,THREAD-BAD,21
DF-712,QC-2442,BATCH-6865,COLOR-MISMATCH,17
DF-713,QC-93,BATCH-736,未定义,19
DF-714,QC-4446,BATCH-6118,COLOR-MISMATCH,36
DF-715,QC-4120,BATCH-3245,SCRATCH,40
DF-716,QC-1509,BATCH-7074,SCRATCH,31
DF-717,QC-4612,BATCH-5990,未定义,21
DF-718,QC-4825,BATCH-4940,SCRATCH,29
DF-719,QC-4137,BATCH-6916,DENT,1
DF-720,QC-1640,BATCH-1988,THREAD-BAD,16
DF-721,QC-6194,BATCH-6176,未定义,13
DF-722,QC-7810,BATCH-6044,COLOR-MISMATCH,18
DF-723,QC-5056,BATCH-4656,DIM-ERR,25
DF-724,QC-4523,BATCH-2352,THREAD-BAD,14
DF-725,QC-2539,BATCH-360,DENT,35
DF-726,QC-6736,BATCH-217,THREAD-BAD,33
DF-727,QC-7364,BATCH-3589,DIM-ERR,32
DF-728,QC-6732,BATCH-4733,未定义,24
DF-729,QC-2879,BATCH-2124,SCRATCH,40
DF-730,QC-4825,BATCH-4844,SCRATCH,5
DF-731,QC-2539,BATCH-4544,SCRATCH,6
DF-732,QC-814,BATCH-6195,COLOR-MISMATCH,47
DF-733,QC-2143,BATCH-3001,THREAD-BAD,41
DF-734,QC-3786,BATCH-5493,THREAD-BAD,32
DF-735,QC-307,BATCH-1367,DIM-ERR,47
DF-736,QC-6504,BATCH-2541,THREAD-BAD,49
DF-737,QC-1936,BATCH-3575,COLOR-MISMATCH,46
DF-738,QC-2462,BATCH-854,THREAD-BAD,45
DF-739,QC-669,BATCH-3013,SCRATCH,35
DF-740,QC-349,BATCH-5327,DENT,44
DF-741,QC-4653,BATCH-3887,DENT,31
DF-742,QC-1150,BATCH-2013,DENT,9
DF-743,QC-3879,BATCH-1975,THREAD-BAD,11
DF-744,QC-5798,BATCH-4228,THREAD-BAD,27
DF-745,QC-7669,BATCH-1230,DIM-ERR,24
DF-746,QC-2226,BATCH-775,THREAD-BAD,22
DF-747,QC-6572,BATCH-4131,THREAD-BAD,34
DF-748,QC-7853,BATCH-7371,THREAD-BAD,12
DF-749,QC-3862,BATCH-4536,DENT,36
DF-750,QC-2293,BATCH-167,DIM-ERR,48
DF-751,QC-4128,BATCH-7373,未定义,37
DF-752,QC-2143,BATCH-3303,DENT,19
DF-753,QC-5001,BATCH-7409,COLOR-MISMATCH,25
DF-754,QC-1815,BATCH-818,DENT,33
DF-755,QC-5189,BATCH-7637,DIM-ERR,4
DF-756,QC-3786,BATCH-4981,THREAD-BAD,25
DF-757,QC-1239,BATCH-5206,DENT,21
DF-758,QC-2264,BATCH-5960,DENT,9
DF-759,QC-9,BATCH-1355,DIM-ERR,38
DF-760,QC-1543,BATCH-7918,THREAD-BAD,37
DF-761,QC-235,BATCH-2588,SCRATCH,27
DF-762,QC-7364,BATCH-7567,DIM-ERR,19
DF-763,QC-5505,BATCH-3811,DENT,49
DF-764,QC-3575,BATCH-2034,DENT,50
DF-765,QC-7404,BATCH-5588,THREAD-BAD,46
DF-766,QC-6570,BATCH-6873,DENT,3
DF-767,QC-4536,BATCH-1351,SCRATCH,2
DF-768,QC-2845,BATCH-5722,DIM-ERR,38
DF-769,QC-3808,BATCH-732,未定义,11
DF-770,QC-3826,BATCH-6186,THREAD-BAD,48
DF-771,QC-2772,BATCH-6618,THREAD-BAD,16
DF-772,QC-6710,BATCH-45,DIM-ERR,38
DF-773,QC-7034,BATCH-7410,DIM-ERR,17
DF-774,QC-4536,BATCH-1347,THREAD-BAD,23
DF-775,QC-3759,BATCH-4260,DIM-ERR,35
DF-776,QC-7081,BATCH-2819,COLOR-MISMATCH,4
DF-777,QC-3669,BATCH-5072,DIM-ERR,37
DF-778,QC-5072,BATCH-733,THREAD-BAD,11
DF-779,QC-6845,BATCH-1219,未定义,49
DF-780,QC-5774,BATCH-3649,DENT,2
DF-781,QC-2772,BATCH-2035,THREAD-BAD,20
DF-782,QC-7081,BATCH-2426,THREAD-BAD,23
DF-783,QC-6511,BATCH-5946,未定义,46
DF-784,QC-7393,BATCH-3448,DIM-ERR,25
DF-785,QC-2361,BATCH-5860,DENT,25
DF-786,QC-7367,BATCH-4116,THREAD-BAD,18
DF-787,QC-4686,BATCH-3359,COLOR-MISMATCH,39
DF-788,QC-6819,BATCH-244,SCRATCH,40
DF-789,QC-5294,BATCH-7130,DENT,14
DF-790,QC-1552,BATCH-2919,未定义,16
DF-791,QC-5760,BATCH-6615,THREAD-BAD,25
DF-792,QC-5459,BATCH-7220,DIM-ERR,10
DF-793,QC-6237,BATCH-5888,THREAD-BAD,19
DF-794,QC-4653,BATCH-3748,THREAD-BAD,45
DF-795,QC-3879,BATCH-7132,DENT,21
DF-796,QC-2091,BATCH-3299,COLOR-MISMATCH,27
DF-797,QC-5246,BATCH-1334,SCRATCH,11
DF-798,QC-5185,BATCH-2611,DENT,47
DF-799,QC-1738,BATCH-2212,THREAD-BAD,33
DF-800,QC-1600,BATCH-3681,SCRATCH,23
DF-801,QC-4686,BATCH-1780,THREAD-BAD,42
DF-802,QC-814,BATCH-6938,DIM-ERR,34
DF-803,QC-2177,BATCH-3185,COLOR-MISMATCH,40
DF-804,QC-69,BATCH-2664,未定义,23
DF-805,QC-7081,BATCH-320,DENT,45
DF-806,QC-48,BATCH-55,COLOR-MISMATCH,45
DF-807,QC-6840,BATCH-1640,DIM-ERR,14
DF-808,QC-4782,BATCH-2169,THREAD-BAD,31
DF-809,QC-9,BATCH-3886,DENT,1
DF-810,QC-374,BATCH-6227,DIM-ERR,41
DF-811,QC-7791,BATCH-6900,SCRATCH,48
DF-812,QC-8,BATCH-1464,DENT,45
DF-813,QC-2567,BATCH-1788,SCRATCH,35
DF-814,QC-4144,BATCH-448,SCRATCH,14
DF-815,QC-1559,BATCH-5059,THREAD-BAD,31
DF-816,QC-6547,BATCH-5649,DIM-ERR,6
DF-817,QC-7098,BATCH-4989,COLOR-MISMATCH,46
DF-818,QC-3691,BATCH-7758,未定义,11
DF-819,QC-5806,BATCH-6718,COLOR-MISMATCH,30
DF-820,QC-1577,BATCH-3625,COLOR-MISMATCH,34
DF-821,QC-2981,BATCH-205,DIM-ERR,18
DF-822,QC-5806,BATCH-5968,COLOR-MISMATCH,2
DF-823,QC-196,BATCH-1284,未定义,21
DF-824,QC-8,BATCH-5590,COLOR-MISMATCH,49
DF-825,QC-5798,BATCH-6874,DIM-ERR,46
DF-826,QC-895,BATCH-7469,DIM-ERR,20
DF-827,QC-6511,BATCH-3307,DIM-ERR,26
DF-828,QC-4815,BATCH-3132,COLOR-MISMATCH,35
DF-829,QC-3226,BATCH-2294,SCRATCH,23
DF-830,QC-3590,BATCH-7677,未定义,5
DF-831,QC-2293,BATCH-3974,未定义,20
DF-832,QC-1509,BATCH-5529,未定义,42
DF-833,QC-5672,BATCH-6145,DENT,18
DF-834,QC-4653,BATCH-1768,DENT,3
DF-835,QC-4933,BATCH-3514,THREAD-BAD,22
DF-836,QC-3590,BATCH-3166,DENT,3
DF-837,QC-4482,BATCH-3548,COLOR-MISMATCH,10
DF-838,QC-3661,BATCH-2158,DIM-ERR,48
DF-839,QC-7164,BATCH-14,SCRATCH,48
DF-840,QC-5806,BATCH-1743,SCRATCH,13
DF-841,QC-2731,BATCH-7347,DIM-ERR,16
DF-842,QC-184,BATCH-4107,SCRATCH,46
DF-843,QC-5115,BATCH-1243,SCRATCH,46
DF-844,QC-5531,BATCH-1685,DENT,39
DF-845,QC-3489,BATCH-5431,COLOR-MISMATCH,8
DF-846,QC-3795,BATCH-4358,DENT,17
DF-847,QC-2981,BATCH-4226,COLOR-MISMATCH,50
DF-848,QC-4637,BATCH-6040,COLOR-MISMATCH,19
DF-849,QC-1072,BATCH-6746,DIM-ERR,45
DF-850,QC-4809,BATCH-7293,DENT,8
DF-851,QC-2616,BATCH-112,COLOR-MISMATCH,19
DF-852,QC-7095,BATCH-6600,THREAD-BAD,30
DF-853,QC-1196,BATCH-3445,DENT,1
DF-854,QC-6957,BATCH-6679,THREAD-BAD,27
DF-855,QC-1559,BATCH-2720,未定义,16
DF-856,QC-4486,BATCH-843,SCRATCH,39
DF-857,QC-1096,BATCH-2563,DIM-ERR,43
DF-858,QC-2277,BATCH-265,未定义,33
DF-859,QC-6548,BATCH-7206,COLOR-MISMATCH,17
DF-860,QC-1600,BATCH-3550,未定义,31
DF-861,QC-6484,BATCH-2994,DIM-ERR,45
DF-862,QC-740,BATCH-1224,未定义,32
DF-863,QC-4637,BATCH-3773,SCRATCH,48
DF-864,QC-841,BATCH-6000,SCRATCH,21
DF-865,QC-1765,BATCH-7733,DIM-ERR,9
DF-866,QC-1727,BATCH-2474,DENT,44
DF-867,QC-314,BATCH-2690,COLOR-MISMATCH,30
DF-868,QC-2273,BATCH-7093,THREAD-BAD,19
DF-869,QC-7383,BATCH-4776,未定义,7
DF-870,QC-6036,BATCH-4786,未定义,43
DF-871,QC-6585,BATCH-1728,SCRATCH,11
DF-872,QC-1251,BATCH-6948,未定义,36
DF-873,QC-3934,BATCH-2606,未定义,6
DF-874,QC-1196,BATCH-53,COLOR-MISMATCH,11
DF-875,QC-6036,BATCH-4804,SCRATCH,13
DF-876,QC-3489,BATCH-1969,COLOR-MISMATCH,5
DF-877,QC-6056,BATCH-2497,COLOR-MISMATCH,45
DF-878,QC-4594,BATCH-2563,DIM-ERR,7
DF-879,QC-4396,BATCH-2384,THREAD-BAD,27
DF-880,QC-4523,BATCH-3775,THREAD-BAD,17
DF-881,QC-2995,BATCH-1158,DENT,36
DF-882,QC-1559,BATCH-1241,SCRATCH,8
DF-883,QC-4493,BATCH-5358,THREAD-BAD,50
DF-884,QC-7790,BATCH-3517,DIM-ERR,40
DF-885,QC-4396,BATCH-7863,DENT,28
DF-886,QC-3590,BATCH-4029,DIM-ERR,24
DF-887,QC-2037,BATCH-7317,DENT,25
DF-888,QC-6833,BATCH-7852,DIM-ERR,20
DF-889,QC-4958,BATCH-7234,THREAD-BAD,14
DF-890,QC-6171,BATCH-2639,DENT,8
DF-891,QC-4042,BATCH-2544,SCRATCH,48
DF-892,QC-5205,BATCH-3874,THREAD-BAD,48
DF-893,QC-591,BATCH-7385,DENT,42
DF-894,QC-6001,BATCH-2876,COLOR-MISMATCH,5
DF-895,QC-3263,BATCH-1607,未定义,22
DF-896,QC-2879,BATCH-6332,SCRATCH,32
DF-897,QC-7393,BATCH-3907,DENT,19
DF-898,QC-2567,BATCH-4082,COLOR-MISMATCH,23
DF-899,QC-537,BATCH-7595,DIM-ERR,24
DF-900,QC-7333,BATCH-4720,未定义,36
DF-901,QC-5741,BATCH-3026,DIM-ERR,42
DF-902,QC-6710,BATCH-5909,DIM-ERR,1
DF-903,QC-279,BATCH-3726,DIM-ERR,45
DF-904,QC-6056,BATCH-3176,SCRATCH,15
DF-905,QC-809,BATCH-5953,THREAD-BAD,10
DF-906,QC-6655,BATCH-1559,未定义,22
DF-907,QC-5267,BATCH-4712,SCRATCH,29
DF-908,QC-6682,BATCH-5683,未定义,49
DF-909,QC-6819,BATCH-3169,COLOR-MISMATCH,32
DF-910,QC-263,BATCH-6026,未定义,11
DF-911,QC-2562,BATCH-3312,未定义,29
DF-912,QC-3333,BATCH-3150,COLOR-MISMATCH,23
DF-913,QC-1316,BATCH-6962,SCRATCH,43
DF-914,QC-290,BATCH-4740,DENT,42
DF-915,QC-4037,BATCH-1116,DENT,15
DF-916,QC-3031,BATCH-1269,未定义,6
DF-917,QC-7853,BATCH-1109,未定义,18
DF-918,QC-6570,BATCH-111,未定义,9
DF-919,QC-1307,BATCH-7721,COLOR-MISMATCH,43
DF-920,QC-537,BATCH-230,DENT,33
DF-921,QC-1072,BATCH-5454,未定义,13
DF-922,QC-5072,BATCH-2613,SCRATCH,37
DF-923,QC-5246,BATCH-6617,COLOR-MISMATCH,2
DF-924,QC-6816,BATCH-2659,DIM-ERR,18
DF-925,QC-2685,BATCH-4114,SCRATCH,29
DF-926,QC-4391,BATCH-2826,COLOR-MISMATCH,29
DF-927,QC-4137,BATCH-2420,THREAD-BAD,25
DF-928,QC-6969,BATCH-1003,DENT,5
DF-929,QC-2193,BATCH-1321,THREAD-BAD,34
DF-930,QC-2424,BATCH-6583,COLOR-MISMATCH,46
DF-931,QC-6437,BATCH-4416,DENT,13
DF-932,QC-5672,BATCH-1281,DIM-ERR,37
DF-933,QC-1239,BATCH-147,COLOR-MISMATCH,32
DF-934,QC-6177,BATCH-7304,SCRATCH,8
DF-935,QC-6549,BATCH-602,COLOR-MISMATCH,36
DF-936,QC-7669,BATCH-7322,SCRATCH,45
DF-937,QC-256,BATCH-424,DIM-ERR,25
DF-938,QC-4482,BATCH-5618,THREAD-BAD,9
DF-939,QC-6874,BATCH-4584,SCRATCH,26
DF-940,QC-5189,BATCH-4047,DIM-ERR,41
DF-941,QC-1006,BATCH-124,THREAD-BAD,38
DF-942,QC-6710,BATCH-4625,DENT,21
DF-943,QC-3420,BATCH-1613,DIM-ERR,50
DF-944,QC-5505,BATCH-4941,SCRATCH,41
DF-945,QC-3111,BATCH-4725,DENT,2
DF-946,QC-2272,BATCH-6582,DENT,4
DF-947,QC-2462,BATCH-5877,SCRATCH,44
DF-948,QC-5778,BATCH-4416,DIM-ERR,23
DF-949,QC-7527,BATCH-398,DENT,8
DF-950,QC-7535,BATCH-7253,DIM-ERR,38
DF-951,QC-6949,BATCH-2397,DENT,11
DF-952,QC-271,BATCH-7961,DIM-ERR,22
DF-953,QC-7922,BATCH-3340,DENT,37
DF-954,QC-6586,BATCH-6887,DENT,14
DF-955,QC-5267,BATCH-6704,未定义,50
DF-956,QC-5942,BATCH-1403,DIM-ERR,10
DF-957,QC-2932,BATCH-3306,DIM-ERR,12
DF-958,QC-6625,BATCH-3515,SCRATCH,32
DF-959,QC-3701,BATCH-462,COLOR-MISMATCH,32
DF-960,QC-1944,BATCH-1655,未定义,24
DF-961,QC-48,BATCH-7046,DIM-ERR,31
DF-962,QC-6494,BATCH-3872,DENT,26
DF-963,QC-4508,BATCH-7525,DENT,24
DF-964,QC-6682,BATCH-4414,THREAD-BAD,10
DF-965,QC-7906,BATCH-4066,DIM-ERR,26
DF-966,QC-3263,BATCH-4197,THREAD-BAD,45
DF-967,QC-7020,BATCH-6495,DENT,39
DF-968,QC-3504,BATCH-6175,未定义,22
DF-969,QC-5001,BATCH-3081,未定义,19
DF-970,QC-4184,BATCH-6591,THREAD-BAD,46
DF-971,QC-3031,BATCH-7786,SCRATCH,34
DF-972,QC-6845,BATCH-5997,SCRATCH,14
DF-973,QC-7527,BATCH-839,未定义,7
DF-974,QC-4173,BATCH-1682,SCRATCH,42
DF-975,QC-7853,BATCH-4595,SCRATCH,32
DF-976,QC-4042,BATCH-5707,SCRATCH,12
DF-977,QC-1804,BATCH-406,COLOR-MISMATCH,40
DF-978,QC-1230,BATCH-7917,COLOR-MISMATCH,43
DF-979,QC-5987,BATCH-6078,DIM-ERR,3
DF-980,QC-2592,BATCH-3717,DIM-ERR,31
DF-981,QC-6835,BATCH-4080,DENT,25
DF-982,QC-5628,BATCH-6431,未定义,5
DF-983,QC-5049,BATCH-1344,未定义,4
DF-984,QC-3719,BATCH-7803,SCRATCH,37
DF-985,QC-1339,BATCH-4854,未定义,40
DF-986,QC-7810,BATCH-3336,未定义,32
DF-987,QC-7903,BATCH-1307,COLOR-MISMATCH,30
DF-988,QC-4131,BATCH-2150,未定义,38
DF-989,QC-3461,BATCH-3966,未定义,4
DF-990,QC-5158,BATCH-3114,THREAD-BAD,43
DF-991,QC-2687,BATCH-3773,COLOR-MISMATCH,40
DF-992,QC-184,BATCH-7341,DENT,1
DF-993,QC-694,BATCH-4506,DENT,16
DF-994,QC-4929,BATCH-7536,未定义,6
DF-995,QC-3759,BATCH-49,COLOR-MISMATCH,21
