check_id,batch_id,check_date,result,defect_count
QC-1588,BATCH-6369,27-11-2026,PASS,0
QC-1589,BATCH-7198,2026-01-13,pass,0
QC-1590,BATCH-4167,2025-03-17,pass,0
QC-1591,BATCH-2116,01-01-2026,PASS,0
QC-1592,BATCH-5393,2026-01-25,pass,0
QC-1593,BATCH-3344,2025-03-04,pass,0
QC-1594,BATCH-6603,2024-05-27,PASS,0
QC-1595,BATCH-637,2024-03-12,PASS,0
QC-1596,BATCH-6298,2024-03-11,PASS,0
QC-1597,BATCH-1608,2024-11-10,pass,0
QC-1598,BATCH-4741,04-05-2026,pass,18
QC-1599,BATCH-4723,2024-09-20,PASS,0
QC-1600,BATCH-2210,12-11-2025,PASS,0
QC-1601,BATCH-4183,2025-02-22,pass,0
QC-1602,BATCH-609,02/11/2025,Pass,0
QC-1603,BATCH-1214,2025-09-19,pass,0
QC-1604,BATCH-6198,2026-06-06,pass,10
QC-1605,BATCH-5432,2025-10-18,Pass,0
QC-1606,BATCH-5769,2024-04-25,Pass,0
QC-1607,BATCH-3867,2024-06-13,PASS,0
QC-1608,BATCH-2735,2025-12-14,pass,0
QC-1609,BATCH-7838,2026-10-10,pass,0
QC-1610,BATCH-2047,2025-09-04,PASS,0
QC-1611,BATCH-1752,2025-02-04,Pass,0
QC-1612,BATCH-1413,2025-03-07,pass,0
QC-1613,BATCH-5394,02/05/2026,Pass,0
QC-1614,BATCH-4363,01/19/2026,pass,0
QC-1615,BATCH-6844,2026-04-06,Pass,0
QC-1616,BATCH-2562,10/11/2026,PASS,0
QC-1617,BATCH-3297,2024-12-22,Pass,0
QC-1618,BATCH-7034,08/06/2026,Pass,0
QC-1619,BATCH-3056,06/13/2024,Pass,0
QC-1620,BATCH-5067,2026-03-20,PASS,0
QC-1621,BATCH-3395,10-06-2024,Pass,0
QC-1622,BATCH-990,2025-06-21,Pass,0
QC-1623,BATCH-282,2024-10-16,Pass,0
QC-1624,BATCH-3080,2026-11-20,Pass,0
QC-1625,BATCH-3194,2024-05-03,PASS,0
QC-1626,BATCH-4588,2024-09-22,PASS,0
QC-1627,BATCH-2522,11/01/2024,Pass,0
QC-1628,BATCH-6451,01-08-2026,pass,0
QC-1629,BATCH-2344,02-11-2024,pass,0
QC-1630,BATCH-4110,11/10/2026,PASS,0
QC-1631,BATCH-2196,09/03/2026,pass,0
QC-1632,BATCH-450,06/02/2025,PASS,0
QC-1633,BATCH-4229,09/02/2025,Pass,0
QC-1634,BATCH-2684,10/26/2024,pass,0
QC-1635,BATCH-6420,07/18/2026,pass,0
QC-1636,BATCH-1271,2026-11-17,PASS,0
QC-1637,BATCH-7103,2026-09-19,PASS,0
QC-1638,BATCH-1983,01/08/2026,pass,0
QC-1639,BATCH-2273,2024-02-05,Pass,0
QC-1640,BATCH-187,2025-01-21,pass,0
QC-1641,BATCH-1127,25-12-2026,pass,0
QC-1642,BATCH-791,2025-12-14,PASS,0
QC-1643,BATCH-5996,03-11-2026,PASS,0
QC-1644,BATCH-324,2024-09-11,Pass,0
QC-1645,BATCH-4901,2025-11-11,pass,0
QC-1646,BATCH-2406,01/12/2024,PASS,0
QC-1647,BATCH-6800,2024-03-01,PASS,0
QC-1648,BATCH-592,27-12-2026,pass,0
QC-1649,BATCH-6161,2025-07-03,PASS,0
QC-1650,BATCH-1796,2024-07-05,Pass,0
QC-1651,BATCH-6449,04-07-2025,PASS,0
QC-1652,BATCH-4672,06/26/2026,PASS,0
QC-1653,BATCH-1155,2024-06-22,Pass,0
QC-1654,BATCH-5891,2024-04-16,PASS,0
QC-1655,BATCH-5431,13-10-2026,Pass,0
QC-1656,BATCH-4042,2024-09-16,PASS,0
QC-1657,BATCH-527,26-01-2025,PASS,0
QC-1658,BATCH-6992,2025-12-09,pass,0
QC-1659,BATCH-1432,2026-03-13,pass,0
QC-1660,BATCH-2616,2024-05-25,pass,0
QC-1661,BATCH-2917,2024-03-17,fail,0
QC-1662,BATCH-832,2026-02-18,pass,0
QC-1663,BATCH-3495,22-12-2025,PASS,0
QC-1664,BATCH-2436,12/10/2026,PASS,0
QC-1665,BATCH-6408,23-04-2024,PASS,0
QC-1666,BATCH-6178,2026-10-16,pass,0
QC-1667,BATCH-3157,15-08-2024,pass,0
QC-1668,BATCH-1738,2026-11-21,Pass,0
QC-1669,BATCH-793,04/10/2024,PASS,0
QC-1670,BATCH-4769,12/07/2024,pass,0
QC-1671,BATCH-2564,2025-08-17,pass,17
QC-1672,BATCH-3593,2024-03-10,pass,0
QC-1673,BATCH-6467,2026-10-04,PASS,0
QC-1674,BATCH-2770,28-03-2025,pass,0
QC-1675,BATCH-2791,01/28/2024,PASS,0
QC-1676,BATCH-648,2025-12-01,pass,0
QC-1677,BATCH-1395,11-08-2025,PASS,0
QC-1678,BATCH-786,2025-09-01,pass,0
QC-1679,BATCH-7344,2024-01-20,pass,0
QC-1680,BATCH-5694,23-07-2026,Pass,0
QC-1681,BATCH-7960,10/16/2025,PASS,0
QC-1682,BATCH-2820,01/06/2026,fail,6
QC-1683,BATCH-121,2026-12-01,PASS,0
QC-1684,BATCH-4127,03-06-2024,Pass,0
QC-1685,BATCH-7038,2026-06-27,pass,0
QC-1686,BATCH-2597,2026-07-01,Pass,0
QC-1687,BATCH-4855,07/21/2026,PASS,0
QC-1688,BATCH-7232,2026-09-15,pass,0
QC-1689,BATCH-4093,06/07/2024,Pass,0
QC-1690,BATCH-5824,2025-12-15,pass,0
QC-1691,BATCH-3112,05/08/2024,PASS,0
QC-1692,BATCH-1653,2025-11-15,Pass,0
QC-1693,BATCH-2845,2026-07-05,PASS,0
QC-1694,BATCH-1931,2026-09-23,Pass,0
QC-1695,BATCH-287,2026-12-01,PASS,0
QC-1696,BATCH-1905,09-06-2024,fail,0
QC-1697,BATCH-6517,25-12-2025,pass,0
QC-1698,BATCH-3266,01/10/2026,PASS,0
QC-1699,BATCH-5607,10/08/2026,pass,0
QC-1700,BATCH-1632,2024-12-25,Pass,0
QC-1701,BATCH-7592,2026-03-26,pass,0
QC-1702,BATCH-7527,2024-11-19,Pass,0
QC-1703,BATCH-447,08/21/2025,pass,0
QC-1704,BATCH-934,06/26/2026,pass,18
QC-1705,BATCH-1371,08/17/2026,PASS,0
QC-1706,BATCH-3230,04/27/2024,pass,0
QC-1707,BATCH-1081,05/23/2026,pass,0
QC-1708,BATCH-2359,03/26/2026,PASS,0
QC-1709,BATCH-2606,2026-05-18,PASS,0
QC-1710,BATCH-5462,07-07-2026,Pass,0
QC-1711,BATCH-534,2024-06-08,PASS,0
QC-1712,BATCH-6114,2026-03-18,Pass,0
QC-1713,BATCH-5152,2026-12-01,Pass,2
QC-1714,BATCH-7631,15-05-2026,pass,0
QC-1715,BATCH-6023,2024-09-01,Pass,0
QC-1716,BATCH-7788,2025-11-15,pass,0
QC-1717,BATCH-6518,2025-06-28,Pass,18
QC-1718,BATCH-432,07-01-2024,Pass,0
QC-1719,BATCH-1132,19-07-2026,Pass,15
QC-1720,BATCH-5185,26-08-2026,PASS,0
QC-1721,BATCH-724,10-06-2024,PASS,0
QC-1722,BATCH-267,05/28/2026,pass,0
QC-1723,BATCH-711,2024-08-09,pass,0
QC-1724,BATCH-3665,04/24/2026,Pass,0
QC-1725,BATCH-6797,03/09/2025,Pass,0
QC-1726,BATCH-3007,03/22/2025,Pass,0
QC-1727,BATCH-3359,06/09/2026,PASS,0
QC-1728,BATCH-6197,06/13/2025,pass,0
QC-1729,BATCH-7914,2025-10-26,pass,0
QC-1730,BATCH-7834,07/18/2024,Pass,0
QC-1731,BATCH-2541,2025-03-15,pass,0
QC-1732,BATCH-7158,09/09/2025,PASS,0
QC-1733,BATCH-4336,12/02/2025,PASS,0
QC-1734,BATCH-4952,01/08/2024,PASS,0
QC-1735,BATCH-7176,2026-06-27,PASS,0
QC-1736,BATCH-99,07/17/2024,pass,0
QC-1737,BATCH-5261,2024-03-19,PASS,0
QC-1738,BATCH-3067,2024-02-07,PASS,0
QC-1739,BATCH-2225,2024-04-05,pass,0
QC-1740,BATCH-2443,2024-08-21,PASS,0
QC-1741,BATCH-3516,04/11/2024,pass,0
QC-1742,BATCH-4503,06/05/2024,fail,0
QC-1743,BATCH-6336,2026-11-07,fail,0
QC-1744,BATCH-6340,01/08/2024,pass,0
QC-1745,BATCH-3186,11/05/2024,Pass,0
QC-1746,BATCH-4853,04-01-2026,Pass,0
QC-1747,BATCH-378,19-03-2024,PASS,0
QC-1748,BATCH-1768,21-10-2025,Pass,0
QC-1749,BATCH-48,05/03/2025,Pass,0
QC-1750,BATCH-6318,2024-04-19,Pass,0
QC-1751,BATCH-160,2024-12-14,PASS,14
QC-1752,BATCH-2902,10/15/2025,pass,0
QC-1753,BATCH-7744,11-08-2024,PASS,0
QC-1754,BATCH-1663,23-08-2026,Pass,0
QC-1755,BATCH-3023,2025-01-16,PASS,0
QC-1756,BATCH-4420,2025-10-19,PASS,0
QC-1757,BATCH-4603,2026-04-26,fail,0
QC-1758,BATCH-3071,2026-09-19,pass,0
QC-1759,BATCH-5816,2024-06-26,PASS,0
QC-1760,BATCH-1577,2026-12-14,pass,0
QC-1761,BATCH-4320,05/03/2024,pass,0
QC-1762,BATCH-6674,10/12/2024,Pass,0
QC-1763,BATCH-7903,21-01-2025,fail,0
QC-1764,BATCH-157,07/08/2025,fail,0
QC-1765,BATCH-2796,24-10-2025,PASS,0
QC-1766,BATCH-7287,2025-03-04,PASS,0
QC-1767,BATCH-2567,03/19/2025,Pass,0
QC-1768,BATCH-6649,10/04/2025,fail,0
QC-1769,BATCH-3261,2026-09-16,PASS,0
QC-1770,BATCH-5575,2025-03-14,pass,0
QC-1771,BATCH-973,2025-11-01,PASS,0
QC-1772,BATCH-4333,27-08-2024,PASS,3
QC-1773,BATCH-7875,2024-09-19,pass,0
QC-1774,BATCH-7473,11-03-2025,PASS,0
QC-1775,BATCH-6729,2024-08-16,PASS,0
QC-1776,BATCH-4069,02-01-2025,pass,0
QC-1777,BATCH-1016,05/13/2025,pass,0
QC-1778,BATCH-1651,04-01-2026,Pass,0
QC-1779,BATCH-5261,20-04-2026,Pass,0
QC-1780,BATCH-7918,04-08-2025,PASS,0
QC-1781,BATCH-4124,08/21/2026,PASS,0
QC-1782,BATCH-3499,01/23/2025,Pass,0
QC-1783,BATCH-5846,2024-09-15,PASS,0
QC-1784,BATCH-4568,06/16/2024,Pass,0
QC-1785,BATCH-2508,2024-04-26,Pass,3
QC-1786,BATCH-3862,05/19/2025,Pass,0
QC-1787,BATCH-4952,2026-02-16,pass,0
QC-1788,BATCH-1114,12-12-2024,Pass,0
QC-1789,BATCH-1768,2025-02-28,PASS,0
QC-1790,BATCH-3481,04/22/2025,Pass,0
QC-1791,BATCH-7926,05/02/2024,Pass,0
QC-1792,BATCH-62,2026-12-12,PASS,0
QC-1793,BATCH-1353,09/27/2025,Pass,0
QC-1794,BATCH-7005,2024-11-01,PASS,0
QC-1795,BATCH-573,12/22/2026,pass,0
QC-1796,BATCH-5164,2024-05-10,pass,0
QC-1797,BATCH-2924,2025-04-23,PASS,0
QC-1798,BATCH-778,09/21/2026,PASS,0
QC-1799,BATCH-1960,02/22/2025,pass,0
QC-1800,BATCH-4678,2026-09-15,PASS,0
QC-1801,BATCH-5794,09/19/2025,fail,0
QC-1802,BATCH-2600,11/16/2024,pass,0
QC-1803,BATCH-953,2026-01-03,Pass,0
QC-1804,BATCH-3600,2026-10-05,Pass,0
QC-1805,BATCH-4440,2025-02-18,Pass,0
QC-1806,BATCH-3662,01/18/2025,Pass,0
QC-1807,BATCH-796,2026-05-28,Pass,0
QC-1808,BATCH-1841,2024-09-06,Pass,0
QC-1809,BATCH-1943,2024-10-04,pass,0
QC-1810,BATCH-749,2026-07-03,PASS,0
QC-1811,BATCH-148,2026-05-04,fail,0
QC-1812,BATCH-1609,2024-03-24,pass,0
QC-1813,BATCH-3249,2026-01-09,Pass,0
QC-1814,BATCH-2634,2026-01-05,PASS,0
QC-1815,BATCH-7691,2026-04-08,pass,0
QC-1816,BATCH-7562,09-07-2026,pass,0
QC-1817,BATCH-3943,2025-01-10,Pass,0
QC-1818,BATCH-2495,10/04/2026,Pass,0
QC-1819,BATCH-425,10-08-2024,pass,11
QC-1820,BATCH-4100,25-10-2025,pass,0
QC-1821,BATCH-1194,05/04/2026,PASS,0
QC-1822,BATCH-4166,2024-02-04,pass,0
QC-1823,BATCH-4491,11/14/2026,Pass,0
QC-1824,BATCH-3410,2025-09-18,PASS,0
QC-1825,BATCH-247,26-10-2025,Pass,0
QC-1826,BATCH-4891,11/17/2025,Pass,0
QC-1827,BATCH-4356,10/26/2024,Pass,0
QC-1828,BATCH-286,07/14/2026,PASS,7
QC-1829,BATCH-5812,2026-07-11,Pass,0
QC-1830,BATCH-2914,07/19/2026,PASS,0
QC-1831,BATCH-6283,22-06-2024,Pass,0
QC-1832,BATCH-3700,02/27/2025,Pass,0
QC-1833,BATCH-4009,27-07-2024,fail,0
QC-1834,BATCH-2760,2024-12-28,pass,0
QC-1835,BATCH-6744,2026-04-18,pass,0
QC-1836,BATCH-703,2025-07-09,pass,0
QC-1837,BATCH-7677,2024-05-22,pass,0
QC-1838,BATCH-6521,2024-08-02,pass,0
QC-1839,BATCH-7893,03/20/2024,Pass,0
QC-1840,BATCH-4135,07/13/2026,Pass,0
QC-1841,BATCH-1740,2026-08-18,pass,18
QC-1842,BATCH-325,2026-08-15,pass,0
QC-1843,BATCH-2420,02/19/2026,pass,0
QC-1844,BATCH-6274,18-07-2024,pass,0
QC-1845,BATCH-4815,12-12-2024,Pass,0
QC-1846,BATCH-5397,2024-12-10,PASS,0
QC-1847,BATCH-3355,11/28/2025,pass,0
QC-1848,BATCH-7083,2025-08-12,PASS,0
QC-1849,BATCH-3977,21-10-2024,pass,0
QC-1850,BATCH-1682,17-11-2026,pass,0
QC-1851,BATCH-135,16-06-2024,pass,0
QC-1852,BATCH-4096,01/05/2026,Pass,0
QC-1853,BATCH-1875,02/22/2024,Pass,0
QC-1854,BATCH-7332,04/23/2024,PASS,0
QC-1855,BATCH-358,2024-11-16,pass,0
QC-1856,BATCH-3962,2026-07-11,Pass,0
QC-1857,BATCH-7741,03/27/2026,Pass,0
QC-1858,BATCH-2984,2026-07-21,pass,0
QC-1859,BATCH-2252,2026-05-26,PASS,0
QC-1860,BATCH-1419,06/21/2024,fail,0
QC-1861,BATCH-6789,2025-07-08,Pass,0
QC-1862,BATCH-370,03/21/2025,Pass,0
QC-1863,BATCH-1241,2025-12-27,PASS,0
QC-1864,BATCH-7551,07/19/2024,pass,0
QC-1865,BATCH-375,19-07-2025,fail,0
QC-1866,BATCH-7824,06/08/2026,fail,0
QC-1867,BATCH-6092,01/05/2026,PASS,0
QC-1868,BATCH-6705,2026-11-09,pass,0
QC-1869,BATCH-923,2025-06-28,pass,0
QC-1870,BATCH-4100,2025-11-24,fail,0
QC-1871,BATCH-1941,08/08/2024,pass,0
QC-1872,BATCH-978,2025-03-16,pass,11
QC-1873,BATCH-739,2026-07-17,Pass,0
QC-1874,BATCH-4124,2025-06-18,Pass,0
QC-1875,BATCH-522,2024-02-02,pass,0
QC-1876,BATCH-1734,2026-04-04,Pass,0
QC-1877,BATCH-6041,2025-12-22,pass,0
QC-1878,BATCH-3268,10/24/2024,fail,0
QC-1879,BATCH-7544,02/11/2025,pass,0
QC-1880,BATCH-5820,2024-07-15,Pass,0
QC-1881,BATCH-4407,2026-08-13,Pass,0
QC-1882,BATCH-3413,11/03/2026,pass,0
QC-1883,BATCH-6156,20-09-2026,Pass,0
QC-1884,BATCH-6423,11-03-2026,fail,0
QC-1885,BATCH-7371,2025-09-04,PASS,0
QC-1886,BATCH-6773,02-03-2026,fail,0
QC-1887,BATCH-6189,2025-01-17,PASS,0
QC-1888,BATCH-5478,01-10-2025,pass,0
QC-1889,BATCH-2190,2026-12-27,Pass,0
QC-1890,BATCH-5278,05/10/2025,PASS,0
QC-1891,BATCH-6454,2026-09-11,PASS,0
QC-1892,BATCH-3868,2024-09-04,PASS,0
QC-1893,BATCH-1437,2026-01-08,fail,0
QC-1894,BATCH-7575,25-03-2025,Pass,0
QC-1895,BATCH-950,2025-06-23,pass,0
QC-1896,BATCH-6071,2024-07-25,pass,0
QC-1897,BATCH-7355,2024-04-24,pass,0
QC-1898,BATCH-6263,2025-02-22,PASS,0
QC-1899,BATCH-4421,2024-01-02,Pass,0
QC-1900,BATCH-5653,2025-04-19,pass,0
QC-1901,BATCH-167,2024-07-27,Pass,0
QC-1902,BATCH-2344,2025-01-22,PASS,0
QC-1903,BATCH-7118,2024-09-17,pass,0
QC-1904,BATCH-1792,02/17/2025,Pass,0
QC-1905,BATCH-37,05/17/2024,PASS,0
QC-1906,BATCH-5078,05/04/2025,pass,0
QC-1907,BATCH-1659,2025-03-14,Pass,0
QC-1908,BATCH-3961,12/03/2025,pass,0
QC-1909,BATCH-1577,2025-05-17,fail,0
QC-1910,BATCH-7741,16-08-2026,PASS,0
QC-1911,BATCH-2061,15-01-2024,PASS,0
QC-1912,BATCH-4999,2024-11-01,pass,0
QC-1913,BATCH-803,05/04/2025,Pass,0
QC-1914,BATCH-7893,2026-01-27,PASS,0
QC-1915,BATCH-3912,26-08-2026,PASS,0
QC-1916,BATCH-6011,01/13/2024,pass,0
QC-1917,BATCH-3202,09/27/2024,PASS,0
QC-1918,BATCH-1872,22-05-2026,pass,0
QC-1919,BATCH-2516,11-05-2026,pass,0
QC-1920,BATCH-6702,2024-02-27,pass,0
QC-1921,BATCH-5954,2025-07-11,pass,0
QC-1922,BATCH-1928,08/03/2025,PASS,0
QC-1923,BATCH-6314,09/26/2024,Pass,0
QC-1924,BATCH-2362,2025-07-19,Pass,0
QC-1925,BATCH-3695,12/24/2024,fail,0
QC-1926,BATCH-2879,22-11-2026,Pass,0
QC-1927,BATCH-1192,06/25/2024,Pass,0
QC-1928,BATCH-6557,2025-09-24,Pass,0
QC-1929,BATCH-5040,02-01-2024,PASS,0
QC-1930,BATCH-6312,2026-10-18,PASS,10
QC-1931,BATCH-2193,10/23/2024,pass,19
QC-1932,BATCH-3881,2024-11-22,pass,0
QC-1933,BATCH-6471,2026-11-06,pass,0
QC-1934,BATCH-202,02/18/2025,PASS,0
QC-1935,BATCH-7221,2026-05-27,Pass,0
QC-1936,BATCH-6338,01/07/2026,pass,0
QC-1937,BATCH-1258,2025-05-22,PASS,0
QC-1938,BATCH-7028,2026-07-17,pass,0
QC-1939,BATCH-3451,2025-12-10,PASS,0
QC-1940,BATCH-4459,2024-01-19,PASS,0
QC-1941,BATCH-816,04/19/2026,Pass,20
QC-1942,BATCH-4965,11-01-2024,PASS,0
QC-1943,BATCH-6776,24-03-2025,PASS,0
QC-1944,BATCH-4273,01/06/2025,PASS,0
QC-1945,BATCH-3248,2024-03-26,Pass,0
QC-1946,BATCH-2267,2025-03-02,PASS,0
QC-1947,BATCH-1685,15-02-2024,pass,0
QC-1948,BATCH-2624,27-04-2026,PASS,0
QC-1949,BATCH-949,02/04/2025,pass,0
QC-1950,BATCH-4474,13-05-2024,pass,0
QC-1951,BATCH-6175,2026-12-21,Pass,0
QC-1952,BATCH-5738,21-02-2025,PASS,0
QC-1953,BATCH-7072,2024-04-26,PASS,0
QC-1954,BATCH-5781,08-12-2024,PASS,0
QC-1955,BATCH-7578,2024-04-27,PASS,0
QC-1956,BATCH-7491,09/09/2025,pass,20
QC-1957,BATCH-1769,11/23/2024,Pass,0
QC-1958,BATCH-2717,2026-08-26,PASS,0
QC-1959,BATCH-443,25-07-2025,PASS,0
QC-1960,BATCH-2336,07/09/2025,fail,0
QC-1961,BATCH-3423,2025-06-12,pass,0
QC-1962,BATCH-6746,2025-06-04,fail,13
QC-1963,BATCH-4729,02-11-2024,PASS,0
QC-1964,BATCH-7282,2024-03-11,Pass,0
QC-1965,BATCH-4602,2025-02-18,PASS,0
QC-1966,BATCH-3818,2025-06-21,PASS,0
QC-1967,BATCH-4281,2025-06-19,PASS,0
QC-1968,BATCH-3901,2025-10-18,Pass,0
QC-1969,BATCH-1372,2025-07-12,Pass,0
QC-1970,BATCH-3461,2024-08-15,pass,0
QC-1971,BATCH-5987,01/28/2025,Pass,0
QC-1972,BATCH-4964,2026-01-10,Pass,0
QC-1973,BATCH-496,2026-06-17,PASS,6
QC-1974,BATCH-3015,2025-04-18,PASS,0
QC-1975,BATCH-6179,2026-11-17,pass,0
QC-1976,BATCH-7104,2025-05-17,Pass,0
QC-1977,BATCH-3083,2025-05-28,pass,0
QC-1978,BATCH-1392,07/27/2026,fail,0
QC-1979,BATCH-6232,2026-07-28,Pass,0
QC-1980,BATCH-6725,09-11-2026,pass,0
QC-1981,BATCH-6451,2024-11-22,pass,0
QC-1982,BATCH-1208,11/22/2025,fail,0
QC-1983,BATCH-7434,2025-07-09,pass,0
QC-1984,BATCH-3854,2025-02-28,PASS,0
QC-1985,BATCH-6092,07/04/2026,PASS,0
QC-1986,BATCH-507,12/17/2026,Pass,0
QC-1987,BATCH-2465,2026-07-15,pass,0
QC-1988,BATCH-4996,20-10-2025,pass,0
QC-1989,BATCH-2745,02/12/2026,Pass,0
QC-1990,BATCH-7561,04/20/2024,pass,0
QC-1991,BATCH-6825,2024-11-24,PASS,0
QC-1992,BATCH-1196,03/12/2024,Pass,0
QC-1993,BATCH-235,2025-02-21,PASS,0
QC-1994,BATCH-6605,2024-03-03,Pass,0
QC-1995,BATCH-1692,2025-02-23,pass,0
QC-1996,BATCH-1989,20-06-2026,PASS,3
QC-1997,BATCH-5913,2025-12-16,fail,0
QC-1998,BATCH-3352,2024-06-20,pass,0
QC-1999,BATCH-617,17-10-2024,pass,0
QC-2000,BATCH-2650,2024-04-28,Pass,0
QC-2001,BATCH-2135,16-10-2026,pass,0
QC-2002,BATCH-3856,19-12-2024,fail,0
QC-2003,BATCH-3883,11/01/2026,Pass,0
QC-2004,BATCH-744,2026-12-26,pass,0
QC-2005,BATCH-1282,2026-01-04,PASS,0
QC-2006,BATCH-2391,2024-04-25,pass,0
QC-2007,BATCH-7223,07/01/2026,PASS,0
QC-2008,BATCH-495,2026-01-27,PASS,0
QC-2009,BATCH-6608,12/13/2024,Pass,0
QC-2010,BATCH-5857,2026-04-17,pass,0
QC-2011,BATCH-3044,09/02/2024,fail,3
QC-2012,BATCH-4415,06-12-2024,pass,0
QC-2013,BATCH-6900,2025-10-20,pass,0
QC-2014,BATCH-339,2024-09-28,Pass,0
QC-2015,BATCH-1355,08-10-2026,fail,0
QC-2016,BATCH-4761,05/23/2026,pass,0
QC-2017,BATCH-6800,25-10-2024,PASS,12
QC-2018,BATCH-7411,08/08/2024,pass,0
QC-2019,BATCH-3057,20-01-2024,Pass,0
QC-2020,BATCH-7817,2025-01-09,fail,0
QC-2021,BATCH-1909,03/21/2026,pass,0
QC-2022,BATCH-7519,08/24/2026,Pass,0
QC-2023,BATCH-4075,2024-05-15,PASS,0
QC-2024,BATCH-7578,2024-12-01,pass,0
QC-2025,BATCH-1690,26-01-2026,PASS,0
QC-2026,BATCH-1552,07/09/2025,Pass,2
QC-2027,BATCH-7711,2025-08-18,Pass,0
QC-2028,BATCH-6038,06/20/2026,Pass,0
QC-2029,BATCH-7997,2024-10-05,pass,0
QC-2030,BATCH-1535,04/07/2025,Pass,0
QC-2031,BATCH-3331,2026-03-05,pass,0
QC-2032,BATCH-7723,02/09/2025,pass,0
QC-2033,BATCH-7666,28-03-2026,fail,0
QC-2034,BATCH-5843,2025-10-06,Pass,0
QC-2035,BATCH-7083,09/15/2026,fail,0
QC-2036,BATCH-2621,05-12-2024,Pass,0
QC-2037,BATCH-524,2025-09-26,Pass,0
QC-2038,BATCH-5383,2024-08-09,Pass,0
QC-2039,BATCH-2776,07/14/2026,Pass,0
QC-2040,BATCH-7715,2026-11-25,PASS,0
QC-2041,BATCH-565,28-09-2025,pass,0
QC-2042,BATCH-4810,2025-12-21,PASS,0
QC-2043,BATCH-7493,2026-12-18,fail,0
QC-2044,BATCH-2231,02/22/2024,PASS,0
QC-2045,BATCH-5851,2024-01-12,Pass,0
QC-2046,BATCH-2148,01/25/2026,Pass,0
QC-2047,BATCH-7690,01/20/2024,fail,0
QC-2048,BATCH-1539,2024-09-10,PASS,0
QC-2049,BATCH-6425,10/16/2026,Pass,7
QC-2050,BATCH-4905,2025-06-04,Pass,0
QC-2051,BATCH-3423,11/14/2026,PASS,0
QC-2052,BATCH-6580,2026-10-08,PASS,0
QC-2053,BATCH-7924,2024-09-27,pass,9
QC-2054,BATCH-6075,16-07-2024,PASS,0
QC-2055,BATCH-264,17-09-2025,pass,0
QC-2056,BATCH-7284,12/26/2025,PASS,0
QC-2057,BATCH-6028,06/25/2024,pass,0
QC-2058,BATCH-7659,12/26/2026,Pass,3
QC-2059,BATCH-92,2025-10-22,Pass,0
QC-2060,BATCH-3913,10/02/2026,pass,0
QC-2061,BATCH-6624,2024-09-18,Pass,0
QC-2062,BATCH-155,2025-06-06,PASS,0
QC-2063,BATCH-5634,2025-04-26,pass,0
QC-2064,BATCH-4264,2026-02-25,Pass,0
QC-2065,BATCH-6819,04/17/2025,pass,0
QC-2066,BATCH-1207,2026-02-01,Pass,0
QC-2067,BATCH-1096,05/19/2026,Pass,0
QC-2068,BATCH-5174,2025-08-25,PASS,0
QC-2069,BATCH-3691,2026-03-13,Pass,0
QC-2070,BATCH-1555,2026-10-15,Pass,0
QC-2071,BATCH-5864,23-05-2026,Pass,0
QC-2072,BATCH-2295,04/27/2026,fail,19
QC-2073,BATCH-6077,06/14/2024,Pass,0
QC-2074,BATCH-6902,27-08-2025,Pass,0
QC-2075,BATCH-6747,10/25/2025,Pass,0
QC-2076,BATCH-7163,04-11-2025,Pass,0
QC-2077,BATCH-5325,2024-05-26,pass,0
QC-2078,BATCH-5893,07/20/2025,Pass,0
QC-2079,BATCH-6369,2025-04-26,Pass,0
QC-2080,BATCH-676,2025-11-21,PASS,0
QC-2081,BATCH-4543,2024-07-07,PASS,0
QC-2082,BATCH-4889,12/14/2025,Pass,0
QC-2083,BATCH-3409,10/04/2026,PASS,0
QC-2084,BATCH-5642,2026-04-23,pass,0
QC-2085,BATCH-519,2025-10-26,PASS,0
QC-2086,BATCH-1839,2026-03-14,PASS,0
QC-2087,BATCH-710,04/08/2026,pass,0
QC-2088,BATCH-1848,2024-03-05,pass,0
QC-2089,BATCH-1435,12/11/2024,Pass,0
QC-2090,BATCH-5911,2024-02-02,PASS,0
QC-2091,BATCH-876,2026-01-13,pass,0
QC-2092,BATCH-489,2025-06-12,Pass,0
QC-2093,BATCH-2805,2024-05-04,Pass,0
QC-2094,BATCH-2686,2026-10-18,Pass,0
QC-2095,BATCH-2994,01/28/2025,Pass,0
QC-2096,BATCH-261,06/04/2026,Pass,0
QC-2097,BATCH-2063,07/03/2024,PASS,0
QC-2098,BATCH-5614,01-08-2026,PASS,0
QC-2099,BATCH-6362,01/16/2025,Pass,0
QC-2100,BATCH-169,2024-06-13,Pass,0
QC-2101,BATCH-5112,2024-06-28,pass,0
QC-2102,BATCH-705,10/14/2024,Pass,0
QC-2103,BATCH-4143,2025-03-23,pass,0
QC-2104,BATCH-5680,06/07/2026,PASS,11
QC-2105,BATCH-7679,08-06-2024,PASS,0
QC-2106,BATCH-7454,11/28/2026,Pass,0
QC-2107,BATCH-2311,2024-04-17,pass,0
QC-2108,BATCH-7946,12-08-2026,Pass,0
QC-2109,BATCH-6441,2025-10-02,Pass,0
QC-2110,BATCH-5704,02/02/2026,Pass,0
QC-2111,BATCH-3147,01/04/2026,pass,0
QC-2112,BATCH-4016,2025-04-19,Pass,0
QC-2113,BATCH-3401,2025-03-21,PASS,0
QC-2114,BATCH-444,2026-11-23,PASS,0
QC-2115,BATCH-1798,2025-11-05,PASS,0
