invoice_id,customer_id,quotation_id,invoice_date,due_date,amount,status
MI-808,MC-121,Q-148,2024-07-16,2024-05-21,"$1,699,213.00",paid
MI-809,MC-332,Q-927,07/27/2024,2027-09-21,1735298,overdue
MI-810,MC-784,Q-1224,08/09/2026,2024-10-13,"$854,722.00",OVERDUE
MI-811,MC-977,Q-163,2026-07-21,2027-03-11,421624,overdue
MI-812,MC-966,Q-964,03/28/2025,2026-06-11,344480,overdue
MI-813,MC-303,Q-534,2026-05-12,2027-09-01,1510654,overdue
MI-814,MC-1267,Q-777,08/23/2025,2026-06-06,1 337 891,paid
MI-815,MC-1076,Q-1111,2026-11-07,2027-03-19,1868461,overdue
MI-816,MC-1224,Q-1136,01/03/2026,2025-04-27,287744,OVERDUE
MI-817,MC-1353,Q-980,2025-04-26,2025-02-28,"$1,558,629.00",overdue
MI-818,MC-814,Q-987,2024-02-04,2026-03-25,575 556,OVERDUE
MI-819,MC-646,Q-778,2026-08-06,2026-07-14,897 901,overdue
MI-820,MC-365,Q-1110,12/07/2025,2027-10-22,"1 206 710,00",overdue
MI-821,MC-1385,Q-483,07/05/2024,22-09-2025,1828019,paid
MI-822,MC-1156,Q-3,2024-11-05,2027-04-12,151483,overdue
MI-823,MC-506,Q-345,02/06/2026,12/23/2024,1013342,pending
MI-824,MC-778,Q-1026,06-01-2025,2027-10-02,468735,overdue
MI-825,MC-1207,Q-554,2026-02-11,21-04-2026,1458259,OVERDUE
MI-826,MC-695,Q-126,2024-05-21,2027-04-20,58702,overdue
MI-827,MC-696,Q-322,04-10-2024,09/01/2024,1 537 007,OVERDUE
MI-828,MC-1010,Q-272,2025-02-22,16-07-2025,"$1,468,022.00",PAID
MI-829,MC-1312,Q-42,2025-02-08,2025-07-06,"$180,150.00",OVERDUE
MI-830,MC-1123,Q-533,2025-01-08,07/13/2026,859374,overdue
MI-831,MC-864,Q-1438,15-06-2024,2027-11-23,16757,overdue
MI-832,MC-1211,Q-888,2025-09-06,10/01/2026,192499,paid
MI-833,MC-128,Q-294,2025-05-17,2027-05-13,867055,overdue
MI-834,MC-2,Q-477,2024-12-03,2025-11-17,145700,PAID
MI-835,MC-1365,Q-1468,15-04-2024,2027-11-03,1306069,overdue
MI-836,MC-285,Q-1459,2026-07-18,2024-03-02,1 690 179,paid
MI-837,MC-1306,Q-1217,08/20/2025,2027-05-21,404 624,overdue
MI-838,MC-459,Q-239,2026-12-10,2025-01-11,"$763,278.00",PAID
MI-839,MC-741,Q-1500,2025-04-28,03/11/2024,"$314,615.00",paid
MI-840,MC-778,Q-1183,01/24/2025,08/09/2025,818485,pending
MI-841,MC-1368,Q-1320,2024-02-20,2024-05-07,395678,overdue
MI-842,MC-457,Q-328,19-06-2026,2027-12-24,"$1,688,531.00",overdue
MI-843,MC-1301,Q-772,02/08/2024,2025-10-23,1019586,overdue
MI-844,MC-841,Q-191,2025-10-05,2027-06-14,565676,overdue
MI-845,MC-468,Q-896,06/27/2024,12/11/2024,"$870,853.00",OVERDUE
MI-846,MC-313,Q-1188,2024-10-03,2027-12-04,"$1,462,561.00",overdue
MI-847,MC-129,Q-12,11/17/2026,19-02-2024,"$1,273,262.00",paid
MI-848,MC-373,Q-551,06/18/2026,2027-06-22,42427,overdue
MI-849,MC-1145,Q-282,09/03/2026,2024-09-11,"$1,356,685.00",pending
MI-850,MC-18,Q-203,2024-10-16,2024-03-10,"995 419,00",PAID
MI-851,MC-1190,Q-1312,2024-02-03,2026-11-05,400532,overdue
MI-852,MC-784,Q-530,05/11/2026,2026-10-10,"$879,825.00",overdue
MI-853,MC-1012,Q-1220,06/14/2025,2027-01-25,171712,overdue
MI-854,MC-999,Q-1231,2026-11-05,2025-07-08,"1 462 547,00",PAID
MI-855,MC-900,Q-55,09/08/2025,2027-07-15,"$624,080.00",overdue
MI-856,MC-454,Q-419,07/26/2024,2026-09-27,882137,pending
MI-857,MC-529,Q-756,15-12-2024,2027-01-05,1526577,overdue
MI-858,MC-1139,Q-1348,2025-02-08,2025-02-09,1830757,paid
MI-859,MC-322,Q-1247,2026-08-28,2027-07-23,"$1,617,633.00",overdue
MI-860,MC-917,Q-1245,2025-03-05,2025-03-25,1300180,overdue
MI-861,MC-621,Q-549,04-01-2025,2024-12-04,"$130,657.00",pending
MI-862,MC-354,Q-1372,2026-10-02,2026-11-07,1893680,paid
MI-863,MC-805,Q-145,2025-03-03,16-05-2024,"1 721 752,00",OVERDUE
MI-864,MC-1283,Q-223,09-07-2026,2027-02-26,1 765 856,overdue
MI-865,MC-412,Q-1100,2024-10-06,10/26/2025,"$1,762,369.00",paid
MI-866,MC-605,Q-1306,2026-01-13,2027-08-16,1 284 483,overdue
MI-867,MC-313,Q-609,09/26/2026,22-07-2025,1490740,overdue
MI-868,MC-1189,Q-90,03/06/2026,2027-02-06,446762,overdue
MI-869,MC-995,Q-816,2025-06-07,21-01-2026,"$633,373.00",PAID
MI-870,MC-1076,Q-947,2025-02-21,2027-08-24,567650,overdue
MI-871,MC-683,Q-10,06/25/2026,11/15/2026,"$1,002,782.00",pending
MI-872,MC-1063,Q-534,24-01-2025,10/16/2026,444 823,PAID
MI-873,MC-759,Q-1495,24-11-2025,01-05-2024,"$1,623,144.00",pending
MI-874,MC-1085,Q-1151,2026-08-01,13-06-2024,488025,pending
MI-875,MC-512,Q-499,05/07/2025,2027-03-27,1 511 270,overdue
MI-876,MC-763,Q-496,2025-09-04,2025-08-20,610036,PAID
MI-877,MC-908,Q-259,05/05/2026,2027-09-17,784116,overdue
MI-878,MC-614,Q-460,2024-05-25,2025-04-19,1611013,PAID
MI-879,MC-572,Q-1073,06-06-2026,2027-03-07,1441706,overdue
MI-880,MC-36,Q-849,2026-05-22,05-09-2024,1049527,paid
MI-881,MC-144,Q-1188,02/01/2026,2027-09-25,647169,overdue
MI-882,MC-1386,Q-1218,03/01/2025,22-04-2024,"$755,595.00",PAID
MI-883,MC-682,Q-765,12/23/2026,2025-07-25,572550,pending
MI-884,MC-1336,Q-1042,18-09-2026,07/12/2026,"$920,129.00",OVERDUE
MI-885,MC-777,Q-132,08/10/2026,11/26/2025,"$1,026,533.00",paid
MI-886,MC-1234,Q-1120,2025-09-17,2027-04-28,104 123,overdue
MI-887,MC-1,Q-1253,10/22/2025,2024-02-26,"$687,190.00",PAID
MI-888,MC-810,Q-1396,2025-09-22,2027-10-18,"$1,634,166.00",overdue
MI-889,MC-616,Q-980,11/18/2026,2025-05-24,"$1,368,875.00",paid
MI-890,MC-141,Q-1096,10/19/2024,2027-04-08,1068954,overdue
MI-891,MC-335,Q-352,2024-01-15,2025-09-05,297315,paid
MI-892,MC-1007,Q-1235,2026-10-14,2027-10-26,965928,overdue
MI-893,MC-858,Q-1291,05/18/2025,2026-06-23,1212918,PAID
MI-894,MC-525,Q-517,07/09/2025,2025-06-14,1 637 420,paid
MI-895,MC-327,Q-400,13-06-2025,12-05-2025,18686,overdue
MI-896,MC-1084,Q-1281,12/05/2025,03-04-2024,1703845,pending
MI-897,MC-433,Q-1241,2024-08-10,2027-05-01,"$64,566.00",overdue
MI-898,MC-504,Q-1066,2025-09-09,2024-12-18,215015,OVERDUE
MI-899,MC-1312,Q-199,2026-04-04,2027-11-19,380343,overdue
MI-900,MC-126,Q-1308,06/01/2025,12/27/2024,605560,overdue
MI-901,MC-310,Q-451,2024-09-13,2027-05-09,"$947,606.00",overdue
MI-902,MC-891,Q-35,16-06-2025,2025-02-21,492279,paid
MI-903,MC-887,Q-1375,06/25/2024,2027-11-27,"$155,888.00",overdue
MI-904,MC-1025,Q-1023,04/19/2026,28-12-2026,499873,PAID
MI-905,MC-1277,Q-931,2024-04-16,26-04-2025,"1 749 455,00",pending
MI-906,MC-592,Q-1382,2026-01-14,2025-10-17,480200,paid
MI-907,MC-14,Q-1426,2025-10-21,01-03-2025,234532,overdue
MI-908,MC-1072,Q-1398,03-06-2025,2027-06-02,773 049,overdue
MI-909,MC-285,Q-1293,2025-04-12,11/09/2025,670373,OVERDUE
MI-910,MC-1351,Q-100,2025-06-13,2027-12-20,760684,overdue
MI-911,MC-1309,Q-253,2025-05-05,25-10-2026,499468,OVERDUE
MI-912,MC-1137,Q-1318,2025-07-11,2027-06-10,909000,overdue
MI-913,MC-1345,Q-745,10/03/2024,2024-07-06,"$407,624.00",overdue
MI-914,MC-1143,Q-62,2025-04-28,2027-12-28,"520 606,00",overdue
MI-915,MC-893,Q-1299,01/27/2024,2026-03-03,"$630,559.00",paid
MI-916,MC-139,Q-72,2024-07-26,12-10-2024,1453838,OVERDUE
MI-917,MC-751,Q-6,10/05/2026,12/07/2026,"1 927 569,00",OVERDUE
MI-918,MC-897,Q-920,2024-06-10,2024-05-17,1729810,paid
MI-919,MC-301,Q-1427,08/21/2024,2027-07-03,411774,overdue
MI-920,MC-1202,Q-1026,2025-05-27,2024-05-26,1820577,PAID
MI-921,MC-923,Q-210,2024-01-14,2027-01-21,1 573 389,overdue
MI-922,MC-998,Q-1267,2026-02-02,2024-12-11,"$82,566.00",OVERDUE
MI-923,MC-590,Q-1425,2024-11-18,2027-07-11,"$945,782.00",overdue
MI-924,MC-1126,Q-1376,10-06-2025,11/04/2024,"$694,011.00",pending
MI-925,MC-463,Q-181,2026-02-25,2027-01-01,"$1,056,239.00",overdue
MI-926,MC-1122,Q-879,2024-10-18,11/12/2025,1923161,PAID
MI-927,MC-1234,Q-304,2026-02-11,19-03-2024,"$630,931.00",overdue
MI-928,MC-757,Q-1109,02-11-2026,2024-01-10,1 036 319,paid
MI-929,MC-118,Q-1294,2024-05-17,2024-10-27,1998404,paid
MI-930,MC-1002,Q-57,2025-07-09,2027-08-04,257630,overdue
MI-931,MC-849,Q-1108,19-03-2024,2024-06-04,"$1,316,868.00",overdue
MI-932,MC-1359,Q-990,2025-04-22,2027-02-22,975404,overdue
MI-933,MC-315,Q-473,04-02-2025,11/15/2025,"$1,443,308.00",paid
MI-934,MC-1206,Q-913,08/10/2024,2027-08-12,"$768,874.00",overdue
MI-935,MC-824,Q-756,2024-02-20,2026-05-28,916851,PAID
MI-936,MC-356,Q-172,2025-09-16,2027-02-02,"$456,126.00",overdue
MI-937,MC-704,Q-392,2026-02-27,2024-04-01,617299,PAID
MI-938,MC-1024,Q-374,27-05-2026,2024-01-26,"$1,747,327.00",paid
MI-939,MC-747,Q-775,2024-04-23,07-11-2025,"$1,360,361.00",OVERDUE
MI-940,MC-919,Q-1287,09-08-2026,2024-05-28,"$1,323,554.00",OVERDUE
MI-941,MC-376,Q-667,21-04-2025,2027-09-05,181117,overdue
MI-942,MC-375,Q-1463,2026-02-27,07/24/2024,1 110 843,pending
MI-943,MC-1101,Q-89,2024-08-25,2027-03-23,1285381,overdue
MI-944,MC-736,Q-283,2024-06-11,2026-07-20,606606,overdue
MI-945,MC-1366,Q-12,2026-02-18,2027-09-13,"$861,316.00",overdue
MI-946,MC-323,Q-974,2026-08-26,2024-10-06,"1 431 299,00",paid
MI-947,MC-1266,Q-864,11/02/2026,2027-03-03,569977,overdue
MI-948,MC-946,Q-391,01/09/2024,01/04/2025,1645358,PAID
MI-949,MC-1216,Q-766,2025-04-09,05/25/2025,1579393,PAID
MI-950,MC-744,Q-741,2025-07-21,2024-12-20,"625 032,00",OVERDUE
MI-951,MC-463,Q-1460,04-12-2025,08-01-2024,1655400,PAID
MI-952,MC-456,Q-815,08/03/2025,2027-10-06,"$1,293,084.00",overdue
MI-953,MC-1318,Q-1384,17-03-2024,2025-09-07,"174 498,00",PAID
MI-954,MC-1269,Q-1118,2025-02-16,2027-04-24,1079705,overdue
MI-955,MC-1375,Q-447,2024-06-24,2024-06-27,659741,PAID
MI-956,MC-813,Q-766,11/21/2025,2027-10-14,377649,overdue
MI-957,MC-451,Q-328,03-07-2026,2026-07-08,615000,OVERDUE
MI-958,MC-1013,Q-244,28-12-2024,2027-04-04,"$714,757.00",overdue
MI-959,MC-634,Q-964,09/08/2025,03-05-2026,"$917,751.00",paid
MI-960,MC-1169,Q-823,2025-12-28,07/20/2025,1924514,PAID
MI-961,MC-1070,Q-1433,2024-04-23,2024-08-17,"$235,927.00",pending
MI-962,MC-983,Q-1016,10/01/2024,2026-11-11,503291,OVERDUE
MI-963,MC-427,Q-343,09/03/2026,2027-11-07,"440 138,00",overdue
MI-964,MC-149,Q-559,2024-07-16,09/14/2024,1886104,OVERDUE
MI-965,MC-1064,Q-464,2026-01-02,2027-05-25,"$1,753,410.00",overdue
MI-966,MC-527,Q-1441,2025-02-08,2026-08-04,31066,OVERDUE
MI-967,MC-1123,Q-1028,2025-07-16,2027-11-15,"$436,836.00",overdue
MI-968,MC-1327,Q-76,2024-04-16,2026-09-22,198583,OVERDUE
MI-969,MC-843,Q-596,2026-09-07,2027-05-05,"$1,269,140.00",overdue
MI-970,MC-113,Q-383,2024-05-15,08/02/2025,1249313,overdue
MI-971,MC-743,Q-1001,07/16/2025,15-11-2026,47368,paid
MI-972,MC-791,Q-321,2025-06-10,2024-07-02,"$1,869,049.00",paid
MI-973,MC-1016,Q-54,2024-09-19,08/11/2026,"$958,284.00",pending
MI-974,MC-656,Q-961,2025-03-19,2027-12-08,"$1,036,837.00",overdue
MI-975,MC-508,Q-86,05/26/2026,03/21/2025,396283,pending
MI-976,MC-692,Q-422,2026-02-05,2027-06-26,355754,overdue
MI-977,MC-1046,Q-1479,2024-10-23,04/10/2026,1235104,PAID
MI-978,MC-430,Q-1222,12/01/2024,2027-12-16,"$1,805,909.00",overdue
MI-979,MC-327,Q-1334,18-10-2024,28-10-2025,"$1,084,474.00",PAID
MI-980,MC-774,Q-1254,19-12-2025,2027-06-06,175 879,overdue
MI-981,MC-981,Q-820,2024-03-22,2026-09-25,"$1,387,886.00",OVERDUE
MI-982,MC-817,Q-123,03/20/2025,2026-04-06,"$974,984.00",overdue
MI-983,MC-1196,Q-223,2024-02-27,27-06-2026,"$1,787,124.00",PAID
MI-984,MC-391,Q-167,02/16/2024,01-07-2025,"$1,355,384.00",overdue
MI-985,MC-1273,Q-1035,2025-10-16,2027-01-09,"$734,126.00",overdue
MI-986,MC-1012,Q-1014,2024-03-26,2026-10-21,"$170,434.00",OVERDUE
MI-987,MC-430,Q-1198,2026-04-27,2027-07-27,1096168,overdue
MI-988,MC-693,Q-560,05/11/2026,2026-04-21,"$1,013,156.00",overdue
MI-989,MC-117,Q-705,2024-12-01,2027-01-17,431 889,overdue
MI-990,MC-1071,Q-154,09/07/2024,19-10-2024,"$237,972.00",OVERDUE
MI-991,MC-334,Q-13,01-03-2026,2027-07-07,106 182,overdue
MI-992,MC-316,Q-1298,03/18/2026,02/07/2024,1624176,overdue
MI-993,MC-995,Q-1072,2025-08-19,2026-08-06,1200078,pending
MI-994,MC-939,Q-1193,03/15/2025,10/10/2025,1 141 477,OVERDUE
MI-995,MC-990,Q-1133,27-10-2026,16-01-2026,747252,OVERDUE
MI-996,MC-1209,Q-561,2025-07-07,2027-02-10,1 621 655,overdue
MI-997,MC-1398,Q-1410,26-07-2026,10/12/2026,"$557,882.00",paid
MI-998,MC-823,Q-90,11/28/2024,2027-08-28,1636507,overdue
MI-999,MC-854,Q-86,05/23/2024,2026-03-24,85035,paid
MI-1000,MC-389,Q-225,2025-03-21,2027-02-18,"383 828,00",overdue
MI-1001,MC-351,Q-557,2024-09-22,2024-02-20,"$729,832.00",pending
MI-1002,MC-297,Q-1061,26-02-2024,2027-08-08,913569,overdue
MI-1003,MC-1367,Q-26,2026-10-15,2025-09-10,754572,pending
MI-1004,MC-781,Q-1192,16-12-2025,03/03/2024,"$19,960.00",overdue
MI-1005,MC-977,Q-324,09/03/2024,2025-04-14,"$1,318,770.00",OVERDUE
MI-1006,MC-1299,Q-469,2024-09-16,10-01-2026,"$684,320.00",OVERDUE
MI-1007,MC-1318,Q-235,2024-05-21,2027-03-11,"$1,337,147.00",overdue
MI-1008,MC-810,Q-1339,09/22/2024,20-07-2024,17005,pending
MI-1009,MC-1291,Q-442,07-09-2026,2027-09-01,13590,overdue
MI-1010,MC-1378,Q-303,09/19/2026,03-01-2025,412337,pending
MI-1011,MC-1282,Q-461,12/21/2025,2027-03-19,539199,overdue
MI-1012,MC-1079,Q-598,2026-10-16,16-12-2024,"$1,585,468.00",overdue
MI-1013,MC-625,Q-1016,19-01-2026,2027-09-09,"$937,505.00",overdue
MI-1014,MC-1224,Q-10,2024-05-22,2026-02-02,1032364,overdue
MI-1015,MC-1186,Q-1370,21-06-2025,09/09/2024,"$1,720,344.00",overdue
MI-1016,MC-410,Q-410,2024-08-27,2026-02-12,783729,pending
MI-1017,MC-284,Q-734,2026-03-04,2024-06-18,"$412,978.00",overdue
MI-1018,MC-1110,Q-400,2025-11-20,2027-04-12,1923149,overdue
MI-1019,MC-420,Q-1304,2026-10-19,06/25/2025,1422150,overdue
MI-1020,MC-1145,Q-258,03/28/2026,2027-10-02,"$1,687,687.00",overdue
MI-1021,MC-750,Q-117,2024-10-01,2024-07-24,1364318,pending
MI-1022,MC-682,Q-261,10/15/2024,2027-04-20,621125,overdue
MI-1023,MC-774,Q-348,01/06/2024,2025-09-15,370 196,OVERDUE
MI-1024,MC-297,Q-702,04/07/2025,2027-10-10,1497382,overdue
MI-1025,MC-548,Q-665,04/09/2024,26-01-2025,1049848,overdue
MI-1026,MC-741,Q-1096,15-12-2026,21-09-2026,"948 159,00",pending
MI-1027,MC-1205,Q-542,2025-07-28,06/17/2024,"$1,969,529.00",overdue
MI-1028,MC-676,Q-1132,2025-05-27,04-10-2025,90006,pending
MI-1029,MC-1277,Q-220,06/22/2024,2027-05-13,1561147,overdue
MI-1030,MC-761,Q-765,2025-08-26,03/07/2024,"$469,482.00",overdue
MI-1031,MC-510,Q-1244,2026-07-05,2027-11-03,1860434,overdue
MI-1032,MC-353,Q-1280,2026-10-11,2025-10-09,"$1,831,058.00",overdue
MI-1033,MC-538,Q-46,16-08-2024,2027-05-21,1738222,overdue
MI-1034,MC-119,Q-730,2026-06-01,01/24/2025,1769992,PAID
MI-1035,MC-1067,Q-400,11/26/2024,2027-11-11,1000639,overdue
MI-1036,MC-1345,Q-157,2024-09-26,2024-11-07,"$1,911,139.00",overdue
MI-1037,MC-1331,Q-1221,2026-09-06,06/09/2024,795 502,paid
MI-1038,MC-1035,Q-139,2024-10-07,2025-12-17,"1 932 640,00",overdue
MI-1039,MC-1335,Q-1046,2025-01-26,04/26/2025,1944028,paid
MI-1040,MC-941,Q-933,2026-07-22,2027-06-14,510664,overdue
MI-1041,MC-656,Q-1046,2024-04-11,08/23/2024,1779827,overdue
MI-1042,MC-1387,Q-771,05-07-2026,2027-12-04,1092856,overdue
MI-1043,MC-721,Q-1289,01-08-2026,2026-10-04,1931464,OVERDUE
MI-1044,MC-1286,Q-1379,28-04-2026,2027-06-22,"70 065,00",overdue
MI-1045,MC-359,Q-760,04/22/2025,08/10/2025,1725420,overdue
MI-1046,MC-1372,Q-1311,04/25/2025,2027-12-12,"$1,217,219.00",overdue
MI-1047,MC-807,Q-1068,08/15/2026,04/09/2026,"$977,254.00",OVERDUE
MI-1048,MC-1240,Q-660,03-01-2026,04/22/2024,"$1,664,130.00",pending
MI-1049,MC-533,Q-1458,2024-07-12,2025-11-14,1530600,pending
MI-1050,MC-649,Q-1163,2025-09-23,09/05/2025,"$144,791.00",pending
MI-1051,MC-1013,Q-160,2024-05-07,2025-11-10,"$1,647,348.00",PAID
MI-1052,MC-148,Q-1070,2026-04-18,2025-05-24,"$1,397,951.00",overdue
MI-1053,MC-736,Q-1476,2024-02-02,2027-01-05,773399,overdue
MI-1054,MC-1096,Q-773,01-06-2025,17-07-2026,1239735,paid
MI-1055,MC-15,Q-933,08/27/2026,2027-07-23,1784069,overdue
MI-1056,MC-1265,Q-23,06-01-2024,12/28/2026,"510 972,00",PAID
MI-1057,MC-1365,Q-775,07/21/2024,2027-01-13,1 083 614,overdue
MI-1058,MC-736,Q-1196,12/24/2024,2025-03-03,"$1,918,142.00",paid
MI-1059,MC-991,Q-982,06/11/2024,2025-11-21,"$530,535.00",pending
MI-1060,MC-416,Q-381,11-05-2026,2024-10-24,795798,PAID
MI-1061,MC-1104,Q-707,2024-10-13,2025-06-10,1708605,OVERDUE
MI-1062,MC-889,Q-291,2024-12-12,2026-12-17,"$1,442,474.00",PAID
MI-1063,MC-337,Q-588,2024-11-01,12/27/2026,"$1,224,559.00",pending
MI-1064,MC-1148,Q-362,2024-06-01,2027-02-06,"$609,325.00",overdue
MI-1065,MC-918,Q-963,13-06-2025,08-04-2026,1347024,OVERDUE
MI-1066,MC-823,Q-1175,09-01-2024,2027-08-24,"$1,878,699.00",overdue
MI-1067,MC-21,Q-1171,01/08/2025,2026-12-05,1 823 497,pending
MI-1068,MC-317,Q-806,2026-05-06,2027-02-14,"$316,561.00",overdue
MI-1069,MC-703,Q-1256,2025-02-26,10/09/2025,597181,OVERDUE
MI-1070,MC-866,Q-1374,10/21/2026,02/19/2025,1497940,OVERDUE
MI-1071,MC-401,Q-1102,2026-04-13,2024-06-03,"1 438 598,00",paid
MI-1072,MC-1292,Q-1474,06/09/2025,03/05/2026,1864178,pending
MI-1073,MC-355,Q-454,06/25/2025,03/28/2026,1060650,overdue
MI-1074,MC-951,Q-1350,09-08-2026,2026-02-19,636847,PAID
MI-1075,MC-520,Q-573,05/12/2025,2027-03-07,1489048,overdue
MI-1076,MC-781,Q-709,01-09-2024,23-06-2024,"$1,511,041.00",PAID
MI-1077,MC-900,Q-1253,2024-12-19,2027-09-25,222321,overdue
MI-1078,MC-979,Q-78,03-11-2026,06/13/2026,"$376,564.00",paid
MI-1079,MC-356,Q-859,2026-09-21,2027-03-15,1 725 726,overdue
MI-1080,MC-662,Q-27,28-01-2026,2026-10-25,"$815,713.00",pending
MI-1081,MC-1219,Q-31,2025-12-28,2026-07-19,1 181 831,pending
MI-1082,MC-1339,Q-409,02/24/2024,04/20/2025,1191854,PAID
MI-1083,MC-1132,Q-1197,2024-02-28,12/07/2024,"$1,753,193.00",overdue
MI-1084,MC-977,Q-808,06/09/2025,2026-01-21,"$1,275,876.00",PAID
MI-1085,MC-1251,Q-907,03-10-2024,15-07-2025,1 087 732,PAID
MI-1086,MC-452,Q-489,2025-06-06,2027-04-08,"$1,025,210.00",overdue
MI-1087,MC-1243,Q-128,08/19/2025,02/26/2024,"$1,523,129.00",paid
MI-1088,MC-977,Q-988,2025-06-19,2027-10-26,"$1,590,445.00",overdue
MI-1089,MC-820,Q-1051,01/18/2024,10/06/2024,"$569,115.00",OVERDUE
MI-1090,MC-801,Q-580,2025-05-10,2027-04-16,528371,overdue
MI-1091,MC-327,Q-314,08-10-2025,2026-08-19,116996,PAID
MI-1092,MC-872,Q-769,2024-05-20,11/16/2024,"1 089 095,00",overdue
MI-1093,MC-832,Q-1319,2024-03-27,11/25/2026,1 215 723,OVERDUE
MI-1094,MC-1167,Q-230,2026-07-07,2024-03-03,610531,OVERDUE
MI-1095,MC-1201,Q-1147,2024-04-02,2024-05-09,1566891,pending
MI-1096,MC-1306,Q-1038,2025-11-19,2024-02-24,114784,paid
MI-1097,MC-992,Q-1239,2025-03-25,2027-05-09,1163403,overdue
MI-1098,MC-990,Q-639,08-02-2024,03-10-2025,"$1,771,769.00",paid
MI-1099,MC-1301,Q-972,02/04/2025,2027-11-27,"$1,307,155.00",overdue
MI-1100,MC-859,Q-75,2024-03-06,02/04/2025,370109,pending
MI-1101,MC-531,Q-223,01/14/2024,2027-05-17,677664,overdue
MI-1102,MC-706,Q-732,01/21/2025,07/25/2024,642 519,PAID
MI-1103,MC-1279,Q-1452,2024-05-06,2026-03-12,"$1,972,317.00",paid
MI-1104,MC-504,Q-1415,2026-08-23,01-01-2025,"$705,117.00",overdue
MI-1105,MC-1046,Q-434,05/02/2026,2025-03-13,"12 890,00",OVERDUE
MI-1106,MC-620,Q-1228,2024-02-12,03/15/2025,"$1,638,117.00",paid
MI-1107,MC-747,Q-321,2025-05-23,28-05-2024,"$1,005,860.00",paid
MI-1108,MC-560,Q-1052,2024-06-22,2027-06-10,1387107,overdue
MI-1109,MC-1108,Q-210,2025-08-07,2026-03-16,301446,paid
MI-1110,MC-349,Q-1258,06/08/2024,2027-12-28,"$960,828.00",overdue
MI-1111,MC-348,Q-538,20-11-2026,07/14/2025,1179780,OVERDUE
MI-1112,MC-622,Q-1218,2026-12-19,2027-06-18,574870,overdue
MI-1113,MC-12,Q-533,03/01/2024,19-11-2025,"$1,170,500.00",paid
MI-1114,MC-967,Q-950,2026-06-10,2026-11-20,1945381,PAID
MI-1115,MC-647,Q-680,2025-06-04,23-08-2026,1097211,OVERDUE
MI-1116,MC-1227,Q-583,09/02/2025,12-10-2024,"$1,980,071.00",pending
MI-1117,MC-473,Q-968,09-12-2024,2025-09-04,275 076,overdue
MI-1118,MC-875,Q-1092,01/17/2024,2024-03-26,"$188,915.00",OVERDUE
MI-1119,MC-460,Q-944,2024-06-17,2027-07-11,584 964,overdue
MI-1120,MC-729,Q-1299,20-10-2025,2026-12-10,1 083 762,paid
MI-1121,MC-479,Q-785,06/28/2025,2027-01-01,1 504 746,overdue
MI-1122,MC-920,Q-1035,05/08/2024,2026-10-25,496894,paid
MI-1123,MC-409,Q-1208,04/06/2026,2027-07-19,"$1,733,987.00",overdue
MI-1124,MC-454,Q-157,2025-10-19,2024-07-26,1 737 677,pending
MI-1125,MC-362,Q-494,12/14/2024,2024-05-02,1889601,pending
MI-1126,MC-1374,Q-1103,07/10/2025,02-04-2024,692060,overdue
MI-1127,MC-1340,Q-840,2026-01-23,2024-05-10,806283,pending
MI-1128,MC-444,Q-1309,2025-07-16,2026-04-16,98858,paid
MI-1129,MC-1204,Q-989,2024-12-17,05-09-2026,"$1,024,526.00",PAID
MI-1130,MC-1178,Q-885,09/03/2026,2027-08-12,1138195,overdue
MI-1131,MC-1055,Q-662,2025-06-23,2024-09-26,1570796,pending
MI-1132,MC-721,Q-77,2026-10-28,2027-02-02,"706 881,00",overdue
MI-1133,MC-831,Q-829,2026-05-06,2024-12-17,"$1,722,050.00",PAID
MI-1134,MC-886,Q-714,12/23/2026,2027-08-20,"$1,663,938.00",overdue
MI-1135,MC-415,Q-1214,11-04-2026,2025-10-25,"$459,476.00",pending
MI-1136,MC-872,Q-492,2026-10-03,2024-08-18,1 994 158,overdue
MI-1137,MC-754,Q-1081,09/02/2026,08/18/2026,308051,PAID
MI-1138,MC-348,Q-828,2025-09-25,2025-05-04,1731885,paid
MI-1139,MC-914,Q-1288,2024-01-24,27-05-2025,926 391,PAID
MI-1140,MC-541,Q-846,2026-03-16,01/10/2026,1969356,overdue
MI-1141,MC-869,Q-1333,2024-12-19,2027-09-13,"$1,408,484.00",overdue
MI-1142,MC-1397,Q-16,2026-12-28,07/18/2024,1904865,OVERDUE
MI-1143,MC-1029,Q-1449,03-06-2026,2027-03-03,301311,overdue
MI-1144,MC-1194,Q-1419,06/20/2025,12/05/2025,639946,overdue
MI-1145,MC-140,Q-617,19-08-2024,2027-09-21,1 489 236,overdue
MI-1146,MC-880,Q-1028,06/25/2024,2025-01-23,"$169,704.00",OVERDUE
MI-1147,MC-564,Q-287,2024-06-02,03/15/2026,760 796,overdue
MI-1148,MC-1005,Q-488,2024-09-07,2024-06-07,"$742,778.00",overdue
MI-1149,MC-931,Q-770,02-12-2024,11/16/2025,1488463,paid
MI-1150,MC-1191,Q-141,18-03-2024,2024-01-26,1056265,pending
MI-1151,MC-986,Q-494,2026-03-08,2025-05-13,211022,PAID
MI-1152,MC-711,Q-1088,2026-01-22,2027-10-14,591417,overdue
MI-1153,MC-1266,Q-374,05/14/2024,2025-12-27,"$1,456,617.00",PAID
MI-1154,MC-1348,Q-259,08/06/2025,2027-04-04,749473,overdue
