quotation_id,customer_id,quote_date,valid_until,amount,status
Q-414,MC-401,09/05/2024,2026-03-14,206 201,expired
Q-415,MC-782,2026-04-27,2025-03-12,1236740,pending
Q-416,MC-801,24-09-2025,01/13/2025,902738,CONVERTED
Q-417,MC-727,2024-02-16,2025-03-03,266881,rejected
Q-418,MC-923,09/27/2026,01/07/2025,1574260,CONVERTED
Q-419,MC-934,2024-11-10,2025-11-27,"$866,453.00",expired
Q-420,MC-1159,2025-11-26,15-04-2024,"1 773 054,00",rejected
Q-421,MC-1189,25-09-2024,22-03-2025,"$811,453.00",converted
Q-422,MC-830,03/22/2026,2025-06-26,793602,converted
Q-423,MC-375,01/07/2026,2024-03-04,1683621,expired
Q-424,MC-745,2025-04-20,2024-01-01,38260,pending
Q-425,MC-1202,2026-04-27,11/17/2026,"$881,472.00",CONVERTED
Q-426,MC-823,2024-02-26,21-02-2025,"$1,037,580.00",converted
Q-427,MC-1087,2025-10-05,08/19/2024,1 399 163,rejected
Q-428,MC-954,2025-07-04,22-10-2026,1006650,converted
Q-429,MC-1198,09/06/2026,2026-09-28,"$1,407,354.00",pending
Q-430,MC-746,2024-11-10,14-07-2026,1167782,expired
Q-431,MC-965,2024-07-21,2024-04-19,208374,pending
Q-432,MC-353,2024-03-07,2024-03-11,1771332,expired
Q-433,MC-365,07/02/2025,05/11/2025,"$687,612.00",rejected
Q-434,MC-412,2026-11-05,06/13/2026,1740685,rejected
Q-435,MC-700,01/15/2024,2024-06-21,1287086,expired
Q-436,MC-1135,09/10/2024,2026-03-07,"$1,563,277.00",rejected
Q-437,MC-800,20-11-2025,02/24/2024,251805,converted
Q-438,MC-1156,19-01-2026,03/01/2025,1408074,expired
Q-439,MC-919,2026-09-20,2024-07-26,"$1,610,414.00",converted
Q-440,MC-639,13-08-2025,05/20/2024,"234 190,00",CONVERTED
Q-441,MC-1065,2026-01-07,03/06/2025,1757132,expired
Q-442,MC-305,04/01/2025,2026-06-04,1739988,CONVERTED
Q-443,MC-1038,09/23/2026,23-09-2025,"682 351,00",rejected
Q-444,MC-695,2024-02-22,2026-09-15,1026523,pending
Q-445,MC-761,07/10/2026,2026-02-17,175 545,pending
Q-446,MC-2,2024-11-27,2026-07-04,207410,rejected
Q-447,MC-333,2024-12-22,2026-06-23,1600522,converted
Q-448,MC-1260,2025-01-28,22-05-2024,416228,CONVERTED
Q-449,MC-806,09/16/2026,2025-08-12,"$309,071.00",pending
Q-450,MC-1387,04/26/2025,04-05-2024,1293657,converted
Q-451,MC-938,09/03/2025,2026-07-12,"871 075,00",pending
Q-452,MC-550,17-03-2026,21-12-2024,1149901,expired
Q-453,MC-1282,2024-05-19,05/16/2024,"$1,859,923.00",CONVERTED
Q-454,MC-774,2025-12-21,01/28/2024,1228909,converted
Q-455,MC-790,2025-07-08,2026-03-11,1318532,converted
Q-456,MC-2,2025-05-03,2026-12-18,"$148,029.00",converted
Q-457,MC-958,15-09-2025,2024-02-19,"1 037 623,00",expired
Q-458,MC-1240,09-04-2025,2025-06-03,827657,expired
Q-459,MC-786,06-11-2025,05/11/2026,295698,pending
Q-460,MC-833,23-01-2025,07/04/2024,"$767,785.00",expired
Q-461,MC-342,2025-06-05,2026-07-16,1 924 782,converted
Q-462,MC-290,06-11-2026,06-03-2024,794817,expired
Q-463,MC-457,2026-06-10,11/24/2026,"1 571 596,00",rejected
Q-464,MC-937,2025-05-27,05-07-2026,1192232,CONVERTED
Q-465,MC-581,2026-10-14,2026-12-03,1343640,rejected
Q-466,MC-832,2026-12-04,10-02-2024,1109715,expired
Q-467,MC-782,2026-08-14,2026-07-27,"$189,515.00",pending
Q-468,MC-389,07/12/2024,21-10-2025,588849,pending
Q-469,MC-773,2026-03-17,2024-05-17,"1 792 606,00",converted
Q-470,MC-1244,26-08-2025,16-07-2024,804 398,converted
Q-471,MC-137,2026-08-16,2026-07-16,67172,converted
Q-472,MC-1333,11/09/2026,06/21/2025,"$959,579.00",rejected
Q-473,MC-434,2025-04-04,2026-01-14,39715,converted
Q-474,MC-780,2025-12-14,11/23/2024,"533 644,00",pending
Q-475,MC-1368,06-02-2026,2026-12-23,"$1,603,954.00",pending
Q-476,MC-138,06/28/2024,2026-05-21,1745215,rejected
Q-477,MC-446,12/20/2025,11/17/2026,1 550 039,CONVERTED
Q-478,MC-1287,15-02-2025,2024-05-05,949170,rejected
Q-479,MC-505,01/25/2024,2024-11-01,"$1,855,506.00",expired
Q-480,MC-1192,04/17/2025,2025-12-19,"$1,892,878.00",converted
Q-481,MC-929,06/15/2024,2025-08-12,1010611,CONVERTED
Q-482,MC-658,01-11-2026,11/08/2026,641080,expired
Q-483,MC-771,2024-07-11,2026-11-03,1171468,converted
Q-484,MC-1342,12-07-2026,15-10-2026,350503,converted
Q-485,MC-862,03/19/2024,06/03/2026,1587314,expired
Q-486,MC-1037,19-07-2024,19-05-2024,"$1,152,248.00",pending
Q-487,MC-493,2024-03-11,09/03/2025,1567266,CONVERTED
Q-488,MC-526,01/23/2024,2025-04-02,"$481,406.00",pending
Q-489,MC-1135,10/14/2025,2026-12-14,1 747 777,CONVERTED
Q-490,MC-578,04/03/2025,2025-05-07,"$1,483,729.00",pending
Q-491,MC-418,2025-09-15,2025-08-22,"$1,421,473.00",converted
Q-492,MC-303,2024-04-18,2025-03-20,1803944,CONVERTED
Q-493,MC-377,28-06-2024,2025-06-01,576409,expired
Q-494,MC-951,27-10-2024,01-03-2025,"$944,533.00",converted
Q-495,MC-1192,2024-07-10,01-04-2024,1235433,CONVERTED
Q-496,MC-546,28-04-2025,10/16/2026,1748062,CONVERTED
Q-497,MC-11,02-12-2026,11/24/2024,1970916,rejected
Q-498,MC-139,2025-03-27,03-12-2024,1265541,CONVERTED
Q-499,MC-653,2025-11-08,11/27/2024,"1 101 682,00",expired
Q-500,MC-1169,2025-04-24,2026-09-07,"$29,933.00",pending
Q-501,MC-24,08-01-2025,2025-05-17,185 905,rejected
Q-502,MC-444,10/07/2025,2026-08-09,1934660,expired
Q-503,MC-546,2025-05-19,2025-05-26,"$1,592,960.00",expired
Q-504,MC-1287,08-01-2025,2024-07-13,"$663,080.00",expired
Q-505,MC-473,10/22/2026,10-08-2025,1064389,expired
Q-506,MC-980,2025-06-14,2026-11-07,1 976 254,pending
Q-507,MC-1164,2024-12-12,26-10-2026,"1 539 551,00",expired
Q-508,MC-121,2024-09-15,18-10-2026,1 659 118,rejected
Q-509,MC-385,2025-12-08,10-01-2024,1506325,pending
Q-510,MC-706,07/05/2026,01/05/2026,1896823,pending
Q-511,MC-472,2026-01-05,2024-03-11,"22 108,00",converted
Q-512,MC-1303,2024-09-23,2026-11-15,"$856,565.00",CONVERTED
Q-513,MC-773,08/01/2026,2026-09-17,786351,converted
Q-514,MC-505,2026-05-14,2024-11-08,1395360,converted
Q-515,MC-1239,2026-04-02,2025-07-28,1310010,expired
Q-516,MC-1142,2024-10-12,08/19/2024,1829888,expired
Q-517,MC-822,2025-12-21,01/20/2024,1293198,expired
Q-518,MC-556,28-11-2026,04/26/2026,1761728,rejected
Q-519,MC-793,07/04/2025,2026-11-21,"$623,945.00",expired
Q-520,MC-1369,2025-10-04,2024-12-08,348057,CONVERTED
Q-521,MC-1252,2025-06-19,2026-04-26,"$761,458.00",rejected
Q-522,MC-303,05-12-2026,11/03/2026,1 672 385,pending
Q-523,MC-976,04-05-2026,14-06-2024,1498653,CONVERTED
Q-524,MC-665,21-12-2025,2025-02-16,501031,expired
Q-525,MC-1028,06/15/2024,27-09-2026,"$1,960,132.00",converted
Q-526,MC-1158,03-06-2024,2026-03-15,"$1,954,232.00",converted
Q-527,MC-1251,2026-03-01,11/07/2024,"$1,983,678.00",rejected
Q-528,MC-456,05/10/2026,20-01-2025,1843106,pending
Q-529,MC-555,01/02/2025,2024-10-11,1249875,CONVERTED
Q-530,MC-1089,2025-02-20,2026-06-12,1471557,CONVERTED
Q-531,MC-1311,24-08-2024,2026-05-24,1540407,rejected
Q-532,MC-722,2026-06-25,03/14/2026,1786487,converted
Q-533,MC-1040,02-11-2025,08-11-2026,344206,rejected
Q-534,MC-1039,03-12-2024,02/26/2026,1968574,rejected
Q-535,MC-951,27-01-2024,2026-11-23,663 871,pending
Q-536,MC-500,11-04-2025,2024-07-04,1783408,CONVERTED
Q-537,MC-127,12-03-2025,2026-01-24,"$156,769.00",expired
Q-538,MC-1192,2025-08-12,06/26/2024,"374 936,00",converted
Q-539,MC-1340,11/11/2026,20-12-2025,1084015,rejected
Q-540,MC-502,2026-01-01,2025-11-19,897 368,CONVERTED
Q-541,MC-382,04/09/2026,2026-06-28,"$206,479.00",rejected
Q-542,MC-1381,2025-05-13,02/18/2024,595314,pending
Q-543,MC-1374,24-11-2024,09/17/2024,"$1,532,383.00",converted
Q-544,MC-1163,2025-01-02,2026-03-26,1411202,pending
Q-545,MC-1240,2026-02-05,04/06/2024,"$364,272.00",CONVERTED
Q-546,MC-1156,01/15/2024,2025-01-07,652 237,converted
Q-547,MC-1058,2024-09-15,2024-04-12,"$1,491,011.00",rejected
Q-548,MC-395,2026-02-04,2024-11-13,251492,expired
Q-549,MC-286,2025-08-06,08/25/2024,1674208,rejected
Q-550,MC-1141,2025-02-19,2025-02-20,1878284,expired
Q-551,MC-1328,2025-11-17,09-04-2025,853807,pending
Q-552,MC-950,05/18/2025,2024-06-10,1206238,pending
Q-553,MC-804,2025-12-08,02/09/2024,"$1,749,474.00",expired
Q-554,MC-1098,06-06-2026,12/04/2024,390393,converted
Q-555,MC-563,2026-09-20,2024-12-12,"$171,365.00",pending
Q-556,MC-975,05/18/2024,2026-03-19,"1 644 176,00",converted
Q-557,MC-18,04/16/2024,2024-12-08,"61 922,00",converted
Q-558,MC-496,2026-05-18,12/03/2024,"1 497 423,00",expired
Q-559,MC-1204,01/28/2024,21-01-2025,"$1,688,536.00",expired
Q-560,MC-1307,12/09/2026,01/16/2025,599468,expired
Q-561,MC-922,09/15/2024,10-09-2024,1789032,rejected
Q-562,MC-736,07-05-2024,08-10-2025,937132,expired
Q-563,MC-486,2024-07-20,11-01-2026,1819986,rejected
Q-564,MC-680,27-10-2024,2026-07-03,"$481,534.00",expired
Q-565,MC-958,08/09/2024,02-05-2025,"$534,235.00",rejected
Q-566,MC-374,2026-04-17,17-09-2024,1799843,pending
Q-567,MC-313,2025-07-03,25-11-2025,308589,expired
Q-568,MC-972,11/23/2024,2025-02-06,391633,rejected
Q-569,MC-1275,05/04/2025,10-07-2026,"$634,583.00",converted
Q-570,MC-807,2026-11-04,2025-06-07,"751 083,00",rejected
Q-571,MC-1375,2025-07-06,2024-03-10,"$1,730,940.00",pending
Q-572,MC-1266,2024-01-09,2025-08-13,464 606,rejected
Q-573,MC-522,2026-07-03,11/08/2025,"$1,849,865.00",expired
Q-574,MC-813,06/24/2026,2026-05-13,1736620,expired
Q-575,MC-642,2024-10-20,26-10-2025,"$24,630.00",converted
Q-576,MC-420,02/02/2024,2024-11-02,1956574,converted
Q-577,MC-1397,2025-12-22,05/06/2025,308330,converted
Q-578,MC-433,2025-10-08,2026-07-21,"$1,585,492.00",pending
Q-579,MC-574,07/16/2025,05/28/2024,1609922,CONVERTED
Q-580,MC-1168,08-03-2024,03/25/2024,839 769,CONVERTED
Q-581,MC-438,07-03-2024,2025-08-17,"$1,847,331.00",CONVERTED
Q-582,MC-438,09/11/2026,09/25/2026,511 068,converted
Q-583,MC-388,02-04-2025,2024-02-01,"$53,228.00",rejected
Q-584,MC-541,2024-05-26,12/19/2025,"$126,381.00",expired
Q-585,MC-1323,2025-11-14,03/02/2025,"$1,511,525.00",converted
Q-586,MC-991,08-09-2024,2024-07-06,1203337,CONVERTED
Q-587,MC-479,2025-05-26,04/01/2026,"$1,429,542.00",CONVERTED
Q-588,MC-1258,09/09/2025,2025-01-01,415791,CONVERTED
Q-589,MC-306,2024-09-12,02/19/2025,930598,pending
Q-590,MC-1011,20-11-2026,02/02/2026,"1 669 728,00",expired
Q-591,MC-1149,2026-03-02,09/02/2026,825706,pending
Q-592,MC-915,2024-07-25,11/16/2026,"$1,709,370.00",pending
Q-593,MC-944,2024-12-03,14-10-2026,"$1,983,759.00",pending
Q-594,MC-336,12/28/2024,15-05-2025,583291,pending
Q-595,MC-765,02-02-2025,2025-05-11,1666725,rejected
Q-596,MC-883,10/06/2025,2025-03-16,"$1,908,694.00",rejected
Q-597,MC-1346,2024-11-02,10/03/2026,"267 089,00",rejected
Q-598,MC-421,2026-09-16,11/27/2024,33054,CONVERTED
Q-599,MC-507,2026-06-23,02/05/2025,1399041,expired
Q-600,MC-333,05-02-2024,2026-03-23,"1 631 762,00",converted
Q-601,MC-896,12-06-2024,2025-08-11,849246,CONVERTED
Q-602,MC-1092,19-12-2026,2025-11-15,809178,pending
Q-603,MC-552,2026-02-08,17-07-2024,1294685,pending
Q-604,MC-704,2026-06-05,2025-03-16,1760748,pending
Q-605,MC-1005,2025-12-14,2026-05-18,979526,expired
Q-606,MC-1081,09-09-2025,2026-01-24,"$640,261.00",rejected
Q-607,MC-924,09-05-2026,20-04-2026,98454,CONVERTED
Q-608,MC-960,04/27/2026,2026-10-16,"$1,575,686.00",rejected
Q-609,MC-1050,03/21/2024,20-10-2024,"46 972,00",pending
Q-610,MC-13,01/13/2024,01/11/2026,1775253,converted
Q-611,MC-1080,2024-11-21,2025-09-28,"$1,678,610.00",expired
Q-612,MC-1082,2024-08-02,2024-10-01,951 015,rejected
Q-613,MC-1336,22-06-2025,12/22/2025,1772768,converted
Q-614,MC-580,14-01-2024,01-01-2024,725265,rejected
Q-615,MC-532,12/22/2025,24-10-2024,711643,converted
Q-616,MC-1391,2026-08-12,2026-08-22,1 506 269,expired
Q-617,MC-1219,02/07/2024,2025-08-16,212 731,rejected
Q-618,MC-916,11-09-2026,22-09-2025,526329,converted
Q-619,MC-468,2026-12-03,2025-04-07,1831508,CONVERTED
Q-620,MC-509,2026-01-04,2026-04-02,1 200 877,pending
Q-621,MC-315,2024-08-14,11/22/2026,1605576,expired
Q-622,MC-619,2026-03-08,04/03/2024,"$1,262,189.00",pending
Q-623,MC-117,2025-11-02,07-04-2025,"$1,976,509.00",expired
Q-624,MC-123,2026-02-27,04-12-2026,"$26,986.00",converted
Q-625,MC-902,2024-11-15,2025-02-17,"$1,995,409.00",converted
Q-626,MC-1356,05-04-2024,2024-01-11,"$758,953.00",converted
Q-627,MC-570,2026-09-19,05/18/2025,"$289,112.00",expired
Q-628,MC-7,2025-10-05,2024-04-05,"$1,233,888.00",CONVERTED
Q-629,MC-790,03/26/2025,2024-03-10,"$1,230,484.00",expired
Q-630,MC-976,05/02/2024,2025-02-27,"$332,927.00",expired
Q-631,MC-2,12/13/2025,02-11-2024,1196248,rejected
Q-632,MC-686,02/02/2025,2024-03-02,1384531,converted
Q-633,MC-346,03/14/2024,15-08-2024,"$260,565.00",CONVERTED
Q-634,MC-739,2024-04-16,10/22/2026,"$1,038,597.00",expired
Q-635,MC-1374,07/02/2025,2025-01-03,682 131,rejected
Q-636,MC-632,18-03-2026,2026-12-06,1263745,expired
Q-637,MC-113,02-05-2026,12/02/2025,"$529,311.00",rejected
Q-638,MC-1247,10/06/2026,2024-03-19,"$421,341.00",CONVERTED
Q-639,MC-1328,2026-11-26,05/26/2026,"978 604,00",pending
Q-640,MC-1330,01-05-2025,2025-12-10,"$1,385,866.00",converted
Q-641,MC-403,2024-10-12,02/06/2026,79992,expired
Q-642,MC-739,2026-08-13,03/21/2026,337622,converted
Q-643,MC-1348,19-11-2025,2024-01-06,880176,CONVERTED
Q-644,MC-1366,04/20/2024,2026-12-01,"1 641 968,00",CONVERTED
Q-645,MC-608,2024-01-24,26-05-2025,263269,CONVERTED
Q-646,MC-25,2026-09-07,02/01/2025,1750807,pending
Q-647,MC-1209,13-08-2024,23-04-2025,"1 823 601,00",pending
Q-648,MC-1096,01/03/2024,03-04-2026,"1 851 655,00",expired
Q-649,MC-1194,02/07/2025,2025-04-08,"$163,695.00",CONVERTED
Q-650,MC-817,2024-02-13,2025-10-13,"473 258,00",expired
Q-651,MC-493,2026-03-18,09/05/2025,437314,pending
Q-652,MC-543,19-07-2024,2025-04-21,649968,pending
Q-653,MC-146,2025-02-01,2025-06-14,1757733,CONVERTED
Q-654,MC-549,2024-05-14,12/04/2025,1586919,CONVERTED
Q-655,MC-698,2024-04-21,02/15/2025,863 760,rejected
Q-656,MC-470,2026-07-06,10/06/2025,1795914,expired
Q-657,MC-790,05/20/2024,23-08-2025,134180,expired
Q-658,MC-915,11/19/2025,2026-06-15,"$135,401.00",expired
Q-659,MC-1227,2025-04-04,2026-04-25,758567,rejected
Q-660,MC-1252,2025-05-10,2025-09-09,1864102,expired
Q-661,MC-421,2026-02-25,24-06-2024,520077,converted
Q-662,MC-669,14-06-2026,2024-03-25,"1 129 922,00",pending
Q-663,MC-448,2026-10-03,03/21/2025,"$493,729.00",CONVERTED
Q-664,MC-1384,18-12-2026,24-04-2024,"$1,725,633.00",expired
Q-665,MC-857,2025-05-18,2024-08-23,1591772,CONVERTED
Q-666,MC-707,2024-03-02,2026-01-07,"$1,496,053.00",pending
Q-667,MC-624,05/28/2026,02/20/2026,1653523,pending
Q-668,MC-487,07/05/2024,27-07-2025,"$1,894,152.00",rejected
Q-669,MC-574,2025-02-21,2025-04-16,1378439,CONVERTED
Q-670,MC-541,2025-12-13,2026-02-13,"688 446,00",pending
Q-671,MC-341,2026-09-23,05-05-2026,"993 637,00",rejected
Q-672,MC-425,2024-04-21,2024-07-10,344596,pending
Q-673,MC-342,06/25/2026,04-07-2024,"834 921,00",expired
Q-674,MC-142,14-03-2025,27-09-2025,1023326,expired
Q-675,MC-1394,2026-10-16,2024-02-03,"$584,689.00",rejected
Q-676,MC-824,09/07/2026,10/22/2024,858150,CONVERTED
Q-677,MC-732,09/13/2026,20-07-2024,404260,converted
Q-678,MC-1368,2024-12-01,18-09-2025,"$1,991,320.00",pending
Q-679,MC-885,2025-02-12,2026-08-02,"$1,170,993.00",CONVERTED
Q-680,MC-312,02/14/2025,2024-06-09,1758927,pending
Q-681,MC-1279,05/26/2024,05/03/2024,655 621,expired
Q-682,MC-12,2024-11-02,2025-03-07,1988927,pending
Q-683,MC-937,2024-09-08,2026-10-15,39086,expired
Q-684,MC-1127,12-11-2025,08-11-2024,464850,CONVERTED
Q-685,MC-477,2024-06-12,2026-01-06,946694,expired
Q-686,MC-1208,12/04/2025,2024-01-26,1415222,expired
Q-687,MC-1385,13-04-2026,2025-10-27,1157205,pending
Q-688,MC-546,01/09/2026,03/09/2026,"$788,264.00",rejected
Q-689,MC-966,2024-05-05,2026-04-13,"$688,488.00",rejected
Q-690,MC-890,10/09/2024,2024-02-10,1 557 645,rejected
Q-691,MC-419,09/20/2024,03/15/2026,"1 348 756,00",CONVERTED
Q-692,MC-1118,2024-12-09,08-07-2025,"1 926 024,00",expired
Q-693,MC-845,2025-10-09,10-09-2026,"$943,738.00",pending
Q-694,MC-635,2025-07-14,2025-08-26,259706,expired
Q-695,MC-1029,2025-02-20,2026-03-27,1648900,expired
Q-696,MC-329,2025-09-07,2026-08-03,"436 978,00",converted
Q-697,MC-1316,06/04/2024,19-04-2025,837277,expired
Q-698,MC-551,21-09-2024,2025-12-12,420557,expired
Q-699,MC-710,03-09-2025,2026-07-11,611872,expired
Q-700,MC-1395,08/01/2024,11/02/2026,"$1,612,035.00",pending
Q-701,MC-349,09/10/2024,2025-12-16,"$1,095,750.00",rejected
Q-702,MC-1074,11-07-2025,2024-07-18,1335500,rejected
Q-703,MC-821,2024-12-09,03-09-2025,"$160,981.00",expired
Q-704,MC-1345,2025-11-05,11/19/2026,"$1,234,561.00",rejected
Q-705,MC-1154,05/18/2025,2024-04-22,102299,expired
Q-706,MC-1018,03-05-2026,2026-02-28,1 027 136,pending
Q-707,MC-742,2024-01-20,2025-09-14,"$996,675.00",pending
Q-708,MC-1102,2025-02-01,16-11-2024,774879,CONVERTED
Q-709,MC-1287,2025-07-28,2024-10-22,"$1,749,433.00",expired
Q-710,MC-947,11/10/2025,2026-07-14,560537,converted
Q-711,MC-718,03/15/2025,03/21/2025,1939123,pending
Q-712,MC-1029,03-05-2026,2024-03-23,251275,expired
Q-713,MC-488,2024-07-11,24-02-2026,"$1,247,387.00",expired
Q-714,MC-827,2025-06-28,2026-06-13,"$1,275,971.00",converted
Q-715,MC-1260,2025-11-13,02/02/2024,"$992,116.00",rejected
Q-716,MC-603,2024-01-14,2026-11-03,"$1,986,965.00",converted
Q-717,MC-656,13-01-2024,04/04/2025,"1 378 208,00",rejected
Q-718,MC-798,19-08-2026,2026-05-21,37 157,CONVERTED
Q-719,MC-913,2026-02-04,03/28/2026,1507407,converted
Q-720,MC-1321,2025-06-14,08/11/2025,1816908,expired
Q-721,MC-1006,15-06-2026,15-02-2026,697217,pending
Q-722,MC-1117,2024-04-10,01/02/2025,1061342,pending
Q-723,MC-682,2025-07-14,06/14/2026,"$1,446,178.00",pending
Q-724,MC-303,2025-05-20,2025-07-17,1270624,rejected
Q-725,MC-761,2025-10-25,01/06/2024,643733,converted
Q-726,MC-438,06-09-2024,2025-04-17,"$1,850,739.00",converted
Q-727,MC-410,07/17/2025,2026-10-25,"$1,388,056.00",expired
Q-728,MC-298,06/16/2024,06/22/2026,1029257,CONVERTED
Q-729,MC-352,2025-05-14,2024-11-26,1456680,expired
Q-730,MC-734,08/20/2024,05-04-2025,"$625,350.00",rejected
Q-731,MC-562,08/24/2025,03/12/2026,872855,converted
Q-732,MC-952,2025-07-18,19-12-2025,"$1,367,068.00",expired
Q-733,MC-1142,03/08/2024,19-09-2024,1942715,expired
Q-734,MC-761,07/16/2026,2025-09-27,436001,expired
Q-735,MC-1291,2026-02-04,25-01-2024,"$1,112,321.00",converted
Q-736,MC-744,2024-09-10,2026-12-11,432166,CONVERTED
Q-737,MC-523,14-12-2024,2026-08-17,17 082,rejected
Q-738,MC-769,03/07/2025,25-07-2024,1277915,expired
Q-739,MC-346,23-07-2024,2024-02-08,"710 937,00",pending
Q-740,MC-708,2025-10-25,08/02/2024,"1 273 628,00",CONVERTED
Q-741,MC-24,2026-01-17,2026-07-22,"96 128,00",converted
Q-742,MC-1257,2024-03-04,2024-09-04,"$1,847,560.00",CONVERTED
Q-743,MC-1268,02/06/2024,2026-08-27,"1 443 496,00",rejected
Q-744,MC-389,07/12/2024,2025-01-20,1620810,pending
Q-745,MC-1149,09-07-2025,2024-12-22,715930,expired
Q-746,MC-382,05/28/2026,18-01-2024,"$71,632.00",pending
Q-747,MC-1197,2026-06-22,2025-07-24,"24 009,00",converted
Q-748,MC-630,2025-02-13,06-02-2025,"74 083,00",pending
Q-749,MC-591,2024-09-11,17-06-2025,"1 321 834,00",pending
Q-750,MC-1082,2025-11-27,04/19/2024,"1 218 367,00",expired
Q-751,MC-143,01/10/2024,2025-04-05,578167,CONVERTED
Q-752,MC-1123,2024-06-14,04/22/2026,1 702 766,rejected
Q-753,MC-1299,2025-03-18,2025-10-26,1536176,expired
Q-754,MC-984,21-05-2025,25-09-2025,"$647,685.00",converted
Q-755,MC-311,2025-07-16,2024-08-27,"$642,939.00",expired
Q-756,MC-539,06/22/2024,2025-10-27,"$1,946,168.00",expired
Q-757,MC-1002,05-03-2026,2024-02-26,"$470,637.00",expired
Q-758,MC-670,2025-11-16,27-08-2025,924 647,expired
Q-759,MC-777,11/26/2024,2025-11-21,"$1,486,581.00",pending
Q-760,MC-111,06-10-2024,02/28/2024,491404,rejected
Q-761,MC-992,2024-01-20,2026-12-14,968969,converted
Q-762,MC-836,01/16/2024,03-04-2025,375066,pending
Q-763,MC-411,02/21/2025,05/17/2025,1747056,pending
Q-764,MC-423,05/10/2025,2024-03-03,1741532,converted
Q-765,MC-582,01-02-2024,2024-07-07,1568753,expired
Q-766,MC-1145,2026-09-03,2025-04-18,991430,converted
Q-767,MC-563,2024-10-23,2026-01-15,1319495,converted
Q-768,MC-732,02/01/2025,2025-12-24,919634,CONVERTED
Q-769,MC-536,2025-09-01,06/12/2026,1473599,rejected
Q-770,MC-615,08/01/2024,2024-12-14,245373,converted
Q-771,MC-1084,26-11-2026,2026-11-04,1 415 429,expired
Q-772,MC-130,2025-05-18,02/14/2026,"1 565 375,00",pending
Q-773,MC-1186,05-01-2024,09-12-2026,"$1,390,278.00",converted
Q-774,MC-983,2025-04-04,2024-06-01,"$869,177.00",CONVERTED
Q-775,MC-651,2025-07-08,2025-04-22,404 701,pending
Q-776,MC-281,2025-05-06,2026-11-17,1140389,CONVERTED
Q-777,MC-1005,01/02/2024,06/18/2025,229305,pending
Q-778,MC-1017,09/19/2024,2025-08-05,1387368,CONVERTED
Q-779,MC-793,01/24/2024,2025-03-15,1717545,expired
Q-780,MC-555,04-01-2026,2024-10-24,"$349,569.00",rejected
Q-781,MC-1302,2025-05-26,2024-06-23,587196,rejected
Q-782,MC-113,2024-11-26,2026-06-02,1063927,converted
Q-783,MC-130,10/15/2026,06/24/2026,1796235,CONVERTED
Q-784,MC-1253,2025-01-26,2026-05-06,1722558,pending
Q-785,MC-401,02/08/2024,2025-01-17,704561,CONVERTED
Q-786,MC-1009,08-12-2025,06/08/2025,"619 641,00",pending
Q-787,MC-1340,2024-12-13,2026-09-04,124461,expired
Q-788,MC-437,08/08/2026,07/18/2026,130517,rejected
Q-789,MC-1225,10-11-2026,09/24/2026,1836338,rejected
Q-790,MC-1165,09/15/2024,2025-08-18,"$1,060,521.00",expired
Q-791,MC-571,19-06-2026,2025-10-27,"$409,350.00",pending
Q-792,MC-1187,13-01-2024,01/22/2025,276036,expired
Q-793,MC-697,2026-01-24,2024-07-20,"1 043 117,00",expired
Q-794,MC-679,19-11-2024,05/09/2026,"577 452,00",CONVERTED
Q-795,MC-1035,17-04-2026,13-02-2026,853823,rejected
Q-796,MC-1324,15-12-2026,2026-01-26,1680974,rejected
Q-797,MC-1341,2025-04-06,2026-02-26,663621,converted
Q-798,MC-1400,06-11-2025,02/13/2024,894038,expired
Q-799,MC-392,2025-12-26,09/07/2026,81281,converted
Q-800,MC-1256,23-12-2026,28-03-2024,760702,CONVERTED
Q-801,MC-1262,12/15/2026,2026-03-16,367566,pending
Q-802,MC-577,21-05-2024,08/05/2024,"$143,349.00",pending
Q-803,MC-1144,2025-05-22,2024-01-03,"$1,468,485.00",CONVERTED
Q-804,MC-597,2025-02-22,12/18/2024,"1 602 302,00",rejected
Q-805,MC-467,2026-11-03,07/06/2025,457721,CONVERTED
Q-806,MC-1129,2026-02-04,11-10-2025,"$1,000,742.00",expired
Q-807,MC-1111,2025-01-21,2026-12-03,1 318 909,expired
Q-808,MC-1010,2026-08-04,28-04-2026,1 744 167,expired
Q-809,MC-393,04/11/2026,26-05-2026,785585,CONVERTED
Q-810,MC-1265,2024-07-13,2026-07-19,53881,CONVERTED
Q-811,MC-1298,2024-02-26,2024-08-12,1201481,converted
Q-812,MC-848,2024-02-23,2025-05-04,1415259,expired
Q-813,MC-327,2024-07-26,08/13/2024,"$1,961,883.00",expired
Q-814,MC-573,07/17/2024,2024-08-17,1580522,pending
Q-815,MC-985,05/12/2026,2025-07-17,1783967,pending
Q-816,MC-1332,2025-12-15,2026-08-20,"$549,696.00",rejected
Q-817,MC-634,2025-08-20,2026-03-02,"$1,329,784.00",expired
Q-818,MC-1336,2025-11-25,2026-08-09,998235,expired
Q-819,MC-1067,06/17/2024,2025-04-19,344963,expired
Q-820,MC-988,04/25/2024,2025-04-09,"1 292 660,00",rejected
Q-821,MC-1171,06/01/2024,2024-10-21,953 007,CONVERTED
Q-822,MC-291,2025-02-16,2026-09-20,"$1,747,445.00",CONVERTED
Q-823,MC-1199,2025-11-13,06/20/2026,1661021,pending
Q-824,MC-821,2024-05-16,10/12/2026,19752,pending
