order_id,product_id,work_center_id,planned_qty,status,due_date
MO-1164,M-1279,WC-5,4605,RELEASED,2024-03-23
MO-1165,M-1064,WC-10,1920,COMPLETED,2026-09-02
MO-1166,M-1171,WC-1,4320,completed,07/28/2025
MO-1167,M-1235,WC-5,2707,open,2026-05-24
MO-1168,M-1047,WC-2,3288,OPEN,2026-01-24
MO-1169,M-1066,WC-8,3276,open,2024-12-18
MO-1170,M-1233,WC-2,1621,COMPLETED,2024-10-24
MO-1171,M-1224,WC-2,3080,completed,06/12/2025
MO-1172,M-1052,WC-4,3985,OPEN,2026-07-28
MO-1173,M-1189,WC-14,4601,RELEASED,2026-09-26
MO-1174,M-1076,WC-12,81,OPEN,2024-10-27
MO-1175,M-1130,WC-6,3691,completed,2026-05-24
MO-1176,M-1247,WC-4,1918,open,2026-08-13
MO-1177,M-1182,WC-7,1450,OPEN,14-11-2024
MO-1178,M-1167,WC-9,1588,RELEASED,06/05/2026
MO-1179,M-1149,WC-6,2778,released,07/14/2024
MO-1180,M-1135,WC-14,3712,COMPLETED,2026-01-01
MO-1181,M-1009,WC-13,2860,completed,2024-04-12
MO-1182,M-1118,WC-8,4146,RELEASED,2024-12-13
MO-1183,M-1146,WC-11,1207,open,19-08-2026
MO-1184,M-1224,WC-7,996,RELEASED,02/09/2024
MO-1185,M-1146,WC-4,2972,RELEASED,2026-03-09
MO-1186,M-1089,WC-6,1248,open,2025-06-10
MO-1187,M-1290,WC-9,2785,completed,2026-04-27
MO-1188,M-1192,WC-9,3591,COMPLETED,2025-08-17
MO-1189,M-1179,WC-6,3243,released,2025-08-25
MO-1190,M-1094,WC-15,3255,RELEASED,2026-05-09
MO-1191,M-1240,WC-7,1553,RELEASED,2025-10-03
MO-1192,M-1200,WC-10,1136,completed,2026-06-14
MO-1193,M-1135,WC-9,3910,completed,08/21/2025
MO-1194,M-1070,WC-4,626,completed,17-01-2025
MO-1195,M-1085,WC-12,3242,open,2025-04-01
MO-1196,M-1102,WC-6,1797,COMPLETED,08/26/2024
MO-1197,M-1160,WC-1,1697,released,01/10/2026
MO-1198,M-1181,WC-9,3689,COMPLETED,09/23/2026
MO-1199,M-1230,WC-4,3142,OPEN,15-06-2026
MO-1200,M-1030,WC-1,1676,OPEN,01/05/2024
MO-1201,M-1008,WC-8,105,COMPLETED,02-10-2024
MO-1202,M-1026,WC-8,4375,OPEN,2025-11-12
MO-1203,M-1068,WC-14,886,RELEASED,2024-05-12
MO-1204,M-1156,WC-2,1205,COMPLETED,16-09-2026
MO-1205,M-1245,WC-7,1039,RELEASED,2024-08-08
MO-1206,M-1198,WC-4,3914,released,10/06/2025
MO-1207,M-1004,WC-7,829,open,2025-04-09
MO-1208,M-1231,WC-3,4253,open,2025-03-16
MO-1209,M-1270,WC-5,3253,completed,2026-03-17
MO-1210,M-1059,WC-9,3283,OPEN,2025-09-21
MO-1211,M-1210,WC-8,76,open,2024-07-13
MO-1212,M-1246,WC-9,3221,RELEASED,2024-08-06
MO-1213,M-1145,WC-9,538,released,02-12-2024
MO-1214,M-1196,WC-12,139,released,19-09-2024
MO-1215,M-1223,WC-3,1665,released,2024-03-28
MO-1216,M-1116,WC-11,1770,RELEASED,2024-11-18
MO-1217,M-1264,WC-10,429,COMPLETED,10/01/2025
MO-1218,M-1119,WC-8,1208,released,18-06-2026
MO-1219,M-1180,WC-14,44,completed,2024-11-19
MO-1220,M-1283,WC-14,1779,COMPLETED,2024-01-06
MO-1221,M-1223,WC-4,85,RELEASED,2024-10-02
MO-1222,M-1033,WC-13,3402,completed,2026-02-19
MO-1223,M-1232,WC-4,3921,RELEASED,11/24/2024
MO-1224,M-1053,WC-7,2641,open,2025-07-04
MO-1225,M-1230,WC-10,175,OPEN,06/28/2026
MO-1226,M-1204,WC-15,455,completed,11/09/2025
MO-1227,M-1238,WC-13,2567,OPEN,09/20/2024
MO-1228,M-1227,WC-11,887,RELEASED,2025-02-08
MO-1229,M-1095,WC-15,2053,completed,04/19/2024
MO-1230,M-1198,WC-7,2551,open,2025-02-23
MO-1231,M-1093,WC-15,1647,open,2024-02-02
MO-1232,M-1084,WC-6,925,open,12/19/2025
MO-1233,M-1296,WC-5,3111,released,2026-06-25
MO-1234,M-1063,WC-8,363,released,2025-10-21
MO-1235,M-1225,WC-11,879,OPEN,2024-01-26
MO-1236,M-1038,WC-2,724,OPEN,2026-12-12
MO-1237,M-1010,WC-2,1733,OPEN,05/18/2025
MO-1238,M-1252,WC-4,367,open,25-09-2024
MO-1239,M-1014,WC-3,4089,released,2025-11-20
MO-1240,M-1195,WC-8,4977,COMPLETED,03/09/2025
MO-1241,M-1008,WC-15,1852,OPEN,17-08-2026
MO-1242,M-1018,WC-7,731,RELEASED,2025-09-17
MO-1243,M-1066,WC-9,3326,completed,2025-10-11
MO-1244,M-1082,WC-8,4185,RELEASED,2025-06-28
MO-1245,M-1099,WC-13,356,COMPLETED,2026-10-27
MO-1246,M-1121,WC-13,3526,completed,07/12/2025
MO-1247,M-1247,WC-1,4908,completed,2024-09-14
MO-1248,M-1082,WC-8,4051,completed,06/15/2024
MO-1249,M-1282,WC-1,2876,completed,2025-06-14
MO-1250,M-1030,WC-5,1484,released,2025-10-15
MO-1251,M-1132,WC-9,2978,COMPLETED,2026-01-20
MO-1252,M-1180,WC-2,4488,COMPLETED,2024-07-24
MO-1253,M-1121,WC-5,4944,completed,2025-02-12
MO-1254,M-1171,WC-8,2654,open,24-02-2024
MO-1255,M-1207,WC-8,1938,OPEN,2024-03-16
MO-1256,M-1031,WC-10,271,completed,2025-08-19
MO-1257,M-1113,WC-13,3929,OPEN,16-07-2026
MO-1258,M-1114,WC-12,2724,RELEASED,2026-01-07
MO-1259,M-1264,WC-13,691,released,2026-02-28
MO-1260,M-1002,WC-11,3776,completed,2025-02-17
MO-1261,M-1015,WC-13,1032,open,04/22/2024
MO-1262,M-1155,WC-15,2993,COMPLETED,2026-04-17
MO-1263,M-1213,WC-9,4940,released,06/18/2025
MO-1264,M-1053,WC-14,4094,released,24-06-2024
MO-1265,M-1019,WC-8,3951,completed,18-03-2026
MO-1266,M-1096,WC-3,3756,completed,10/13/2026
MO-1267,M-1298,WC-3,3978,COMPLETED,2025-09-26
MO-1268,M-1281,WC-7,416,RELEASED,01-07-2024
MO-1269,M-1044,WC-9,1939,COMPLETED,2026-02-08
MO-1270,M-1067,WC-4,499,OPEN,2024-11-19
MO-1271,M-1049,WC-13,4395,OPEN,2024-07-20
MO-1272,M-1200,WC-5,924,open,2026-05-07
MO-1273,M-1122,WC-8,417,completed,2026-10-01
MO-1274,M-1265,WC-11,4666,released,11/08/2026
MO-1275,M-1250,WC-10,4882,released,08-12-2025
MO-1276,M-1070,WC-7,2945,completed,2024-01-06
MO-1277,M-1133,WC-11,1882,OPEN,04/23/2026
MO-1278,M-1123,WC-4,2453,OPEN,2024-05-07
MO-1279,M-1288,WC-5,3728,released,04/21/2024
MO-1280,M-1002,WC-5,2668,RELEASED,09/08/2024
MO-1281,M-1008,WC-7,3156,COMPLETED,2026-11-23
MO-1282,M-1248,WC-7,2925,COMPLETED,2026-12-13
MO-1283,M-1088,WC-7,604,OPEN,23-06-2026
MO-1284,M-1162,WC-6,219,released,15-04-2024
MO-1285,M-1064,WC-12,58,OPEN,07-09-2025
MO-1286,M-1004,WC-15,2318,RELEASED,21-04-2024
MO-1287,M-1270,WC-3,2082,released,2025-07-05
MO-1288,M-1197,WC-7,355,COMPLETED,17-09-2025
MO-1289,M-1275,WC-7,21,RELEASED,11/25/2025
MO-1290,M-1209,WC-8,1179,released,2024-03-25
MO-1291,M-1267,WC-5,3309,COMPLETED,15-07-2024
MO-1292,M-1135,WC-9,4879,COMPLETED,2026-05-12
MO-1293,M-1056,WC-13,840,RELEASED,2024-02-19
MO-1294,M-1223,WC-15,2222,COMPLETED,07/28/2026
MO-1295,M-1277,WC-15,4573,open,14-06-2025
MO-1296,M-1059,WC-1,4195,released,02/07/2024
MO-1297,M-1248,WC-2,1731,completed,2026-07-23
MO-1298,M-1152,WC-13,3800,COMPLETED,2025-03-22
MO-1299,M-1180,WC-8,1604,OPEN,06/02/2025
MO-1300,M-1192,WC-6,2330,RELEASED,2025-04-27
MO-1301,M-1025,WC-15,911,RELEASED,02/19/2025
MO-1302,M-1128,WC-15,1460,completed,04-11-2025
MO-1303,M-1280,WC-8,233,OPEN,2025-09-17
MO-1304,M-1093,WC-11,104,RELEASED,10/28/2024
MO-1305,M-1194,WC-7,3091,COMPLETED,2026-02-12
MO-1306,M-1103,WC-12,1061,completed,2024-08-22
MO-1307,M-1011,WC-5,2431,COMPLETED,05/17/2024
MO-1308,M-1018,WC-1,3891,OPEN,2025-12-17
MO-1309,M-1277,WC-3,4023,completed,09-05-2026
MO-1310,M-1043,WC-8,1776,released,2026-10-18
MO-1311,M-1215,WC-2,4375,OPEN,24-08-2026
MO-1312,M-1062,WC-2,2940,released,2024-03-26
MO-1313,M-1190,WC-12,2181,open,2025-11-23
MO-1314,M-1235,WC-11,2399,completed,2026-10-11
MO-1315,M-1163,WC-4,1747,completed,2024-07-25
MO-1316,M-1107,WC-7,398,COMPLETED,2025-01-03
MO-1317,M-1133,WC-6,1998,COMPLETED,06/05/2025
MO-1318,M-1055,WC-15,1581,released,27-07-2025
MO-1319,M-1025,WC-5,1584,COMPLETED,12/15/2025
MO-1320,M-1020,WC-10,2895,OPEN,2024-08-21
MO-1321,M-1030,WC-9,3590,COMPLETED,14-04-2026
MO-1322,M-1220,WC-7,4903,completed,2026-05-13
MO-1323,M-1282,WC-9,4857,released,06/18/2025
MO-1324,M-1218,WC-12,335,open,2025-08-06
MO-1325,M-1277,WC-15,2422,COMPLETED,06/01/2025
MO-1326,M-1157,WC-5,2426,OPEN,2024-01-08
MO-1327,M-1014,WC-1,4394,released,2024-05-27
MO-1328,M-1196,WC-10,4679,released,02/05/2025
MO-1329,M-1039,WC-11,4771,released,2024-10-01
MO-1330,M-1236,WC-1,633,open,2024-05-08
MO-1331,M-1188,WC-14,827,COMPLETED,10-07-2025
MO-1332,M-1063,WC-11,3448,open,2025-01-05
MO-1333,M-1056,WC-12,2259,OPEN,24-06-2024
MO-1334,M-1117,WC-9,4810,OPEN,27-01-2024
MO-1335,M-1154,WC-4,1651,open,2025-11-13
MO-1336,M-1161,WC-12,2394,COMPLETED,04/01/2024
MO-1337,M-1056,WC-12,1691,RELEASED,2024-11-14
MO-1338,M-1189,WC-8,4082,OPEN,2026-02-15
MO-1339,M-1102,WC-4,898,OPEN,2025-06-01
MO-1340,M-1002,WC-11,4660,completed,13-01-2024
MO-1341,M-1034,WC-11,1722,released,03/04/2025
MO-1342,M-1261,WC-12,1664,OPEN,04/14/2025
MO-1343,M-1154,WC-4,1293,RELEASED,2026-10-04
MO-1344,M-1259,WC-4,1874,open,2026-06-17
MO-1345,M-1206,WC-4,4728,completed,2025-12-14
MO-1346,M-1029,WC-2,2401,released,12/23/2025
MO-1347,M-1125,WC-8,1662,OPEN,09/15/2025
MO-1348,M-1290,WC-6,571,released,2026-11-07
MO-1349,M-1128,WC-1,1186,open,01/02/2025
MO-1350,M-1167,WC-10,1774,RELEASED,2024-07-26
MO-1351,M-1171,WC-2,936,OPEN,2024-10-27
MO-1352,M-1088,WC-11,2961,OPEN,2025-05-26
MO-1353,M-1148,WC-3,4387,OPEN,08/02/2024
MO-1354,M-1109,WC-6,2178,RELEASED,2025-10-01
MO-1355,M-1116,WC-3,3942,released,2024-06-23
MO-1356,M-1096,WC-5,4013,open,2025-08-08
MO-1357,M-1244,WC-1,2219,released,2024-10-02
MO-1358,M-1027,WC-9,829,completed,2025-11-24
MO-1359,M-1096,WC-3,933,RELEASED,11-07-2025
MO-1360,M-1073,WC-14,2403,released,2025-01-15
MO-1361,M-1112,WC-13,2924,COMPLETED,2025-10-19
MO-1362,M-1045,WC-6,285,RELEASED,11/08/2026
MO-1363,M-1079,WC-9,2335,OPEN,11/13/2025
MO-1364,M-1224,WC-8,2594,completed,27-04-2026
MO-1365,M-1213,WC-5,758,completed,12-07-2025
MO-1366,M-1163,WC-9,2988,completed,27-06-2026
MO-1367,M-1173,WC-11,3245,completed,2024-04-28
MO-1368,M-1163,WC-14,1636,completed,08/26/2024
MO-1369,M-1031,WC-6,4713,open,01/09/2026
MO-1370,M-1018,WC-13,3112,open,2024-11-03
MO-1371,M-1291,WC-2,3781,COMPLETED,2025-02-22
MO-1372,M-1147,WC-14,1277,COMPLETED,2024-02-04
MO-1373,M-1226,WC-4,3400,completed,2026-07-18
MO-1374,M-1086,WC-13,1347,OPEN,2026-02-13
MO-1375,M-1077,WC-3,2013,open,2025-02-18
MO-1376,M-1025,WC-9,2950,released,02-03-2026
MO-1377,M-1146,WC-12,1718,OPEN,10/25/2026
MO-1378,M-1151,WC-11,2385,open,2025-09-11
MO-1379,M-1148,WC-8,1037,released,2026-12-28
MO-1380,M-1154,WC-7,1039,COMPLETED,2024-05-03
MO-1381,M-1277,WC-13,1171,open,2026-10-03
MO-1382,M-1192,WC-9,1100,released,2026-06-19
MO-1383,M-1089,WC-6,4979,released,05/01/2026
MO-1384,M-1170,WC-4,809,open,07-04-2025
MO-1385,M-1020,WC-11,863,open,2026-10-24
MO-1386,M-1179,WC-7,3290,released,2025-08-02
MO-1387,M-1242,WC-10,3487,released,2025-06-22
MO-1388,M-1162,WC-12,4511,open,2025-11-06
MO-1389,M-1110,WC-7,439,OPEN,2025-03-23
MO-1390,M-1177,WC-4,2396,RELEASED,08/05/2025
MO-1391,M-1076,WC-6,3847,released,26-03-2025
MO-1392,M-1010,WC-6,2076,RELEASED,2025-11-02
MO-1393,M-1257,WC-7,225,RELEASED,2026-04-22
MO-1394,M-1029,WC-4,31,open,2025-11-10
MO-1395,M-1176,WC-7,3236,RELEASED,2026-09-19
MO-1396,M-1017,WC-14,1350,open,03-05-2026
MO-1397,M-1001,WC-3,1288,COMPLETED,05/02/2025
MO-1398,M-1114,WC-4,3015,RELEASED,08/10/2026
MO-1399,M-1105,WC-10,601,COMPLETED,11/23/2026
MO-1400,M-1098,WC-4,4590,released,2025-07-07
MO-1401,M-1126,WC-11,2259,completed,06/24/2024
MO-1402,M-1121,WC-13,1075,RELEASED,2026-07-23
MO-1403,M-1121,WC-13,4386,released,12/24/2025
MO-1404,M-1056,WC-3,3986,COMPLETED,2025-01-01
MO-1405,M-1003,WC-6,1151,completed,2025-04-16
MO-1406,M-1101,WC-5,702,RELEASED,2025-05-11
MO-1407,M-1203,WC-5,4924,COMPLETED,05/24/2026
MO-1408,M-1113,WC-12,2624,released,03/17/2024
MO-1409,M-1256,WC-6,2936,RELEASED,2024-03-25
MO-1410,M-1023,WC-6,2333,OPEN,09-09-2024
MO-1411,M-1294,WC-1,2929,COMPLETED,09-02-2025
MO-1412,M-1285,WC-15,1472,released,02-06-2026
MO-1413,M-1071,WC-7,1593,completed,07/19/2024
MO-1414,M-1133,WC-3,3749,OPEN,04/09/2025
MO-1415,M-1158,WC-5,2987,released,08/08/2024
MO-1416,M-1013,WC-15,2287,released,2026-06-18
MO-1417,M-1083,WC-3,1012,open,07-09-2024
MO-1418,M-1257,WC-14,2839,released,16-10-2026
MO-1419,M-1230,WC-7,434,OPEN,2025-01-22
MO-1420,M-1138,WC-5,1865,RELEASED,05-09-2024
MO-1421,M-1189,WC-1,559,COMPLETED,2026-11-02
MO-1422,M-1292,WC-5,1873,RELEASED,2024-05-15
MO-1423,M-1221,WC-6,1688,OPEN,2025-01-25
MO-1424,M-1112,WC-9,1068,completed,2026-07-11
MO-1425,M-1077,WC-13,590,OPEN,05/26/2026
MO-1426,M-1094,WC-1,1466,RELEASED,2026-03-07
MO-1427,M-1015,WC-11,2054,released,11/07/2025
MO-1428,M-1109,WC-15,752,COMPLETED,2024-10-13
MO-1429,M-1059,WC-1,1919,released,2024-06-16
MO-1430,M-1016,WC-2,2734,OPEN,2024-05-10
MO-1431,M-1047,WC-11,1514,COMPLETED,08/22/2026
MO-1432,M-1276,WC-10,4566,completed,2026-10-17
MO-1433,M-1173,WC-1,4834,open,06-12-2024
MO-1434,M-1290,WC-12,4693,RELEASED,2025-08-02
MO-1435,M-1253,WC-13,3687,completed,2026-10-11
MO-1436,M-1015,WC-5,4258,open,2025-11-23
MO-1437,M-1164,WC-15,1190,open,2025-01-17
MO-1438,M-1143,WC-8,2674,RELEASED,2025-05-21
MO-1439,M-1108,WC-15,3845,released,2026-03-22
MO-1440,M-1036,WC-14,4138,OPEN,10/25/2026
MO-1441,M-1281,WC-11,992,RELEASED,10/16/2024
MO-1442,M-1098,WC-14,1834,completed,2025-03-07
MO-1443,M-1102,WC-11,1684,completed,2026-09-09
MO-1444,M-1197,WC-14,198,OPEN,07-01-2026
MO-1445,M-1114,WC-8,3556,OPEN,12/01/2025
MO-1446,M-1122,WC-5,393,COMPLETED,01/13/2024
MO-1447,M-1167,WC-13,2271,COMPLETED,2026-08-18
MO-1448,M-1084,WC-1,4642,released,2024-03-27
MO-1449,M-1074,WC-10,3361,OPEN,03-03-2025
MO-1450,M-1180,WC-14,4608,released,11/12/2026
MO-1451,M-1071,WC-14,2427,completed,2026-03-16
MO-1452,M-1112,WC-14,4344,RELEASED,08/06/2024
MO-1453,M-1259,WC-11,2094,OPEN,2026-02-28
MO-1454,M-1245,WC-3,4555,released,20-12-2025
MO-1455,M-1028,WC-13,438,COMPLETED,05/14/2026
MO-1456,M-1103,WC-6,2965,open,2025-09-25
MO-1457,M-1202,WC-14,4305,released,10/23/2024
MO-1458,M-1249,WC-8,150,COMPLETED,2025-03-23
MO-1459,M-1286,WC-8,2590,open,2026-02-09
MO-1460,M-1017,WC-4,3741,RELEASED,12/10/2026
MO-1461,M-1164,WC-6,4108,released,27-11-2025
MO-1462,M-1193,WC-2,1201,RELEASED,06/11/2025
MO-1463,M-1027,WC-6,4433,released,2026-12-16
MO-1464,M-1203,WC-7,4625,RELEASED,05/02/2025
MO-1465,M-1008,WC-10,2653,open,2024-03-07
MO-1466,M-1144,WC-4,806,RELEASED,04/23/2025
MO-1467,M-1213,WC-2,1742,released,12/18/2025
MO-1468,M-1024,WC-2,3076,OPEN,2025-03-03
MO-1469,M-1098,WC-9,261,RELEASED,2026-02-09
MO-1470,M-1141,WC-11,4294,OPEN,2024-03-28
MO-1471,M-1196,WC-9,586,RELEASED,2026-03-16
MO-1472,M-1289,WC-2,1670,COMPLETED,2026-08-10
MO-1473,M-1195,WC-13,2141,open,2024-05-07
MO-1474,M-1198,WC-6,1750,RELEASED,2026-08-05
MO-1475,M-1288,WC-5,1908,OPEN,2024-05-14
MO-1476,M-1173,WC-12,3899,COMPLETED,2025-01-17
MO-1477,M-1286,WC-2,2883,RELEASED,15-12-2026
MO-1478,M-1191,WC-12,1527,completed,2026-03-19
MO-1479,M-1199,WC-7,4497,COMPLETED,2026-09-10
MO-1480,M-1083,WC-3,1209,COMPLETED,2026-08-19
MO-1481,M-1018,WC-9,4718,open,2026-06-23
MO-1482,M-1015,WC-7,1445,completed,2024-05-14
MO-1483,M-1033,WC-13,3929,RELEASED,11/28/2024
MO-1484,M-1040,WC-2,3128,open,18-02-2025
MO-1485,M-1054,WC-11,94,OPEN,10/03/2025
MO-1486,M-1295,WC-11,429,open,04/05/2025
MO-1487,M-1058,WC-12,923,COMPLETED,21-04-2024
MO-1488,M-1162,WC-5,2510,RELEASED,2024-05-24
MO-1489,M-1238,WC-12,3988,completed,2026-09-14
MO-1490,M-1117,WC-11,3802,open,2026-06-07
MO-1491,M-1103,WC-3,4045,open,12/11/2025
MO-1492,M-1164,WC-6,952,open,28-04-2024
MO-1493,M-1262,WC-11,4156,COMPLETED,2024-01-09
MO-1494,M-1245,WC-15,3740,open,2026-02-23
MO-1495,M-1085,WC-4,4140,COMPLETED,03/26/2026
MO-1496,M-1199,WC-2,4750,released,2025-08-14
MO-1497,M-1136,WC-9,2996,RELEASED,02/24/2025
MO-1498,M-1165,WC-15,83,released,21-07-2024
MO-1499,M-1296,WC-11,366,COMPLETED,28-02-2024
MO-1500,M-1205,WC-4,4920,RELEASED,2026-11-15
MO-1501,M-1017,WC-3,1836,OPEN,10-07-2026
MO-1502,M-1145,WC-8,3875,OPEN,2025-03-09
MO-1503,M-1157,WC-8,339,completed,07-08-2024
MO-1504,M-1184,WC-15,395,OPEN,2024-02-22
MO-1505,M-1154,WC-8,4396,completed,07/20/2025
MO-1506,M-1241,WC-15,3848,released,20-10-2026
MO-1507,M-1239,WC-2,2654,open,19-10-2024
MO-1508,M-1133,WC-4,916,open,2025-02-07
MO-1509,M-1123,WC-10,2234,released,2024-06-12
MO-1510,M-1134,WC-10,3808,released,2026-01-21
MO-1511,M-1205,WC-2,1690,RELEASED,2025-01-03
MO-1512,M-1260,WC-15,2402,completed,02/21/2025
MO-1513,M-1024,WC-1,3931,RELEASED,05/03/2024
MO-1514,M-1158,WC-5,210,RELEASED,02/19/2026
MO-1515,M-1072,WC-10,1616,open,2026-07-15
MO-1516,M-1244,WC-11,2729,RELEASED,2024-03-14
MO-1517,M-1183,WC-9,349,released,2025-11-18
MO-1518,M-1268,WC-14,3869,open,06/16/2024
MO-1519,M-1213,WC-4,3341,COMPLETED,2024-06-17
MO-1520,M-1012,WC-9,34,completed,25-06-2025
MO-1521,M-1014,WC-2,201,COMPLETED,03/03/2025
MO-1522,M-1140,WC-4,4074,COMPLETED,07/11/2026
MO-1523,M-1097,WC-10,2590,completed,2025-09-12
MO-1524,M-1086,WC-2,1059,released,2026-01-26
MO-1525,M-1259,WC-8,1913,OPEN,15-08-2025
MO-1526,M-1045,WC-14,1362,RELEASED,12/21/2024
MO-1527,M-1055,WC-5,3538,OPEN,12/11/2026
MO-1528,M-1191,WC-4,2439,COMPLETED,04/19/2025
MO-1529,M-1239,WC-1,2826,released,05-04-2026
MO-1530,M-1297,WC-3,2129,RELEASED,2026-02-08
MO-1531,M-1079,WC-11,4297,completed,2026-12-26
MO-1532,M-1118,WC-9,721,COMPLETED,2024-07-11
MO-1533,M-1147,WC-3,4891,RELEASED,2025-07-15
MO-1534,M-1207,WC-13,272,COMPLETED,04-10-2024
MO-1535,M-1053,WC-4,2509,completed,2026-05-13
MO-1536,M-1287,WC-14,2143,open,19-01-2025
MO-1537,M-1210,WC-5,4329,COMPLETED,05/23/2026
MO-1538,M-1186,WC-8,1958,open,03/02/2024
MO-1539,M-1084,WC-13,951,open,2024-04-24
MO-1540,M-1109,WC-4,4752,open,02/02/2025
MO-1541,M-1121,WC-1,1857,COMPLETED,04-04-2024
MO-1542,M-1064,WC-5,4300,RELEASED,06/04/2024
MO-1543,M-1125,WC-7,3745,COMPLETED,18-11-2026
MO-1544,M-1073,WC-8,379,open,2026-06-14
MO-1545,M-1157,WC-13,4860,OPEN,05-06-2024
MO-1546,M-1047,WC-3,2823,COMPLETED,08/26/2025
MO-1547,M-1281,WC-11,4893,completed,2024-10-17
MO-1548,M-1119,WC-10,4394,open,08-11-2024
MO-1549,M-1020,WC-8,2083,completed,2025-10-21
MO-1550,M-1236,WC-6,266,completed,01-07-2026
MO-1551,M-1212,WC-2,3197,open,2026-04-17
MO-1552,M-1029,WC-9,1585,released,2024-02-24
MO-1553,M-1276,WC-6,3250,OPEN,2026-02-06
MO-1554,M-1054,WC-8,3339,completed,05-08-2026
MO-1555,M-1210,WC-15,3659,open,2025-01-13
MO-1556,M-1012,WC-13,2205,completed,22-06-2025
MO-1557,M-1127,WC-12,371,released,2026-03-25
MO-1558,M-1076,WC-6,493,COMPLETED,14-09-2024
MO-1559,M-1256,WC-4,4883,RELEASED,2025-07-25
MO-1560,M-1113,WC-14,897,released,2026-03-03
MO-1561,M-1274,WC-12,3514,open,11/12/2024
MO-1562,M-1095,WC-4,2760,OPEN,2024-01-22
MO-1563,M-1201,WC-3,899,released,2025-07-14
MO-1564,M-1061,WC-3,4737,open,01/14/2024
MO-1565,M-1218,WC-10,3359,completed,07/18/2025
MO-1566,M-1032,WC-12,2659,RELEASED,13-08-2024
MO-1567,M-1150,WC-3,3555,RELEASED,2026-08-10
MO-1568,M-1233,WC-7,1019,COMPLETED,2026-10-17
MO-1569,M-1165,WC-10,4365,OPEN,28-10-2024
MO-1570,M-1236,WC-9,2351,COMPLETED,19-12-2026
MO-1571,M-1138,WC-3,790,COMPLETED,2024-08-26
MO-1572,M-1012,WC-1,1612,RELEASED,05-11-2024
MO-1573,M-1099,WC-1,817,RELEASED,01/05/2025
MO-1574,M-1122,WC-8,460,RELEASED,08/02/2026
MO-1575,M-1140,WC-9,444,completed,06/05/2025
MO-1576,M-1283,WC-8,2418,open,08/09/2024
MO-1577,M-1193,WC-7,3408,COMPLETED,2026-07-08
MO-1578,M-1262,WC-14,447,COMPLETED,03/01/2026
MO-1579,M-1224,WC-4,3113,COMPLETED,2026-10-22
MO-1580,M-1088,WC-5,1192,RELEASED,2026-02-14
MO-1581,M-1080,WC-15,2753,COMPLETED,05/22/2025
MO-1582,M-1142,WC-8,2875,released,2026-01-27
MO-1583,M-1139,WC-1,2999,COMPLETED,2025-09-21
MO-1584,M-1119,WC-6,4606,COMPLETED,2026-01-16
MO-1585,M-1282,WC-4,4867,RELEASED,23-02-2026
MO-1586,M-1025,WC-1,1628,OPEN,2025-07-19
MO-1587,M-1189,WC-3,2628,released,2026-09-18
MO-1588,M-1044,WC-14,4414,open,01/05/2026
MO-1589,M-1040,WC-8,2982,open,2026-02-07
MO-1590,M-1299,WC-1,2494,open,08-05-2026
MO-1591,M-1078,WC-6,2900,COMPLETED,2024-09-09
MO-1592,M-1215,WC-13,4223,OPEN,2026-11-24
MO-1593,M-1261,WC-10,2250,OPEN,25-02-2025
MO-1594,M-1234,WC-2,4545,completed,01/24/2025
MO-1595,M-1135,WC-9,1769,completed,2024-12-12
MO-1596,M-1065,WC-7,2669,COMPLETED,09/07/2026
MO-1597,M-1269,WC-4,95,COMPLETED,2025-03-15
MO-1598,M-1119,WC-5,3518,completed,2024-09-27
MO-1599,M-1085,WC-2,1469,RELEASED,2026-11-21
MO-1600,M-1048,WC-7,3871,OPEN,2025-11-03
MO-1601,M-1132,WC-8,348,OPEN,03-01-2026
MO-1602,M-1042,WC-5,4664,COMPLETED,2026-02-24
MO-1603,M-1085,WC-6,3482,released,26-10-2026
MO-1604,M-1100,WC-11,1109,completed,2025-01-18
MO-1605,M-1161,WC-12,896,completed,2024-12-07
MO-1606,M-1254,WC-3,709,COMPLETED,03/17/2026
MO-1607,M-1051,WC-14,1900,completed,2025-12-04
MO-1608,M-1219,WC-4,788,RELEASED,2025-01-21
MO-1609,M-1137,WC-10,963,released,2024-01-21
MO-1610,M-1108,WC-7,3977,open,16-09-2024
MO-1611,M-1049,WC-3,218,open,06/04/2025
MO-1612,M-1147,WC-1,1111,RELEASED,14-09-2025
MO-1613,M-1000,WC-11,4500,open,02/24/2024
MO-1614,M-1180,WC-14,4380,OPEN,2024-04-12
MO-1615,M-1035,WC-2,333,RELEASED,09/24/2024
MO-1616,M-1081,WC-10,1807,OPEN,11/19/2024
MO-1617,M-1233,WC-2,3469,RELEASED,02/01/2024
MO-1618,M-1264,WC-9,4324,completed,2026-10-07
MO-1619,M-1097,WC-14,3130,OPEN,2026-10-06
MO-1620,M-1106,WC-12,2853,OPEN,07/16/2025
MO-1621,M-1059,WC-4,1380,released,01-09-2026
MO-1622,M-1181,WC-13,2951,released,2024-09-25
MO-1623,M-1272,WC-14,3344,completed,2025-08-28
MO-1624,M-1174,WC-14,1349,released,03-03-2025
MO-1625,M-1187,WC-15,366,COMPLETED,11/03/2026
MO-1626,M-1278,WC-10,3096,completed,03/18/2026
MO-1627,M-1033,WC-4,626,COMPLETED,2025-10-22
MO-1628,M-1134,WC-10,3882,released,2025-04-06
