po_id,supplier_id,order_date,expected_date,status
PO-499,SM-27,11-08-2025,2026-12-10,PARTIAL
PO-500,SM-27,2024-12-18,2026-04-23,closed
PO-501,SM-28,2024-08-02,07/28/2026,partial
PO-502,SM-12,2026-06-23,08/12/2026,partial
PO-503,SM-6,2026-12-16,10/13/2026,closed
PO-504,SM-6,08/24/2026,02/27/2026,closed
PO-505,SM-12,07-04-2024,14-05-2026,OPEN
PO-506,SM-16,2024-04-26,2024-09-15,closed
PO-507,SM-2,2026-09-04,2024-10-24,OPEN
PO-508,SM-34,02/24/2026,11-10-2026,OPEN
PO-509,SM-14,12/08/2025,03/24/2024,closed
PO-510,SM-1,2024-12-27,2025-07-19,open
PO-511,SM-31,2024-09-14,2025-11-27,open
PO-512,SM-10,02/10/2025,2026-02-21,partial
PO-513,SM-22,2024-07-23,2025-12-27,closed
PO-514,SM-15,14-10-2025,05/07/2024,open
PO-515,SM-18,06/07/2025,2024-11-09,OPEN
PO-516,SM-11,01/18/2024,03/28/2026,PARTIAL
PO-517,SM-24,2024-12-05,2026-12-04,OPEN
PO-518,SM-20,20-11-2026,08/16/2024,PARTIAL
PO-519,SM-11,17-12-2025,28-02-2026,PARTIAL
PO-520,SM-18,08/18/2024,01/07/2025,PARTIAL
PO-521,SM-23,2025-09-25,2026-08-13,open
PO-522,SM-36,2026-09-27,2024-03-06,open
PO-523,SM-39,12-06-2025,2026-09-21,partial
PO-524,SM-2,09/01/2024,2024-01-19,closed
PO-525,SM-32,2026-06-11,08/11/2025,PARTIAL
PO-526,SM-39,20-10-2024,2025-05-17,PARTIAL
PO-527,SM-9,2026-01-14,2025-11-21,closed
PO-528,SM-35,2026-11-04,02-01-2026,closed
PO-529,SM-28,09/17/2025,04/25/2026,closed
PO-530,SM-6,2025-08-25,2025-12-06,OPEN
PO-531,SM-17,12/17/2024,2025-09-04,open
PO-532,SM-11,21-11-2024,2026-05-24,PARTIAL
PO-533,SM-35,12/26/2024,2025-06-26,OPEN
PO-534,SM-11,22-07-2024,04/25/2024,open
PO-535,SM-29,2025-06-15,08/27/2024,closed
PO-536,SM-16,2025-08-16,2024-07-22,partial
PO-537,SM-36,2025-08-06,2025-10-16,closed
PO-538,SM-5,11/04/2026,2026-03-06,OPEN
PO-539,SM-38,2026-06-06,09/26/2024,PARTIAL
PO-540,SM-36,01/16/2025,2025-01-25,closed
PO-541,SM-6,09/27/2024,2024-10-12,OPEN
PO-542,SM-28,2026-10-11,2025-02-17,OPEN
PO-543,SM-7,06/15/2026,2025-11-23,OPEN
PO-544,SM-23,12-09-2024,2026-06-04,PARTIAL
PO-545,SM-27,2026-10-26,02/17/2024,PARTIAL
PO-546,SM-11,2025-04-23,02/26/2024,PARTIAL
PO-547,SM-21,2024-03-08,2024-03-27,closed
PO-548,SM-21,2024-06-02,04/19/2026,closed
PO-549,SM-11,09-05-2026,07/01/2024,open
PO-550,SM-23,28-11-2025,2024-07-13,partial
PO-551,SM-33,2026-02-26,26-02-2024,partial
PO-552,SM-27,04/10/2026,08-03-2025,closed
PO-553,SM-4,05-05-2026,2024-05-25,PARTIAL
PO-554,SM-16,2024-02-14,2025-12-27,partial
PO-555,SM-39,25-07-2026,2025-07-28,open
PO-556,SM-40,05/23/2025,10/23/2025,OPEN
PO-557,SM-30,19-03-2024,2024-09-06,partial
PO-558,SM-21,2025-11-04,2025-11-09,OPEN
PO-559,SM-22,07/06/2025,08/13/2026,OPEN
PO-560,SM-17,2025-12-06,11/17/2025,partial
PO-561,SM-18,03-04-2025,01/26/2025,open
PO-562,SM-28,10/13/2025,2025-10-14,PARTIAL
PO-563,SM-27,10/09/2025,07/12/2024,open
PO-564,SM-25,2026-08-26,2025-05-21,open
PO-565,SM-23,2024-10-24,2025-07-11,partial
PO-566,SM-8,04-04-2025,11/07/2025,closed
PO-567,SM-37,2025-03-22,06/10/2024,OPEN
PO-568,SM-18,25-12-2024,07/11/2024,partial
PO-569,SM-31,2025-02-13,2025-01-27,OPEN
PO-570,SM-33,2024-12-12,2024-10-06,partial
PO-571,SM-40,24-08-2024,2025-05-08,closed
PO-572,SM-16,2025-01-11,2026-11-28,OPEN
PO-573,SM-22,2025-04-21,2024-07-06,open
PO-574,SM-15,15-06-2024,03/17/2024,OPEN
PO-575,SM-6,2024-06-25,2024-03-12,open
PO-576,SM-14,04/27/2024,04/09/2024,open
PO-577,SM-40,2024-07-02,2026-02-17,open
PO-578,SM-2,2026-09-27,12/18/2026,PARTIAL
PO-579,SM-27,21-12-2026,2025-04-06,OPEN
PO-580,SM-23,2024-05-05,03/25/2024,closed
PO-581,SM-9,09/25/2024,03/07/2026,open
PO-582,SM-8,21-09-2024,04/06/2026,closed
PO-583,SM-31,2024-09-06,2026-08-12,OPEN
PO-584,SM-33,2024-10-22,2026-02-08,OPEN
PO-585,SM-22,2024-05-19,11/25/2024,partial
PO-586,SM-9,2024-12-05,01/17/2026,OPEN
PO-587,SM-3,2024-05-01,27-12-2024,closed
PO-588,SM-4,2025-06-17,2025-06-12,OPEN
PO-589,SM-24,2025-11-19,2025-12-24,open
PO-590,SM-1,05/25/2024,2024-08-04,partial
PO-591,SM-26,2025-03-06,06-01-2025,OPEN
PO-592,SM-28,03/06/2024,2025-03-21,PARTIAL
PO-593,SM-18,2025-03-20,2025-12-27,partial
PO-594,SM-26,2026-10-19,2025-06-08,closed
PO-595,SM-39,2025-05-04,2024-04-11,PARTIAL
PO-596,SM-37,2025-04-03,05/21/2025,closed
PO-597,SM-30,2025-08-21,20-06-2025,OPEN
PO-598,SM-17,01/12/2025,2026-10-25,partial
PO-599,SM-4,05-11-2025,17-12-2025,closed
PO-600,SM-32,2025-02-03,2025-07-21,PARTIAL
PO-601,SM-38,2024-10-20,2025-04-15,OPEN
PO-602,SM-8,02/28/2024,10-01-2026,PARTIAL
PO-603,SM-18,2026-05-21,2026-10-22,open
PO-604,SM-34,2026-10-07,06-07-2026,PARTIAL
PO-605,SM-25,09/22/2026,2024-06-04,PARTIAL
PO-606,SM-5,2025-01-17,2025-03-21,partial
PO-607,SM-31,02/10/2024,2025-08-01,partial
PO-608,SM-33,2026-12-03,22-06-2025,OPEN
PO-609,SM-15,2024-04-21,2026-04-02,PARTIAL
PO-610,SM-17,2026-12-01,08/21/2025,partial
PO-611,SM-8,2024-09-28,11-08-2026,OPEN
PO-612,SM-32,08/01/2026,2025-02-22,OPEN
PO-613,SM-4,2026-08-15,20-03-2025,OPEN
PO-614,SM-22,2025-09-24,2024-03-17,closed
PO-615,SM-24,13-02-2025,2025-05-26,OPEN
PO-616,SM-12,26-06-2025,01/07/2026,closed
PO-617,SM-8,2024-01-17,2025-03-08,closed
PO-618,SM-28,2026-10-03,21-10-2024,partial
PO-619,SM-12,05/18/2024,2026-04-10,open
PO-620,SM-14,03/01/2026,09/22/2024,closed
PO-621,SM-28,11/08/2026,07/11/2025,PARTIAL
PO-622,SM-12,12/17/2026,05/19/2026,open
PO-623,SM-1,05/02/2024,08/15/2024,closed
PO-624,SM-8,2025-09-04,05/17/2024,partial
PO-625,SM-36,01/15/2025,2026-01-22,closed
PO-626,SM-33,2026-08-07,19-04-2026,open
PO-627,SM-18,2025-02-22,2024-02-24,PARTIAL
PO-628,SM-30,05-09-2025,28-06-2025,OPEN
PO-629,SM-17,19-07-2026,2025-03-14,open
PO-630,SM-21,2025-08-27,10/09/2025,open
PO-631,SM-5,2026-01-03,2024-01-28,OPEN
PO-632,SM-5,2026-03-14,2025-05-09,PARTIAL
PO-633,SM-26,2025-04-26,2026-09-05,closed
PO-634,SM-30,18-07-2024,19-05-2025,closed
PO-635,SM-23,2025-10-18,2026-10-02,closed
PO-636,SM-28,2026-01-26,2026-01-01,PARTIAL
PO-637,SM-22,2026-06-15,2025-05-15,OPEN
PO-638,SM-21,20-07-2026,05/12/2024,closed
PO-639,SM-3,04/25/2024,2025-02-03,closed
PO-640,SM-28,2024-11-08,2026-07-20,open
PO-641,SM-11,05-04-2024,19-05-2024,closed
PO-642,SM-31,09/04/2026,05/05/2025,PARTIAL
PO-643,SM-33,2025-11-25,11/15/2025,open
PO-644,SM-17,12/03/2024,2024-11-13,PARTIAL
PO-645,SM-13,2025-11-05,02/17/2024,OPEN
PO-646,SM-38,04/06/2024,02/15/2024,closed
PO-647,SM-31,25-11-2025,2026-01-09,partial
PO-648,SM-32,2024-03-15,2025-08-18,PARTIAL
PO-649,SM-38,2026-04-04,12-12-2026,partial
PO-650,SM-8,07/04/2025,2025-10-14,open
PO-651,SM-27,2025-08-12,10/10/2026,partial
PO-652,SM-31,2024-12-06,2026-05-13,PARTIAL
PO-653,SM-17,2024-12-04,2026-01-05,open
PO-654,SM-17,12/20/2026,2026-03-21,partial
PO-655,SM-20,24-04-2026,05/19/2026,open
PO-656,SM-37,08/28/2025,2024-06-05,partial
PO-657,SM-27,2024-03-14,2026-11-28,open
PO-658,SM-29,07-06-2026,14-02-2025,OPEN
PO-659,SM-13,2024-08-19,2026-02-08,partial
PO-660,SM-11,2024-06-15,2024-02-26,PARTIAL
PO-661,SM-5,02/11/2025,06-09-2025,PARTIAL
PO-662,SM-11,2024-08-14,2024-02-03,open
PO-663,SM-26,12/26/2024,11/21/2026,PARTIAL
PO-664,SM-7,2024-11-07,07/13/2024,closed
PO-665,SM-9,28-02-2024,03/11/2025,open
PO-666,SM-32,03/15/2024,2026-06-19,OPEN
PO-667,SM-30,2024-04-28,2026-08-25,partial
PO-668,SM-22,04-11-2026,2026-09-15,OPEN
PO-669,SM-4,2024-03-01,2024-04-04,partial
PO-670,SM-4,2025-08-28,2025-05-14,PARTIAL
PO-671,SM-36,2024-01-06,25-07-2026,PARTIAL
PO-672,SM-20,03/19/2024,01-03-2024,open
PO-673,SM-2,06-04-2025,21-02-2026,PARTIAL
PO-674,SM-4,2025-03-21,23-07-2025,open
PO-675,SM-31,06/10/2025,2026-09-19,PARTIAL
PO-676,SM-7,2024-05-25,2024-07-21,PARTIAL
PO-677,SM-29,2025-03-27,2025-03-19,closed
PO-678,SM-29,2025-05-03,10/28/2025,PARTIAL
PO-679,SM-5,2024-10-19,19-02-2024,open
PO-680,SM-10,11/04/2024,2024-04-14,partial
PO-681,SM-32,02/23/2025,12/08/2025,PARTIAL
PO-682,SM-12,2026-09-17,05/05/2025,closed
PO-683,SM-26,03/05/2024,2024-03-28,open
PO-684,SM-19,2024-11-15,2025-01-10,PARTIAL
PO-685,SM-22,04-11-2024,2024-08-10,closed
PO-686,SM-28,11/03/2025,08/28/2026,partial
PO-687,SM-13,08/28/2026,17-08-2025,closed
PO-688,SM-7,2026-05-01,08/19/2026,open
PO-689,SM-8,01/03/2024,2025-02-26,closed
PO-690,SM-27,03-05-2025,03/21/2025,closed
PO-691,SM-24,2026-04-12,2024-01-22,PARTIAL
PO-692,SM-11,10/12/2024,2026-04-18,OPEN
PO-693,SM-36,07/07/2025,2024-11-23,closed
PO-694,SM-9,2025-07-04,2026-10-20,OPEN
PO-695,SM-11,2024-05-06,2025-05-16,OPEN
PO-696,SM-7,2025-05-02,2024-03-07,open
PO-697,SM-27,05/22/2024,2026-08-11,PARTIAL
PO-698,SM-31,14-02-2024,2024-08-24,open
PO-699,SM-5,04/07/2024,2026-12-01,open
PO-700,SM-2,01/14/2026,2025-01-08,OPEN
PO-701,SM-1,2024-11-17,05/14/2025,partial
PO-702,SM-22,2026-03-06,2024-10-24,open
PO-703,SM-7,05-03-2026,2025-08-23,OPEN
PO-704,SM-18,2024-08-10,2026-05-20,PARTIAL
PO-705,SM-40,10-11-2025,03/16/2024,open
PO-706,SM-14,2025-04-11,2025-05-04,PARTIAL
PO-707,SM-11,06/16/2025,03/03/2025,partial
PO-708,SM-32,22-12-2026,23-07-2024,open
PO-709,SM-26,2025-02-09,2026-09-28,OPEN
PO-710,SM-6,2025-06-20,20-02-2025,PARTIAL
PO-711,SM-31,09/24/2026,02/03/2024,PARTIAL
PO-712,SM-7,16-12-2026,2025-08-08,OPEN
PO-713,SM-13,2026-09-10,08/17/2025,PARTIAL
PO-714,SM-39,08/22/2025,2026-03-20,OPEN
PO-715,SM-34,2026-08-28,04-08-2024,OPEN
PO-716,SM-21,2026-10-12,12-02-2024,closed
PO-717,SM-33,08-11-2025,01-10-2026,closed
PO-718,SM-10,03-09-2025,05/19/2026,partial
PO-719,SM-12,2024-03-10,2026-08-26,open
PO-720,SM-26,2026-03-20,2026-05-07,open
PO-721,SM-32,2024-02-26,2024-06-28,closed
PO-722,SM-5,11/18/2024,11/22/2025,open
PO-723,SM-24,10-01-2026,18-09-2025,OPEN
PO-724,SM-29,15-05-2026,2026-10-28,OPEN
PO-725,SM-32,2026-08-04,25-01-2024,open
PO-726,SM-23,01/22/2024,28-04-2025,partial
PO-727,SM-12,06/03/2025,2026-06-13,OPEN
PO-728,SM-24,2025-08-10,20-04-2025,PARTIAL
PO-729,SM-20,10/19/2026,07/28/2025,OPEN
PO-730,SM-7,2024-08-23,2024-10-17,open
PO-731,SM-30,05/07/2026,2026-03-26,partial
PO-732,SM-3,24-10-2025,2024-06-05,OPEN
PO-733,SM-18,10/26/2024,01-05-2024,OPEN
PO-734,SM-38,2025-09-17,09/21/2024,OPEN
PO-735,SM-19,2025-04-27,2026-08-21,partial
PO-736,SM-12,12/19/2025,2024-04-06,PARTIAL
PO-737,SM-26,02/02/2024,2024-08-06,PARTIAL
PO-738,SM-33,2024-04-25,01/24/2026,closed
PO-739,SM-11,19-01-2025,07-07-2024,PARTIAL
PO-740,SM-5,26-08-2024,09/09/2026,OPEN
PO-741,SM-30,05-08-2024,2024-09-16,PARTIAL
PO-742,SM-40,10/28/2024,2026-08-08,PARTIAL
PO-743,SM-37,2026-08-09,10/23/2025,closed
PO-744,SM-37,09-04-2025,05/04/2025,PARTIAL
PO-745,SM-30,11/11/2024,05-06-2026,partial
PO-746,SM-1,2024-05-23,03/24/2025,closed
PO-747,SM-24,20-02-2025,11/05/2025,PARTIAL
PO-748,SM-37,23-03-2024,05/19/2026,partial
PO-749,SM-34,2025-07-22,16-09-2024,open
PO-750,SM-28,2026-03-26,2025-08-10,open
PO-751,SM-1,07/12/2025,04-06-2026,OPEN
PO-752,SM-15,2026-05-19,23-08-2026,open
PO-753,SM-32,02/24/2026,05/01/2024,open
PO-754,SM-3,02/28/2024,2025-11-01,OPEN
PO-755,SM-33,2026-08-07,2026-01-10,closed
PO-756,SM-40,2024-06-20,04/11/2026,closed
PO-757,SM-37,12/20/2026,2024-04-02,OPEN
PO-758,SM-30,2026-01-10,2026-01-23,PARTIAL
PO-759,SM-1,2024-06-27,2024-03-24,closed
PO-760,SM-11,2025-05-27,01/26/2024,partial
PO-761,SM-32,2025-12-27,10/02/2026,closed
PO-762,SM-3,2026-01-16,08/03/2024,PARTIAL
PO-763,SM-9,2025-12-19,2024-09-22,PARTIAL
PO-764,SM-32,14-03-2024,13-11-2025,closed
PO-765,SM-19,25-05-2025,07/10/2026,OPEN
PO-766,SM-26,04/13/2026,2026-07-24,OPEN
PO-767,SM-17,12/06/2024,2025-08-02,open
PO-768,SM-18,2025-04-02,2025-07-12,OPEN
PO-769,SM-33,2026-06-08,2026-07-01,OPEN
PO-770,SM-37,09/02/2026,2026-12-26,open
PO-771,SM-23,2026-01-04,05-05-2024,open
PO-772,SM-15,2024-03-02,2024-06-28,OPEN
PO-773,SM-1,2025-12-28,2026-12-06,open
PO-774,SM-32,2026-06-01,2024-02-07,partial
PO-775,SM-3,2025-09-17,08/04/2026,open
PO-776,SM-37,2025-06-07,2025-02-08,partial
PO-777,SM-10,03-07-2025,2024-11-21,closed
PO-778,SM-28,08/17/2025,17-08-2024,closed
PO-779,SM-10,2024-04-20,2025-12-15,PARTIAL
PO-780,SM-36,2024-01-18,2025-04-07,open
PO-781,SM-25,2025-12-12,2026-05-03,closed
PO-782,SM-23,2024-08-03,08-02-2026,open
PO-783,SM-36,04/23/2025,2024-08-05,closed
PO-784,SM-26,22-07-2026,17-10-2024,closed
PO-785,SM-4,2024-08-21,05/23/2026,PARTIAL
PO-786,SM-26,2024-05-26,2024-03-08,closed
PO-787,SM-26,06/10/2026,02/09/2026,closed
PO-788,SM-32,06/23/2026,07-03-2024,open
PO-789,SM-5,2026-10-15,06/10/2025,open
PO-790,SM-24,04/28/2024,2024-07-26,OPEN
PO-791,SM-4,2026-04-16,05/05/2025,OPEN
PO-792,SM-11,09/17/2026,03/04/2025,partial
PO-793,SM-38,2024-10-02,2024-01-15,PARTIAL
PO-794,SM-12,06/16/2024,19-04-2026,PARTIAL
PO-795,SM-24,01/23/2026,03/18/2024,closed
PO-796,SM-37,2024-07-22,01/02/2026,PARTIAL
PO-797,SM-26,11/13/2024,23-04-2025,partial
PO-798,SM-19,18-09-2025,2026-05-10,open
PO-799,SM-27,2026-05-22,10/27/2024,open
PO-800,SM-29,2024-05-18,05/09/2025,partial
PO-801,SM-36,08/01/2024,2024-01-16,open
PO-802,SM-14,2024-09-17,07-01-2024,closed
PO-803,SM-20,23-06-2025,2024-08-08,PARTIAL
PO-804,SM-29,2025-11-10,12-04-2026,PARTIAL
PO-805,SM-1,10-06-2026,2024-10-27,partial
PO-806,SM-1,28-12-2026,2024-12-02,closed
PO-807,SM-6,2026-07-06,09/06/2024,closed
PO-808,SM-33,08/20/2026,2024-11-10,partial
PO-809,SM-32,01-01-2024,26-08-2024,closed
PO-810,SM-40,07/05/2026,2024-11-18,partial
PO-811,SM-19,27-08-2026,12/16/2026,closed
PO-812,SM-19,05/11/2024,27-04-2026,PARTIAL
PO-813,SM-35,27-09-2026,14-10-2024,closed
PO-814,SM-22,12/13/2025,25-12-2024,partial
PO-815,SM-8,2024-10-17,04-10-2026,open
PO-816,SM-11,2026-03-13,03/19/2025,PARTIAL
PO-817,SM-24,12/08/2025,04/12/2024,closed
PO-818,SM-5,22-05-2024,10/23/2024,OPEN
PO-819,SM-8,2024-09-19,2026-01-16,open
PO-820,SM-37,05/22/2024,2025-04-25,partial
PO-821,SM-6,10/09/2024,2026-05-04,closed
PO-822,SM-32,25-02-2024,2026-06-15,open
PO-823,SM-7,2026-06-14,12/16/2024,open
PO-824,SM-26,2026-02-16,2026-12-17,partial
PO-825,SM-12,06/08/2026,2025-01-07,OPEN
PO-826,SM-21,06-05-2024,12/26/2025,closed
PO-827,SM-23,14-01-2025,09-09-2025,open
PO-828,SM-32,11/11/2025,2026-06-13,PARTIAL
PO-829,SM-16,12/02/2026,04/11/2025,partial
PO-830,SM-14,11/04/2026,2026-03-17,partial
PO-831,SM-34,2025-07-21,2025-08-10,PARTIAL
PO-832,SM-26,2025-09-22,07-02-2025,partial
PO-833,SM-25,12/27/2026,02-11-2026,OPEN
PO-834,SM-34,19-01-2024,28-06-2026,closed
PO-835,SM-28,2025-02-07,02/01/2024,open
PO-836,SM-33,2025-01-06,03/06/2026,closed
PO-837,SM-20,02/13/2026,2025-08-10,open
PO-838,SM-5,03/16/2026,12/23/2025,OPEN
PO-839,SM-8,2024-06-13,24-09-2026,open
PO-840,SM-14,12/12/2026,11/14/2026,closed
PO-841,SM-23,2025-01-12,11/12/2025,PARTIAL
PO-842,SM-4,02/20/2025,04-11-2025,closed
PO-843,SM-29,01/01/2024,2026-10-17,PARTIAL
PO-844,SM-25,2026-11-19,2024-05-06,closed
PO-845,SM-21,2026-09-04,03/14/2025,open
PO-846,SM-30,04/16/2025,2024-01-11,open
PO-847,SM-8,10/18/2026,2024-01-20,closed
PO-848,SM-10,2026-01-16,16-10-2025,OPEN
PO-849,SM-38,25-11-2024,02/07/2025,partial
PO-850,SM-32,09/16/2025,2025-08-20,OPEN
PO-851,SM-25,2026-05-03,12-03-2026,PARTIAL
PO-852,SM-1,2026-08-02,2024-06-06,OPEN
PO-853,SM-25,07/28/2024,2026-11-09,open
PO-854,SM-9,2025-01-22,2025-03-19,OPEN
PO-855,SM-21,15-12-2025,2025-10-09,OPEN
PO-856,SM-34,2026-08-12,2026-06-13,PARTIAL
PO-857,SM-24,2025-09-02,12/17/2024,OPEN
PO-858,SM-4,02-10-2025,2025-09-19,closed
PO-859,SM-38,2026-09-28,2024-10-25,open
PO-860,SM-8,11-12-2026,2026-02-18,PARTIAL
PO-861,SM-28,2025-06-10,2024-03-15,closed
PO-862,SM-38,02/26/2025,02/22/2025,closed
PO-863,SM-2,2025-12-22,2025-04-07,closed
PO-864,SM-11,10/27/2026,2025-12-15,open
PO-865,SM-30,2026-10-13,01/15/2026,closed
PO-866,SM-6,01-11-2025,16-08-2024,open
PO-867,SM-27,11/02/2024,08/14/2025,partial
PO-868,SM-34,02/03/2026,10-10-2026,PARTIAL
PO-869,SM-34,24-05-2025,2025-11-19,OPEN
PO-870,SM-10,24-04-2025,05-04-2026,OPEN
PO-871,SM-1,08/18/2024,03-04-2026,OPEN
PO-872,SM-4,2025-05-16,2024-07-28,PARTIAL
PO-873,SM-11,20-04-2024,08/06/2024,open
PO-874,SM-25,2026-04-08,07/16/2026,closed
PO-875,SM-36,03-06-2024,11/10/2024,closed
PO-876,SM-22,2024-08-19,2026-10-21,PARTIAL
PO-877,SM-26,2024-01-18,26-09-2024,closed
PO-878,SM-16,19-09-2024,02/01/2024,partial
PO-879,SM-29,2025-01-22,2024-09-25,open
PO-880,SM-32,2025-10-04,11/12/2024,partial
PO-881,SM-38,2026-09-09,11/20/2026,closed
PO-882,SM-5,08/06/2024,2026-12-13,OPEN
PO-883,SM-6,2024-05-18,2026-07-19,open
PO-884,SM-30,2025-04-13,2025-05-04,partial
PO-885,SM-12,2026-02-24,12/21/2025,open
PO-886,SM-18,04/05/2024,2026-03-28,partial
PO-887,SM-36,05-10-2026,12/26/2024,OPEN
PO-888,SM-12,10/11/2024,2026-10-21,open
PO-889,SM-10,28-03-2025,09/27/2024,OPEN
PO-890,SM-21,08/09/2026,2026-07-02,closed
PO-891,SM-25,24-08-2026,2026-06-26,partial
PO-892,SM-24,2025-08-18,09/28/2024,partial
PO-893,SM-23,2025-01-27,2026-04-04,partial
PO-894,SM-27,02-04-2025,12-12-2025,closed
PO-895,SM-9,05-02-2026,03/16/2024,PARTIAL
PO-896,SM-13,2026-11-21,2024-07-22,OPEN
PO-897,SM-20,12/11/2025,2025-04-15,partial
PO-898,SM-37,2026-03-07,22-09-2025,PARTIAL
PO-899,SM-34,09/20/2024,26-07-2025,OPEN
PO-900,SM-18,2026-10-25,05-10-2024,partial
PO-901,SM-37,2025-10-17,09/09/2024,OPEN
PO-902,SM-14,2024-07-18,27-04-2025,open
PO-903,SM-29,04/25/2024,10/10/2026,partial
PO-904,SM-5,2025-05-04,2024-04-22,PARTIAL
PO-905,SM-25,2025-04-10,2024-04-16,partial
PO-906,SM-10,21-05-2026,2025-03-10,PARTIAL
PO-907,SM-28,2024-07-18,2025-08-23,OPEN
PO-908,SM-30,04/27/2024,15-01-2024,OPEN
PO-909,SM-2,24-01-2026,2026-12-02,open
PO-910,SM-28,2026-06-19,17-02-2026,closed
PO-911,SM-36,06/17/2025,2025-10-19,open
PO-912,SM-1,11/02/2025,10/02/2024,closed
PO-913,SM-1,2024-04-04,02/26/2024,OPEN
PO-914,SM-23,2025-09-27,2026-09-20,open
PO-915,SM-3,2024-07-24,17-07-2026,PARTIAL
PO-916,SM-9,2026-04-23,2025-05-04,OPEN
PO-917,SM-31,2026-06-01,2025-10-11,closed
PO-918,SM-32,2024-05-13,2026-12-06,partial
PO-919,SM-39,18-05-2025,2024-11-19,PARTIAL
PO-920,SM-32,2024-09-01,08-09-2025,closed
PO-921,SM-20,2026-07-24,25-08-2025,partial
PO-922,SM-9,2025-06-20,2025-06-16,PARTIAL
PO-923,SM-7,27-04-2024,08/27/2025,PARTIAL
PO-924,SM-37,01-01-2025,2024-01-22,open
PO-925,SM-14,06/05/2026,23-09-2025,closed
PO-926,SM-9,2025-05-01,01/12/2025,closed
PO-927,SM-36,2026-03-20,2024-11-03,partial
PO-928,SM-34,11-02-2024,19-08-2025,open
PO-929,SM-4,10/07/2024,2024-08-03,OPEN
PO-930,SM-18,2025-10-01,08/26/2025,OPEN
PO-931,SM-39,2024-01-13,2025-11-11,partial
PO-932,SM-29,2024-04-07,2025-04-22,closed
PO-933,SM-4,2024-08-05,06/02/2025,OPEN
PO-934,SM-21,02/15/2026,08/17/2025,OPEN
PO-935,SM-13,04/09/2024,06/05/2026,closed
PO-936,SM-17,24-03-2026,19-06-2025,closed
PO-937,SM-1,2025-01-20,03-05-2025,closed
PO-938,SM-38,2024-06-28,06-10-2026,closed
PO-939,SM-19,08/14/2025,2026-06-24,partial
PO-940,SM-40,07/03/2024,2026-06-02,open
PO-941,SM-35,25-06-2024,25-02-2026,partial
PO-942,SM-16,07/11/2026,2026-04-06,OPEN
PO-943,SM-32,26-04-2026,09/25/2025,PARTIAL
PO-944,SM-15,05/24/2026,11-01-2025,closed
PO-945,SM-13,2024-04-18,13-09-2026,partial
PO-946,SM-18,2024-02-13,04/08/2024,closed
PO-947,SM-10,2025-01-17,18-01-2025,closed
PO-948,SM-1,2025-04-10,02-03-2026,OPEN
PO-949,SM-23,2024-02-05,10/12/2024,partial
PO-950,SM-19,08-09-2024,2024-12-14,open
PO-951,SM-1,03-07-2024,2024-03-28,open
PO-952,SM-23,2026-06-27,01-09-2026,closed
PO-953,SM-18,08/28/2026,03/25/2026,PARTIAL
PO-954,SM-35,2026-07-04,03-06-2026,PARTIAL
PO-955,SM-24,2025-05-10,2026-05-28,closed
PO-956,SM-39,05/03/2025,2026-04-20,closed
PO-957,SM-8,03/14/2024,2025-11-14,closed
PO-958,SM-1,05/23/2026,09/06/2025,OPEN
PO-959,SM-1,2026-10-19,02/02/2026,OPEN
PO-960,SM-11,2026-10-10,25-08-2025,PARTIAL
PO-961,SM-36,12/09/2025,04-10-2024,closed
PO-962,SM-3,2024-08-27,2026-09-14,OPEN
PO-963,SM-37,2025-06-20,2025-05-15,open
PO-964,SM-27,2024-11-07,2024-10-18,partial
PO-965,SM-36,2026-11-25,2024-12-01,partial
PO-966,SM-3,27-05-2026,2024-12-01,PARTIAL
PO-967,SM-7,08/05/2024,10/08/2024,open
PO-968,SM-33,2025-08-08,2025-05-25,partial
PO-969,SM-27,2026-08-05,25-03-2025,partial
PO-970,SM-3,2026-12-03,09/16/2024,partial
PO-971,SM-14,2026-06-25,11-06-2026,OPEN
PO-972,SM-19,12/03/2024,2024-08-03,closed
PO-973,SM-10,2025-02-26,2024-03-12,PARTIAL
PO-974,SM-22,10/06/2025,09/06/2024,closed
PO-975,SM-37,09/05/2025,06/05/2026,open
PO-976,SM-18,2024-05-27,02/05/2026,OPEN
PO-977,SM-2,07/03/2026,2024-10-24,open
PO-978,SM-28,21-06-2024,07/14/2025,OPEN
PO-979,SM-13,2026-02-09,2025-07-03,OPEN
PO-980,SM-18,2025-04-01,08/12/2026,open
PO-981,SM-22,10/23/2025,18-05-2024,OPEN
PO-982,SM-24,27-07-2026,05-01-2026,open
PO-983,SM-1,2024-12-15,01/22/2025,closed
PO-984,SM-39,2025-08-14,2024-07-19,PARTIAL
PO-985,SM-25,2025-01-15,2024-09-04,open
PO-986,SM-18,04/24/2025,2025-06-02,PARTIAL
PO-987,SM-32,14-10-2026,2026-12-21,OPEN
PO-988,SM-31,09/16/2025,2026-03-11,PARTIAL
PO-989,SM-12,2024-11-28,26-06-2026,open
PO-990,SM-17,2026-06-28,2024-05-07,PARTIAL
PO-991,SM-8,2026-05-02,06/18/2025,PARTIAL
PO-992,SM-6,10/02/2026,10/10/2026,partial
PO-993,SM-39,12-05-2024,12/20/2025,open
PO-994,SM-16,01-11-2025,05/17/2026,open
PO-995,SM-3,2026-02-19,2024-02-11,closed
PO-996,SM-23,2025-10-28,08/26/2024,open
PO-997,SM-4,2024-11-05,01-04-2025,partial
