customer_id,company_name,email,region,credit_limit,since
MC-519,LEXCORP MFG#51,mfg318@factory.org,深圳,1 919 878,2025-08-27
MC-520,pied piper mfg#52,MFG319@INDUSTRY.COM,武汉,"$4,166,297.00",2022-03-02
MC-521,TYRELL CORP MFG#53,mfg320@industry.com,成都,4879519,2026-10-08
MC-522,BLACK MESA MFG#54,mfg321@factory.org,上海,"$1,800,971.00",2025-11-14
MC-523,Massive Dynamic MFG#55,  mfg322@industry.com  ,杭州,2 469 288,2023-03-21
MC-524,Dunder Mifflin MFG#56,mfg323@industry.com,北京,1 258 499,04/17/2020
MC-525,  Vandelay MFG#57  ,mfg324@industry.com,西安,4661832,08/11/2026
MC-526,vandelay mfg#58,mfg325@plant.net,西安,"$4,110,311.00",2017-09-19
MC-527,oscorp mfg#59,mfg326@plant.net,深圳,"$3,586,449.00",2017-09-01
MC-528,Initech MFG#60,mfg327@plant.net,深圳,"$2,897,692.00",28-04-2024
MC-529,Weyland-Yutani MFG#61,MFG328@PLANT.NET,广州,835244,01/18/2024
MC-530,Blue Sun MFG#62,mfg329@factory.org,南京,3 089 771,03/23/2017
MC-531,  Weyland-Yutani MFG#63  ,mfg330@factory.org,上海,3830007,01-11-2021
MC-532,LEXCORP MFG#64,mfg331@factory.org,深圳,4622956,09/22/2023
MC-533,  Umbrella Co MFG#65  ,  mfg332@factory.org  ,杭州,4215554,02/13/2022
MC-534,HOOLI MFG#66,mfg333@plant.net,北京,3566732,2020-02-28
MC-535,Initech MFG#67,MFG334@INDUSTRY.COM,上海,3658505,2017-08-07
MC-536,  Tyrell Corp MFG#68  ,  mfg335@factory.org  ,深圳,4158602,12-08-2015
MC-537,Umbrella Co MFG#69,mfg336@industry.com,西安,2833884,2025-03-02
MC-538,Dunder Mifflin MFG#70,mfg337@plant.net,北京,2561931,2019-03-01
MC-539,Cyberdyne MFG#71,mfg338@plant.net,深圳,920421,03/18/2025
MC-540,  Tyrell Corp MFG#72  ,  mfg339@factory.org  ,南京,"$4,363,532.00",14-11-2019
MC-541,Vandelay MFG#73,mfg340@industry.com,西安,2147895,2016-07-10
MC-542,Hooli MFG#74,  mfg341@industry.com  ,武汉,"$1,695,893.00",12/25/2023
MC-543,wonka mfg#75,mfg342@industry.com,南京,"$427,135.00",2026-02-22
MC-544,LexCorp MFG#76,  mfg343@plant.net  ,北京,3609292,2026-01-20
MC-545,  Aperture MFG#77  ,MFG344@INDUSTRY.COM,北京,"$4,001,754.00",06-10-2023
MC-546,GLOBEX MFG#78,MFG345@FACTORY.ORG,南京,"$3,972,001.00",11/12/2015
MC-547,  Acme Corp MFG#79  ,  mfg346@plant.net  ,杭州,"$4,380,565.00",11/25/2024
MC-548,Vandelay MFG#80,mfg347@plant.net,深圳,4 026 407,10-06-2019
MC-549,Globex MFG#81,  mfg348@factory.org  ,成都,1677612,2021-02-08
MC-550,Stark Industries MFG#82,MFG349@FACTORY.ORG,杭州,4451462,06/17/2016
MC-551,WAYNE ENTERPRISES MFG#83,MFG350@INDUSTRY.COM,北京,3401471,10/22/2026
MC-552,Oscorp MFG#84,mfg351@industry.com,广州,"$4,733,734.00",2017-01-28
MC-553,Cyberdyne MFG#85,mfg352@industry.com,北京,4241860,08/16/2025
MC-554,  Aperture MFG#86  ,MFG353@INDUSTRY.COM,广州,3522630,2024-11-11
MC-555,Cyberdyne MFG#87,mfg354@plant.net,杭州,"$1,992,537.00",2022-05-09
MC-556,Hooli MFG#88,mfg355@plant.net,南京,"1 131 273,00",2023-01-22
MC-557,UMBRELLA CO MFG#0,mfg356@industry.com,武汉,2981346,2021-05-25
MC-558,  Aperture MFG#1  ,  mfg357@plant.net  ,广州,"$2,830,762.00",09-09-2018
MC-559,dunder mifflin mfg#2,MFG358@PLANT.NET,深圳,"$3,697,366.00",12/22/2018
MC-560,UMBRELLA CO MFG#3,mfg359@factory.org,南京,4823281,2023-02-10
MC-561,Black Mesa MFG#4,mfg360@industry.com,北京,4662519,2015-03-14
MC-562,PIED PIPER MFG#5,mfg361@plant.net,南京,"$4,686,389.00",10/19/2026
MC-563,globex mfg#6,mfg362@industry.com,广州,883736,2015-02-25
MC-564,INITECH MFG#7,mfg363@factory.org,成都,"$3,060,239.00",2021-09-13
MC-565,Oscorp MFG#8,MFG364@INDUSTRY.COM,深圳,3936303,2021-11-19
MC-566,cyberdyne mfg#9,mfg365@plant.net,武汉,"$2,589,332.00",2020-10-27
MC-567,aperture mfg#10,mfg366@plant.net,西安,3409020,2026-11-23
MC-568,Globex MFG#11,mfg367@factory.org,西安,2961666,16-08-2021
MC-569,APERTURE MFG#12,MFG368@FACTORY.ORG,深圳,1593083,15-06-2016
MC-570,Tyrell Corp MFG#13,mfg369@industry.com,苏州,1060712,12/09/2017
MC-571,  Aperture MFG#14  ,mfg370@factory.org,杭州,3093599,11-09-2022
MC-572,wayne enterprises mfg#15,mfg371@factory.org,成都,3529425,03/06/2023
MC-573,Blue Sun MFG#16,mfg372@plant.net,杭州,"$1,580,266.00",2019-07-21
MC-574,  Aperture MFG#17  ,MFG373@INDUSTRY.COM,武汉,"$2,596,981.00",2022-07-05
MC-575,dunder mifflin mfg#18,MFG374@INDUSTRY.COM,武汉,"$3,532,373.00",10/25/2016
MC-576,MASSIVE DYNAMIC MFG#19,mfg375@plant.net,苏州,"$382,843.00",01/01/2026
MC-577,  Aperture MFG#20  ,mfg376@industry.com,北京,"$3,110,298.00",2023-03-28
MC-578,Massive Dynamic MFG#21,mfg377@factory.org,上海,57740,26-08-2016
MC-579,Cyberdyne MFG#22,mfg378@plant.net,成都,3717386,01/27/2015
MC-580,Cyberdyne MFG#23,mfg379@plant.net,西安,"201 391,00",05/19/2018
MC-581,Hooli MFG#24,MFG380@FACTORY.ORG,上海,1503498,2024-12-27
MC-582,Vandelay MFG#25,mfg381@factory.org,南京,"$491,917.00",2016-04-11
MC-583,Acme Corp MFG#26,MFG382@FACTORY.ORG,南京,4421358,07-05-2016
MC-584,tyrell corp mfg#27,MFG383@PLANT.NET,武汉,3523438,2026-12-11
MC-585,  Blue Sun MFG#28  ,MFG384@INDUSTRY.COM,广州,2928617,2018-05-25
MC-586,MASSIVE DYNAMIC MFG#29,mfg385@factory.org,北京,1376019,2017-07-06
MC-587,  Hooli MFG#30  ,mfg386@factory.org,南京,1714933,17-01-2020
MC-588,Acme Corp MFG#31,mfg387@industry.com,成都,"$4,271,377.00",12/10/2018
MC-589,  LexCorp MFG#32  ,mfg388@plant.net,杭州,2115120,24-08-2020
MC-590,  Weyland-Yutani MFG#33  ,mfg389@plant.net,成都,"4 491 229,00",2022-07-24
MC-591,WEYLAND-YUTANI MFG#34,mfg390@industry.com,苏州,"$368,899.00",08/24/2021
MC-592,CYBERDYNE MFG#35,mfg391@plant.net,杭州,1 125 091,14-12-2021
MC-593,Pied Piper MFG#36,  mfg392@industry.com  ,上海,"$3,303,555.00",2015-11-13
MC-594,  Tyrell Corp MFG#37  ,mfg393@industry.com,广州,3001768,2026-11-01
MC-595,  Acme Corp MFG#38  ,MFG394@FACTORY.ORG,上海,"1 197 178,00",2018-06-15
MC-596,APERTURE MFG#39,mfg395@plant.net,成都,4123673,2019-12-21
MC-597,Pied Piper MFG#40,MFG396@PLANT.NET,广州,2287935,09/21/2017
MC-598,dunder mifflin mfg#41,mfg397@plant.net,杭州,"$2,280,590.00",06/24/2017
MC-599,Acme Corp MFG#42,MFG398@PLANT.NET,西安,"100 859,00",11/11/2023
MC-600,Globex MFG#43,mfg399@plant.net,广州,1938746,28-01-2025
MC-601,Pied Piper MFG#44,mfg400@factory.org,深圳,4782277,2023-07-17
MC-602,Cyberdyne MFG#45,  mfg401@factory.org  ,成都,4 149 556,2023-10-12
MC-603,Hooli MFG#46,mfg402@industry.com,成都,1632005,26-05-2017
MC-604,WEYLAND-YUTANI MFG#47,mfg403@factory.org,深圳,1697640,2019-05-15
MC-605,Cyberdyne MFG#48,MFG404@PLANT.NET,成都,"$4,734,421.00",03/11/2023
MC-606,  Oscorp MFG#49  ,mfg405@industry.com,深圳,3116530,26-05-2022
MC-607,Pied Piper MFG#50,mfg406@factory.org,深圳,"$4,854,679.00",2020-03-19
MC-608,Tyrell Corp MFG#51,mfg407@factory.org,深圳,"$2,017,523.00",2025-06-17
MC-609,massive dynamic mfg#52,mfg408@industry.com,苏州,"4 498 315,00",25-09-2016
MC-610,blue sun mfg#53,  mfg409@industry.com  ,西安,2 799 036,2018-08-07
MC-611,  Tyrell Corp MFG#54  ,mfg410@industry.com,武汉,"$3,515,517.00",06/06/2025
MC-612,Dunder Mifflin MFG#55,MFG411@INDUSTRY.COM,北京,3655773,05/13/2019
MC-613,  Weyland-Yutani MFG#56  ,MFG412@PLANT.NET,深圳,2896909,2015-01-12
MC-614,  Hooli MFG#57  ,  mfg413@plant.net  ,苏州,984608,23-12-2025
MC-615,Cyberdyne MFG#58,mfg414@factory.org,南京,"$780,488.00",2015-11-05
MC-616,TYRELL CORP MFG#59,mfg415@industry.com,上海,2288701,23-08-2022
MC-617,Tyrell Corp MFG#60,mfg416@industry.com,广州,3964124,2026-10-05
MC-618,Wonka MFG#61,mfg417@plant.net,杭州,616566,12/24/2025
MC-619,OSCORP MFG#62,mfg418@industry.com,杭州,"$3,966,314.00",05-04-2022
MC-620,  LexCorp MFG#63  ,mfg419@industry.com,苏州,1455729,2026-12-05
MC-621,Umbrella Co MFG#64,MFG420@INDUSTRY.COM,成都,2527987,2018-07-28
MC-622,Black Mesa MFG#65,  mfg421@plant.net  ,深圳,2215669,05/16/2016
MC-623,GLOBEX MFG#66,mfg422@factory.org,广州,4953673,2022-03-03
MC-624,Umbrella Co MFG#67,mfg423@factory.org,北京,"3 848 173,00",2023-07-12
MC-625,Dunder Mifflin MFG#68,MFG424@FACTORY.ORG,深圳,"$3,520,129.00",2026-09-07
MC-626,VANDELAY MFG#69,mfg425@plant.net,成都,"$2,062,669.00",2026-07-17
MC-627,Massive Dynamic MFG#70,  mfg426@factory.org  ,上海,3959032,08/13/2019
MC-628,  Globex MFG#71  ,mfg427@plant.net,成都,"2 421 549,00",11/07/2020
MC-629,Globex MFG#72,  mfg428@plant.net  ,上海,"$1,005,693.00",2025-07-09
MC-630,Stark Industries MFG#73,  mfg429@plant.net  ,苏州,"$4,538,658.00",2016-09-07
MC-631,  Stark Industries MFG#74  ,mfg430@plant.net,南京,4699051,2022-06-24
MC-632,Wonka MFG#75,mfg431@factory.org,武汉,1 778 929,2018-07-23
MC-633,BLUE SUN MFG#76,MFG432@PLANT.NET,深圳,"$4,644,711.00",2026-09-01
MC-634,Massive Dynamic MFG#77,mfg433@factory.org,西安,2946183,2017-08-04
MC-635,Cyberdyne MFG#78,  mfg434@industry.com  ,苏州,"$2,932,631.00",07/25/2024
MC-636,Acme Corp MFG#79,MFG435@PLANT.NET,深圳,4 324 063,15-01-2020
MC-637,Oscorp MFG#80,mfg436@plant.net,西安,1413425,01/03/2022
MC-638,cyberdyne mfg#81,mfg437@factory.org,苏州,"$3,807,723.00",15-11-2023
MC-639,Massive Dynamic MFG#82,mfg438@plant.net,广州,484908,24-08-2019
MC-640,  Globex MFG#83  ,mfg439@factory.org,杭州,4197637,2021-06-15
MC-641,Initech MFG#84,mfg440@industry.com,南京,"$4,045,520.00",02-07-2024
MC-642,OSCORP MFG#85,mfg441@factory.org,成都,"2 457 808,00",02/27/2025
MC-643,Aperture MFG#86,mfg442@plant.net,深圳,"$3,582,485.00",2021-08-12
MC-644,  Vandelay MFG#87  ,mfg443@plant.net,苏州,"$2,656,227.00",2018-12-25
MC-645,dunder mifflin mfg#88,mfg444@factory.org,西安,1147755,2016-04-02
MC-646,Stark Industries MFG#0,  mfg445@industry.com  ,西安,4371986,2022-01-26
MC-647,umbrella co mfg#1,mfg446@factory.org,广州,"$2,512,630.00",2015-08-22
MC-648,wonka mfg#2,mfg447@industry.com,深圳,278140,07/10/2016
MC-649,Globex MFG#3,mfg448@industry.com,深圳,3 194 648,08-05-2016
MC-650,Globex MFG#4,mfg449@plant.net,南京,"$4,507,155.00",04/23/2024
MC-651,Blue Sun MFG#5,MFG450@INDUSTRY.COM,上海,957 846,2023-06-28
MC-652,ACME CORP MFG#6,mfg451@factory.org,成都,2219265,04-02-2018
MC-653,Acme Corp MFG#7,mfg452@plant.net,南京,4412807,2015-09-08
MC-654,dunder mifflin mfg#8,  mfg453@factory.org  ,上海,4 706 708,12/15/2017
MC-655,Black Mesa MFG#9,mfg454@factory.org,北京,2480792,2021-12-01
MC-656,UMBRELLA CO MFG#10,MFG455@INDUSTRY.COM,南京,"$1,987,424.00",2023-04-07
MC-657,LexCorp MFG#11,  mfg456@factory.org  ,深圳,946716,2019-01-02
MC-658,  LexCorp MFG#12  ,mfg457@plant.net,成都,4 020 089,2024-11-16
MC-659,Tyrell Corp MFG#13,mfg458@factory.org,杭州,237156,08/02/2020
MC-660,Cyberdyne MFG#14,mfg459@factory.org,西安,"$1,512,443.00",07/21/2024
MC-661,  Cyberdyne MFG#15  ,  mfg460@factory.org  ,成都,"$4,680,065.00",07-08-2024
MC-662,Blue Sun MFG#16,  mfg461@industry.com  ,西安,4 919 400,06/27/2020
MC-663,Oscorp MFG#17,mfg462@factory.org,北京,"$3,064,325.00",01/20/2023
MC-664,Weyland-Yutani MFG#18,mfg463@industry.com,上海,2009222,2026-03-11
MC-665,Cyberdyne MFG#19,  mfg464@plant.net  ,杭州,935735,2018-06-05
MC-666,  Initech MFG#20  ,MFG465@INDUSTRY.COM,成都,2549890,2016-02-22
MC-667,TYRELL CORP MFG#21,mfg466@factory.org,苏州,4992419,06-02-2023
MC-668,GLOBEX MFG#22,mfg467@plant.net,苏州,"$549,623.00",2020-05-11
MC-669,  Oscorp MFG#23  ,mfg468@industry.com,成都,833424,02/21/2015
MC-670,Hooli MFG#24,mfg469@industry.com,西安,3627298,2019-01-02
MC-671,Blue Sun MFG#25,MFG470@FACTORY.ORG,北京,"$3,191,759.00",07/21/2017
MC-672,Initech MFG#26,MFG471@PLANT.NET,广州,"$1,890,206.00",2016-09-26
MC-673,  Stark Industries MFG#27  ,mfg472@industry.com,苏州,2915743,2026-06-11
MC-674,  Dunder Mifflin MFG#28  ,mfg473@factory.org,深圳,"$159,501.00",25-12-2015
MC-675,  Tyrell Corp MFG#29  ,  mfg474@industry.com  ,杭州,"$3,711,937.00",2016-01-15
MC-676,  Wayne Enterprises MFG#30  ,mfg475@industry.com,北京,4326367,2019-03-21
MC-677,tyrell corp mfg#31,MFG476@PLANT.NET,武汉,"$207,104.00",04/01/2015
MC-678,Black Mesa MFG#32,mfg477@factory.org,深圳,4756053,2018-01-06
MC-679,TYRELL CORP MFG#33,  mfg478@factory.org  ,北京,"$3,351,715.00",2018-07-25
MC-680,Blue Sun MFG#34,mfg479@factory.org,广州,"$3,262,496.00",2017-04-22
MC-681,  Wonka MFG#35  ,mfg480@industry.com,武汉,2039180,04/10/2026
MC-682,Dunder Mifflin MFG#36,mfg481@factory.org,苏州,"$829,739.00",01/11/2017
MC-683,cyberdyne mfg#37,MFG482@INDUSTRY.COM,深圳,4092812,2023-03-25
MC-684,  LexCorp MFG#38  ,mfg483@plant.net,西安,"$2,909,183.00",28-12-2018
MC-685,massive dynamic mfg#39,mfg484@factory.org,杭州,567033,08/06/2016
MC-686,  Weyland-Yutani MFG#40  ,  mfg485@industry.com  ,杭州,"$3,321,482.00",2019-05-17
MC-687,Black Mesa MFG#41,  mfg486@plant.net  ,西安,"$1,933,510.00",05/07/2025
MC-688,Cyberdyne MFG#42,MFG487@PLANT.NET,广州,1488180,2019-05-12
MC-689,UMBRELLA CO MFG#43,mfg488@plant.net,广州,"$256,816.00",08-04-2026
MC-690,WAYNE ENTERPRISES MFG#44,  mfg489@plant.net  ,武汉,"$339,725.00",06/09/2019
MC-691,BLACK MESA MFG#45,mfg490@industry.com,杭州,4 768 030,23-05-2023
MC-692,  Wonka MFG#46  ,mfg491@plant.net,成都,2 730 526,02/17/2019
MC-693,Stark Industries MFG#47,mfg492@factory.org,广州,4475546,25-05-2022
MC-694,  Massive Dynamic MFG#48  ,MFG493@INDUSTRY.COM,深圳,4 259 831,2020-06-22
MC-695,Aperture MFG#49,mfg494@factory.org,北京,4371560,2022-03-04
MC-696,  Hooli MFG#50  ,mfg495@plant.net,北京,1038165,08/04/2021
MC-697,aperture mfg#51,mfg496@factory.org,西安,4 124 777,08/09/2017
MC-698,Massive Dynamic MFG#52,MFG497@PLANT.NET,北京,"$1,466,703.00",01/13/2024
MC-699,Globex MFG#53,mfg498@factory.org,西安,"$4,240,270.00",2017-09-18
MC-700,  LexCorp MFG#54  ,MFG499@FACTORY.ORG,成都,"853 331,00",2025-04-20
MC-701,  Wayne Enterprises MFG#55  ,mfg500@plant.net,北京,2888579,2017-08-13
MC-702,Globex MFG#56,mfg501@factory.org,杭州,3183184,10/07/2016
MC-703,  Wayne Enterprises MFG#57  ,  mfg502@plant.net  ,北京,"$3,495,563.00",01-01-2026
MC-704,Hooli MFG#58,  mfg503@plant.net  ,杭州,"$4,297,802.00",16-01-2019
MC-705,HOOLI MFG#59,MFG504@FACTORY.ORG,西安,4803374,15-09-2015
MC-706,Blue Sun MFG#60,MFG505@INDUSTRY.COM,南京,1882136,2025-01-04
MC-707,Oscorp MFG#61,mfg506@factory.org,西安,"$3,471,535.00",2026-06-26
MC-708,PIED PIPER MFG#62,mfg507@plant.net,苏州,3871321,11/16/2023
MC-709,Acme Corp MFG#63,mfg508@factory.org,成都,3 095 646,08/11/2015
MC-710,  Dunder Mifflin MFG#64  ,mfg509@factory.org,上海,3508472,2018-10-15
MC-711,Wonka MFG#65,  mfg510@industry.com  ,广州,"$4,370,337.00",2015-11-25
MC-712,Acme Corp MFG#66,mfg511@plant.net,杭州,4830979,2018-05-17
MC-713,  Wayne Enterprises MFG#67  ,mfg512@factory.org,杭州,452015,14-07-2026
MC-714,  Umbrella Co MFG#68  ,mfg513@plant.net,西安,1056106,2024-10-15
MC-715,  Pied Piper MFG#69  ,mfg514@industry.com,南京,2 514 564,2021-04-13
MC-716,pied piper mfg#70,  mfg515@industry.com  ,北京,"672 994,00",06/13/2019
MC-717,  Wonka MFG#71  ,MFG516@FACTORY.ORG,深圳,3933632,2024-03-13
MC-718,OSCORP MFG#72,mfg517@plant.net,南京,4180022,2021-06-03
MC-719,TYRELL CORP MFG#73,MFG518@PLANT.NET,南京,"$2,620,707.00",2016-06-04
MC-720,  Massive Dynamic MFG#74  ,  mfg519@factory.org  ,杭州,1440436,2024-10-19
MC-721,Dunder Mifflin MFG#75,MFG520@PLANT.NET,苏州,1 254 350,05/02/2021
MC-722,Weyland-Yutani MFG#76,  mfg521@plant.net  ,广州,1472660,01/16/2015
MC-723,  Hooli MFG#77  ,MFG522@FACTORY.ORG,上海,3206838,05/13/2022
MC-724,HOOLI MFG#78,  mfg523@plant.net  ,上海,"$1,466,919.00",02-05-2018
MC-725,MASSIVE DYNAMIC MFG#79,  mfg524@industry.com  ,苏州,2488046,2016-04-11
MC-726,DUNDER MIFFLIN MFG#80,mfg525@plant.net,西安,"$3,734,410.00",09/06/2023
MC-727,Acme Corp MFG#81,mfg526@plant.net,上海,"$4,370,656.00",2020-11-08
MC-728,Dunder Mifflin MFG#82,MFG527@INDUSTRY.COM,上海,4774071,04/13/2023
MC-729,  Wonka MFG#83  ,mfg528@factory.org,杭州,1887881,12/03/2019
MC-730,Acme Corp MFG#84,mfg529@plant.net,苏州,"$3,162,131.00",04/01/2017
MC-731,Umbrella Co MFG#85,mfg530@plant.net,南京,"103 024,00",09/18/2026
MC-732,VANDELAY MFG#86,  mfg531@plant.net  ,武汉,3706111,26-12-2022
MC-733,OSCORP MFG#87,mfg532@plant.net,杭州,3889090,05-03-2020
MC-734,UMBRELLA CO MFG#88,mfg533@factory.org,西安,"$4,200,090.00",2023-01-06
MC-735,Wayne Enterprises MFG#0,  mfg534@plant.net  ,武汉,4950834,2019-01-15
MC-736,  Black Mesa MFG#1  ,MFG535@PLANT.NET,北京,4 962 802,01-11-2024
MC-737,  Pied Piper MFG#2  ,mfg536@factory.org,苏州,"4 652 210,00",11-11-2015
MC-738,Wayne Enterprises MFG#3,mfg537@plant.net,广州,"844 617,00",19-05-2021
MC-739,STARK INDUSTRIES MFG#4,MFG538@FACTORY.ORG,上海,3579886,2022-12-18
MC-740,Hooli MFG#5,  mfg539@factory.org  ,上海,1686352,2025-11-06
MC-741,BLACK MESA MFG#6,mfg540@plant.net,武汉,"2 678 748,00",2025-01-04
MC-742,  Massive Dynamic MFG#7  ,mfg541@plant.net,广州,"$1,151,757.00",15-07-2020
MC-743,Black Mesa MFG#8,MFG542@PLANT.NET,西安,2036348,2017-06-12
MC-744,HOOLI MFG#9,mfg543@industry.com,广州,3458657,10/27/2024
MC-745,Massive Dynamic MFG#10,MFG544@PLANT.NET,北京,"1 933 010,00",2025-10-18
MC-746,MASSIVE DYNAMIC MFG#11,mfg545@factory.org,武汉,"$269,816.00",07/05/2023
MC-747,STARK INDUSTRIES MFG#12,  mfg546@industry.com  ,深圳,"$3,589,059.00",2016-12-05
MC-748,HOOLI MFG#13,mfg547@factory.org,杭州,1669394,2025-05-26
MC-749,Globex MFG#14,mfg548@industry.com,成都,"2 368 637,00",06/23/2023
MC-750,Stark Industries MFG#15,mfg549@industry.com,南京,3388358,2018-05-05
MC-751,wayne enterprises mfg#16,mfg550@factory.org,南京,2113064,06-11-2023
MC-752,Tyrell Corp MFG#17,mfg551@plant.net,深圳,1808044,2018-09-03
MC-753,Black Mesa MFG#18,  mfg552@industry.com  ,上海,2302526,2020-12-21
MC-754,Vandelay MFG#19,  mfg553@factory.org  ,广州,4152163,2015-12-15
MC-755,Blue Sun MFG#20,mfg554@industry.com,西安,718763,02/18/2022
MC-756,wayne enterprises mfg#21,mfg555@plant.net,南京,"$2,000,771.00",08/19/2015
MC-757,Tyrell Corp MFG#22,MFG556@INDUSTRY.COM,南京,4815679,2016-02-09
MC-758,Initech MFG#23,  mfg557@plant.net  ,苏州,2547906,2019-12-14
MC-759,  Globex MFG#24  ,mfg558@factory.org,苏州,"$3,617,654.00",08/23/2026
MC-760,massive dynamic mfg#25,mfg559@plant.net,北京,4337701,2026-02-19
MC-761,Cyberdyne MFG#26,  mfg560@industry.com  ,南京,"$4,203,225.00",10-09-2017
MC-762,Pied Piper MFG#27,mfg561@plant.net,上海,"$2,098,959.00",2016-01-22
MC-763,  Vandelay MFG#28  ,MFG562@FACTORY.ORG,西安,"$452,392.00",2025-09-11
MC-764,Umbrella Co MFG#29,  mfg563@plant.net  ,北京,4741654,2025-03-06
MC-765,Acme Corp MFG#30,  mfg564@plant.net  ,广州,"$2,570,559.00",14-05-2015
MC-766,  Acme Corp MFG#31  ,mfg565@factory.org,深圳,263770,08/04/2016
MC-767,Tyrell Corp MFG#32,  mfg566@plant.net  ,西安,"$1,035,063.00",16-11-2015
MC-768,Initech MFG#33,mfg567@factory.org,成都,284972,12/12/2019
MC-769,Black Mesa MFG#34,mfg568@plant.net,深圳,3663148,07/08/2023
MC-770,Weyland-Yutani MFG#35,mfg569@plant.net,西安,4118816,23-04-2026
MC-771,PIED PIPER MFG#36,mfg570@industry.com,北京,"3 845 387,00",08/02/2015
MC-772,Hooli MFG#37,mfg571@factory.org,成都,"3 193 914,00",17-04-2022
MC-773,LexCorp MFG#38,MFG572@PLANT.NET,苏州,1050694,2025-12-13
MC-774,Hooli MFG#39,mfg573@industry.com,南京,"$3,647,547.00",2025-11-22
MC-775,Wayne Enterprises MFG#40,mfg574@industry.com,深圳,"$2,243,122.00",22-12-2022
MC-776,dunder mifflin mfg#41,  mfg575@factory.org  ,武汉,2965890,06-09-2025
MC-777,LexCorp MFG#42,mfg576@industry.com,广州,4214883,2019-04-14
MC-778,Massive Dynamic MFG#43,mfg577@factory.org,西安,1704382,03/06/2025
MC-779,Globex MFG#44,mfg578@factory.org,上海,991366,2024-09-20
MC-780,Pied Piper MFG#45,  mfg579@plant.net  ,武汉,3 041 616,02/25/2020
MC-781,  Initech MFG#46  ,mfg580@factory.org,西安,"$4,541,494.00",08/07/2018
MC-782,  Cyberdyne MFG#47  ,mfg581@factory.org,北京,646447,2019-02-28
MC-783,  Acme Corp MFG#48  ,mfg582@industry.com,苏州,2092434,17-05-2016
MC-784,GLOBEX MFG#49,MFG583@PLANT.NET,苏州,480067,07/24/2026
MC-785,Weyland-Yutani MFG#50,MFG584@FACTORY.ORG,南京,"$2,584,838.00",08-01-2020
MC-786,INITECH MFG#51,mfg585@industry.com,苏州,"$367,917.00",2024-02-18
MC-787,Blue Sun MFG#52,  mfg586@plant.net  ,苏州,3263452,10-11-2023
MC-788,BLUE SUN MFG#53,mfg587@industry.com,南京,"3 009 237,00",2015-08-22
MC-789,Wayne Enterprises MFG#54,mfg588@factory.org,西安,4499405,2021-06-13
MC-790,Aperture MFG#55,MFG589@PLANT.NET,杭州,2597124,2015-01-19
MC-791,Wonka MFG#56,mfg590@plant.net,南京,4138827,15-08-2019
MC-792,  Blue Sun MFG#57  ,mfg591@industry.com,西安,2000371,01/18/2020
MC-793,HOOLI MFG#58,mfg592@plant.net,武汉,"4 985 086,00",07/03/2020
MC-794,  Cyberdyne MFG#59  ,mfg593@plant.net,杭州,"$227,592.00",2023-07-13
MC-795,LEXCORP MFG#60,  mfg594@plant.net  ,苏州,"2 705 996,00",2024-10-15
MC-796,OSCORP MFG#61,mfg595@industry.com,西安,"$633,911.00",16-03-2025
MC-797,Aperture MFG#62,  mfg596@plant.net  ,西安,3 651 898,2023-09-19
MC-798,TYRELL CORP MFG#63,mfg597@factory.org,武汉,"2 377 849,00",2017-02-13
MC-799,Blue Sun MFG#64,mfg598@factory.org,武汉,"$736,045.00",04/09/2016
MC-800,Stark Industries MFG#65,mfg599@plant.net,广州,"$1,270,556.00",08/20/2020
MC-801,Tyrell Corp MFG#66,mfg600@factory.org,成都,3728901,11-07-2020
MC-802,  Globex MFG#67  ,mfg601@factory.org,深圳,3264662,10/05/2023
MC-803,CYBERDYNE MFG#68,  mfg602@industry.com  ,南京,3735354,05/02/2020
MC-804,weyland-yutani mfg#69,mfg603@factory.org,深圳,543499,2026-05-04
MC-805,WONKA MFG#70,mfg604@factory.org,北京,3278903,2016-05-25
MC-806,  Vandelay MFG#71  ,mfg605@plant.net,苏州,886016,05/11/2021
MC-807,Weyland-Yutani MFG#72,mfg606@industry.com,上海,917134,04/02/2021
MC-808,lexcorp mfg#73,mfg607@industry.com,成都,622348,2019-03-22
MC-809,  Vandelay MFG#74  ,  mfg608@plant.net  ,武汉,1081752,2022-04-03
MC-810,Cyberdyne MFG#75,  mfg609@industry.com  ,杭州,2778036,04/14/2021
MC-811,Acme Corp MFG#76,mfg610@factory.org,成都,767309,03/02/2015
MC-812,HOOLI MFG#77,  mfg611@plant.net  ,杭州,"3 645 936,00",01-12-2017
MC-813,Aperture MFG#78,mfg612@factory.org,武汉,"2 260 101,00",2025-01-27
MC-814,tyrell corp mfg#79,mfg613@factory.org,西安,2392950,2024-07-08
MC-815,globex mfg#80,  mfg614@plant.net  ,北京,633175,2024-12-09
MC-816,cyberdyne mfg#81,MFG615@FACTORY.ORG,苏州,"$2,705,191.00",2019-03-11
MC-817,Cyberdyne MFG#82,mfg616@plant.net,南京,358036,03/06/2020
MC-818,Wayne Enterprises MFG#83,mfg617@factory.org,西安,4599203,2025-04-12
MC-819,  Black Mesa MFG#84  ,mfg618@factory.org,北京,4841403,04-10-2019
MC-820,Oscorp MFG#85,  mfg619@industry.com  ,广州,"$3,556,998.00",17-03-2024
MC-821,  Dunder Mifflin MFG#86  ,mfg620@plant.net,上海,759418,2022-12-04
MC-822,  Black Mesa MFG#87  ,mfg621@industry.com,北京,3 361 182,05/21/2015
