employee_id,month,base_salary,bonus,deductions
E-3478,03/2025,"30 653,00",26794,0
E-1193,2025-10,11280,0,0
E-1721,2026-06,53042,0,0
E-3016,2026-01,"$40,428.00",0,0
E-2953,2026-01,9687,"$5,070.00",0
E-1474,2025-02,57 850,0,0
E-2172,2025-05,"$59,546.00",0,0
E-2778,2025-09,52 942,"$2,761.00",0
E-2599,2026-12,"$6,333.00",0,0
E-2864,2024-01,"$56,845.00",0,0
E-3564,2024-05,"$21,637.00",0,0
E-3004,2025-03,"$8,460.00",28619,0
E-3396,04/2025,"56 557,00",0,0
E-2792,2025-01,"$18,319.00","$2,863.00",0
E-1252,2024-06,40229,5355,0
E-2112,2026-06,"33 982,00",5167,0
E-3363,2025-01,14722,0,0
E-1818,10/2025,"$47,639.00",26996,0
E-1150,2025-06,"15 971,00",0,0
E-2867,2026-10,29644,0,0
E-1782,2026-03,47 670,6543,630
E-1980,2024-08,21964,3 480,0
E-2184,2025-11,"$43,841.00",0,0
E-2291,2026-07,17576,0,$104.00
E-1833,2024-08,14791,"$3,718.00",0
E-2246,2024-03,52434,"4 461,00",0
E-2121,2024-06,11485,0,0
E-1734,2024-02,30777,0,0
E-3539,2026-07,16 897,0,0
E-2407,2025-10,"$25,238.00",0,"1 182,00"
E-2002,2026-05,55937,0,555
E-2031,07/2026,12489,0,0
E-1860,2024-12,47564,0,0
E-2112,2026-07,59018,0,0
E-3242,2026-03,"$29,255.00",26402,0
E-3318,09/2026,43100,0,0
E-1300,2026-07,40515,0,0
E-1308,05/2024,20541,0,0
E-3310,2026-02,"$48,668.00",0,0
E-1044,2025-07,32751,6 713,0
E-1164,10/2024,17217,0,0
E-1379,02/2024,17 586,0,0
E-2525,2024-11,23025,"$12,391.00",0
E-1891,2025-12,"53 126,00",0,0
E-2972,04/2025,20603,0,0
E-2018,2024-04,"56 255,00",0,0
E-1892,01/2024,9711,0,0
E-2364,2026-05,18 555,0,0
E-2841,2025-11,40610,0,0
E-2739,2025-10,5687,0,0
E-1128,2024-06,16497,0,0
E-1845,06/2024,54527,"$27,032.00",167
E-1055,2024-11,11726,6303,0
E-2487,06/2024,47 563,0,$579.00
E-3538,2024-10,"32 549,00",0,280
E-2129,02/2025,28241,0,0
E-2427,2024-09,6 495,0,0
E-3336,2026-05,"$45,831.00","$19,835.00",0
E-1149,2026-04,52045,0,1665
E-3323,2025-09,38456,0,0
E-2958,2026-03,"55 966,00",0,0
E-1205,2026-12,21722,0,0
E-2066,2025-09,"$57,888.00",0,0
E-2853,2026-05,58915,0,0
E-2593,2024-07,52390,0,0
E-1651,2024-08,54817,0,0
E-1794,04/2025,"$56,057.00",0,0
E-2146,2026-08,31169,0,0
E-2767,2025-01,43679,0,0
E-1490,2026-06,"$24,141.00",0,0
E-1758,2024-10,"$40,722.00",0,0
E-3302,2025-08,41310,14807,1910
E-2819,05/2025,"$19,298.00",0,643
E-1166,2026-01,29327,0,0
E-3014,2024-05,21037,0,1928
E-1668,2026-07,16066,0,0
E-2193,2024-09,"$22,333.00",11673,0
E-2579,2025-03,53139,0,0
E-2041,2025-05,14192,0,0
E-2846,2024-12,15303,0,0
E-2048,08/2024,25554,0,0
E-2567,2024-06,26655,0,0
E-2790,2025-09,54757,0,0
E-1867,2024-12,52523,29649,0
E-1333,2026-05,24 741,0,1336
E-3478,2024-09,28903,0,0
E-1275,2025-06,"$6,448.00",0,0
E-1869,2026-03,"22 451,00",0,0
E-2408,2026-09,"$55,082.00",0,0
E-2605,2026-02,"$49,222.00",0,361
E-3323,2024-01,26316,0,0
E-2505,2025-02,32530,0,743
E-3158,06/2025,"$10,584.00",0,0
E-3520,2026-08,"47 959,00",0,0
E-3372,2026-12,"$50,169.00",0,"496,00"
E-2974,2026-10,57407,0,0
E-3281,02/2024,"$48,788.00",0,0
E-3552,2025-01,34169,0,0
E-1870,2024-12,44057,0,$210.00
E-3315,2025-11,"$9,114.00",0,1705
E-2574,2025-05,"$58,658.00",0,0
E-1328,2025-04,54397,0,0
E-3238,2026-06,14610,0,0
E-2130,2025-07,50588,0,0
E-1467,2024-11,26242,29460,0
E-3402,2026-01,"$42,462.00",0,"$1,629.00"
E-2682,2026-05,35484,0,0
E-1880,2025-01,13899,"5 874,00",0
E-2770,2026-10,"$19,418.00",0,0
E-2136,2025-05,21602,0,0
E-2121,2025-07,"9 137,00",0,0
E-1639,2024-12,"$6,568.00",0,0
E-2172,01/2025,45655,12 300,0
E-2588,2024-06,11062,0,0
E-1965,2025-09,15 955,0,1249
E-2117,2024-11,"$36,738.00",0,0
E-3191,2025-10,46451,0,0
E-1254,2024-01,"23 189,00",0,0
E-1670,2025-01,26610,25021,0
E-1255,2026-02,"$25,688.00","$9,729.00",0
E-2577,2024-07,"$31,861.00",0,0
E-1230,08/2025,"53 474,00",0,1808
E-3542,2026-11,"17 521,00","20 127,00",0
E-2312,2024-03,"$6,272.00",0,0
E-2231,2026-07,22 312,1 685,0
E-3016,2024-05,51232,0,0
E-3425,2024-04,"$20,362.00",0,0
E-3155,2025-09,30582,0,0
E-1997,2026-10,45620,0,0
E-3480,2025-12,49261,0,0
E-2332,04/2025,15216,0,0
E-1314,12/2024,"$22,462.00",0,0
E-3443,2024-07,24529,"$24,973.00",0
E-3537,2024-09,24600,0,0
E-2196,2026-07,"$29,976.00",0,0
E-2436,2024-03,22476,0,0
E-3567,2024-04,"$28,881.00",0,0
E-3353,2025-05,8 109,0,0
E-2942,2026-12,6478,0,0
E-2879,2024-05,"$44,620.00",23831,0
E-1061,2024-10,22973,0,0
E-2646,2024-09,"$5,085.00",0,0
E-1083,01/2024,"26 796,00",0,$382.00
E-2942,2024-09,12118,0,0
E-1380,2026-10,"$54,712.00","$15,748.00",0
E-2557,09/2025,18897,0,318
E-1281,2025-08,57615,0,0
E-2139,2024-11,24283,16186,0
E-1259,2024-06,"$50,343.00",1885,0
E-2584,2025-02,55700,0,0
E-1798,05/2025,"$41,882.00",0,$624.00
E-2462,2026-07,"37 936,00","$14,370.00",0
E-2999,2026-04,"$47,972.00",0,0
E-2328,2024-01,5127,0,0
E-1556,2026-11,56062,0,0
E-3384,2025-08,56993,0,0
E-2013,2026-09,"$20,605.00","10 706,00",0
E-2070,2026-10,9555,0,0
E-1076,2024-10,"$17,621.00",0,0
E-3467,2024-04,43773,0,0
E-2465,05/2024,56541,12418,0
E-1400,2026-12,15152,0,0
E-1070,2024-06,"55 661,00",28349,0
E-1980,2026-04,22915,0,0
E-1957,2024-11,36 198,0,0
E-2444,2024-01,50 114,0,0
E-1544,10/2025,30820,22 270,0
E-2004,2025-01,"$19,520.00",0,0
E-1765,09/2026,42187,0,0
E-1738,2025-10,28685,0,0
E-2749,2025-04,38142,0,0
E-3549,2026-04,"5 108,00",0,$394.00
E-3429,2024-06,"$9,161.00",0,0
E-1287,2026-03,"$43,598.00",0,603
E-2258,2025-04,11 728,0,0
E-1138,2024-07,45532,0,0
E-1757,2025-10,19 114,0,0
E-1052,2024-09,6857,0,1645
E-1202,2024-12,"$25,608.00",0,0
E-2446,2026-10,7381,8536,0
E-2810,2025-06,"$36,448.00",0,1879
E-3306,2026-10,44 231,0,0
E-2578,2025-09,13701,"$21,006.00",0
E-3364,2025-12,"$33,895.00",0,0
E-1166,03/2024,"47 478,00",0,284
E-3109,2025-03,31630,19075,"1 260,00"
E-2023,2026-08,5816,0,0
E-3325,2026-08,"$9,189.00",25073,0
E-2526,2026-06,"$41,243.00",0,0
E-2145,2026-09,29046,0,0
E-2527,2025-10,"$22,703.00",15086,0
E-1299,01/2025,46945,15195,0
E-2242,2024-07,28774,0,1198
E-3311,03/2024,"30 520,00",3446,0
E-1102,11/2026,42505,0,0
E-3561,2024-01,"$7,613.00",0,0
E-2631,2026-08,"$55,571.00",0,0
E-2987,10/2026,21694,29129,"$1,094.00"
E-3354,2025-06,"38 618,00",0,0
E-1710,2026-08,"$28,234.00",0,"$1,464.00"
E-1003,2025-01,48499,5727,0
E-3352,2025-10,"$28,449.00",14991,0
E-1922,2024-04,26868,"$9,140.00",0
E-1921,06/2024,"$58,121.00",0,0
E-1094,2024-11,31846,0,0
E-3111,2026-12,49 525,0,0
E-2308,2025-10,35328,0,0
E-2688,2025-05,"42 044,00",0,0
E-1739,2026-06,"$29,123.00","$23,554.00",0
E-2935,2025-11,30452,"$2,457.00",0
E-2951,2024-01,13310,0,0
E-3347,2024-12,"$36,291.00","$16,381.00",0
E-1436,2025-09,11572,20 518,0
E-2035,07/2026,25078,0,0
E-1243,2024-04,56617,0,0
E-1312,2025-09,48914,"$21,109.00",1978
E-2540,2025-05,"38 816,00",27014,0
E-2793,2025-02,5 112,0,0
E-2033,2025-02,15682,0,0
E-1861,2024-10,"$30,359.00",0,0
E-3388,2026-03,"22 231,00",0,0
E-2863,2026-06,59831,0,0
E-2653,2024-02,"$21,741.00",13567,0
E-1060,2025-01,10608,0,0
E-1152,2025-04,53828,4 228,0
E-1456,2025-10,40649,"$8,122.00",0
E-2754,06/2024,20528,"25 201,00",0
E-1825,2024-01,"$52,339.00",29171,1253
E-1996,2024-04,"$9,371.00",0,0
E-2500,2025-03,26275,0,0
E-1510,2025-01,23044,"$27,984.00",0
E-2399,04/2024,"$30,687.00",0,0
E-1470,01/2025,20313,0,0
E-2783,2024-02,"$38,527.00",0,1170
E-3574,2026-10,11704,0,0
E-3121,2026-07,11 040,0,0
E-1981,12/2025,"59 078,00",0,361
E-2605,2024-10,55 973,0,0
E-3265,2024-11,56159,5774,0
E-2091,12/2026,6139,"13 707,00",0
E-3345,2024-02,18853,"$4,942.00",0
E-2980,2024-11,"53 859,00",0,0
E-2033,10/2026,8918,0,0
E-2145,2024-11,"$29,282.00","$15,861.00",0
E-1433,10/2024,25 561,0,0
E-1669,2026-05,19 867,0,0
E-1597,2024-06,27486,0,1 785
E-2465,01/2024,58933,3886,0
E-3149,07/2025,"$51,384.00",0,769
E-1529,2025-07,"29 866,00",0,0
E-1485,2024-02,11 207,"$11,607.00",0
E-3245,2024-12,"$12,716.00",21 333,0
E-3336,2026-10,12163,0,0
E-3230,2025-08,52340,0,0
E-2633,08/2025,8680,0,0
E-3421,2025-11,"$44,158.00",0,0
E-1187,2026-07,9084,0,1 890
E-2620,12/2026,51 889,2 791,0
E-3405,09/2025,"30 748,00",0,0
E-2227,2025-11,9061,0,1972
E-3552,2026-03,27309,0,0
E-3280,2026-05,"$32,295.00",0,0
E-1533,2025-11,"$30,840.00",0,"$1,591.00"
E-1494,2024-09,49746,0,0
E-2203,2026-07,41563,0,0
E-2735,2024-07,"$38,631.00",0,279
E-3338,2025-08,"33 408,00",16223,0
E-2110,2025-05,10899,"$24,715.00",0
E-2670,2025-04,43197,0,0
E-1809,2026-01,36651,0,0
E-2678,2024-02,"$10,262.00",0,$588.00
E-2085,2025-06,25 860,"10 682,00",699
E-3149,2025-01,"$37,143.00",0,0
E-3105,2024-05,"26 678,00",0,0
E-2763,2026-11,13763,23219,$736.00
E-3013,04/2024,31847,0,0
E-2092,10/2024,"$30,154.00",16684,0
E-2705,2026-02,19 695,0,0
E-1579,2026-03,46916,0,0
E-2601,2024-04,"$19,523.00",0,0
E-2349,2026-03,28009,0,0
E-2055,11/2025,"58 035,00",0,0
E-3203,2025-10,11112,0,0
E-2287,2025-12,27245,0,0
E-3325,08/2026,27361,5 462,0
E-3599,2026-05,"$47,428.00",0,0
E-3362,2024-01,"$37,611.00",0,1 071
E-2936,01/2026,22155,0,0
E-2992,2025-10,"$47,319.00",0,0
E-2535,2024-08,"$48,382.00",3046,0
E-2531,2026-03,33168,"26 077,00",0
E-1061,01/2026,"$9,859.00",0,0
E-2371,2024-09,54 371,0,"$1,670.00"
E-1170,2026-04,33731,"$13,285.00",0
E-3347,12/2025,"$58,137.00","$14,169.00",1682
E-2474,2024-10,"$39,576.00",0,173
E-1161,2025-01,23898,0,0
E-3558,2024-09,"35 580,00",0,1905
E-2718,2025-09,"$20,480.00",0,0
E-2230,2024-01,"$29,217.00",0,1274
E-1813,2024-11,"59 088,00",0,0
E-2893,2025-03,40365,0,0
E-2446,2026-09,25942,0,"1 860,00"
E-1245,11/2024,"$28,373.00",0,0
E-2645,05/2024,"$34,242.00",0,"$1,537.00"
E-1480,2024-05,20520,0,0
E-1938,2024-05,43392,0,0
E-3585,2026-02,"32 355,00",0,911
E-3236,2026-08,"$22,582.00",0,0
E-3533,2025-01,31918,0,604
E-3038,2024-02,"$37,557.00",28 585,0
E-1138,2026-12,"$11,449.00","$8,701.00",0
E-2317,03/2025,21348,"$29,794.00",0
E-1209,03/2026,12342,26 911,1348
E-2203,2024-03,"$38,276.00",0,0
E-1581,2024-09,25737,0,0
E-3257,05/2025,18209,0,0
E-2953,2026-07,44016,0,"$1,878.00"
E-2609,2026-07,"$22,757.00",0,0
E-3380,2026-05,58464,"$26,548.00",0
E-3020,11/2024,"$48,710.00",0,0
E-3106,2024-09,"$53,906.00","$22,774.00",0
E-3230,2026-05,14 322,0,"$1,417.00"
E-1616,2026-01,23661,"$13,141.00",0
E-1654,2025-04,"$50,824.00",22974,"$1,270.00"
E-2263,2026-09,9996,0,0
E-2142,2025-02,19081,0,0
E-2380,2025-08,38545,0,0
E-3157,2024-03,"$13,307.00",0,0
E-1612,2024-09,23931,0,0
E-1625,2025-10,"10 815,00","$11,210.00",0
E-2734,2024-10,"$47,832.00",28 203,0
E-2084,2024-01,"$24,295.00",0,0
E-1492,2024-05,"$33,219.00",0,0
E-2106,2026-02,"17 117,00","$21,949.00",0
E-1278,2026-09,59028,0,$185.00
E-2216,2024-05,34728,27 131,0
E-2637,2025-09,"$49,936.00",0,0
E-1280,2024-06,"$39,750.00","$11,222.00",0
E-2550,2026-04,47543,0,0
E-1168,2024-06,"$44,364.00",0,0
E-3558,09/2026,40 229,"25 622,00",0
E-2108,2025-02,51420,0,0
E-1678,2024-01,57514,0,0
E-2800,2026-08,39942,0,0
E-3212,2026-02,31694,3750,1583
E-1151,2026-07,"$27,135.00","$22,590.00",0
E-2185,2025-02,"7 651,00",0,0
E-1745,03/2026,"$18,282.00",0,0
E-2479,2024-01,"24 021,00",0,0
E-2707,2025-07,38 267,0,640
E-1578,11/2024,5246,0,0
E-2185,01/2024,48027,3888,0
E-1145,2024-07,"$34,731.00",0,0
E-2615,2026-02,44 700,27936,$262.00
E-1356,2026-02,47199,0,0
E-1957,2026-02,"$49,304.00",12260,0
E-3484,2024-08,36417,0,0
E-3418,2026-05,"$16,405.00",0,120
E-2321,2024-01,18453,0,0
E-1033,2024-08,6736,14 679,0
E-1491,2024-11,"$12,607.00","15 952,00",0
E-2007,2026-02,"57 490,00",0,0
E-1446,09/2025,58924,5186,0
E-3354,2024-12,48306,0,0
E-3537,2024-08,10952,0,0
E-2820,2025-10,52655,0,0
E-3486,2024-01,49 894,2 178,0
E-1172,2024-04,"20 034,00",0,0
E-2494,01/2024,"9 851,00",0,0
E-1558,2026-07,"17 472,00",0,0
E-1200,2026-11,"$7,031.00",0,0
E-1564,08/2026,34158,23 035,0
E-1873,2025-10,14 985,12 044,0
E-1599,2026-06,"$50,398.00",0,0
E-3204,01/2024,50801,0,0
E-2713,2026-02,44541,0,0
E-1834,2025-08,28130,"$2,367.00",0
E-2032,2025-08,"40 826,00",0,1195
E-1994,2025-06,18643,0,0
E-2648,2024-07,48243,"26 927,00",0
E-2846,2025-03,55376,0,0
E-1748,2024-08,37970,0,0
E-2808,2025-07,7056,0,0
E-1593,2025-07,26875,"$23,982.00","$1,761.00"
E-1095,2026-07,"$45,725.00",0,0
E-2303,2024-01,59346,0,0
E-2312,2025-03,28995,0,1 444
E-2218,2026-07,30908,0,0
E-2592,2025-01,52874,0,0
E-3380,09/2026,35199,0,0
E-3276,2025-03,5582,0,"$1,206.00"
E-1468,04/2024,"11 503,00",6 109,0
E-1988,2024-09,"$30,981.00","$27,241.00",0
E-1643,2026-07,"55 677,00",0,0
E-2917,2026-09,"23 234,00","$21,131.00",0
E-3273,2025-06,"$33,072.00",0,0
E-1150,2025-10,19249,0,0
E-3122,2025-05,32625,0,0
E-1554,02/2025,"$43,409.00",0,0
E-3024,09/2026,28628,0,0
E-2321,2024-10,43686,0,636
E-2924,2025-01,"59 171,00",0,0
E-2837,2026-01,43135,0,0
E-2845,2026-09,"$39,063.00",8869,0
E-2457,07/2025,6476,0,"1 219,00"
E-1694,2025-11,"$8,922.00",0,0
E-2454,2026-01,"$27,265.00",16 057,0
E-2362,2026-12,"$53,553.00","$13,827.00",1912
E-2522,2026-03,12 572,22369,0
E-2271,09/2025,10 429,0,0
E-1002,2024-09,10775,21211,0
E-2754,12/2025,"$47,135.00",0,0
E-2401,08/2024,44894,0,0
E-1663,11/2026,56932,0,476
E-1160,2025-06,"42 428,00",0,0
E-3210,2024-01,"$18,875.00",0,0
E-2521,2026-06,"$18,429.00",21 842,0
E-2086,03/2024,"$35,869.00",0,0
E-1968,2025-05,"$35,587.00",0,0
E-1097,2025-06,"$31,372.00",0,0
E-3499,2025-07,"$49,054.00","13 826,00",0
E-2199,04/2026,12638,0,0
E-3371,2025-03,12935,0,0
E-2380,2025-11,16103,0,0
E-3254,2025-02,46103,0,0
E-1384,07/2024,56067,"$13,175.00","1 976,00"
E-2311,2025-11,43060,8937,0
E-2788,2026-10,46591,20589,0
E-3001,03/2025,9636,0,0
E-2147,2024-08,39467,23566,0
E-3320,06/2025,28350,0,0
E-1520,2026-11,35 327,0,0
E-1412,11/2025,"$21,953.00",8462,0
E-1857,2025-12,40 819,"$27,909.00",0
E-3081,03/2025,"37 826,00",0,0
E-3071,2025-07,10178,0,"$1,739.00"
E-3252,2024-11,27856,0,0
E-2682,2024-03,"$25,796.00","$12,582.00",0
E-3298,2025-06,"$15,143.00",0,0
E-1622,2026-12,18956,0,0
E-1293,2025-11,16696,6016,0
E-2171,2026-11,30135,0,0
E-2357,2024-08,29578,0,1088
E-1309,2025-06,"56 187,00","$9,297.00",0
E-3458,02/2026,"$26,178.00",27425,0
E-2418,2024-06,29 900,27262,0
E-2903,2025-05,"$25,809.00",0,0
E-2917,2025-07,16394,0,1357
E-1168,2024-08,35 551,"$1,579.00",0
E-3347,05/2025,13534,11444,0
E-2682,2025-03,"7 696,00",0,0
E-2711,2025-11,41 721,0,0
E-1771,04/2024,"$49,185.00",0,0
E-3107,2025-02,"$49,940.00",0,0
E-2369,2024-11,21671,0,"$1,104.00"
E-1360,2026-02,31169,0,0
E-3045,2025-08,14158,0,0
E-1834,2026-02,43 172,0,0
E-2091,01/2024,8392,0,0
E-3594,2024-12,53801,0,0
E-1453,2024-04,18754,16 838,0
E-1038,2024-10,"$17,675.00","16 209,00",0
E-1412,2025-08,34955,"$15,812.00",0
E-1619,2024-05,27551,17899,962
E-2773,2025-06,"44 297,00",24 949,0
E-2353,2025-11,"$48,643.00",0,0
E-1596,06/2026,24211,27039,0
E-3590,2026-03,12154,0,0
E-3233,2026-10,47211,"$11,040.00",0
E-2383,2024-08,19 835,26463,0
E-2967,06/2024,"51 763,00",0,0
E-2455,2025-03,36414,"$3,681.00",0
E-2615,2026-05,"20 416,00",0,0
E-2140,2025-09,"39 638,00",0,0
E-2015,2026-10,"$48,923.00",0,1441
E-3372,2024-05,25662,0,$394.00
E-2690,2024-10,"$13,657.00",20840,0
E-1460,11/2024,"$24,009.00",26073,0
E-2267,02/2026,50 375,0,0
E-1281,2025-09,"$31,487.00",4504,0
E-3030,2026-05,"$11,575.00",0,0
E-1493,2026-02,"26 942,00","$2,237.00",0
E-3362,2024-01,"$58,430.00",21195,0
E-3166,2025-01,"8 265,00","$27,161.00",0
E-3441,2026-03,58004,0,0
E-2046,2025-07,"$23,312.00",21846,0
E-1322,06/2026,30502,0,0
E-1312,2024-05,"5 056,00",0,"$1,672.00"
E-1960,2024-05,54131,"$16,194.00",0
E-2938,2025-02,"$13,838.00","$17,655.00",0
E-2915,2025-01,56921,4795,0
E-1424,2024-11,"$5,763.00",0,0
E-2288,2026-04,51278,0,708
E-2456,08/2026,"22 285,00",0,$906.00
E-1694,2025-04,8748,0,0
E-3322,2026-01,"$33,502.00",0,0
E-3426,2026-11,32 067,"$25,740.00","$1,779.00"
E-1943,2024-05,39044,0,0
E-1655,2024-09,"10 122,00",6522,0
E-1088,2024-04,47200,0,0
E-3518,2026-11,"$55,426.00",0,0
E-1738,2025-02,21069,21031,0
E-3244,2024-08,"$13,923.00",0,0
E-3364,2024-12,43022,0,0
E-2184,2025-08,40186,0,0
E-2074,03/2025,"$51,716.00",0,0
E-3573,03/2024,"$51,729.00",0,0
E-3508,2025-07,31751,18193,0
E-3376,2026-09,"19 993,00",0,0
E-3136,2026-02,54341,0,0
E-2727,07/2024,5739,0,0
E-1369,2026-05,13731,0,0
E-1828,2024-07,13534,0,0
E-3102,2026-07,"$34,501.00",0,0
E-1964,2025-11,46755,29866,1335
E-2834,2025-05,40742,0,0
E-2746,2024-12,"22 341,00",0,0
E-3299,2026-08,"$18,577.00",0,$790.00
E-2076,2025-02,52149,0,0
E-2418,2026-07,41172,0,0
E-1063,2025-12,"$58,445.00",0,0
E-3423,2026-02,"22 843,00",0,0
E-2769,2026-12,50 200,16665,0
E-2843,2024-02,20291,"$6,616.00",0
E-1197,2024-07,39140,0,0
E-2934,2024-02,"$27,513.00",0,1478
E-1962,2025-01,"52 825,00",0,0
E-2666,2024-04,8360,0,0
E-2575,2024-12,49226,7280,0
E-1089,01/2025,50 060,0,0
E-3288,2026-10,38 383,0,0
E-3096,2026-07,56714,0,0
E-1680,2024-09,20019,0,0
E-3274,2026-02,26728,"$23,710.00",0
E-2064,2024-10,"$29,757.00",0,0
E-2891,2026-07,7969,0,0
E-1690,06/2026,11708,0,0
E-2702,06/2024,18829,0,0
E-2761,2026-11,18167,0,0
E-1715,2026-09,36094,0,0
E-2641,2026-12,"$39,517.00",0,0
E-2098,2026-01,"$12,092.00",0,0
E-2756,2024-08,20259,0,0
E-2112,2024-11,"$25,927.00",0,0
E-3211,05/2024,"$51,252.00",0,0
E-2738,2025-03,5 120,0,0
E-3462,2026-11,"$34,839.00",0,1015
E-2631,2026-05,46241,0,"$1,778.00"
E-2602,2025-09,"$21,750.00","$28,982.00",0
E-3596,02/2026,22558,0,0
E-1483,2025-04,32151,26477,0
E-3382,2026-11,"58 976,00",0,0
E-1110,2024-02,21185,0,0
E-1607,05/2024,12240,0,0
E-1273,2025-12,59413,0,0
E-3518,2024-12,"26 055,00",0,0
E-1828,2026-04,"$15,016.00",0,0
E-3350,06/2024,51196,"24 021,00",0
E-2929,01/2026,23318,0,0
E-1663,2025-03,11487,0,0
E-2921,05/2025,49907,0,0
E-2092,2024-11,"$57,071.00",0,0
E-2367,2024-04,"$42,492.00","$8,807.00",0
E-3560,2025-11,43772,0,0
E-3046,2024-09,5092,24118,0
E-1450,2024-09,"$24,079.00",0,0
E-1326,10/2024,"13 736,00",0,0
E-1819,2024-09,51932,0,1191
E-2610,2026-12,"$23,945.00","23 661,00",0
E-2038,2026-03,20802,"$5,047.00",1375
E-1621,2025-07,59657,0,"827,00"
E-1442,2025-12,47438,0,0
E-1054,2026-03,37893,0,0
E-1037,2024-07,"$38,677.00",4687,1874
E-1383,2026-05,"59 793,00","9 939,00",0
E-1300,2024-09,46856,0,0
E-3527,2024-11,42925,"7 245,00",0
E-2741,2026-08,24394,5281,0
E-3237,06/2026,35 734,0,0
E-3129,2026-10,31014,29207,0
E-3175,2024-12,"$34,371.00",0,0
E-2013,2026-03,"40 782,00","$29,351.00",0
E-2562,2024-10,52282,0,0
E-1487,09/2026,"$44,411.00",0,1333
E-2722,12/2025,"$17,712.00",0,0
E-1428,2026-12,16 608,0,0
E-3323,2026-11,15004,"$22,132.00",0
E-1414,2025-03,52490,0,0
E-3145,2025-11,"25 095,00",0,676
E-1524,2024-06,18996,0,0
E-2316,2024-01,45402,0,0
E-2356,2025-06,57449,0,0
E-1782,2024-03,"$32,224.00","22 461,00",0
E-2706,2024-09,29940,"$6,407.00",135
E-2516,2025-06,"$5,344.00",0,0
E-2087,2024-07,52392,0,0
E-1747,2026-11,46 309,0,0
E-2519,2026-11,59468,0,0
E-2977,2025-08,"$33,639.00",0,0
E-3202,2026-08,"43 114,00",0,0
E-3258,2025-09,"$43,873.00",0,0
E-1322,2026-09,"25 771,00",0,0
E-1380,2024-02,47978,0,$271.00
E-2892,2026-12,14058,0,471
E-3488,2024-06,18447,0,0
E-2988,2024-05,"16 776,00",0,0
E-1026,2024-01,5607,0,"$1,177.00"
E-1198,2024-01,9569,4283,0
E-3150,2026-12,52116,0,0
E-2738,2025-11,14683,"13 248,00",0
E-1724,2025-12,48779,0,996
E-2273,2025-07,"$38,526.00",0,0
E-2420,2024-12,"$28,689.00",0,0
E-3284,2025-08,"$44,283.00",0,0
E-2994,2025-04,7572,0,0
E-1452,2026-10,"15 645,00",0,0
E-2059,2024-06,53469,0,0
E-3140,2026-06,"$42,421.00",23 233,0
E-1544,2025-03,57211,0,0
E-2568,02/2024,30017,"$7,821.00",0
E-1395,2024-01,"31 252,00",0,0
E-1860,2025-04,16421,0,1102
E-1135,2024-06,51526,0,0
E-2648,2025-06,7 791,21579,0
E-2813,2025-08,53792,0,1 049
E-2298,02/2026,"$53,582.00",0,"$1,152.00"
E-2099,2025-12,49503,22643,0
E-2177,2026-05,"$34,402.00",15 575,0
E-2954,2025-05,"43 179,00",20608,0
E-1322,2025-08,23202,0,0
E-2862,2026-01,53054,"13 756,00",0
E-1954,2025-05,59553,15695,0
E-2849,2025-07,12958,0,0
E-1460,2025-03,"$28,691.00",0,0
E-3073,2025-12,28838,0,0
E-1794,2025-02,30876,0,0
E-1273,2025-10,"$12,068.00",0,0
E-1946,2025-01,35780,0,0
E-2334,2026-01,"$55,364.00",0,0
E-2838,2026-11,44188,0,0
E-2719,2026-01,25274,"$2,462.00",0
E-2800,12/2026,"$18,518.00",0,493
E-1360,2026-07,20564,0,0
E-3484,2026-02,16122,0,0
E-1976,2024-12,"20 857,00",0,0
E-1356,2024-07,"$14,137.00",0,"268,00"
E-2361,2025-10,"$50,747.00","13 282,00",0
E-1971,2025-04,56 521,0,0
E-2137,2025-07,"11 689,00",0,0
E-3154,2026-04,40150,0,0
E-2564,05/2025,11357,"23 362,00","$1,587.00"
E-1042,2025-11,20525,0,0
E-2414,2024-08,35422,0,1248
E-1764,2026-08,24236,6681,0
E-1178,2026-11,"$12,052.00",0,"$1,516.00"
E-3438,02/2024,27 233,"$7,217.00",0
E-2147,09/2024,"$55,220.00",0,0
E-2368,2025-08,13514,26066,0
E-3464,2024-05,56703,"$1,194.00",0
E-2035,2024-12,55728,0,0
E-1734,2025-06,"$7,459.00",0,0
E-1022,2025-01,58575,0,0
E-2062,2026-07,32909,0,0
E-2458,05/2025,"7 635,00",0,0
E-1887,2026-11,42305,0,0
E-2287,2024-05,"$6,487.00",0,0
E-3567,2025-07,27 506,12933,0
E-3004,2024-10,22374,0,0
E-1506,2025-12,26269,0,1 152
E-3163,2024-07,"9 084,00",0,0
E-1996,2025-08,"$42,330.00",0,0
E-2159,2026-04,"$35,315.00",0,$351.00
E-2450,2026-07,13726,0,0
E-2498,2024-11,"$35,689.00",0,$480.00
E-2615,12/2026,"$24,809.00",0,0
E-2931,2025-01,37389,0,0
E-2714,2024-08,58068,"$26,152.00",0
E-1763,04/2024,"57 813,00",0,0
E-3204,2026-08,42926,0,0
E-2044,2026-06,"23 005,00",0,0
E-1145,2025-09,42912,2 177,0
E-1776,2025-08,44 952,0,0
E-2166,2026-02,43264,"$2,680.00",0
E-1797,2024-12,"$38,223.00",0,0
E-1179,2024-03,"$34,427.00",0,$313.00
E-3211,2026-02,"$10,731.00",3292,0
E-1711,2026-08,"$33,575.00",0,$221.00
