employee_id,date,hours,overtime,status
E-3580,10/20/2025,6,3,closed
E-1832,03-09-2025,4,0,pending
E-1095,08/12/2026,6,4,pending
E-1538,05-03-2026,5,0,PENDING
E-3435,06/12/2026,12,0, Active 
E-1644,03/25/2025,6,0,PENDING
E-3055,23-06-2025,7,0,CLOSED
E-3568,2026-01-24,7,4,active
E-1719,2025-10-18,12,0,closed
E-2349,2025-06-02,7,0,CLOSED
E-2673,12/02/2025,4,0,PENDING
E-3501,2026-07-04,5,3,PENDING
E-2133,07/20/2026,6,0,ACTIVE
E-3008,08/03/2026,10,2,CLOSED
E-3133,2025-11-21,8,0, Active 
E-2684,04/22/2026,10,0,closed
E-2554,25-08-2025,5,0, Active 
E-2801,02/12/2026,10,0,CLOSED
E-1164,2026-08-04,12,0,active
E-1840,02/04/2026,5,0,pending
E-2456,2026-02-06,7,1,ACTIVE
E-2924,14-09-2026,8,0,closed
E-3084,23-03-2026,12,0,active
E-3150,02/20/2025,5,0,pending
E-1890,23-08-2025,6,0,closed
E-2208,2026-11-12,9,0,closed
E-3020,2026-07-14,7,2, Active 
E-3345,2025-07-18,4,0,pending
E-3153,12/13/2025,5,0,closed
E-3503,2026-01-18,10,0,closed
E-1578,12-11-2025,8,0,active
E-2970,2025-01-22,5,0,pending
E-1079,2026-08-24,8,0, Active 
E-1767,2026-05-03,4,0,closed
E-3448,12/12/2025,8,0,PENDING
E-2822,2025-08-24,6,0,CLOSED
E-1792,11/13/2026,10,4,CLOSED
E-1388,2025-08-15,12,0,pending
E-3350,06/28/2025,12,0,closed
E-1703,10/16/2026,12,0,CLOSED
E-3302,11/22/2026,6,4,pending
E-2573,07/22/2026,8,4,closed
E-3470,04/22/2026,10,0,CLOSED
E-2279,13-01-2025,8,0,pending
E-3292,2026-02-15,7,0,pending
E-3118,05/28/2025,8,0,closed
E-3068,02/26/2026,12,0,pending
E-3226,2026-12-10,10,0,ACTIVE
E-1598,18-12-2026,4,0,closed
E-1272,11/26/2026,4,0,active
E-1601,15-08-2025,9,1,ACTIVE
E-1462,2026-09-15,4,0,closed
E-2394,25-04-2025,5,0,active
E-2474,03/24/2025,7,3,PENDING
E-1648,12/03/2026,5,0,pending
E-1138,05-09-2025,7,4,active
E-3499,08/06/2025,9,0,ACTIVE
E-1875,2026-08-13,5,0,PENDING
E-1724,12/16/2026,11,0,ACTIVE
E-1956,2025-02-28,11,0,PENDING
E-2961,2026-05-15,6,0,CLOSED
E-3587,2025-09-19,12,0, Active 
E-3109,2026-07-24,5,2,CLOSED
E-1042,11/17/2026,6,0,ACTIVE
E-2721,22-09-2026,6,0,active
E-3196,12/04/2025,6,0,PENDING
E-2258,2026-05-09,9,2,CLOSED
E-1246,2025-12-24,7,0,closed
E-3105,11/16/2026,10,0,PENDING
E-1319,11/18/2026,7,0,closed
E-1919,11/03/2025,4,0,closed
E-3401,02/14/2026,9,0, Active 
E-3072,2025-06-27,11,4,ACTIVE
E-3448,2025-08-14,11,0, Active 
E-2285,2025-09-06,4,0,pending
E-1290,01/25/2026,6,0,CLOSED
E-2722,22-04-2025,8,0,ACTIVE
E-2363,2026-09-18,6,0, Active 
E-3380,2026-05-03,7,0,closed
E-2092,2026-03-22,8,0, Active 
E-1590,2026-06-13,12,2,pending
E-2523,2025-12-20,5,0, Active 
E-2949,2026-09-08,7,0,pending
E-1290,2026-05-12,5,0, Active 
E-1332,2026-11-16,12,0,ACTIVE
E-1811,2026-11-21,11,0, Active 
E-2019,01-02-2026,4,0, Active 
E-2865,2026-09-24,7,3,closed
E-2427,05/13/2025,10,0,closed
E-1381,2025-05-24,11,0,active
E-1324,12-04-2026,10,0,ACTIVE
E-1168,2025-12-11,10,0,active
E-2047,2025-01-12,10,0,active
E-3499,11/27/2025,6,4,closed
E-1387,04/04/2026,12,0,ACTIVE
E-1710,12/02/2025,11,0, Active 
E-2136,2025-05-23,5,0,CLOSED
E-2845,08-09-2026,4,0,PENDING
E-3066,07/18/2025,10,0,PENDING
E-1966,2025-09-04,4,2,ACTIVE
E-1937,2025-02-10,10,0,CLOSED
E-1329,12-09-2025,5,4,pending
E-1547,2026-02-08,11,0,PENDING
E-1248,2025-02-22,9,0,active
E-3565,08-10-2026,5,0,PENDING
E-2853,2025-11-26,4,0,PENDING
E-1264,2025-05-15,4,2,closed
E-1354,05/20/2025,6,3,ACTIVE
E-2063,2026-11-25,7,0, Active 
E-1259,2026-06-20,7,0,active
E-3594,02/04/2025,9,0,pending
E-3298,2025-01-21,9,0, Active 
E-1513,2025-10-08,11,0, Active 
E-1498,27-09-2025,6,2,CLOSED
E-3509,2026-02-09,4,0,PENDING
E-1843,2025-05-11,10,0,CLOSED
E-2321,05-04-2026,8,2,ACTIVE
E-1680,09/14/2026,8,0,pending
E-3542,03/14/2025,11,0, Active 
E-2241,09/11/2025,9,0,closed
E-2632,06/15/2025,12,0,active
E-2014,2025-09-03,11,4, Active 
E-3271,2025-03-20,10,0,ACTIVE
E-1095,10/11/2026,5,1,PENDING
E-2437,03/26/2026,8,0,ACTIVE
E-1800,11/26/2025,11,0,active
E-2368,2026-01-23,11,0,closed
E-2205,10-06-2026,8,0,closed
E-2540,17-03-2025,7,0, Active 
E-2963,16-06-2026,5,0, Active 
E-2632,2025-04-18,7,0,CLOSED
E-1354,10-01-2026,9,4,active
E-3225,2026-07-11,4,0, Active 
E-2106,12-03-2026,6,0,active
E-3595,11-06-2025,7,2,PENDING
E-3527,2026-01-05,12,1,CLOSED
E-2898,20-11-2025,11,0, Active 
E-3293,2026-01-19,5,0,closed
E-3125,2025-12-18,4,0, Active 
E-3468,2025-09-07,5,0,pending
E-2718,2025-11-23,7,0,ACTIVE
E-2550,2025-01-16,6,0,active
E-2981,12/18/2025,6,0,active
E-1446,11/19/2026,4,0, Active 
E-3066,20-09-2025,12,0, Active 
E-2567,2025-07-16,8,0,active
E-2396,08/22/2025,10,0,pending
E-1181,04/16/2026,4,0,active
E-2179,2026-11-05,12,3,closed
E-2209,2025-10-28,8,0,ACTIVE
E-2648,06/26/2025,11,0,pending
E-2880,08/26/2025,5,0,CLOSED
E-1418,2026-08-13,6,0,active
E-1444,15-04-2026,6,4, Active 
E-1467,01/25/2025,9,0,ACTIVE
E-2745,2025-01-05,5,2,pending
E-1161,09/18/2025,8,0, Active 
E-2182,12/18/2025,8,0,PENDING
E-2544,2025-09-06,5,0,CLOSED
E-2444,2025-06-25,11,4,CLOSED
E-1331,04/12/2026,5,0,closed
E-2404,15-08-2026,7,0,active
E-1261,08-07-2025,10,0, Active 
E-3359,2025-03-15,8,0,pending
E-2545,17-03-2026,12,0,active
E-2809,09-02-2026,6,0,pending
E-3023,12/28/2025,12,0,PENDING
E-1155,2026-03-17,12,3,PENDING
E-1719,06-10-2025,12,0,PENDING
E-1220,2025-01-14,8,1, Active 
E-3516,07/11/2025,6,0,pending
E-2254,2026-07-20,6,0,CLOSED
E-3510,04/09/2025,12,0,PENDING
E-2887,2025-01-04,10,0,active
E-2111,2026-07-06,10,0,closed
E-2515,05/24/2025,9,0,CLOSED
E-3148,2026-11-11,7,0,active
E-2469,2026-07-14,11,0,pending
E-3404,21-05-2025,12,0,closed
E-2868,05/13/2025,8,0, Active 
E-1123,13-01-2025,12,0,pending
E-3592,01/03/2026,6,0, Active 
E-2598,2026-09-13,4,1, Active 
E-1992,09/01/2025,12,0,pending
E-3205,2025-12-22,6,0,ACTIVE
E-2915,2026-08-07,8,0, Active 
E-2539,2026-12-04,9,0,closed
E-2254,19-01-2025,11,0,ACTIVE
E-2028,02-10-2026,12,0,CLOSED
E-2841,2026-11-16,10,2,active
E-3397,19-06-2026,9,0,ACTIVE
E-3286,03/21/2025,12,0,active
E-3394,2026-06-27,5,0,CLOSED
E-3475,05/01/2025,7,3, Active 
E-1340,08/18/2025,8,0,active
E-2263,28-04-2025,11,0, Active 
E-1803,2025-12-08,5,3,CLOSED
E-2706,03/09/2026,10,2,closed
E-2665,04-10-2025,9,4,closed
E-1521,03-02-2026,11,0,pending
E-1097,2025-02-25,11,0,ACTIVE
E-1103,01/08/2025,4,0,PENDING
E-1659,28-02-2025,11,0,CLOSED
E-2596,2026-11-02,12,0,closed
E-3359,2025-04-18,9,1, Active 
E-2491,2026-11-22,9,0,active
E-3503,2025-12-01,12,0,CLOSED
E-2849,2026-12-01,7,4,PENDING
E-1951,04/02/2025,8,0,pending
E-2714,2025-01-15,8,0,ACTIVE
E-3067,2026-07-17,10,0,PENDING
E-2497,2025-10-06,11,0,ACTIVE
E-3144,03-02-2026,10,0,PENDING
E-2530,2025-10-07,5,3, Active 
E-1757,2026-07-17,12,3,active
E-2823,17-01-2025,8,0,ACTIVE
E-1822,2025-01-18,12,2,closed
E-2450,07/13/2026,7,0,CLOSED
E-2531,02-09-2026,4,0,CLOSED
E-1933,2025-01-15,10,0,active
E-1147,2026-03-01,12,0,active
E-2678,08/04/2025,6,0,PENDING
E-2737,06/04/2026,8,0,ACTIVE
E-1752,2026-12-16,11,1,pending
E-3277,2026-04-11,12,4, Active 
E-3166,2025-09-28,9,1,CLOSED
E-3052,2025-02-09,4,0,PENDING
E-3424,05/10/2025,12,0,closed
E-3031,2026-09-15,10,3,PENDING
E-3549,07/26/2025,6,0,ACTIVE
E-2565,2025-02-10,4,4,ACTIVE
E-2720,14-02-2025,7,4,pending
E-1377,2026-05-20,10,0,CLOSED
E-2103,2026-04-25,5,0,pending
E-2146,06/23/2026,9,0,closed
E-1406,01/13/2026,10,0,active
E-1794,27-09-2026,11,0,PENDING
E-2100,12/06/2026,7,0,CLOSED
E-1671,04-02-2026,6,4,ACTIVE
E-3071,2026-10-27,10,0,CLOSED
E-3454,01/09/2025,8,0,ACTIVE
E-2725,04/25/2026,9,4,PENDING
E-1567,16-03-2026,7,0, Active 
E-2377,2026-10-12,9,0,PENDING
E-1083,05-01-2026,10,4,ACTIVE
E-2200,2025-03-27,9,0,ACTIVE
E-2939,18-08-2026,5,0,PENDING
E-2160,11/19/2026,5,0,pending
E-2258,07/03/2025,6,0, Active 
E-1223,01/07/2026,9,0, Active 
E-2843,2025-11-10,5,0,CLOSED
E-3331,2025-12-19,7,0, Active 
E-1110,2025-07-08,4,3,CLOSED
E-2884,2025-09-07,9,0,CLOSED
E-1967,07/10/2026,6,0,CLOSED
E-2200,2026-03-09,4,4,closed
E-2224,2025-02-14,10,0,closed
E-3116,18-09-2025,10,0,ACTIVE
E-1852,2026-08-05,7,0,active
E-2190,2026-01-12,5,0,pending
E-2626,2026-06-01,4,0,closed
E-3570,2026-02-03,4,0,closed
E-1689,09/24/2025,8,0,ACTIVE
E-1163,26-02-2025,7,0,active
E-1720,12/27/2025,6,0,active
E-2181,2026-06-07,10,4,ACTIVE
E-1519,25-11-2025,8,0,active
E-2467,2025-08-08,8,0,active
E-2148,2026-04-26,7,3,pending
E-3142,11/07/2025,10,0,pending
E-3339,2025-02-04,11,0,PENDING
E-2927,12-11-2026,7,0,CLOSED
E-2190,09/04/2025,7,2,pending
E-1055,2026-11-02,8,0,closed
E-3408,04/17/2026,10,0,PENDING
E-1591,2025-04-04,5,0,CLOSED
E-1800,2026-01-11,10,0,PENDING
E-3498,07/27/2026,7,0,PENDING
E-2420,2025-09-09,11,3,CLOSED
E-1143,2026-11-19,12,3,CLOSED
E-2757,2026-04-11,9,0,active
E-2986,2025-07-23,11,0,PENDING
E-1159,2025-09-04,9,0,pending
E-3165,27-07-2025,4,0,ACTIVE
E-1234,2026-08-06,8,0,pending
E-1791,04-08-2025,8,0,PENDING
E-1708,2025-07-10,8,0,closed
E-3172,2026-12-07,12,0,PENDING
E-3018,02/26/2025,4,0,pending
E-1580,08/01/2025,11,0,pending
E-1408,15-10-2025,7,0, Active 
E-3176,08-05-2025,5,0,ACTIVE
E-1904,2025-01-28,12,0,ACTIVE
E-2470,12/26/2026,6,0,CLOSED
E-2703,2026-05-20,8,0,CLOSED
E-3387,09/02/2025,4,0,closed
E-1859,16-01-2026,4,0, Active 
E-3183,2025-10-14,9,3,closed
E-1327,05-05-2025,10,0,PENDING
E-2166,15-05-2025,7,1,CLOSED
E-3480,2025-01-23,9,0, Active 
E-2607,07/08/2025,8,0,pending
E-1609,2026-09-03,10,0,PENDING
E-1025,17-06-2026,5,2,active
E-2745,2026-08-14,8,0, Active 
E-3065,01/26/2026,4,2,PENDING
E-3350,2025-09-09,8,0,PENDING
E-2437,2025-03-08,10,0,ACTIVE
E-2202,2025-03-08,5,0,pending
E-2276,04/21/2026,9,0,active
E-2861,09-09-2025,6,0,CLOSED
E-1242,2025-01-24,10,0,active
E-1355,07/07/2025,12,0,CLOSED
E-1957,2026-04-06,5,0,CLOSED
E-2527,02/16/2025,8,4,closed
E-1500,2026-11-15,12,0,active
E-1747,2026-10-03,11,3,pending
E-3066,09-09-2026,4,0,CLOSED
E-1544,02/01/2026,9,0,CLOSED
E-1427,2026-03-25,8,0, Active 
E-1555,2026-05-17,4,4,CLOSED
E-1716,02/28/2025,10,0,PENDING
E-1483,24-04-2025,8,0, Active 
E-3580,2025-06-18,12,3, Active 
E-1276,2025-03-07,4,0,PENDING
E-3409,07/21/2025,10,0,pending
E-1601,2025-01-21,5,0,pending
E-2132,2026-08-01,7,1, Active 
E-2344,10/24/2026,5,3, Active 
E-2951,17-02-2025,12,0, Active 
E-1039,06/06/2025,7,0,ACTIVE
E-2721,2026-02-07,5,0,CLOSED
E-1223,01/09/2026,6,0,ACTIVE
E-1858,2026-12-05,7,0,ACTIVE
E-3413,10/25/2026,10,0,CLOSED
E-2431,2026-12-28,12,0,ACTIVE
E-1331,05/16/2026,7,2,PENDING
E-1055,2026-03-09,5,0,PENDING
E-1371,24-11-2026,10,0, Active 
E-1698,2025-05-05,12,3, Active 
E-1975,12/25/2026,10,0,active
E-1889,08/28/2025,11,0, Active 
E-1500,2026-11-22,4,0,CLOSED
E-1421,2026-11-09,8,0,pending
E-2588,04/11/2026,10,0,ACTIVE
E-1482,2026-05-26,8,0,closed
E-2660,2025-06-16,6,4,active
E-2120,03/12/2026,9,0,CLOSED
E-3295,06-11-2026,11,0,pending
E-2181,04/09/2026,10,1,closed
E-1264,2025-12-28,5,0, Active 
E-1881,26-12-2025,10,0, Active 
E-3427,2026-02-14,6,0,closed
E-2784,2025-05-27,12,1,active
E-1208,04/07/2025,6,1,CLOSED
E-1159,2025-02-23,12,0,closed
E-1224,10/05/2026,9,0,pending
E-2693,2025-04-06,8,0, Active 
E-2598,2025-05-15,9,0,active
E-3125,09/16/2025,8,0,ACTIVE
E-3326,12/24/2026,9,0,ACTIVE
E-1715,2025-09-27,11,0,closed
E-3170,11/23/2025,9,0,closed
E-3061,07/20/2026,7,0,pending
E-1736,20-02-2025,7,0,closed
E-3254,2026-07-22,6,0,closed
E-2392,2026-12-10,7,0,pending
E-1833,03/07/2026,11,0,ACTIVE
E-3171,2025-06-17,12,0,pending
E-3465,01/12/2025,4,0,pending
E-2609,09/19/2026,9,0,active
E-2347,2026-09-14,8,0, Active 
E-1225,2026-02-28,9,0,CLOSED
E-1049,09/01/2025,4,0,pending
E-1997,02/24/2026,8,0,ACTIVE
E-2939,03/06/2026,8,4,CLOSED
E-1662,07-03-2025,11,3,active
E-1077,20-07-2025,7,0,active
E-1658,23-06-2026,8,0,ACTIVE
E-1127,2026-11-13,5,0,active
E-1666,2025-08-05,6,0,CLOSED
E-1312,2026-05-06,9,0,pending
E-2763,2025-09-01,4,0,pending
E-1530,2025-06-22,4,0,ACTIVE
E-1003,2025-11-25,10,2,PENDING
E-2794,21-02-2026,8,3, Active 
E-1057,16-06-2026,8,0,active
E-1036,14-12-2026,8,2, Active 
E-1247,02-08-2026,5,0,ACTIVE
E-3558,2026-05-22,6,0,PENDING
E-3435,2025-12-09,10,4,pending
E-2584,2026-12-28,6,0,CLOSED
E-2843,2026-08-04,5,2,ACTIVE
E-1651,2026-06-23,10,0,pending
E-1025,08/03/2025,4,0,active
E-1985,11/23/2026,7,2,ACTIVE
E-1371,07-02-2025,7,4,PENDING
E-2138,2025-06-19,6,0, Active 
E-1120,2026-03-09,7,0,pending
E-2651,2026-06-09,6,0,closed
E-1937,05-03-2026,4,0,active
E-2435,05-10-2026,8,0,ACTIVE
E-2728,2026-01-18,7,0,ACTIVE
E-3561,2025-12-23,9,0,closed
E-3483,2025-10-22,9,3, Active 
E-2753,04-11-2026,5,0,ACTIVE
E-3468,2025-06-09,6,2,CLOSED
E-1886,04/09/2025,9,0,active
E-2815,2026-08-22,10,0,ACTIVE
E-3019,16-05-2026,5,1,CLOSED
E-2604,08/04/2026,5,0,CLOSED
E-2342,08/07/2026,12,0,pending
E-2898,09/08/2026,6,2,CLOSED
E-2994,10/15/2026,8,3,CLOSED
E-2547,2026-07-12,11,0,ACTIVE
E-2174,05/06/2026,10,0,ACTIVE
E-1088,2025-08-02,6,0,closed
E-2065,06/02/2026,5,0,CLOSED
E-1815,2026-08-22,12,0, Active 
E-3575,2026-09-02,7,0,active
E-1067,2025-10-22,11,0,CLOSED
E-1339,2025-06-19,10,0,active
E-3021,2026-11-08,4,0,active
E-1664,06/01/2025,4,0,PENDING
E-1184,2025-12-12,12,2,closed
E-2737,2026-10-17,8,0,active
E-1952,08/12/2025,11,0,ACTIVE
E-1596,06-12-2025,6,0,PENDING
E-2169,2026-05-13,9,0,CLOSED
E-1159,2026-12-14,9,0,closed
E-2030,16-09-2025,12,0,pending
E-3205,2026-01-25,4,0,closed
E-1168,08-02-2026,11,0, Active 
E-2751,09-01-2026,9,0,ACTIVE
E-1400,2025-06-26,9,0,closed
E-2550,2026-01-26,9,0,CLOSED
E-1604,2025-12-22,11,0,closed
E-2425,2026-08-14,12,0, Active 
E-2361,06/08/2026,4,0,closed
E-2649,19-12-2026,11,0,PENDING
E-2212,2025-06-27,12,0,ACTIVE
E-2546,2025-05-18,5,0,closed
E-3086,08/22/2026,12,4,active
E-3472,2026-05-03,11,4,ACTIVE
E-1485,07/09/2026,6,3, Active 
E-1076,2026-11-15,8,4,PENDING
E-1989,2025-06-16,7,2, Active 
E-1269,02/07/2026,10,0,active
E-2067,2026-02-10,8,0,CLOSED
E-2769,10/14/2025,6,0,active
E-3235,09/13/2026,10,0, Active 
E-2095,2025-02-18,12,3,pending
E-3127,2025-11-08,12,0,PENDING
E-2888,26-10-2026,11,0,ACTIVE
E-2252,12-02-2026,4,0, Active 
E-2259,2026-03-13,11,0,closed
E-3558,2025-10-18,4,4,closed
E-1271,11-08-2026,11,3,CLOSED
E-2367,2025-08-08,10,0,PENDING
E-2964,15-09-2025,10,4,PENDING
E-2255,2025-04-10,5,3,closed
E-1059,2026-06-04,6,0,closed
E-1251,2025-11-27,4,0,closed
E-1465,2026-08-15,9,0,CLOSED
E-3527,04/20/2026,10,0,PENDING
E-2293,2025-12-09,10,0,CLOSED
E-3575,02/21/2025,10,0, Active 
E-3173,11-11-2026,9,0,CLOSED
E-2218,2025-03-14,7,2, Active 
E-3053,2025-06-08,7,0,PENDING
E-3169,12-09-2026,4,0,ACTIVE
E-1307,10-05-2025,6,0,closed
E-2986,04/15/2026,6,2,ACTIVE
E-1866,2025-04-27,12,4,active
E-3047,2026-03-11,5,1, Active 
E-1612,10/12/2026,6,0,active
E-2337,2025-11-11,5,0,active
E-3521,2025-10-02,10,0,pending
E-3353,2025-02-03,6,0, Active 
E-2068,05/28/2025,9,0,pending
E-1595,04-07-2025,5,0,closed
E-1774,2025-02-10,9,0, Active 
E-2121,12/21/2026,6,0,active
E-3302,10/05/2026,7,0,pending
E-3073,03/22/2025,12,0,ACTIVE
E-2694,10/17/2025,4,0,pending
E-3291,2026-01-27,4,0,ACTIVE
E-2594,01-10-2025,10,2,closed
E-2859,01/24/2026,5,0,closed
E-2437,04/03/2025,12,0,PENDING
E-3258,2025-09-08,7,0,ACTIVE
E-2867,10-09-2025,7,0, Active 
E-3241,2025-05-16,11,0, Active 
E-3483,03/07/2025,7,0,closed
E-3125,24-12-2026,4,0,CLOSED
E-1445,07/23/2026,7,3,closed
E-2497,2025-01-12,11,0,active
E-1650,22-08-2026,4,0, Active 
E-2607,2025-03-25,6,0,PENDING
E-2770,2026-06-28,12,0,pending
E-1074,2026-10-20,5,3,CLOSED
E-1493,2026-09-02,10,0,pending
E-2995,2025-11-16,9,3, Active 
E-2974,06/17/2025,12,0,PENDING
E-3161,04/27/2026,8,0,CLOSED
E-1776,2026-04-14,11,0,pending
E-2279,08-01-2025,10,0,active
E-1956,19-10-2025,12,1,closed
E-2606,06/17/2026,12,0,CLOSED
E-1937,2025-05-08,4,0,PENDING
E-3498,08-09-2026,6,0, Active 
E-2659,05-02-2025,10,0, Active 
E-1947,2026-11-04,5,1,closed
E-3137,2026-04-14,6,2,active
E-1589,02/13/2026,5,0,active
E-1068,10/06/2025,10,0,active
E-3077,05/14/2026,4,2,CLOSED
E-2881,2025-06-13,4,2,active
E-2792,05/22/2025,9,0,ACTIVE
E-2834,2026-02-10,6,0,ACTIVE
E-2367,11/09/2026,8,0,active
E-1177,09/16/2026,10,0,pending
E-3136,2026-03-03,8,0,ACTIVE
E-2026,2026-12-26,5,0,closed
E-2392,2026-07-04,10,0,closed
E-2553,01/17/2025,8,0,ACTIVE
E-3207,02/27/2026,10,4,ACTIVE
E-1991,2025-01-09,10,0,ACTIVE
E-2415,07/25/2026,9,0, Active 
E-1828,2025-07-05,10,0,CLOSED
E-3021,06/16/2025,10,0,closed
E-2791,10/18/2025,9,0,active
E-1413,2025-11-21,11,0,CLOSED
E-1460,18-04-2025,12,0,CLOSED
E-2043,04/17/2025,12,0, Active 
E-3366,15-04-2026,5,0,PENDING
E-3438,2026-01-26,10,0, Active 
E-3487,2025-03-23,10,0,pending
E-2136,07/04/2025,12,0,closed
E-3567,03-02-2026,11,3,CLOSED
E-2931,2026-06-10,5,0, Active 
E-2406,2025-12-05,11,0,pending
E-2344,22-01-2026,11,0,ACTIVE
E-3064,05/05/2025,12,0,pending
E-1522,2026-06-12,5,1,CLOSED
E-2171,2025-05-06,10,4,PENDING
E-1831,2025-04-19,7,0,ACTIVE
E-1431,2025-07-28,12,0, Active 
E-3386,2025-04-28,12,0,closed
E-1194,11-01-2026,6,0,active
E-3166,05-10-2025,4,1,active
E-3441,2025-10-15,9,0,pending
E-2509,2026-09-26,8,0,active
E-2807,07/22/2025,11,0,pending
E-2567,2025-08-13,7,0,active
E-3479,18-01-2026,10,0,CLOSED
E-1691,07/16/2025,4,0,closed
E-1631,2025-10-16,12,2,CLOSED
E-1767,2026-02-04,8,0,CLOSED
E-3524,08-06-2026,4,0,CLOSED
E-2349,2025-08-15,5,4,PENDING
E-3083,2025-03-03,11,0,PENDING
E-2339,06/24/2026,10,0,active
E-2446,23-06-2026,11,3, Active 
E-2587,2025-12-27,5,0, Active 
E-1686,2025-12-26,8,0,pending
E-1112,03-03-2026,10,1,active
E-1130,03-12-2025,10,0,ACTIVE
E-2132,2026-11-09,11,0,active
E-1345,2025-07-05,9,3,ACTIVE
E-2044,2026-11-13,11,0,closed
E-1790,04-04-2025,10,0,closed
E-2865,05/03/2025,6,4,PENDING
E-2779,12/26/2026,10,3,PENDING
E-3512,2025-09-22,4,0,ACTIVE
E-3100,07/22/2025,5,0,PENDING
E-3467,2025-09-07,6,2,closed
E-3540,24-06-2025,5,1,CLOSED
E-1001,03/20/2026,7,0,ACTIVE
E-3011,2025-03-09,5,0,ACTIVE
E-2138,08/11/2025,8,0, Active 
E-3562,14-08-2026,7,0,ACTIVE
E-2681,2025-02-07,7,0,active
E-3573,2026-12-19,4,2,active
E-3496,07/12/2026,5,0,closed
E-1059,08/21/2026,4,1, Active 
E-3443,2026-11-05,8,0,active
E-2608,2026-05-13,5,0,ACTIVE
E-2204,12/25/2026,8,1,ACTIVE
E-1649,05-08-2025,12,0,closed
E-2521,03/27/2025,10,0,PENDING
E-2398,07-09-2025,4,4,ACTIVE
E-3285,12-01-2026,8,0,closed
E-3312,01/09/2025,7,0,closed
E-1420,2025-04-19,7,0,PENDING
E-2865,2025-12-04,11,1,active
E-1144,02/16/2025,11,0,closed
E-1676,13-03-2025,4,0,PENDING
E-1647,27-02-2025,4,4,CLOSED
E-3005,2026-06-27,8,0,closed
E-2563,2025-08-20,7,0,CLOSED
E-3593,11/01/2025,12,0,PENDING
E-1664,01/10/2026,4,0,CLOSED
E-1386,02/17/2025,6,0, Active 
E-2084,2025-02-23,12,0,ACTIVE
E-1575,11/27/2025,10,0,pending
E-1980,2025-01-23,10,0,pending
E-2921,2025-08-14,8,3,active
E-1022,2026-01-06,10,0,PENDING
E-1263,08-02-2026,10,0,active
E-3346,2025-12-20,9,4,PENDING
E-1867,02/01/2026,4,2,PENDING
E-1797,2025-06-23,4,0,pending
E-2721,12/20/2025,5,0,closed
E-1106,2025-01-03,12,2, Active 
E-3130,08/01/2026,4,0,PENDING
E-1435,05/07/2025,10,0,ACTIVE
E-3481,02/24/2026,8,0,closed
E-1151,07/18/2025,6,0,ACTIVE
E-1471,08/28/2025,11,0,CLOSED
E-2579,01/18/2026,4,0,closed
E-2877,01/25/2026,6,0,ACTIVE
E-2486,28-11-2025,10,0,PENDING
E-2513,2026-01-04,6,0,CLOSED
E-1971,27-12-2026,7,0,PENDING
E-3435,15-05-2026,11,0, Active 
E-3416,2026-06-04,8,0, Active 
E-1859,2026-11-12,5,0,active
E-1176,13-11-2025,10,0,CLOSED
E-2167,2026-02-14,8,0,pending
E-1261,22-03-2026,5,0, Active 
E-2182,10/24/2025,7,0,CLOSED
E-2256,2025-02-02,9,0,PENDING
E-3424,01/05/2025,9,0,ACTIVE
E-2831,08/02/2025,10,0, Active 
E-3147,25-06-2025,10,0,PENDING
E-2707,2025-12-21,8,0,closed
E-2701,2025-11-26,6,0, Active 
E-2620,2025-08-23,12,0,closed
E-3056,2026-04-15,5,4,PENDING
E-1657,2026-06-17,9,0,closed
E-3590,2026-07-12,11,0,active
E-1193,19-08-2026,5,0,active
E-1499,06/07/2025,12,0,pending
E-2182,2026-05-10,4,0,PENDING
E-2364,06/06/2025,10,0,CLOSED
E-2427,2026-11-06,12,0,active
E-3497,11/04/2025,4,3, Active 
E-2900,2025-09-11,11,0, Active 
E-1659,2025-01-25,4,0,ACTIVE
E-2754,03-08-2025,9,0,ACTIVE
E-1155,2025-02-19,10,0, Active 
E-3552,11/04/2026,9,0,closed
E-3347,2026-07-17,9,1, Active 
E-2923,02/10/2026,11,0,pending
E-2622,03/18/2026,8,0,PENDING
E-1871,2026-06-07,11,0,closed
E-3410,16-08-2026,10,0,pending
E-3498,2026-06-12,12,3,pending
E-3360,04/28/2025,11,1,ACTIVE
E-3178,2025-12-16,9,0,PENDING
E-1027,07-12-2025,5,0,pending
E-3520,07/05/2025,5,0,closed
E-3293,07-04-2026,12,1,PENDING
E-1079,07/11/2025,8,0,pending
E-3044,2026-08-05,12,0, Active 
E-3292,2026-05-18,10,0,pending
E-1934,23-01-2025,6,0,pending
E-2088,2025-06-04,7,0,closed
E-3407,2026-10-25,7,0,closed
E-1269,2026-10-12,8,1,ACTIVE
E-2705,2026-01-26,9,0,PENDING
E-3088,07/07/2026,7,0,active
E-1655,08/06/2026,4,0, Active 
E-1786,2026-06-15,8,0,closed
E-1061,07/26/2025,8,4, Active 
E-1775,06/07/2025,6,0,CLOSED
E-1433,2026-08-13,9,0,ACTIVE
E-2270,01/20/2026,9,0,pending
E-3371,2026-01-08,5,0,pending
E-1593,11/26/2026,11,4,closed
E-2426,2026-07-01,12,0,CLOSED
E-1762,22-11-2025,9,0,ACTIVE
E-1337,2026-06-06,8,0,PENDING
E-3527,2026-06-09,11,0,active
E-1520,09-10-2025,7,0,closed
E-3010,07/13/2025,8,3, Active 
E-3362,11/23/2026,11,3,active
E-2051,2026-05-06,7,0,closed
