order_id,customer_id,store_id,coupon_id,order_date,status,total_amount
ORD-4689,CUST-4034,ST-17,,2025-11-27,ACTIVE,"13 136,00"
ORD-4690,CUST-2597,ST-13,CP-72,2025-03-28,CLOSED,10973
ORD-4691,CUST-4433,ST-16,,04/12/2024,ACTIVE,10048
ORD-4692,CUST-2244,ST-22,,05/11/2026,pending,3518
ORD-4693,CUST-1099,ST-25,,12/04/2026,closed,"$12,973.00"
ORD-4694,CUST-4337,ST-4,,19-04-2026,CLOSED,18410
ORD-4695,CUST-4372,ST-10,,04-11-2024,active,"$8,681.00"
ORD-4696,CUST-513,ST-16,,28-04-2026,closed,11 289
ORD-4697,CUST-722,ST-3,,2026-08-15,CLOSED,"$12,155.00"
ORD-4698,CUST-1889,ST-13,CP-64,03/07/2026,ACTIVE,"$17,030.00"
ORD-4699,CUST-1644,ST-4,,27-09-2025,closed,"$14,295.00"
ORD-4700,CUST-3988,ST-3,,03/08/2026,active,"8 753,00"
ORD-4701,CUST-1664,ST-21,,04-05-2026,closed,"$5,083.00"
ORD-4702,CUST-876,ST-23,CP-127,15-01-2025,ACTIVE,"$2,006.00"
ORD-4703,CUST-3537,ST-1,CP-54,06-03-2024,PENDING,"$17,282.00"
ORD-4704,CUST-4637,ST-18,,04-04-2025,active,"4 577,00"
ORD-4705,CUST-4707,ST-11,,03/11/2024,CLOSED,14855
ORD-4706,CUST-3754,ST-19,,01/14/2024,ACTIVE,"2 302,00"
ORD-4707,CUST-2289,ST-10,,2025-05-22,active,9232
ORD-4708,CUST-4662,ST-25,CP-39,2025-11-04,ACTIVE,"19 145,00"
ORD-4709,CUST-1965,ST-10,CP-198,14-06-2026, Active ,11691
ORD-4710,CUST-4333,ST-21,,05-02-2026,CLOSED,13425
ORD-4711,CUST-539,ST-24,,2025-10-12,PENDING,"$5,481.00"
ORD-4712,CUST-3086,ST-18,,19-01-2025,pending,19318
ORD-4713,CUST-3611,ST-2,,2026-11-17,active,4815
ORD-4714,CUST-4040,ST-21,,2025-11-06,active,2806
ORD-4715,CUST-2327,ST-24,,2026-06-14,ACTIVE,10 636
ORD-4716,CUST-3517,ST-16,CP-73,2024-06-28,active,8350
ORD-4717,CUST-2497,ST-21,,28-03-2025,ACTIVE,"$12,350.00"
ORD-4718,CUST-1381,ST-24,,2026-03-20, Active ,6868
ORD-4719,CUST-810,ST-19,,11-08-2025, Active ,7130
ORD-4720,CUST-1136,ST-22,,22-03-2025,PENDING,6 506
ORD-4721,CUST-311,ST-17,,03/16/2024,pending,"3 010,00"
ORD-4722,CUST-4422,ST-17,,2024-08-26, Active ,"$9,564.00"
ORD-4723,CUST-3355,ST-22,,2024-05-07,PENDING,16558
ORD-4724,CUST-4178,ST-11,CP-145,2025-12-16,active,"13 322,00"
ORD-4725,CUST-3174,ST-19,,03/10/2024,closed,605
ORD-4726,CUST-1077,ST-22,,2026-11-26,CLOSED,16356
ORD-4727,CUST-3376,ST-11,,2024-08-28,closed,6261
ORD-4728,CUST-799,ST-3,,21-10-2024,pending,15056
ORD-4729,CUST-2895,ST-9,,2024-01-21,CLOSED,"$1,644.00"
ORD-4730,CUST-2822,ST-17,,2024-11-12, Active ,10313
ORD-4731,CUST-1548,ST-15,,05/02/2024,pending,14936
ORD-4732,CUST-4860,ST-11,,2026-11-22,ACTIVE,1906
ORD-4733,CUST-1661,ST-2,CP-193,2026-05-02,closed,3749
ORD-4734,CUST-1067,ST-6,,2024-09-05,active,"271,00"
ORD-4735,CUST-1598,ST-7,CP-9,02/20/2025,ACTIVE,10572
ORD-4736,CUST-3957,ST-24,,2024-02-12,closed,8639
ORD-4737,CUST-410,ST-7,,2024-08-06,active,"$11,136.00"
ORD-4738,CUST-1529,ST-22,,2024-04-17,pending,413
ORD-4739,CUST-83,ST-1,,08/05/2026,pending,"$5,141.00"
ORD-4740,CUST-3958,ST-22,,2025-11-02,CLOSED,6905
ORD-4741,CUST-3864,ST-17,,11-01-2024,PENDING,"13 810,00"
ORD-4742,CUST-4022,ST-20,CP-192,2025-02-19,PENDING,8846
ORD-4743,CUST-4527,ST-9,CP-2,2025-02-07, Active ,"$5,740.00"
ORD-4744,CUST-3669,ST-1,,2025-12-21,active,"19 848,00"
ORD-4745,CUST-2825,ST-2,CP-94,2025-08-09, Active ,7933
ORD-4746,CUST-335,ST-13,CP-189,2025-11-28, Active ,10608
ORD-4747,CUST-4009,ST-3,,22-03-2024, Active ,8740
ORD-4748,CUST-4354,ST-13,,2025-04-14,pending,"$13,797.00"
ORD-4749,CUST-3521,ST-7,,2024-03-28,pending,"8 413,00"
ORD-4750,CUST-788,ST-16,,2024-02-12,closed,"$15,756.00"
ORD-4751,CUST-3964,ST-8,CP-153,2024-05-11,active,14 782
ORD-4752,CUST-2007,ST-9,,2026-08-23,CLOSED,13281
ORD-4753,CUST-4823,ST-10,,2024-03-14,pending,1875
ORD-4754,CUST-1367,ST-23,,07/10/2026,CLOSED,1893
ORD-4755,CUST-3374,ST-10,CP-134,04/25/2025,ACTIVE,107
ORD-4756,CUST-1442,ST-16,,13-01-2025,CLOSED,5525
ORD-4757,CUST-2677,ST-6,,11/15/2026,ACTIVE,6897
ORD-4758,CUST-2380,ST-4,,2026-04-10,active,"$16,915.00"
ORD-4759,CUST-3910,ST-20,,2026-12-03,CLOSED,"18 000,00"
ORD-4760,CUST-2247,ST-5,CP-7,13-03-2024,CLOSED,12704
ORD-4761,CUST-1640,ST-18,,2025-09-14,active,5286
ORD-4762,CUST-1027,ST-23,CP-177,04/22/2026, Active ,9004
ORD-4763,CUST-3515,ST-1,,2025-08-25,PENDING,5147
ORD-4764,CUST-2788,ST-17,CP-9,14-03-2026,CLOSED,104
ORD-4765,CUST-1300,ST-25,,2025-04-12,PENDING,"$4,140.00"
ORD-4766,CUST-1531,ST-15,,2026-03-13, Active ,1971
ORD-4767,CUST-3006,ST-25,,12-09-2024,pending,5531
ORD-4768,CUST-1751,ST-16,,2024-01-27,pending,"$8,286.00"
ORD-4769,CUST-3277,ST-15,,2026-10-06,ACTIVE,"$7,448.00"
ORD-4770,CUST-303,ST-25,CP-181,07-06-2026,pending,17186
ORD-4771,CUST-2385,ST-6,,2026-01-17,ACTIVE,"$9,729.00"
ORD-4772,CUST-2288,ST-16,,08/08/2025, Active ,17993
ORD-4773,CUST-2129,ST-25,,24-07-2024, Active ,"$8,232.00"
ORD-4774,CUST-1905,ST-20,,2024-10-14,active,"$12,994.00"
ORD-4775,CUST-3635,ST-23,,07/02/2026,ACTIVE,19977
ORD-4776,CUST-4637,ST-16,,01-02-2026,ACTIVE,"8 224,00"
ORD-4777,CUST-4927,ST-21,CP-71,2024-07-14, Active ,"15 931,00"
ORD-4778,CUST-3853,ST-17,CP-47,2025-09-22, Active ,"$16,544.00"
ORD-4779,CUST-1290,ST-17,,08/06/2024,ACTIVE,14 211
ORD-4780,CUST-1621,ST-24,CP-67,2025-07-10, Active ,"$16,317.00"
ORD-4781,CUST-4776,ST-7,CP-160,2025-06-11, Active ,"7 285,00"
ORD-4782,CUST-601,ST-5,,2024-10-25,closed,"$10,546.00"
ORD-4783,CUST-2019,ST-14,CP-140,02/13/2025,PENDING,"$7,825.00"
ORD-4784,CUST-4550,ST-24,,11/07/2024, Active ,10239
ORD-4785,CUST-3596,ST-17,,06/17/2024,CLOSED,"18 515,00"
ORD-4786,CUST-1268,ST-10,CP-171,2025-05-07,PENDING,"$16,527.00"
ORD-4787,CUST-17,ST-3,CP-51,03/21/2025,pending,"$15,453.00"
ORD-4788,CUST-4276,ST-1,,2024-10-15,ACTIVE,"$14,365.00"
ORD-4789,CUST-596,ST-12,,2026-06-19,ACTIVE,7694
ORD-4790,CUST-2402,ST-21,CP-178,2024-07-24,closed,"$11,179.00"
ORD-4791,CUST-4570,ST-21,,04/07/2024,ACTIVE,"8 461,00"
ORD-4792,CUST-721,ST-2,CP-172,03-10-2024,PENDING,5565
ORD-4793,CUST-2551,ST-20,,2026-11-03,CLOSED,6202
ORD-4794,CUST-97,ST-13,CP-72,2026-04-21,pending,3 608
ORD-4795,CUST-3312,ST-23,,07/19/2024,active,"$11,803.00"
ORD-4796,CUST-3682,ST-14,,2024-09-12,active,"3 406,00"
ORD-4797,CUST-4782,ST-12,,2025-08-01,CLOSED,"14 812,00"
ORD-4798,CUST-1414,ST-16,,22-09-2026,ACTIVE,"$12,182.00"
ORD-4799,CUST-2152,ST-22,,07/06/2025,active,"17 168,00"
ORD-4800,CUST-1785,ST-1,,04/23/2025, Active ,16887
ORD-4801,CUST-3139,ST-12,,04/11/2025,CLOSED,3 649
ORD-4802,CUST-2867,ST-1,,2026-10-23, Active ,"$7,983.00"
ORD-4803,CUST-2800,ST-17,,03-05-2026,PENDING,15180
ORD-4804,CUST-4635,ST-9,,2026-11-14,closed,1772
ORD-4805,CUST-3089,ST-22,,24-01-2025, Active ,1971
ORD-4806,CUST-4082,ST-23,,28-06-2026,PENDING,17886
ORD-4807,CUST-4505,ST-17,,01-05-2026,CLOSED,1646
ORD-4808,CUST-3329,ST-4,,09-06-2026,CLOSED,"$9,556.00"
ORD-4809,CUST-1818,ST-21,,2025-09-10, Active ,3163
ORD-4810,CUST-1490,ST-14,,2024-09-04,ACTIVE,15207
ORD-4811,CUST-496,ST-19,,05/04/2025,active,19735
ORD-4812,CUST-1264,ST-7,,06/01/2025,active,16261
ORD-4813,CUST-809,ST-13,,14-02-2026,closed,"$12,197.00"
ORD-4814,CUST-4925,ST-22,,2026-12-06, Active ,"7 048,00"
ORD-4815,CUST-204,ST-25,CP-136,2026-11-03, Active ,9184
ORD-4816,CUST-2429,ST-6,,22-08-2025,closed,17033
ORD-4817,CUST-4495,ST-25,CP-179,22-01-2024,PENDING,9897
ORD-4818,CUST-3014,ST-13,,2024-10-03,CLOSED,"$9,690.00"
ORD-4819,CUST-2687,ST-11,CP-92,04/22/2026,active,"$10,121.00"
ORD-4820,CUST-158,ST-3,,25-05-2024,pending,10402
ORD-4821,CUST-2698,ST-3,,2026-02-25,CLOSED,16776
ORD-4822,CUST-4489,ST-10,,2024-08-11,CLOSED,12271
ORD-4823,CUST-2711,ST-12,CP-198,2026-10-25,pending,"$7,760.00"
ORD-4824,CUST-2562,ST-17,,04/20/2025,PENDING,14002
ORD-4825,CUST-1695,ST-17,,2026-03-28,PENDING,"$13,341.00"
ORD-4826,CUST-2391,ST-22,,2024-07-27, Active ,18323
ORD-4827,CUST-4548,ST-3,,22-07-2025,PENDING,6908
ORD-4828,CUST-3686,ST-21,,04/13/2025,closed,"$16,635.00"
ORD-4829,CUST-3800,ST-4,,08/24/2026,ACTIVE,"$7,769.00"
ORD-4830,CUST-4003,ST-3,CP-115,2024-05-15,closed,4427
ORD-4831,CUST-1236,ST-16,,2024-11-28,closed,"$14,271.00"
ORD-4832,CUST-4150,ST-14,CP-149,2026-04-11,closed,2771
ORD-4833,CUST-3235,ST-15,,10/24/2025,pending,2956
ORD-4834,CUST-4754,ST-8,,2025-06-17,closed,8726
ORD-4835,CUST-159,ST-19,CP-26,02/14/2026,CLOSED,200
ORD-4836,CUST-3557,ST-18,CP-74,2026-02-15,closed,"14 664,00"
ORD-4837,CUST-2940,ST-18,,07/02/2025,closed,"$16,296.00"
ORD-4838,CUST-1029,ST-15,CP-110,12/10/2024,PENDING,11761
ORD-4839,CUST-2205,ST-10,,2025-02-13,ACTIVE,3 785
ORD-4840,CUST-1622,ST-12,,2026-03-26,closed,11365
ORD-4841,CUST-4338,ST-23,,2025-07-13, Active ,13 366
ORD-4842,CUST-830,ST-25,,08/14/2024,pending,8 231
ORD-4843,CUST-2609,ST-25,CP-1,2025-10-17,PENDING,8788
ORD-4844,CUST-3771,ST-22,,18-03-2025,pending,2 826
ORD-4845,CUST-2576,ST-12,,06/23/2024,PENDING,8723
ORD-4846,CUST-910,ST-22,,01/14/2026,active,"$13,735.00"
ORD-4847,CUST-4165,ST-20,,06/18/2026,active,5849
ORD-4848,CUST-3971,ST-13,,2025-12-19,CLOSED,"$1,238.00"
ORD-4849,CUST-305,ST-11,CP-34,02/28/2026,closed,8710
ORD-4850,CUST-1466,ST-10,,2026-03-15,CLOSED,8335
ORD-4851,CUST-2445,ST-20,CP-76,11-10-2025,CLOSED,"9 449,00"
ORD-4852,CUST-4321,ST-8,,03/27/2025, Active ,"16 431,00"
ORD-4853,CUST-3494,ST-1,,02/11/2024,CLOSED,"$6,894.00"
ORD-4854,CUST-4676,ST-11,CP-110,2026-05-26,PENDING,11 890
ORD-4855,CUST-387,ST-24,,2026-03-22,closed,"10 923,00"
ORD-4856,CUST-627,ST-19,,07/12/2026,PENDING,"$18,488.00"
ORD-4857,CUST-826,ST-23,CP-174,20-11-2026,pending,16 805
ORD-4858,CUST-332,ST-2,,10/17/2026,closed,13677
ORD-4859,CUST-3808,ST-6,CP-181,2026-12-02,closed,4389
ORD-4860,CUST-1420,ST-19,,2024-11-24,CLOSED,"$16,771.00"
ORD-4861,CUST-4233,ST-22,CP-133,2025-03-03,PENDING,3161
ORD-4862,CUST-3397,ST-18,,05-06-2025,PENDING,"5 869,00"
ORD-4863,CUST-3959,ST-16,CP-174,05-11-2024,pending,2456
ORD-4864,CUST-2858,ST-21,CP-181,06/18/2024,closed,10176
ORD-4865,CUST-2256,ST-4,,08/25/2025,pending,2313
ORD-4866,CUST-3597,ST-3,CP-8,2024-05-27, Active ,"$3,308.00"
ORD-4867,CUST-116,ST-18,CP-167,2025-05-04,CLOSED,4078
ORD-4868,CUST-346,ST-11,,2024-06-05,CLOSED,"$4,417.00"
ORD-4869,CUST-3642,ST-13,,12-06-2026,pending,613
ORD-4870,CUST-1420,ST-23,CP-7,2024-01-07,ACTIVE,9489
ORD-4871,CUST-1772,ST-10,CP-85,06/24/2026, Active ,5580
ORD-4872,CUST-2222,ST-20,,12-08-2026,ACTIVE,14548
ORD-4873,CUST-1961,ST-22,CP-61,2026-06-15, Active ,17851
ORD-4874,CUST-3065,ST-15,CP-138,2026-03-04,closed,"$10,436.00"
ORD-4875,CUST-1886,ST-6,CP-24,2026-07-24,pending,17272
ORD-4876,CUST-1219,ST-15,,07/13/2024, Active ,"$8,149.00"
ORD-4877,CUST-4919,ST-12,,07/08/2024,ACTIVE,14585
ORD-4878,CUST-415,ST-13,,09/10/2024, Active ,"19 349,00"
ORD-4879,CUST-4081,ST-4,,2024-09-27,pending,10123
ORD-4880,CUST-4008,ST-17,,10/26/2025,closed,"$2,080.00"
ORD-4881,CUST-1577,ST-2,,2026-09-24, Active ,16162
ORD-4882,CUST-3956,ST-22,,2025-06-21,active,"$10,055.00"
ORD-4883,CUST-855,ST-10,,2024-12-12,closed,17135
ORD-4884,CUST-90,ST-11,,11/20/2024,ACTIVE,17502
ORD-4885,CUST-2346,ST-17,,2025-06-25,active,"$5,998.00"
ORD-4886,CUST-4035,ST-17,,2025-10-11,PENDING,"$5,685.00"
ORD-4887,CUST-3081,ST-3,,2025-12-25,active,16140
ORD-4888,CUST-656,ST-6,,06/06/2026,active,15 496
ORD-4889,CUST-742,ST-17,CP-178,19-01-2025, Active ,3246
ORD-4890,CUST-2778,ST-4,CP-135,10/05/2025,pending,7 133
ORD-4891,CUST-3221,ST-11,,03/13/2024,ACTIVE,13940
ORD-4892,CUST-4305,ST-4,CP-2,09-06-2025,active,16290
ORD-4893,CUST-4750,ST-1,,11/24/2026,CLOSED,9052
ORD-4894,CUST-373,ST-2,CP-36,2024-04-11,active,3947
ORD-4895,CUST-970,ST-7,CP-131,09/14/2025,pending,6430
ORD-4896,CUST-319,ST-6,CP-182,08-10-2026,CLOSED,11257
ORD-4897,CUST-4606,ST-9,CP-60,2026-02-17,closed,10225
ORD-4898,CUST-4511,ST-10,CP-105,2025-06-27,closed,15 188
ORD-4899,CUST-3345,ST-8,,19-07-2025, Active ,10165
ORD-4900,CUST-1762,ST-22,,2025-05-23, Active ,94
ORD-4901,CUST-1833,ST-17,,2024-02-11,pending,"$3,669.00"
ORD-4902,CUST-3309,ST-20,,08/08/2024,active,"15 812,00"
ORD-4903,CUST-4285,ST-19,,03/12/2026,pending,3 997
ORD-4904,CUST-3409,ST-24,,03/10/2025,closed,18835
ORD-4905,CUST-2440,ST-9,,2025-02-27,ACTIVE,"$18,602.00"
ORD-4906,CUST-4992,ST-14,,12/08/2024,ACTIVE,15536
ORD-4907,CUST-2660,ST-21,CP-48,2026-09-01,ACTIVE,"$4,364.00"
ORD-4908,CUST-1396,ST-5,CP-35,08/01/2024,PENDING,"$3,579.00"
ORD-4909,CUST-2076,ST-24,CP-111,2025-08-03, Active ,1382
ORD-4910,CUST-2046,ST-4,CP-105,06-09-2025,PENDING,"19 543,00"
ORD-4911,CUST-1264,ST-7,,07-11-2024,PENDING,14080
ORD-4912,CUST-3164,ST-7,,2024-10-08,PENDING,"$15,640.00"
ORD-4913,CUST-3128,ST-11,CP-110,02-02-2024, Active ,17755
ORD-4914,CUST-4540,ST-4,,03-07-2024,pending,17 678
ORD-4915,CUST-1435,ST-13,,11/20/2024,PENDING,$536.00
ORD-4916,CUST-864,ST-19,CP-94,2024-08-21,pending,13899
ORD-4917,CUST-2097,ST-20,CP-144,2024-07-27,PENDING,6 416
ORD-4918,CUST-3752,ST-6,,2025-06-27, Active ,"$1,223.00"
ORD-4919,CUST-4490,ST-14,CP-54,2024-11-28,closed,"$17,080.00"
ORD-4920,CUST-1770,ST-24,,2026-11-11,closed,12573
ORD-4921,CUST-685,ST-24,,08-05-2026,ACTIVE,16422
ORD-4922,CUST-868,ST-22,CP-179,2025-11-01,closed,"$10,562.00"
ORD-4923,CUST-4119,ST-16,,12-03-2025, Active ,1723
ORD-4924,CUST-196,ST-16,CP-33,2024-12-14,pending,15880
ORD-4925,CUST-1140,ST-2,CP-133,2024-10-07,pending,5954
ORD-4926,CUST-3335,ST-14,,2024-05-25,ACTIVE,"$2,934.00"
ORD-4927,CUST-2659,ST-16,CP-80,10/03/2025,pending,2255
ORD-4928,CUST-2617,ST-14,,2025-10-19,active,14 130
ORD-4929,CUST-3945,ST-22,,2024-05-21,ACTIVE,13265
ORD-4930,CUST-851,ST-9,,08/13/2024,ACTIVE,10 760
ORD-4931,CUST-2756,ST-20,,06/10/2024,ACTIVE,"$1,827.00"
ORD-4932,CUST-740,ST-2,,09-06-2025,CLOSED,8552
ORD-4933,CUST-3,ST-3,,2025-09-27,PENDING,4742
ORD-4934,CUST-3892,ST-10,CP-14,2025-09-16,pending,18292
ORD-4935,CUST-2124,ST-25,,11-03-2025,active,"$19,860.00"
ORD-4936,CUST-1608,ST-8,,24-06-2026,PENDING,"15 582,00"
ORD-4937,CUST-4879,ST-10,CP-142,2026-02-06,closed,"$8,248.00"
ORD-4938,CUST-431,ST-18,,2025-09-16,active,10 884
ORD-4939,CUST-291,ST-2,CP-160,03-10-2024,ACTIVE,9 284
ORD-4940,CUST-3810,ST-6,,17-05-2025,pending,12 430
ORD-4941,CUST-1985,ST-11,,2025-07-09,pending,13889
ORD-4942,CUST-1547,ST-14,CP-199,04/07/2025, Active ,"5 577,00"
ORD-4943,CUST-861,ST-13,,05-01-2024,closed,"$13,709.00"
ORD-4944,CUST-3689,ST-2,,10/26/2024,PENDING,14513
ORD-4945,CUST-3466,ST-23,,07/22/2025, Active ,"19 850,00"
ORD-4946,CUST-4818,ST-10,,08/14/2024,CLOSED,"18 218,00"
ORD-4947,CUST-926,ST-11,,2024-08-23,CLOSED,9511
ORD-4948,CUST-1562,ST-12,,2026-07-08,pending,"$10,711.00"
ORD-4949,CUST-3717,ST-16,CP-169,2026-06-10,ACTIVE,$701.00
ORD-4950,CUST-2104,ST-12,CP-5,2024-10-20,CLOSED,11529
ORD-4951,CUST-265,ST-9,,17-09-2025,closed,10949
ORD-4952,CUST-4963,ST-17,,15-09-2025,ACTIVE,13439
ORD-4953,CUST-371,ST-24,CP-30,2025-04-24, Active ,"$10,462.00"
ORD-4954,CUST-2147,ST-1,,01/15/2024,closed,18 045
ORD-4955,CUST-209,ST-11,,2024-06-23, Active ,16232
ORD-4956,CUST-353,ST-25,,11-04-2025,pending,"7 567,00"
ORD-4957,CUST-4576,ST-17,CP-106,2026-01-05,closed,1801
ORD-4958,CUST-2684,ST-3,,2026-07-18,pending,3174
ORD-4959,CUST-3557,ST-16,CP-108,2024-03-01,pending,9 161
ORD-4960,CUST-3228,ST-23,,08-02-2025,pending,"16 681,00"
ORD-4961,CUST-4372,ST-16,,2024-12-24,closed,9 087
ORD-4962,CUST-3029,ST-2,,2026-12-26,active,1529
ORD-4963,CUST-1822,ST-19,,02/18/2025,ACTIVE,8464
ORD-4964,CUST-2376,ST-4,,03/27/2025,closed,"13 700,00"
ORD-4965,CUST-1613,ST-24,,2026-02-19,PENDING,8 319
ORD-4966,CUST-3357,ST-8,CP-178,2024-01-20, Active ,"$6,199.00"
ORD-4967,CUST-3116,ST-7,,2024-05-03,closed,12985
ORD-4968,CUST-3274,ST-9,CP-154,2024-11-24,closed,14 095
ORD-4969,CUST-4778,ST-13,CP-18,2025-02-16,active,75
ORD-4970,CUST-463,ST-7,CP-20,2024-04-01,ACTIVE,"$6,169.00"
ORD-4971,CUST-4821,ST-21,CP-153,13-03-2026,CLOSED,5809
ORD-4972,CUST-4895,ST-17,,2025-04-05,ACTIVE,16574
ORD-4973,CUST-957,ST-10,CP-153,2024-01-05,pending,"$18,908.00"
ORD-4974,CUST-2747,ST-6,,2025-03-06,active,"$17,195.00"
ORD-4975,CUST-3645,ST-21,,27-09-2025,pending,"$7,341.00"
ORD-4976,CUST-4987,ST-5,,2024-07-10, Active ,"17 154,00"
ORD-4977,CUST-3617,ST-24,,09/11/2026,pending,"$3,225.00"
ORD-4978,CUST-385,ST-8,,03-07-2026,closed,7800
ORD-4979,CUST-681,ST-13,,2024-09-04, Active ,9 371
ORD-4980,CUST-3784,ST-5,,08-08-2025,PENDING,15373
ORD-4981,CUST-3027,ST-19,,05-04-2025,closed,"$4,719.00"
ORD-4982,CUST-1476,ST-7,,2026-04-08,active,19902
ORD-4983,CUST-335,ST-20,CP-98,04/15/2024, Active ,7263
ORD-4984,CUST-1315,ST-1,,2025-04-24,ACTIVE,"$11,132.00"
ORD-4985,CUST-1253,ST-12,CP-84,05-07-2025, Active ,5 111
ORD-4986,CUST-3041,ST-11,CP-32,05-11-2024, Active ,"$19,536.00"
ORD-4987,CUST-826,ST-10,CP-42,2024-07-22, Active ,"$12,337.00"
ORD-4988,CUST-2645,ST-18,,04/20/2024, Active ,361
ORD-4989,CUST-1642,ST-13,,2024-05-18,active,17639
ORD-4990,CUST-2838,ST-8,,2025-04-19,active,14253
ORD-4991,CUST-2262,ST-20,CP-41,2024-03-07,pending,13669
ORD-4992,CUST-3025,ST-22,,2024-02-08,PENDING,"$17,805.00"
ORD-4993,CUST-4847,ST-5,,08-05-2024,active,10804
ORD-4994,CUST-4589,ST-6,,2024-12-04,active,11790
ORD-4995,CUST-1483,ST-17,CP-132,09/14/2025,pending,"$12,536.00"
ORD-4996,CUST-2608,ST-13,,03/04/2024, Active ,19360
ORD-4997,CUST-4925,ST-2,CP-135,11/16/2026,ACTIVE,4438
ORD-4998,CUST-189,ST-2,,28-09-2024,active,1140
ORD-4999,CUST-2286,ST-14,,07/18/2024,CLOSED,"$7,454.00"
ORD-5000,CUST-3753,ST-5,,11/23/2025,closed,1 557
ORD-5001,CUST-355,ST-7,CP-172,08/23/2025,pending,"$11,243.00"
ORD-5002,CUST-1578,ST-18,,24-01-2025,pending,"13 214,00"
ORD-5003,CUST-1856,ST-2,CP-45,05-04-2025,closed,15681
ORD-5004,CUST-3221,ST-20,,02/08/2025,CLOSED,"$13,892.00"
ORD-5005,CUST-4258,ST-10,CP-112,2024-06-18,closed,"$3,719.00"
ORD-5006,CUST-3815,ST-19,CP-47,13-02-2024,pending,5217
ORD-5007,CUST-3494,ST-23,,2026-02-15,CLOSED,"7 439,00"
ORD-5008,CUST-2037,ST-14,,2024-08-05, Active ,13733
ORD-5009,CUST-1409,ST-14,CP-176,10/24/2026, Active ,"$12,655.00"
ORD-5010,CUST-3415,ST-6,,12/18/2026,closed,8 014
ORD-5011,CUST-1855,ST-3,,2024-11-19,active,10 518
ORD-5012,CUST-1704,ST-25,,09/14/2026,pending,7735
ORD-5013,CUST-4498,ST-25,,09/28/2026,ACTIVE,11 934
ORD-5014,CUST-989,ST-16,,2026-08-20,closed,14370
ORD-5015,CUST-2478,ST-17,,2025-08-09,CLOSED,18936
ORD-5016,CUST-4607,ST-6,CP-50,2025-01-02,CLOSED,15907
ORD-5017,CUST-3912,ST-23,,04/28/2026,PENDING,988
ORD-5018,CUST-4964,ST-20,,07/15/2024,PENDING,"$1,004.00"
ORD-5019,CUST-4003,ST-19,,08/03/2024,PENDING,12311
ORD-5020,CUST-2080,ST-22,,20-03-2024,closed,16084
ORD-5021,CUST-4272,ST-25,,2025-06-17, Active ,12328
ORD-5022,CUST-348,ST-7,,2025-04-20,PENDING,3884
ORD-5023,CUST-3965,ST-4,,2026-12-27,pending,6 626
ORD-5024,CUST-2762,ST-8,,2025-02-08,ACTIVE,18611
ORD-5025,CUST-3705,ST-25,CP-119,07/08/2024,ACTIVE,9 893
ORD-5026,CUST-3300,ST-22,,2024-05-11, Active ,19676
ORD-5027,CUST-1184,ST-16,CP-189,2024-08-04,closed,"$11,045.00"
ORD-5028,CUST-268,ST-14,,05/28/2025,CLOSED,6754
ORD-5029,CUST-464,ST-13,CP-94,12/02/2024,active,4158
ORD-5030,CUST-2513,ST-5,,2025-05-07,CLOSED,7 579
ORD-5031,CUST-4361,ST-3,,2025-01-27,pending,952
ORD-5032,CUST-297,ST-25,CP-25,08/21/2024,PENDING,5198
ORD-5033,CUST-4211,ST-22,CP-65,07-05-2026,closed,"$19,015.00"
ORD-5034,CUST-2662,ST-11,,02/21/2024,pending,"$15,037.00"
ORD-5035,CUST-4596,ST-16,,12/22/2026,closed,193
ORD-5036,CUST-2250,ST-8,,06/01/2025,active,"18 738,00"
ORD-5037,CUST-3474,ST-11,,16-12-2025,CLOSED,"$15,464.00"
ORD-5038,CUST-4066,ST-2,,07-01-2024,PENDING,11000
ORD-5039,CUST-3839,ST-19,,01/15/2026,ACTIVE,"9 238,00"
ORD-5040,CUST-247,ST-25,,2025-11-15,active,2 760
ORD-5041,CUST-981,ST-5,CP-168,2025-09-01,PENDING,"$4,984.00"
ORD-5042,CUST-1754,ST-14,,2026-05-26, Active ,"$18,131.00"
ORD-5043,CUST-2532,ST-25,CP-183,09/02/2024,pending,11584
ORD-5044,CUST-3916,ST-1,CP-85,27-09-2026,ACTIVE,15 571
ORD-5045,CUST-2948,ST-2,,01/12/2024,active,$639.00
ORD-5046,CUST-568,ST-8,,2025-01-27,active,"$1,323.00"
ORD-5047,CUST-3025,ST-8,,2025-07-04, Active ,18190
ORD-5048,CUST-1348,ST-23,,2026-05-02,pending,$534.00
ORD-5049,CUST-1662,ST-4,CP-9,2025-04-04,pending,12997
ORD-5050,CUST-568,ST-17,,2024-04-24,CLOSED,7627
ORD-5051,CUST-1426,ST-15,CP-153,2026-10-21,PENDING,13753
ORD-5052,CUST-1480,ST-5,,02/17/2026, Active ,"5 654,00"
ORD-5053,CUST-967,ST-14,,2024-10-06,PENDING,"$2,163.00"
ORD-5054,CUST-4069,ST-24,,12/23/2024,active,1459
ORD-5055,CUST-3681,ST-22,,10-11-2025,active,"$6,749.00"
ORD-5056,CUST-117,ST-13,,09/08/2026,pending,15 539
ORD-5057,CUST-2101,ST-21,CP-29,2024-02-22,active,2 075
ORD-5058,CUST-4330,ST-23,CP-98,2024-02-11,CLOSED,2739
ORD-5059,CUST-2641,ST-22,CP-109,25-06-2024,CLOSED,"$4,748.00"
