price_id,product_id,effective_date,price
PR-613,REF-1535,02/22/2024,4563
PR-614,SKU1758,2024-11-06,"3 788,00"
PR-615,REF-1307,2026-07-15,4307
PR-616,R-1475,04/28/2024,3211
PR-617,MD-1433,2024-08-24,318
PR-618,R-1223,2026-05-13,3 365
PR-619,SKU1445,2024-12-09,3709
PR-620,R-1446,2025-06-08,"$5,019.00"
PR-621,R-1680,2025-03-25,890
PR-622,REF-1352,09/23/2024,2911
PR-623,R-1420,09/25/2024,"3 767,00"
PR-624,MD-1374,2025-06-08,"$4,183.00"
PR-625,REF-1199,2026-10-11,"2 157,00"
PR-626,R-1334,2025-05-25,3316
PR-627,R-1635,2024-03-23,1690
PR-628,REF-1283,05/21/2026,"3 226,00"
PR-629,R-1460,2025-12-13,"643,00"
PR-630,SKU1445,09/02/2026,3107
PR-631,SKU1424,2025-01-13,"654,00"
PR-632,R-1703,2026-09-12,"$2,866.00"
PR-633,REF-1096,2024-03-17,"$3,411.00"
PR-634,SKU1735,04-05-2025,4866
PR-635,SKU1601,24-04-2025,1338
PR-636,REF-1507,2025-03-04,"$1,551.00"
PR-637,REF-1450,2026-11-18,"542,00"
PR-638,R-1614,04/09/2024,$64.00
PR-639,SKU1673,19-12-2025,"$4,070.00"
PR-640,R-1159,24-02-2025,2918
PR-641,MD-1362,08-11-2025,4614
PR-642,MD-1142,2026-09-06,"$4,303.00"
PR-643,MD-1362,2024-03-22,1659
PR-644,REF-1068,2026-08-04,2077
PR-645,REF-1294,2024-03-09,591
PR-646,MD-1524,25-05-2025,2664
PR-647,SKU1607,2026-01-09,4031
PR-648,MD-1613,2024-01-17,5125
PR-649,SKU1222,05/23/2025,3975
PR-650,MD-1553,03-10-2026,1461
PR-651,SKU1768,2025-06-16,"$1,504.00"
PR-652,MD-1204,2025-12-28,4 052
PR-653,SKU1056,2025-05-22,2606
PR-654,REF-1138,2025-09-11,4990
PR-655,REF-1531,2026-05-06,"4 964,00"
PR-656,MD-1150,2025-05-26,1716
PR-657,R-1312,12/07/2026,"$4,117.00"
PR-658,R-1124,08-07-2026,"2 021,00"
PR-659,REF-1021,2025-04-04,"$1,665.00"
PR-660,R-1657,2026-10-15,"1 189,00"
PR-661,R-1228,03/13/2026,2906
PR-662,REF-1126,05/15/2026,687
PR-663,MD-1581,14-05-2025,4960
PR-664,MD-1282,2024-09-18,2914
PR-665,R-1577,2025-06-05,"$4,636.00"
PR-666,REF-1507,02/01/2025,3695
PR-667,REF-1255,16-06-2025,3006
PR-668,REF-1344,2024-08-14,$868.00
PR-669,R-1573,2024-08-08,"$2,772.00"
PR-670,SKU1582,08-08-2025,3929
PR-671,REF-1546,12-07-2025,4 747
PR-672,MD-1390,2026-01-15,"2 040,00"
PR-673,R-1736,2026-08-08,3 808
PR-674,MD-1428,21-05-2026,4 112
PR-675,R-1590,2024-09-27,3286
PR-676,REF-1510,2026-04-03,"$4,929.00"
PR-677,R-1389,2025-06-12,2913
PR-678,R-1518,11-02-2025,$877.00
PR-679,R-1179,2026-02-12,"$1,862.00"
PR-680,REF-1287,07-04-2026,3180
PR-681,SKU1556,2024-12-06,415
PR-682,REF-1777,2024-09-16,"$4,170.00"
PR-683,REF-1747,2025-11-14,"137,00"
PR-684,MD-1526,2024-05-12,3160
PR-685,SKU1480,2026-07-23,3941
PR-686,SKU1774,2025-03-12,3292
PR-687,R-1297,2025-02-15,"$4,881.00"
PR-688,R-1050,17-12-2025,2333
PR-689,REF-1102,26-12-2024,3 581
PR-690,R-1637,2026-06-18,4654
PR-691,MD-1597,2026-05-19,967
PR-692,REF-1688,2025-03-03,"$1,631.00"
PR-693,SKU1589,03/10/2024,3 934
PR-694,MD-1596,05-05-2024,$277.00
PR-695,MD-1022,02/28/2024,$293.00
PR-696,SKU1088,01/06/2026,231
PR-697,MD-1581,09/05/2026,"$3,958.00"
PR-698,REF-1719,03/10/2026,2910
PR-699,REF-1769,12/11/2024,2657
PR-700,REF-1217,2025-07-26,728
PR-701,R-1710,2026-07-23,3 525
PR-702,REF-1219,09/10/2025,"$1,829.00"
PR-703,R-1430,09/09/2024,838
PR-704,REF-1294,05/20/2025,920
PR-705,SKU1029,2024-07-27,382
PR-706,MD-1127,2026-07-27,144
PR-707,REF-1141,2025-08-06,336
PR-708,R-1473,2025-12-17,3885
PR-709,SKU1326,2024-07-16,"$1,114.00"
PR-710,R-1353,2024-04-13,"1 477,00"
PR-711,R-1312,2025-11-23,2448
PR-712,R-1568,2026-12-28,1181
PR-713,MD-1091,08/16/2024,5039
PR-714,REF-1644,11/01/2024,"$1,369.00"
PR-715,REF-1669,02/03/2024,"$4,816.00"
PR-716,R-1521,2026-10-23,1 850
PR-717,MD-1043,09/16/2025,5149
PR-718,R-1563,2024-08-03,"4 640,00"
PR-719,SKU1245,2026-09-18,"3 865,00"
PR-720,R-1175,2026-05-10,3099
PR-721,R-1512,08-01-2025,1141
PR-722,MD-1753,11/15/2026,2463
PR-723,R-1117,2024-06-20,4775
PR-724,SKU1767,2026-04-08,3943
PR-725,SKU1477,2024-05-02,$972.00
PR-726,REF-1067,07-10-2026,2670
PR-727,SKU1642,2024-04-03,916
PR-728,REF-1624,14-01-2025,1530
PR-729,R-1215,2024-08-19,3145
PR-730,REF-1307,07/16/2025,2050
PR-731,SKU1002,2025-01-15,3402
PR-732,R-1523,25-01-2026,858
PR-733,REF-1529,06/02/2024,1811
PR-734,REF-1300,2024-04-26,1 462
PR-735,REF-1491,09-09-2026,3079
PR-736,R-1420,2025-08-22,"672,00"
PR-737,MD-1052,08/04/2026,1488
PR-738,R-1019,2025-12-06,"$2,231.00"
PR-739,MD-1291,2026-03-21,3085
PR-740,R-1721,07/17/2025,$75.00
PR-741,MD-1133,11/28/2026,911
PR-742,R-1018,08/16/2024,"3 211,00"
PR-743,MD-1479,2025-11-27,5175
PR-744,SKU1370,06/04/2024,$659.00
PR-745,R-1473,11/25/2026,"$2,492.00"
PR-746,R-1430,2025-05-18,"3 286,00"
PR-747,SKU1134,2026-07-07,2477
PR-748,MD-1061,2025-04-12,"3 113,00"
PR-749,R-1175,04/05/2024,"$1,686.00"
PR-750,R-1239,2025-09-04,4374
PR-751,REF-1743,2025-08-12,182
PR-752,SKU1241,08/07/2026,136
PR-753,R-1440,01-11-2024,3607
PR-754,REF-1546,2026-07-16,2842
PR-755,REF-1414,12/27/2024,"$1,153.00"
PR-756,R-1590,2024-03-28,653
PR-757,SKU1343,2025-03-27,386
PR-758,REF-1624,2024-01-17,4477
PR-759,MD-1549,11/07/2024,3996
PR-760,REF-1743,11/17/2024,"$2,768.00"
PR-761,MD-1227,05/06/2025,4 336
PR-762,R-1460,2026-09-19,$644.00
PR-763,MD-1465,2024-07-17,752
PR-764,SKU1076,07-02-2024,3389
PR-765,REF-1028,2024-07-06,2 988
PR-766,MD-1789,2026-10-14,866
PR-767,R-1317,2025-08-20,1163
PR-768,REF-1775,18-05-2026,"$1,878.00"
PR-769,REF-1394,2024-04-10,118
PR-770,SKU1248,09/05/2026,"$4,579.00"
PR-771,R-1130,15-02-2024,3455
PR-772,REF-1373,2024-12-07,"$1,294.00"
PR-773,REF-1217,2024-12-10,547
PR-774,R-1262,08/23/2024,"685,00"
PR-775,R-1180,2024-02-23,"$1,293.00"
PR-776,R-1565,11-01-2026,$873.00
PR-777,SKU1128,2025-04-05,"$4,092.00"
PR-778,R-1016,2026-05-26,"5 076,00"
PR-779,MD-1482,03/26/2026,5 010
PR-780,R-1320,2024-11-03,5 074
PR-781,SKU1508,03-03-2024,"$2,186.00"
PR-782,SKU1177,2025-03-08,5079
PR-783,SKU1024,2025-10-25,1582
PR-784,REF-1285,09/25/2026,1957
PR-785,SKU1178,09/20/2026,1049
PR-786,REF-1483,2026-05-15,"$1,991.00"
PR-787,MD-1113,08/27/2026,2949
PR-788,SKU1555,02/18/2024,4165
PR-789,SKU1260,11/22/2025,"3 481,00"
PR-790,SKU1687,06-02-2025,3650
PR-791,R-1614,01/27/2024,3311
PR-792,SKU1308,2024-01-16,247
PR-793,MD-1683,04/18/2024,446
PR-794,REF-1244,2025-08-18,1627
PR-795,SKU1620,01/01/2025,5 060
PR-796,R-1082,2025-05-16,"$5,085.00"
PR-797,MD-1033,25-09-2025,"$4,336.00"
PR-798,R-1495,2024-10-12,3985
PR-799,SKU1397,2026-03-22,5030
PR-800,REF-1081,2026-11-04,1218
PR-801,SKU1088,19-06-2025,4 936
PR-802,REF-1414,2024-10-07,2555
PR-803,MD-1464,13-10-2026,"$1,360.00"
PR-804,MD-1683,2025-04-26,"$1,263.00"
PR-805,R-1680,18-04-2026,"$4,821.00"
PR-806,MD-1041,11/01/2025,61
PR-807,MD-1757,2024-07-11,"$4,458.00"
PR-808,REF-1319,13-03-2024,$915.00
PR-809,R-1787,28-02-2025,2740
PR-810,MD-1208,02-03-2025,1314
PR-811,SKU1423,02/16/2026,4106
PR-812,SKU1712,2025-05-22,"$4,827.00"
PR-813,R-1013,08/12/2025,"4 885,00"
PR-814,SKU1547,02/18/2026,$503.00
PR-815,MD-1230,03/01/2026,"$2,130.00"
PR-816,MD-1798,03/06/2026,1 687
PR-817,R-1018,2024-08-15,1 980
PR-818,SKU1766,2026-10-21,"$1,979.00"
PR-819,R-1233,12/26/2024,"$1,516.00"
PR-820,SKU1585,14-09-2026,3220
PR-821,SKU1056,07/12/2026,5 030
PR-822,R-1180,05/26/2025,"$1,415.00"
PR-823,REF-1068,2025-05-09,4663
PR-824,REF-1294,20-09-2025,484
PR-825,REF-1785,25-08-2024,"3 064,00"
PR-826,REF-1535,10/13/2024,5136
PR-827,MD-1501,2024-10-27,1725
PR-828,R-1236,25-10-2026,"$2,359.00"
PR-829,SKU1335,03/25/2025,$856.00
PR-830,SKU1308,28-12-2025,4365
PR-831,SKU1480,2025-07-03,1 033
PR-832,REF-1071,2026-09-21,3284
PR-833,REF-1352,2025-03-22,3609
PR-834,MD-1487,2026-12-18,4 538
PR-835,REF-1629,2024-10-20,1 290
PR-836,SKU1343,2024-02-28,"$4,072.00"
PR-837,SKU1649,2025-06-20,2111
PR-838,MD-1522,08/09/2025,"$2,846.00"
PR-839,SKU1241,03/06/2025,1798
PR-840,R-1503,2025-07-17,"$3,319.00"
PR-841,R-1703,2025-02-05,1742
PR-842,MD-1196,08/13/2025,3363
PR-843,REF-1604,2024-10-20,1164
PR-844,MD-1732,02/07/2024,4020
PR-845,REF-1709,2024-06-23,3168
PR-846,MD-1716,01/18/2024,"270,00"
PR-847,R-1632,2025-02-21,"$4,365.00"
PR-848,MD-1479,2024-10-11,"$1,815.00"
PR-849,SKU1398,12-04-2024,5174
PR-850,MD-1487,2025-09-08,57
PR-851,MD-1628,19-07-2025,2873
PR-852,R-1187,01/24/2026,417
PR-853,R-1234,2024-05-10,$191.00
PR-854,REF-1012,08/24/2024,4788
PR-855,REF-1011,06/16/2024,2247
PR-856,MD-1502,11-02-2025,"$4,659.00"
PR-857,MD-1366,2025-06-02,"$4,353.00"
PR-858,SKU1744,07/05/2024,"$3,575.00"
PR-859,SKU1640,03/10/2024,$791.00
PR-860,SKU1128,2026-06-06,4421
PR-861,MD-1004,2026-02-20,$410.00
PR-862,R-1108,2024-07-27,2 269
PR-863,REF-1166,08-12-2026,3481
PR-864,REF-1279,04-08-2025,4372
PR-865,R-1586,01/27/2025,2454
PR-866,SKU1222,2025-06-18,2833
PR-867,MD-1249,05/08/2026,660
PR-868,R-1013,20-05-2026,"$2,852.00"
PR-869,R-1419,06/23/2024,1409
PR-870,SKU1456,23-04-2024,220
PR-871,MD-1597,07/04/2026,$943.00
PR-872,REF-1173,2025-04-01,$539.00
PR-873,REF-1199,2025-03-05,2630
PR-874,MD-1471,12/05/2024,4262
PR-875,SKU1572,06-02-2025,"$3,244.00"
PR-876,MD-1304,2026-09-20,"$2,876.00"
PR-877,REF-1785,2026-07-04,2871
PR-878,MD-1492,03/02/2024,761
PR-879,MD-1615,10/18/2025,"2 989,00"
PR-880,REF-1058,10/24/2025,"3 075,00"
PR-881,REF-1322,2024-10-13,"2 208,00"
PR-882,SKU1486,2025-08-24,"$3,502.00"
PR-883,MD-1670,2025-02-09,$855.00
PR-884,MD-1522,03/08/2025,3926
PR-885,REF-1669,2024-03-25,1009
PR-886,SKU1397,2025-07-17,2 698
PR-887,R-1602,2025-11-01,"1 457,00"
PR-888,REF-1005,2026-10-05,"$2,553.00"
PR-889,REF-1541,03/02/2025,127
PR-890,REF-1213,11/23/2024,250
PR-891,REF-1079,2025-11-10,"$4,738.00"
PR-892,R-1463,08-05-2024,341
PR-893,R-1193,2024-11-22,"$3,796.00"
PR-894,REF-1221,2026-09-06,4153
PR-895,SKU1484,28-04-2024,"$2,310.00"
PR-896,MD-1165,2025-12-27,"$1,655.00"
PR-897,R-1710,2026-02-24,"$4,326.00"
PR-898,SKU1426,08/15/2024,3323
PR-899,REF-1313,2024-08-01,3 299
PR-900,MD-1305,01/07/2026,"$3,884.00"
PR-901,REF-1171,12/24/2025,527
PR-902,MD-1707,2024-10-11,3336
PR-903,REF-1264,03-03-2024,"4 247,00"
PR-904,REF-1624,2024-09-23,3432
PR-905,R-1618,2025-12-16,"823,00"
PR-906,R-1385,2026-09-28,2749
PR-907,SKU1324,15-09-2025,2104
PR-908,REF-1576,27-03-2024,50
PR-909,REF-1537,02/13/2026,4132
PR-910,REF-1611,07-04-2024,"$3,299.00"
PR-911,REF-1769,2026-12-23,4882
PR-912,SKU1178,2025-12-11,1 900
PR-913,REF-1103,2026-01-19,"1 572,00"
PR-914,R-1437,2025-11-02,$788.00
PR-915,R-1751,02/06/2026,1101
PR-916,MD-1729,2026-01-18,1197
PR-917,REF-1560,06/25/2025,2606
PR-918,R-1340,2026-06-01,4950
PR-919,SKU1742,2024-07-17,2455
PR-920,MD-1200,05/07/2025,"$4,095.00"
PR-921,SKU1704,12/09/2024,3 703
PR-922,SKU1040,2024-02-18,"$4,398.00"
PR-923,MD-1534,2025-05-07,4582
PR-924,R-1532,24-09-2024,"$4,058.00"
PR-925,R-1441,2025-02-09,4525
PR-926,R-1082,2026-06-22,"$2,948.00"
PR-927,MD-1526,11/24/2026,2 524
PR-928,MD-1379,03/15/2026,"$4,849.00"
PR-929,SKU1201,2025-12-09,"3 963,00"
PR-930,R-1289,2024-01-01,3965
PR-931,SKU1527,10-11-2024,4527
PR-932,R-1234,2026-06-23,"2 144,00"
PR-933,REF-1136,2026-11-14,"$3,170.00"
PR-934,SKU1555,08/10/2025,"$1,364.00"
PR-935,R-1050,2025-05-27,4792
PR-936,R-1523,2026-01-14,2578
PR-937,R-1350,26-02-2025,"$3,682.00"
PR-938,SKU1020,2025-06-26,960
PR-939,REF-1624,2024-06-06,1024
PR-940,REF-1696,04/04/2024,"3 770,00"
PR-941,R-1350,2026-11-07,4530
PR-942,MD-1043,06/19/2026,4755
PR-943,MD-1542,2025-09-10,4753
PR-944,REF-1654,23-01-2026,361
PR-945,SKU1484,2024-09-18,419
PR-946,MD-1772,20-05-2026,"2 302,00"
PR-947,SKU1314,04/23/2026,3 909
PR-948,MD-1151,12-07-2025,"$3,878.00"
PR-949,R-1090,11-09-2026,"$2,129.00"
PR-950,REF-1697,08/25/2026,"$4,184.00"
PR-951,REF-1665,03/11/2025,300
PR-952,SKU1048,09/04/2024,5008
PR-953,REF-1661,2025-09-27,2 808
PR-954,REF-1279,2026-04-03,$978.00
PR-955,REF-1535,02/11/2025,769
PR-956,SKU1308,2024-01-01,2203
PR-957,REF-1728,2026-01-02,2369
PR-958,R-1760,09/24/2025,"$4,242.00"
PR-959,REF-1365,2026-03-14,1685
PR-960,REF-1135,03/20/2026,912
PR-961,MD-1017,2024-12-14,3 052
PR-962,REF-1138,04/17/2026,4168
PR-963,MD-1374,20-08-2024,3957
PR-964,SKU1470,21-10-2024,4 715
PR-965,MD-1427,09/01/2026,498
PR-966,MD-1030,2026-07-06,3765
PR-967,MD-1303,23-08-2026,2888
PR-968,R-1015,04/21/2026,5125
PR-969,REF-1190,09/15/2026,"$2,285.00"
PR-970,R-1296,2026-08-24,2242
PR-971,SKU1766,2025-07-28,3898
PR-972,REF-1354,2025-10-14,3177
PR-973,SKU1610,03/17/2024,3450
PR-974,REF-1319,24-04-2025,4435
PR-975,REF-1217,2025-12-26,4250
PR-976,MD-1194,2026-09-14,1066
PR-977,SKU1144,23-06-2026,"$4,743.00"
PR-978,REF-1715,2025-05-12,1556
PR-979,R-1000,10/15/2025,"1 399,00"
PR-980,R-1598,06/21/2024,2864
PR-981,R-1751,2026-06-13,900
PR-982,SKU1718,09/06/2026,"$5,083.00"
PR-983,SKU1607,2024-02-23,"$1,981.00"
PR-984,MD-1670,17-05-2026,1513
PR-985,REF-1005,2024-11-05,1463
PR-986,MD-1754,01-07-2024,"$5,002.00"
PR-987,MD-1534,2024-06-09,3 739
PR-988,REF-1011,02/18/2024,"$2,420.00"
PR-989,R-1189,2026-05-14,"640,00"
PR-990,MD-1202,2025-11-24,"$4,061.00"
PR-991,R-1657,12-05-2025,4965
PR-992,REF-1286,2026-08-20,4 146
PR-993,MD-1724,12/04/2024,$999.00
PR-994,MD-1351,2025-06-20,4600
PR-995,SKU1547,11-10-2026,351
PR-996,SKU1106,10/23/2026,2 217
PR-997,REF-1199,2025-12-21,$447.00
PR-998,REF-1393,20-04-2024,"$3,514.00"
PR-999,REF-1219,2025-07-16,"$3,165.00"
PR-1000,MD-1493,08-04-2026,"$3,493.00"
PR-1001,SKU1247,07/16/2026,4981
PR-1002,MD-1761,09/28/2025,"$1,352.00"
PR-1003,R-1159,07/20/2026,206
PR-1004,MD-1062,20-12-2024,"1 006,00"
PR-1005,REF-1797,08/06/2024,4432
PR-1006,MD-1339,16-02-2026,4393
PR-1007,REF-1352,2026-10-03,1779
PR-1008,R-1158,2024-07-11,1949
PR-1009,R-1350,2026-11-28,1680
PR-1010,REF-1185,14-06-2024,3796
PR-1011,MD-1689,01/27/2025,1576
PR-1012,R-1182,06/21/2026,4162
PR-1013,REF-1738,23-04-2026,"$5,091.00"
PR-1014,MD-1616,2025-01-14,115
PR-1015,SKU1742,2025-06-09,"$1,865.00"
PR-1016,R-1104,19-08-2026,4886
PR-1017,R-1595,2025-07-06,760
PR-1018,SKU1332,10/15/2025,"4 464,00"
PR-1019,REF-1507,01/08/2026,546
PR-1020,MD-1539,2025-08-04,"$4,266.00"
PR-1021,MD-1517,2025-01-15,$162.00
PR-1022,R-1289,2024-04-03,4379
PR-1023,REF-1743,2025-04-14,4 089
PR-1024,SKU1453,03/24/2024,4460
PR-1025,R-1105,2024-07-11,3918
PR-1026,REF-1378,20-05-2024,3038
PR-1027,R-1229,21-08-2025,"$2,852.00"
PR-1028,SKU1764,14-05-2026,2851
PR-1029,R-1690,2024-12-13,2468
PR-1030,R-1725,2026-02-06,"$5,051.00"
PR-1031,REF-1238,2024-08-23,3826
PR-1032,SKU1271,11/24/2024,"$1,391.00"
PR-1033,SKU1767,2025-08-05,$260.00
PR-1034,SKU1341,25-01-2025,$199.00
PR-1035,REF-1697,2026-08-07,230
PR-1036,SKU1454,10/16/2025,"$2,074.00"
PR-1037,R-1328,2025-01-20,3164
PR-1038,MD-1174,2024-02-13,3 021
PR-1039,SKU1774,07/02/2024,2504
PR-1040,SKU1251,2026-01-01,2222
PR-1041,REF-1429,2024-06-19,"$1,198.00"
PR-1042,MD-1524,07/19/2026,639
PR-1043,MD-1258,2026-05-27,"3 510,00"
PR-1044,R-1077,12/13/2026,"$2,666.00"
PR-1045,R-1348,20-01-2026,1036
PR-1046,REF-1515,02-09-2026,4919
PR-1047,MD-1686,2025-11-07,622
PR-1048,REF-1665,2024-11-11,3633
PR-1049,REF-1279,06/08/2024,1312
PR-1050,SKU1617,2026-12-19,1614
PR-1051,MD-1113,2025-03-10,1634
PR-1052,SKU1029,06/03/2024,891
PR-1053,SKU1128,2024-04-16,4 077
PR-1054,REF-1285,2024-08-16,"375,00"
PR-1055,SKU1778,2026-05-13,"$3,802.00"
PR-1056,R-1443,06/24/2024,$282.00
PR-1057,MD-1387,2024-11-19,"$4,621.00"
PR-1058,SKU1318,2026-01-13,694
PR-1059,SKU1356,2025-06-07,3 500
PR-1060,SKU1398,2026-04-19,"$5,137.00"
PR-1061,MD-1542,10/12/2024,3743
PR-1062,MD-1581,2024-02-03,4 743
PR-1063,R-1159,2026-03-06,"$3,814.00"
PR-1064,REF-1093,2026-06-08,294
PR-1065,SKU1002,05/10/2025,"$3,001.00"
PR-1066,SKU1784,14-12-2026,4926
PR-1067,R-1748,2024-08-20,1 471
PR-1068,SKU1192,2026-02-08,4 221
PR-1069,SKU1668,06/25/2026,2730
PR-1070,R-1446,08/18/2026,856
PR-1071,MD-1427,2026-11-13,1 552
PR-1072,REF-1530,02/06/2026,"$2,482.00"
PR-1073,SKU1469,2024-06-25,3 134
PR-1074,MD-1150,12/03/2025,2426
PR-1075,MD-1181,2026-07-28,"4 883,00"
PR-1076,MD-1339,2026-08-12,"5 048,00"
PR-1077,R-1108,2026-02-17,"$4,664.00"
PR-1078,SKU1691,2025-07-14,"$5,040.00"
PR-1079,REF-1450,2025-12-26,"$3,468.00"
PR-1080,R-1157,03/03/2024,2448
PR-1081,SKU1222,2024-11-27,2655
PR-1082,R-1710,07/01/2024,1318
PR-1083,SKU1506,17-07-2024,1090
PR-1084,MD-1792,08-01-2026,"913,00"
PR-1085,R-1632,12-04-2026,3102
PR-1086,REF-1121,14-02-2026,"$3,988.00"
PR-1087,REF-1211,08/10/2024,"$2,633.00"
PR-1088,MD-1692,01/14/2025,1 223
PR-1089,REF-1372,05/05/2024,2952
PR-1090,MD-1062,2025-05-26,"$4,078.00"
PR-1091,MD-1154,2026-12-06,3615
PR-1092,REF-1195,2024-06-02,2868
PR-1093,REF-1213,10/11/2026,"3 967,00"
PR-1094,R-1239,20-09-2024,3 151
PR-1095,SKU1046,07/28/2024,"2 924,00"
PR-1096,SKU1032,24-10-2026,$87.00
PR-1097,R-1614,2024-09-22,"$3,686.00"
PR-1098,R-1233,2025-12-27,5056
PR-1099,REF-1788,2024-07-22,"$4,993.00"
PR-1100,R-1476,12-04-2024,4 772
PR-1101,SKU1031,2024-07-02,"$2,363.00"
PR-1102,R-1476,2025-06-06,"$2,544.00"
PR-1103,SKU1416,2025-11-25,3976
PR-1104,R-1725,12-11-2025,4658
PR-1105,MD-1497,14-03-2024,1512
PR-1106,SKU1152,25-03-2025,"$4,097.00"
PR-1107,MD-1638,2025-10-23,2669
PR-1108,R-1614,2025-10-18,"$2,155.00"
PR-1109,SKU1612,2025-05-05,"$4,129.00"
PR-1110,REF-1163,2025-09-26,1948
PR-1111,R-1563,03/18/2026,3234
PR-1112,REF-1633,2024-10-21,$848.00
PR-1113,REF-1219,06-03-2025,4 361
PR-1114,MD-1204,02/11/2026,"$3,498.00"
PR-1115,REF-1300,2026-03-22,4349
PR-1116,R-1667,11/20/2024,$229.00
PR-1117,REF-1162,2025-05-01,3566
PR-1118,R-1543,2024-01-05,"4 202,00"
PR-1119,R-1188,2024-12-08,"$2,377.00"
PR-1120,REF-1286,12-09-2025,"$1,279.00"
PR-1121,MD-1049,24-06-2026,1 736
PR-1122,MD-1757,04/10/2026,"346,00"
PR-1123,R-1203,2026-01-28,3700
PR-1124,REF-1478,2026-02-22,2 874
PR-1125,R-1330,2025-01-13,"240,00"
PR-1126,MD-1625,10-12-2024,"$4,494.00"
PR-1127,R-1000,06/23/2026,2434
PR-1128,R-1736,2024-08-04,1764
PR-1129,REF-1365,04-07-2025,3808
PR-1130,MD-1167,2026-03-14,1845
PR-1131,SKU1767,06/26/2026,2614
PR-1132,SKU1066,15-09-2026,"$4,789.00"
PR-1133,REF-1536,2024-12-28,2099
PR-1134,REF-1199,2024-08-03,4571
PR-1135,SKU1247,12/26/2025,$653.00
PR-1136,R-1435,03/11/2026,1790
PR-1137,MD-1284,2024-07-06,"41,00"
PR-1138,MD-1080,2024-07-08,3908
PR-1139,MD-1062,17-02-2026,"2 152,00"
PR-1140,MD-1282,2026-03-24,"$4,865.00"
PR-1141,REF-1217,2024-03-28,1943
PR-1142,MD-1305,2024-07-09,2645
PR-1143,MD-1007,07/07/2025,1 623
PR-1144,R-1751,2026-06-10,"$2,428.00"
PR-1145,SKU1662,2026-02-28,4 508
PR-1146,R-1422,2026-02-05,"$2,648.00"
PR-1147,SKU1662,03-09-2026,2473
PR-1148,MD-1485,13-11-2024,"$2,138.00"
PR-1149,SKU1038,2024-04-12,$63.00
PR-1150,REF-1073,2024-10-17,1360
PR-1151,SKU1620,05/02/2026,$553.00
PR-1152,REF-1654,2024-12-14,"$3,227.00"
PR-1153,MD-1615,17-05-2024,1312
PR-1154,REF-1292,12/23/2026,671
PR-1155,MD-1200,2026-06-16,1563
PR-1156,SKU1764,2025-06-04,"$2,960.00"
PR-1157,SKU1486,2025-10-09,1 473
PR-1158,R-1710,22-01-2024,"4 949,00"
PR-1159,MD-1375,2024-03-14,1365
PR-1160,REF-1081,2025-04-26,4376
PR-1161,MD-1487,2024-04-26,"3 775,00"
PR-1162,REF-1121,2026-08-03,"$5,013.00"
PR-1163,MD-1625,2025-04-13,4 243
PR-1164,REF-1400,07/17/2026,623
PR-1165,MD-1548,2026-01-03,4 545
PR-1166,MD-1089,2024-03-22,5 043
PR-1167,REF-1644,07/14/2025,524
PR-1168,MD-1052,23-01-2024,132
PR-1169,R-1503,2025-01-12,3 538
PR-1170,SKU1036,2025-01-11,"$2,265.00"
PR-1171,REF-1287,25-07-2024,4123
PR-1172,REF-1344,2025-10-19,"$1,199.00"
PR-1173,MD-1145,23-05-2026,2 050
PR-1174,R-1027,08/21/2026,4216
PR-1175,MD-1625,2024-09-01,"$2,184.00"
PR-1176,MD-1270,2024-07-14,$739.00
PR-1177,SKU1486,08-03-2024,53
PR-1178,REF-1372,2024-07-05,3756
PR-1179,MD-1304,2026-07-11,"$2,174.00"
PR-1180,REF-1531,26-01-2026,4639
PR-1181,SKU1367,2025-03-04,4417
PR-1182,REF-1226,2026-08-27,3609
PR-1183,SKU1454,2026-04-10,1430
PR-1184,MD-1729,05/05/2024,"4 484,00"
PR-1185,R-1019,07/23/2026,2 441
PR-1186,SKU1469,01-07-2025,2432
PR-1187,R-1209,2024-01-17,4752
PR-1188,MD-1347,03-05-2024,1917
PR-1189,MD-1792,2024-10-10,4553
PR-1190,REF-1391,2026-06-19,2239
PR-1191,REF-1382,02/07/2025,2788
PR-1192,MD-1230,2025-11-07,"$3,913.00"
PR-1193,R-1223,2025-04-13,652
PR-1194,MD-1485,21-03-2025,2 945
PR-1195,REF-1101,2024-08-04,"$1,817.00"
PR-1196,R-1229,06/22/2024,4115
PR-1197,MD-1174,2025-08-13,3000
PR-1198,SKU1248,2026-11-17,4033
PR-1199,REF-1155,15-09-2025,"$4,752.00"
PR-1200,R-1751,2025-05-07,"$3,726.00"
PR-1201,MD-1410,2025-09-02,"$3,348.00"
PR-1202,R-1568,10-10-2024,2273
PR-1203,SKU1574,2026-07-07,"4 350,00"
PR-1204,SKU1029,05-11-2024,1635
PR-1205,REF-1457,19-05-2024,2933
PR-1206,R-1595,03/28/2025,"$1,376.00"
PR-1207,MD-1409,10/24/2025,"2 542,00"
PR-1208,MD-1390,2024-08-12,4851
PR-1209,MD-1615,2025-05-24,2 895
PR-1210,REF-1074,04/21/2026,"$3,842.00"
PR-1211,REF-1393,07-06-2024,4 886
PR-1212,R-1123,2024-09-08,2706
PR-1213,SKU1341,23-03-2025,"3 519,00"
PR-1214,REF-1092,06/06/2026,1579
PR-1215,REF-1166,16-10-2025,"$4,565.00"
PR-1216,REF-1514,2024-02-07,191
PR-1217,SKU1095,2024-02-06,"$4,473.00"
PR-1218,R-1187,2024-09-18,1924
