customer_id,company_name,email,phone,region,signup_date
CUST-869,Acme Corp #92,  buyer868@example.com  ,138-2589-5509,成都,11/15/2023
CUST-870,globex #93,BUYER869@BIZ.ORG,138-9751-8960,西安,10/28/2024
CUST-871,Oscorp #94,  buyer870@mail.com  ,138-6475-8535,武汉,2021-09-09
CUST-872,Weyland-Yutani #95,  buyer871@example.com  ,138-4179-4306,深圳,10/18/2024
CUST-873,Blue Sun #96,BUYER872@MAIL.COM,138-1490-8034,杭州,12-06-2024
CUST-874,Acme Corp #0,buyer873@biz.org,138-3606-6929,武汉,2021-03-05
CUST-875,Hooli #1,buyer874@biz.org,138-8423-1560,南京,01/08/2025
CUST-876,TYRELL CORP #2,BUYER875@MAIL.COM,138-8061-8221,上海,07/23/2024
CUST-877,LexCorp #3,buyer876@mail.com,138-2124-3196,南京,09-07-2021
CUST-878,WONKA #4,BUYER877@MAIL.COM,138-7884-8400,深圳,01/09/2025
CUST-879,  Tyrell Corp #5  ,buyer878@biz.org,138-6681-3980,南京,2026-08-10
CUST-880,Massive Dynamic #6,BUYER879@EXAMPLE.COM,138-5727-7628,上海,10/04/2022
CUST-881,Blue Sun #7,buyer880@mail.com,138-6951-3555,杭州,2026-12-01
CUST-882,wonka #8,  buyer881@biz.org  ,138-4868-7079,北京,2022-10-28
CUST-883,WONKA #9,buyer882@biz.org,138-2959-9145,成都,03/05/2022
CUST-884,dunder mifflin #10,buyer883@mail.com,138-6717-6960,杭州,13-07-2022
CUST-885,  Wonka #11  ,BUYER884@EXAMPLE.COM,138-4424-1225,深圳,2021-01-08
CUST-886,DUNDER MIFFLIN #12,buyer885@biz.org,138-9047-6490,成都,2023-01-22
CUST-887,Weyland-Yutani #13,buyer886@biz.org,138-7038-8370,上海,03/18/2026
CUST-888,Oscorp #14,BUYER887@MAIL.COM,138-8096-4401,西安,2023-07-21
CUST-889,weyland-yutani #15,buyer888@mail.com,138-2785-8221,西安,05-02-2026
CUST-890,Stark Industries #16,buyer889@example.com,138-8291-3193,南京,2024-09-24
CUST-891,Umbrella Co #17,  buyer890@corp.net  ,138-6947-3604,广州,2020-09-04
CUST-892,Vandelay #18,buyer891@biz.org,138-4253-5740,武汉,2023-10-27
CUST-893,cyberdyne #19,buyer892@example.com,138-1207-9407,南京,01/14/2025
CUST-894,ACME CORP #20,buyer893@corp.net,138-7646-9497,成都,2022-02-25
CUST-895,Cyberdyne #21,buyer894@corp.net,138-6124-6284,成都,10-05-2020
CUST-896,Cyberdyne #22,buyer895@example.com,138-4962-9953,苏州,02-01-2024
CUST-897,Vandelay #23,buyer896@mail.com,138-3982-9321,武汉,2025-08-26
CUST-898,Umbrella Co #24,BUYER897@MAIL.COM,138-8403-3030,西安,06/13/2024
CUST-899,CYBERDYNE #25,buyer898@mail.com,138-9681-6959,深圳,09-11-2024
CUST-900,MASSIVE DYNAMIC #26,BUYER899@EXAMPLE.COM,138-6743-3445,北京,18-07-2024
CUST-901,Aperture #27,buyer900@example.com,138-7526-3319,杭州,2023-11-14
CUST-902,BLACK MESA #28,  buyer901@biz.org  ,138-4751-3073,成都,2023-02-01
CUST-903,Cyberdyne #29,buyer902@example.com,138-7178-3958,杭州,09/26/2021
CUST-904,Massive Dynamic #30,buyer903@corp.net,138-6032-3047,上海,2024-01-17
CUST-905,Globex #31,  buyer904@example.com  ,138-3971-5083,南京,2023-06-08
CUST-906,WAYNE ENTERPRISES #32,buyer905@mail.com,138-8635-4005,苏州,09/06/2022
CUST-907,MASSIVE DYNAMIC #33,BUYER906@EXAMPLE.COM,138-6584-5837,南京,03/13/2023
CUST-908,Aperture #34,  buyer907@mail.com  ,138-4267-3400,广州,2021-05-20
CUST-909,MASSIVE DYNAMIC #35,buyer908@mail.com,138-1574-9345,北京,2020-12-18
CUST-910,  Oscorp #36  ,BUYER909@EXAMPLE.COM,138-9692-7951,成都,08-04-2025
CUST-911,Dunder Mifflin #37,BUYER910@BIZ.ORG,138-5487-8802,苏州,20-02-2022
CUST-912,dunder mifflin #38,buyer911@example.com,138-2027-7133,成都,2023-01-16
CUST-913,  Massive Dynamic #39  ,buyer912@mail.com,138-8858-9059,武汉,06/07/2024
CUST-914,CYBERDYNE #40,  buyer913@mail.com  ,138-1418-8142,南京,02/20/2025
CUST-915,Hooli #41,  buyer914@example.com  ,138-1509-7525,北京,2026-03-17
CUST-916,OSCORP #42,buyer915@example.com,138-1514-6918,上海,21-02-2022
CUST-917,DUNDER MIFFLIN #43,buyer916@corp.net,138-3872-3672,广州,2025-02-21
CUST-918,globex #44,buyer917@example.com,138-5833-3514,广州,06-01-2020
CUST-919,OSCORP #45,buyer918@mail.com,138-6285-1068,深圳,14-06-2026
CUST-920,CYBERDYNE #46,BUYER919@EXAMPLE.COM,138-3617-3456,成都,17-08-2020
CUST-921,Massive Dynamic #47,buyer920@biz.org,138-8007-5298,广州,03/04/2023
CUST-922,Massive Dynamic #48,BUYER921@MAIL.COM,138-9323-8376,武汉,2025-11-07
CUST-923,BLUE SUN #49,  buyer922@mail.com  ,138-8579-9250,北京,2023-11-09
CUST-924,Cyberdyne #50,BUYER923@MAIL.COM,138-4614-1585,南京,19-07-2023
CUST-925,WONKA #51,BUYER924@BIZ.ORG,138-4576-9104,深圳,2022-10-10
CUST-926,Wayne Enterprises #52,buyer925@mail.com,138-5806-9742,南京,2026-02-26
CUST-927,Globex #53,  buyer926@corp.net  ,138-9389-9788,苏州,2020-10-11
CUST-928,  Globex #54  ,buyer927@biz.org,138-5327-6749,广州,2022-04-12
CUST-929,Pied Piper #55,buyer928@mail.com,138-5309-5961,武汉,2020-10-28
CUST-930,VANDELAY #56,BUYER929@EXAMPLE.COM,138-4608-7791,西安,26-01-2020
CUST-931,Pied Piper #57,BUYER930@BIZ.ORG,138-5917-8149,北京,2025-05-13
CUST-932,  Stark Industries #58  ,buyer931@biz.org,138-1180-6575,杭州,16-06-2021
CUST-933,ACME CORP #59,  buyer932@biz.org  ,138-5517-3672,深圳,2023-04-08
CUST-934,Cyberdyne #60,BUYER933@MAIL.COM,138-6437-8191,武汉,2024-01-11
CUST-935,APERTURE #61,  buyer934@biz.org  ,138-9556-4567,北京,01/08/2025
CUST-936,Wonka #62,BUYER935@MAIL.COM,138-9711-7248,上海,09/23/2022
CUST-937,  Pied Piper #63  ,buyer936@corp.net,138-3762-4228,杭州,03/25/2024
CUST-938,BLUE SUN #64,BUYER937@CORP.NET,138-4033-4691,深圳,22-06-2021
CUST-939,  Massive Dynamic #65  ,buyer938@biz.org,138-5697-4995,西安,02/13/2020
CUST-940,Weyland-Yutani #66,buyer939@example.com,138-2432-2594,苏州,2022-05-04
CUST-941,  Massive Dynamic #67  ,buyer940@example.com,138-8990-1377,广州,2021-03-18
CUST-942,  Hooli #68  ,buyer941@biz.org,138-9266-7498,杭州,2025-01-27
CUST-943,WONKA #69,  buyer942@biz.org  ,138-9577-7260,苏州,19-04-2023
CUST-944,LEXCORP #70,buyer943@corp.net,138-6318-4323,武汉,11/22/2026
CUST-945,MASSIVE DYNAMIC #71,buyer944@biz.org,138-5673-1046,苏州,06/16/2024
CUST-946,Blue Sun #72,buyer945@biz.org,138-9608-6773,西安,2022-10-12
CUST-947,Umbrella Co #73,  buyer946@example.com  ,138-5553-5232,杭州,16-10-2026
CUST-948,Initech #74,buyer947@corp.net,138-4391-4532,武汉,2025-02-20
CUST-949,MASSIVE DYNAMIC #75,  buyer948@biz.org  ,138-4072-4076,西安,2024-01-26
CUST-950,Oscorp #76,buyer949@mail.com,138-7079-6081,广州,14-04-2021
CUST-951,Weyland-Yutani #77,BUYER950@CORP.NET,138-9061-2829,深圳,02/07/2022
CUST-952,LEXCORP #78,buyer951@biz.org,138-9276-5633,上海,2023-08-14
CUST-953,Stark Industries #79,  buyer952@mail.com  ,138-1957-8750,成都,2020-04-20
CUST-954,INITECH #80,BUYER953@BIZ.ORG,138-7272-3047,南京,06-08-2024
CUST-955,umbrella co #81,buyer954@biz.org,138-1029-5904,武汉,2024-04-23
CUST-956,  Tyrell Corp #82  ,  buyer955@corp.net  ,138-8411-2936,广州,05-05-2020
CUST-957,wayne enterprises #83,buyer956@biz.org,138-2648-5287,苏州,2020-06-07
CUST-958,LEXCORP #84,  buyer957@corp.net  ,138-9491-3213,成都,2020-07-24
CUST-959,Cyberdyne #85,  buyer958@corp.net  ,138-9075-9868,西安,2025-12-04
CUST-960,  Dunder Mifflin #86  ,buyer959@example.com,138-4769-2561,南京,2021-11-21
CUST-961,WAYNE ENTERPRISES #87,  buyer960@example.com  ,138-7445-7543,深圳,2023-10-20
CUST-962,Massive Dynamic #88,BUYER961@CORP.NET,138-4794-6091,广州,02-09-2023
CUST-963,Massive Dynamic #89,BUYER962@BIZ.ORG,138-3169-3279,广州,2024-08-26
CUST-964,WEYLAND-YUTANI #90,  buyer963@biz.org  ,138-1987-9661,杭州,07-08-2026
CUST-965,  Massive Dynamic #91  ,buyer964@biz.org,138-3065-3447,北京,2025-06-21
CUST-966,tyrell corp #92,buyer965@corp.net,138-9681-8422,深圳,2020-12-11
CUST-967,hooli #93,BUYER966@BIZ.ORG,138-3126-7385,西安,2023-03-02
CUST-968,Vandelay #94,buyer967@corp.net,138-8939-9558,杭州,2023-04-27
CUST-969,Initech #95,buyer968@example.com,138-5511-4485,武汉,05/23/2022
CUST-970,Tyrell Corp #96,buyer969@biz.org,138-7724-4918,杭州,28-04-2022
CUST-971,LexCorp #0,BUYER970@CORP.NET,138-6960-6997,成都,15-11-2021
CUST-972,Black Mesa #1,buyer971@corp.net,138-2048-1645,武汉,09/03/2025
CUST-973,Hooli #2,buyer972@biz.org,138-8404-5477,西安,22-09-2020
CUST-974,Umbrella Co #3,  buyer973@biz.org  ,138-2181-9460,深圳,2020-01-18
CUST-975,Umbrella Co #4,buyer974@corp.net,138-9204-3747,成都,12/11/2020
CUST-976,Cyberdyne #5,buyer975@example.com,138-9807-3470,南京,08/02/2023
CUST-977,Umbrella Co #6,buyer976@biz.org,138-6926-8641,成都,12/16/2025
CUST-978,cyberdyne #7,  buyer977@biz.org  ,138-1740-6184,武汉,10-06-2026
CUST-979,Initech #8,buyer978@corp.net,138-2436-2288,广州,12/01/2020
CUST-980,Pied Piper #9,  buyer979@biz.org  ,138-9382-5049,杭州,12/10/2020
CUST-981,  Pied Piper #10  ,buyer980@biz.org,138-7486-4384,北京,2022-12-13
CUST-982,Weyland-Yutani #11,buyer981@biz.org,138-8597-3701,成都,08/10/2025
CUST-983,TYRELL CORP #12,BUYER982@EXAMPLE.COM,138-7117-6416,成都,03/13/2021
CUST-984,cyberdyne #13,BUYER983@CORP.NET,138-4613-6093,深圳,2026-02-15
CUST-985,Cyberdyne #14,buyer984@biz.org,138-7405-5034,苏州,02/28/2026
CUST-986,MASSIVE DYNAMIC #15,buyer985@corp.net,138-8933-7389,深圳,2022-03-20
CUST-987,Dunder Mifflin #16,buyer986@example.com,138-3055-1049,苏州,13-05-2020
CUST-988,PIED PIPER #17,buyer987@example.com,138-8782-1621,西安,09/12/2024
CUST-989,Weyland-Yutani #18,BUYER988@CORP.NET,138-5175-1353,北京,01/07/2021
CUST-990,Acme Corp #19,buyer989@corp.net,138-3707-6691,成都,2025-11-06
CUST-991,acme corp #20,buyer990@example.com,138-8303-8824,西安,2025-12-09
CUST-992,VANDELAY #21,buyer991@example.com,138-4166-1981,苏州,08/22/2026
CUST-993,Weyland-Yutani #22,buyer992@example.com,138-9068-8841,杭州,2023-01-05
CUST-994,LexCorp #23,buyer993@corp.net,138-2535-2212,武汉,2020-05-14
CUST-995,Umbrella Co #24,BUYER994@MAIL.COM,138-4853-5145,上海,09/13/2026
CUST-996,hooli #25,buyer995@example.com,138-1074-3834,西安,2022-07-14
CUST-997,Stark Industries #26,  buyer996@biz.org  ,138-1983-8262,杭州,01/25/2026
CUST-998,Pied Piper #27,buyer997@biz.org,138-8034-5313,杭州,2022-08-25
CUST-999,Black Mesa #28,  buyer998@example.com  ,138-5280-1476,苏州,2023-05-20
CUST-1000,Vandelay #29,  buyer999@mail.com  ,138-9900-8974,北京,05/16/2025
CUST-1001,  Oscorp #30  ,BUYER1000@EXAMPLE.COM,138-5203-3813,杭州,2025-02-04
CUST-1002,Black Mesa #31,  buyer1001@example.com  ,138-8623-5292,武汉,10/13/2024
CUST-1003,stark industries #32,buyer1002@biz.org,138-8114-6434,成都,17-11-2023
CUST-1004,  Oscorp #33  ,buyer1003@example.com,138-9545-4116,苏州,01-07-2022
CUST-1005,dunder mifflin #34,buyer1004@example.com,138-1686-6595,北京,2021-11-17
CUST-1006,Initech #35,buyer1005@example.com,138-5890-6116,深圳,2022-02-12
CUST-1007,Black Mesa #36,  buyer1006@corp.net  ,138-1725-4089,苏州,26-11-2021
CUST-1008,LexCorp #37,buyer1007@mail.com,138-1939-8677,深圳,02/24/2025
CUST-1009,Weyland-Yutani #38,buyer1008@biz.org,138-3063-6032,杭州,28-08-2020
CUST-1010,WAYNE ENTERPRISES #39,buyer1009@example.com,138-6169-1028,深圳,03/07/2026
CUST-1011,Initech #40,  buyer1010@biz.org  ,138-4030-7424,深圳,2022-10-17
CUST-1012,ACME CORP #41,buyer1011@example.com,138-5107-4118,武汉,2026-05-14
CUST-1013,Tyrell Corp #42,BUYER1012@BIZ.ORG,138-4617-3038,广州,2020-07-21
CUST-1014,Initech #43,buyer1013@mail.com,138-2110-8378,苏州,02-06-2022
CUST-1015,  LexCorp #44  ,buyer1014@example.com,138-7974-8909,西安,01/21/2020
CUST-1016,WAYNE ENTERPRISES #45,BUYER1015@EXAMPLE.COM,138-7535-4266,西安,2025-11-02
CUST-1017,LexCorp #46,BUYER1016@MAIL.COM,138-6649-8473,苏州,2024-08-07
CUST-1018,LexCorp #47,buyer1017@biz.org,138-8073-5069,武汉,2022-10-08
CUST-1019,pied piper #48,  buyer1018@corp.net  ,138-1081-5505,成都,12/09/2026
CUST-1020,  Stark Industries #49  ,buyer1019@example.com,138-4658-1649,苏州,2021-02-04
CUST-1021,  Acme Corp #50  ,BUYER1020@CORP.NET,138-2171-4009,成都,11/14/2021
CUST-1022,Tyrell Corp #51,buyer1021@biz.org,138-1028-9061,上海,12/17/2022
CUST-1023,WAYNE ENTERPRISES #52,buyer1022@mail.com,138-2582-5750,武汉,05-05-2022
CUST-1024,Acme Corp #53,BUYER1023@EXAMPLE.COM,138-3761-3812,深圳,2020-01-03
CUST-1025,Oscorp #54,  buyer1024@corp.net  ,138-3581-6745,深圳,2021-01-11
CUST-1026,Cyberdyne #55,  buyer1025@biz.org  ,138-2715-6528,深圳,2024-01-07
CUST-1027,Hooli #56,BUYER1026@CORP.NET,138-4948-2210,深圳,10/27/2023
CUST-1028,  Pied Piper #57  ,  buyer1027@example.com  ,138-6409-3699,北京,2020-09-28
CUST-1029,TYRELL CORP #58,BUYER1028@CORP.NET,138-3998-4246,南京,2022-06-24
CUST-1030,Acme Corp #59,buyer1029@biz.org,138-2477-9490,广州,2025-09-22
CUST-1031,  Hooli #60  ,BUYER1030@EXAMPLE.COM,138-2681-9557,成都,12/19/2026
CUST-1032,Umbrella Co #61,BUYER1031@EXAMPLE.COM,138-1504-1497,南京,02-03-2023
CUST-1033,cyberdyne #62,buyer1032@mail.com,138-7929-8549,北京,15-04-2020
CUST-1034,  Oscorp #63  ,buyer1033@example.com,138-1634-8569,北京,05-02-2025
CUST-1035,Globex #64,buyer1034@example.com,138-3468-7492,成都,09/03/2025
CUST-1036,Initech #65,  buyer1035@mail.com  ,138-9660-1056,广州,08/20/2022
CUST-1037,Tyrell Corp #66,buyer1036@corp.net,138-3725-9970,深圳,07/09/2020
CUST-1038,Globex #67,BUYER1037@MAIL.COM,138-6258-2155,西安,2021-12-11
CUST-1039,WONKA #68,buyer1038@mail.com,138-4780-3512,杭州,06/19/2022
CUST-1040,lexcorp #69,buyer1039@biz.org,138-2501-8180,南京,2026-05-01
CUST-1041,Vandelay #70,buyer1040@corp.net,138-9303-1281,南京,2022-08-22
CUST-1042,CYBERDYNE #71,buyer1041@corp.net,138-2535-7274,上海,10-10-2023
CUST-1043,Blue Sun #72,BUYER1042@EXAMPLE.COM,138-5642-9224,苏州,10/10/2025
CUST-1044,tyrell corp #73,buyer1043@example.com,138-2684-1967,武汉,06/01/2025
CUST-1045,Cyberdyne #74,buyer1044@corp.net,138-4878-3808,武汉,06/07/2022
CUST-1046,Tyrell Corp #75,BUYER1045@CORP.NET,138-7439-8922,北京,2024-12-07
CUST-1047,BLACK MESA #76,  buyer1046@example.com  ,138-8188-1772,西安,26-11-2020
CUST-1048,  Wonka #77  ,BUYER1047@EXAMPLE.COM,138-2160-2890,北京,2023-12-15
CUST-1049,Tyrell Corp #78,  buyer1048@example.com  ,138-2005-7499,西安,2022-12-01
CUST-1050,hooli #79,buyer1049@biz.org,138-9235-1168,广州,2024-04-18
CUST-1051,WONKA #80,buyer1050@mail.com,138-7412-4984,成都,28-07-2020
CUST-1052,wonka #81,buyer1051@mail.com,138-4678-4653,北京,09/07/2025
CUST-1053,  Globex #82  ,BUYER1052@EXAMPLE.COM,138-2064-7995,北京,2021-04-21
CUST-1054,HOOLI #83,buyer1053@biz.org,138-5107-7445,西安,11/07/2026
CUST-1055,Umbrella Co #84,buyer1054@mail.com,138-5807-1431,武汉,2025-06-16
CUST-1056,Massive Dynamic #85,buyer1055@mail.com,138-2591-1143,北京,2023-02-13
CUST-1057,BLUE SUN #86,BUYER1056@MAIL.COM,138-6560-8364,南京,2021-12-21
CUST-1058,Cyberdyne #87,buyer1057@biz.org,138-4757-2427,北京,07/13/2026
CUST-1059,ACME CORP #88,buyer1058@mail.com,138-3055-9454,北京,2021-02-11
CUST-1060,oscorp #89,buyer1059@biz.org,138-3069-2038,上海,2020-01-10
CUST-1061,LEXCORP #90,buyer1060@biz.org,138-1804-8643,广州,2022-12-28
CUST-1062,black mesa #91,buyer1061@corp.net,138-3520-5179,苏州,01/14/2022
CUST-1063,Blue Sun #92,buyer1062@example.com,138-5042-4687,西安,07-07-2024
CUST-1064,Initech #93,buyer1063@biz.org,138-4449-2754,南京,08-03-2022
CUST-1065,Massive Dynamic #94,buyer1064@example.com,138-9002-1065,苏州,07-12-2026
CUST-1066,Oscorp #95,buyer1065@mail.com,138-1618-9314,广州,03-12-2023
CUST-1067,Hooli #96,buyer1066@corp.net,138-6120-7714,上海,24-11-2024
CUST-1068,  Cyberdyne #0  ,buyer1067@mail.com,138-2248-9690,成都,2026-04-13
CUST-1069,hooli #1,  buyer1068@biz.org  ,138-8621-1433,上海,06/12/2023
CUST-1070,Globex #2,buyer1069@mail.com,138-4024-4664,武汉,2021-08-16
CUST-1071,Acme Corp #3,BUYER1070@CORP.NET,138-5929-1742,杭州,03-08-2022
CUST-1072,Umbrella Co #4,  buyer1071@corp.net  ,138-3358-2979,成都,2021-06-02
CUST-1073,Cyberdyne #5,buyer1072@mail.com,138-2489-8750,成都,22-03-2025
CUST-1074,OSCORP #6,buyer1073@example.com,138-7454-4079,成都,17-12-2022
CUST-1075,  Massive Dynamic #7  ,BUYER1074@EXAMPLE.COM,138-5324-4440,广州,01-06-2020
CUST-1076,Wayne Enterprises #8,buyer1075@corp.net,138-6070-8710,成都,2021-05-14
CUST-1077,Weyland-Yutani #9,buyer1076@example.com,138-7433-2770,南京,2021-09-06
CUST-1078,Cyberdyne #10,buyer1077@example.com,138-3571-9421,成都,10/06/2024
CUST-1079,Vandelay #11,buyer1078@mail.com,138-8223-1992,南京,06-10-2020
CUST-1080,PIED PIPER #12,  buyer1079@mail.com  ,138-8308-2989,西安,2026-07-16
CUST-1081,Hooli #13,  buyer1080@corp.net  ,138-8295-8274,成都,13-06-2025
CUST-1082,Stark Industries #14,buyer1081@corp.net,138-8446-3289,武汉,2024-11-23
CUST-1083,  Massive Dynamic #15  ,buyer1082@corp.net,138-5877-3397,武汉,13-03-2020
CUST-1084,Dunder Mifflin #16,buyer1083@mail.com,138-1777-6637,西安,01/28/2024
CUST-1085,Vandelay #17,  buyer1084@corp.net  ,138-3122-8590,南京,2023-02-16
CUST-1086,Dunder Mifflin #18,buyer1085@corp.net,138-4094-6330,武汉,2023-08-06
CUST-1087,Black Mesa #19,BUYER1086@EXAMPLE.COM,138-5658-4793,广州,06/16/2021
CUST-1088,ACME CORP #20,BUYER1087@MAIL.COM,138-9167-4515,上海,12/13/2026
CUST-1089,Wayne Enterprises #21,buyer1088@mail.com,138-6741-5902,上海,2023-05-20
CUST-1090,  Aperture #22  ,  buyer1089@example.com  ,138-8783-8880,武汉,2020-09-18
CUST-1091,OSCORP #23,  buyer1090@example.com  ,138-2421-5047,杭州,2025-10-09
CUST-1092,stark industries #24,buyer1091@biz.org,138-9942-9569,广州,15-03-2024
CUST-1093,PIED PIPER #25,  buyer1092@corp.net  ,138-9046-5521,杭州,12/28/2021
CUST-1094,Globex #26,BUYER1093@BIZ.ORG,138-3832-2253,广州,25-01-2020
CUST-1095,Initech #27,  buyer1094@corp.net  ,138-2783-2674,广州,2021-06-10
CUST-1096,Hooli #28,buyer1095@mail.com,138-2860-5513,南京,2026-08-19
CUST-1097,Stark Industries #29,buyer1096@corp.net,138-9988-1546,深圳,2020-08-22
CUST-1098,WONKA #30,buyer1097@biz.org,138-4124-2306,广州,04/06/2022
CUST-1099,BLACK MESA #31,buyer1098@corp.net,138-3857-2637,广州,06/07/2025
CUST-1100,  Umbrella Co #32  ,buyer1099@example.com,138-8422-9075,广州,12-10-2023
CUST-1101,  LexCorp #33  ,BUYER1100@CORP.NET,138-9572-1586,武汉,2023-04-26
CUST-1102,LexCorp #34,buyer1101@biz.org,138-2035-2350,杭州,2021-06-21
CUST-1103,MASSIVE DYNAMIC #35,  buyer1102@mail.com  ,138-5856-2803,上海,2025-09-08
CUST-1104,  Wonka #36  ,buyer1103@example.com,138-9027-8496,成都,07/16/2026
CUST-1105,Wayne Enterprises #37,buyer1104@mail.com,138-5859-4466,深圳,07/07/2026
CUST-1106,Black Mesa #38,buyer1105@mail.com,138-4899-3749,苏州,2026-07-24
CUST-1107,  Initech #39  ,buyer1106@corp.net,138-2033-3358,深圳,2025-10-04
CUST-1108,Weyland-Yutani #40,buyer1107@corp.net,138-9823-8383,深圳,2020-08-28
CUST-1109,Umbrella Co #41,BUYER1108@CORP.NET,138-5355-1672,北京,2020-10-17
CUST-1110,Aperture #42,buyer1109@corp.net,138-9415-7983,上海,2022-07-20
CUST-1111,Pied Piper #43,BUYER1110@BIZ.ORG,138-5504-7793,广州,23-06-2022
CUST-1112,Hooli #44,BUYER1111@BIZ.ORG,138-7277-2983,广州,06/18/2026
CUST-1113,acme corp #45,buyer1112@mail.com,138-8512-8385,杭州,2023-12-01
CUST-1114,VANDELAY #46,  buyer1113@example.com  ,138-4133-9493,西安,07/20/2023
CUST-1115,globex #47,buyer1114@example.com,138-3563-1764,武汉,2020-03-26
CUST-1116,Wayne Enterprises #48,buyer1115@corp.net,138-4143-9370,南京,2020-01-08
CUST-1117,Hooli #49,BUYER1116@MAIL.COM,138-2883-2950,南京,07/01/2023
CUST-1118,VANDELAY #50,buyer1117@mail.com,138-7494-1745,南京,2022-12-04
CUST-1119,massive dynamic #51,buyer1118@biz.org,138-3006-8540,深圳,11/02/2022
CUST-1120,  Hooli #52  ,BUYER1119@BIZ.ORG,138-7269-5718,苏州,2025-03-17
CUST-1121,STARK INDUSTRIES #53,buyer1120@mail.com,138-9267-6622,北京,2025-05-23
CUST-1122,  Aperture #54  ,buyer1121@biz.org,138-4998-1175,上海,07/01/2023
CUST-1123,Vandelay #55,buyer1122@mail.com,138-6405-5718,北京,2024-10-25
CUST-1124,Stark Industries #56,buyer1123@example.com,138-4843-7341,上海,06-04-2023
CUST-1125,PIED PIPER #57,buyer1124@example.com,138-9311-3243,杭州,12/05/2023
CUST-1126,LexCorp #58,buyer1125@mail.com,138-9974-1763,南京,23-04-2022
CUST-1127,  Globex #59  ,buyer1126@biz.org,138-3056-4052,武汉,02/10/2024
CUST-1128,Dunder Mifflin #60,buyer1127@corp.net,138-1118-9740,深圳,2021-04-17
CUST-1129,globex #61,buyer1128@mail.com,138-9335-1081,西安,15-09-2025
CUST-1130,Wonka #62,buyer1129@example.com,138-9902-6366,苏州,2026-03-04
CUST-1131,Aperture #63,buyer1130@biz.org,138-1749-2972,苏州,02/24/2022
CUST-1132,LexCorp #64,  buyer1131@biz.org  ,138-6048-8198,武汉,2023-12-22
CUST-1133,Initech #65,BUYER1132@EXAMPLE.COM,138-9836-8160,深圳,2021-10-28
CUST-1134,TYRELL CORP #66,buyer1133@biz.org,138-7663-4960,苏州,2024-05-05
CUST-1135,  Tyrell Corp #67  ,  buyer1134@example.com  ,138-2635-2728,苏州,2022-12-19
CUST-1136,Aperture #68,BUYER1135@EXAMPLE.COM,138-6761-3047,武汉,09/18/2025
CUST-1137,lexcorp #69,BUYER1136@BIZ.ORG,138-6656-2534,南京,01/18/2022
CUST-1138,Acme Corp #70,buyer1137@mail.com,138-7809-4190,成都,27-04-2024
CUST-1139,Globex #71,buyer1138@mail.com,138-7279-9664,广州,10/12/2026
CUST-1140,INITECH #72,buyer1139@mail.com,138-2139-2212,北京,2021-03-01
CUST-1141,Umbrella Co #73,buyer1140@biz.org,138-4526-1096,武汉,05/24/2025
CUST-1142,Umbrella Co #74,buyer1141@corp.net,138-3714-7513,深圳,2025-08-09
CUST-1143,  Globex #75  ,buyer1142@mail.com,138-9669-1499,北京,2020-06-19
CUST-1144,  Oscorp #76  ,BUYER1143@MAIL.COM,138-6495-8147,苏州,2021-11-16
CUST-1145,INITECH #77,buyer1144@corp.net,138-5799-8043,上海,11-03-2021
CUST-1146,Stark Industries #78,  buyer1145@example.com  ,138-1052-3966,上海,2020-09-16
CUST-1147,  Blue Sun #79  ,buyer1146@corp.net,138-2581-5875,苏州,2021-01-02
CUST-1148,BLACK MESA #80,buyer1147@biz.org,138-7220-2660,成都,08/17/2024
CUST-1149,  Tyrell Corp #81  ,buyer1148@biz.org,138-2756-3279,深圳,27-03-2023
CUST-1150,Stark Industries #82,buyer1149@biz.org,138-3042-2353,北京,2026-01-07
CUST-1151,vandelay #83,buyer1150@example.com,138-8495-7185,上海,17-08-2021
CUST-1152,APERTURE #84,buyer1151@biz.org,138-7435-9941,西安,08/14/2026
CUST-1153,  Blue Sun #85  ,buyer1152@mail.com,138-1223-4320,广州,2026-07-11
CUST-1154,WONKA #86,  buyer1153@example.com  ,138-8033-8360,深圳,16-07-2026
CUST-1155,  LexCorp #87  ,buyer1154@corp.net,138-6064-1182,广州,2021-12-20
CUST-1156,  Pied Piper #88  ,buyer1155@corp.net,138-8666-3959,杭州,11/19/2021
CUST-1157,Wayne Enterprises #89,buyer1156@mail.com,138-5348-7654,西安,07/21/2024
CUST-1158,  Cyberdyne #90  ,BUYER1157@EXAMPLE.COM,138-2696-7879,上海,06-06-2025
CUST-1159,wonka #91,buyer1158@example.com,138-4406-8863,上海,2024-11-25
CUST-1160,  Wonka #92  ,  buyer1159@mail.com  ,138-7722-9395,武汉,11/08/2024
CUST-1161,Initech #93,buyer1160@example.com,138-4887-1733,西安,2024-10-26
CUST-1162,  Hooli #94  ,buyer1161@mail.com,138-7011-4793,武汉,16-03-2025
CUST-1163,Weyland-Yutani #95,  buyer1162@corp.net  ,138-5864-8184,苏州,2026-05-15
CUST-1164,Acme Corp #96,BUYER1163@BIZ.ORG,138-4294-5947,杭州,16-12-2022
CUST-1165,  Pied Piper #0  ,buyer1164@corp.net,138-9909-7714,南京,2023-01-14
CUST-1166,Pied Piper #1,  buyer1165@example.com  ,138-7653-7954,成都,2021-02-23
CUST-1167,Stark Industries #2,buyer1166@corp.net,138-3427-6873,上海,05/01/2020
