product_id,name,category_id,supplier_id,unit_price
SKU1465,豪华耳机-15,CAT-21,SR-37,360.00
SKU1466,智能背包-16,CAT-27,SR-77,2124
REF-1467,标准手机壳-17,CAT-18,SR-72,"4,734.00"
SKU1468,智能手表-18,CAT-30,SR-1,"4,632.00"
MD-1469,便携台灯-19,CAT-4,SR-15,"3,521.00"
REF-1470,豪华台灯-20,CAT-17,SR-5,"4,611.00"
R-1471,智能台灯-21,CAT-29,SR-74,"$4,009.00"
SKU1472,豪华手机壳-22,CAT-4,SR-35,"$3,216.00"
MD-1473,mini手机壳-23,CAT-12,SR-42,1350
REF-1474,豪华耳机-24,CAT-13,SR-25,"2,128.00"
R-1475,便携水杯-25,CAT-16,SR-73,3226
MD-1476,mini台灯-26,CAT-30,SR-13,"$1,433.00"
SKU1477,便携音箱-27,CAT-19,SR-14,2316
R-1478,豪华手表-28,CAT-10,SR-77,2435
REF-1479,便携手表-29,CAT-18,SR-5,372
R-1480,mini音箱-30,CAT-4,SR-39,922.00
SKU1481,豪华水杯-31,CAT-9,SR-14,1038
R-1482,豪华音箱-32,CAT-9,SR-69,"2,477.00"
REF-1483,便携台灯-33,CAT-19,SR-63,"$4,785.00"
SKU1484,mini手表-34,CAT-6,SR-19,501
REF-1485,便携音箱-35,CAT-2,SR-77,3783
SKU1486,经典耳机-36,CAT-23,SR-25,"2,046.00"
MD-1487,便携手机壳-37,CAT-10,SR-68,1252
SKU1488,便携手表-38,CAT-13,SR-46,"$3,473.00"
R-1489,便携台灯-39,CAT-20,SR-59,947
R-1490,mini背包-40,CAT-1,SR-59,1699
SKU1491,智能台灯-41,CAT-29,SR-17,$545.00
SKU1492,经典水杯-42,CAT-24,SR-56,3130
REF-1493,便携台灯-43,CAT-9,SR-9,4130
R-1494,便携键盘-44,CAT-13,SR-60,4810
MD-1495,便携背包-45,CAT-19,SR-25,3443
MD-1496,智能台灯-46,CAT-27,SR-5,816
MD-1497,智能手表-47,CAT-21,SR-26,"$3,480.00"
R-1498,标准耳机-48,CAT-26,SR-38,2756
SKU1499,经典手表-49,CAT-10,SR-27,2845
R-1500,智能背包-0,CAT-20,SR-79,427
MD-1501,标准耳机-1,CAT-6,SR-7,"4,528.00"
R-1502,豪华音箱-2,CAT-19,SR-66,"$3,907.00"
SKU1503,标准手表-3,CAT-16,SR-79,"4,207.00"
SKU1504,mini手机壳-4,CAT-2,SR-46,3368
R-1505,经典键盘-5,CAT-20,SR-48,4708
R-1506,便携音箱-6,CAT-29,SR-76,2769
SKU1507,经典台灯-7,CAT-2,SR-56,3083
R-1508,豪华音箱-8,CAT-4,SR-4,1404
REF-1509,经典耳机-9,CAT-10,SR-74,255.00
SKU1510,mini键盘-10,CAT-17,SR-57,"$3,674.00"
MD-1511,便携音箱-11,CAT-2,SR-6,$734.00
SKU1512,便携音箱-12,CAT-12,SR-41,246
R-1513,经典台灯-13,CAT-5,SR-42,"1,117.00"
REF-1514,便携耳机-14,CAT-14,SR-54,4690
REF-1515,mini手表-15,CAT-4,SR-62,"$4,692.00"
R-1516,经典水杯-16,CAT-16,SR-27,2734
SKU1517,经典手机壳-17,CAT-29,SR-73,1270
R-1518,便携水杯-18,CAT-23,SR-37,2758
R-1519,经典水杯-19,CAT-5,SR-30,"$3,989.00"
MD-1520,经典音箱-20,CAT-5,SR-9,2006
R-1521,便携台灯-21,CAT-14,SR-65,2326
R-1522,豪华耳机-22,CAT-22,SR-42,"1,127.00"
SKU1523,豪华台灯-23,CAT-1,SR-21,"$3,317.00"
REF-1524,便携台灯-24,CAT-10,SR-26,"4,515.00"
MD-1525,便携台灯-25,CAT-4,SR-10,567
SKU1526,mini手机壳-26,CAT-21,SR-12,"$2,763.00"
R-1527,豪华台灯-27,CAT-11,SR-74,584
R-1528,豪华键盘-28,CAT-19,SR-11,4605
MD-1529,便携手机壳-29,CAT-24,SR-12,3827
R-1530,智能手机壳-30,CAT-9,SR-43,2711
MD-1531,豪华音箱-31,CAT-16,SR-38,"3,565.00"
SKU1532,便携音箱-32,CAT-7,SR-11,"1,200.00"
MD-1533,豪华手表-33,CAT-19,SR-6,"$3,151.00"
R-1534,标准耳机-34,CAT-25,SR-19,"$4,919.00"
SKU1535,豪华耳机-35,CAT-4,SR-56,3419
SKU1536,豪华台灯-36,CAT-19,SR-38,2817
MD-1537,mini音箱-37,CAT-13,SR-55,904
SKU1538,智能背包-38,CAT-2,SR-19,2269
SKU1539,便携背包-39,CAT-28,SR-74,3059
MD-1540,豪华键盘-40,CAT-8,SR-36,"2,874.00"
REF-1541,标准水杯-41,CAT-26,SR-66,"$4,135.00"
SKU1542,标准音箱-42,CAT-18,SR-56,1268
MD-1543,豪华键盘-43,CAT-10,SR-55,185.00
MD-1544,豪华耳机-44,CAT-4,SR-69,"4,449.00"
REF-1545,便携键盘-45,CAT-29,SR-73,509
REF-1546,经典音箱-46,CAT-5,SR-17,964
MD-1547,智能键盘-47,CAT-25,SR-80,2960
MD-1548,便携水杯-48,CAT-28,SR-5,"4,679.00"
MD-1549,mini台灯-49,CAT-25,SR-27,3010
SKU1550,豪华音箱-0,CAT-1,SR-63,"3,474.00"
REF-1551,mini键盘-1,CAT-12,SR-13,1768
SKU1552,便携耳机-2,CAT-5,SR-76,2448
R-1553,mini水杯-3,CAT-22,SR-50,1306
MD-1554,智能台灯-4,CAT-28,SR-7,"4,799.00"
R-1555,标准耳机-5,CAT-5,SR-37,"$1,446.00"
REF-1556,经典水杯-6,CAT-6,SR-40,1463
MD-1557,豪华耳机-7,CAT-30,SR-40,"$1,880.00"
R-1558,便携音箱-8,CAT-30,SR-52,968
REF-1559,标准背包-9,CAT-19,SR-46,"2,588.00"
SKU1560,便携键盘-10,CAT-14,SR-79,"$4,746.00"
MD-1561,标准背包-11,CAT-30,SR-63,4645
REF-1562,经典手机壳-12,CAT-5,SR-53,"2,172.00"
R-1563,经典手机壳-13,CAT-18,SR-41,"3,558.00"
MD-1564,豪华水杯-14,CAT-4,SR-41,84
MD-1565,便携台灯-15,CAT-1,SR-71,4810
R-1566,豪华水杯-16,CAT-6,SR-74,4267
R-1567,mini手机壳-17,CAT-25,SR-66,1474
SKU1568,智能台灯-18,CAT-24,SR-46,4663
MD-1569,经典台灯-19,CAT-20,SR-36,1381
REF-1570,豪华手表-20,CAT-18,SR-55,1820
REF-1571,智能音箱-21,CAT-7,SR-73,"4,216.00"
SKU1572,豪华耳机-22,CAT-16,SR-22,460
MD-1573,便携键盘-23,CAT-23,SR-71,"$2,538.00"
SKU1574,便携台灯-24,CAT-12,SR-40,"3,969.00"
MD-1575,经典台灯-25,CAT-23,SR-54,"$4,353.00"
MD-1576,智能手机壳-26,CAT-22,SR-19,75
R-1577,经典水杯-27,CAT-13,SR-8,20
SKU1578,mini水杯-28,CAT-15,SR-35,$875.00
SKU1579,标准背包-29,CAT-7,SR-21,3474
REF-1580,智能耳机-30,CAT-12,SR-75,1920
MD-1581,智能耳机-31,CAT-6,SR-32,$605.00
R-1582,标准耳机-32,CAT-19,SR-7,"4,659.00"
R-1583,经典水杯-33,CAT-24,SR-39,445.00
R-1584,智能背包-34,CAT-18,SR-55,1633
REF-1585,标准手表-35,CAT-17,SR-48,3723
SKU1586,智能音箱-36,CAT-30,SR-43,"$2,099.00"
R-1587,智能背包-37,CAT-9,SR-62,"$2,298.00"
REF-1588,智能手表-38,CAT-13,SR-51,1533
SKU1589,豪华水杯-39,CAT-1,SR-54,2856
MD-1590,经典背包-40,CAT-27,SR-29,"$3,832.00"
MD-1591,标准台灯-41,CAT-30,SR-27,867
REF-1592,经典手表-42,CAT-6,SR-35,1501
REF-1593,经典台灯-43,CAT-21,SR-17,"3,847.00"
R-1594,mini台灯-44,CAT-14,SR-4,2604
SKU1595,经典耳机-45,CAT-23,SR-14,4356
REF-1596,豪华手机壳-46,CAT-14,SR-45,4237
MD-1597,标准键盘-47,CAT-30,SR-57,697
SKU1598,智能手机壳-48,CAT-30,SR-7,3470
REF-1599,豪华耳机-49,CAT-8,SR-57,"4,847.00"
REF-1600,mini音箱-0,CAT-15,SR-22,456
MD-1601,豪华手机壳-1,CAT-13,SR-15,3765
REF-1602,便携音箱-2,CAT-13,SR-75,4828
SKU1603,豪华背包-3,CAT-19,SR-20,"$3,843.00"
R-1604,经典台灯-4,CAT-9,SR-18,"1,728.00"
REF-1605,经典耳机-5,CAT-16,SR-41,2714
SKU1606,豪华耳机-6,CAT-27,SR-51,750.00
SKU1607,mini耳机-7,CAT-8,SR-59,"2,537.00"
R-1608,标准耳机-8,CAT-9,SR-1,298
MD-1609,智能耳机-9,CAT-30,SR-52,"2,987.00"
SKU1610,豪华手表-10,CAT-7,SR-67,"$4,925.00"
REF-1611,智能水杯-11,CAT-27,SR-30,4528
MD-1612,经典水杯-12,CAT-24,SR-80,4271
REF-1613,便携台灯-13,CAT-7,SR-49,"$2,310.00"
REF-1614,mini键盘-14,CAT-27,SR-19,155
R-1615,智能音箱-15,CAT-22,SR-65,"1,887.00"
REF-1616,标准水杯-16,CAT-9,SR-45,$830.00
MD-1617,豪华台灯-17,CAT-21,SR-9,2766
REF-1618,标准背包-18,CAT-4,SR-46,1381
R-1619,智能手机壳-19,CAT-21,SR-8,"$2,301.00"
R-1620,智能台灯-20,CAT-27,SR-4,"1,672.00"
REF-1621,标准手表-21,CAT-17,SR-30,533
R-1622,mini手表-22,CAT-3,SR-12,2736
REF-1623,标准手表-23,CAT-10,SR-24,"4,981.00"
MD-1624,经典键盘-24,CAT-13,SR-73,1937
R-1625,mini手表-25,CAT-9,SR-76,"2,329.00"
SKU1626,豪华台灯-26,CAT-7,SR-47,263
R-1627,经典手机壳-27,CAT-20,SR-66,"$1,954.00"
SKU1628,便携背包-28,CAT-15,SR-36,"$4,849.00"
R-1629,mini耳机-29,CAT-15,SR-27,1370
REF-1630,mini键盘-30,CAT-5,SR-66,"$3,688.00"
MD-1631,mini水杯-31,CAT-16,SR-14,$570.00
REF-1632,标准键盘-32,CAT-3,SR-48,$215.00
MD-1633,mini键盘-33,CAT-7,SR-21,"$4,673.00"
R-1634,标准背包-34,CAT-29,SR-74,1461
REF-1635,经典耳机-35,CAT-18,SR-74,"2,116.00"
R-1636,便携台灯-36,CAT-2,SR-14,3344
R-1637,mini手表-37,CAT-12,SR-8,3481
SKU1638,标准水杯-38,CAT-24,SR-6,"$4,393.00"
REF-1639,智能台灯-39,CAT-26,SR-11,4760
R-1640,智能台灯-40,CAT-11,SR-13,2413
MD-1641,标准音箱-41,CAT-20,SR-63,"$2,692.00"
SKU1642,标准音箱-42,CAT-29,SR-31,"$4,475.00"
SKU1643,便携台灯-43,CAT-5,SR-65,38
REF-1644,智能音箱-44,CAT-30,SR-1,3144
REF-1645,标准音箱-45,CAT-25,SR-71,"$4,575.00"
SKU1646,豪华台灯-46,CAT-18,SR-20,1801
MD-1647,智能耳机-47,CAT-7,SR-22,$740.00
SKU1648,豪华音箱-48,CAT-3,SR-49,"$4,654.00"
SKU1649,豪华耳机-49,CAT-30,SR-20,4776
MD-1650,经典台灯-0,CAT-3,SR-74,"$4,085.00"
MD-1651,便携键盘-1,CAT-13,SR-69,"$4,954.00"
SKU1652,豪华水杯-2,CAT-11,SR-45,"$3,796.00"
R-1653,豪华耳机-3,CAT-28,SR-27,"$3,921.00"
SKU1654,便携音箱-4,CAT-23,SR-27,3234
SKU1655,豪华手表-5,CAT-11,SR-6,"3,592.00"
SKU1656,豪华水杯-6,CAT-4,SR-77,"$1,626.00"
R-1657,标准手表-7,CAT-5,SR-11,297
MD-1658,豪华台灯-8,CAT-13,SR-73,$742.00
R-1659,豪华水杯-9,CAT-7,SR-19,"4,354.00"
REF-1660,标准背包-10,CAT-12,SR-22,"$1,359.00"
R-1661,豪华手机壳-11,CAT-3,SR-78,$246.00
MD-1662,mini手表-12,CAT-16,SR-4,"$2,062.00"
REF-1663,经典耳机-13,CAT-13,SR-27,1745
REF-1664,mini台灯-14,CAT-16,SR-78,276
REF-1665,智能键盘-15,CAT-25,SR-59,4506
MD-1666,标准背包-16,CAT-9,SR-17,757
R-1667,经典背包-17,CAT-17,SR-58,1582
REF-1668,经典背包-18,CAT-17,SR-22,99.00
MD-1669,mini耳机-19,CAT-13,SR-51,3420
MD-1670,便携手机壳-20,CAT-8,SR-50,$942.00
REF-1671,标准背包-21,CAT-4,SR-76,502
REF-1672,经典水杯-22,CAT-13,SR-19,1004
R-1673,mini手机壳-23,CAT-6,SR-12,"1,695.00"
R-1674,经典耳机-24,CAT-2,SR-44,"4,223.00"
R-1675,智能手机壳-25,CAT-26,SR-13,1303
R-1676,便携耳机-26,CAT-6,SR-53,"$4,039.00"
REF-1677,标准音箱-27,CAT-11,SR-69,"$4,689.00"
REF-1678,经典键盘-28,CAT-14,SR-5,3436
MD-1679,标准台灯-29,CAT-23,SR-27,2491
SKU1680,标准背包-30,CAT-4,SR-24,$826.00
MD-1681,智能背包-31,CAT-25,SR-38,1359
SKU1682,标准键盘-32,CAT-1,SR-62,2971
R-1683,经典水杯-33,CAT-29,SR-66,"2,278.00"
REF-1684,标准台灯-34,CAT-8,SR-18,"$1,719.00"
MD-1685,mini台灯-35,CAT-12,SR-28,"$4,177.00"
MD-1686,标准键盘-36,CAT-19,SR-66,3927
REF-1687,便携耳机-37,CAT-21,SR-32,"$3,170.00"
REF-1688,mini键盘-38,CAT-14,SR-68,784
REF-1689,mini台灯-39,CAT-26,SR-5,1163
R-1690,便携手机壳-40,CAT-24,SR-17,4312
R-1691,mini音箱-41,CAT-3,SR-17,"$1,064.00"
R-1692,mini手表-42,CAT-9,SR-42,325
MD-1693,mini水杯-43,CAT-21,SR-9,4548
REF-1694,mini水杯-44,CAT-17,SR-70,4518
R-1695,豪华水杯-45,CAT-3,SR-51,"2,246.00"
R-1696,豪华水杯-46,CAT-26,SR-24,"3,980.00"
REF-1697,经典台灯-47,CAT-18,SR-55,1622
R-1698,经典水杯-48,CAT-9,SR-57,648
MD-1699,便携耳机-49,CAT-15,SR-30,"$3,993.00"
MD-1700,mini手机壳-0,CAT-5,SR-33,4827
R-1701,智能手机壳-1,CAT-26,SR-38,1559
SKU1702,便携背包-2,CAT-22,SR-38,"4,479.00"
MD-1703,标准键盘-3,CAT-14,SR-28,2683
R-1704,智能手表-4,CAT-25,SR-38,1183
SKU1705,标准耳机-5,CAT-5,SR-41,4165
MD-1706,mini台灯-6,CAT-16,SR-12,4376
R-1707,标准音箱-7,CAT-6,SR-21,4033
MD-1708,mini手表-8,CAT-20,SR-49,"$4,654.00"
SKU1709,标准背包-9,CAT-28,SR-12,"2,992.00"
SKU1710,豪华手机壳-10,CAT-30,SR-49,$203.00
MD-1711,标准手表-11,CAT-3,SR-35,4997
MD-1712,经典耳机-12,CAT-22,SR-42,807.00
REF-1713,豪华音箱-13,CAT-7,SR-77,"$1,474.00"
REF-1714,经典手机壳-14,CAT-11,SR-3,1942
REF-1715,便携耳机-15,CAT-13,SR-68,$416.00
REF-1716,便携耳机-16,CAT-18,SR-12,4855
SKU1717,便携手机壳-17,CAT-24,SR-76,"$3,928.00"
R-1718,智能背包-18,CAT-27,SR-34,3105
REF-1719,经典音箱-19,CAT-16,SR-26,829
R-1720,标准水杯-20,CAT-29,SR-72,"4,096.00"
R-1721,便携手机壳-21,CAT-1,SR-70,"3,653.00"
SKU1722,豪华键盘-22,CAT-30,SR-69,1579
R-1723,经典水杯-23,CAT-6,SR-35,"4,829.00"
MD-1724,豪华手机壳-24,CAT-19,SR-49,389
R-1725,便携背包-25,CAT-24,SR-36,3445
REF-1726,便携台灯-26,CAT-10,SR-71,"$3,287.00"
REF-1727,经典音箱-27,CAT-16,SR-56,649
SKU1728,智能台灯-28,CAT-13,SR-16,1602
REF-1729,标准手机壳-29,CAT-5,SR-8,858
R-1730,mini音箱-30,CAT-8,SR-79,"4,374.00"
MD-1731,智能背包-31,CAT-14,SR-64,2122
MD-1732,标准水杯-32,CAT-6,SR-6,"$2,859.00"
R-1733,便携键盘-33,CAT-27,SR-14,"$2,415.00"
R-1734,便携背包-34,CAT-28,SR-62,"$2,828.00"
R-1735,智能手表-35,CAT-12,SR-16,"1,083.00"
MD-1736,智能手表-36,CAT-9,SR-79,559.00
REF-1737,经典耳机-37,CAT-21,SR-22,4276
R-1738,mini音箱-38,CAT-7,SR-16,"4,731.00"
R-1739,智能背包-39,CAT-28,SR-28,3110
SKU1740,便携台灯-40,CAT-9,SR-52,"$1,460.00"
MD-1741,经典手表-41,CAT-12,SR-36,2331
SKU1742,标准台灯-42,CAT-24,SR-21,847.00
R-1743,豪华键盘-43,CAT-30,SR-80,"$2,660.00"
REF-1744,经典耳机-44,CAT-21,SR-37,2826
REF-1745,便携手机壳-45,CAT-13,SR-74,"$2,172.00"
REF-1746,mini键盘-46,CAT-2,SR-33,"$2,042.00"
MD-1747,智能键盘-47,CAT-8,SR-1,"4,015.00"
R-1748,智能耳机-48,CAT-14,SR-46,955
SKU1749,经典水杯-49,CAT-21,SR-45,"4,051.00"
MD-1750,豪华手表-0,CAT-27,SR-62,961.00
R-1751,mini耳机-1,CAT-30,SR-63,3872
SKU1752,标准音箱-2,CAT-16,SR-29,"2,105.00"
R-1753,标准手机壳-3,CAT-7,SR-3,"1,929.00"
R-1754,经典台灯-4,CAT-4,SR-46,2175
REF-1755,便携手表-5,CAT-7,SR-31,4586
SKU1756,标准手机壳-6,CAT-13,SR-1,"3,541.00"
R-1757,便携耳机-7,CAT-23,SR-16,"$2,039.00"
R-1758,经典台灯-8,CAT-24,SR-72,"$4,613.00"
SKU1759,mini键盘-9,CAT-18,SR-52,1358
SKU1760,便携水杯-10,CAT-4,SR-26,1779
SKU1761,便携台灯-11,CAT-1,SR-48,3844
MD-1762,豪华耳机-12,CAT-2,SR-33,323.00
SKU1763,便携耳机-13,CAT-8,SR-25,"$2,130.00"
REF-1764,智能耳机-14,CAT-11,SR-45,"$1,056.00"
R-1765,智能台灯-15,CAT-29,SR-58,$669.00
REF-1766,豪华手机壳-16,CAT-15,SR-69,"$2,023.00"
R-1767,智能键盘-17,CAT-1,SR-65,$447.00
REF-1768,mini耳机-18,CAT-7,SR-20,"$2,824.00"
R-1769,便携背包-19,CAT-6,SR-6,"4,683.00"
REF-1770,豪华音箱-20,CAT-26,SR-16,$72.00
MD-1771,豪华键盘-21,CAT-14,SR-61,1776
SKU1772,经典手表-22,CAT-28,SR-8,$656.00
SKU1773,标准键盘-23,CAT-2,SR-25,"$4,655.00"
MD-1774,智能耳机-24,CAT-11,SR-19,2745
SKU1775,豪华耳机-25,CAT-9,SR-80,2101
SKU1776,豪华台灯-26,CAT-13,SR-26,"$3,198.00"
REF-1777,便携水杯-27,CAT-4,SR-10,"$4,600.00"
REF-1778,豪华音箱-28,CAT-7,SR-21,4665
MD-1779,智能手表-29,CAT-15,SR-35,1483
MD-1780,经典耳机-30,CAT-11,SR-8,2381
SKU1781,mini耳机-31,CAT-12,SR-46,"$3,492.00"
R-1782,标准耳机-32,CAT-25,SR-60,3412
REF-1783,mini台灯-33,CAT-4,SR-6,2562
MD-1784,便携水杯-34,CAT-17,SR-71,"$1,216.00"
MD-1785,智能手表-35,CAT-18,SR-73,1678
SKU1786,豪华手机壳-36,CAT-27,SR-34,4547
REF-1787,豪华手机壳-37,CAT-7,SR-45,"$1,132.00"
R-1788,豪华手表-38,CAT-7,SR-49,1057
SKU1789,经典台灯-39,CAT-1,SR-7,2477
R-1790,便携台灯-40,CAT-23,SR-73,3566
R-1791,mini背包-41,CAT-2,SR-56,"$1,353.00"
MD-1792,标准键盘-42,CAT-11,SR-14,620.00
REF-1793,经典耳机-43,CAT-13,SR-28,1344
R-1794,经典耳机-44,CAT-27,SR-21,903
R-1795,标准手表-45,CAT-23,SR-9,4929
REF-1796,标准水杯-46,CAT-28,SR-41,"$2,424.00"
REF-1797,mini键盘-47,CAT-29,SR-76,"$1,422.00"
REF-1798,标准手机壳-48,CAT-16,SR-45,41
R-1799,豪华背包-49,CAT-10,SR-19,"$4,361.00"
