movement_id,product_id,store_id,quantity,movement_date,type
MV-4175,REF-1799,ST-2,102,2025-11-04,OUT
MV-4176,REF-1715,ST-20,32,2025-03-23,in
MV-4177,MD-1686,ST-19,152,03-09-2026,In
MV-4178,SKU1453,ST-14,6,07/19/2026,ADJUST
MV-4179,SKU1574,ST-11,154,01/26/2025,in
MV-4180,MD-1404,ST-19,21,07/07/2026,OUT
MV-4181,MD-1551,ST-14,-53,2025-12-10,OUT
MV-4182,R-1252,ST-6,131,09/18/2025,OUT
MV-4183,REF-1268,ST-9,44,2026-04-06,In
MV-4184,REF-1769,ST-8,-2,01/11/2026,in
MV-4185,SKU1453,ST-1,-74,12/13/2025,In
MV-4186,R-1796,ST-2,-173,07/09/2026,ADJUST
MV-4187,MD-1542,ST-3,150,02-11-2025,adjust
MV-4188,MD-1127,ST-14,129,2026-02-18,in
MV-4189,REF-1283,ST-23,-173,10/15/2025,OUT
MV-4190,MD-1207,ST-10,66,23-07-2025,In
MV-4191,REF-1099,ST-3,117,08/17/2026,ADJUST
MV-4192,REF-1300,ST-10,-113,2026-03-01,ADJUST
MV-4193,R-1350,ST-24,52,28-08-2026,OUT
MV-4194,REF-1011,ST-13,-143,2026-09-28,adjust
MV-4195,SKU1676,ST-23,-178,21-05-2025,ADJUST
MV-4196,MD-1390,ST-4,-116,2025-02-06,In
MV-4197,REF-1550,ST-13,3,09/11/2025,adjust
MV-4198,R-1443,ST-10,-158,03/05/2026,In
MV-4199,REF-1012,ST-17,180,2026-10-26,In
MV-4200,SKU1402,ST-20,175,2025-06-20,in
MV-4201,R-1637,ST-6,-20,12/06/2026,in
MV-4202,MD-1030,ST-20,119,03/20/2025,In
MV-4203,R-1408,ST-11,-176,04/22/2025,ADJUST
MV-4204,SKU1452,ST-18,-15,2025-07-08,In
MV-4205,R-1209,ST-14,159,2026-03-09,in
MV-4206,R-1444,ST-14,5,22-06-2026,in
MV-4207,R-1158,ST-9,142,2026-04-10,OUT
MV-4208,MD-1033,ST-25,-75,01/09/2026,adjust
MV-4209,SKU1649,ST-10,-46,2026-01-11,adjust
MV-4210,REF-1319,ST-6,-83,2025-03-22,OUT
MV-4211,MD-1639,ST-6,-167,09/26/2025,ADJUST
MV-4212,REF-1273,ST-3,138,04/07/2026,OUT
MV-4213,R-1475,ST-4,46,01/15/2026,In
MV-4214,REF-1363,ST-6,82,03-04-2025,ADJUST
MV-4215,REF-1622,ST-9,98,10/21/2025,ADJUST
MV-4216,SKU1762,ST-20,162,06/08/2025,in
MV-4217,REF-1745,ST-21,-123,2026-04-13,adjust
MV-4218,R-1110,ST-19,126,15-09-2025,In
MV-4219,REF-1378,ST-8,-101,2025-07-20,ADJUST
MV-4220,REF-1155,ST-18,-59,2026-12-10,OUT
MV-4221,SKU1396,ST-3,-155,06-04-2026,In
MV-4222,MD-1625,ST-24,-92,10/28/2026,in
MV-4223,MD-1380,ST-24,-185,2025-09-26,in
MV-4224,SKU1642,ST-1,200,2026-08-25,in
MV-4225,SKU1623,ST-8,9,2026-03-26,in
MV-4226,REF-1510,ST-10,-5,03-01-2025,In
MV-4227,SKU1580,ST-1,-183,2025-05-04,in
MV-4228,REF-1786,ST-14,41,2025-10-21,in
MV-4229,SKU1370,ST-12,78,2025-08-03,In
MV-4230,REF-1199,ST-17,62,2025-04-02,adjust
MV-4231,MD-1174,ST-25,174,2025-07-15,OUT
MV-4232,R-1731,ST-14,-49,12/13/2026,In
MV-4233,R-1495,ST-10,-70,07-04-2026,in
MV-4234,MD-1127,ST-23,-78,09/19/2025,In
MV-4235,R-1430,ST-2,75,08/25/2025,ADJUST
MV-4236,R-1078,ST-25,-100,2025-07-17,in
MV-4237,R-1215,ST-11,147,03/25/2026,OUT
MV-4238,REF-1781,ST-13,-116,05-06-2026,adjust
MV-4239,R-1130,ST-15,7,2026-09-19,in
MV-4240,MD-1362,ST-19,87,07-01-2026,adjust
MV-4241,R-1229,ST-22,-99,12/03/2026,In
MV-4242,SKU1172,ST-15,-126,08-11-2025,in
MV-4243,R-1499,ST-1,61,2026-05-13,OUT
MV-4244,REF-1401,ST-3,117,16-02-2026,In
MV-4245,MD-1489,ST-4,-153,05/26/2025,adjust
MV-4246,MD-1679,ST-14,75,11/14/2025,in
MV-4247,SKU1767,ST-19,-57,2026-07-18,In
MV-4248,MD-1707,ST-7,-192,2026-10-11,ADJUST
MV-4249,R-1317,ST-21,-31,02/03/2026,ADJUST
MV-4250,R-1288,ST-15,-147,2026-02-17,ADJUST
MV-4251,SKU1048,ST-1,-80,2025-09-04,in
MV-4252,MD-1625,ST-18,198,2025-06-11,OUT
MV-4253,SKU1192,ST-12,-72,2025-05-11,ADJUST
MV-4254,SKU1088,ST-12,161,2025-01-25,ADJUST
MV-4255,MD-1204,ST-9,65,11-02-2026,ADJUST
MV-4256,REF-1217,ST-11,51,04/21/2025,ADJUST
MV-4257,R-1389,ST-19,-86,10-02-2025,In
MV-4258,REF-1345,ST-9,197,2025-06-07,adjust
MV-4259,R-1184,ST-20,-88,2025-02-11,ADJUST
MV-4260,R-1228,ST-5,180,01/19/2025,ADJUST
MV-4261,R-1618,ST-21,161,06/08/2025,ADJUST
MV-4262,SKU1527,ST-5,20,02/11/2026,in
MV-4263,SKU1603,ST-16,-33,05/11/2025,OUT
MV-4264,MD-1122,ST-19,-78,2026-08-24,adjust
MV-4265,REF-1071,ST-16,-143,12-12-2025,In
MV-4266,REF-1057,ST-19,-93,17-06-2025,In
MV-4267,MD-1471,ST-25,-170,2025-10-24,ADJUST
MV-4268,MD-1485,ST-5,-43,21-08-2026,In
MV-4269,REF-1737,ST-3,-21,07/04/2025,OUT
MV-4270,R-1001,ST-6,39,2025-03-05,In
MV-4271,R-1035,ST-25,114,03/03/2026,OUT
MV-4272,R-1317,ST-14,190,04/22/2025,in
MV-4273,R-1690,ST-9,158,2025-02-12,OUT
MV-4274,MD-1246,ST-20,23,2026-09-23,in
MV-4275,SKU1508,ST-12,38,05/15/2026,in
MV-4276,R-1018,ST-14,-96,12/02/2025,in
MV-4277,R-1112,ST-9,-89,11-07-2026,in
MV-4278,MD-1465,ST-22,176,02/04/2026,In
MV-4279,MD-1557,ST-8,-134,2026-06-19,In
MV-4280,REF-1684,ST-17,-76,2026-01-20,ADJUST
MV-4281,REF-1622,ST-19,-199,10/03/2026,OUT
MV-4282,R-1587,ST-8,64,2026-02-22,In
MV-4283,SKU1088,ST-19,70,14-12-2026,In
MV-4284,REF-1429,ST-21,-74,2025-07-15,ADJUST
MV-4285,SKU1610,ST-5,54,03-05-2025,adjust
MV-4286,SKU1280,ST-3,28,04/18/2026,in
MV-4287,SKU1774,ST-7,183,2026-04-02,In
MV-4288,MD-1194,ST-13,-13,2025-11-14,ADJUST
MV-4289,REF-1412,ST-17,97,2025-03-05,In
MV-4290,REF-1741,ST-16,-171,2026-12-17,in
MV-4291,REF-1345,ST-15,-106,2026-01-02,In
MV-4292,R-1503,ST-5,-26,09/03/2026,In
MV-4293,REF-1793,ST-13,-100,2025-10-17,In
MV-4294,MD-1717,ST-1,-50,02/25/2025,in
MV-4295,MD-1196,ST-18,191,2025-07-10,In
MV-4296,SKU1594,ST-17,-100,2025-02-17,OUT
MV-4297,MD-1366,ST-5,60,05/19/2025,In
MV-4298,MD-1080,ST-7,-46,23-02-2026,OUT
MV-4299,REF-1608,ST-16,150,2025-11-20,adjust
MV-4300,SKU1704,ST-5,-95,2025-04-18,ADJUST
MV-4301,REF-1268,ST-12,-190,2025-05-09,In
MV-4302,REF-1743,ST-21,-161,2025-11-10,in
MV-4303,REF-1136,ST-25,186,03/13/2026,ADJUST
MV-4304,MD-1227,ST-24,-186,02/10/2025,adjust
MV-4305,R-1637,ST-15,85,2025-07-01,In
MV-4306,MD-1303,ST-5,-65,2025-05-05,In
MV-4307,SKU1451,ST-3,-2,2025-07-05,adjust
MV-4308,SKU1764,ST-22,-4,2026-02-26,OUT
MV-4309,MD-1023,ST-23,98,2025-09-27,adjust
MV-4310,R-1078,ST-2,174,08-10-2025,OUT
MV-4311,SKU1398,ST-15,148,2026-05-25,OUT
MV-4312,R-1289,ST-5,-69,20-11-2026,OUT
MV-4313,SKU1762,ST-22,-110,2025-06-25,ADJUST
MV-4314,MD-1702,ST-16,124,2025-01-03,OUT
MV-4315,R-1641,ST-18,29,2026-03-25,ADJUST
MV-4316,R-1791,ST-10,93,05/28/2026,In
MV-4317,R-1646,ST-20,36,2026-09-03,in
MV-4318,R-1770,ST-8,-76,16-07-2025,OUT
MV-4319,SKU1177,ST-16,33,03/19/2025,in
MV-4320,R-1586,ST-9,-8,2026-01-07,ADJUST
MV-4321,R-1666,ST-6,39,2025-05-25,In
MV-4322,MD-1168,ST-21,60,2026-05-04,in
MV-4323,MD-1679,ST-21,23,08/10/2025,in
MV-4324,R-1013,ST-6,-56,08/10/2025,in
MV-4325,REF-1696,ST-6,-139,03/02/2025,In
MV-4326,REF-1268,ST-23,4,02/18/2025,In
MV-4327,REF-1042,ST-9,-172,07/28/2026,in
MV-4328,REF-1799,ST-17,9,2026-06-06,OUT
MV-4329,REF-1140,ST-13,174,2025-03-14,OUT
MV-4330,SKU1693,ST-17,120,2025-03-19,in
MV-4331,R-1631,ST-3,109,2025-03-27,adjust
MV-4332,MD-1333,ST-8,-130,2026-08-01,ADJUST
MV-4333,R-1543,ST-23,198,11/07/2026,adjust
MV-4334,R-1521,ST-5,57,2025-03-28,in
MV-4335,MD-1670,ST-19,107,2025-08-05,in
MV-4336,REF-1407,ST-7,-58,12/07/2025,In
MV-4337,SKU1324,ST-2,-39,08/24/2025,OUT
MV-4338,R-1001,ST-23,141,2026-01-17,adjust
MV-4339,MD-1717,ST-19,-5,13-09-2025,adjust
MV-4340,MD-1220,ST-7,13,2026-09-15,OUT
MV-4341,MD-1753,ST-21,35,08/26/2026,adjust
MV-4342,SKU1088,ST-19,-182,2025-06-22,in
MV-4343,MD-1417,ST-6,-18,2026-09-06,adjust
MV-4344,MD-1390,ST-24,-155,2025-04-07,adjust
MV-4345,REF-1714,ST-3,-174,26-07-2025,in
MV-4346,MD-1517,ST-18,-84,2025-12-22,adjust
MV-4347,MD-1174,ST-8,151,2025-04-11,OUT
MV-4348,MD-1757,ST-25,-54,2026-05-28,OUT
MV-4349,SKU1029,ST-25,-124,2026-04-23,ADJUST
MV-4350,R-1543,ST-5,-175,06/20/2026,OUT
MV-4351,R-1500,ST-24,65,04/19/2025,OUT
MV-4352,R-1500,ST-24,-109,18-01-2026,OUT
MV-4353,R-1705,ST-10,46,05/03/2026,in
MV-4354,R-1430,ST-20,76,03-02-2025,in
MV-4355,R-1108,ST-3,8,2025-05-05,ADJUST
MV-4356,SKU1072,ST-3,-150,11/22/2026,ADJUST
MV-4357,R-1228,ST-4,-72,2026-12-27,OUT
MV-4358,R-1229,ST-24,-185,01/23/2026,adjust
MV-4359,MD-1464,ST-8,-11,24-04-2026,In
MV-4360,SKU1318,ST-1,-23,2025-01-27,In
MV-4361,REF-1068,ST-4,-115,06/26/2026,ADJUST
MV-4362,REF-1554,ST-15,-93,2025-10-14,In
MV-4363,R-1119,ST-5,-69,2025-12-19,adjust
MV-4364,MD-1151,ST-20,-182,2026-02-25,ADJUST
MV-4365,REF-1780,ST-11,-129,2026-12-14,OUT
MV-4366,MD-1524,ST-23,-177,2026-05-09,ADJUST
MV-4367,REF-1102,ST-22,117,2026-05-15,OUT
MV-4368,R-1730,ST-1,70,2025-12-08,in
MV-4369,SKU1733,ST-19,-26,2026-08-17,In
MV-4370,R-1340,ST-1,138,2026-02-24,in
MV-4371,MD-1142,ST-20,136,09/04/2026,adjust
MV-4372,REF-1345,ST-11,153,2025-11-12,adjust
MV-4373,REF-1161,ST-22,-131,2026-03-09,adjust
MV-4374,R-1444,ST-8,-33,2026-09-02,OUT
MV-4375,SKU1281,ST-5,-194,2026-10-18,OUT
MV-4376,MD-1679,ST-7,-152,05/25/2026,ADJUST
MV-4377,REF-1359,ST-24,-42,2025-08-04,adjust
MV-4378,REF-1081,ST-12,177,12/24/2026,in
MV-4379,R-1678,ST-12,199,2026-02-02,OUT
MV-4380,MD-1639,ST-10,6,11/18/2025,ADJUST
MV-4381,R-1771,ST-13,-107,05/26/2025,adjust
MV-4382,MD-1613,ST-20,-134,23-11-2026,OUT
MV-4383,REF-1021,ST-9,151,2026-11-25,OUT
MV-4384,MD-1194,ST-8,132,2025-02-03,OUT
MV-4385,SKU1038,ST-8,-20,2025-07-20,adjust
MV-4386,MD-1061,ST-13,85,08/13/2025,In
MV-4387,R-1562,ST-18,185,23-09-2026,ADJUST
MV-4388,REF-1777,ST-7,143,2026-01-07,adjust
MV-4389,MD-1517,ST-20,-135,2025-12-23,in
MV-4390,SKU1755,ST-22,-114,08/26/2026,OUT
MV-4391,REF-1797,ST-5,89,2026-12-02,In
MV-4392,R-1288,ST-15,187,12/15/2025,adjust
MV-4393,SKU1059,ST-8,57,02/23/2025,adjust
MV-4394,MD-1502,ST-14,6,2025-12-14,OUT
MV-4395,SKU1342,ST-7,27,2025-06-15,In
MV-4396,MD-1351,ST-25,60,2026-02-09,In
MV-4397,SKU1451,ST-19,180,2025-09-11,OUT
MV-4398,R-1752,ST-16,-182,2025-09-18,adjust
MV-4399,SKU1332,ST-17,-58,04-12-2025,adjust
MV-4400,MD-1702,ST-8,-11,07/19/2026,In
MV-4401,MD-1625,ST-8,24,15-01-2025,In
MV-4402,MD-1753,ST-9,-86,2025-03-17,in
MV-4403,MD-1639,ST-23,-38,2026-11-17,In
MV-4404,REF-1361,ST-1,130,07-07-2026,OUT
MV-4405,R-1420,ST-2,169,2026-01-10,OUT
MV-4406,R-1660,ST-18,-121,05-07-2025,In
MV-4407,R-1193,ST-11,-192,26-06-2026,adjust
MV-4408,MD-1427,ST-25,-173,2025-05-09,adjust
MV-4409,MD-1191,ST-6,9,10-12-2026,ADJUST
MV-4410,R-1641,ST-12,-17,2026-03-26,OUT
MV-4411,SKU1480,ST-16,-179,2026-06-24,In
MV-4412,MD-1409,ST-20,-151,2026-06-18,in
MV-4413,SKU1085,ST-7,-22,11/17/2026,adjust
MV-4414,MD-1086,ST-3,92,2025-01-14,OUT
MV-4415,MD-1212,ST-19,-194,11/02/2026,In
MV-4416,SKU1623,ST-1,-170,24-02-2026,ADJUST
MV-4417,SKU1201,ST-12,-28,05/04/2025,adjust
MV-4418,SKU1640,ST-11,61,2026-09-13,adjust
MV-4419,SKU1198,ST-20,-167,2026-05-03,OUT
MV-4420,REF-1728,ST-12,89,06/23/2025,OUT
MV-4421,REF-1269,ST-21,157,25-12-2025,ADJUST
MV-4422,REF-1221,ST-5,37,11/20/2025,OUT
MV-4423,R-1700,ST-14,115,2025-06-27,in
MV-4424,R-1586,ST-4,148,11-01-2026,in
MV-4425,MD-1107,ST-14,-50,19-01-2025,ADJUST
MV-4426,SKU1241,ST-14,-123,10-10-2025,in
MV-4427,SKU1610,ST-20,8,2026-02-01,ADJUST
MV-4428,REF-1166,ST-10,118,10/06/2026,in
MV-4429,R-1278,ST-14,-182,2025-08-19,in
MV-4430,R-1119,ST-14,-79,12/18/2025,ADJUST
MV-4431,REF-1365,ST-19,182,2025-10-20,In
MV-4432,REF-1363,ST-9,-197,2026-09-23,in
MV-4433,SKU1735,ST-16,-116,2026-05-02,OUT
MV-4434,SKU1484,ST-18,-62,11/25/2026,ADJUST
MV-4435,R-1592,ST-5,171,2025-06-06,in
MV-4436,R-1236,ST-25,-71,2026-07-24,adjust
MV-4437,R-1386,ST-13,125,2025-11-07,adjust
MV-4438,REF-1140,ST-11,-129,01/08/2026,In
MV-4439,SKU1031,ST-6,90,09/10/2026,ADJUST
MV-4440,MD-1689,ST-23,197,06/27/2026,in
MV-4441,MD-1686,ST-1,-146,05-09-2026,adjust
MV-4442,SKU1032,ST-11,87,25-04-2025,ADJUST
MV-4443,SKU1424,ST-18,134,07/14/2026,OUT
MV-4444,R-1430,ST-24,153,04/22/2026,In
MV-4445,SKU1335,ST-19,-40,2026-01-14,ADJUST
MV-4446,REF-1363,ST-16,174,10/09/2025,ADJUST
MV-4447,REF-1372,ST-20,-3,07/22/2026,adjust
MV-4448,REF-1067,ST-10,99,2026-02-15,OUT
MV-4449,SKU1569,ST-12,-60,01/28/2026,OUT
MV-4450,MD-1447,ST-4,35,02/06/2025,OUT
MV-4451,SKU1610,ST-24,-152,2026-01-16,In
MV-4452,SKU1308,ST-17,186,01/08/2026,adjust
MV-4453,REF-1360,ST-9,-100,2025-01-26,OUT
MV-4454,MD-1205,ST-3,-28,2026-03-28,ADJUST
MV-4455,REF-1540,ST-14,143,24-04-2025,ADJUST
MV-4456,R-1328,ST-2,190,2026-06-28,OUT
MV-4457,SKU1084,ST-19,-112,2025-06-28,OUT
MV-4458,R-1674,ST-13,83,12-07-2025,adjust
MV-4459,SKU1398,ST-2,34,23-08-2025,in
MV-4460,SKU1547,ST-6,-171,09/21/2025,ADJUST
MV-4461,SKU1060,ST-3,-120,2026-08-23,in
MV-4462,REF-1354,ST-5,111,2026-02-14,ADJUST
MV-4463,REF-1743,ST-19,35,11/20/2026,ADJUST
MV-4464,REF-1244,ST-5,122,2025-03-13,adjust
MV-4465,MD-1208,ST-9,117,04/22/2025,ADJUST
MV-4466,R-1598,ST-8,124,2026-07-19,In
MV-4467,MD-1761,ST-2,155,03/15/2026,In
MV-4468,REF-1478,ST-10,-1,2026-12-14,adjust
MV-4469,SKU1280,ST-10,56,2026-10-10,adjust
MV-4470,SKU1222,ST-6,122,2026-11-23,ADJUST
MV-4471,SKU1575,ST-19,193,11-09-2026,In
MV-4472,MD-1482,ST-12,28,22-12-2026,adjust
MV-4473,REF-1780,ST-12,56,2026-06-13,in
MV-4474,MD-1369,ST-22,135,2025-11-05,In
MV-4475,MD-1467,ST-3,-155,2026-02-03,In
MV-4476,MD-1145,ST-21,108,2025-08-25,in
MV-4477,MD-1753,ST-25,131,2025-12-19,ADJUST
MV-4478,REF-1719,ST-24,-50,2026-03-07,in
MV-4479,R-1711,ST-10,75,2025-06-06,In
MV-4480,SKU1490,ST-11,-51,2025-06-10,adjust
MV-4481,MD-1613,ST-16,-2,2026-10-27,adjust
MV-4482,R-1193,ST-4,165,13-01-2026,ADJUST
MV-4483,MD-1309,ST-19,-37,2025-04-20,In
MV-4484,REF-1405,ST-13,120,06-05-2026,In
MV-4485,SKU1060,ST-8,82,07/27/2025,adjust
MV-4486,MD-1561,ST-1,-123,12/14/2026,In
MV-4487,R-1420,ST-17,-13,07/08/2026,OUT
MV-4488,REF-1063,ST-24,18,05/13/2025,In
MV-4489,R-1494,ST-6,89,2025-09-04,adjust
MV-4490,REF-1457,ST-7,-155,2025-11-20,adjust
MV-4491,R-1228,ST-8,141,2025-02-25,adjust
MV-4492,R-1229,ST-2,-143,2025-03-05,in
MV-4493,MD-1227,ST-23,-53,2026-03-27,OUT
MV-4494,MD-1464,ST-4,-81,2025-10-01,in
MV-4495,R-1203,ST-2,164,2025-12-03,In
MV-4496,R-1578,ST-11,-179,2026-05-18,adjust
MV-4497,R-1437,ST-25,7,12/16/2026,OUT
MV-4498,R-1739,ST-7,101,06/24/2026,In
MV-4499,SKU1574,ST-10,148,2026-05-20,OUT
MV-4500,R-1476,ST-23,130,2025-06-18,In
MV-4501,SKU1662,ST-6,57,2026-08-23,in
MV-4502,SKU1406,ST-9,40,2026-06-17,in
MV-4503,MD-1246,ST-22,163,2025-11-14,in
MV-4504,REF-1011,ST-4,1,2026-03-05,in
MV-4505,R-1437,ST-11,54,2025-10-17,In
MV-4506,REF-1685,ST-10,36,12-07-2025,adjust
MV-4507,REF-1313,ST-18,57,2026-04-14,In
MV-4508,R-1050,ST-16,67,03-03-2025,In
MV-4509,MD-1458,ST-13,47,2025-03-26,adjust
MV-4510,REF-1199,ST-13,-30,2026-06-11,ADJUST
MV-4511,SKU1192,ST-23,-128,2026-01-04,OUT
MV-4512,R-1771,ST-20,-127,11-06-2026,ADJUST
MV-4513,REF-1300,ST-20,13,01/14/2026,OUT
MV-4514,REF-1661,ST-1,-44,12/17/2026,In
MV-4515,MD-1442,ST-13,-87,2025-02-23,In
MV-4516,SKU1454,ST-20,54,25-01-2026,ADJUST
MV-4517,REF-1300,ST-23,-198,10/06/2026,In
MV-4518,REF-1163,ST-4,9,2025-05-25,ADJUST
MV-4519,REF-1300,ST-25,-134,2025-04-13,ADJUST
MV-4520,SKU1368,ST-1,51,27-05-2026,in
MV-4521,MD-1464,ST-6,88,2026-08-21,ADJUST
MV-4522,REF-1213,ST-13,-128,2026-12-05,ADJUST
MV-4523,R-1425,ST-3,137,2026-09-16,In
MV-4524,SKU1756,ST-21,177,26-04-2025,In
MV-4525,R-1708,ST-18,138,2025-05-05,In
MV-4526,REF-1373,ST-23,47,07-02-2025,in
MV-4527,SKU1484,ST-25,41,06-01-2026,In
MV-4528,SKU1152,ST-2,-112,10/28/2025,OUT
MV-4529,MD-1647,ST-13,-52,2026-12-09,OUT
MV-4530,REF-1292,ST-3,145,03/05/2026,adjust
MV-4531,SKU1673,ST-6,-26,01/27/2026,OUT
MV-4532,R-1120,ST-3,74,08/01/2026,In
MV-4533,REF-1322,ST-1,32,10/04/2026,in
MV-4534,R-1739,ST-25,33,07/27/2026,in
MV-4535,SKU1367,ST-18,-186,2026-08-07,in
MV-4536,SKU1580,ST-9,-136,11/19/2026,adjust
MV-4537,MD-1638,ST-25,-96,2026-04-20,OUT
MV-4538,R-1112,ST-3,104,12/06/2025,In
MV-4539,MD-1471,ST-15,200,15-09-2026,In
MV-4540,MD-1351,ST-21,-61,2026-11-25,In
MV-4541,REF-1537,ST-18,16,2026-04-28,ADJUST
MV-4542,REF-1058,ST-17,-128,03/22/2025,ADJUST
MV-4543,REF-1176,ST-11,198,2025-07-21,adjust
MV-4544,R-1748,ST-6,-141,2025-02-17,adjust
MV-4545,R-1425,ST-1,123,2026-03-14,ADJUST
MV-4546,SKU1722,ST-19,178,04/12/2026,in
MV-4547,SKU1044,ST-19,-175,01/14/2025,in
MV-4548,MD-1087,ST-21,159,04/07/2026,adjust
MV-4549,REF-1738,ST-18,2,03/22/2026,adjust
MV-4550,R-1660,ST-19,-13,2025-04-01,adjust
MV-4551,R-1385,ST-25,-167,12/18/2025,adjust
MV-4552,SKU1247,ST-7,170,10/16/2026,OUT
MV-4553,R-1721,ST-16,200,06/27/2026,ADJUST
MV-4554,SKU1525,ST-12,106,05/11/2025,adjust
MV-4555,REF-1457,ST-1,197,07/23/2026,in
MV-4556,REF-1483,ST-3,9,05/05/2026,in
MV-4557,SKU1676,ST-2,-62,05/04/2026,in
MV-4558,SKU1525,ST-10,-163,12/27/2026,OUT
MV-4559,REF-1403,ST-25,125,2025-03-09,ADJUST
MV-4560,R-1025,ST-1,94,27-11-2025,OUT
MV-4561,SKU1766,ST-4,-119,02/26/2025,in
MV-4562,MD-1417,ST-13,106,16-03-2025,adjust
MV-4563,REF-1155,ST-22,-83,2026-12-15,adjust
MV-4564,SKU1671,ST-4,-40,09/23/2026,ADJUST
MV-4565,MD-1030,ST-7,-187,27-01-2026,in
MV-4566,MD-1557,ST-16,-17,10-06-2026,In
MV-4567,MD-1122,ST-5,85,2026-03-16,ADJUST
MV-4568,MD-1275,ST-4,91,07/28/2025,In
MV-4569,MD-1561,ST-16,-118,08-08-2026,in
MV-4570,SKU1281,ST-21,-183,2025-02-10,ADJUST
MV-4571,R-1425,ST-1,-86,2025-04-18,adjust
MV-4572,SKU1610,ST-23,93,19-12-2025,In
MV-4573,MD-1309,ST-11,72,08-10-2025,adjust
MV-4574,REF-1685,ST-2,27,2026-08-14,OUT
MV-4575,SKU1254,ST-6,184,2025-05-15,adjust
MV-4576,REF-1478,ST-3,-88,2026-10-03,OUT
MV-4577,REF-1554,ST-10,-91,2025-12-24,ADJUST
MV-4578,SKU1177,ST-12,-124,2025-01-06,In
MV-4579,R-1348,ST-19,181,2025-02-17,In
MV-4580,SKU1048,ST-5,45,2026-12-02,OUT
MV-4581,SKU1723,ST-4,189,2025-01-11,ADJUST
MV-4582,REF-1068,ST-25,164,08/04/2026,ADJUST
MV-4583,R-1039,ST-7,21,07/25/2026,in
MV-4584,SKU1766,ST-8,-100,2025-12-20,in
MV-4585,REF-1566,ST-11,-181,2026-12-09,In
MV-4586,SKU1066,ST-7,11,16-12-2025,OUT
MV-4587,MD-1149,ST-9,129,12/08/2025,OUT
MV-4588,REF-1137,ST-22,-22,2025-03-18,ADJUST
MV-4589,SKU1704,ST-19,-184,2025-12-07,In
MV-4590,MD-1551,ST-4,-178,2025-12-03,adjust
MV-4591,R-1355,ST-3,153,2026-06-14,OUT
MV-4592,R-1296,ST-23,130,2025-09-07,OUT
MV-4593,SKU1569,ST-25,-132,21-03-2025,in
MV-4594,MD-1689,ST-16,78,05-02-2026,ADJUST
MV-4595,REF-1359,ST-17,-23,2026-12-19,in
MV-4596,MD-1224,ST-6,20,08/10/2025,In
MV-4597,REF-1269,ST-10,56,09/05/2026,OUT
MV-4598,SKU1451,ST-1,88,01/24/2026,adjust
MV-4599,REF-1269,ST-23,-148,10-11-2026,OUT
MV-4600,R-1047,ST-25,155,2026-04-28,In
MV-4601,REF-1313,ST-4,78,09/21/2025,in
MV-4602,MD-1496,ST-22,-161,11-01-2025,OUT
MV-4603,SKU1329,ST-11,64,2026-05-09,in
MV-4604,MD-1466,ST-9,-162,04/13/2026,In
MV-4605,SKU1010,ST-14,-190,05/04/2026,ADJUST
MV-4606,REF-1382,ST-10,43,09/26/2026,in
MV-4607,REF-1338,ST-16,-8,27-09-2025,OUT
MV-4608,R-1386,ST-3,171,09/13/2025,OUT
MV-4609,R-1234,ST-25,-92,03/22/2026,adjust
MV-4610,REF-1054,ST-7,-119,12/12/2025,adjust
MV-4611,R-1383,ST-14,129,2025-12-26,adjust
MV-4612,SKU1426,ST-19,147,07-04-2026,ADJUST
MV-4613,REF-1011,ST-13,-87,2026-11-19,In
MV-4614,MD-1167,ST-3,106,2025-01-25,OUT
MV-4615,MD-1517,ST-3,-169,19-07-2026,In
MV-4616,MD-1358,ST-22,101,2025-04-04,adjust
MV-4617,MD-1489,ST-13,-72,2025-12-04,in
MV-4618,REF-1779,ST-3,171,01/08/2026,In
MV-4619,REF-1629,ST-16,-25,2025-04-12,adjust
MV-4620,R-1518,ST-14,-174,02/28/2025,OUT
MV-4621,REF-1021,ST-19,45,02/23/2025,In
MV-4622,REF-1135,ST-22,-7,10/17/2026,ADJUST
MV-4623,REF-1382,ST-16,135,02-06-2026,ADJUST
MV-4624,R-1159,ST-25,-155,2026-04-21,OUT
MV-4625,REF-1552,ST-20,125,2025-02-27,OUT
MV-4626,REF-1510,ST-19,-51,10/28/2026,adjust
MV-4627,REF-1331,ST-13,-5,2026-09-16,ADJUST
MV-4628,R-1468,ST-4,-16,2025-01-25,adjust
MV-4629,REF-1094,ST-17,140,02/11/2025,ADJUST
MV-4630,REF-1292,ST-17,165,2026-03-27,In
MV-4631,SKU1248,ST-7,-53,2026-02-25,ADJUST
MV-4632,SKU1763,ST-21,92,2026-07-02,ADJUST
MV-4633,MD-1304,ST-3,69,12/13/2026,in
MV-4634,SKU1298,ST-5,181,2025-02-22,OUT
MV-4635,SKU1555,ST-6,-195,05/18/2026,In
MV-4636,R-1532,ST-24,-19,25-12-2025,in
MV-4637,R-1600,ST-4,-84,04/14/2026,ADJUST
MV-4638,SKU1623,ST-22,-100,2025-04-22,in
MV-4639,SKU1744,ST-21,-185,2025-03-06,ADJUST
MV-4640,MD-1482,ST-4,199,17-01-2026,in
MV-4641,MD-1782,ST-17,161,05/17/2026,ADJUST
MV-4642,REF-1535,ST-18,-38,2025-10-05,ADJUST
MV-4643,SKU1088,ST-24,-37,28-10-2025,OUT
