return_id,order_id,product_id,return_date,reason,refund_amount
RT-400,ORD-5963,MD-1046,2025-05-04,破损,"4,465.00"
RT-401,ORD-2990,MD-1561,01/19/2026,质量问题,"4,930.00"
RT-402,ORD-1750,R-1456,2026-02-16,不喜欢,699
RT-403,ORD-14861,R-1134,03/13/2024,发错货,1559
RT-404,ORD-3550,MD-1093,05-06-2024,发错货,"3,052.00"
RT-405,ORD-3405,MD-1576,2024-05-23,发错货,"$3,510.00"
RT-406,ORD-901,REF-1618,06/06/2026,破损,"3,007.00"
RT-407,ORD-11597,MD-1792,13-07-2025,发错货,4160
RT-408,ORD-6685,REF-1334,2025-02-21,破损,"2,818.00"
RT-409,ORD-9429,REF-1235,2025-09-02,尺寸不符,"2,222.00"
RT-410,ORD-7863,R-1340,2024-09-09,不喜欢,897
RT-411,ORD-7389,REF-1043,2025-06-10,尺寸不符,"$3,292.00"
RT-412,ORD-5699,MD-1561,2025-12-23,尺寸不符,4472
RT-413,ORD-754,R-1128,26-03-2024,发错货,3636
RT-414,ORD-14793,REF-1105,2024-09-10,质量问题,"$4,554.00"
RT-415,ORD-8134,REF-1768,04/21/2025,发错货,"$2,983.00"
RT-416,ORD-3466,R-1168,2024-02-08,尺寸不符,"$2,087.00"
RT-417,ORD-12644,REF-1541,2026-05-05,破损,4836
RT-418,ORD-12199,R-1025,21-11-2024,发错货,3436
RT-419,ORD-9536,SKU1212,2026-09-14,破损,1095
RT-420,ORD-2140,MD-1202,2024-04-03,不喜欢,1698
RT-421,ORD-7392,MD-1207,2025-01-23,尺寸不符,2732
RT-422,ORD-10721,REF-1004,2026-05-28,质量问题,"$3,090.00"
RT-423,ORD-7886,SKU1156,2025-02-17,破损,3836
RT-424,ORD-2148,R-1640,2024-09-20,破损,1718
RT-425,ORD-3341,SKU1761,2025-04-25,不喜欢,$914.00
RT-426,ORD-4597,MD-1731,2025-02-05,破损,$133.00
RT-427,ORD-11210,R-1683,16-03-2025,质量问题,$292.00
RT-428,ORD-2578,REF-1623,11-07-2025,破损,727
RT-429,ORD-3652,MD-1703,12-05-2024,破损,2587
RT-430,ORD-11,R-1067,2025-04-02,尺寸不符,"$4,462.00"
RT-431,ORD-4353,R-1242,2025-04-10,破损,"$2,594.00"
RT-432,ORD-12395,REF-1796,2025-02-26,尺寸不符,3039
RT-433,ORD-13275,R-1674,2026-06-02,破损,"$2,984.00"
RT-434,ORD-9475,REF-1437,2026-01-01,破损,2391
RT-435,ORD-8546,SKU1262,2024-04-11,破损,4896
RT-436,ORD-545,R-1587,26-08-2025,质量问题,$788.00
RT-437,ORD-523,SKU1056,09/22/2024,不喜欢,819
RT-438,ORD-9130,R-1225,09-12-2026,尺寸不符,$864.00
RT-439,ORD-11122,REF-1430,2024-06-03,破损,1138
RT-440,ORD-5976,R-1257,2025-02-05,不喜欢,4156
RT-441,ORD-4887,MD-1309,2024-12-11,发错货,$489.00
RT-442,ORD-8310,SKU1050,01-04-2026,不喜欢,3026
RT-443,ORD-2047,SKU1201,02/20/2024,尺寸不符,2860
RT-444,ORD-2982,SKU1477,04-03-2025,不喜欢,4488
RT-445,ORD-1499,R-1259,2024-09-18,不喜欢,1529
RT-446,ORD-304,SKU1468,21-10-2025,不喜欢,"2,014.00"
RT-447,ORD-6094,REF-1787,06/27/2025,尺寸不符,803
RT-448,ORD-11304,SKU1488,2025-08-25,破损,"$4,607.00"
RT-449,ORD-14649,R-1184,12/08/2024,发错货,718
RT-450,ORD-267,SKU1539,01/16/2025,破损,2986
RT-451,ORD-6459,R-1739,13-09-2026,不喜欢,3639
RT-452,ORD-9517,REF-1086,2024-02-09,不喜欢,"4,553.00"
RT-453,ORD-7062,R-1735,2025-05-14,不喜欢,240.00
RT-454,ORD-6904,REF-1798,05/15/2025,不喜欢,"$3,727.00"
RT-455,ORD-11545,SKU1560,17-11-2025,尺寸不符,"1,473.00"
RT-456,ORD-6043,R-1674,2024-12-26,不喜欢,"2,888.00"
RT-457,ORD-4712,MD-1565,02/24/2024,发错货,$437.00
RT-458,ORD-1446,R-1733,2025-09-11,质量问题,"$1,634.00"
RT-459,ORD-11053,SKU1085,03/06/2025,尺寸不符,"$3,209.00"
RT-460,ORD-2253,MD-1027,08/10/2025,尺寸不符,"4,936.00"
RT-461,ORD-5545,SKU1484,09/24/2026,不喜欢,3991
RT-462,ORD-13824,MD-1006,07-10-2025,质量问题,1389
RT-463,ORD-13753,R-1782,01/21/2026,尺寸不符,"$3,374.00"
RT-464,ORD-12867,SKU1146,2025-03-21,尺寸不符,$319.00
RT-465,ORD-13407,SKU1209,04/23/2026,发错货,$835.00
RT-466,ORD-12853,SKU1680,2025-12-24,质量问题,$362.00
RT-467,ORD-7010,R-1122,2026-06-25,尺寸不符,1504
RT-468,ORD-13996,REF-1545,11/20/2025,发错货,2034
RT-469,ORD-7994,SKU1441,10/04/2024,发错货,"4,696.00"
RT-470,ORD-1589,MD-1312,2024-01-02,不喜欢,3174
RT-471,ORD-1341,SKU1749,06-02-2026,发错货,630
RT-472,ORD-6665,SKU1214,2024-11-16,尺寸不符,2123
RT-473,ORD-5921,SKU1655,2025-01-24,不喜欢,"4,125.00"
RT-474,ORD-11920,R-1410,06/03/2025,质量问题,4165
RT-475,ORD-10342,REF-1719,2024-08-24,质量问题,3003
RT-476,ORD-8776,R-1193,2025-08-20,破损,3208
RT-477,ORD-265,REF-1677,2024-11-26,不喜欢,"4,011.00"
RT-478,ORD-5981,REF-1446,2025-09-21,破损,"2,742.00"
RT-479,ORD-5634,MD-1001,02/22/2024,不喜欢,"$3,784.00"
RT-480,ORD-14292,SKU1050,2024-07-25,不喜欢,855
RT-481,ORD-862,REF-1665,12/06/2025,破损,1261
RT-482,ORD-14069,REF-1162,07/12/2026,尺寸不符,"1,870.00"
RT-483,ORD-1650,R-1449,2024-08-09,破损,"$4,784.00"
RT-484,ORD-1756,MD-1411,06-03-2025,不喜欢,"$1,689.00"
RT-485,ORD-14224,REF-1787,2026-09-02,不喜欢,1378
RT-486,ORD-88,REF-1246,09/28/2026,破损,"4,619.00"
RT-487,ORD-8984,REF-1623,2025-11-12,破损,"1,658.00"
RT-488,ORD-2268,SKU1472,03/11/2024,质量问题,"$2,697.00"
RT-489,ORD-398,R-1408,2025-02-14,尺寸不符,"$4,437.00"
RT-490,ORD-11705,SKU1089,08-06-2026,不喜欢,4821
RT-491,ORD-14801,MD-1658,2024-06-24,发错货,"3,951.00"
RT-492,ORD-12232,R-1676,03/22/2025,质量问题,1838
RT-493,ORD-10432,R-1157,2024-03-04,不喜欢,"$2,402.00"
RT-494,ORD-1290,REF-1635,06/10/2025,发错货,"3,159.00"
RT-495,ORD-306,R-1753,26-06-2024,尺寸不符,1732
RT-496,ORD-447,MD-1473,2024-01-13,破损,159.00
RT-497,ORD-8298,MD-1285,02-02-2024,尺寸不符,2957
RT-498,ORD-5020,SKU1269,07/12/2025,发错货,"$1,480.00"
RT-499,ORD-4408,R-1065,2024-08-18,发错货,3334
RT-500,ORD-13514,R-1289,2026-05-01,发错货,$173.00
RT-501,ORD-9979,R-1372,11-05-2024,质量问题,4942
RT-502,ORD-8828,R-1016,2026-08-04,发错货,3985
RT-503,ORD-3549,MD-1565,10-03-2024,破损,"$4,325.00"
RT-504,ORD-6666,R-1478,11/22/2024,破损,"$4,669.00"
RT-505,ORD-9330,R-1344,2026-02-06,质量问题,565
RT-506,ORD-4950,REF-1509,02/23/2026,尺寸不符,"3,438.00"
RT-507,ORD-8010,R-1782,2024-03-03,破损,3156
RT-508,ORD-9720,REF-1580,2025-05-19,质量问题,363.00
RT-509,ORD-13639,REF-1364,09/05/2024,破损,279
RT-510,ORD-1997,R-1302,2025-09-20,尺寸不符,"4,788.00"
RT-511,ORD-8027,R-1753,2024-07-18,质量问题,535
RT-512,ORD-12861,R-1310,2026-08-13,质量问题,2010
RT-513,ORD-11125,SKU1507,2026-01-23,发错货,733
RT-514,ORD-11940,R-1083,2025-09-05,发错货,"$3,703.00"
RT-515,ORD-12935,SKU1552,2024-12-19,破损,3692
RT-516,ORD-13396,MD-1575,28-10-2026,尺寸不符,476
RT-517,ORD-3006,REF-1600,2026-01-19,发错货,4091
RT-518,ORD-14621,R-1475,04/15/2024,不喜欢,"2,469.00"
RT-519,ORD-4041,SKU1151,2024-10-20,质量问题,"2,175.00"
RT-520,ORD-14600,REF-1051,09/09/2024,质量问题,2081
RT-521,ORD-330,SKU1165,2025-11-23,质量问题,1290
RT-522,ORD-12347,R-1428,12-04-2025,质量问题,"$4,208.00"
RT-523,ORD-14269,SKU1008,26-12-2025,尺寸不符,"$1,978.00"
RT-524,ORD-8120,R-1314,2026-06-01,尺寸不符,1166
RT-525,ORD-4389,MD-1442,01/16/2024,不喜欢,2352
RT-526,ORD-2748,SKU1095,05/21/2026,尺寸不符,2028
RT-527,ORD-4573,R-1558,25-12-2026,发错货,"1,889.00"
RT-528,ORD-9933,REF-1321,2025-08-06,质量问题,$772.00
RT-529,ORD-9188,R-1129,08/20/2026,发错货,73.00
RT-530,ORD-5676,MD-1074,10/25/2026,发错货,"$4,781.00"
RT-531,ORD-1710,MD-1458,2026-09-07,质量问题,1106
RT-532,ORD-8295,MD-1111,2025-11-26,发错货,44
RT-533,ORD-5274,R-1183,2024-03-10,发错货,878
RT-534,ORD-13365,REF-1188,2026-06-24,不喜欢,"2,714.00"
RT-535,ORD-12264,SKU1180,2024-05-21,不喜欢,4478
RT-536,ORD-10666,R-1448,2026-09-02,不喜欢,4218
RT-537,ORD-13834,SKU1279,01-05-2026,发错货,763.00
RT-538,ORD-5150,SKU1610,2025-08-12,破损,"3,034.00"
RT-539,ORD-14539,REF-1467,2025-09-08,破损,2261
RT-540,ORD-12880,REF-1246,27-05-2026,发错货,"$1,694.00"
RT-541,ORD-2920,R-1135,26-11-2026,质量问题,2294
RT-542,ORD-10167,MD-1370,25-05-2026,发错货,799
RT-543,ORD-10785,REF-1668,2024-03-27,发错货,4693
RT-544,ORD-6733,R-1372,2024-06-02,质量问题,"$1,977.00"
RT-545,ORD-9927,MD-1224,2024-02-26,尺寸不符,"$2,974.00"
RT-546,ORD-9176,R-1243,2024-06-27,发错货,"$1,884.00"
RT-547,ORD-9104,REF-1454,05/22/2024,发错货,3286
RT-548,ORD-6633,MD-1731,2026-04-26,破损,3836
RT-549,ORD-4503,SKU1786,21-12-2025,不喜欢,2504
RT-550,ORD-12684,MD-1261,2025-07-18,不喜欢,734
RT-551,ORD-14406,R-1659,2025-10-24,不喜欢,"2,506.00"
RT-552,ORD-4182,MD-1564,2024-06-26,发错货,$630.00
RT-553,ORD-9385,MD-1670,10-08-2024,不喜欢,2695
RT-554,ORD-586,R-1506,06/19/2024,发错货,"1,434.00"
RT-555,ORD-2651,R-1129,2025-03-17,发错货,24
RT-556,ORD-8027,R-1701,12/20/2025,质量问题,3661
RT-557,ORD-4140,R-1707,09/16/2024,发错货,"$1,790.00"
RT-558,ORD-1246,MD-1202,2025-06-21,破损,"$1,916.00"
RT-559,ORD-10792,SKU1151,16-05-2024,不喜欢,1762
RT-560,ORD-13198,R-1399,02/05/2026,尺寸不符,285
RT-561,ORD-4268,R-1696,18-01-2026,发错货,"3,264.00"
RT-562,ORD-8144,MD-1711,2024-05-06,质量问题,"$2,235.00"
RT-563,ORD-5631,MD-1624,23-07-2025,尺寸不符,1885
RT-564,ORD-2354,SKU1034,2024-02-19,发错货,436
RT-565,ORD-915,R-1220,2026-04-21,发错货,"$2,355.00"
RT-566,ORD-5219,R-1082,03-04-2025,不喜欢,352
RT-567,ORD-1812,R-1513,2025-09-18,破损,1932
RT-568,ORD-1546,R-1123,2026-04-20,不喜欢,4784
RT-569,ORD-6960,REF-1246,2024-09-14,发错货,"1,916.00"
RT-570,ORD-7429,REF-1713,2024-01-25,发错货,696
RT-571,ORD-1976,R-1157,2026-10-15,尺寸不符,"2,494.00"
RT-572,ORD-381,REF-1368,03/16/2025,破损,"4,148.00"
RT-573,ORD-8198,R-1248,08/11/2026,破损,3602
RT-574,ORD-5593,SKU1512,2026-05-14,质量问题,"$3,333.00"
RT-575,ORD-8902,SKU1040,24-08-2024,不喜欢,320
RT-576,ORD-10177,REF-1585,2025-08-28,发错货,945
RT-577,ORD-1457,REF-1677,21-04-2024,质量问题,"$2,162.00"
RT-578,ORD-13203,REF-1114,13-03-2024,不喜欢,181
RT-579,ORD-3342,SKU1279,07/26/2025,不喜欢,1820
RT-580,ORD-1753,SKU1646,2026-08-11,不喜欢,1014
RT-581,ORD-6225,R-1304,09-12-2025,质量问题,1878
RT-582,ORD-697,REF-1479,07/27/2026,不喜欢,2699
RT-583,ORD-10019,REF-1326,09/18/2025,发错货,898
RT-584,ORD-1165,REF-1326,09-02-2026,破损,"2,968.00"
RT-585,ORD-5491,R-1657,2024-12-18,不喜欢,627
RT-586,ORD-9425,R-1577,22-01-2024,尺寸不符,1306
RT-587,ORD-609,SKU1226,2024-06-21,尺寸不符,"$2,026.00"
RT-588,ORD-1810,SKU1056,03/28/2024,发错货,1670
RT-589,ORD-2482,REF-1467,02/08/2026,破损,"$3,280.00"
RT-590,ORD-2860,R-1412,2025-06-09,发错货,1866
RT-591,ORD-914,SKU1331,16-03-2024,发错货,3669
RT-592,ORD-9156,R-1065,24-12-2026,发错货,4188
RT-593,ORD-10192,MD-1576,09-04-2025,质量问题,"$3,044.00"
RT-594,ORD-6063,R-1332,18-03-2025,尺寸不符,434
RT-595,ORD-2481,REF-1485,09/07/2026,破损,42
RT-596,ORD-6766,MD-1685,2025-04-06,破损,4067
RT-597,ORD-6061,MD-1533,2024-10-04,质量问题,4139
RT-598,ORD-9365,MD-1142,2026-08-11,质量问题,2101
RT-599,ORD-8345,REF-1726,27-04-2025,质量问题,"1,183.00"
RT-600,ORD-9031,SKU1091,20-11-2026,破损,4609
RT-601,ORD-7621,REF-1479,2026-08-22,质量问题,708
RT-602,ORD-5147,MD-1436,2025-11-09,尺寸不符,"3,148.00"
RT-603,ORD-1286,SKU1481,2025-04-10,不喜欢,2118
RT-604,ORD-8567,SKU1772,03-03-2025,质量问题,289
RT-605,ORD-5300,REF-1235,2026-10-01,不喜欢,71
RT-606,ORD-11538,REF-1632,09/16/2025,发错货,"1,769.00"
RT-607,ORD-13941,SKU1078,2025-12-22,尺寸不符,"$2,871.00"
RT-608,ORD-14851,R-1720,13-12-2025,质量问题,"$3,910.00"
RT-609,ORD-6197,REF-1592,2025-11-18,发错货,"4,134.00"
RT-610,ORD-7724,MD-1097,11/25/2025,不喜欢,"$4,099.00"
RT-611,ORD-2963,SKU1789,2024-12-16,不喜欢,1906
RT-612,ORD-13879,R-1563,2026-10-16,尺寸不符,4129
RT-613,ORD-4380,SKU1040,2026-03-13,尺寸不符,$696.00
RT-614,ORD-2091,REF-1454,11/16/2024,尺寸不符,3202
RT-615,ORD-10194,REF-1043,01/13/2025,破损,$34.00
RT-616,ORD-2299,R-1683,01/17/2025,尺寸不符,"$4,580.00"
RT-617,ORD-7105,REF-1483,2025-01-18,质量问题,4028
RT-618,ORD-10182,MD-1712,10/15/2025,尺寸不符,"4,184.00"
RT-619,ORD-5027,SKU1190,10/04/2025,破损,"$4,456.00"
RT-620,ORD-6081,R-1471,12/10/2024,发错货,2792
RT-621,ORD-5130,REF-1524,2026-02-14,不喜欢,653
RT-622,ORD-3813,MD-1780,2024-06-25,发错货,1875
RT-623,ORD-2990,SKU1628,15-11-2024,尺寸不符,531
RT-624,ORD-10246,MD-1762,10/08/2026,质量问题,3477
RT-625,ORD-6543,MD-1009,09-03-2025,发错货,1956
RT-626,ORD-7709,MD-1037,01/26/2025,质量问题,"$3,437.00"
RT-627,ORD-3307,MD-1164,2025-02-08,发错货,"3,349.00"
RT-628,ORD-9707,SKU1655,12/05/2025,质量问题,$424.00
RT-629,ORD-10641,SKU1091,2024-07-08,尺寸不符,$124.00
RT-630,ORD-117,MD-1537,2024-02-13,质量问题,149
RT-631,ORD-13774,REF-1729,03/02/2025,不喜欢,4655
RT-632,ORD-11763,MD-1197,19-03-2026,质量问题,4295
RT-633,ORD-14192,R-1010,2025-12-21,尺寸不符,"$3,526.00"
RT-634,ORD-11874,MD-1731,09/16/2025,破损,"$2,595.00"
RT-635,ORD-11552,R-1003,19-04-2024,发错货,"$2,242.00"
RT-636,ORD-4712,MD-1747,2024-05-03,质量问题,3413
RT-637,ORD-5281,MD-1202,2025-09-01,发错货,"$2,758.00"
RT-638,ORD-12224,REF-1166,2025-06-19,发错货,"$4,130.00"
RT-639,ORD-5887,SKU1589,2024-03-26,不喜欢,1831
RT-640,ORD-5967,SKU1488,2024-04-05,尺寸不符,"4,029.00"
RT-641,ORD-5708,REF-1671,09/25/2025,质量问题,$283.00
RT-642,ORD-4012,REF-1713,2026-03-20,发错货,"2,638.00"
RT-643,ORD-1898,SKU1228,2024-01-23,破损,920
RT-644,ORD-9041,R-1659,08/23/2025,质量问题,801
RT-645,ORD-12636,SKU1007,2024-03-17,不喜欢,"1,391.00"
RT-646,ORD-9903,SKU1374,2025-08-18,破损,1826
RT-647,ORD-3274,R-1171,2025-04-27,破损,$463.00
RT-648,ORD-9377,MD-1442,07/22/2026,不喜欢,"$3,170.00"
RT-649,ORD-12728,MD-1118,08/12/2026,质量问题,"$3,978.00"
RT-650,ORD-6418,MD-1529,10/18/2024,发错货,4293
RT-651,ORD-13974,REF-1245,03/15/2026,发错货,"4,740.00"
RT-652,ORD-14744,REF-1100,2025-09-27,尺寸不符,4426
RT-653,ORD-4092,SKU1328,2024-12-16,尺寸不符,3200
RT-654,ORD-3632,REF-1381,2024-02-28,尺寸不符,4171
RT-655,ORD-1034,REF-1362,2025-10-17,尺寸不符,"$2,178.00"
RT-656,ORD-11969,R-1636,2026-01-28,不喜欢,"$1,923.00"
RT-657,ORD-3734,REF-1514,19-08-2025,破损,487
RT-658,ORD-6555,SKU1328,05/21/2025,不喜欢,"3,712.00"
RT-659,ORD-13754,R-1302,05/25/2024,破损,"$4,300.00"
RT-660,ORD-3872,R-1310,12-07-2024,质量问题,"3,448.00"
RT-661,ORD-10978,REF-1368,01-11-2026,破损,"1,875.00"
RT-662,ORD-5146,R-1629,2026-02-26,质量问题,"$3,726.00"
RT-663,ORD-12427,SKU1722,21-03-2024,不喜欢,"3,274.00"
RT-664,ORD-2297,R-1449,08/09/2026,质量问题,3705
RT-665,ORD-11200,REF-1596,16-01-2024,不喜欢,504.00
RT-666,ORD-2305,SKU1444,2025-11-06,不喜欢,"$1,276.00"
RT-667,ORD-1046,REF-1236,05/12/2026,尺寸不符,"$2,734.00"
RT-668,ORD-8629,REF-1236,11/12/2025,不喜欢,1897
RT-669,ORD-1265,REF-1349,14-04-2024,不喜欢,4616
RT-670,ORD-1376,MD-1267,2024-10-26,质量问题,1684
RT-671,ORD-11020,REF-1485,2026-08-21,发错货,"$1,967.00"
RT-672,ORD-4543,REF-1559,2026-12-11,尺寸不符,1860
RT-673,ORD-12461,R-1338,10/26/2025,不喜欢,3390
RT-674,ORD-153,REF-1362,2025-08-23,质量问题,1466
RT-675,ORD-5962,SKU1462,08-07-2024,破损,"$4,492.00"
RT-676,ORD-11984,SKU1260,2025-03-13,不喜欢,585
RT-677,ORD-11404,SKU1328,20-05-2026,发错货,4271
RT-678,ORD-531,R-1751,11/04/2024,不喜欢,2666
RT-679,ORD-1688,SKU1749,05/10/2025,质量问题,"$3,450.00"
RT-680,ORD-1958,R-1696,2024-12-05,发错货,2108
RT-681,ORD-5184,REF-1406,2026-03-24,不喜欢,1698
RT-682,ORD-2245,SKU1728,2026-03-05,不喜欢,1333
RT-683,ORD-1826,SKU1200,09/25/2025,尺寸不符,3633
RT-684,ORD-11473,R-1355,03/02/2024,发错货,"2,662.00"
RT-685,ORD-973,MD-1708,2024-07-08,尺寸不符,$607.00
RT-686,ORD-2953,MD-1373,2026-12-01,不喜欢,81
RT-687,ORD-14179,R-1753,06-10-2026,破损,2737
RT-688,ORD-2846,REF-1446,2026-01-18,破损,4965
RT-689,ORD-8351,SKU1535,2025-03-16,尺寸不符,$754.00
RT-690,ORD-1216,REF-1671,05/12/2025,发错货,"4,636.00"
RT-691,ORD-4106,R-1707,2026-04-01,尺寸不符,426
RT-692,ORD-3193,R-1404,10/03/2024,不喜欢,$993.00
RT-693,ORD-14731,R-1173,2025-11-14,发错货,"$2,894.00"
RT-694,ORD-4910,R-1676,2026-04-24,发错货,"2,175.00"
RT-695,ORD-3901,REF-1599,08/18/2026,发错货,1209
RT-696,ORD-12957,REF-1154,2024-06-24,发错货,2367
RT-697,ORD-3106,MD-1143,2024-07-28,发错货,3727
RT-698,ORD-538,R-1478,10/01/2024,破损,"$3,779.00"
RT-699,ORD-919,REF-1384,2024-08-21,尺寸不符,4697
RT-700,ORD-12362,REF-1380,07/13/2024,尺寸不符,2467
RT-701,ORD-12490,SKU1365,28-10-2025,发错货,2449
RT-702,ORD-13910,SKU1656,2024-12-07,发错货,806
RT-703,ORD-11446,MD-1650,2024-07-16,质量问题,239
RT-704,ORD-3527,REF-1713,02/17/2026,破损,"$4,005.00"
RT-705,ORD-7454,R-1449,06/12/2024,发错货,"$3,647.00"
RT-706,ORD-14021,R-1316,01/24/2026,破损,289
RT-707,ORD-6670,R-1758,2025-01-20,破损,"$3,847.00"
RT-708,ORD-5907,MD-1197,11/10/2026,不喜欢,803
RT-709,ORD-276,REF-1644,07-01-2025,尺寸不符,"3,458.00"
RT-710,ORD-14751,MD-1547,04/15/2025,发错货,2233
RT-711,ORD-5932,MD-1473,2024-06-17,发错货,649
RT-712,ORD-2288,REF-1086,08/13/2025,尺寸不符,$649.00
RT-713,ORD-8841,MD-1529,2024-07-18,质量问题,"2,449.00"
RT-714,ORD-6648,MD-1693,2026-07-21,尺寸不符,4878
RT-715,ORD-8279,SKU1507,06/13/2024,不喜欢,"$1,651.00"
RT-716,ORD-10917,REF-1546,2024-11-08,质量问题,"1,574.00"
RT-717,ORD-1201,REF-1524,2024-10-08,质量问题,"2,069.00"
RT-718,ORD-13198,R-1124,2024-05-06,尺寸不符,"1,432.00"
RT-719,ORD-1835,R-1489,2025-01-23,发错货,$605.00
RT-720,ORD-7736,R-1409,03-12-2026,不喜欢,3409
RT-721,ORD-13057,SKU1354,10/28/2026,不喜欢,4768
RT-722,ORD-6789,SKU1365,14-12-2026,尺寸不符,"$4,330.00"
RT-723,ORD-6555,SKU1481,01/26/2024,破损,"4,154.00"
RT-724,ORD-11598,SKU1638,2026-05-03,质量问题,"2,533.00"
RT-725,ORD-7582,SKU1717,18-05-2026,破损,"$3,931.00"
RT-726,ORD-11904,SKU1422,24-11-2025,不喜欢,3011
RT-727,ORD-14677,MD-1732,07/04/2025,不喜欢,"$2,492.00"
RT-728,ORD-1371,REF-1051,2025-10-02,发错货,"$2,863.00"
RT-729,ORD-5845,REF-1713,2025-06-03,质量问题,"2,997.00"
RT-730,ORD-14447,REF-1061,2026-04-22,不喜欢,"$1,345.00"
RT-731,ORD-12020,R-1704,08/01/2025,发错货,3959
RT-732,ORD-7070,REF-1426,11/21/2026,发错货,"3,610.00"
RT-733,ORD-13764,REF-1716,23-10-2024,发错货,1170
RT-734,ORD-11180,MD-1014,26-07-2026,破损,$502.00
RT-735,ORD-11439,REF-1714,10/17/2026,发错货,1916
RT-736,ORD-6174,SKU1296,2025-05-01,发错货,"2,958.00"
RT-737,ORD-7107,SKU1260,2026-01-07,破损,"$3,327.00"
RT-738,ORD-14033,R-1414,2026-11-25,发错货,1387
RT-739,ORD-6324,R-1753,09/24/2024,破损,1101
RT-740,ORD-3069,SKU1484,2024-03-19,尺寸不符,"$4,919.00"
RT-741,ORD-1247,MD-1591,12-12-2025,破损,1466
RT-742,ORD-7810,SKU1029,12/21/2024,质量问题,147.00
RT-743,ORD-9555,REF-1446,2024-03-16,尺寸不符,"$4,536.00"
RT-744,ORD-8898,R-1387,2025-10-01,破损,1091
RT-745,ORD-2223,R-1025,2026-02-02,破损,3511
RT-746,ORD-14460,MD-1439,07-05-2024,发错货,3443
RT-747,ORD-7358,SKU1201,2026-01-11,发错货,"$2,131.00"
RT-748,ORD-4983,MD-1163,2025-09-15,破损,"$4,734.00"
RT-749,ORD-3086,R-1220,2026-08-20,质量问题,3842
RT-750,ORD-8552,REF-1178,12-03-2025,尺寸不符,2665
RT-751,ORD-11962,MD-1053,2026-08-08,不喜欢,"3,121.00"
RT-752,ORD-14793,REF-1185,07/18/2026,不喜欢,1774
RT-753,ORD-10526,R-1407,2026-12-09,质量问题,3423
RT-754,ORD-7635,MD-1053,2024-12-11,发错货,"3,318.00"
RT-755,ORD-13100,R-1748,09/27/2026,发错货,1093
RT-756,ORD-1484,REF-1105,2025-06-20,发错货,3647
RT-757,ORD-7362,MD-1681,12/11/2026,不喜欢,$914.00
RT-758,ORD-3253,R-1242,25-12-2024,不喜欢,2192
RT-759,ORD-9811,SKU1187,03/26/2026,破损,"$2,042.00"
RT-760,ORD-12637,R-1062,11/20/2024,不喜欢,1739
RT-761,ORD-13375,REF-1371,2025-03-11,发错货,4583
RT-762,ORD-6892,R-1615,01-05-2024,破损,"3,012.00"
RT-763,ORD-11625,MD-1565,17-07-2026,发错货,4384
RT-764,ORD-7428,MD-1780,2024-11-12,破损,3907
RT-765,ORD-12052,R-1782,09/27/2024,破损,1056
RT-766,ORD-14721,R-1216,20-01-2025,尺寸不符,4639
RT-767,ORD-13865,REF-1745,09/14/2025,质量问题,2382
RT-768,ORD-13655,REF-1360,2026-09-14,破损,3780
RT-769,ORD-6930,REF-1605,04/17/2025,发错货,4202
RT-770,ORD-3577,R-1025,02/10/2025,质量问题,"4,530.00"
RT-771,ORD-4949,REF-1746,04/28/2025,不喜欢,"$2,082.00"
RT-772,ORD-12068,MD-1774,25-06-2025,质量问题,3106
RT-773,ORD-8574,MD-1101,04-11-2024,破损,"4,779.00"
RT-774,ORD-14988,REF-1474,04/04/2024,质量问题,"1,046.00"
RT-775,ORD-1560,SKU1396,2025-12-03,不喜欢,2907
RT-776,ORD-2030,SKU1441,02/25/2024,尺寸不符,"$4,334.00"
RT-777,ORD-9230,MD-1053,22-07-2024,发错货,"$3,608.00"
RT-778,ORD-5244,REF-1797,2025-09-19,不喜欢,1666
RT-779,ORD-10877,REF-1678,03/03/2024,质量问题,110
RT-780,ORD-13937,R-1553,13-05-2026,不喜欢,4163
RT-781,ORD-1803,SKU1374,10-06-2026,不喜欢,2031
RT-782,ORD-10816,MD-1785,06-06-2025,发错货,"3,360.00"
RT-783,ORD-13506,MD-1345,2024-12-26,发错货,2323
RT-784,ORD-76,R-1023,09-07-2025,破损,"$1,030.00"
RT-785,ORD-13235,R-1412,01/07/2026,质量问题,1607
RT-786,ORD-13980,R-1311,12/14/2024,破损,3631
RT-787,ORD-1081,REF-1418,2025-05-27,质量问题,3322
RT-788,ORD-3156,SKU1431,08/03/2025,质量问题,$647.00
RT-789,ORD-2448,REF-1346,13-03-2026,不喜欢,"$3,216.00"
RT-790,ORD-632,REF-1196,2026-03-20,尺寸不符,"$3,588.00"
RT-791,ORD-6891,R-1216,2024-04-04,尺寸不符,416
RT-792,ORD-13525,REF-1727,11/09/2024,发错货,2430
RT-793,ORD-13289,R-1782,22-09-2025,不喜欢,"$4,594.00"
RT-794,ORD-14584,R-1587,2024-01-11,不喜欢,"2,725.00"
RT-795,ORD-10445,REF-1154,2026-06-08,破损,2810
RT-796,ORD-1146,R-1519,03-01-2024,尺寸不符,"1,679.00"
RT-797,ORD-8951,REF-1744,2026-08-09,不喜欢,723
RT-798,ORD-270,MD-1565,2024-02-10,破损,378.00
RT-799,ORD-60,REF-1571,05/11/2024,尺寸不符,"$1,753.00"
RT-800,ORD-827,REF-1349,2025-02-23,尺寸不符,"$2,075.00"
