ticket_id,customer_id,subject,status,created_at,closed_at
TK-431,CUST-138,物流查询,pending,21-08-2025,03/26/2025
TK-432,CUST-3379,售后维修,resolved,2025-09-23,07/05/2025
TK-433,CUST-807,发票问题,resolved,2026-10-22,2026-01-17
TK-434,CUST-961,退换货,resolved,03/10/2026,02/08/2026
TK-435,CUST-4504,发票问题,pending,2025-11-23,02/12/2026
TK-436,CUST-1151,售后维修,OPEN,08/27/2026,
TK-437,CUST-13,退换货,resolved,2025-06-09,
TK-438,CUST-1402,投诉,resolved,21-09-2025,
TK-439,CUST-4918,发票问题,open,08/12/2026,05-11-2025
TK-440,CUST-4968,发票问题,closed,2025-10-28,2026-09-02
TK-441,CUST-1079,发票问题,pending,2026-03-27,20-04-2026
TK-442,CUST-904,发票问题,OPEN,2026-05-08,2026-11-01
TK-443,CUST-3400,物流查询,pending,2025-07-05,
TK-444,CUST-4811,发票问题,closed,18-05-2026,2025-06-05
TK-445,CUST-562,发票问题,open,05/20/2026,02-07-2026
TK-446,CUST-4801,投诉,OPEN,2026-10-03,13-02-2025
TK-447,CUST-3529,退换货,closed,2025-11-20,16-03-2026
TK-448,CUST-4214,物流查询,pending,2025-12-03,
TK-449,CUST-306,退换货,pending,04/07/2025,11/24/2025
TK-450,CUST-950,退换货,pending,2025-10-10,12/18/2025
TK-451,CUST-1073,投诉,pending,24-11-2025,
TK-452,CUST-271,售后维修,pending,17-01-2026,03/27/2026
TK-453,CUST-2360,发票问题,pending,2025-08-04,
TK-454,CUST-2666,发票问题,closed,04-08-2026,06/16/2026
TK-455,CUST-588,投诉,pending,2025-05-03,09/24/2026
TK-456,CUST-2702,物流查询,closed,05/27/2025,25-06-2025
TK-457,CUST-1241,售后维修,resolved,07/12/2026,
TK-458,CUST-3599,售后维修,pending,2026-02-11,2025-01-03
TK-459,CUST-4724,售后维修,resolved,2025-09-08,
TK-460,CUST-3473,发票问题,closed,07/28/2025,
TK-461,CUST-3763,发票问题,pending,07/24/2026,06/25/2025
TK-462,CUST-1606,退换货,pending,2026-05-14,24-05-2026
TK-463,CUST-2161,退换货,closed,2025-10-26,06/18/2026
TK-464,CUST-749,售后维修,open,22-12-2025,2026-01-09
TK-465,CUST-3672,售后维修,OPEN,2025-03-09,02-02-2025
TK-466,CUST-1315,投诉,open,2025-02-10,2026-10-03
TK-467,CUST-2787,售后维修,pending,2025-12-11,
TK-468,CUST-2982,投诉,open,2025-05-16,05-10-2025
TK-469,CUST-18,售后维修,closed,2025-02-18,
TK-470,CUST-1524,物流查询,OPEN,2026-11-12,2026-04-12
TK-471,CUST-211,发票问题,open,18-11-2026,
TK-472,CUST-22,退换货,closed,07/17/2025,
TK-473,CUST-1322,售后维修,resolved,2026-03-04,2026-03-07
TK-474,CUST-248,售后维修,closed,2026-10-27,04-07-2025
TK-475,CUST-2365,物流查询,closed,07-03-2025,2025-08-27
TK-476,CUST-2867,发票问题,OPEN,03/21/2025,19-07-2026
TK-477,CUST-1422,售后维修,open,2025-06-05,2025-06-01
TK-478,CUST-3207,售后维修,closed,08/24/2026,02/09/2025
TK-479,CUST-3806,物流查询,resolved,2025-12-07,05/04/2026
TK-480,CUST-3811,售后维修,resolved,08/08/2026,02/18/2025
TK-481,CUST-463,物流查询,closed,07/15/2025,
TK-482,CUST-3998,投诉,resolved,2026-09-10,
TK-483,CUST-3244,发票问题,resolved,11/05/2026,
TK-484,CUST-1230,发票问题,closed,2026-01-03,02/16/2026
TK-485,CUST-1109,退换货,closed,06/07/2025,2025-01-05
TK-486,CUST-4721,退换货,resolved,2025-01-15,23-09-2025
TK-487,CUST-3982,售后维修,open,02/24/2026,10/12/2025
TK-488,CUST-2503,物流查询,OPEN,09/27/2025,
TK-489,CUST-2371,物流查询,OPEN,2025-07-11,2026-10-01
TK-490,CUST-3779,退换货,resolved,15-12-2026,2026-12-16
TK-491,CUST-1674,售后维修,pending,2026-09-24,
TK-492,CUST-4653,发票问题,pending,04/21/2026,
TK-493,CUST-2338,物流查询,open,2026-03-07,03/06/2025
TK-494,CUST-1907,售后维修,resolved,2026-05-07,01/25/2026
TK-495,CUST-730,售后维修,pending,2025-01-07,
TK-496,CUST-1697,退换货,closed,2026-02-24,20-10-2025
TK-497,CUST-1172,物流查询,OPEN,08/07/2026,2026-09-13
TK-498,CUST-2154,发票问题,open,2025-08-07,2026-06-24
TK-499,CUST-781,投诉,OPEN,24-02-2026,2026-04-23
TK-500,CUST-3325,物流查询,resolved,18-06-2026,2025-11-15
TK-501,CUST-3145,售后维修,closed,2026-10-28,10/21/2025
TK-502,CUST-2095,退换货,resolved,08-09-2026,11-06-2026
TK-503,CUST-4504,投诉,pending,07/07/2026,08/24/2026
TK-504,CUST-1685,物流查询,resolved,2026-12-15,2026-07-28
TK-505,CUST-3266,发票问题,pending,18-01-2025,
TK-506,CUST-691,售后维修,resolved,2026-06-11,2026-03-24
TK-507,CUST-626,投诉,resolved,11/22/2026,17-04-2026
TK-508,CUST-3465,投诉,open,2025-12-26,2026-06-22
TK-509,CUST-4615,售后维修,resolved,2025-10-22,09/16/2026
TK-510,CUST-75,投诉,closed,2025-11-16,03/12/2026
TK-511,CUST-217,退换货,closed,2026-05-26,10/06/2026
TK-512,CUST-2305,退换货,pending,09/16/2026,
TK-513,CUST-4255,发票问题,resolved,2025-10-25,2025-06-27
TK-514,CUST-4529,售后维修,OPEN,02/16/2026,10/27/2026
TK-515,CUST-4580,发票问题,closed,2025-01-07,03/21/2026
TK-516,CUST-3426,退换货,resolved,2026-10-21,11/18/2025
TK-517,CUST-1228,售后维修,closed,2025-07-04,
TK-518,CUST-3643,发票问题,open,12/17/2026,2025-06-03
TK-519,CUST-3327,发票问题,resolved,2026-11-15,2026-04-18
TK-520,CUST-3157,发票问题,OPEN,10/08/2025,08-04-2025
TK-521,CUST-4209,售后维修,resolved,2026-11-24,06/18/2026
TK-522,CUST-272,退换货,OPEN,2026-01-05,2025-04-08
TK-523,CUST-497,投诉,OPEN,10/24/2025,06/28/2025
TK-524,CUST-4042,发票问题,resolved,2025-10-04,11/12/2025
TK-525,CUST-2417,退换货,resolved,2026-07-23,2025-03-14
TK-526,CUST-2693,物流查询,pending,25-11-2025,03/06/2026
TK-527,CUST-1126,物流查询,pending,23-11-2026,2025-04-14
TK-528,CUST-260,物流查询,closed,2026-07-09,2026-08-15
TK-529,CUST-3241,售后维修,open,02/22/2026,05/06/2025
TK-530,CUST-4615,物流查询,open,2026-11-18,17-12-2025
TK-531,CUST-2432,退换货,open,2025-01-07,04/28/2025
TK-532,CUST-1498,物流查询,OPEN,2026-09-15,2025-12-16
TK-533,CUST-3014,退换货,closed,05-01-2025,2026-12-17
TK-534,CUST-4232,发票问题,closed,2026-06-25,07/01/2026
TK-535,CUST-4016,售后维修,closed,2025-02-20,
TK-536,CUST-258,投诉,resolved,12/22/2026,
TK-537,CUST-2557,物流查询,pending,2025-07-15,02-05-2025
TK-538,CUST-4020,售后维修,OPEN,10/21/2025,10/03/2025
TK-539,CUST-2113,投诉,open,2025-08-09,15-11-2025
TK-540,CUST-3808,售后维修,OPEN,10/25/2025,07/03/2026
TK-541,CUST-4920,投诉,resolved,09-01-2025,2026-04-18
TK-542,CUST-3206,投诉,resolved,08/19/2025,2025-10-03
TK-543,CUST-1617,发票问题,closed,02/20/2025,2026-07-12
TK-544,CUST-4550,售后维修,OPEN,2025-10-04,
TK-545,CUST-2397,售后维修,closed,08/09/2025,13-04-2025
TK-546,CUST-2931,发票问题,closed,08-12-2026,
TK-547,CUST-394,发票问题,closed,08/26/2025,08/17/2025
TK-548,CUST-1674,物流查询,OPEN,2026-06-27,03/14/2025
TK-549,CUST-1670,物流查询,closed,2026-07-09,
TK-550,CUST-3162,发票问题,pending,2026-06-08,09-09-2025
TK-551,CUST-4401,退换货,open,03/12/2025,01/06/2025
TK-552,CUST-3884,投诉,closed,2026-06-21,
TK-553,CUST-595,投诉,open,05/13/2026,
TK-554,CUST-1052,投诉,closed,02/10/2026,02/18/2026
TK-555,CUST-535,售后维修,open,2025-04-08,2025-11-02
TK-556,CUST-4264,物流查询,open,22-04-2026,
TK-557,CUST-3804,发票问题,closed,2026-07-14,04/18/2026
TK-558,CUST-721,投诉,open,08/27/2025,
TK-559,CUST-4030,售后维修,closed,05/01/2025,2025-12-22
TK-560,CUST-3552,投诉,closed,2026-10-04,
TK-561,CUST-4854,投诉,resolved,24-11-2025,
TK-562,CUST-4057,售后维修,closed,12-10-2025,09/06/2026
TK-563,CUST-2739,投诉,resolved,19-06-2025,2026-11-10
TK-564,CUST-4328,退换货,pending,2025-08-20,
TK-565,CUST-2399,物流查询,OPEN,03/10/2025,2025-07-02
TK-566,CUST-476,发票问题,resolved,28-11-2025,
TK-567,CUST-1694,售后维修,OPEN,2026-12-21,24-12-2026
TK-568,CUST-2627,物流查询,pending,19-09-2025,
TK-569,CUST-4811,发票问题,closed,10/17/2026,08/20/2025
TK-570,CUST-4694,投诉,OPEN,09/15/2025,2025-04-24
TK-571,CUST-4470,发票问题,open,12-09-2026,2025-02-23
TK-572,CUST-3062,物流查询,open,2026-07-10,09/11/2025
TK-573,CUST-399,售后维修,open,2025-10-02,2025-02-09
TK-574,CUST-1062,退换货,pending,02/20/2026,2026-12-03
TK-575,CUST-2587,售后维修,OPEN,2026-04-13,
TK-576,CUST-277,发票问题,open,2025-11-21,2026-02-23
TK-577,CUST-1391,物流查询,closed,2026-11-08,
TK-578,CUST-4921,发票问题,pending,08/28/2026,2026-01-06
TK-579,CUST-2531,售后维修,resolved,2025-01-12,08/22/2025
TK-580,CUST-3199,发票问题,resolved,2026-01-03,09/25/2025
TK-581,CUST-4572,物流查询,open,2025-04-12,
TK-582,CUST-3885,投诉,resolved,2025-09-17,2026-06-26
TK-583,CUST-1479,售后维修,open,2025-08-15,04-10-2026
TK-584,CUST-4713,投诉,closed,01/08/2025,
TK-585,CUST-482,售后维修,closed,05/13/2025,
TK-586,CUST-4395,投诉,pending,09/24/2026,02/13/2026
TK-587,CUST-2969,投诉,pending,2026-10-05,2026-06-11
TK-588,CUST-2888,发票问题,pending,2026-12-08,07/28/2025
TK-589,CUST-4604,售后维修,resolved,05/26/2026,
TK-590,CUST-2086,物流查询,resolved,2025-03-02,2026-12-05
TK-591,CUST-1524,投诉,pending,24-07-2025,
TK-592,CUST-4206,退换货,open,10/25/2025,2026-08-27
TK-593,CUST-1244,物流查询,OPEN,2025-03-02,13-07-2025
TK-594,CUST-116,物流查询,open,12/23/2025,
TK-595,CUST-1160,物流查询,pending,02/02/2026,07/15/2025
TK-596,CUST-3451,发票问题,resolved,10/21/2025,2025-09-13
TK-597,CUST-1647,物流查询,pending,07/14/2026,2026-02-02
TK-598,CUST-933,物流查询,closed,2025-12-06,01-10-2026
TK-599,CUST-942,发票问题,OPEN,2026-07-10,2025-08-10
TK-600,CUST-1122,投诉,pending,2025-07-22,2025-08-09
TK-601,CUST-2430,发票问题,pending,15-10-2025,
TK-602,CUST-55,售后维修,resolved,15-12-2025,11/18/2026
TK-603,CUST-1058,发票问题,pending,2026-06-14,12-05-2025
TK-604,CUST-193,投诉,closed,2025-05-10,2026-06-10
TK-605,CUST-639,售后维修,resolved,2025-05-07,
TK-606,CUST-1482,发票问题,resolved,2025-07-28,2026-10-08
TK-607,CUST-1163,退换货,pending,04/28/2026,2026-08-13
TK-608,CUST-1789,物流查询,pending,01/11/2026,05/23/2026
TK-609,CUST-2351,发票问题,pending,09-09-2025,07-08-2025
TK-610,CUST-4923,物流查询,resolved,2026-01-11,
TK-611,CUST-2107,退换货,closed,16-05-2026,2026-10-19
TK-612,CUST-785,退换货,pending,2026-10-06,
TK-613,CUST-2994,售后维修,closed,11/07/2026,2026-11-07
TK-614,CUST-2702,售后维修,OPEN,17-05-2025,2026-05-11
TK-615,CUST-4356,物流查询,pending,11/22/2025,
TK-616,CUST-975,投诉,closed,04/09/2025,
TK-617,CUST-2387,发票问题,pending,07/16/2026,
TK-618,CUST-1192,退换货,open,04/06/2026,2026-02-23
TK-619,CUST-2571,售后维修,pending,10/20/2026,
TK-620,CUST-3502,发票问题,pending,2026-05-09,
TK-621,CUST-4454,发票问题,OPEN,2026-08-27,
TK-622,CUST-3156,投诉,closed,2025-03-07,
TK-623,CUST-2320,售后维修,pending,02/13/2026,08/23/2025
TK-624,CUST-2921,退换货,OPEN,2025-12-23,2025-06-06
TK-625,CUST-691,售后维修,OPEN,07/24/2025,2026-07-09
TK-626,CUST-4803,售后维修,resolved,2026-01-08,2025-12-20
TK-627,CUST-3720,售后维修,open,08-01-2026,09/03/2026
TK-628,CUST-885,投诉,closed,03-12-2025,06/19/2026
TK-629,CUST-33,退换货,pending,2025-09-09,19-03-2026
TK-630,CUST-743,投诉,resolved,12/09/2026,2026-03-06
TK-631,CUST-3904,投诉,resolved,01/28/2025,2026-05-05
TK-632,CUST-977,投诉,closed,11/02/2026,2025-04-02
TK-633,CUST-884,退换货,resolved,16-12-2026,04-08-2025
TK-634,CUST-4231,投诉,OPEN,11/17/2026,17-08-2026
TK-635,CUST-1842,发票问题,open,27-04-2025,08-08-2025
TK-636,CUST-3520,售后维修,resolved,10/22/2026,23-11-2025
TK-637,CUST-3378,投诉,open,2026-03-01,2025-09-07
TK-638,CUST-2867,售后维修,pending,02/21/2026,2025-01-16
TK-639,CUST-730,退换货,open,09/07/2025,17-03-2026
TK-640,CUST-4625,发票问题,OPEN,05/26/2026,
TK-641,CUST-4129,退换货,resolved,08/22/2025,2026-02-03
TK-642,CUST-1589,退换货,pending,2025-07-28,2026-11-22
TK-643,CUST-1320,物流查询,closed,2026-10-19,
TK-644,CUST-2507,退换货,closed,2026-07-25,2025-03-28
TK-645,CUST-4054,投诉,OPEN,2025-10-26,05/06/2026
TK-646,CUST-3351,投诉,open,25-05-2026,25-12-2025
TK-647,CUST-1977,发票问题,OPEN,09-04-2026,2025-05-14
TK-648,CUST-19,退换货,pending,02/11/2026,2025-10-18
TK-649,CUST-4025,物流查询,OPEN,03/21/2025,19-06-2025
TK-650,CUST-2172,退换货,open,2026-10-20,2026-12-09
TK-651,CUST-1702,投诉,resolved,2026-09-24,2025-10-07
TK-652,CUST-62,投诉,pending,01/06/2025,2025-04-24
TK-653,CUST-2275,退换货,open,09/28/2025,07/14/2026
TK-654,CUST-4777,售后维修,resolved,2026-09-02,2025-07-05
TK-655,CUST-2855,售后维修,pending,2025-02-15,
TK-656,CUST-2754,投诉,open,09/16/2025,12/18/2025
TK-657,CUST-4754,退换货,closed,2025-07-06,08-07-2025
TK-658,CUST-1874,退换货,resolved,2025-05-16,07/07/2026
TK-659,CUST-4842,投诉,open,02/04/2026,2025-04-10
TK-660,CUST-2635,退换货,open,2025-11-16,
TK-661,CUST-4732,投诉,open,2025-07-05,2025-04-18
TK-662,CUST-4727,物流查询,pending,10/22/2026,11/12/2025
TK-663,CUST-695,发票问题,closed,09/01/2026,
TK-664,CUST-812,投诉,resolved,09/24/2026,2025-03-10
TK-665,CUST-4834,发票问题,closed,15-08-2026,03/22/2025
TK-666,CUST-1528,物流查询,OPEN,2025-01-21,01/13/2025
TK-667,CUST-35,发票问题,closed,2026-11-18,2026-03-21
TK-668,CUST-1970,售后维修,open,2026-03-03,09/25/2025
TK-669,CUST-3787,物流查询,closed,06/15/2026,2025-07-22
TK-670,CUST-2971,退换货,pending,2025-06-05,2025-11-28
TK-671,CUST-2341,投诉,open,10/09/2026,09/06/2025
TK-672,CUST-1053,物流查询,pending,06/12/2025,2025-08-22
TK-673,CUST-2288,退换货,open,2026-09-11,2025-09-05
TK-674,CUST-4714,投诉,open,20-08-2026,08-12-2025
TK-675,CUST-2509,物流查询,closed,04/22/2025,02-10-2025
TK-676,CUST-2600,退换货,pending,2025-04-10,2025-03-13
TK-677,CUST-1951,售后维修,resolved,06/21/2025,04/01/2025
TK-678,CUST-3096,发票问题,pending,27-06-2025,
TK-679,CUST-3697,物流查询,resolved,2025-06-02,26-05-2025
TK-680,CUST-2553,投诉,open,07/14/2025,02/14/2025
TK-681,CUST-211,物流查询,open,18-10-2025,
TK-682,CUST-2275,物流查询,resolved,05/06/2026,
TK-683,CUST-1638,退换货,pending,2026-02-19,17-03-2026
TK-684,CUST-1810,发票问题,pending,04-03-2025,
TK-685,CUST-2541,售后维修,closed,05/13/2025,02/16/2025
TK-686,CUST-4869,投诉,OPEN,09/15/2025,
TK-687,CUST-4285,售后维修,resolved,12/22/2026,2025-06-25
TK-688,CUST-1779,退换货,OPEN,2025-06-15,26-11-2025
TK-689,CUST-856,发票问题,open,2025-05-16,27-05-2026
TK-690,CUST-904,物流查询,closed,2025-11-16,04/23/2025
TK-691,CUST-916,物流查询,pending,02-11-2025,2025-08-10
TK-692,CUST-4664,物流查询,open,2025-11-13,
TK-693,CUST-92,投诉,open,2025-09-02,2025-02-05
TK-694,CUST-4014,售后维修,closed,06/11/2026,
TK-695,CUST-4527,投诉,open,2025-05-23,
TK-696,CUST-825,发票问题,OPEN,2025-02-24,27-12-2025
TK-697,CUST-1334,投诉,resolved,2026-07-05,2026-05-21
TK-698,CUST-2916,退换货,resolved,12/04/2026,2025-08-09
TK-699,CUST-1431,物流查询,open,07/25/2025,2025-03-25
TK-700,CUST-2923,投诉,OPEN,2026-05-21,
TK-701,CUST-623,售后维修,pending,2026-09-01,19-11-2026
TK-702,CUST-239,发票问题,closed,2026-02-21,2025-03-20
TK-703,CUST-3865,退换货,pending,02-12-2026,04-01-2026
TK-704,CUST-4004,售后维修,pending,09/23/2026,2026-05-14
TK-705,CUST-2065,售后维修,resolved,03-07-2025,2025-07-28
TK-706,CUST-3009,发票问题,open,07/28/2025,12-04-2026
TK-707,CUST-3235,退换货,OPEN,05/21/2026,04-06-2026
TK-708,CUST-4591,售后维修,closed,2026-12-02,
TK-709,CUST-4718,售后维修,resolved,22-04-2025,
TK-710,CUST-4974,物流查询,pending,2026-01-03,11-08-2025
TK-711,CUST-3853,退换货,pending,23-04-2026,26-10-2025
TK-712,CUST-1156,发票问题,open,2026-11-22,2025-09-04
TK-713,CUST-2470,售后维修,resolved,2025-08-04,2026-03-01
TK-714,CUST-2434,退换货,open,2026-05-06,2025-03-24
TK-715,CUST-3311,发票问题,open,2025-06-25,02-07-2026
TK-716,CUST-976,退换货,closed,2025-06-03,09/07/2026
TK-717,CUST-4650,退换货,pending,2025-08-07,2026-03-17
TK-718,CUST-2064,退换货,closed,12/14/2026,04-02-2025
TK-719,CUST-3292,发票问题,closed,01/15/2025,2025-09-12
TK-720,CUST-3165,投诉,closed,17-12-2025,
TK-721,CUST-1290,售后维修,resolved,03/10/2026,
TK-722,CUST-447,物流查询,resolved,2026-07-21,
TK-723,CUST-133,退换货,closed,04/15/2026,2025-10-15
TK-724,CUST-4695,物流查询,resolved,09-09-2026,
TK-725,CUST-425,售后维修,closed,06/06/2026,2025-12-05
TK-726,CUST-1906,物流查询,resolved,08/19/2026,14-03-2025
TK-727,CUST-4309,退换货,closed,2026-02-21,04/09/2025
TK-728,CUST-1119,投诉,open,01/02/2025,02/14/2025
TK-729,CUST-4340,退换货,resolved,2025-06-01,
TK-730,CUST-224,投诉,resolved,2025-09-19,2025-01-25
TK-731,CUST-3062,物流查询,open,05-11-2025,2026-10-22
TK-732,CUST-1612,物流查询,closed,03/27/2026,2026-01-12
TK-733,CUST-153,发票问题,open,07/16/2026,09/24/2025
TK-734,CUST-3416,退换货,pending,03/21/2025,2026-09-20
TK-735,CUST-4287,退换货,open,04/10/2026,2026-10-19
TK-736,CUST-3841,投诉,open,01/04/2026,18-06-2025
TK-737,CUST-4787,发票问题,pending,06/16/2026,02-04-2025
TK-738,CUST-2723,退换货,OPEN,2026-06-25,08/15/2025
TK-739,CUST-1576,物流查询,pending,13-07-2025,19-04-2025
TK-740,CUST-1503,物流查询,open,2026-05-09,04/22/2026
TK-741,CUST-920,退换货,pending,2026-06-26,2026-02-27
TK-742,CUST-1904,售后维修,OPEN,11-07-2025,06-06-2026
TK-743,CUST-1501,投诉,resolved,2026-05-23,
TK-744,CUST-2432,物流查询,OPEN,2026-08-08,
TK-745,CUST-4458,售后维修,open,2026-06-25,27-03-2026
TK-746,CUST-3616,退换货,pending,09/11/2025,2026-07-20
TK-747,CUST-3866,退换货,pending,2025-02-16,2026-02-01
TK-748,CUST-1031,退换货,open,2026-10-06,07/26/2025
TK-749,CUST-2111,发票问题,open,02/08/2025,05/14/2026
TK-750,CUST-4888,物流查询,OPEN,2026-12-24,12-06-2026
TK-751,CUST-1753,退换货,OPEN,28-06-2025,2025-07-18
TK-752,CUST-1581,发票问题,resolved,03/02/2026,2026-02-06
TK-753,CUST-1145,发票问题,pending,20-11-2026,
TK-754,CUST-3389,售后维修,pending,2026-10-19,2025-04-24
TK-755,CUST-2515,发票问题,resolved,12/12/2026,
TK-756,CUST-2438,投诉,OPEN,2025-11-22,
TK-757,CUST-4546,发票问题,resolved,06/27/2026,2025-04-27
TK-758,CUST-2964,售后维修,closed,2026-06-24,2025-01-25
TK-759,CUST-586,售后维修,open,11/22/2026,2026-08-05
TK-760,CUST-3944,投诉,open,2025-04-09,
TK-761,CUST-1778,退换货,OPEN,08/18/2026,
TK-762,CUST-3430,物流查询,OPEN,2026-11-24,
TK-763,CUST-2798,售后维修,pending,01/14/2025,15-04-2025
TK-764,CUST-1777,退换货,closed,2026-07-20,2025-06-01
TK-765,CUST-3089,物流查询,OPEN,2025-10-16,
TK-766,CUST-1609,售后维修,OPEN,2025-06-12,2025-06-26
TK-767,CUST-2711,物流查询,OPEN,05/28/2026,
TK-768,CUST-2577,发票问题,open,04/13/2025,10/17/2025
TK-769,CUST-718,售后维修,resolved,2026-08-16,01/21/2026
TK-770,CUST-4151,投诉,pending,02/02/2025,09/20/2025
TK-771,CUST-2282,售后维修,pending,06/17/2025,06/24/2025
TK-772,CUST-4151,投诉,open,2026-05-13,
TK-773,CUST-4891,投诉,open,2025-04-17,2025-01-22
TK-774,CUST-3099,售后维修,open,03/18/2026,
TK-775,CUST-4123,发票问题,OPEN,19-02-2025,07/12/2026
TK-776,CUST-27,投诉,open,2026-07-01,28-02-2026
TK-777,CUST-120,发票问题,pending,2025-12-14,02-09-2025
TK-778,CUST-4187,投诉,resolved,11/27/2026,2025-04-23
TK-779,CUST-3811,物流查询,resolved,2025-09-28,2026-10-11
TK-780,CUST-3549,物流查询,OPEN,2025-07-04,2025-08-17
TK-781,CUST-4397,售后维修,resolved,07/01/2026,2025-07-16
TK-782,CUST-1043,投诉,pending,03/07/2025,
TK-783,CUST-2327,投诉,open,2025-10-24,2025-05-26
TK-784,CUST-3830,物流查询,pending,07/18/2026,09-12-2026
TK-785,CUST-2902,投诉,OPEN,08/22/2025,2025-11-02
TK-786,CUST-312,发票问题,OPEN,2026-04-11,03/02/2026
TK-787,CUST-4172,物流查询,closed,01-12-2026,11/04/2026
TK-788,CUST-4186,退换货,OPEN,2025-09-19,04/19/2025
TK-789,CUST-185,物流查询,resolved,10-05-2025,03/19/2026
TK-790,CUST-1676,退换货,open,2025-11-08,03/15/2025
TK-791,CUST-845,退换货,pending,2026-03-19,2026-03-20
TK-792,CUST-4274,物流查询,closed,2025-03-14,20-11-2025
TK-793,CUST-2299,售后维修,pending,04/07/2026,2025-11-07
TK-794,CUST-3196,投诉,resolved,10-06-2026,06-04-2026
TK-795,CUST-3889,物流查询,pending,2026-11-19,2025-04-03
TK-796,CUST-1496,退换货,open,2026-12-04,01/12/2026
TK-797,CUST-1026,物流查询,resolved,2025-09-19,13-07-2025
TK-798,CUST-3972,退换货,resolved,2025-07-21,05/12/2025
TK-799,CUST-30,发票问题,open,2025-12-22,01/19/2025
TK-800,CUST-2553,物流查询,resolved,24-04-2026,2025-10-17
TK-801,CUST-153,退换货,pending,2025-08-05,2026-05-18
TK-802,CUST-3661,投诉,OPEN,03/27/2025,2025-01-04
TK-803,CUST-426,物流查询,OPEN,2025-11-08,02/20/2026
TK-804,CUST-768,物流查询,OPEN,10/04/2025,2025-02-27
TK-805,CUST-2290,售后维修,resolved,15-06-2026,
TK-806,CUST-3361,发票问题,OPEN,11-12-2025,
TK-807,CUST-2381,售后维修,closed,2025-04-17,2025-09-17
TK-808,CUST-4873,物流查询,pending,02/06/2026,02/27/2026
TK-809,CUST-3605,发票问题,open,2025-03-02,
TK-810,CUST-974,发票问题,pending,2025-11-13,2026-07-15
TK-811,CUST-4125,发票问题,OPEN,18-01-2026,28-02-2025
TK-812,CUST-3072,发票问题,pending,08/06/2025,09-08-2025
TK-813,CUST-3638,退换货,resolved,2026-12-13,2025-04-06
TK-814,CUST-96,发票问题,open,2026-08-10,
TK-815,CUST-3000,售后维修,resolved,09-11-2025,2026-07-09
TK-816,CUST-1942,发票问题,open,2025-11-12,04/25/2026
TK-817,CUST-5000,售后维修,open,12/10/2025,11-02-2025
TK-818,CUST-215,退换货,OPEN,2026-01-13,2026-01-13
TK-819,CUST-458,退换货,pending,2025-06-02,2025-10-04
TK-820,CUST-1031,发票问题,OPEN,2026-08-14,
TK-821,CUST-3981,售后维修,open,2026-06-07,03/16/2025
TK-822,CUST-1885,发票问题,closed,2026-05-26,2025-01-13
TK-823,CUST-3427,售后维修,resolved,2026-10-19,03/15/2025
TK-824,CUST-632,售后维修,pending,2026-11-02,08-04-2026
TK-825,CUST-623,发票问题,resolved,2026-05-22,2025-04-22
TK-826,CUST-979,售后维修,open,2025-01-10,2026-06-24
TK-827,CUST-4002,退换货,closed,2025-02-17,05-03-2026
TK-828,CUST-1140,退换货,OPEN,2026-06-25,2025-12-24
TK-829,CUST-3810,发票问题,OPEN,03/13/2025,2026-12-13
TK-830,CUST-531,物流查询,OPEN,2025-06-05,2025-09-10
TK-831,CUST-4940,发票问题,open,2026-08-16,
TK-832,CUST-3944,投诉,open,06-07-2026,
TK-833,CUST-1524,售后维修,OPEN,2026-01-24,04/13/2026
TK-834,CUST-3279,物流查询,resolved,01/21/2026,03/14/2025
TK-835,CUST-1255,退换货,pending,06/24/2025,2025-04-06
TK-836,CUST-1446,物流查询,OPEN,18-09-2026,15-09-2025
TK-837,CUST-2542,投诉,resolved,25-08-2025,
TK-838,CUST-3873,售后维修,resolved,2025-05-23,
TK-839,CUST-3617,退换货,pending,04/22/2026,20-04-2025
TK-840,CUST-213,投诉,closed,2025-07-02,2025-09-05
TK-841,CUST-636,物流查询,pending,04/02/2026,
TK-842,CUST-318,售后维修,OPEN,21-11-2025,09/16/2026
TK-843,CUST-1890,退换货,resolved,10/03/2026,
TK-844,CUST-3140,投诉,closed,04/10/2026,
TK-845,CUST-1123,投诉,resolved,08/24/2026,2025-09-05
TK-846,CUST-2487,退换货,resolved,02/01/2026,13-10-2025
TK-847,CUST-1999,投诉,OPEN,2026-02-08,2026-04-27
TK-848,CUST-1093,物流查询,OPEN,02/09/2025,
TK-849,CUST-1215,售后维修,open,2025-11-18,
TK-850,CUST-1358,退换货,pending,2026-03-19,2025-09-10
TK-851,CUST-2405,物流查询,open,11/27/2025,
TK-852,CUST-2409,退换货,open,08-09-2025,
TK-853,CUST-92,退换货,resolved,10-01-2025,2026-02-03
TK-854,CUST-1265,售后维修,resolved,09/20/2025,2025-05-08
TK-855,CUST-2389,物流查询,resolved,2026-11-04,
TK-856,CUST-3427,物流查询,pending,2025-12-25,2026-01-24
TK-857,CUST-2983,发票问题,pending,2026-12-26,09/22/2025
TK-858,CUST-2014,退换货,open,09/04/2026,02/18/2025
TK-859,CUST-2405,退换货,OPEN,07/10/2025,02/14/2025
TK-860,CUST-1105,投诉,OPEN,2025-10-26,
TK-861,CUST-1614,投诉,closed,28-12-2025,2026-03-12
TK-862,CUST-3787,退换货,closed,02/22/2025,
TK-863,CUST-4316,售后维修,resolved,2026-01-07,08/11/2026
