payment_id,order_id,amount,method,status,paid_date
PAY-4647,ORD-14771,2707,alipay,failed,21-02-2025
PAY-4648,ORD-3655,"$7,959.00",card,pending,09-07-2026
PAY-4649,ORD-1499,"$18,230.00",wechat,pending,05/24/2025
PAY-4650,ORD-7300,6037,wechat,pending,08/15/2024
PAY-4651,ORD-9754,"$8,119.00",alipay,SUCCESS,2024-01-28
PAY-4652,ORD-3117,"$17,757.00",card,SUCCESS,12/15/2024
PAY-4653,ORD-2705,4539,alipay,pending,02/13/2025
PAY-4654,ORD-8042,13492,alipay,failed,11/10/2024
PAY-4655,ORD-10848,"$14,128.00",card,success,04/17/2025
PAY-4656,ORD-5123,14955,card,SUCCESS,2026-05-19
PAY-4657,ORD-14851,15148,card,SUCCESS,2026-12-23
PAY-4658,ORD-9440,"7,266.00",wechat,SUCCESS,2025-06-17
PAY-4659,ORD-4470,"12,974.00",card,success,02-07-2025
PAY-4660,ORD-1221,10173,wechat,pending,11/22/2024
PAY-4661,ORD-2656,1988,COD,pending,02/26/2025
PAY-4662,ORD-5612,17385,wechat,failed,2026-02-05
PAY-4663,ORD-9584,15952,alipay,success,2026-11-24
PAY-4664,ORD-965,18193,alipay,success,11/02/2026
PAY-4665,ORD-1858,"2,815.00",wechat,success,06/13/2026
PAY-4666,ORD-13011,9723,alipay,success,2026-02-03
PAY-4667,ORD-12365,16051,COD,pending,11-08-2026
PAY-4668,ORD-3150,4533,alipay,SUCCESS,03/28/2026
PAY-4669,ORD-6566,13914,wechat,failed,2025-08-03
PAY-4670,ORD-8053,3705,COD,pending,04/17/2025
PAY-4671,ORD-5439,1825,wechat,pending,11/03/2025
PAY-4672,ORD-3844,2569,card,SUCCESS,11/19/2024
PAY-4673,ORD-1505,13714,alipay,pending,2025-07-22
PAY-4674,ORD-14602,16467,wechat,pending,2025-08-16
PAY-4675,ORD-2317,8408,alipay,pending,07/18/2024
PAY-4676,ORD-7477,1329,COD,SUCCESS,2024-11-15
PAY-4677,ORD-3869,"$11,445.00",card,failed,2026-03-25
PAY-4678,ORD-13331,"$6,551.00",alipay,SUCCESS,2024-09-11
PAY-4679,ORD-9638,"$19,028.00",alipay,SUCCESS,10/23/2024
PAY-4680,ORD-7196,4866,COD,success,06-01-2025
PAY-4681,ORD-3776,"7,735.00",card,success,02/08/2026
PAY-4682,ORD-152,"$19,153.00",alipay,success,08-05-2025
PAY-4683,ORD-2262,"$12,406.00",card,SUCCESS,2026-07-23
PAY-4684,ORD-3206,16509,wechat,success,2025-09-02
PAY-4685,ORD-12518,"6,500.00",alipay,pending,2025-09-15
PAY-4686,ORD-11592,4560,alipay,pending,2026-02-13
PAY-4687,ORD-506,$505.00,COD,pending,2025-10-09
PAY-4688,ORD-14935,6575,alipay,pending,12/02/2026
PAY-4689,ORD-13353,193,card,pending,2024-06-24
PAY-4690,ORD-3263,"18,892.00",COD,SUCCESS,2026-05-17
PAY-4691,ORD-8226,589,wechat,SUCCESS,03/12/2026
PAY-4692,ORD-13851,"10,936.00",card,success,07/14/2026
PAY-4693,ORD-13915,4702,wechat,pending,11/17/2026
PAY-4694,ORD-9357,19159,card,pending,03/28/2026
PAY-4695,ORD-11454,1907,alipay,success,2025-11-03
PAY-4696,ORD-9354,$132.00,COD,success,03-07-2026
PAY-4697,ORD-12590,15629,alipay,SUCCESS,08/07/2024
PAY-4698,ORD-3384,"$17,888.00",COD,SUCCESS,2024-02-06
PAY-4699,ORD-4368,16472,card,failed,2025-09-19
PAY-4700,ORD-4968,"$7,402.00",COD,success,2025-08-01
PAY-4701,ORD-13484,"$19,089.00",COD,SUCCESS,28-05-2024
PAY-4702,ORD-3382,"$1,595.00",wechat,SUCCESS,01-09-2026
PAY-4703,ORD-13074,"4,696.00",alipay,success,01/05/2024
PAY-4704,ORD-14195,14283,wechat,pending,2024-11-10
PAY-4705,ORD-5442,"18,375.00",wechat,SUCCESS,24-05-2024
PAY-4706,ORD-1181,"16,912.00",alipay,pending,2026-10-20
PAY-4707,ORD-7180,"19,055.00",card,pending,07-04-2025
PAY-4708,ORD-6481,14284,alipay,SUCCESS,2024-08-11
PAY-4709,ORD-10968,2168,card,success,2024-03-14
PAY-4710,ORD-14460,9114,alipay,success,2024-01-16
PAY-4711,ORD-13857,"$15,899.00",wechat,success,2025-10-13
PAY-4712,ORD-2604,"9,926.00",COD,pending,04/07/2026
PAY-4713,ORD-8350,4740,COD,SUCCESS,04/20/2025
PAY-4714,ORD-10560,1163,COD,success,2026-06-17
PAY-4715,ORD-7689,"$8,781.00",card,SUCCESS,2024-08-01
PAY-4716,ORD-6611,"$8,913.00",COD,pending,10/25/2024
PAY-4717,ORD-7481,14640,card,failed,2026-02-21
PAY-4718,ORD-11942,"8,563.00",wechat,pending,2025-01-20
PAY-4719,ORD-10231,"$14,473.00",wechat,SUCCESS,2025-12-22
PAY-4720,ORD-12731,17705,wechat,success,2025-02-24
PAY-4721,ORD-273,17457,wechat,SUCCESS,03/09/2024
PAY-4722,ORD-1251,"$11,340.00",card,success,2024-04-06
PAY-4723,ORD-11463,"$5,741.00",card,pending,2026-12-11
PAY-4724,ORD-6917,3087,card,success,2024-02-03
PAY-4725,ORD-7481,"15,905.00",card,SUCCESS,04/23/2024
PAY-4726,ORD-3987,13501,alipay,SUCCESS,2025-02-04
PAY-4727,ORD-8856,"19,933.00",wechat,pending,2026-11-11
PAY-4728,ORD-487,"8,087.00",card,SUCCESS,01/23/2025
PAY-4729,ORD-3832,8244,COD,SUCCESS,2026-07-12
PAY-4730,ORD-4862,"$3,948.00",alipay,success,09-07-2026
PAY-4731,ORD-778,459.00,card,SUCCESS,02/16/2025
PAY-4732,ORD-9338,18572,wechat,pending,2026-05-20
PAY-4733,ORD-8887,17060,wechat,SUCCESS,03/21/2024
PAY-4734,ORD-14246,"$8,883.00",alipay,SUCCESS,03-11-2025
PAY-4735,ORD-7244,"$10,174.00",COD,SUCCESS,09/01/2026
PAY-4736,ORD-5228,"$19,521.00",card,pending,02/24/2024
PAY-4737,ORD-13017,18107,COD,success,2024-04-05
PAY-4738,ORD-6554,1909,COD,SUCCESS,19-10-2025
PAY-4739,ORD-9233,15576,wechat,pending,2026-09-11
PAY-4740,ORD-4268,"$1,836.00",card,SUCCESS,26-08-2026
PAY-4741,ORD-1205,"$11,251.00",COD,pending,2024-08-07
PAY-4742,ORD-4031,"$2,724.00",COD,success,2025-11-05
PAY-4743,ORD-7255,13426,alipay,success,2026-01-28
PAY-4744,ORD-7663,"$16,087.00",wechat,success,03/03/2025
PAY-4745,ORD-2722,16028,alipay,SUCCESS,14-11-2026
PAY-4746,ORD-14352,3110,alipay,SUCCESS,11/16/2025
PAY-4747,ORD-11944,"7,794.00",alipay,success,09/16/2026
PAY-4748,ORD-7238,6833,COD,success,2024-03-08
PAY-4749,ORD-934,5146,alipay,pending,10/01/2025
PAY-4750,ORD-5038,18495,card,pending,05/13/2024
PAY-4751,ORD-10367,"$13,315.00",card,success,10/09/2025
PAY-4752,ORD-8977,"$2,759.00",COD,success,2024-04-12
PAY-4753,ORD-9553,2506,alipay,pending,2024-09-18
PAY-4754,ORD-11733,6321,COD,SUCCESS,2024-04-28
PAY-4755,ORD-7837,"$6,373.00",alipay,success,11/09/2024
PAY-4756,ORD-13362,"$11,308.00",COD,SUCCESS,2024-12-01
PAY-4757,ORD-12566,"$15,078.00",card,SUCCESS,2025-12-26
PAY-4758,ORD-6024,3753,wechat,SUCCESS,08/24/2025
PAY-4759,ORD-2673,"8,205.00",wechat,success,03-01-2024
PAY-4760,ORD-12494,"$4,624.00",wechat,SUCCESS,2024-06-22
PAY-4761,ORD-3756,3468,wechat,pending,2024-04-07
PAY-4762,ORD-10597,"2,369.00",wechat,success,13-06-2024
PAY-4763,ORD-5581,"10,172.00",wechat,pending,07/04/2024
PAY-4764,ORD-9881,241.00,alipay,success,2024-06-10
PAY-4765,ORD-625,14123,card,pending,09/07/2026
PAY-4766,ORD-8103,12172,COD,pending,03/22/2026
PAY-4767,ORD-7933,9811,wechat,pending,2024-11-13
PAY-4768,ORD-7697,"$3,701.00",card,SUCCESS,2025-07-17
PAY-4769,ORD-11586,18379,wechat,pending,2026-09-27
PAY-4770,ORD-649,"15,487.00",wechat,pending,2026-08-18
PAY-4771,ORD-667,12828,wechat,SUCCESS,2024-02-03
PAY-4772,ORD-9142,"16,040.00",COD,success,07/22/2025
PAY-4773,ORD-105,6857,COD,pending,2026-05-25
PAY-4774,ORD-9029,"$13,959.00",card,success,2024-05-14
PAY-4775,ORD-13094,15445,COD,SUCCESS,2025-05-12
PAY-4776,ORD-4056,16179,alipay,SUCCESS,28-05-2026
PAY-4777,ORD-5294,12255,wechat,pending,2026-01-12
PAY-4778,ORD-14276,"$16,968.00",wechat,success,05/14/2026
PAY-4779,ORD-3858,17041,wechat,SUCCESS,03/19/2025
PAY-4780,ORD-3950,"3,814.00",alipay,pending,02/18/2026
PAY-4781,ORD-9241,15193,card,pending,2025-01-06
PAY-4782,ORD-7583,"9,402.00",COD,success,2026-05-06
PAY-4783,ORD-8125,16987,COD,pending,11/16/2025
PAY-4784,ORD-6478,"$4,661.00",wechat,success,12/18/2025
PAY-4785,ORD-13091,6253,wechat,pending,06/27/2024
PAY-4786,ORD-5237,988,wechat,SUCCESS,08/24/2024
PAY-4787,ORD-3932,"15,267.00",COD,success,03/23/2026
PAY-4788,ORD-1690,2204,wechat,pending,2026-07-27
PAY-4789,ORD-2330,"$16,518.00",alipay,pending,2025-04-04
PAY-4790,ORD-9732,10189,wechat,SUCCESS,2025-11-05
PAY-4791,ORD-4174,971,wechat,failed,03/16/2024
PAY-4792,ORD-11258,"$14,774.00",alipay,success,07/18/2026
PAY-4793,ORD-3143,"$16,860.00",COD,pending,07/27/2024
PAY-4794,ORD-7005,"$18,037.00",COD,pending,06/01/2025
PAY-4795,ORD-7622,"$14,852.00",card,success,2024-10-05
PAY-4796,ORD-11969,"3,420.00",card,success,04/10/2024
PAY-4797,ORD-12111,"14,811.00",card,pending,2025-04-05
PAY-4798,ORD-2228,"1,589.00",alipay,success,10/21/2024
PAY-4799,ORD-12926,"$8,617.00",card,success,2025-01-03
PAY-4800,ORD-2093,"$14,230.00",alipay,success,11-08-2024
PAY-4801,ORD-6305,1411,alipay,pending,09/25/2024
PAY-4802,ORD-2398,13170,card,pending,14-10-2025
PAY-4803,ORD-14533,"$14,365.00",COD,SUCCESS,23-08-2024
PAY-4804,ORD-11903,"$8,213.00",COD,pending,01/11/2024
PAY-4805,ORD-3485,"10,137.00",card,success,2026-03-04
PAY-4806,ORD-1661,"$5,883.00",COD,success,07/01/2024
PAY-4807,ORD-3937,"5,802.00",alipay,success,2025-11-26
PAY-4808,ORD-6335,"6,066.00",wechat,success,2024-12-13
PAY-4809,ORD-7926,"$8,567.00",card,failed,06-02-2025
PAY-4810,ORD-12988,1868,card,success,10/14/2024
PAY-4811,ORD-7661,4400,card,pending,2024-01-02
PAY-4812,ORD-2859,15034,card,success,2026-08-17
PAY-4813,ORD-2225,10151,card,SUCCESS,12/17/2026
PAY-4814,ORD-786,18973,alipay,pending,03/27/2025
PAY-4815,ORD-4982,8428,alipay,SUCCESS,2024-12-18
PAY-4816,ORD-10938,17409,card,pending,10/02/2025
PAY-4817,ORD-9095,"$8,246.00",card,SUCCESS,2024-05-16
PAY-4818,ORD-9697,7612,card,success,2024-04-21
PAY-4819,ORD-4622,8505,COD,SUCCESS,05/13/2024
PAY-4820,ORD-2127,19726,wechat,success,06-10-2026
PAY-4821,ORD-2392,"2,651.00",COD,pending,2024-12-09
PAY-4822,ORD-11650,"$1,788.00",card,success,10-06-2026
PAY-4823,ORD-7960,12262,COD,pending,2024-12-23
PAY-4824,ORD-14256,9349,card,pending,06/08/2026
PAY-4825,ORD-3445,$516.00,card,pending,2025-10-03
PAY-4826,ORD-6869,8743,wechat,pending,12/18/2024
PAY-4827,ORD-1193,"10,428.00",COD,success,2024-02-25
PAY-4828,ORD-14181,10126,COD,SUCCESS,2024-06-02
PAY-4829,ORD-6389,"8,951.00",alipay,pending,12/19/2025
PAY-4830,ORD-12229,"$7,698.00",alipay,pending,2025-12-03
PAY-4831,ORD-14185,"$17,806.00",alipay,failed,12/16/2024
PAY-4832,ORD-347,"19,728.00",wechat,success,2026-02-12
PAY-4833,ORD-7323,"$10,233.00",wechat,SUCCESS,2024-07-25
PAY-4834,ORD-2772,9268,COD,SUCCESS,15-12-2025
PAY-4835,ORD-6010,"$5,968.00",card,pending,08/02/2024
PAY-4836,ORD-7626,"$14,507.00",wechat,SUCCESS,07/14/2024
PAY-4837,ORD-5281,9103,wechat,success,2025-07-06
PAY-4838,ORD-14176,"$2,292.00",alipay,success,2025-08-19
PAY-4839,ORD-12428,5910,card,pending,2026-08-21
PAY-4840,ORD-4525,15490,COD,pending,2024-07-21
PAY-4841,ORD-1307,19113,wechat,SUCCESS,09/08/2025
PAY-4842,ORD-14001,13160,alipay,SUCCESS,2025-02-01
PAY-4843,ORD-4803,"$16,078.00",COD,pending,02/14/2026
PAY-4844,ORD-8121,"$17,238.00",card,pending,12/04/2025
PAY-4845,ORD-9032,"$6,718.00",alipay,success,2025-04-05
PAY-4846,ORD-4731,8018,COD,SUCCESS,2025-07-09
PAY-4847,ORD-13342,"7,024.00",COD,SUCCESS,2024-12-11
PAY-4848,ORD-11122,16877,wechat,pending,08/01/2026
PAY-4849,ORD-1067,10287,alipay,SUCCESS,2024-05-08
PAY-4850,ORD-11805,"5,914.00",card,pending,2026-08-01
PAY-4851,ORD-6332,9835,alipay,SUCCESS,13-10-2026
PAY-4852,ORD-8899,"$18,808.00",alipay,success,03-10-2026
PAY-4853,ORD-8730,"$19,026.00",wechat,success,02/17/2025
PAY-4854,ORD-7870,"$3,428.00",alipay,success,11-10-2024
PAY-4855,ORD-9431,"19,114.00",COD,pending,2025-08-22
PAY-4856,ORD-13710,7297,COD,SUCCESS,2025-11-15
PAY-4857,ORD-12944,"$2,758.00",alipay,SUCCESS,2025-07-11
PAY-4858,ORD-10241,14686,alipay,success,08/02/2025
PAY-4859,ORD-14682,17179,wechat,SUCCESS,03-05-2024
PAY-4860,ORD-14659,"2,092.00",card,success,05/25/2025
PAY-4861,ORD-8014,19026,COD,success,2024-02-22
PAY-4862,ORD-12363,"19,411.00",COD,pending,2025-01-14
PAY-4863,ORD-14142,17045,card,pending,2025-10-02
PAY-4864,ORD-8558,"$11,161.00",COD,pending,02-01-2026
PAY-4865,ORD-9852,13596,card,SUCCESS,26-05-2026
PAY-4866,ORD-7064,4124,wechat,SUCCESS,2025-09-23
PAY-4867,ORD-2783,14557,COD,success,2025-12-03
PAY-4868,ORD-6137,"$1,773.00",COD,pending,2026-05-07
PAY-4869,ORD-13809,2287,wechat,success,2026-07-14
PAY-4870,ORD-1751,"$4,146.00",alipay,failed,2026-05-18
PAY-4871,ORD-4680,12107,alipay,pending,2024-04-13
PAY-4872,ORD-5719,2707,card,success,05-09-2024
PAY-4873,ORD-6551,361,alipay,pending,2024-05-10
PAY-4874,ORD-2827,"$8,301.00",card,SUCCESS,08/02/2024
PAY-4875,ORD-5233,"$13,441.00",alipay,success,2025-05-03
PAY-4876,ORD-7734,"$4,148.00",COD,pending,2024-12-10
PAY-4877,ORD-479,8932,card,success,2025-06-16
PAY-4878,ORD-10734,"$10,266.00",COD,SUCCESS,2026-04-22
PAY-4879,ORD-4637,"$8,559.00",card,SUCCESS,05/18/2025
PAY-4880,ORD-6026,9509,alipay,pending,14-06-2024
PAY-4881,ORD-9982,18392,wechat,SUCCESS,2025-06-19
PAY-4882,ORD-701,"8,233.00",alipay,success,2026-01-19
PAY-4883,ORD-6879,982,wechat,pending,15-03-2024
PAY-4884,ORD-10545,"4,989.00",wechat,SUCCESS,2026-06-22
PAY-4885,ORD-5228,19528,wechat,SUCCESS,2025-12-24
PAY-4886,ORD-1162,"$5,970.00",card,pending,04-11-2026
PAY-4887,ORD-4246,4573,COD,success,2026-11-28
PAY-4888,ORD-6568,$285.00,COD,success,2026-08-11
PAY-4889,ORD-10516,"$13,261.00",card,SUCCESS,16-07-2026
PAY-4890,ORD-5773,4238,COD,pending,05/06/2026
PAY-4891,ORD-11224,"$10,314.00",wechat,SUCCESS,03-09-2026
PAY-4892,ORD-8542,"13,669.00",alipay,pending,14-07-2025
PAY-4893,ORD-8364,"$11,130.00",alipay,pending,11/21/2026
PAY-4894,ORD-8959,19634,COD,SUCCESS,2025-11-16
PAY-4895,ORD-71,444,COD,pending,28-09-2026
PAY-4896,ORD-6115,"$6,547.00",card,success,2025-12-03
PAY-4897,ORD-8590,1757,card,pending,2025-08-12
PAY-4898,ORD-6074,15934,alipay,SUCCESS,08-11-2026
PAY-4899,ORD-6322,17785,wechat,SUCCESS,2024-01-16
PAY-4900,ORD-1534,"2,545.00",wechat,pending,23-02-2026
PAY-4901,ORD-9471,7722,wechat,success,03/12/2025
PAY-4902,ORD-13593,15994,alipay,SUCCESS,17-11-2026
PAY-4903,ORD-14542,8376,alipay,pending,14-05-2024
PAY-4904,ORD-5392,$390.00,alipay,pending,16-10-2026
PAY-4905,ORD-1148,"$6,758.00",wechat,success,2026-06-26
PAY-4906,ORD-9549,8260,wechat,SUCCESS,05/08/2024
PAY-4907,ORD-14471,13053,wechat,SUCCESS,26-11-2024
PAY-4908,ORD-343,"14,196.00",wechat,SUCCESS,2024-08-20
PAY-4909,ORD-7947,"$15,512.00",alipay,SUCCESS,05-06-2026
PAY-4910,ORD-2437,"$9,191.00",COD,success,2025-10-13
PAY-4911,ORD-543,"$16,452.00",alipay,success,02-02-2024
PAY-4912,ORD-10028,10372,COD,SUCCESS,2025-03-08
PAY-4913,ORD-7902,3683,card,success,2024-09-05
PAY-4914,ORD-1613,"$14,099.00",COD,SUCCESS,2026-11-20
PAY-4915,ORD-5825,"$3,153.00",card,success,08/17/2025
PAY-4916,ORD-8941,12451,wechat,success,2024-07-24
PAY-4917,ORD-219,"3,400.00",wechat,SUCCESS,2024-01-11
PAY-4918,ORD-7059,16025,alipay,success,2026-06-12
PAY-4919,ORD-7794,"$6,935.00",COD,failed,05/01/2026
PAY-4920,ORD-11546,"$3,185.00",card,pending,2026-01-25
PAY-4921,ORD-1517,8088,COD,success,2026-04-01
PAY-4922,ORD-10497,"$2,498.00",alipay,success,14-08-2026
PAY-4923,ORD-8055,3504,card,pending,01-09-2025
PAY-4924,ORD-6404,"11,305.00",alipay,pending,05/14/2026
PAY-4925,ORD-5174,10674,alipay,SUCCESS,11/01/2026
PAY-4926,ORD-4019,19679,alipay,SUCCESS,02/24/2026
PAY-4927,ORD-2296,"$7,378.00",wechat,pending,09/22/2024
PAY-4928,ORD-5637,"3,721.00",alipay,SUCCESS,2024-03-04
PAY-4929,ORD-1365,"3,939.00",wechat,pending,27-08-2026
PAY-4930,ORD-3153,"$8,551.00",alipay,pending,2024-09-08
PAY-4931,ORD-13984,"14,155.00",wechat,pending,2026-09-10
PAY-4932,ORD-12578,2804,alipay,SUCCESS,2025-06-05
PAY-4933,ORD-12500,8978,alipay,pending,2024-04-17
PAY-4934,ORD-2027,"$15,772.00",card,pending,2025-01-07
PAY-4935,ORD-4088,17379,COD,SUCCESS,09/04/2025
PAY-4936,ORD-6156,"12,023.00",wechat,failed,02/08/2026
PAY-4937,ORD-3035,16377,alipay,SUCCESS,01/01/2024
PAY-4938,ORD-3405,4179,wechat,SUCCESS,2026-10-03
PAY-4939,ORD-9443,8151,wechat,success,2026-06-27
PAY-4940,ORD-14054,7143,card,failed,2024-11-07
PAY-4941,ORD-1148,511.00,COD,success,07/02/2026
PAY-4942,ORD-619,6851,COD,SUCCESS,06/21/2026
PAY-4943,ORD-498,"$14,841.00",alipay,SUCCESS,11-10-2024
PAY-4944,ORD-11503,19557,COD,success,03/08/2024
PAY-4945,ORD-2255,"$7,428.00",card,success,2026-05-23
PAY-4946,ORD-2315,"15,306.00",card,success,2026-11-26
PAY-4947,ORD-2770,$65.00,COD,pending,17-07-2024
PAY-4948,ORD-1203,17524,card,pending,2025-08-19
PAY-4949,ORD-13385,"$19,486.00",wechat,pending,22-02-2025
PAY-4950,ORD-11372,"5,917.00",COD,pending,02/24/2024
PAY-4951,ORD-11981,"$16,775.00",COD,success,01-03-2024
PAY-4952,ORD-2816,"18,272.00",alipay,SUCCESS,2026-08-27
PAY-4953,ORD-12,16778,alipay,pending,04/25/2025
PAY-4954,ORD-1190,"$18,015.00",wechat,SUCCESS,06-12-2026
PAY-4955,ORD-8066,"12,800.00",wechat,SUCCESS,2025-11-06
PAY-4956,ORD-5872,"$3,509.00",card,success,11-02-2025
PAY-4957,ORD-5879,9454,card,success,11/11/2025
PAY-4958,ORD-3462,"$4,780.00",alipay,SUCCESS,11/13/2024
PAY-4959,ORD-14491,10539,card,SUCCESS,2024-01-10
PAY-4960,ORD-1887,"2,826.00",card,pending,2026-10-18
PAY-4961,ORD-7438,8489,COD,pending,2026-04-13
PAY-4962,ORD-11579,4708,alipay,pending,2025-10-09
PAY-4963,ORD-9579,"$16,071.00",COD,success,2025-05-06
PAY-4964,ORD-3613,"$17,974.00",COD,SUCCESS,07/21/2024
PAY-4965,ORD-14788,10517,card,pending,08/26/2024
PAY-4966,ORD-11828,"$8,874.00",COD,pending,2025-09-16
PAY-4967,ORD-3151,"$14,019.00",alipay,pending,2024-01-20
PAY-4968,ORD-14259,6783,wechat,SUCCESS,2026-08-21
PAY-4969,ORD-7690,6075,card,success,12/01/2025
PAY-4970,ORD-6809,17499,wechat,success,02/08/2025
PAY-4971,ORD-1722,"4,605.00",alipay,SUCCESS,11/18/2024
PAY-4972,ORD-9563,10934,alipay,success,27-02-2024
PAY-4973,ORD-980,"11,324.00",wechat,SUCCESS,2025-09-21
PAY-4974,ORD-2044,6249,wechat,success,2025-04-28
PAY-4975,ORD-4519,5583,alipay,pending,2024-01-27
PAY-4976,ORD-8705,"$13,344.00",wechat,pending,2026-06-14
PAY-4977,ORD-13427,"$1,621.00",card,pending,03-12-2026
PAY-4978,ORD-10723,3140,alipay,success,2025-09-02
PAY-4979,ORD-1454,"13,676.00",alipay,pending,2026-08-13
PAY-4980,ORD-6210,"$9,864.00",COD,pending,02-09-2025
PAY-4981,ORD-2734,"$7,343.00",alipay,SUCCESS,2026-09-12
PAY-4982,ORD-13386,"$9,728.00",wechat,SUCCESS,2024-11-05
PAY-4983,ORD-6916,"$13,248.00",COD,pending,2026-07-15
PAY-4984,ORD-2398,19141,wechat,pending,09/13/2025
PAY-4985,ORD-12208,12676,COD,pending,07/04/2026
PAY-4986,ORD-4793,"$1,247.00",COD,success,08/20/2024
PAY-4987,ORD-8450,"$19,795.00",COD,SUCCESS,04-04-2026
PAY-4988,ORD-285,16485,alipay,pending,07/24/2026
PAY-4989,ORD-6623,1524,COD,SUCCESS,2025-11-09
PAY-4990,ORD-5242,"$5,919.00",card,failed,2026-06-17
PAY-4991,ORD-5940,"$12,431.00",COD,success,2024-02-14
PAY-4992,ORD-8212,6606,COD,success,2026-07-27
PAY-4993,ORD-7466,17832,card,pending,2024-11-05
PAY-4994,ORD-2325,"$15,896.00",COD,success,2026-01-01
PAY-4995,ORD-10022,4352,COD,SUCCESS,2024-10-06
PAY-4996,ORD-156,10015,card,failed,2026-09-02
PAY-4997,ORD-9814,12728,card,success,06/15/2026
PAY-4998,ORD-8143,10154,wechat,success,08/18/2024
PAY-4999,ORD-5079,3214,wechat,success,11-05-2026
PAY-5000,ORD-11011,7870,alipay,pending,19-09-2024
PAY-5001,ORD-12186,6720,COD,success,11-11-2026
PAY-5002,ORD-9089,4052,alipay,SUCCESS,09/23/2025
PAY-5003,ORD-2810,17526,card,pending,10-03-2026
PAY-5004,ORD-9684,10879,wechat,SUCCESS,2025-05-05
PAY-5005,ORD-6344,"$17,869.00",COD,success,2026-07-10
PAY-5006,ORD-10554,2134,COD,success,04/01/2025
PAY-5007,ORD-7485,"$10,784.00",alipay,pending,2025-10-03
PAY-5008,ORD-13465,"15,161.00",wechat,success,06/11/2024
PAY-5009,ORD-5571,"$18,351.00",wechat,SUCCESS,17-02-2025
PAY-5010,ORD-7942,17462,card,success,02/25/2024
PAY-5011,ORD-8869,15458,card,pending,05/01/2024
PAY-5012,ORD-5139,"12,990.00",alipay,pending,03-03-2025
PAY-5013,ORD-146,9050,card,pending,2025-01-08
PAY-5014,ORD-4984,"12,820.00",card,pending,06/15/2026
PAY-5015,ORD-3651,13411,card,SUCCESS,04/10/2025
PAY-5016,ORD-14617,15607,card,success,06/07/2025
PAY-5017,ORD-8385,"$15,987.00",wechat,SUCCESS,01-11-2025
PAY-5018,ORD-12839,1257,wechat,success,2024-02-15
PAY-5019,ORD-6749,$236.00,wechat,SUCCESS,02/09/2025
PAY-5020,ORD-2416,19160,card,success,21-05-2025
PAY-5021,ORD-6698,5170,card,pending,2025-10-12
PAY-5022,ORD-14492,4089,alipay,pending,2025-06-03
PAY-5023,ORD-12770,7945,alipay,pending,2024-10-18
PAY-5024,ORD-44,9106,card,pending,2026-03-10
PAY-5025,ORD-9088,466,wechat,success,2025-11-28
PAY-5026,ORD-10429,"10,042.00",COD,SUCCESS,2026-11-13
PAY-5027,ORD-14278,4856,wechat,success,12/13/2026
PAY-5028,ORD-12038,"$16,197.00",COD,SUCCESS,2025-09-10
PAY-5029,ORD-5200,5407,wechat,success,16-12-2026
PAY-5030,ORD-1243,"1,596.00",alipay,pending,04/05/2026
PAY-5031,ORD-10291,"7,306.00",card,success,2024-02-16
PAY-5032,ORD-4140,"6,514.00",card,success,09/12/2024
PAY-5033,ORD-7880,$114.00,COD,pending,2025-05-12
PAY-5034,ORD-10408,"$2,897.00",alipay,success,10-08-2026
PAY-5035,ORD-13447,"16,490.00",wechat,SUCCESS,07/07/2025
PAY-5036,ORD-12748,4421,alipay,SUCCESS,03/20/2025
PAY-5037,ORD-8637,"$18,742.00",COD,SUCCESS,04-05-2025
PAY-5038,ORD-4826,"$3,946.00",alipay,SUCCESS,06/11/2025
PAY-5039,ORD-13218,14230,card,SUCCESS,14-05-2025
PAY-5040,ORD-7924,12249,wechat,SUCCESS,01/10/2024
PAY-5041,ORD-13560,"19,239.00",card,success,05-03-2026
PAY-5042,ORD-9965,"$6,682.00",card,SUCCESS,2025-05-26
PAY-5043,ORD-533,"6,695.00",wechat,SUCCESS,14-06-2024
PAY-5044,ORD-6686,"$19,838.00",alipay,success,08/12/2025
PAY-5045,ORD-6575,6117,alipay,SUCCESS,12-10-2024
PAY-5046,ORD-3810,11374,card,SUCCESS,2024-09-11
PAY-5047,ORD-5778,"$8,451.00",wechat,success,02/26/2024
PAY-5048,ORD-6573,134,wechat,success,01-10-2024
PAY-5049,ORD-11931,12788,wechat,SUCCESS,2024-11-20
PAY-5050,ORD-2828,8425,wechat,SUCCESS,2024-04-18
PAY-5051,ORD-4636,18949,wechat,SUCCESS,11/08/2025
PAY-5052,ORD-12990,17613,card,SUCCESS,2025-04-26
PAY-5053,ORD-10974,13947,alipay,success,16-03-2025
PAY-5054,ORD-3919,16358,card,SUCCESS,2025-01-03
PAY-5055,ORD-3974,2970,wechat,pending,2025-07-07
PAY-5056,ORD-12670,18809,alipay,failed,04/15/2025
PAY-5057,ORD-10698,"19,448.00",card,pending,27-08-2026
PAY-5058,ORD-10815,15892,wechat,success,2026-09-18
PAY-5059,ORD-2852,"7,241.00",COD,pending,2025-04-24
PAY-5060,ORD-873,2317,COD,SUCCESS,11-03-2025
PAY-5061,ORD-8706,3409,card,SUCCESS,2024-05-01
PAY-5062,ORD-13610,"$2,986.00",wechat,success,10/28/2025
PAY-5063,ORD-3536,3264,wechat,failed,2024-02-23
PAY-5064,ORD-9571,15299,wechat,pending,2026-06-12
PAY-5065,ORD-10864,14372,wechat,SUCCESS,23-08-2024
