review_id,product_id,customer_id,rating,comment,review_date
RV-479,SKU1778,CUST-2750,1,一般,07-09-2025
RV-480,SKU1416,CUST-2462,4,,12-09-2026
RV-481,MD-1659,CUST-956,★5,,2025-01-03
RV-482,MD-1686,CUST-66,1,,07/14/2024
RV-483,MD-1434,CUST-1832,4,,07-04-2025
RV-484,SKU1376,CUST-4508,5,一般,2024-06-15
RV-485,REF-1307,CUST-2554,★4,,2026-09-16
RV-486,REF-1781,CUST-4339,1,一般,2024-04-04
RV-487,R-1355,CUST-1290,3,,2025-11-08
RV-488,SKU1342,CUST-1118,5,性价比高,2025-07-20
RV-489,SKU1044,CUST-1507,★5,差评,07/15/2024
RV-490,SKU1100,CUST-2893,3,差评,16-11-2026
RV-491,MD-1548,CUST-715,★5,很好,17-07-2026
RV-492,SKU1055,CUST-3410,★5,一般,2024-08-15
RV-493,REF-1688,CUST-4515,1,差评,25-04-2024
RV-494,R-1674,CUST-1634,3,,2025-02-18
RV-495,SKU1231,CUST-2079,★5,,09/22/2025
RV-496,SKU1572,CUST-4951,1,很好,2025-07-14
RV-497,R-1105,CUST-4094,★4,很好,07/05/2026
RV-498,R-1698,CUST-718,★4,,2025-01-05
RV-499,REF-1491,CUST-1158,★5,,10/10/2024
RV-500,R-1748,CUST-2092,3,,04/03/2026
RV-501,REF-1171,CUST-2691,2,,21-10-2024
RV-502,R-1460,CUST-2060,★4,,2025-06-02
RV-503,MD-1387,CUST-3921,4,性价比高,11/22/2025
RV-504,MD-1052,CUST-793,★5,,2025-12-25
RV-505,MD-1374,CUST-3330,2,差评,09/23/2024
RV-506,SKU1085,CUST-586,★5,,09/21/2026
RV-507,REF-1135,CUST-595,2,,2025-01-02
RV-508,MD-1597,CUST-3376,1,,2025-03-03
RV-509,SKU1601,CUST-2047,★4,,13-03-2025
RV-510,SKU1048,CUST-4309,2,,2026-06-05
RV-511,SKU1251,CUST-219,2,,11/17/2024
RV-512,R-1770,CUST-390,1,,2024-05-02
RV-513,MD-1421,CUST-4157,3,,12-12-2024
RV-514,SKU1046,CUST-3088,1,差评,12/14/2026
RV-515,R-1320,CUST-2316,4,,08/05/2026
RV-516,MD-1509,CUST-1974,4,性价比高,2026-02-01
RV-517,REF-1126,CUST-1067,★4,,2026-07-26
RV-518,MD-1064,CUST-4779,2,,2026-08-18
RV-519,R-1184,CUST-4760,5,一般,2026-07-16
RV-520,SKU1722,CUST-777,3,,20-02-2024
RV-521,MD-1404,CUST-383,★4,性价比高,01/26/2025
RV-522,SKU1095,CUST-1332,4,,2025-12-04
RV-523,MD-1542,CUST-3007,1,,2025-09-12
RV-524,MD-1670,CUST-1316,2,,02/24/2025
RV-525,R-1521,CUST-1512,5,很好,24-03-2025
RV-526,SKU1416,CUST-3557,5,,2026-10-13
RV-527,SKU1370,CUST-3482,3,性价比高,25-06-2025
RV-528,MD-1303,CUST-475,★4,,04-07-2025
RV-529,SKU1327,CUST-3822,★5,物流慢,11/21/2025
RV-530,MD-1064,CUST-4163,2,,2026-02-01
RV-531,SKU1277,CUST-4142,★4,,01-11-2026
RV-532,REF-1785,CUST-3970,1,一般,22-06-2024
RV-533,SKU1773,CUST-2403,4,,15-08-2025
RV-534,MD-1299,CUST-4034,4,,05-08-2024
RV-535,SKU1346,CUST-241,3,,12/05/2024
RV-536,SKU1452,CUST-665,★5,性价比高,22-06-2025
RV-537,MD-1616,CUST-2780,5,性价比高,02/08/2026
RV-538,SKU1671,CUST-1288,4,性价比高,2025-11-13
RV-539,REF-1103,CUST-1823,2,,04-02-2025
RV-540,SKU1621,CUST-2231,2,很好,12/21/2025
RV-541,R-1180,CUST-915,★5,一般,12/17/2025
RV-542,R-1159,CUST-3209,4,,2026-07-11
RV-543,MD-1202,CUST-3399,1,性价比高,2024-04-02
RV-544,R-1179,CUST-1678,4,很好,2024-06-25
RV-545,R-1193,CUST-2544,★5,,05/01/2026
RV-546,MD-1304,CUST-4654,4,,03/27/2024
RV-547,MD-1458,CUST-3250,4,,2024-05-13
RV-548,R-1229,CUST-2502,★5,一般,02/27/2026
RV-549,R-1415,CUST-1816,★5,物流慢,2026-10-10
RV-550,MD-1270,CUST-1646,2,物流慢,06/07/2025
RV-551,R-1666,CUST-4789,5,物流慢,02/25/2024
RV-552,REF-1354,CUST-556,1,性价比高,2025-12-18
RV-553,REF-1783,CUST-646,4,一般,01/27/2024
RV-554,REF-1255,CUST-673,5,,2026-09-21
RV-555,SKU1245,CUST-4676,2,很好,06/20/2025
RV-556,R-1630,CUST-2373,4,性价比高,2024-03-01
RV-557,R-1336,CUST-3755,3,,2026-10-01
RV-558,MD-1516,CUST-2790,4,,10-12-2026
RV-559,REF-1431,CUST-1680,3,,2026-12-26
RV-560,R-1180,CUST-2890,★5,,04-10-2026
RV-561,R-1408,CUST-2602,★4,差评,2024-01-17
RV-562,MD-1399,CUST-1018,3,,24-03-2026
RV-563,MD-1643,CUST-3713,★4,,2024-01-06
RV-564,SKU1490,CUST-1401,5,性价比高,2024-08-26
RV-565,SKU1612,CUST-445,3,很好,15-01-2024
RV-566,MD-1436,CUST-4868,4,物流慢,2025-09-20
RV-567,SKU1178,CUST-658,2,,07/08/2024
RV-568,MD-1210,CUST-4016,1,,2026-07-08
RV-569,SKU1020,CUST-1375,1,,2025-10-13
RV-570,MD-1205,CUST-811,5,,07/07/2026
RV-571,REF-1285,CUST-253,★4,,04/26/2025
RV-572,REF-1161,CUST-3111,★4,,22-04-2026
RV-573,REF-1136,CUST-2001,★4,物流慢,2026-01-21
RV-574,R-1350,CUST-1076,★5,物流慢,07/24/2026
RV-575,SKU1280,CUST-4070,5,性价比高,06/18/2026
RV-576,R-1698,CUST-2831,★5,,2024-11-13
RV-577,SKU1653,CUST-633,1,,03-07-2024
RV-578,SKU1693,CUST-4928,5,,2026-05-08
RV-579,SKU1040,CUST-4763,1,,2026-06-23
RV-580,REF-1111,CUST-2476,5,物流慢,2025-07-23
RV-581,R-1274,CUST-4985,4,一般,08-12-2024
RV-582,MD-1427,CUST-2950,4,很好,09-02-2024
RV-583,MD-1181,CUST-3707,4,,2026-01-25
RV-584,MD-1465,CUST-1957,1,很好,2025-06-25
RV-585,REF-1483,CUST-2432,4,物流慢,12/26/2025
RV-586,R-1408,CUST-619,5,,26-08-2024
RV-587,REF-1608,CUST-1225,2,,2025-12-19
RV-588,MD-1410,CUST-4742,3,差评,2024-01-26
RV-589,R-1120,CUST-1175,2,,2026-09-22
RV-590,MD-1208,CUST-2369,★5,,2025-06-07
RV-591,REF-1012,CUST-3183,5,,21-09-2025
RV-592,R-1215,CUST-2807,5,,2025-05-15
RV-593,R-1348,CUST-1339,★5,差评,10/19/2024
RV-594,MD-1220,CUST-492,4,性价比高,2026-05-18
RV-595,MD-1528,CUST-876,1,,2026-08-14
RV-596,MD-1628,CUST-1164,4,,02/20/2024
RV-597,R-1468,CUST-1943,2,,24-02-2026
RV-598,R-1678,CUST-777,5,,08/13/2024
RV-599,REF-1738,CUST-217,3,,2024-01-21
RV-600,SKU1201,CUST-319,★5,,2026-12-12
RV-601,REF-1665,CUST-2755,3,,17-04-2024
RV-602,R-1350,CUST-4807,★5,,04-05-2025
RV-603,SKU1764,CUST-970,5,很好,26-11-2025
RV-604,R-1499,CUST-1775,5,,19-12-2024
RV-605,R-1600,CUST-2906,★5,差评,10/11/2025
RV-606,SKU1426,CUST-133,5,,2024-12-26
RV-607,REF-1407,CUST-2216,5,差评,2025-01-04
RV-608,MD-1509,CUST-4130,4,一般,2025-06-26
RV-609,MD-1362,CUST-3052,2,,07/21/2026
RV-610,MD-1208,CUST-796,2,,2026-09-11
RV-611,SKU1048,CUST-1866,★4,物流慢,05-07-2024
RV-612,R-1674,CUST-2919,★5,,19-09-2026
RV-613,REF-1054,CUST-4652,1,很好,2024-01-13
RV-614,REF-1781,CUST-3246,3,,10/17/2024
RV-615,R-1420,CUST-2069,4,,24-07-2025
RV-616,SKU1735,CUST-1623,2,,2025-07-18
RV-617,R-1630,CUST-4183,3,,2025-08-07
RV-618,MD-1757,CUST-828,4,物流慢,2025-08-13
RV-619,SKU1735,CUST-2661,1,差评,12/16/2025
RV-620,R-1796,CUST-4819,4,,2024-08-01
RV-621,REF-1605,CUST-432,3,性价比高,2025-06-17
RV-622,REF-1431,CUST-2853,1,,06/09/2025
RV-623,REF-1213,CUST-328,★4,一般,2026-03-02
RV-624,MD-1156,CUST-1318,2,一般,11/02/2025
RV-625,R-1584,CUST-1411,3,一般,11/05/2025
RV-626,R-1690,CUST-3487,1,很好,2025-08-01
RV-627,REF-1669,CUST-963,★4,一般,02/05/2024
RV-628,REF-1697,CUST-2720,4,物流慢,01-04-2024
RV-629,MD-1746,CUST-4643,5,,2025-07-04
RV-630,R-1588,CUST-4914,★5,,2024-03-13
RV-631,REF-1028,CUST-4932,2,,09/03/2026
RV-632,MD-1757,CUST-3749,5,很好,17-03-2026
RV-633,REF-1769,CUST-544,5,,2025-03-24
RV-634,REF-1719,CUST-674,★5,,21-03-2024
RV-635,REF-1365,CUST-4157,3,,2025-07-28
RV-636,R-1175,CUST-3943,2,差评,01/20/2026
RV-637,MD-1542,CUST-4327,4,性价比高,01/19/2026
RV-638,SKU1582,CUST-2471,4,差评,05-03-2024
RV-639,REF-1529,CUST-4019,1,很好,2026-04-23
RV-640,MD-1509,CUST-1585,3,差评,01/25/2025
RV-641,MD-1489,CUST-3583,★4,,2024-03-21
RV-642,R-1296,CUST-2976,3,,12/19/2024
RV-643,SKU1318,CUST-1879,★5,,12/07/2025
RV-644,MD-1404,CUST-3592,5,很好,2025-07-21
RV-645,SKU1486,CUST-4910,★5,物流慢,2026-05-08
RV-646,R-1293,CUST-3416,★4,,07/10/2025
RV-647,R-1000,CUST-3161,2,差评,2026-07-24
RV-648,R-1730,CUST-1041,4,物流慢,04/23/2025
RV-649,REF-1171,CUST-2233,★4,,2026-10-22
RV-650,MD-1782,CUST-2789,2,,03/12/2025
RV-651,REF-1684,CUST-3296,3,很好,03/11/2025
RV-652,REF-1515,CUST-4627,★5,差评,07/15/2025
RV-653,REF-1559,CUST-83,★4,,04/27/2025
RV-654,REF-1005,CUST-582,★5,,21-11-2025
RV-655,REF-1788,CUST-160,4,,2024-12-18
RV-656,REF-1560,CUST-4359,3,物流慢,2026-06-12
RV-657,REF-1292,CUST-3561,5,很好,2026-03-03
RV-658,REF-1633,CUST-2982,★5,,27-01-2025
RV-659,SKU1088,CUST-4919,★4,,09/24/2025
RV-660,REF-1629,CUST-3336,★5,差评,2024-11-06
RV-661,R-1666,CUST-1792,4,,2025-09-06
RV-662,SKU1506,CUST-2795,4,,2024-05-27
RV-663,MD-1030,CUST-1584,★4,物流慢,2025-09-08
RV-664,R-1441,CUST-3556,3,很好,04/10/2025
RV-665,SKU1456,CUST-1612,2,性价比高,2026-11-19
RV-666,REF-1264,CUST-2570,4,性价比高,2024-01-18
RV-667,MD-1497,CUST-1477,2,差评,09/16/2026
RV-668,REF-1012,CUST-2831,★4,一般,2026-04-21
RV-669,REF-1166,CUST-4469,4,很好,2024-03-26
RV-670,REF-1071,CUST-3245,1,很好,04/24/2024
RV-671,R-1500,CUST-3345,2,很好,08/25/2026
RV-672,R-1293,CUST-3173,★4,,2024-05-27
RV-673,REF-1176,CUST-1841,★4,,2024-12-10
RV-674,R-1645,CUST-1662,5,,07/13/2025
RV-675,SKU1310,CUST-2244,5,,2025-09-12
RV-676,REF-1054,CUST-4999,2,,10/14/2025
RV-677,MD-1625,CUST-1589,2,差评,05/24/2026
RV-678,REF-1126,CUST-492,★5,,23-01-2025
RV-679,R-1039,CUST-3539,4,,2026-08-21
RV-680,MD-1647,CUST-1698,2,很好,06/22/2025
RV-681,MD-1717,CUST-240,5,差评,2024-02-24
RV-682,R-1736,CUST-1651,★4,,2026-10-26
RV-683,REF-1797,CUST-4068,4,物流慢,2025-01-28
RV-684,R-1752,CUST-4013,3,物流慢,11/06/2025
RV-685,MD-1410,CUST-3419,1,,2026-04-26
RV-686,SKU1178,CUST-775,4,,2025-03-07
RV-687,R-1179,CUST-2591,★5,差评,2025-06-26
RV-688,R-1108,CUST-2864,★5,,2025-12-14
RV-689,SKU1324,CUST-4902,4,物流慢,2025-01-20
RV-690,MD-1409,CUST-4261,★4,,2026-04-26
RV-691,SKU1342,CUST-3802,2,差评,14-12-2024
RV-692,REF-1795,CUST-1973,4,很好,12/20/2025
RV-693,REF-1256,CUST-4916,★4,,2024-09-24
RV-694,REF-1162,CUST-1929,★5,,2025-02-14
RV-695,SKU1066,CUST-3388,5,,2026-06-20
RV-696,R-1001,CUST-1298,★5,很好,17-04-2026
RV-697,R-1184,CUST-3110,3,物流慢,2025-11-04
RV-698,MD-1516,CUST-2568,5,很好,24-08-2024
RV-699,REF-1554,CUST-154,1,很好,08/10/2026
RV-700,MD-1558,CUST-2657,★4,,2025-04-06
RV-701,REF-1688,CUST-2618,★4,物流慢,2024-06-04
RV-702,SKU1513,CUST-3574,1,差评,2026-11-22
RV-703,R-1545,CUST-3425,3,性价比高,03/13/2025
RV-704,MD-1147,CUST-2905,3,很好,03/23/2026
RV-705,R-1588,CUST-3114,★5,,2026-04-13
RV-706,R-1317,CUST-3443,5,一般,2025-11-09
RV-707,REF-1053,CUST-3397,1,,06/12/2025
RV-708,SKU1247,CUST-4413,1,物流慢,07/19/2026
RV-709,SKU1241,CUST-4792,★5,一般,2025-03-13
RV-710,MD-1534,CUST-3950,3,,05-11-2025
RV-711,R-1739,CUST-2491,4,很好,2025-10-28
RV-712,MD-1304,CUST-1752,5,一般,25-08-2024
RV-713,R-1001,CUST-2121,1,,04/11/2026
RV-714,MD-1147,CUST-4548,★4,,2025-07-14
RV-715,REF-1136,CUST-4321,4,,2025-11-28
RV-716,SKU1032,CUST-4553,1,,2024-08-06
RV-717,R-1223,CUST-1444,★5,,2026-10-08
RV-718,MD-1409,CUST-1786,4,物流慢,07-06-2026
RV-719,R-1003,CUST-1999,5,,2026-05-04
RV-720,SKU1343,CUST-562,3,,2026-02-13
RV-721,R-1039,CUST-65,★4,,2026-03-07
RV-722,R-1598,CUST-636,3,很好,2026-05-15
RV-723,SKU1251,CUST-2425,4,,2026-08-02
RV-724,SKU1768,CUST-2643,1,,2026-12-16
RV-725,REF-1338,CUST-1649,★4,,2025-11-05
RV-726,SKU1755,CUST-1992,★4,一般,2026-10-23
RV-727,REF-1256,CUST-2931,5,,2024-06-01
RV-728,REF-1155,CUST-4616,★4,,2024-10-19
RV-729,REF-1391,CUST-1700,1,性价比高,2025-06-13
RV-730,SKU1486,CUST-3953,4,性价比高,10-05-2024
RV-731,REF-1263,CUST-3929,1,差评,2024-04-02
RV-732,REF-1287,CUST-447,5,物流慢,2024-06-22
RV-733,SKU1750,CUST-875,2,,2025-06-06
RV-734,R-1710,CUST-2613,5,,2024-10-22
RV-735,SKU1051,CUST-2610,★4,,16-02-2024
RV-736,R-1587,CUST-1538,4,很好,02/23/2024
RV-737,SKU1762,CUST-2075,3,一般,11/07/2026
RV-738,R-1112,CUST-3281,1,差评,12/20/2025
RV-739,SKU1265,CUST-3910,★4,,05-05-2024
RV-740,R-1648,CUST-4866,3,,09/04/2025
RV-741,R-1674,CUST-2873,2,,01/15/2025
RV-742,REF-1461,CUST-2132,2,很好,2026-03-26
RV-743,R-1438,CUST-2071,★5,一般,04/22/2026
RV-744,SKU1424,CUST-117,★4,很好,04-10-2024
RV-745,R-1158,CUST-978,2,,17-10-2025
RV-746,REF-1285,CUST-1959,★4,性价比高,2026-10-25
RV-747,SKU1114,CUST-1244,1,,12/27/2026
RV-748,REF-1741,CUST-2679,3,,2026-06-20
RV-749,REF-1429,CUST-441,2,,2026-05-18
RV-750,REF-1537,CUST-1649,5,性价比高,2025-05-26
RV-751,REF-1186,CUST-501,2,差评,2024-06-06
RV-752,R-1614,CUST-1794,★5,性价比高,2026-03-17
RV-753,MD-1202,CUST-2557,★4,,2024-10-13
RV-754,REF-1793,CUST-2893,3,,11-12-2024
RV-755,REF-1011,CUST-1547,4,性价比高,11-08-2026
RV-756,REF-1057,CUST-136,★5,,2024-05-10
RV-757,R-1130,CUST-4787,3,差评,2025-08-02
RV-758,R-1523,CUST-633,4,性价比高,2024-12-01
RV-759,R-1188,CUST-3557,★5,,14-10-2026
RV-760,R-1018,CUST-4487,★5,,2025-03-16
RV-761,SKU1612,CUST-2292,4,物流慢,2024-06-10
RV-762,SKU1416,CUST-4087,1,,2024-06-11
RV-763,SKU1060,CUST-1911,★4,,2024-06-13
RV-764,SKU1755,CUST-1820,4,,15-02-2024
RV-765,R-1710,CUST-772,1,很好,06/15/2026
RV-766,REF-1382,CUST-969,1,,2025-01-02
RV-767,SKU1527,CUST-388,3,很好,10/14/2026
RV-768,REF-1461,CUST-4124,★4,一般,09/04/2026
RV-769,SKU1076,CUST-4345,★5,很好,06-10-2024
RV-770,REF-1403,CUST-1934,4,,20-12-2024
RV-771,REF-1042,CUST-3526,2,物流慢,04/11/2024
RV-772,REF-1126,CUST-996,1,很好,02/05/2026
RV-773,R-1667,CUST-1269,2,差评,10/18/2025
RV-774,R-1019,CUST-1882,★5,一般,2026-08-21
RV-775,SKU1452,CUST-2373,★4,,2024-05-23
RV-776,SKU1251,CUST-3080,1,,09/06/2024
RV-777,MD-1258,CUST-1076,4,,11/20/2024
RV-778,SKU1423,CUST-4007,★5,,2025-07-19
RV-779,R-1646,CUST-1329,★5,性价比高,09/02/2026
RV-780,MD-1798,CUST-4004,3,性价比高,01-03-2024
RV-781,REF-1219,CUST-4861,★5,,2024-09-15
RV-782,MD-1442,CUST-4852,★4,,07-03-2026
RV-783,MD-1716,CUST-4422,★4,很好,2025-04-04
RV-784,R-1228,CUST-4083,1,,10/14/2024
RV-785,MD-1493,CUST-1901,★4,,03/04/2025
RV-786,SKU1241,CUST-4273,2,,09/11/2025
RV-787,REF-1073,CUST-4138,★4,,2024-08-18
RV-788,REF-1608,CUST-1827,3,一般,01/05/2024
RV-789,R-1082,CUST-3767,5,,2024-10-21
RV-790,R-1350,CUST-4688,4,物流慢,24-06-2026
RV-791,MD-1142,CUST-1778,4,,2026-08-14
RV-792,REF-1338,CUST-1559,4,,21-02-2024
RV-793,R-1500,CUST-710,4,一般,2024-06-16
RV-794,REF-1096,CUST-4169,4,很好,2026-02-10
RV-795,R-1488,CUST-1633,★5,一般,05/10/2025
RV-796,MD-1131,CUST-3330,2,很好,2026-11-27
RV-797,R-1203,CUST-3620,3,,2024-05-09
RV-798,MD-1496,CUST-1690,★5,,08/19/2026
RV-799,SKU1477,CUST-182,2,物流慢,2025-03-19
RV-800,REF-1186,CUST-259,4,,2024-05-07
RV-801,REF-1009,CUST-3845,1,,01/12/2024
RV-802,MD-1006,CUST-3860,1,差评,04/13/2025
RV-803,MD-1613,CUST-1472,1,物流慢,2024-03-24
RV-804,SKU1115,CUST-4580,4,,08/15/2026
RV-805,R-1680,CUST-4939,3,性价比高,2025-07-08
RV-806,SKU1106,CUST-2021,3,性价比高,02/21/2024
RV-807,SKU1571,CUST-3512,★5,很好,2024-11-03
RV-808,SKU1735,CUST-1332,3,很好,19-10-2026
RV-809,REF-1510,CUST-4770,5,性价比高,03/10/2024
RV-810,MD-1142,CUST-242,3,,2026-09-23
RV-811,MD-1174,CUST-1435,3,性价比高,2026-09-16
RV-812,MD-1627,CUST-3633,1,物流慢,10/02/2024
RV-813,R-1771,CUST-175,5,,10/16/2024
RV-814,SKU1691,CUST-824,★5,,13-04-2025
RV-815,R-1420,CUST-866,3,,12/24/2026
RV-816,REF-1140,CUST-798,★4,,2024-08-05
RV-817,MD-1156,CUST-3349,3,很好,27-09-2024
RV-818,R-1468,CUST-4446,★4,,2024-02-18
RV-819,REF-1799,CUST-1168,4,,10-06-2025
RV-820,REF-1391,CUST-2725,4,一般,2026-10-08
RV-821,SKU1343,CUST-3304,1,物流慢,12/03/2025
RV-822,SKU1642,CUST-3048,★4,很好,2025-07-27
RV-823,SKU1525,CUST-2965,3,,07/23/2025
RV-824,SKU1332,CUST-1107,★4,,16-10-2024
RV-825,REF-1363,CUST-3602,3,性价比高,2025-09-08
RV-826,REF-1727,CUST-2960,★5,差评,05/21/2025
RV-827,MD-1208,CUST-2424,★5,物流慢,06/12/2026
RV-828,SKU1722,CUST-1565,1,物流慢,02/11/2026
RV-829,REF-1103,CUST-4099,★5,性价比高,2025-11-14
RV-830,REF-1719,CUST-3189,3,很好,07-12-2026
RV-831,MD-1181,CUST-333,4,,18-11-2024
RV-832,R-1175,CUST-2662,★4,,06/27/2025
RV-833,REF-1067,CUST-2960,3,,2025-02-06
RV-834,SKU1673,CUST-3367,1,,09/16/2025
RV-835,REF-1137,CUST-4522,4,物流慢,09/17/2026
RV-836,REF-1057,CUST-76,★4,,11/02/2026
RV-837,REF-1074,CUST-2250,1,,28-04-2026
RV-838,REF-1199,CUST-219,3,性价比高,2025-11-11
RV-839,SKU1704,CUST-1688,★5,,2026-09-16
RV-840,MD-1304,CUST-4975,★5,,10/11/2024
RV-841,SKU1396,CUST-1778,★5,一般,05/04/2026
RV-842,REF-1292,CUST-4196,5,一般,2026-06-12
RV-843,R-1703,CUST-1312,★5,很好,2026-03-26
RV-844,REF-1021,CUST-4193,4,性价比高,2026-12-05
RV-845,SKU1691,CUST-1146,★4,一般,08/02/2026
RV-846,MD-1023,CUST-4593,★5,,2026-02-06
RV-847,MD-1471,CUST-2322,★4,性价比高,09/06/2024
RV-848,REF-1140,CUST-4788,4,物流慢,2025-02-03
RV-849,REF-1622,CUST-4592,★5,很好,2026-03-24
RV-850,MD-1436,CUST-776,2,,08/17/2024
RV-851,SKU1469,CUST-1921,4,物流慢,2024-03-21
RV-852,MD-1347,CUST-2811,★5,差评,18-11-2024
RV-853,SKU1740,CUST-747,★4,差评,23-03-2024
RV-854,R-1001,CUST-4332,★5,,05/01/2026
RV-855,SKU1310,CUST-1695,3,性价比高,10/06/2025
RV-856,SKU1773,CUST-2773,5,,2026-03-15
RV-857,REF-1325,CUST-586,3,,24-03-2024
RV-858,SKU1575,CUST-4919,2,差评,2025-11-03
RV-859,SKU1454,CUST-4221,4,,12-01-2025
RV-860,SKU1265,CUST-1604,2,,12-10-2026
RV-861,R-1123,CUST-2840,1,差评,2025-08-04
RV-862,MD-1716,CUST-3532,4,,23-08-2024
RV-863,MD-1638,CUST-1758,★5,差评,2025-06-02
RV-864,SKU1310,CUST-1621,2,,05/13/2026
RV-865,MD-1145,CUST-3846,1,一般,06/23/2024
RV-866,MD-1065,CUST-1743,2,物流慢,2025-09-21
RV-867,R-1228,CUST-2556,1,,2025-08-12
RV-868,REF-1226,CUST-3585,5,,24-04-2024
RV-869,SKU1794,CUST-1621,★4,,2026-11-04
RV-870,R-1132,CUST-1439,2,性价比高,21-04-2026
RV-871,REF-1407,CUST-1831,5,性价比高,06/03/2026
RV-872,SKU1623,CUST-20,2,,11-12-2025
RV-873,SKU1547,CUST-4260,5,一般,10/11/2025
RV-874,R-1290,CUST-188,2,,2024-06-13
RV-875,R-1419,CUST-3177,5,差评,21-01-2024
RV-876,SKU1773,CUST-1849,3,,01/27/2025
RV-877,SKU1308,CUST-631,1,,2024-07-23
RV-878,MD-1174,CUST-4806,1,,09/09/2026
RV-879,REF-1292,CUST-1270,1,差评,2026-08-09
RV-880,SKU1139,CUST-4033,4,,2026-11-08
RV-881,SKU1735,CUST-960,★5,,03/19/2026
RV-882,REF-1540,CUST-2531,1,一般,2026-11-20
RV-883,MD-1410,CUST-938,1,,05-06-2025
RV-884,SKU1356,CUST-3533,4,物流慢,01/26/2026
RV-885,SKU1271,CUST-2479,2,,23-12-2024
RV-886,SKU1406,CUST-4124,★4,物流慢,2026-04-01
RV-887,REF-1359,CUST-552,5,,15-01-2024
RV-888,SKU1486,CUST-3406,★5,很好,2025-06-10
RV-889,SKU1574,CUST-3621,1,物流慢,05/16/2026
RV-890,SKU1704,CUST-3324,5,性价比高,2024-12-02
RV-891,R-1440,CUST-630,4,物流慢,2024-01-28
RV-892,MD-1249,CUST-1535,4,一般,03/18/2025
RV-893,REF-1765,CUST-990,2,,2026-10-14
RV-894,REF-1012,CUST-29,5,性价比高,2026-03-09
RV-895,R-1229,CUST-415,5,,22-07-2024
RV-896,REF-1325,CUST-460,★4,很好,11/07/2025
RV-897,SKU1452,CUST-4715,3,,10-10-2026
RV-898,R-1500,CUST-1859,5,,2024-01-13
RV-899,R-1419,CUST-415,2,,05/17/2024
RV-900,MD-1702,CUST-4227,5,,2024-11-01
RV-901,R-1164,CUST-2360,4,性价比高,09/14/2025
RV-902,MD-1200,CUST-1066,5,差评,04/19/2026
RV-903,SKU1656,CUST-235,2,物流慢,06/12/2025
RV-904,MD-1303,CUST-1474,★5,,2024-07-19
RV-905,SKU1371,CUST-405,3,,01/28/2026
RV-906,R-1630,CUST-1399,3,,2024-12-27
RV-907,MD-1235,CUST-4551,1,,2024-12-18
RV-908,MD-1250,CUST-2553,3,很好,2026-04-20
RV-909,REF-1126,CUST-2921,★4,一般,09/27/2026
RV-910,R-1018,CUST-8,★5,,2025-08-22
RV-911,REF-1021,CUST-1609,4,一般,03/04/2026
RV-912,MD-1375,CUST-3019,★4,,19-04-2026
RV-913,REF-1665,CUST-190,1,,2026-07-08
RV-914,REF-1042,CUST-731,★4,,06/03/2026
RV-915,SKU1329,CUST-764,5,物流慢,2025-12-16
RV-916,REF-1372,CUST-4766,★5,,11/14/2026
RV-917,REF-1537,CUST-181,3,很好,2025-11-23
RV-918,SKU1318,CUST-755,2,,02-11-2026
RV-919,SKU1569,CUST-2744,5,很好,2025-12-15
RV-920,REF-1783,CUST-3175,1,,12/23/2025
RV-921,MD-1358,CUST-3435,1,一般,04-11-2024
RV-922,REF-1372,CUST-2373,★5,,2026-11-10
RV-923,REF-1407,CUST-4543,4,,08/02/2025
RV-924,MD-1369,CUST-2314,2,,07/16/2025
RV-925,REF-1256,CUST-4185,2,,2026-10-16
RV-926,MD-1399,CUST-195,4,,06-03-2024
RV-927,SKU1298,CUST-2671,1,,09/16/2026
RV-928,R-1336,CUST-4912,2,性价比高,2024-01-12
RV-929,MD-1212,CUST-2740,4,,11/02/2024
RV-930,R-1132,CUST-3227,2,一般,2025-08-21
RV-931,SKU1603,CUST-2157,★5,一般,06/23/2026
RV-932,MD-1464,CUST-93,4,很好,2024-07-05
RV-933,MD-1502,CUST-4233,5,,09/04/2024
RV-934,SKU1070,CUST-1981,1,差评,07/26/2024
RV-935,SKU1767,CUST-996,★5,物流慢,06/24/2026
RV-936,SKU1490,CUST-3104,★4,差评,11/22/2026
RV-937,MD-1030,CUST-654,5,一般,2026-01-18
RV-938,MD-1467,CUST-3572,1,,07/24/2024
RV-939,MD-1305,CUST-4823,2,一般,08/01/2024
RV-940,R-1667,CUST-1315,★4,一般,27-06-2025
RV-941,MD-1442,CUST-1384,★5,差评,2026-03-02
RV-942,R-1146,CUST-2244,4,性价比高,2026-09-04
RV-943,REF-1559,CUST-367,4,一般,08/11/2025
RV-944,R-1736,CUST-2701,4,,2024-10-08
RV-945,R-1415,CUST-721,★4,性价比高,2025-05-15
RV-946,SKU1773,CUST-4609,5,很好,2024-12-11
RV-947,MD-1065,CUST-2409,1,很好,2026-07-20
RV-948,REF-1176,CUST-3924,5,,2025-08-05
RV-949,MD-1366,CUST-2776,★4,,2025-12-28
RV-950,SKU1222,CUST-1818,★5,,11/11/2025
RV-951,REF-1359,CUST-2643,★5,,13-07-2026
RV-952,SKU1321,CUST-1565,2,,2026-08-26
RV-953,R-1600,CUST-818,★5,物流慢,2025-04-08
RV-954,SKU1462,CUST-4396,4,性价比高,07/09/2024
RV-955,R-1460,CUST-2703,★5,,2025-10-20
RV-956,MD-1309,CUST-1744,4,,2025-01-25
