item_id,order_id,product_id,quantity,unit_price,subtotal
OI-3243,ORD-7794,R-1444,2,"$2,900.00","$8,326.00"
OI-3244,ORD-857,SKU1128,4,"$2,700.00",6071
OI-3245,ORD-14680,SKU1454,8,$471.00,"$21,843.00"
OI-3246,ORD-6289,SKU1247,7,2640,"12 999,00"
OI-3247,ORD-9817,MD-1122,9,4424,41298
OI-3248,ORD-5279,SKU1617,7,4 095,"$40,715.00"
OI-3249,ORD-6771,MD-1006,6,"$4,998.00",45 888
OI-3250,ORD-13604,REF-1255,7,"$3,931.00",37 007
OI-3251,ORD-12412,MD-1145,7,2183,"$35,032.00"
OI-3252,ORD-9976,MD-1729,6,583,23213
OI-3253,ORD-1446,REF-1138,2,"$5,123.00",48959
OI-3254,ORD-13267,R-1388,5,"1 144,00","36 764,00"
OI-3255,ORD-4318,SKU1656,7,3063,8090
OI-3256,ORD-1798,SKU1046,8,$490.00,25693
OI-3257,ORD-3468,REF-1294,9,"2 437,00",4628
OI-3258,ORD-7126,R-1494,1,"$4,603.00",32325
OI-3259,ORD-3978,REF-1232,8,2 336,"13 929,00"
OI-3260,ORD-1091,MD-1168,2,"$4,969.00",33932
OI-3261,ORD-1606,R-1301,1,4 727,"$24,192.00"
OI-3262,ORD-3369,REF-1232,1,883,48573
OI-3263,ORD-5883,REF-1622,1,4326,19072
OI-3264,ORD-8872,REF-1510,4,240,23469
OI-3265,ORD-14413,SKU1453,5,4493,23971
OI-3266,ORD-4025,SKU1384,7,1880,"3 979,00"
OI-3267,ORD-11514,R-1660,8,1 066,"$38,235.00"
OI-3268,ORD-13862,REF-1096,10,972,"$29,628.00"
OI-3269,ORD-5443,REF-1779,6,"$3,057.00",18971
OI-3270,ORD-6118,R-1132,8,3039,"24 348,00"
OI-3271,ORD-14858,REF-1045,8,703,33193
OI-3272,ORD-11032,REF-1073,1,4319,26644
OI-3273,ORD-9066,SKU1031,7,4130,40020
OI-3274,ORD-14651,SKU1346,8,3350,10264
OI-3275,ORD-8109,R-1476,6,"$3,484.00","23 747,00"
OI-3276,ORD-6903,R-1130,1,"$3,378.00",24 428
OI-3277,ORD-9383,SKU1060,5,3149,15815
OI-3278,ORD-2896,MD-1427,7,2740,31488
OI-3279,ORD-8797,MD-1309,10,4824,16313
OI-3280,ORD-1444,REF-1560,8,408,7 832
OI-3281,ORD-6854,MD-1496,1,2911,"$27,727.00"
OI-3282,ORD-14906,MD-1502,9,2 528,10969
OI-3283,ORD-13380,REF-1790,4,"$1,212.00","$18,486.00"
OI-3284,ORD-6936,SKU1318,3,"1 856,00","$33,147.00"
OI-3285,ORD-13257,MD-1538,4,1760,"$7,014.00"
OI-3286,ORD-6040,SKU1201,1,3277,46178
OI-3287,ORD-4054,R-1441,7,744,32415
OI-3288,ORD-7266,R-1660,4,5099,7175
OI-3289,ORD-1211,REF-1345,3,4804,48496
OI-3290,ORD-14335,MD-1202,4,4191,48856
OI-3291,ORD-6950,MD-1436,10,5182,17228
OI-3292,ORD-3822,MD-1167,10,"3 683,00","$29,497.00"
OI-3293,ORD-8280,R-1015,10,4 144,"$28,985.00"
OI-3294,ORD-5987,MD-1168,1,2 497,14 992
OI-3295,ORD-11961,REF-1799,2,"2 225,00",36382
OI-3296,ORD-5633,REF-1650,10,1503,"$2,772.00"
OI-3297,ORD-13105,REF-1779,1,2896,36834
OI-3298,ORD-7643,R-1334,5,4000,"$16,355.00"
OI-3299,ORD-6365,MD-1427,7,"$1,433.00",49841
OI-3300,ORD-3223,SKU1069,4,"$5,123.00","$24,164.00"
OI-3301,ORD-9944,R-1237,3,"2 315,00","41 455,00"
OI-3302,ORD-12045,REF-1734,7,1464,31043
OI-3303,ORD-9506,REF-1781,5,"$1,673.00","$34,755.00"
OI-3304,ORD-7432,MD-1151,9,"$2,830.00","$15,347.00"
OI-3305,ORD-8875,MD-1683,6,3926,"$40,520.00"
OI-3306,ORD-13663,MD-1421,3,"$2,458.00","$9,463.00"
OI-3307,ORD-12178,REF-1199,5,851,37717
OI-3308,ORD-9169,REF-1008,6,$486.00,"$48,992.00"
OI-3309,ORD-7051,SKU1402,6,3 625,"$36,000.00"
OI-3310,ORD-2113,SKU1044,6,3676,43 438
OI-3311,ORD-6909,MD-1528,5,769,"$38,204.00"
OI-3312,ORD-5607,MD-1200,10,4205,28081
OI-3313,ORD-9338,REF-1738,9,4386,6 041
OI-3314,ORD-11671,MD-1375,4,2 655,12943
OI-3315,ORD-4948,R-1301,1,1 831,16630
OI-3316,ORD-10442,REF-1405,1,4 148,"$48,506.00"
OI-3317,ORD-13753,MD-1064,7,2922,39583
OI-3318,ORD-11831,SKU1376,4,2823,28031
OI-3319,ORD-12701,R-1438,2,4748,33956
OI-3320,ORD-13346,REF-1363,3,4995,"$20,576.00"
OI-3321,ORD-8040,REF-1665,2,1232,30423
OI-3322,ORD-2279,REF-1323,4,"$5,190.00",38 830
OI-3323,ORD-1583,SKU1020,6,3191,"$7,793.00"
OI-3324,ORD-13215,SKU1755,3,"$1,815.00",33582
OI-3325,ORD-4683,MD-1052,3,"$2,891.00",47124
OI-3326,ORD-4899,REF-1629,5,"1 665,00","$38,855.00"
OI-3327,ORD-4378,R-1563,1,4 802,"34 094,00"
OI-3328,ORD-6969,SKU1024,7,3286,"$37,979.00"
OI-3329,ORD-9584,MD-1464,6,4021,9611
OI-3330,ORD-9783,REF-1244,3,4 569,18999
OI-3331,ORD-3262,R-1293,3,2373,"15 552,00"
OI-3332,ORD-11425,SKU1371,5,"$3,435.00",28879
OI-3333,ORD-12839,SKU1002,7,3093,49762
OI-3334,ORD-11660,SKU1572,10,3161,"$43,551.00"
OI-3335,ORD-12088,MD-1464,5,243,"16 949,00"
OI-3336,ORD-14663,SKU1744,2,537,42508
OI-3337,ORD-1611,REF-1728,9,4 718,29135
OI-3338,ORD-13015,REF-1121,5,1277,17841
OI-3339,ORD-8781,REF-1624,7,2366,"$19,522.00"
OI-3340,ORD-3309,R-1108,10,"$1,909.00",22111
OI-3341,ORD-12917,SKU1574,7,"$4,302.00","12 629,00"
OI-3342,ORD-13475,REF-1626,6,4232,"36 892,00"
OI-3343,ORD-8131,R-1124,9,"2 955,00","$34,915.00"
OI-3344,ORD-6111,R-1518,3,"$3,792.00",18120
OI-3345,ORD-2990,R-1590,3,3956,26198
OI-3346,ORD-13494,SKU1612,2,"3 769,00",25133
OI-3347,ORD-13821,REF-1026,2,$580.00,"$15,974.00"
OI-3348,ORD-8641,REF-1672,5,4750,35282
OI-3349,ORD-8852,SKU1675,3,2325,3793
OI-3350,ORD-14288,R-1175,5,2574,"$46,568.00"
OI-3351,ORD-7134,R-1606,9,$70.00,11 323
OI-3352,ORD-11788,MD-1091,5,"$2,359.00",13181
OI-3353,ORD-14604,R-1236,10,5 154,"$44,412.00"
OI-3354,ORD-2358,R-1193,2,"$2,631.00","$44,350.00"
OI-3355,ORD-10859,REF-1073,5,3746,"$35,194.00"
OI-3356,ORD-10107,SKU1100,2,1747,"$27,369.00"
OI-3357,ORD-3840,SKU1247,3,1183,"$48,672.00"
OI-3358,ORD-7924,REF-1300,3,"4 101,00",7234
OI-3359,ORD-2632,R-1039,1,1854,24841
OI-3360,ORD-9982,REF-1287,8,2321,27932
OI-3361,ORD-12028,MD-1729,2,481,20277
OI-3362,ORD-3314,SKU1416,6,161,"$19,679.00"
OI-3363,ORD-10389,SKU1723,7,461,40565
OI-3364,ORD-3024,SKU1114,1,4953,43667
OI-3365,ORD-7599,MD-1154,3,$629.00,2 042
OI-3366,ORD-615,MD-1639,4,3 438,21066
OI-3367,ORD-8426,R-1564,1,"$3,442.00",8522
OI-3368,ORD-9685,MD-1043,2,"$4,439.00",14 938
OI-3369,ORD-9438,R-1646,2,750,35216
OI-3370,ORD-8941,REF-1037,1,"4 932,00","$47,597.00"
OI-3371,ORD-8655,R-1545,6,"2 561,00",26486
OI-3372,ORD-4794,REF-1243,8,$542.00,20 234
OI-3373,ORD-3265,R-1267,5,"1 336,00","13 505,00"
OI-3374,ORD-2092,R-1157,4,3060,"$19,282.00"
OI-3375,ORD-13482,REF-1026,6,4369,"$3,363.00"
OI-3376,ORD-12307,SKU1088,10,3 135,24143
OI-3377,ORD-3833,REF-1747,-3,"610,00","$47,282.00"
OI-3378,ORD-10882,MD-1086,9,38,29514
OI-3379,ORD-2015,SKU1178,7,"$2,491.00","$16,621.00"
OI-3380,ORD-13741,REF-1799,10,"$1,982.00","25 645,00"
OI-3381,ORD-13116,R-1587,3,"$2,621.00",1737
OI-3382,ORD-1588,REF-1401,10,"$2,622.00",34896
OI-3383,ORD-13868,R-1544,4,3422,"$19,188.00"
OI-3384,ORD-8774,MD-1479,2,2266,1145
OI-3385,ORD-4322,SKU1773,9,"$3,581.00",37414
OI-3386,ORD-9116,REF-1294,4,"2 119,00",38 963
OI-3387,ORD-14798,MD-1726,2,3970,12857
OI-3388,ORD-3181,R-1108,6,1863,26430
OI-3389,ORD-11081,REF-1560,-5,3199,"$42,303.00"
OI-3390,ORD-9102,MD-1089,9,4083,"$18,278.00"
OI-3391,ORD-3735,REF-1552,4,3042,"$41,041.00"
OI-3392,ORD-20,REF-1546,5,"$2,123.00",16871
OI-3393,ORD-8900,R-1422,1,"1 194,00",48492
OI-3394,ORD-1800,R-1532,7,784,7 949
OI-3395,ORD-4852,MD-1107,7,"$2,026.00",5949
OI-3396,ORD-14738,R-1635,3,"$1,328.00",9804
OI-3397,ORD-367,SKU1272,6,4672,39521
OI-3398,ORD-2091,REF-1769,2,1155,1554
OI-3399,ORD-1368,MD-1702,7,"$1,708.00",42853
OI-3400,ORD-9068,R-1312,2,"2 666,00","$41,265.00"
OI-3401,ORD-5823,SKU1424,5,4598,26673
OI-3402,ORD-9853,REF-1199,1,"$1,649.00","$8,560.00"
OI-3403,ORD-3381,R-1460,9,"$3,837.00",42 242
OI-3404,ORD-1836,REF-1116,5,$917.00,6 211
OI-3405,ORD-5456,R-1288,5,898,"5 251,00"
OI-3406,ORD-7843,SKU1687,8,3418,"$18,037.00"
OI-3407,ORD-10883,SKU1445,9,2644,"$23,567.00"
OI-3408,ORD-11461,MD-1227,10,"$4,007.00",41654
OI-3409,ORD-603,REF-1092,4,"$2,015.00",13774
OI-3410,ORD-1000,MD-1043,6,4 755,"25 484,00"
OI-3411,ORD-117,R-1184,6,4999,32400
OI-3412,ORD-8354,MD-1212,8,4552,8069
OI-3413,ORD-14317,REF-1140,7,"$4,146.00",44254
OI-3414,ORD-1786,MD-1380,9,"4 875,00",42075
OI-3415,ORD-121,REF-1101,6,"$1,102.00",28475
OI-3416,ORD-3273,MD-1707,7,2465,"15 473,00"
OI-3417,ORD-3579,SKU1656,1,4976,32102
OI-3418,ORD-8669,REF-1057,10,"$2,746.00","$14,846.00"
OI-3419,ORD-10273,REF-1624,9,4 348,2 381
OI-3420,ORD-10348,REF-1173,8,"$4,211.00",7959
OI-3421,ORD-4097,SKU1298,4,"$2,889.00","$38,983.00"
OI-3422,ORD-13364,R-1752,6,3153,"$49,767.00"
OI-3423,ORD-6524,MD-1789,7,4132,18 052
OI-3424,ORD-11452,R-1770,9,"$1,657.00","$25,285.00"
OI-3425,ORD-6357,SKU1332,4,623,"$32,280.00"
OI-3426,ORD-13803,SKU1139,1,5053,17513
OI-3427,ORD-6172,SKU1106,7,"$1,801.00","$42,860.00"
OI-3428,ORD-11835,MD-1692,7,2918,16849
OI-3429,ORD-10660,MD-1636,10,2460,46116
OI-3430,ORD-10392,MD-1411,9,4681,20 762
OI-3431,ORD-2156,MD-1682,4,4906,48 382
OI-3432,ORD-8476,MD-1434,8,3505,47 690
OI-3433,ORD-9799,MD-1224,2,4375,"18 187,00"
OI-3434,ORD-12965,R-1499,4,1215,16401
OI-3435,ORD-3800,MD-1149,10,4874,"$21,695.00"
OI-3436,ORD-10636,R-1438,6,1724,"$23,837.00"
OI-3437,ORD-14538,R-1239,7,1994,"$11,497.00"
OI-3438,ORD-7444,MD-1509,9,4740,"3 205,00"
OI-3439,ORD-11694,MD-1467,7,3173,556
OI-3440,ORD-12875,REF-1715,2,"739,00","$8,817.00"
OI-3441,ORD-12422,REF-1559,8,"$1,999.00",20 397
OI-3442,ORD-11244,MD-1433,8,"$1,525.00","$40,192.00"
OI-3443,ORD-4465,REF-1345,8,1338,28992
OI-3444,ORD-10148,R-1389,10,"465,00",19278
OI-3445,ORD-10598,MD-1089,3,"$4,768.00",16 148
OI-3446,ORD-10208,MD-1107,-2,$886.00,10936
OI-3447,ORD-8156,R-1600,3,1398,32730
OI-3448,ORD-4412,MD-1434,4,"$1,108.00",7958
OI-3449,ORD-3375,R-1014,2,1709,"$20,406.00"
OI-3450,ORD-14498,REF-1073,6,"$5,020.00","34 802,00"
OI-3451,ORD-8530,REF-1316,3,3646,40823
OI-3452,ORD-3236,MD-1504,6,$607.00,11606
OI-3453,ORD-11156,R-1468,4,1530,18367
OI-3454,ORD-6344,R-1532,6,"640,00","$38,456.00"
OI-3455,ORD-5238,R-1475,6,2767,"23 371,00"
OI-3456,ORD-9030,R-1521,3,1636,10270
OI-3457,ORD-1411,SKU1547,10,"$3,034.00",12735
OI-3458,ORD-2064,REF-1261,6,"$2,760.00","$45,880.00"
OI-3459,ORD-9526,REF-1743,1,"3 443,00",21589
OI-3460,ORD-4110,R-1039,4,3267,16233
OI-3461,ORD-4324,R-1025,5,186,28926
OI-3462,ORD-10492,REF-1514,2,"$4,280.00","$29,447.00"
OI-3463,ORD-4742,R-1595,10,"$1,362.00",15974
OI-3464,ORD-13416,REF-1747,10,2368,"11 458,00"
OI-3465,ORD-14771,SKU1454,5,916,"$44,230.00"
OI-3466,ORD-13442,MD-1224,5,2943,"$12,337.00"
OI-3467,ORD-13240,REF-1566,1,"$2,493.00","$10,161.00"
OI-3468,ORD-3395,REF-1478,1,"1 485,00","$39,158.00"
OI-3469,ORD-13116,REF-1363,3,4145,"$35,960.00"
OI-3470,ORD-1210,REF-1226,6,1 340,"41 359,00"
OI-3471,ORD-13613,MD-1726,7,775,"$29,643.00"
OI-3472,ORD-2332,R-1532,7,912,46112
OI-3473,ORD-13148,R-1182,2,177,8983
OI-3474,ORD-2924,MD-1390,2,"3 119,00",22 672
OI-3475,ORD-9468,REF-1009,1,3103,"$33,916.00"
OI-3476,ORD-4542,SKU1231,10,$755.00,"$28,286.00"
OI-3477,ORD-2278,MD-1724,9,"$3,838.00",42102
OI-3478,ORD-12734,SKU1508,8,"$3,009.00",46746
OI-3479,ORD-6187,R-1019,10,3895,10 464
OI-3480,ORD-13289,MD-1689,1,4323,29867
OI-3481,ORD-14355,SKU1506,5,"$1,900.00","40 896,00"
OI-3482,ORD-12560,R-1389,9,$913.00,21889
OI-3483,ORD-6214,REF-1126,7,"$2,162.00",10989
OI-3484,ORD-10238,REF-1361,10,4904,35802
OI-3485,ORD-8304,R-1234,3,2 053,24882
OI-3486,ORD-10878,R-1187,2,$569.00,"$28,181.00"
OI-3487,ORD-6989,REF-1190,3,3967,"$14,455.00"
OI-3488,ORD-9168,R-1731,7,4 383,"$14,216.00"
OI-3489,ORD-4,MD-1227,10,$735.00,"$39,913.00"
OI-3490,ORD-925,R-1739,1,1631,1 039
OI-3491,ORD-12985,REF-1311,4,2537,36647
OI-3492,ORD-11801,SKU1218,6,2344,6524
OI-3493,ORD-878,R-1473,3,"$2,780.00",13834
OI-3494,ORD-2258,SKU1040,9,3558,"39 210,00"
OI-3495,ORD-10019,MD-1433,3,4362,"$49,224.00"
OI-3496,ORD-770,REF-1292,8,"$3,882.00",31453
OI-3497,ORD-8749,R-1475,2,3470,"$22,086.00"
OI-3498,ORD-13419,MD-1030,8,4029,44917
OI-3499,ORD-9566,SKU1218,5,1225,41348
OI-3500,ORD-2478,REF-1256,10,4508,"229,00"
OI-3501,ORD-5953,R-1725,8,"$1,605.00","$4,061.00"
OI-3502,ORD-6995,R-1233,4,5105,"$18,472.00"
OI-3503,ORD-2249,REF-1795,3,4611,2403
OI-3504,ORD-6688,SKU1470,7,567,16541
OI-3505,ORD-9195,MD-1380,6,"$1,958.00",16 457
OI-3506,ORD-10096,SKU1281,8,1377,47554
OI-3507,ORD-183,MD-1142,5,"$3,536.00",19 744
OI-3508,ORD-9986,REF-1008,10,"$2,159.00","$3,654.00"
OI-3509,ORD-11760,SKU1397,6,97,41537
OI-3510,ORD-10491,R-1320,10,483,"$45,378.00"
OI-3511,ORD-3184,SKU1472,1,2853,18279
OI-3512,ORD-612,MD-1549,7,$932.00,3 361
OI-3513,ORD-638,R-1385,8,606,"40 886,00"
OI-3514,ORD-14978,MD-1798,2,775,"$27,663.00"
OI-3515,ORD-2796,MD-1299,9,2 799,"$18,543.00"
OI-3516,ORD-13921,REF-1529,6,904,"798,00"
OI-3517,ORD-295,REF-1354,6,4081,8 118
OI-3518,ORD-8800,R-1320,5,2520,35925
OI-3519,ORD-8409,REF-1414,9,4 950,2 968
OI-3520,ORD-10827,REF-1483,7,4180,44453
OI-3521,ORD-720,REF-1696,6,1545,"20 863,00"
OI-3522,ORD-6184,REF-1554,4,"$5,190.00","$27,677.00"
OI-3523,ORD-13662,SKU1321,9,4944,36950
OI-3524,ORD-13496,R-1206,8,1152,16102
OI-3525,ORD-7724,REF-1743,5,641,16244
OI-3526,ORD-10426,REF-1491,1,3797,8731
OI-3527,ORD-3659,R-1563,10,2253,"$11,965.00"
OI-3528,ORD-14302,R-1388,10,1194,"$27,176.00"
OI-3529,ORD-12923,REF-1103,-1,4084,"$2,519.00"
OI-3530,ORD-14409,R-1751,6,"3 442,00",12346
OI-3531,ORD-13894,SKU1040,7,2024,9105
OI-3532,ORD-10711,MD-1098,8,"$1,467.00",36848
OI-3533,ORD-13476,SKU1088,2,"1 128,00","1 497,00"
OI-3534,ORD-14300,MD-1482,1,"993,00",32283
OI-3535,ORD-13596,R-1663,7,$588.00,9406
OI-3536,ORD-13454,REF-1743,7,80,18838
OI-3537,ORD-13654,SKU1066,2,2227,23765
OI-3538,ORD-5244,MD-1487,10,3390,"$6,090.00"
OI-3539,ORD-343,SKU1619,1,"$3,028.00","$35,679.00"
OI-3540,ORD-188,SKU1593,10,"$4,868.00","$1,397.00"
OI-3541,ORD-12738,SKU1321,2,1732,"9 447,00"
OI-3542,ORD-9527,SKU1423,3,"$4,242.00",17539
OI-3543,ORD-4898,R-1577,4,4478,"$6,950.00"
OI-3544,ORD-14695,REF-1715,1,3825,44 387
OI-3545,ORD-5864,R-1475,7,"$1,537.00",46155
OI-3546,ORD-2357,REF-1161,8,3543,"$29,779.00"
OI-3547,ORD-2838,SKU1585,5,"$3,874.00","$36,992.00"
OI-3548,ORD-4083,MD-1167,10,"$1,141.00","$19,501.00"
OI-3549,ORD-2685,SKU1398,7,"$3,065.00",37390
OI-3550,ORD-5601,REF-1622,1,3544,13834
OI-3551,ORD-11722,SKU1160,5,372,"$29,010.00"
OI-3552,ORD-2514,R-1422,10,"$2,477.00","$8,497.00"
OI-3553,ORD-5983,REF-1316,8,2457,"667,00"
OI-3554,ORD-6311,MD-1194,2,4009,10016
OI-3555,ORD-8060,MD-1098,10,"$1,600.00","$39,034.00"
OI-3556,ORD-9850,MD-1726,2,3569,43265
OI-3557,ORD-10107,SKU1368,2,1133,48032
OI-3558,ORD-9048,SKU1144,5,101,"21 099,00"
OI-3559,ORD-8572,R-1120,6,2744,47168
OI-3560,ORD-11158,SKU1031,5,1601,$323.00
OI-3561,ORD-2072,SKU1095,1,"$2,722.00","$8,277.00"
OI-3562,ORD-10051,REF-1405,3,$233.00,33848
OI-3563,ORD-3524,MD-1390,10,51,6 729
OI-3564,ORD-1839,SKU1324,3,2281,"$7,745.00"
OI-3565,ORD-1249,MD-1493,7,2176,8472
OI-3566,ORD-2288,REF-1063,9,5076,31767
OI-3567,ORD-8126,MD-1390,5,4937,"$23,561.00"
OI-3568,ORD-6862,SKU1454,7,$131.00,40710
OI-3569,ORD-1292,SKU1341,10,2 260,7837
OI-3570,ORD-10446,SKU1192,7,"$3,591.00",31585
OI-3571,ORD-12231,REF-1550,9,"$1,834.00",19052
OI-3572,ORD-10311,REF-1439,2,2065,48816
OI-3573,ORD-2689,SKU1106,8,4 753,34414
OI-3574,ORD-8784,SKU1341,4,203,38503
OI-3575,ORD-1776,MD-1061,5,4470,"$27,869.00"
OI-3576,ORD-3551,REF-1011,2,4265,"$43,400.00"
OI-3577,ORD-2007,REF-1176,8,2 868,"$17,609.00"
OI-3578,ORD-10247,MD-1113,1,"$2,050.00",10881
OI-3579,ORD-705,SKU1677,3,2530,"$3,718.00"
OI-3580,ORD-13640,R-1446,9,3 775,"$48,447.00"
OI-3581,ORD-2636,R-1663,1,2 776,"31 596,00"
OI-3582,ORD-14342,R-1698,10,2401,"$17,855.00"
OI-3583,ORD-2951,REF-1769,8,411,20 281
OI-3584,ORD-13028,MD-1471,10,"$2,026.00","$17,402.00"
OI-3585,ORD-10341,SKU1723,9,4975,32867
OI-3586,ORD-14194,REF-1695,9,1525,36250
OI-3587,ORD-8926,R-1035,2,1359,"$39,541.00"
OI-3588,ORD-6431,R-1078,7,$497.00,"$18,303.00"
OI-3589,ORD-8807,REF-1769,6,651,12 862
OI-3590,ORD-14068,SKU1472,9,3162,"$33,942.00"
OI-3591,ORD-13347,SKU1480,5,"$3,920.00","17 402,00"
OI-3592,ORD-7195,REF-1266,7,5004,"$24,019.00"
OI-3593,ORD-6894,SKU1218,3,5141,"$23,502.00"
OI-3594,ORD-11881,MD-1052,-1,$488.00,23080
OI-3595,ORD-12427,MD-1421,4,5151,"7 535,00"
OI-3596,ORD-2180,MD-1131,8,457,47000
OI-3597,ORD-2902,REF-1684,8,4863,"41 278,00"
OI-3598,ORD-6488,REF-1431,8,"$4,842.00",33396
OI-3599,ORD-13656,MD-1757,5,866,47309
OI-3600,ORD-8223,SKU1480,6,"$2,427.00",35476
OI-3601,ORD-6787,R-1614,7,"$1,228.00","$1,527.00"
OI-3602,ORD-7847,REF-1338,7,439,26552
OI-3603,ORD-4784,REF-1491,8,1484,"$10,273.00"
OI-3604,ORD-9993,MD-1204,4,"$2,310.00",556
OI-3605,ORD-1004,MD-1522,7,"$2,673.00",12065
OI-3606,ORD-3508,SKU1668,4,1991,33283
OI-3607,ORD-7391,SKU1384,2,4358,"$31,006.00"
OI-3608,ORD-10782,MD-1549,5,"4 914,00","10 340,00"
OI-3609,ORD-10247,REF-1696,8,859,1107
OI-3610,ORD-2669,REF-1655,9,$263.00,22581
OI-3611,ORD-2788,REF-1531,3,849,21 940
OI-3612,ORD-918,REF-1199,3,2390,6312
OI-3613,ORD-2024,R-1441,3,$592.00,32 413
OI-3614,ORD-9085,R-1705,3,"$1,040.00",35 189
OI-3615,ORD-66,R-1440,2,"3 717,00","$39,832.00"
OI-3616,ORD-2993,SKU1055,10,4522,10 430
OI-3617,ORD-14270,R-1475,6,1853,32838
OI-3618,ORD-10440,MD-1433,5,"$1,708.00",10527
OI-3619,ORD-11376,REF-1706,6,4358,11941
OI-3620,ORD-11541,SKU1621,2,"4 774,00","31 122,00"
OI-3621,ORD-6309,SKU1395,6,684,"$47,504.00"
OI-3622,ORD-13481,MD-1358,8,$244.00,15345
OI-3623,ORD-8719,REF-1307,4,"$4,077.00",20882
OI-3624,ORD-910,SKU1599,6,"$1,276.00",26305
OI-3625,ORD-1582,MD-1792,7,37,45 366
OI-3626,ORD-10769,R-1252,6,4806,49731
OI-3627,ORD-9473,MD-1522,5,"$1,060.00",47422
OI-3628,ORD-10121,MD-1303,9,4 907,"28 937,00"
OI-3629,ORD-7748,MD-1023,3,753,38669
OI-3630,ORD-13552,R-1564,2,"$1,386.00",601
OI-3631,ORD-11538,R-1578,-3,3358,"$32,089.00"
OI-3632,ORD-11746,R-1648,10,4003,37815
OI-3633,ORD-3447,REF-1155,4,1059,43 744
OI-3634,ORD-10859,REF-1685,6,"$5,086.00","$9,927.00"
OI-3635,ORD-5652,SKU1406,7,"$4,726.00",13673
OI-3636,ORD-4923,REF-1507,3,5 146,"$44,880.00"
OI-3637,ORD-3607,REF-1775,4,"$4,520.00",23301
OI-3638,ORD-1684,R-1206,8,1143,42 421
OI-3639,ORD-1954,R-1520,7,"$4,144.00",3514
OI-3640,ORD-6310,R-1315,7,2 046,24411
OI-3641,ORD-4045,SKU1620,10,3849,"$47,648.00"
OI-3642,ORD-1196,MD-1628,4,4 560,"29 980,00"
OI-3643,ORD-281,REF-1075,6,2235,"32 881,00"
OI-3644,ORD-9533,R-1700,8,"$4,463.00",14452
OI-3645,ORD-8831,SKU1582,3,$108.00,40057
OI-3646,ORD-10538,R-1415,4,"$2,169.00","$37,978.00"
OI-3647,ORD-13070,R-1237,1,"$5,116.00","$3,464.00"
OI-3648,ORD-6567,REF-1136,7,4514,4473
OI-3649,ORD-11013,R-1678,-3,3578,1133
OI-3650,ORD-3136,MD-1205,7,3070,7 935
OI-3651,ORD-3309,R-1117,3,2 732,325
OI-3652,ORD-6867,REF-1028,8,2526,"28 634,00"
OI-3653,ORD-12621,SKU1318,6,1066,"$49,750.00"
OI-3654,ORD-10399,MD-1411,10,3475,45013
OI-3655,ORD-2420,R-1348,6,"$2,957.00",24 812
OI-3656,ORD-14320,SKU1469,8,1659,44 526
OI-3657,ORD-9636,SKU1327,2,"$3,506.00","$41,456.00"
OI-3658,ORD-4309,R-1498,4,4 742,"$3,673.00"
OI-3659,ORD-2069,R-1481,3,4 215,19356
OI-3660,ORD-751,REF-1141,-4,4994,10142
OI-3661,ORD-9622,SKU1321,2,4933,$346.00
OI-3662,ORD-2270,SKU1356,2,3950,40376
OI-3663,ORD-13746,REF-1083,7,5065,"$5,603.00"
OI-3664,ORD-3224,R-1518,3,$931.00,$260.00
OI-3665,ORD-9205,REF-1777,6,"$2,246.00",48631
OI-3666,ORD-14567,R-1648,4,"$4,553.00",6312
OI-3667,ORD-11259,SKU1198,1,"$2,303.00",21360
OI-3668,ORD-7242,MD-1379,10,"1 039,00","49 489,00"
OI-3669,ORD-7135,SKU1508,5,"$4,867.00","$36,047.00"
OI-3670,ORD-10928,REF-1162,9,"5 042,00",17842
OI-3671,ORD-14385,REF-1216,6,4796,28018
OI-3672,ORD-14244,REF-1391,5,1679,18502
OI-3673,ORD-13585,SKU1484,3,"$2,405.00","$29,765.00"
OI-3674,ORD-3126,R-1146,2,207,"$43,255.00"
OI-3675,ORD-13776,MD-1557,5,"$1,074.00",3857
OI-3676,ORD-13760,SKU1764,3,3181,16846
OI-3677,ORD-12763,REF-1684,3,"$3,297.00","$21,341.00"
OI-3678,ORD-4986,R-1349,9,"$3,261.00",23788
OI-3679,ORD-7517,SKU1773,7,"$4,769.00","$20,697.00"
OI-3680,ORD-10354,MD-1639,9,2911,39203
OI-3681,ORD-3884,R-1663,2,248,"$25,385.00"
OI-3682,ORD-4072,MD-1052,6,"$4,432.00","$48,699.00"
OI-3683,ORD-12786,SKU1406,6,"$3,821.00",37516
OI-3684,ORD-11101,REF-1519,3,2362,"32 927,00"
OI-3685,ORD-8333,MD-1526,3,$668.00,44 593
OI-3686,ORD-7745,SKU1607,8,"$1,162.00",10125
OI-3687,ORD-14903,R-1353,2,"$4,639.00","$33,141.00"
OI-3688,ORD-2184,REF-1685,8,$199.00,"$2,392.00"
OI-3689,ORD-8645,SKU1742,9,"$1,945.00",19198
OI-3690,ORD-11252,REF-1163,2,2212,26239
OI-3691,ORD-13416,SKU1750,5,1 962,7874
OI-3692,ORD-9532,SKU1621,7,4331,26913
OI-3693,ORD-11308,REF-1313,2,2 381,16992
OI-3694,ORD-3177,R-1112,7,"2 361,00","$19,725.00"
OI-3695,ORD-11974,R-1132,10,1689,"$16,931.00"
OI-3696,ORD-692,SKU1231,4,1831,35126
OI-3697,ORD-7401,SKU1046,10,657,6186
