membership_id,customer_id,level,points
M-788,CUST-1356,SILVER,31507
M-789,CUST-1474,GOLD,45194
M-790,CUST-449,gold,26175
M-791,CUST-4411,SILVER,3786
M-792,CUST-447,SILVER,3601
M-793,CUST-1228,silver,24270
M-794,CUST-3216,silver,23815
M-795,CUST-280,SILVER,35494
M-796,CUST-989,Gold,29177
M-797,CUST-958,GOLD,46404
M-798,CUST-2770,gold,34038
M-799,CUST-3431,silver,13586
M-800,CUST-2173,silver,13434
M-801,CUST-1149,Gold,35925
M-802,CUST-3992,silver,5972
M-803,CUST-4595,silver,43105
M-804,CUST-52,SILVER,29197
M-805,CUST-1833,GOLD,16224
M-806,CUST-907,silver,13493
M-807,CUST-4952,SILVER,4798
M-808,CUST-3046,bronze,11506
M-809,CUST-2818,gold,3892
M-810,CUST-4675,silver,30606
M-811,CUST-2958,GOLD,21777
M-812,CUST-3768,gold,23792
M-813,CUST-2623,Gold,3027
M-814,CUST-4918,bronze,41443
M-815,CUST-260,Gold,29873
M-816,CUST-4205,Gold,8095
M-817,CUST-1096,bronze,10190
M-818,CUST-3393,bronze,3593
M-819,CUST-2699,Gold,41420
M-820,CUST-2738,gold,1749
M-821,CUST-1834,GOLD,36916
M-822,CUST-1074,Gold,47274
M-823,CUST-546,bronze,26957
M-824,CUST-593,GOLD,21910
M-825,CUST-1857,silver,49460
M-826,CUST-3039,GOLD,32901
M-827,CUST-4321,Gold,42557
M-828,CUST-1463,GOLD,47942
M-829,CUST-587,GOLD,24233
M-830,CUST-982,bronze,18963
M-831,CUST-3234,Gold,12737
M-832,CUST-178,Gold,21548
M-833,CUST-154,gold,10060
M-834,CUST-1712,gold,16975
M-835,CUST-1912,SILVER,3040
M-836,CUST-2488,gold,4591
M-837,CUST-2978,SILVER,23768
M-838,CUST-2418,Gold,16329
M-839,CUST-4312,Gold,31962
M-840,CUST-3114,SILVER,47820
M-841,CUST-2347,bronze,19344
M-842,CUST-1557,gold,29785
M-843,CUST-520,gold,38097
M-844,CUST-4578,GOLD,39525
M-845,CUST-1398,silver,23931
M-846,CUST-1769,gold,27437
M-847,CUST-3323,GOLD,16247
M-848,CUST-2899,GOLD,48771
M-849,CUST-3550,Gold,19059
M-850,CUST-309,bronze,39311
M-851,CUST-315,SILVER,41977
M-852,CUST-3470,GOLD,43050
M-853,CUST-749,silver,40824
M-854,CUST-1211,Gold,49001
M-855,CUST-2625,GOLD,12241
M-856,CUST-4593,GOLD,6244
M-857,CUST-1777,bronze,44524
M-858,CUST-1000,Gold,6538
M-859,CUST-2557,bronze,14634
M-860,CUST-1983,bronze,40922
M-861,CUST-4358,gold,19984
M-862,CUST-3174,SILVER,26718
M-863,CUST-2207,gold,4998
M-864,CUST-4172,bronze,48581
M-865,CUST-395,silver,38972
M-866,CUST-580,bronze,16532
M-867,CUST-1046,Gold,7678
M-868,CUST-4186,SILVER,36990
M-869,CUST-3793,Gold,17292
M-870,CUST-3660,Gold,20194
M-871,CUST-1526,silver,26488
M-872,CUST-1968,silver,4306
M-873,CUST-3335,Gold,45549
M-874,CUST-4159,bronze,49316
M-875,CUST-3496,gold,11114
M-876,CUST-496,GOLD,3303
M-877,CUST-110,Gold,36113
M-878,CUST-3327,SILVER,18532
M-879,CUST-1069,SILVER,25690
M-880,CUST-3476,silver,4980
M-881,CUST-4555,GOLD,36897
M-882,CUST-2700,SILVER,38386
M-883,CUST-2861,bronze,49413
M-884,CUST-3390,GOLD,4672
M-885,CUST-2692,GOLD,5980
M-886,CUST-1539,bronze,38391
M-887,CUST-1323,SILVER,26755
M-888,CUST-145,GOLD,23428
M-889,CUST-1078,Gold,13531
M-890,CUST-522,Gold,18651
M-891,CUST-2418,SILVER,9914
M-892,CUST-3964,silver,24756
M-893,CUST-4388,silver,20727
M-894,CUST-580,GOLD,43620
M-895,CUST-2079,SILVER,28432
M-896,CUST-2276,bronze,101
M-897,CUST-4596,silver,26532
M-898,CUST-51,SILVER,1065
M-899,CUST-2544,Gold,46360
M-900,CUST-1987,gold,34092
M-901,CUST-4081,gold,13091
M-902,CUST-4570,SILVER,37734
M-903,CUST-2116,bronze,47556
M-904,CUST-754,SILVER,9727
M-905,CUST-4795,Gold,19415
M-906,CUST-167,bronze,37126
M-907,CUST-4858,Gold,48016
M-908,CUST-4641,bronze,35880
M-909,CUST-1011,silver,43504
M-910,CUST-2905,Gold,23687
M-911,CUST-4793,GOLD,11637
M-912,CUST-4681,Gold,6354
M-913,CUST-1873,silver,9976
M-914,CUST-4763,GOLD,15170
M-915,CUST-2620,bronze,28223
M-916,CUST-3066,silver,14456
M-917,CUST-4453,bronze,12070
M-918,CUST-4492,silver,39590
M-919,CUST-3770,Gold,19086
M-920,CUST-4284,GOLD,14807
M-921,CUST-1566,GOLD,19024
M-922,CUST-3641,bronze,17316
M-923,CUST-408,GOLD,3427
M-924,CUST-1434,GOLD,29845
M-925,CUST-3771,gold,35690
M-926,CUST-1923,SILVER,43558
M-927,CUST-2367,SILVER,35699
M-928,CUST-4609,bronze,41444
M-929,CUST-50,bronze,8137
M-930,CUST-3407,SILVER,28050
M-931,CUST-3859,SILVER,29627
M-932,CUST-600,GOLD,24504
M-933,CUST-4728,silver,3265
M-934,CUST-3731,silver,25793
M-935,CUST-2790,silver,36763
M-936,CUST-1244,bronze,5398
M-937,CUST-946,GOLD,44377
M-938,CUST-2976,Gold,27146
M-939,CUST-1423,silver,19671
M-940,CUST-284,gold,16696
M-941,CUST-3311,GOLD,26807
M-942,CUST-4075,gold,9266
M-943,CUST-2052,SILVER,35155
M-944,CUST-2742,bronze,33634
M-945,CUST-462,silver,37403
M-946,CUST-2951,silver,27185
M-947,CUST-393,SILVER,21023
M-948,CUST-2723,bronze,48362
M-949,CUST-924,GOLD,30531
M-950,CUST-1669,GOLD,22528
M-951,CUST-3105,silver,6654
M-952,CUST-443,GOLD,44336
M-953,CUST-3420,Gold,46280
M-954,CUST-2164,silver,40188
M-955,CUST-3278,Gold,45759
M-956,CUST-2385,silver,36666
M-957,CUST-4450,SILVER,11212
M-958,CUST-1171,GOLD,4861
M-959,CUST-4067,GOLD,27183
M-960,CUST-3084,Gold,2113
M-961,CUST-1694,silver,49579
M-962,CUST-1162,GOLD,22658
M-963,CUST-3766,silver,35108
M-964,CUST-1793,Gold,12734
M-965,CUST-695,SILVER,40182
M-966,CUST-2859,Gold,18535
M-967,CUST-3633,bronze,25453
M-968,CUST-1855,bronze,45049
M-969,CUST-4708,gold,46609
M-970,CUST-3907,gold,1155
M-971,CUST-2199,Gold,11361
M-972,CUST-4740,bronze,18283
M-973,CUST-4383,silver,49876
M-974,CUST-4133,Gold,21189
M-975,CUST-3036,SILVER,20864
M-976,CUST-1166,silver,16835
M-977,CUST-2686,GOLD,40781
M-978,CUST-1107,SILVER,8324
M-979,CUST-1468,gold,8320
M-980,CUST-1325,bronze,21233
M-981,CUST-3654,silver,36413
M-982,CUST-961,Gold,48225
M-983,CUST-3460,gold,38221
M-984,CUST-3381,GOLD,24815
M-985,CUST-3410,gold,34973
M-986,CUST-3876,Gold,24229
M-987,CUST-1423,gold,28897
M-988,CUST-4470,SILVER,49798
M-989,CUST-1552,GOLD,21083
M-990,CUST-9,Gold,17252
M-991,CUST-3452,SILVER,41327
M-992,CUST-3877,GOLD,42253
M-993,CUST-1859,silver,3903
M-994,CUST-2498,GOLD,40256
M-995,CUST-1080,Gold,5708
M-996,CUST-4029,bronze,47057
M-997,CUST-2480,silver,42467
M-998,CUST-2602,SILVER,26623
M-999,CUST-1906,GOLD,14168
M-1000,CUST-640,gold,192
M-1001,CUST-3073,bronze,3631
M-1002,CUST-3001,silver,1921
M-1003,CUST-565,bronze,19999
M-1004,CUST-2146,silver,28098
M-1005,CUST-361,bronze,4745
M-1006,CUST-4634,silver,47489
M-1007,CUST-2071,SILVER,1088
M-1008,CUST-2353,SILVER,31902
M-1009,CUST-3439,SILVER,25817
M-1010,CUST-3990,SILVER,7523
M-1011,CUST-935,Gold,30591
M-1012,CUST-4697,Gold,47486
M-1013,CUST-2353,silver,28954
M-1014,CUST-2177,bronze,7124
M-1015,CUST-60,silver,43653
M-1016,CUST-1379,GOLD,8794
M-1017,CUST-4975,gold,21086
M-1018,CUST-2424,silver,18262
M-1019,CUST-4307,GOLD,1789
M-1020,CUST-4780,gold,29107
M-1021,CUST-2954,GOLD,15069
M-1022,CUST-4085,SILVER,9364
M-1023,CUST-4752,Gold,649
M-1024,CUST-385,bronze,43918
M-1025,CUST-2322,gold,24240
M-1026,CUST-216,silver,39710
M-1027,CUST-3386,Gold,14552
M-1028,CUST-2124,bronze,39676
M-1029,CUST-927,GOLD,3493
M-1030,CUST-3769,GOLD,27595
M-1031,CUST-1285,bronze,35984
M-1032,CUST-1642,bronze,24734
M-1033,CUST-4874,SILVER,14990
M-1034,CUST-1539,Gold,17866
M-1035,CUST-2228,bronze,20536
M-1036,CUST-1251,bronze,38591
M-1037,CUST-1657,GOLD,45215
M-1038,CUST-2206,GOLD,37955
M-1039,CUST-3546,SILVER,40909
M-1040,CUST-1109,gold,11955
M-1041,CUST-1392,GOLD,22263
M-1042,CUST-472,GOLD,6677
M-1043,CUST-3172,silver,14439
M-1044,CUST-1113,gold,42923
M-1045,CUST-569,SILVER,31104
M-1046,CUST-2346,GOLD,22875
M-1047,CUST-4402,Gold,37879
M-1048,CUST-4134,GOLD,18429
M-1049,CUST-970,gold,898
M-1050,CUST-2674,Gold,37904
M-1051,CUST-1416,silver,856
M-1052,CUST-3004,silver,5757
M-1053,CUST-1760,bronze,669
M-1054,CUST-3011,silver,36382
M-1055,CUST-474,Gold,37032
M-1056,CUST-2055,bronze,7598
M-1057,CUST-4732,bronze,617
M-1058,CUST-2484,Gold,49503
M-1059,CUST-420,GOLD,31997
M-1060,CUST-2420,Gold,28472
M-1061,CUST-396,silver,31164
M-1062,CUST-2022,gold,49565
M-1063,CUST-715,gold,16768
M-1064,CUST-4124,silver,44286
M-1065,CUST-1215,Gold,5161
M-1066,CUST-3274,bronze,40749
M-1067,CUST-2220,bronze,37501
M-1068,CUST-984,silver,7624
M-1069,CUST-3758,SILVER,14130
M-1070,CUST-4470,gold,49893
M-1071,CUST-12,silver,18547
M-1072,CUST-4044,silver,39090
M-1073,CUST-34,Gold,18358
M-1074,CUST-4318,bronze,45259
M-1075,CUST-1660,gold,28016
M-1076,CUST-3808,silver,15246
M-1077,CUST-2810,GOLD,24211
M-1078,CUST-1937,SILVER,43372
M-1079,CUST-153,SILVER,42351
M-1080,CUST-3725,gold,25689
M-1081,CUST-4652,silver,39117
M-1082,CUST-3137,bronze,21605
M-1083,CUST-4336,SILVER,44550
M-1084,CUST-853,bronze,3905
M-1085,CUST-4087,gold,12052
M-1086,CUST-1287,Gold,12993
M-1087,CUST-4682,SILVER,48055
M-1088,CUST-2510,GOLD,33275
M-1089,CUST-3001,SILVER,38297
M-1090,CUST-1939,gold,15469
M-1091,CUST-133,SILVER,17783
M-1092,CUST-3220,gold,11533
M-1093,CUST-195,bronze,29366
M-1094,CUST-1081,silver,34155
M-1095,CUST-1000,Gold,10247
M-1096,CUST-4628,gold,42479
M-1097,CUST-901,gold,39510
M-1098,CUST-4376,bronze,47976
M-1099,CUST-4710,SILVER,5514
M-1100,CUST-2157,gold,1007
M-1101,CUST-294,GOLD,36814
M-1102,CUST-4513,silver,19912
M-1103,CUST-2627,gold,38668
M-1104,CUST-3254,GOLD,29775
M-1105,CUST-3142,silver,24789
M-1106,CUST-279,bronze,36198
M-1107,CUST-4626,silver,19637
M-1108,CUST-577,silver,21
M-1109,CUST-576,bronze,9332
M-1110,CUST-721,gold,45315
M-1111,CUST-1971,bronze,36313
M-1112,CUST-2768,bronze,31835
M-1113,CUST-1026,SILVER,42680
M-1114,CUST-2956,Gold,37293
M-1115,CUST-3220,silver,39301
M-1116,CUST-3574,silver,35816
M-1117,CUST-3053,silver,38230
M-1118,CUST-1421,Gold,39886
M-1119,CUST-4833,GOLD,14848
M-1120,CUST-375,silver,2469
M-1121,CUST-2502,gold,42267
M-1122,CUST-2253,GOLD,42437
M-1123,CUST-2378,bronze,21812
M-1124,CUST-4678,silver,33285
M-1125,CUST-1787,GOLD,18621
M-1126,CUST-1390,GOLD,898
M-1127,CUST-4174,GOLD,40505
M-1128,CUST-4214,SILVER,710
M-1129,CUST-1794,GOLD,14741
M-1130,CUST-383,gold,33636
M-1131,CUST-4895,gold,21305
M-1132,CUST-2745,Gold,28414
M-1133,CUST-2393,silver,26836
M-1134,CUST-1645,SILVER,28187
M-1135,CUST-4733,Gold,46041
M-1136,CUST-857,silver,36745
M-1137,CUST-4952,silver,1974
M-1138,CUST-2397,gold,44816
M-1139,CUST-185,SILVER,10802
M-1140,CUST-858,silver,24214
M-1141,CUST-1014,SILVER,47761
M-1142,CUST-310,bronze,9083
M-1143,CUST-2442,bronze,35983
M-1144,CUST-3516,Gold,6190
M-1145,CUST-660,silver,34628
M-1146,CUST-4946,SILVER,30165
M-1147,CUST-2833,Gold,15956
M-1148,CUST-2367,SILVER,28646
M-1149,CUST-1540,GOLD,30622
M-1150,CUST-1314,GOLD,26071
M-1151,CUST-1161,silver,31916
M-1152,CUST-2375,gold,23600
M-1153,CUST-3375,Gold,34724
M-1154,CUST-792,gold,38293
M-1155,CUST-4902,gold,9677
M-1156,CUST-2418,GOLD,26901
M-1157,CUST-3059,GOLD,23211
M-1158,CUST-4797,GOLD,16601
M-1159,CUST-4757,Gold,14917
M-1160,CUST-962,Gold,41501
M-1161,CUST-1566,GOLD,9193
M-1162,CUST-1529,silver,31933
M-1163,CUST-63,silver,18746
M-1164,CUST-2016,GOLD,9602
M-1165,CUST-584,Gold,44523
M-1166,CUST-1881,silver,9101
M-1167,CUST-1657,GOLD,29446
M-1168,CUST-44,bronze,38748
M-1169,CUST-566,SILVER,7187
M-1170,CUST-3444,GOLD,42297
M-1171,CUST-643,bronze,4466
M-1172,CUST-4242,bronze,19860
M-1173,CUST-2613,GOLD,49347
M-1174,CUST-2457,gold,48699
M-1175,CUST-4380,GOLD,24886
M-1176,CUST-4647,Gold,46043
M-1177,CUST-3213,bronze,49236
M-1178,CUST-2148,silver,9284
M-1179,CUST-4187,bronze,20988
M-1180,CUST-3383,GOLD,36640
M-1181,CUST-1817,gold,24602
M-1182,CUST-167,SILVER,11510
M-1183,CUST-3140,GOLD,26274
M-1184,CUST-1183,silver,35026
M-1185,CUST-1703,SILVER,6479
M-1186,CUST-3953,SILVER,40389
M-1187,CUST-1560,gold,32767
M-1188,CUST-2454,Gold,41867
M-1189,CUST-2151,GOLD,13740
M-1190,CUST-1733,GOLD,15490
M-1191,CUST-4487,Gold,25924
M-1192,CUST-3820,bronze,8736
M-1193,CUST-111,SILVER,8231
M-1194,CUST-2348,gold,44950
M-1195,CUST-2757,SILVER,25732
M-1196,CUST-3826,GOLD,22580
M-1197,CUST-673,bronze,42710
M-1198,CUST-4556,bronze,39176
M-1199,CUST-2872,Gold,17003
M-1200,CUST-976,SILVER,26894
