shipment_id,order_id,shipped_date,delivered_date,carrier,delivery_days
SH-2692,ORD-5366,2026-08-07,12/23/2026,圆通,2
SH-2693,ORD-8041,25-12-2025,23-01-2025,京东物流,15
SH-2694,ORD-1537,01/20/2025,07-11-2024,顺丰,1
SH-2695,ORD-13796,2025-04-25,2025-12-14,京东物流,3
SH-2696,ORD-11976,20-08-2024,02/13/2025,邮政,3
SH-2697,ORD-8275,04/19/2026,02/19/2024,京东物流,2
SH-2698,ORD-409,10/16/2025,04/15/2025,京东物流,1
SH-2699,ORD-7189,2024-07-08,2024-04-12,京东物流,2
SH-2700,ORD-5797,2025-03-06,05/13/2024,顺丰,1
SH-2701,ORD-2440,26-01-2024,2025-08-08,顺丰,2
SH-2702,ORD-1198,12/09/2026,2024-08-21,顺丰,3
SH-2703,ORD-5461,2025-08-25,01/09/2025,邮政,20
SH-2704,ORD-12260,2026-06-13,03/14/2025,顺丰,1
SH-2705,ORD-9933,14-02-2024,11-08-2026,京东物流,3
SH-2706,ORD-459,07/22/2024,19-02-2025,顺丰,4
SH-2707,ORD-4966,10/04/2024,10-06-2026,中通,7
SH-2708,ORD-10025,2025-03-22,2025-12-28,顺丰,3
SH-2709,ORD-7419,03/16/2025,2026-05-20,京东物流,5
SH-2710,ORD-7761,2026-08-22,2024-06-05,圆通,24
SH-2711,ORD-3797,2025-06-23,2025-01-08,顺丰,3
SH-2712,ORD-7530,2025-04-19,08/19/2024,京东物流,28
SH-2713,ORD-9161,28-07-2026,2024-10-25,顺丰,2
SH-2714,ORD-5272,01/17/2025,2025-05-03,邮政,1
SH-2715,ORD-1166,2026-08-13,06/28/2025,邮政,1
SH-2716,ORD-11956,09-05-2026,02-12-2024,邮政,7
SH-2717,ORD-3293,11/19/2025,2024-12-24,圆通,4
SH-2718,ORD-10730,2026-03-11,07/06/2024,顺丰,5
SH-2719,ORD-5830,11/07/2024,13-06-2025,圆通,13
SH-2720,ORD-5064,10/10/2026,2024-12-12,顺丰,2
SH-2721,ORD-1969,2025-10-27,2026-12-11,邮政,1
SH-2722,ORD-7794,2024-12-20,2026-03-04,圆通,5
SH-2723,ORD-11895,2026-06-18,2026-11-07,邮政,2
SH-2724,ORD-336,2025-05-03,2025-07-11,京东物流,1
SH-2725,ORD-3839,08/02/2025,2025-07-02,中通,7
SH-2726,ORD-14525,2026-07-26,20-11-2025,顺丰,6
SH-2727,ORD-13212,23-06-2024,2024-02-08,圆通,12
SH-2728,ORD-12349,28-03-2024,06/27/2024,京东物流,6
SH-2729,ORD-12125,2024-09-12,21-03-2024,邮政,2
SH-2730,ORD-2619,2024-01-18,2024-12-25,京东物流,29
SH-2731,ORD-9707,2026-04-18,12-08-2024,京东物流,5
SH-2732,ORD-384,2024-11-06,12/23/2026,邮政,4
SH-2733,ORD-6915,2024-10-16,06/19/2026,中通,6
SH-2734,ORD-13844,2024-10-03,2026-06-12,中通,4
SH-2735,ORD-4988,03/22/2024,05/12/2024,邮政,7
SH-2736,ORD-13787,22-05-2025,2025-11-16,中通,2
SH-2737,ORD-1775,2025-01-18,10/04/2024,顺丰,6
SH-2738,ORD-4861,24-02-2025,02/10/2026,京东物流,1
SH-2739,ORD-12901,06/14/2024,2024-08-26,圆通,4
SH-2740,ORD-8973,2025-09-05,07/19/2025,邮政,3
SH-2741,ORD-2831,11/09/2025,2026-07-23,顺丰,2
SH-2742,ORD-7146,18-09-2025,07/23/2024,邮政,1
SH-2743,ORD-857,2024-04-11,22-03-2024,邮政,4
SH-2744,ORD-3160,19-10-2025,2024-06-21,中通,18
SH-2745,ORD-8634,2026-06-23,01-04-2026,顺丰,4
SH-2746,ORD-3821,2026-06-10,2024-10-12,邮政,4
SH-2747,ORD-13865,2026-02-02,2024-11-13,顺丰,3
SH-2748,ORD-14990,2025-09-20,01/23/2026,圆通,5
SH-2749,ORD-4654,27-06-2024,11/15/2024,中通,7
SH-2750,ORD-11900,16-10-2026,05-02-2025,圆通,6
SH-2751,ORD-7362,10/25/2024,11-10-2025,京东物流,1
SH-2752,ORD-1298,09-01-2025,2024-03-21,邮政,4
SH-2753,ORD-8676,02/09/2026,2025-10-25,圆通,7
SH-2754,ORD-12422,10/08/2025,08/16/2026,京东物流,11
SH-2755,ORD-13173,2026-10-20,2025-06-18,圆通,6
SH-2756,ORD-12235,03/22/2025,08/27/2025,圆通,14
SH-2757,ORD-12166,2026-06-22,01/25/2025,京东物流,6
SH-2758,ORD-1027,2025-10-06,2024-01-24,中通,26
SH-2759,ORD-2330,02/20/2025,2026-05-01,邮政,4
SH-2760,ORD-578,18-09-2024,2026-09-11,圆通,1
SH-2761,ORD-12349,05/26/2024,2024-10-03,圆通,2
SH-2762,ORD-7727,11/11/2024,2024-11-22,中通,7
SH-2763,ORD-13122,07/24/2024,14-05-2025,中通,7
SH-2764,ORD-6507,2024-04-08,02/25/2025,邮政,8
SH-2765,ORD-7301,03/06/2024,2026-12-20,京东物流,4
SH-2766,ORD-13464,2024-04-13,07/06/2024,圆通,4
SH-2767,ORD-8627,02/27/2025,02/04/2026,顺丰,5
SH-2768,ORD-12001,07/12/2025,2025-09-14,邮政,1
SH-2769,ORD-2057,2026-10-15,02/28/2024,顺丰,2
SH-2770,ORD-1752,2025-12-12,02-04-2026,顺丰,3
SH-2771,ORD-9292,10/07/2024,2025-10-06,京东物流,3
SH-2772,ORD-4444,10-12-2024,02/21/2025,顺丰,5
SH-2773,ORD-8978,07/25/2026,10/20/2025,邮政,3
SH-2774,ORD-13018,07/18/2025,19-04-2024,顺丰,3
SH-2775,ORD-433,11/01/2026,2026-04-19,顺丰,1
SH-2776,ORD-9713,05-09-2026,08/03/2026,顺丰,1
SH-2777,ORD-11657,12-04-2025,2024-03-14,京东物流,1
SH-2778,ORD-8562,21-07-2024,2025-08-14,圆通,20
SH-2779,ORD-9945,02/24/2024,2026-07-06,圆通,3
SH-2780,ORD-4329,05-09-2025,09/13/2024,京东物流,3
SH-2781,ORD-10426,26-04-2025,2025-07-19,顺丰,3
SH-2782,ORD-6446,01-03-2025,04/18/2024,顺丰,12
SH-2783,ORD-3088,2024-09-09,2026-07-28,京东物流,2
SH-2784,ORD-4964,27-04-2024,16-07-2025,中通,5
SH-2785,ORD-1400,2024-06-01,2024-11-10,京东物流,4
SH-2786,ORD-2393,2025-09-20,2024-03-15,邮政,2
SH-2787,ORD-10698,2024-12-04,02-03-2025,圆通,3
SH-2788,ORD-12915,2024-10-08,23-06-2026,圆通,5
SH-2789,ORD-9257,2025-01-25,2024-11-19,顺丰,1
SH-2790,ORD-200,09/26/2024,2024-04-18,圆通,3
SH-2791,ORD-5763,2026-07-27,2024-11-21,圆通,7
SH-2792,ORD-5697,2025-03-27,2025-04-18,顺丰,4
SH-2793,ORD-11789,2024-12-05,25-12-2024,邮政,5
SH-2794,ORD-9585,04/18/2026,11/25/2025,邮政,4
SH-2795,ORD-2581,26-09-2026,28-02-2025,邮政,4
SH-2796,ORD-3240,09/10/2025,03-06-2026,邮政,5
SH-2797,ORD-474,2024-03-24,28-08-2026,顺丰,3
SH-2798,ORD-2539,2024-04-25,12/08/2025,京东物流,6
SH-2799,ORD-8308,2026-04-18,2026-08-27,邮政,6
SH-2800,ORD-9528,07-11-2024,2026-12-03,京东物流,6
SH-2801,ORD-9091,08/05/2026,2025-07-15,圆通,3
SH-2802,ORD-3302,2026-10-05,2024-08-01,圆通,1
SH-2803,ORD-3454,2026-11-01,2026-02-03,京东物流,17
SH-2804,ORD-10135,22-02-2025,2025-05-13,邮政,2
SH-2805,ORD-1532,2025-09-04,2025-09-22,京东物流,6
SH-2806,ORD-5993,2024-09-16,2024-12-18,圆通,4
SH-2807,ORD-6794,2024-02-02,02/24/2026,京东物流,13
SH-2808,ORD-13035,10/16/2024,10-05-2025,京东物流,22
SH-2809,ORD-3130,13-02-2025,24-03-2024,邮政,3
SH-2810,ORD-13512,01/17/2024,08/28/2024,圆通,15
SH-2811,ORD-1234,2026-10-27,2026-10-12,邮政,3
SH-2812,ORD-4704,2026-04-23,2026-08-01,圆通,6
SH-2813,ORD-5541,2026-06-25,21-12-2024,顺丰,3
SH-2814,ORD-1829,2024-05-05,2025-02-19,圆通,7
SH-2815,ORD-8570,05/12/2026,2026-02-26,邮政,6
SH-2816,ORD-9625,2025-05-23,2024-07-24,中通,14
SH-2817,ORD-4741,2024-01-19,07/03/2026,圆通,4
SH-2818,ORD-472,03/02/2024,02/08/2025,京东物流,2
SH-2819,ORD-9909,01/11/2026,04/26/2024,邮政,2
SH-2820,ORD-11023,2024-12-16,12-12-2026,邮政,5
SH-2821,ORD-5267,03/28/2026,2024-02-10,圆通,4
SH-2822,ORD-1593,2024-06-20,11/03/2026,顺丰,30
SH-2823,ORD-11364,11/23/2026,08/19/2025,中通,3
SH-2824,ORD-14815,09-12-2026,2025-07-04,圆通,1
SH-2825,ORD-3583,2025-11-14,2025-09-27,圆通,7
SH-2826,ORD-2957,02/06/2024,22-01-2024,中通,6
SH-2827,ORD-13268,07/03/2025,2025-10-17,中通,4
SH-2828,ORD-6830,2026-03-18,2026-10-01,圆通,7
SH-2829,ORD-1404,09/16/2025,2025-06-06,中通,7
SH-2830,ORD-7403,28-09-2024,08/13/2025,圆通,2
SH-2831,ORD-5825,04-01-2025,05/07/2024,京东物流,22
SH-2832,ORD-1019,14-05-2024,2024-06-19,京东物流,5
SH-2833,ORD-13399,05-07-2024,02-08-2024,顺丰,3
SH-2834,ORD-2784,09/21/2025,07/22/2026,中通,3
SH-2835,ORD-2164,05/06/2024,2024-06-23,邮政,12
SH-2836,ORD-7730,2026-07-10,2025-10-28,圆通,3
SH-2837,ORD-8206,17-06-2024,2026-09-06,中通,6
SH-2838,ORD-14156,2026-07-01,2024-02-23,邮政,6
SH-2839,ORD-7803,16-05-2024,2024-08-10,邮政,4
SH-2840,ORD-12063,2026-07-26,2024-12-10,顺丰,4
SH-2841,ORD-961,2026-09-05,02/09/2025,京东物流,4
SH-2842,ORD-1708,2026-12-20,12/23/2025,圆通,19
SH-2843,ORD-7742,2026-08-12,2025-01-22,中通,6
SH-2844,ORD-12560,2026-04-21,2025-06-16,圆通,1
SH-2845,ORD-5285,2026-11-19,04/14/2025,中通,6
SH-2846,ORD-12328,24-04-2026,25-06-2026,邮政,3
SH-2847,ORD-687,2026-05-18,2026-06-07,京东物流,7
SH-2848,ORD-14514,11-09-2026,2026-12-26,圆通,3
SH-2849,ORD-11553,12/08/2024,2024-08-19,圆通,7
SH-2850,ORD-7788,2024-07-08,08/02/2024,圆通,6
SH-2851,ORD-14341,07/14/2024,2026-07-06,圆通,7
SH-2852,ORD-12761,2026-05-16,09/04/2024,顺丰,13
SH-2853,ORD-8184,14-10-2025,05/10/2024,京东物流,1
SH-2854,ORD-9088,01-05-2025,08/08/2024,京东物流,26
SH-2855,ORD-6085,2024-11-23,2024-03-12,京东物流,3
SH-2856,ORD-7662,2025-04-06,03-08-2024,顺丰,6
SH-2857,ORD-6895,2024-06-23,22-03-2025,京东物流,2
SH-2858,ORD-1498,09/26/2026,08-03-2024,圆通,8
SH-2859,ORD-721,06-11-2026,2026-07-16,京东物流,6
SH-2860,ORD-4855,2024-05-02,09-02-2026,顺丰,3
SH-2861,ORD-10924,2026-06-04,2024-08-12,邮政,5
SH-2862,ORD-13416,2025-02-19,07/18/2025,顺丰,2
SH-2863,ORD-6036,11/17/2025,21-03-2026,中通,4
SH-2864,ORD-1842,2025-03-25,03/20/2026,中通,6
SH-2865,ORD-14134,2024-10-22,09/21/2026,邮政,5
SH-2866,ORD-2249,12/04/2025,2026-10-19,邮政,7
SH-2867,ORD-3913,06/07/2025,2024-09-13,顺丰,7
SH-2868,ORD-8695,2024-10-06,10/03/2024,中通,5
SH-2869,ORD-12993,12/16/2026,01/27/2025,圆通,6
SH-2870,ORD-11019,12/20/2025,12/28/2026,顺丰,5
SH-2871,ORD-6620,26-04-2024,2024-10-12,中通,1
SH-2872,ORD-13107,09-04-2026,2026-05-07,顺丰,4
SH-2873,ORD-3497,2024-03-07,08/26/2026,邮政,2
SH-2874,ORD-9269,2024-01-14,06/15/2025,中通,1
SH-2875,ORD-14757,2024-06-13,07/26/2024,邮政,3
SH-2876,ORD-8226,12-06-2026,12/13/2026,邮政,7
SH-2877,ORD-6744,27-11-2024,11/15/2024,中通,3
SH-2878,ORD-2066,2026-05-17,20-08-2026,中通,1
SH-2879,ORD-14376,08/18/2025,2026-02-04,京东物流,7
SH-2880,ORD-7193,2025-06-23,2024-08-07,圆通,7
SH-2881,ORD-10229,03-06-2024,20-12-2024,圆通,4
SH-2882,ORD-8447,2025-03-27,02/01/2025,顺丰,5
SH-2883,ORD-9032,01/18/2024,01/02/2025,圆通,6
SH-2884,ORD-4581,2026-04-01,11-10-2024,邮政,2
SH-2885,ORD-3813,2025-08-05,11/18/2026,京东物流,1
SH-2886,ORD-3943,2026-08-24,07-01-2025,邮政,6
SH-2887,ORD-12906,2026-12-25,2024-07-02,中通,5
SH-2888,ORD-6651,28-02-2025,2026-12-22,中通,2
SH-2889,ORD-1656,09-03-2026,2024-11-05,京东物流,5
SH-2890,ORD-7004,2024-08-06,23-05-2024,邮政,2
SH-2891,ORD-11744,25-08-2025,2025-07-15,中通,3
SH-2892,ORD-12111,2024-01-07,2026-02-21,京东物流,15
SH-2893,ORD-2285,04/15/2026,2024-08-27,中通,5
SH-2894,ORD-6288,08/06/2025,2026-06-02,圆通,5
SH-2895,ORD-1992,2024-04-14,2026-06-15,顺丰,6
SH-2896,ORD-900,10/11/2024,2025-01-18,圆通,6
SH-2897,ORD-2764,2025-07-19,02/17/2026,邮政,4
SH-2898,ORD-2008,02-05-2026,08/22/2024,顺丰,4
SH-2899,ORD-11241,2024-11-03,2025-02-07,顺丰,2
SH-2900,ORD-4963,09/26/2026,06/03/2024,中通,7
SH-2901,ORD-11504,04/07/2025,2025-04-16,邮政,6
SH-2902,ORD-4648,2025-01-07,11/13/2025,圆通,3
SH-2903,ORD-2075,2026-09-10,19-07-2025,圆通,1
SH-2904,ORD-1844,07-02-2024,21-04-2026,京东物流,5
SH-2905,ORD-1848,2025-04-01,05/18/2025,顺丰,7
SH-2906,ORD-6097,2025-04-03,2025-11-06,圆通,1
SH-2907,ORD-12943,03/25/2026,2025-01-23,邮政,5
SH-2908,ORD-7747,11/06/2024,12/05/2026,圆通,3
SH-2909,ORD-8443,20-07-2026,12-12-2026,邮政,4
SH-2910,ORD-13426,03/05/2024,11-02-2025,圆通,1
SH-2911,ORD-11238,08/11/2025,18-12-2025,邮政,1
SH-2912,ORD-9244,2025-05-21,12/16/2026,中通,2
SH-2913,ORD-8853,08/27/2026,2025-01-01,邮政,4
SH-2914,ORD-7979,2026-02-02,2026-06-08,中通,6
SH-2915,ORD-13358,01-10-2025,2025-06-18,顺丰,6
SH-2916,ORD-12258,2026-05-28,16-11-2026,中通,6
SH-2917,ORD-10922,03/04/2024,2025-04-18,邮政,7
SH-2918,ORD-11530,2025-02-26,2026-07-17,京东物流,4
SH-2919,ORD-14200,22-07-2026,2025-11-19,中通,3
SH-2920,ORD-8026,2025-07-06,02-08-2024,京东物流,2
SH-2921,ORD-7535,01/23/2025,01-02-2025,邮政,4
SH-2922,ORD-14508,2025-02-13,01/11/2026,邮政,4
SH-2923,ORD-2582,07/06/2025,2024-12-09,京东物流,15
SH-2924,ORD-10695,2026-02-17,10/13/2024,顺丰,29
SH-2925,ORD-8540,11/22/2025,2026-11-24,圆通,6
SH-2926,ORD-2804,12/11/2026,2025-07-27,邮政,1
SH-2927,ORD-13759,2025-01-07,12/24/2024,圆通,3
SH-2928,ORD-2602,01/12/2026,2024-04-09,京东物流,3
SH-2929,ORD-2912,28-03-2026,2026-07-10,中通,6
SH-2930,ORD-11576,2026-01-15,08/04/2024,圆通,2
SH-2931,ORD-9210,04/02/2026,07/19/2025,顺丰,6
SH-2932,ORD-3280,03/24/2025,2024-02-12,圆通,2
SH-2933,ORD-5838,11/04/2026,2025-12-15,中通,1
SH-2934,ORD-14846,2024-03-28,2024-11-11,顺丰,4
SH-2935,ORD-8547,2026-07-19,01/03/2026,顺丰,6
SH-2936,ORD-6483,10/05/2025,2026-01-28,顺丰,2
SH-2937,ORD-6719,01/14/2026,06/22/2024,中通,6
SH-2938,ORD-3059,2026-06-20,2026-06-02,中通,5
SH-2939,ORD-4392,2025-01-21,07/24/2026,中通,6
SH-2940,ORD-5446,2024-08-28,2024-01-27,邮政,1
SH-2941,ORD-7118,2024-01-18,2025-09-16,邮政,1
SH-2942,ORD-10117,11/24/2026,08/13/2025,顺丰,1
SH-2943,ORD-3509,03/19/2024,08/27/2026,圆通,7
SH-2944,ORD-11795,09/20/2026,2025-12-14,邮政,1
SH-2945,ORD-2880,2025-01-15,2025-11-17,中通,2
SH-2946,ORD-8308,2026-11-20,2024-08-03,邮政,4
SH-2947,ORD-2419,20-12-2025,19-04-2024,圆通,2
SH-2948,ORD-9559,2025-01-04,2024-09-08,圆通,3
SH-2949,ORD-3010,2026-09-13,2026-01-23,圆通,6
SH-2950,ORD-273,2024-07-02,28-02-2025,京东物流,12
SH-2951,ORD-6353,2024-05-18,2026-11-25,圆通,4
SH-2952,ORD-7172,10-10-2025,2024-12-13,中通,1
SH-2953,ORD-10878,11/27/2025,2024-01-16,京东物流,1
SH-2954,ORD-10855,2026-01-21,2024-01-09,中通,2
SH-2955,ORD-7277,2025-08-10,02/19/2026,京东物流,2
SH-2956,ORD-5096,2024-12-21,03-04-2026,京东物流,7
SH-2957,ORD-7426,10/17/2026,08-03-2024,中通,2
SH-2958,ORD-1034,13-12-2025,2025-02-01,圆通,4
SH-2959,ORD-8016,25-11-2024,2025-06-06,邮政,6
SH-2960,ORD-1764,23-11-2024,2024-09-09,顺丰,6
SH-2961,ORD-4629,2025-07-22,02/26/2026,邮政,4
SH-2962,ORD-991,08/15/2025,2025-10-11,邮政,3
SH-2963,ORD-4257,10/02/2025,2024-02-27,邮政,30
SH-2964,ORD-7528,2026-02-27,2024-06-17,顺丰,7
SH-2965,ORD-13780,2024-04-10,09/05/2024,邮政,7
SH-2966,ORD-2762,04/04/2026,09/23/2025,邮政,5
SH-2967,ORD-8830,2024-08-02,2026-04-23,邮政,5
SH-2968,ORD-8789,04/25/2024,2026-12-02,邮政,18
SH-2969,ORD-14706,2025-05-08,14-10-2024,邮政,2
SH-2970,ORD-1685,2026-08-11,2024-07-14,京东物流,7
SH-2971,ORD-4923,08/25/2025,05/26/2026,邮政,6
SH-2972,ORD-14108,2024-03-08,08/10/2025,圆通,2
SH-2973,ORD-14116,01-12-2024,2024-09-20,京东物流,22
SH-2974,ORD-1533,17-09-2024,05-08-2025,中通,3
SH-2975,ORD-8409,2024-12-25,16-10-2026,顺丰,1
SH-2976,ORD-12409,11/08/2025,2024-10-02,顺丰,2
SH-2977,ORD-13733,2026-06-12,11/22/2024,圆通,2
SH-2978,ORD-3612,2026-10-18,2025-12-13,顺丰,3
SH-2979,ORD-1333,2026-08-24,2025-06-07,顺丰,7
SH-2980,ORD-975,2025-05-04,13-10-2026,中通,4
SH-2981,ORD-5447,25-04-2026,2026-10-18,中通,1
SH-2982,ORD-2419,11/13/2025,02/11/2025,邮政,3
SH-2983,ORD-8304,2025-08-20,2025-09-10,京东物流,1
SH-2984,ORD-14455,2026-09-08,05/16/2024,顺丰,27
SH-2985,ORD-6263,2026-03-01,03/28/2026,圆通,6
SH-2986,ORD-5525,03/10/2026,27-10-2026,中通,27
SH-2987,ORD-9603,2025-05-16,2026-02-03,圆通,7
SH-2988,ORD-14409,08/03/2025,03/15/2026,中通,4
SH-2989,ORD-13814,07/28/2025,24-01-2026,中通,2
SH-2990,ORD-6013,08/26/2026,2025-01-08,顺丰,3
SH-2991,ORD-3036,2025-07-19,2026-01-13,顺丰,5
SH-2992,ORD-243,08/26/2026,2024-09-02,顺丰,1
SH-2993,ORD-11790,2024-01-23,2025-01-04,邮政,2
SH-2994,ORD-5766,2026-01-21,2026-02-28,京东物流,4
SH-2995,ORD-11700,07/19/2024,05-12-2025,中通,7
SH-2996,ORD-3162,2026-02-07,06/05/2024,顺丰,16
SH-2997,ORD-14068,2025-06-14,2024-03-11,中通,2
SH-2998,ORD-9391,05-05-2024,2025-08-22,中通,1
SH-2999,ORD-5392,2024-05-23,2024-10-09,顺丰,1
SH-3000,ORD-13579,2025-03-23,09-08-2026,邮政,5
SH-3001,ORD-1446,04-11-2026,2026-06-28,京东物流,6
SH-3002,ORD-2353,2026-02-27,03-03-2024,中通,7
SH-3003,ORD-5886,2024-12-02,05/24/2026,中通,5
SH-3004,ORD-12655,04/04/2025,2026-04-21,圆通,3
SH-3005,ORD-5906,11/18/2025,2026-02-04,邮政,5
SH-3006,ORD-9635,2025-07-27,2026-11-20,中通,1
SH-3007,ORD-6787,14-05-2025,2025-01-23,顺丰,5
SH-3008,ORD-7762,2025-09-28,04/06/2026,京东物流,4
SH-3009,ORD-986,04-10-2026,26-04-2025,顺丰,3
SH-3010,ORD-257,2024-10-22,2024-08-06,中通,11
SH-3011,ORD-6388,2024-10-06,2025-05-07,顺丰,10
SH-3012,ORD-9422,16-08-2026,2024-04-23,京东物流,1
SH-3013,ORD-14641,2024-06-28,2026-04-04,邮政,5
SH-3014,ORD-11206,2025-04-12,02/28/2026,京东物流,5
SH-3015,ORD-8239,01/11/2025,04/22/2025,京东物流,1
SH-3016,ORD-3274,2025-03-20,10-06-2025,圆通,1
SH-3017,ORD-2804,13-11-2026,2026-11-22,圆通,2
SH-3018,ORD-12400,2024-05-15,07/17/2025,京东物流,13
SH-3019,ORD-6674,2026-05-17,03-06-2026,圆通,4
SH-3020,ORD-11433,08/15/2025,2026-05-09,中通,5
SH-3021,ORD-10752,2025-04-02,06/10/2026,圆通,4
SH-3022,ORD-1907,14-09-2024,05-11-2024,邮政,5
SH-3023,ORD-5320,08/25/2026,2025-11-27,中通,4
SH-3024,ORD-11796,04/02/2024,04/08/2024,京东物流,7
SH-3025,ORD-11751,02/14/2026,2025-06-27,邮政,4
SH-3026,ORD-14427,2024-09-13,13-04-2025,京东物流,1
SH-3027,ORD-9121,2024-07-11,12/28/2024,圆通,1
SH-3028,ORD-10743,26-04-2024,03/17/2024,邮政,6
SH-3029,ORD-3548,2026-01-28,20-03-2026,顺丰,2
SH-3030,ORD-12571,2026-05-06,2025-04-13,中通,1
SH-3031,ORD-12035,2024-06-09,20-01-2025,中通,6
SH-3032,ORD-6485,07-03-2026,11-05-2025,京东物流,7
SH-3033,ORD-12129,06/18/2024,2026-01-24,京东物流,4
SH-3034,ORD-10679,10/07/2025,12/03/2025,京东物流,7
SH-3035,ORD-7161,2026-12-19,14-07-2026,圆通,3
SH-3036,ORD-113,12/06/2026,12/05/2024,顺丰,4
SH-3037,ORD-225,10/15/2024,13-04-2024,邮政,4
SH-3038,ORD-11735,2026-09-01,15-11-2026,圆通,3
SH-3039,ORD-385,2026-03-13,11-01-2024,中通,5
SH-3040,ORD-1502,2024-08-21,11/20/2024,中通,1
SH-3041,ORD-2667,2024-12-09,2024-04-15,中通,5
SH-3042,ORD-1811,05/11/2024,2026-05-23,邮政,6
SH-3043,ORD-11852,2026-09-24,10/23/2026,中通,3
SH-3044,ORD-3987,12/21/2024,2026-08-27,顺丰,1
SH-3045,ORD-14180,2026-03-01,2025-12-10,邮政,3
SH-3046,ORD-11921,2026-12-07,2026-01-08,圆通,4
SH-3047,ORD-14291,2025-09-19,2026-06-23,顺丰,2
SH-3048,ORD-9215,12-06-2024,02/04/2024,顺丰,7
SH-3049,ORD-5151,2024-09-21,04/18/2026,顺丰,1
SH-3050,ORD-10154,10/02/2024,22-04-2024,中通,1
SH-3051,ORD-5683,2026-05-02,2024-11-13,顺丰,7
SH-3052,ORD-13355,2025-12-12,2026-06-14,圆通,15
SH-3053,ORD-4627,2026-04-09,2024-08-22,圆通,3
SH-3054,ORD-12820,21-04-2026,2024-11-13,顺丰,25
SH-3055,ORD-12436,09/10/2025,02/14/2024,中通,4
SH-3056,ORD-10054,2024-09-22,07-02-2026,顺丰,2
SH-3057,ORD-13974,2025-10-05,06/02/2026,京东物流,3
SH-3058,ORD-1251,12-07-2026,2024-04-19,邮政,7
SH-3059,ORD-1066,2026-03-14,2026-09-27,中通,4
SH-3060,ORD-14852,12/03/2025,09/10/2025,邮政,6
SH-3061,ORD-7604,10/27/2025,2026-07-14,京东物流,5
SH-3062,ORD-7796,03-10-2025,23-07-2026,圆通,7
SH-3063,ORD-14199,07/14/2025,06/13/2024,邮政,2
SH-3064,ORD-5455,2026-12-19,2024-06-27,圆通,3
SH-3065,ORD-2394,11/19/2026,2026-02-16,京东物流,1
SH-3066,ORD-4771,01/18/2026,2025-02-18,圆通,7
SH-3067,ORD-7292,2025-02-12,2024-08-11,京东物流,3
SH-3068,ORD-9505,2025-03-08,2025-11-20,圆通,3
SH-3069,ORD-9801,2025-11-17,08/18/2024,京东物流,4
SH-3070,ORD-1654,12-03-2026,09-08-2024,顺丰,7
SH-3071,ORD-13840,2025-01-03,04/05/2026,中通,4
SH-3072,ORD-6242,2025-03-25,2025-10-13,顺丰,3
SH-3073,ORD-12183,27-06-2025,2025-03-14,顺丰,1
SH-3074,ORD-2333,2024-10-06,2024-12-18,圆通,6
SH-3075,ORD-12035,2025-05-11,2026-11-19,中通,23
SH-3076,ORD-2696,08-11-2024,07-10-2025,圆通,7
SH-3077,ORD-8035,2026-01-16,2025-03-27,京东物流,1
SH-3078,ORD-266,2024-10-17,10/03/2024,顺丰,4
SH-3079,ORD-3848,03/16/2026,2025-05-28,邮政,4
SH-3080,ORD-156,02-01-2026,10/12/2025,圆通,6
SH-3081,ORD-14387,14-12-2026,15-06-2024,中通,6
SH-3082,ORD-3131,2025-11-24,03/04/2026,中通,2
SH-3083,ORD-6094,2025-04-12,2024-04-02,邮政,4
SH-3084,ORD-5430,2026-03-01,01-03-2025,圆通,6
SH-3085,ORD-1013,18-02-2025,03/28/2026,京东物流,5
SH-3086,ORD-12644,2024-10-23,2024-02-01,京东物流,1
SH-3087,ORD-9340,2024-01-24,2024-10-12,中通,6
SH-3088,ORD-14460,2025-08-16,01/10/2024,京东物流,2
SH-3089,ORD-10089,22-07-2024,26-12-2026,邮政,4
SH-3090,ORD-5083,2025-08-03,2025-12-13,邮政,6
SH-3091,ORD-12520,2025-04-19,02/24/2025,京东物流,1
SH-3092,ORD-4011,2026-09-26,01/06/2026,京东物流,1
SH-3093,ORD-12527,03/17/2026,2024-03-01,邮政,29
SH-3094,ORD-7346,2025-08-22,2026-07-12,圆通,1
SH-3095,ORD-13195,2024-10-03,03-05-2026,邮政,2
SH-3096,ORD-3380,2024-11-21,04/22/2025,圆通,6
SH-3097,ORD-11476,2025-05-16,2026-07-01,京东物流,4
SH-3098,ORD-4662,23-07-2025,2026-02-16,邮政,1
SH-3099,ORD-9383,2026-10-01,2025-12-14,邮政,5
SH-3100,ORD-2692,2026-12-20,2024-06-02,顺丰,1
SH-3101,ORD-11782,2026-11-02,04/15/2024,中通,4
SH-3102,ORD-1157,08-04-2026,2026-10-25,邮政,4
SH-3103,ORD-8649,02/21/2026,02/17/2025,中通,3
SH-3104,ORD-5563,2026-06-09,2024-09-23,京东物流,6
SH-3105,ORD-10341,2024-04-24,2025-04-28,顺丰,10
SH-3106,ORD-11910,26-09-2026,2025-12-04,京东物流,4
SH-3107,ORD-7878,2026-10-04,09/24/2026,中通,1
SH-3108,ORD-7490,09/10/2025,2025-09-03,中通,5
SH-3109,ORD-3626,03/01/2025,2026-10-03,中通,3
SH-3110,ORD-11881,2026-08-18,08/11/2026,中通,4
SH-3111,ORD-292,2025-05-18,12/08/2026,邮政,7
SH-3112,ORD-10813,11/22/2024,10/05/2024,顺丰,2
