subscription_id,account_id,product,quantity,unit_price,start_date,end_date,status
SUB-761,SAAS-386,api,48,77.9,2022-04-15,03-08-2020,active
SUB-762,SAAS-128,modules,16,36,2024-01-20,02/18/2020,past_due
SUB-763,SAAS-53,platform,15,74.05,2023-02-21,2020-01-24,active
SUB-764,SAAS-257,modules,10,22.3,2023-04-10,2022-05-19,cancelled
SUB-765,SAAS-207,api,37,223,2022-03-04,13-06-2023,active
SUB-766,SAAS-131,modules,26,273.05,22-07-2022,2021-01-02,active
SUB-767,SAAS-378,platform,42,285.17,2024-02-16,2024-12-10,active
SUB-768,SAAS-350,modules,15,504.46,09-01-2023,18-10-2023,active
SUB-769,SAAS-274,api,26,482.98,2021-06-12,2020-04-25,past_due
SUB-770,SAAS-216,modules,39,155,17-12-2024,28-07-2021,active
SUB-771,SAAS-65,platform,12,502,2020-10-06,11/02/2023,past_due
SUB-772,SAAS-201,support,36,351,24-03-2023,07/17/2021,active
SUB-773,SAAS-303,modules,31,221.86,2021-03-16,2022-11-05,active
SUB-774,SAAS-80,platform,16,452,2021-12-22,05/04/2023,active
SUB-775,SAAS-152,modules,27,97.22,2023-02-21,11/09/2021,active
SUB-776,SAAS-190,platform,19,55,2021-08-26,26-02-2024,active
SUB-777,SAAS-106,support,21,260,2022-04-19,20-06-2020,past_due
SUB-778,SAAS-178,platform,25,39,27-02-2020,2024-12-23,active
SUB-779,SAAS-151,platform,25,287,2022-12-09,03/03/2024,cancelled
SUB-780,SAAS-36,platform,47,85,2023-09-18,2023-04-07,active
SUB-781,SAAS-281,platform,16,188.96,2024-04-18,09/04/2020,past_due
SUB-782,SAAS-234,platform,11,359.59,2021-12-12,08/15/2022,cancelled
SUB-783,SAAS-160,support,29,378.28,2022-10-10,2022-02-05,past_due
SUB-784,SAAS-45,api,41,101.63,2023-02-13,2023-08-11,past_due
SUB-785,SAAS-121,modules,50,475.33,2024-05-15,09/01/2024,cancelled
SUB-786,SAAS-159,modules,42,221.26,2024-12-22,2023-09-02,active
SUB-787,SAAS-332,support,5,88.11,2020-03-07,2024-06-04,past_due
SUB-788,SAAS-232,api,45,138,2024-07-08,2023-10-22,past_due
SUB-789,SAAS-229,modules,22,403.87,2022-10-11,04-07-2024,active
SUB-790,SAAS-139,api,20,224.08,2024-02-01,2024-01-12,past_due
SUB-791,SAAS-225,api,20,212.18,2020-09-22,08/03/2024,active
SUB-792,SAAS-356,api,42,28.63,2020-12-19,2024-11-11,past_due
SUB-793,SAAS-241,api,43,388.18,25-03-2024,2020-04-12,cancelled
SUB-794,SAAS-311,support,45,393.31,25-12-2024,06/04/2024,past_due
SUB-795,SAAS-323,platform,22,186.74,2023-04-07,2020-04-09,active
SUB-796,SAAS-169,api,6,167.35,2020-06-22,04/27/2021,active
SUB-797,SAAS-242,api,31,15,2020-04-23,11/23/2022,cancelled
SUB-798,SAAS-221,api,21,121.2,09-03-2020,04/15/2022,past_due
SUB-799,SAAS-219,modules,6,334,2021-09-13,2020-11-27,active
SUB-800,SAAS-129,platform,50,480,2020-04-16,05-04-2021,past_due
SUB-801,SAAS-27,modules,39,286,2020-06-17,2023-07-02,active
SUB-802,SAAS-316,modules,30,273.03,2021-05-21,08-08-2023,cancelled
SUB-803,SAAS-105,api,35,128,2022-08-08,09/04/2021,active
SUB-804,SAAS-357,modules,39,268,2024-09-11,2024-07-16,past_due
SUB-805,SAAS-40,modules,50,319.9,2021-01-13,01/25/2021,active
SUB-806,SAAS-53,api,22,423.82,2023-08-27,14-11-2020,past_due
SUB-807,SAAS-188,api,25,466.45,2021-08-08,03/26/2023,active
SUB-808,SAAS-44,api,4,11.92,2023-12-19,06/03/2024,cancelled
SUB-809,SAAS-379,support,40,231,2021-05-17,02/10/2022,past_due
SUB-810,SAAS-104,api,1,457,2021-08-18,06/06/2021,active
SUB-811,SAAS-172,modules,3,504.14,2023-04-27,2020-07-24,cancelled
SUB-812,SAAS-46,support,19,509.68,2021-06-16,2023-02-13,active
SUB-813,SAAS-288,support,31,394.08,2022-02-19,2022-05-10,active
SUB-814,SAAS-281,platform,33,27,2022-12-26,28-07-2021,past_due
SUB-815,SAAS-204,support,37,287.59,2021-01-02,12/19/2022,cancelled
SUB-816,SAAS-126,platform,8,123.24,27-07-2023,07/22/2023,active
SUB-817,SAAS-85,modules,27,446.86,08-05-2021,18-12-2021,active
SUB-818,SAAS-393,modules,26,508.21,2023-07-03,10-04-2022,cancelled
SUB-819,SAAS-249,support,17,394.6,2023-07-04,16-09-2022,active
SUB-820,SAAS-111,api,38,310,2020-11-07,2024-05-23,cancelled
SUB-821,SAAS-208,api,18,15.15,27-02-2021,2020-01-13,active
SUB-822,SAAS-57,support,24,496.71,2024-09-16,2024-02-07,past_due
SUB-823,SAAS-103,platform,35,194,06-02-2022,2024-08-10,active
SUB-824,SAAS-271,support,35,96.78,2020-05-17,2021-03-12,active
SUB-825,SAAS-241,modules,22,300,2020-08-17,23-01-2023,active
SUB-826,SAAS-348,support,20,345,2021-03-14,2023-06-19,active
SUB-827,SAAS-116,api,31,492.25,2023-03-03,28-01-2024,cancelled
SUB-828,SAAS-320,modules,30,507.02,2023-08-18,28-04-2023,cancelled
SUB-829,SAAS-250,api,18,68,2020-09-17,08-04-2023,active
SUB-830,SAAS-358,support,20,432,2023-04-21,2020-02-21,active
SUB-831,SAAS-36,support,27,279.21,2021-04-14,2022-02-08,active
SUB-832,SAAS-213,platform,-4,468,2020-04-23,19-03-2021,active
SUB-833,SAAS-221,api,36,245.6,2023-07-21,06-02-2024,active
SUB-834,SAAS-45,support,30,94,2020-01-06,08/28/2023,active
SUB-835,SAAS-277,platform,40,304,2020-03-22,2023-08-24,past_due
SUB-836,SAAS-242,platform,31,250.09,2021-02-02,2023-10-13,cancelled
SUB-837,SAAS-45,api,8,406.83,2022-11-15,08-11-2022,past_due
SUB-838,SAAS-374,support,36,394,2020-01-18,08/09/2022,active
SUB-839,SAAS-319,platform,29,331.93,2022-06-15,2023-12-22,active
SUB-840,SAAS-84,support,2,147.58,2022-02-05,2024-07-21,active
SUB-841,SAAS-178,modules,2,305.15,2024-02-06,07/18/2020,cancelled
SUB-842,SAAS-313,modules,9,485.98,2023-08-25,2023-09-11,active
SUB-843,SAAS-9,support,41,228,2024-01-26,13-07-2021,active
SUB-844,SAAS-394,api,31,446.98,2024-05-18,2021-04-26,active
SUB-845,SAAS-145,platform,11,483.99,2022-09-17,07/11/2022,past_due
SUB-846,SAAS-37,api,50,211.37,04-02-2020,2020-07-23,past_due
SUB-847,SAAS-142,support,37,203,24-05-2020,2021-07-25,past_due
SUB-848,SAAS-107,api,3,423.41,2020-07-04,2023-05-21,active
SUB-849,SAAS-366,modules,20,256,2024-11-11,11/16/2024,cancelled
SUB-850,SAAS-384,platform,34,411.45,2021-10-06,2021-07-06,active
SUB-851,SAAS-328,modules,-8,160,2022-12-03,07-09-2022,past_due
SUB-852,SAAS-262,api,44,429.72,2022-12-11,27-01-2020,active
SUB-853,SAAS-32,support,-9,499.92,2022-07-03,08-08-2024,cancelled
SUB-854,SAAS-284,support,45,419.5,2021-10-03,19-02-2020,active
SUB-855,SAAS-113,support,8,101,2021-05-04,2021-02-23,past_due
SUB-856,SAAS-219,modules,11,46.39,2022-07-11,2020-09-16,active
SUB-857,SAAS-153,platform,-9,31,2024-12-10,2024-07-06,active
SUB-858,SAAS-388,platform,46,25.69,2020-05-12,2024-04-23,active
SUB-859,SAAS-174,platform,36,153,2022-08-13,2021-07-23,past_due
SUB-860,SAAS-228,api,41,36.79,2021-06-04,2020-03-03,active
SUB-861,SAAS-302,modules,-7,329.5,2021-01-15,2022-01-02,active
SUB-862,SAAS-258,support,12,191.87,13-07-2020,08/23/2022,active
SUB-863,SAAS-77,modules,-8,111.59,2022-02-06,02/17/2022,cancelled
SUB-864,SAAS-44,support,19,457.42,2024-06-08,2022-10-10,cancelled
SUB-865,SAAS-232,support,41,403,2022-06-24,2022-01-26,past_due
SUB-866,SAAS-380,modules,10,473,2023-11-22,2021-03-24,past_due
SUB-867,SAAS-287,platform,36,75.14,2021-04-19,2020-10-15,active
SUB-868,SAAS-331,api,6,73.8,2023-04-02,03/21/2020,cancelled
SUB-869,SAAS-27,platform,7,446.67,2020-06-26,2021-07-06,past_due
SUB-870,SAAS-238,modules,21,484.65,2020-10-18,2021-07-10,cancelled
SUB-871,SAAS-50,api,29,258,03-08-2024,08/17/2021,active
SUB-872,SAAS-196,modules,28,347.83,2021-03-15,07/17/2023,cancelled
SUB-873,SAAS-4,modules,26,409.07,2020-06-20,05/19/2022,cancelled
SUB-874,SAAS-392,support,1,61,2022-12-18,2024-10-28,cancelled
SUB-875,SAAS-107,api,46,142.95,2020-01-24,08-12-2020,active
SUB-876,SAAS-252,platform,21,131,2022-10-13,07-05-2022,active
SUB-877,SAAS-260,api,9,254.45,13-08-2022,2024-07-17,cancelled
SUB-878,SAAS-49,platform,14,174.45,2020-02-18,07-03-2023,cancelled
SUB-879,SAAS-260,api,30,111.89,2020-01-14,10/02/2024,active
SUB-880,SAAS-243,support,41,129.71,12-01-2020,2024-01-14,cancelled
SUB-881,SAAS-54,support,41,291.41,2023-01-03,2020-01-13,active
SUB-882,SAAS-326,api,19,19,17-01-2021,2021-04-07,active
SUB-883,SAAS-202,modules,10,71,2020-01-22,2024-10-09,cancelled
SUB-884,SAAS-252,support,13,332.84,2021-10-10,2021-11-11,cancelled
SUB-885,SAAS-62,modules,3,244.19,2022-04-08,2020-08-10,active
SUB-886,SAAS-398,support,13,486.38,2024-01-02,2022-11-19,past_due
SUB-887,SAAS-246,platform,32,268.71,2020-12-16,2024-10-10,cancelled
SUB-888,SAAS-284,platform,21,68.39,2023-07-04,22-12-2023,active
SUB-889,SAAS-294,support,45,315.54,2022-12-05,07/01/2020,active
SUB-890,SAAS-82,api,-4,385,2022-02-12,2020-08-23,active
SUB-891,SAAS-177,modules,22,191.49,28-11-2021,2023-01-26,active
SUB-892,SAAS-223,modules,34,33.53,2023-04-03,11/11/2022,past_due
SUB-893,SAAS-274,api,26,178.22,2022-12-14,11-09-2024,active
SUB-894,SAAS-172,support,26,401,2020-04-21,10/14/2022,cancelled
SUB-895,SAAS-333,platform,12,91.54,2020-01-23,2022-09-04,active
SUB-896,SAAS-31,support,5,99.42,2022-09-27,2024-07-06,active
SUB-897,SAAS-360,api,27,288.62,2022-03-02,05/01/2020,past_due
SUB-898,SAAS-141,api,16,493.64,2024-06-04,2021-03-26,active
SUB-899,SAAS-127,api,20,49.99,2022-07-13,2021-01-08,past_due
SUB-900,SAAS-389,support,10,42.97,2021-01-15,03/26/2020,active
SUB-901,SAAS-299,support,44,221.78,2023-11-16,01/21/2020,cancelled
SUB-902,SAAS-50,platform,25,146.21,2023-09-01,2023-07-07,past_due
SUB-903,SAAS-305,platform,14,475.62,2022-11-14,2021-06-12,past_due
SUB-904,SAAS-213,platform,35,217.75,2022-04-18,01/12/2022,past_due
SUB-905,SAAS-94,modules,19,317.83,2023-01-21,25-04-2023,past_due
SUB-906,SAAS-300,support,39,141.81,2024-12-15,07-12-2022,past_due
SUB-907,SAAS-67,platform,30,492,06-06-2020,08-08-2023,active
SUB-908,SAAS-262,support,18,110.7,2021-06-05,09/19/2024,cancelled
SUB-909,SAAS-148,api,16,307.98,2023-02-26,2020-10-19,active
SUB-910,SAAS-156,api,39,324.04,2022-09-12,2023-04-10,active
SUB-911,SAAS-107,platform,11,55,2023-10-27,12/03/2023,past_due
SUB-912,SAAS-115,platform,24,361.73,2024-03-25,07/26/2020,past_due
SUB-913,SAAS-253,support,5,271,2024-07-28,02/24/2021,active
SUB-914,SAAS-334,api,21,336.23,24-05-2021,19-02-2024,past_due
SUB-915,SAAS-172,modules,32,220.84,20-08-2024,2024-03-28,cancelled
SUB-916,SAAS-36,modules,15,291,2021-12-12,2023-02-15,past_due
SUB-917,SAAS-5,support,46,400.39,22-02-2024,2020-10-04,past_due
SUB-918,SAAS-123,modules,32,367.42,2020-12-26,02/22/2024,active
SUB-919,SAAS-286,platform,-7,42.03,2020-07-27,2020-11-04,cancelled
SUB-920,SAAS-55,modules,45,287.72,2020-02-08,2023-09-17,active
SUB-921,SAAS-292,platform,20,397.31,2024-01-28,11/19/2021,past_due
SUB-922,SAAS-158,api,40,427.29,2020-10-09,05/07/2021,active
SUB-923,SAAS-294,platform,20,173,2020-03-04,2021-09-01,active
SUB-924,SAAS-359,modules,-2,319.74,2022-10-09,08/14/2022,cancelled
SUB-925,SAAS-216,api,35,215.27,2020-09-28,22-09-2020,past_due
SUB-926,SAAS-115,api,4,213.02,2023-07-14,2023-08-08,active
SUB-927,SAAS-374,platform,38,301,19-02-2024,2023-09-22,past_due
SUB-928,SAAS-395,platform,34,215.05,2020-01-16,02-07-2022,active
SUB-929,SAAS-335,api,34,113.23,2021-12-22,2021-08-22,active
SUB-930,SAAS-290,platform,15,136.39,2020-03-24,07-06-2023,active
SUB-931,SAAS-399,api,2,96.34,2020-11-19,2024-11-20,active
SUB-932,SAAS-336,modules,1,142.62,2022-03-11,2024-08-06,past_due
SUB-933,SAAS-181,modules,30,74.45,08-03-2024,2022-06-04,past_due
SUB-934,SAAS-255,modules,19,270.69,2024-10-07,2024-06-05,active
SUB-935,SAAS-71,modules,20,300.43,2020-07-05,09/01/2022,active
SUB-936,SAAS-178,support,-5,390.73,2021-05-18,16-11-2022,past_due
SUB-937,SAAS-88,platform,30,373.5,2022-02-21,11/23/2023,active
SUB-938,SAAS-82,api,49,313.61,2024-06-02,03/19/2023,active
SUB-939,SAAS-282,platform,26,494,15-04-2020,05-01-2023,cancelled
SUB-940,SAAS-67,api,44,501,2020-03-06,12/16/2021,past_due
SUB-941,SAAS-11,api,48,230.47,2020-05-03,09/28/2021,active
SUB-942,SAAS-29,api,-9,404,13-09-2021,2021-07-02,active
SUB-943,SAAS-374,api,21,45.13,2021-07-26,07/01/2023,cancelled
SUB-944,SAAS-132,api,22,365.79,2020-01-21,2021-04-19,active
SUB-945,SAAS-11,support,14,392,2022-07-11,25-12-2024,active
SUB-946,SAAS-292,modules,50,180.94,2022-01-17,14-12-2023,active
SUB-947,SAAS-96,api,8,121.36,2023-12-20,02/21/2020,active
SUB-948,SAAS-232,api,43,481.94,2022-05-14,08-07-2020,past_due
SUB-949,SAAS-159,api,13,356.04,2021-02-05,2024-01-05,active
SUB-950,SAAS-289,api,23,501.55,2020-12-21,02/25/2024,active
SUB-951,SAAS-26,modules,41,298,01-08-2023,17-04-2024,active
SUB-952,SAAS-184,api,18,362,2021-01-14,2024-11-11,active
SUB-953,SAAS-189,support,5,149,2023-01-10,2021-12-16,active
SUB-954,SAAS-146,support,41,321.53,2023-09-04,10/04/2024,past_due
SUB-955,SAAS-190,api,15,184.59,2020-07-08,09-01-2020,active
SUB-956,SAAS-138,support,3,460.14,2022-03-20,09/10/2022,active
SUB-957,SAAS-217,platform,47,163.11,2023-12-07,2020-06-14,active
SUB-958,SAAS-346,api,-9,208.35,2020-10-24,2022-03-24,active
SUB-959,SAAS-248,modules,-7,291.26,2020-06-17,02/25/2020,active
SUB-960,SAAS-103,api,26,379.1,2024-05-02,2023-06-02,cancelled
SUB-961,SAAS-166,api,47,294.93,2020-08-20,2020-12-13,active
SUB-962,SAAS-304,modules,25,221.51,2024-12-28,16-02-2021,active
SUB-963,SAAS-193,modules,10,230.56,12-02-2020,2021-12-02,active
SUB-964,SAAS-277,support,29,195,2021-12-01,03/17/2022,active
SUB-965,SAAS-274,api,19,498.44,2021-10-26,13-06-2021,past_due
SUB-966,SAAS-377,platform,31,475,2020-07-15,2020-01-12,past_due
SUB-967,SAAS-117,support,16,469,2024-05-25,2024-04-26,active
SUB-968,SAAS-296,modules,46,137.14,2021-10-26,12/23/2024,active
SUB-969,SAAS-301,modules,5,300,2020-09-26,08/14/2021,cancelled
SUB-970,SAAS-322,api,49,50,2024-03-22,03/06/2023,active
SUB-971,SAAS-239,modules,35,219,2021-08-20,2020-08-04,active
SUB-972,SAAS-47,api,29,500.23,2021-11-23,2024-10-06,active
SUB-973,SAAS-1,platform,1,446.55,2020-01-14,2023-08-20,active
SUB-974,SAAS-34,api,25,413.67,13-09-2021,2024-07-15,past_due
SUB-975,SAAS-32,modules,22,412,11-08-2023,10-04-2020,active
SUB-976,SAAS-131,modules,50,226.33,01-10-2021,11/16/2023,active
SUB-977,SAAS-119,modules,2,275.72,2024-04-17,2020-06-02,active
SUB-978,SAAS-194,support,46,154.23,26-03-2022,2023-03-21,active
SUB-979,SAAS-71,platform,22,75,2021-07-03,2023-01-06,cancelled
SUB-980,SAAS-275,api,9,324.02,2023-06-18,2023-02-10,active
SUB-981,SAAS-223,platform,30,187.36,09-12-2021,2024-10-14,past_due
SUB-982,SAAS-193,api,2,160.02,18-09-2024,03/27/2024,past_due
SUB-983,SAAS-380,platform,-5,290.4,2024-10-24,2024-02-12,cancelled
SUB-984,SAAS-21,support,34,466,13-05-2022,2022-10-11,cancelled
SUB-985,SAAS-170,api,12,393.34,2022-02-09,2023-04-24,active
SUB-986,SAAS-39,api,14,208.29,2023-04-28,18-05-2022,active
SUB-987,SAAS-385,support,43,108.45,01-05-2021,11/07/2023,active
SUB-988,SAAS-337,platform,45,57.95,12-08-2021,2020-03-11,cancelled
SUB-989,SAAS-301,support,12,442.81,2022-01-28,21-06-2022,active
SUB-990,SAAS-135,platform,6,479,2023-12-28,2022-02-09,active
SUB-991,SAAS-124,support,49,177,2023-04-25,10/26/2020,active
SUB-992,SAAS-274,modules,46,225,2023-06-13,01/02/2022,active
SUB-993,SAAS-283,modules,1,265.16,2024-08-10,2023-05-04,active
SUB-994,SAAS-41,api,28,421.51,04-03-2023,10-04-2024,active
SUB-995,SAAS-139,platform,12,463,2022-06-19,2020-08-22,active
SUB-996,SAAS-326,modules,6,290,2024-08-09,2024-11-21,cancelled
SUB-997,SAAS-79,platform,48,388.18,2022-10-19,11/13/2022,active
SUB-998,SAAS-127,modules,44,196,2022-01-10,2023-08-02,active
SUB-999,SAAS-138,api,40,36.2,2021-05-23,12/03/2020,past_due
SUB-1000,SAAS-127,api,-5,236.27,2024-09-16,19-01-2022,cancelled
SUB-1001,SAAS-240,platform,-6,314,2023-05-10,24-06-2021,past_due
SUB-1002,SAAS-305,modules,4,435.5,2024-10-01,27-02-2023,active
SUB-1003,SAAS-199,support,10,180,2022-11-16,2020-08-10,active
SUB-1004,SAAS-127,platform,45,237.54,2024-10-24,03/11/2022,cancelled
SUB-1005,SAAS-136,platform,42,148.73,2021-09-13,2024-06-20,active
SUB-1006,SAAS-360,platform,-1,428.59,2020-05-27,2021-12-22,past_due
SUB-1007,SAAS-83,support,34,451,2024-07-20,09/25/2020,active
SUB-1008,SAAS-237,modules,45,66.27,2021-03-25,13-08-2023,past_due
SUB-1009,SAAS-207,modules,30,415.34,2021-11-04,2024-04-04,active
SUB-1010,SAAS-302,modules,17,443.36,2021-02-11,04/25/2022,past_due
SUB-1011,SAAS-64,platform,9,376.53,2023-10-21,06/11/2022,cancelled
SUB-1012,SAAS-282,modules,23,238.47,2023-11-02,10/20/2023,active
SUB-1013,SAAS-270,support,-1,38,2024-03-09,2021-06-09,past_due
SUB-1014,SAAS-298,api,42,358,2021-07-26,02/04/2024,cancelled
SUB-1015,SAAS-376,platform,18,153.69,15-07-2024,12-02-2022,active
SUB-1016,SAAS-139,modules,8,359.23,10-03-2020,2021-11-17,active
SUB-1017,SAAS-59,platform,24,330,2021-03-09,2024-11-14,past_due
SUB-1018,SAAS-63,modules,29,178.79,16-09-2024,10-12-2022,active
SUB-1019,SAAS-301,modules,30,111,2022-03-21,2021-01-28,active
SUB-1020,SAAS-362,platform,41,421,2023-04-15,2024-04-22,active
SUB-1021,SAAS-204,api,10,166.41,2023-05-07,2023-02-20,cancelled
SUB-1022,SAAS-322,support,27,85.29,2021-09-22,11/16/2021,active
SUB-1023,SAAS-339,platform,45,170,2023-03-17,2023-10-16,active
SUB-1024,SAAS-45,api,44,434.36,2022-04-25,2020-01-02,cancelled
SUB-1025,SAAS-213,modules,1,425.82,2022-05-12,2021-05-17,active
SUB-1026,SAAS-359,platform,12,398.69,2020-03-21,2021-03-03,cancelled
SUB-1027,SAAS-293,modules,7,134,25-10-2021,2020-09-01,active
SUB-1028,SAAS-264,support,18,418.33,2022-08-10,2023-05-18,active
SUB-1029,SAAS-222,api,38,356,2023-09-19,06-02-2024,past_due
SUB-1030,SAAS-351,platform,27,467,2023-12-07,2024-09-18,past_due
SUB-1031,SAAS-124,support,-6,436.87,2024-10-28,2022-04-14,active
SUB-1032,SAAS-239,modules,4,165,2023-06-10,13-02-2023,cancelled
SUB-1033,SAAS-221,support,38,482,2023-10-13,2024-08-21,past_due
SUB-1034,SAAS-79,platform,8,296.65,2023-10-14,03-05-2024,past_due
SUB-1035,SAAS-112,modules,44,145.67,2024-04-21,2022-07-23,active
SUB-1036,SAAS-232,api,31,99.82,06-04-2021,2023-01-06,active
SUB-1037,SAAS-289,support,31,403,26-10-2023,17-11-2021,active
SUB-1038,SAAS-273,platform,5,491.43,2023-12-28,03-05-2023,active
SUB-1039,SAAS-353,modules,27,215,2023-12-23,2021-11-15,past_due
SUB-1040,SAAS-176,support,26,237.29,2022-07-25,03/17/2020,cancelled
SUB-1041,SAAS-235,platform,30,478.97,2022-04-27,2023-05-03,active
SUB-1042,SAAS-224,support,25,432,2023-07-15,05-03-2020,active
SUB-1043,SAAS-323,platform,43,79.24,2022-03-14,2022-02-21,active
SUB-1044,SAAS-36,support,18,157.41,2022-02-24,2024-06-20,active
SUB-1045,SAAS-264,support,14,425.63,2022-04-23,05-04-2024,cancelled
SUB-1046,SAAS-201,platform,42,424.17,2020-04-12,2023-04-05,active
SUB-1047,SAAS-72,modules,9,15,2020-03-18,2020-08-19,past_due
SUB-1048,SAAS-68,modules,20,495.48,2022-07-01,2024-04-06,active
SUB-1049,SAAS-184,modules,46,209,05-10-2021,03/16/2022,active
SUB-1050,SAAS-77,api,14,241,26-07-2021,2022-10-11,active
SUB-1051,SAAS-266,modules,14,189.77,20-02-2022,2023-10-20,active
SUB-1052,SAAS-270,api,31,157.8,2021-09-06,2020-09-13,past_due
SUB-1053,SAAS-75,support,8,223,2024-01-02,2020-02-16,cancelled
SUB-1054,SAAS-382,platform,19,202,2022-07-18,05-07-2024,active
SUB-1055,SAAS-131,api,33,217,2022-01-08,21-03-2024,past_due
SUB-1056,SAAS-236,modules,1,151.29,2023-04-04,06/27/2023,active
SUB-1057,SAAS-61,platform,37,402,04-07-2021,11/10/2020,cancelled
SUB-1058,SAAS-82,platform,-4,57,22-07-2023,2022-09-25,active
SUB-1059,SAAS-7,platform,34,330.2,2022-11-24,06/17/2021,active
SUB-1060,SAAS-400,api,11,74.66,2022-12-21,2021-06-12,active
SUB-1061,SAAS-278,api,10,207.66,23-07-2021,2020-08-23,past_due
SUB-1062,SAAS-86,support,6,255.28,2022-07-24,2022-05-25,active
SUB-1063,SAAS-129,api,41,157,09-11-2021,2024-11-01,active
SUB-1064,SAAS-163,support,2,104.22,15-12-2020,12/27/2024,past_due
SUB-1065,SAAS-368,modules,11,308.31,2021-02-12,2023-09-09,active
SUB-1066,SAAS-25,api,15,313.32,2024-08-02,2023-12-20,past_due
SUB-1067,SAAS-161,platform,19,286,2021-07-19,2024-11-21,active
SUB-1068,SAAS-165,platform,28,202.93,2022-04-15,2023-11-10,active
SUB-1069,SAAS-329,api,34,294.44,2020-07-02,2020-09-15,cancelled
SUB-1070,SAAS-294,modules,15,18.09,2020-11-09,05-10-2021,active
SUB-1071,SAAS-354,support,47,140.69,2020-02-07,28-07-2020,active
SUB-1072,SAAS-367,api,34,94.52,13-02-2021,2021-06-07,cancelled
SUB-1073,SAAS-93,platform,4,210.48,2024-11-14,2021-09-17,active
SUB-1074,SAAS-204,modules,26,217,2023-06-05,04/01/2023,active
SUB-1075,SAAS-291,support,9,301.55,2021-06-24,2021-10-11,cancelled
SUB-1076,SAAS-276,support,44,344.96,2024-11-26,2020-06-11,active
SUB-1077,SAAS-301,platform,4,455.25,2023-06-13,25-09-2023,active
SUB-1078,SAAS-199,support,-1,258.14,2020-04-15,2021-03-01,active
SUB-1079,SAAS-349,modules,31,297,2024-01-02,2023-05-01,past_due
SUB-1080,SAAS-111,modules,34,12,24-02-2021,11-09-2022,active
SUB-1081,SAAS-129,api,39,53,2023-05-08,05/13/2021,past_due
SUB-1082,SAAS-395,modules,37,347.01,2022-12-13,11-01-2023,active
SUB-1083,SAAS-149,modules,49,217,2022-07-23,02/27/2021,active
SUB-1084,SAAS-35,platform,27,169.26,2022-07-02,2020-04-16,active
SUB-1085,SAAS-129,platform,28,47.6,2021-07-02,2021-11-13,active
SUB-1086,SAAS-220,api,3,70.86,2022-08-27,2021-12-06,active
SUB-1087,SAAS-397,support,44,245.99,2022-06-11,10/07/2023,active
SUB-1088,SAAS-237,api,42,452.65,2022-09-05,2024-03-22,active
SUB-1089,SAAS-130,support,39,104,2023-04-18,2021-09-10,cancelled
SUB-1090,SAAS-149,modules,3,303.56,2024-01-17,17-02-2022,active
SUB-1091,SAAS-357,modules,27,139,2022-02-25,11/05/2021,active
SUB-1092,SAAS-295,modules,2,444.19,2022-06-07,2021-11-14,cancelled
SUB-1093,SAAS-216,api,18,165,2022-05-20,2024-07-05,cancelled
SUB-1094,SAAS-353,platform,46,159.73,2021-10-24,04/27/2023,active
SUB-1095,SAAS-211,platform,46,37,2021-07-16,2023-03-07,active
SUB-1096,SAAS-270,modules,28,352.1,2021-02-27,12/02/2023,active
SUB-1097,SAAS-202,api,21,11,2022-11-15,20-02-2022,active
SUB-1098,SAAS-202,modules,1,201,2023-01-11,2022-09-24,active
SUB-1099,SAAS-228,support,34,119.01,17-05-2024,09-01-2023,active
SUB-1100,SAAS-167,support,10,187.66,2024-08-21,2021-10-12,active
SUB-1101,SAAS-301,support,12,449,2022-11-26,2020-01-18,active
SUB-1102,SAAS-363,platform,44,251.61,2024-05-11,2024-09-18,active
SUB-1103,SAAS-235,modules,50,397,15-10-2023,03/08/2023,past_due
SUB-1104,SAAS-81,support,40,427.66,2020-01-09,2022-11-20,cancelled
SUB-1105,SAAS-311,modules,49,362.72,2024-10-14,2022-03-12,past_due
SUB-1106,SAAS-96,modules,49,82,2020-10-20,03/18/2020,active
SUB-1107,SAAS-133,platform,-5,247,2024-10-27,2024-01-09,cancelled
SUB-1108,SAAS-397,modules,48,403.32,2022-04-01,2020-06-13,active
SUB-1109,SAAS-188,api,49,491.81,2022-08-13,2022-06-13,active
SUB-1110,SAAS-20,modules,11,409.74,2020-02-18,10/15/2021,past_due
SUB-1111,SAAS-134,platform,3,447.94,2024-11-05,03/22/2024,past_due
SUB-1112,SAAS-52,platform,27,142,02-03-2021,2023-12-01,cancelled
SUB-1113,SAAS-237,api,35,80,20-11-2020,2022-03-12,active
SUB-1114,SAAS-29,platform,6,79.77,2020-05-19,18-08-2021,active
SUB-1115,SAAS-52,api,45,438.34,2023-06-18,2022-08-27,active
SUB-1116,SAAS-199,support,4,102,2022-02-04,2022-05-21,active
SUB-1117,SAAS-256,modules,43,484.35,2021-07-24,2024-12-27,active
SUB-1118,SAAS-113,platform,35,469,2020-03-02,2024-03-15,active
SUB-1119,SAAS-194,platform,34,25.87,2022-09-22,2020-11-05,active
SUB-1120,SAAS-39,platform,10,227.2,2022-08-10,2022-10-13,past_due
SUB-1121,SAAS-198,api,17,153.38,2021-04-27,2023-06-02,active
SUB-1122,SAAS-5,api,28,190.65,2024-01-01,06/04/2022,active
SUB-1123,SAAS-375,api,3,406.12,2023-04-13,28-08-2023,active
SUB-1124,SAAS-23,api,48,31.58,2022-12-27,12/04/2021,active
SUB-1125,SAAS-249,api,21,283,2022-05-23,2022-12-25,past_due
