invoice_id,subscription_id,invoice_date,amount,status
SI-1176,SUB-2356,03/01/2024,3922,overdue
SI-1177,SUB-4244,2026-10-28,4 479,overdue
SI-1178,SUB-2739,2025-05-25,247,PAID
SI-1179,SUB-5278,13-03-2026,3963,pending
SI-1180,SUB-4369,2026-08-12,1970,PAID
SI-1181,SUB-3242,01/22/2026,324,pending
SI-1182,SUB-511,13-01-2026,1926,OVERDUE
SI-1183,SUB-2231,2026-02-05,3702,OVERDUE
SI-1184,SUB-5209,2024-04-27,"4 497,00",OVERDUE
SI-1185,SUB-3232,2026-01-04,"$4,627.00",overdue
SI-1186,SUB-1667,22-06-2024,206,paid
SI-1187,SUB-5206,03-10-2024,3700,overdue
SI-1188,SUB-530,11/24/2026,4870,OVERDUE
SI-1189,SUB-5050,2025-07-12,3476,paid
SI-1190,SUB-583,01/14/2026,"4 258,00",overdue
SI-1191,SUB-4825,15-09-2025,4275,overdue
SI-1192,SUB-5552,2025-05-26,2897,overdue
SI-1193,SUB-2656,2025-02-21,2788,overdue
SI-1194,SUB-5208,2025-02-25,3271,overdue
SI-1195,SUB-4978,11-01-2026,2 900,pending
SI-1196,SUB-5568,11/06/2026,3200,paid
SI-1197,SUB-2073,09-08-2025,1414,overdue
SI-1198,SUB-611,2026-05-14,$882.00,paid
SI-1199,SUB-2303,2026-10-21,3648,pending
SI-1200,SUB-4729,03/07/2024,1051,PAID
SI-1201,SUB-3118,22-11-2025,"1 466,00",overdue
SI-1202,SUB-4493,2025-05-04,4900,PAID
SI-1203,SUB-2894,2026-05-26,3742,OVERDUE
SI-1204,SUB-1320,01/22/2025,913,pending
SI-1205,SUB-4484,2024-01-24,2977,PAID
SI-1206,SUB-3900,10/20/2026,$705.00,OVERDUE
SI-1207,SUB-2154,2025-07-24,1329,PAID
SI-1208,SUB-544,2025-09-17,"$2,715.00",overdue
SI-1209,SUB-1448,2025-01-14,1 689,overdue
SI-1210,SUB-3736,27-09-2025,"3 364,00",overdue
SI-1211,SUB-2775,2025-01-12,2225,overdue
SI-1212,SUB-2107,2026-12-20,1545,pending
SI-1213,SUB-4680,19-01-2026,"$1,857.00",PAID
SI-1214,SUB-2858,01/21/2024,4752,overdue
SI-1215,SUB-2197,05/25/2025,"$4,869.00",overdue
SI-1216,SUB-3073,11/12/2026,3655,OVERDUE
SI-1217,SUB-2205,2025-11-16,4625,overdue
SI-1218,SUB-4818,02/06/2026,2353,overdue
SI-1219,SUB-5897,09/01/2024,3092,overdue
SI-1220,SUB-5785,2026-07-24,2810,overdue
SI-1221,SUB-2760,2025-09-28,"$2,393.00",pending
SI-1222,SUB-4944,02-06-2025,"$3,896.00",PAID
SI-1223,SUB-547,01-04-2025,"4 922,00",OVERDUE
SI-1224,SUB-1360,05/18/2024,4395,paid
SI-1225,SUB-1715,06-08-2024,1 016,overdue
SI-1226,SUB-2461,08/02/2026,1945,overdue
SI-1227,SUB-3390,06/21/2025,3 134,overdue
SI-1228,SUB-5251,2025-09-13,"733,00",overdue
SI-1229,SUB-1861,10-06-2026,$344.00,overdue
SI-1230,SUB-1367,06/26/2025,"2 101,00",pending
SI-1231,SUB-4617,2025-07-20,2 578,PAID
SI-1232,SUB-5976,2025-04-24,"$3,829.00",PAID
SI-1233,SUB-2633,2025-12-26,"$3,067.00",pending
SI-1234,SUB-1142,04/03/2025,"$3,726.00",PAID
SI-1235,SUB-3247,2026-01-27,"$1,739.00",OVERDUE
SI-1236,SUB-361,2024-04-06,3516,overdue
SI-1237,SUB-2092,05-03-2024,"$3,070.00",pending
SI-1238,SUB-236,06/04/2026,859,pending
SI-1239,SUB-5757,01/20/2026,1466,PAID
SI-1240,SUB-777,08/18/2026,3 868,pending
SI-1241,SUB-2128,2025-04-20,4135,pending
SI-1242,SUB-3392,16-06-2025,2 188,overdue
SI-1243,SUB-5329,2026-12-02,"2 905,00",overdue
SI-1244,SUB-1707,12/22/2024,1529,overdue
SI-1245,SUB-1609,17-12-2026,2665,overdue
SI-1246,SUB-5280,2025-07-26,"4 212,00",OVERDUE
SI-1247,SUB-2590,2024-06-16,400,PAID
SI-1248,SUB-5763,01/22/2026,2390,OVERDUE
SI-1249,SUB-2057,2026-08-22,"$4,578.00",overdue
SI-1250,SUB-5571,22-06-2025,2993,paid
SI-1251,SUB-5857,08-05-2025,"4 567,00",paid
SI-1252,SUB-4251,03/03/2025,2739,OVERDUE
SI-1253,SUB-3007,03/05/2026,"2 005,00",OVERDUE
SI-1254,SUB-2177,2025-05-14,486,OVERDUE
SI-1255,SUB-2770,11-08-2024,"1 647,00",OVERDUE
SI-1256,SUB-1304,2025-12-23,"$3,179.00",OVERDUE
SI-1257,SUB-3164,06/10/2025,"$1,476.00",OVERDUE
SI-1258,SUB-5149,09/28/2026,3189,OVERDUE
SI-1259,SUB-2424,01/18/2025,4 768,overdue
SI-1260,SUB-4162,2024-01-06,"$3,926.00",overdue
SI-1261,SUB-5354,09-11-2026,3617,overdue
SI-1262,SUB-1159,01/02/2024,2326,overdue
SI-1263,SUB-5398,01/11/2025,"3 262,00",paid
SI-1264,SUB-5403,07/17/2024,3507,overdue
SI-1265,SUB-4861,2026-02-28,1631,overdue
SI-1266,SUB-5820,10/05/2025,2293,OVERDUE
SI-1267,SUB-163,2026-07-23,"138,00",paid
SI-1268,SUB-3360,07/27/2026,"$1,266.00",OVERDUE
SI-1269,SUB-1020,2024-06-10,"$2,461.00",OVERDUE
SI-1270,SUB-1159,11/04/2025,939,paid
SI-1271,SUB-1799,01-03-2026,$489.00,OVERDUE
SI-1272,SUB-5630,2024-05-11,700,OVERDUE
SI-1273,SUB-5485,2026-12-06,"3 690,00",overdue
SI-1274,SUB-3987,07/02/2024,1704,paid
SI-1275,SUB-2438,2026-11-07,1874,paid
SI-1276,SUB-5250,06/23/2024,4825,overdue
SI-1277,SUB-4705,2024-09-28,3239,overdue
SI-1278,SUB-1854,2025-01-21,1194,overdue
SI-1279,SUB-2840,13-12-2026,2786,overdue
SI-1280,SUB-3265,05/25/2026,"$1,476.00",PAID
SI-1281,SUB-2400,2024-09-06,"$3,153.00",pending
SI-1282,SUB-5715,2026-04-13,2890,overdue
SI-1283,SUB-4793,07-04-2024,1 502,PAID
SI-1284,SUB-887,19-07-2026,4 080,overdue
SI-1285,SUB-4430,2026-07-19,4118,OVERDUE
SI-1286,SUB-1524,2026-03-07,"2 200,00",paid
SI-1287,SUB-1898,02/25/2024,"$4,067.00",OVERDUE
SI-1288,SUB-5408,2025-01-26,2 940,pending
SI-1289,SUB-3974,03-07-2024,787,paid
SI-1290,SUB-2245,2024-10-08,1042,PAID
SI-1291,SUB-2022,2025-10-08,1362,PAID
SI-1292,SUB-3508,01/03/2026,$327.00,PAID
SI-1293,SUB-2359,10/02/2024,"$1,948.00",overdue
SI-1294,SUB-2445,2025-04-04,3527,overdue
SI-1295,SUB-473,2026-10-01,"4 285,00",overdue
SI-1296,SUB-5373,07/26/2026,3319,overdue
SI-1297,SUB-3384,01/11/2024,"193,00",OVERDUE
SI-1298,SUB-3814,2026-02-12,3710,OVERDUE
SI-1299,SUB-528,01/16/2026,4493,PAID
SI-1300,SUB-1451,2025-05-26,159,overdue
SI-1301,SUB-4351,2025-03-15,568,PAID
SI-1302,SUB-3993,04-02-2024,"878,00",pending
SI-1303,SUB-2610,2026-04-13,632,OVERDUE
SI-1304,SUB-2275,11/16/2026,1 112,pending
SI-1305,SUB-1938,2026-12-15,"$1,600.00",pending
SI-1306,SUB-905,09/15/2025,3267,paid
SI-1307,SUB-5407,02/13/2024,$429.00,OVERDUE
SI-1308,SUB-826,2025-10-07,"2 229,00",OVERDUE
SI-1309,SUB-5245,2025-12-19,1443,OVERDUE
SI-1310,SUB-564,09/02/2025,549,overdue
SI-1311,SUB-18,14-10-2026,2356,overdue
SI-1312,SUB-5919,05/12/2025,1636,overdue
SI-1313,SUB-2670,2024-12-06,"857,00",overdue
SI-1314,SUB-2699,01/20/2024,605,OVERDUE
SI-1315,SUB-1455,2024-11-11,1956,paid
SI-1316,SUB-5820,2026-01-26,"$4,592.00",OVERDUE
SI-1317,SUB-4487,2025-05-26,"$2,353.00",pending
SI-1318,SUB-3649,2025-02-21,"$3,193.00",pending
SI-1319,SUB-4068,06-03-2026,570,OVERDUE
SI-1320,SUB-666,27-09-2024,3679,overdue
SI-1321,SUB-1831,2025-02-26,555,paid
SI-1322,SUB-1668,2026-12-01,1 424,PAID
SI-1323,SUB-2833,06-08-2026,372,PAID
SI-1324,SUB-4242,2026-06-25,3526,overdue
SI-1325,SUB-3393,2026-04-20,3737,paid
SI-1326,SUB-171,2026-07-09,$975.00,PAID
SI-1327,SUB-112,08/06/2024,4 688,overdue
SI-1328,SUB-5408,2024-02-23,2007,overdue
SI-1329,SUB-5074,09/28/2025,"$1,519.00",overdue
SI-1330,SUB-5017,12/20/2024,315,overdue
SI-1331,SUB-1518,08/07/2026,2237,pending
SI-1332,SUB-3321,03/17/2025,1755,PAID
SI-1333,SUB-272,2026-02-10,"$3,778.00",pending
SI-1334,SUB-1036,2025-06-23,2802,overdue
SI-1335,SUB-4856,02-10-2025,"4 723,00",overdue
SI-1336,SUB-5838,2026-06-04,"$2,720.00",OVERDUE
SI-1337,SUB-587,2026-06-18,1382,paid
SI-1338,SUB-505,01/10/2026,4913,OVERDUE
SI-1339,SUB-1629,07/26/2024,4 707,PAID
SI-1340,SUB-3821,2026-04-21,4573,paid
SI-1341,SUB-2479,05/07/2025,"$2,223.00",paid
SI-1342,SUB-3174,07/18/2026,"$2,699.00",overdue
SI-1343,SUB-1771,2024-06-16,"$4,978.00",PAID
SI-1344,SUB-2064,18-01-2025,"$1,096.00",overdue
SI-1345,SUB-878,17-09-2026,"$3,816.00",overdue
SI-1346,SUB-4454,2024-05-10,3 607,overdue
SI-1347,SUB-1987,22-02-2025,3868,overdue
SI-1348,SUB-2878,20-11-2025,"$1,175.00",overdue
SI-1349,SUB-992,2024-10-28,4139,paid
SI-1350,SUB-4887,2025-07-14,620,pending
SI-1351,SUB-1992,03/05/2025,"$1,961.00",overdue
SI-1352,SUB-3237,09/18/2025,"2 689,00",overdue
SI-1353,SUB-5393,12/01/2025,236,overdue
SI-1354,SUB-2865,2025-11-18,3230,OVERDUE
SI-1355,SUB-4099,2025-08-10,"$1,839.00",overdue
SI-1356,SUB-5474,2024-07-04,"1 002,00",paid
SI-1357,SUB-2176,2024-07-25,"$4,838.00",paid
SI-1358,SUB-3189,11/18/2024,4 900,OVERDUE
SI-1359,SUB-2975,2026-05-13,"$1,890.00",overdue
SI-1360,SUB-466,2024-10-15,3587,overdue
SI-1361,SUB-4302,09/15/2024,"3 984,00",overdue
SI-1362,SUB-410,2024-10-23,"$4,067.00",overdue
SI-1363,SUB-470,2025-02-07,3131,overdue
SI-1364,SUB-3081,06/15/2026,1617,overdue
SI-1365,SUB-2791,2024-04-06,4252,paid
SI-1366,SUB-4397,05/04/2025,1393,pending
SI-1367,SUB-1665,05-09-2025,"$4,617.00",PAID
SI-1368,SUB-5867,11-10-2025,"$1,662.00",PAID
SI-1369,SUB-4782,28-05-2026,574,paid
SI-1370,SUB-3794,06/09/2026,$884.00,paid
SI-1371,SUB-1728,05/03/2024,4332,OVERDUE
SI-1372,SUB-3055,2026-03-25,"$3,400.00",overdue
SI-1373,SUB-329,15-03-2024,"$2,520.00",overdue
SI-1374,SUB-5257,2026-11-06,$527.00,PAID
SI-1375,SUB-1901,07/19/2025,1370,paid
SI-1376,SUB-5693,2025-01-28,"$1,617.00",paid
SI-1377,SUB-1284,11-05-2026,3929,pending
SI-1378,SUB-780,2025-04-05,3466,overdue
SI-1379,SUB-2846,2024-01-28,$361.00,overdue
SI-1380,SUB-1654,2026-11-24,"3 027,00",overdue
SI-1381,SUB-4648,08/26/2026,4243,overdue
SI-1382,SUB-5304,2024-07-18,2826,pending
SI-1383,SUB-5761,2024-02-27,"$3,225.00",pending
SI-1384,SUB-2577,2024-04-24,1539,paid
SI-1385,SUB-1610,2025-04-01,2 767,pending
SI-1386,SUB-4949,2024-01-05,2686,PAID
SI-1387,SUB-4291,2024-02-24,2090,paid
SI-1388,SUB-5032,08/14/2024,"$2,117.00",OVERDUE
SI-1389,SUB-3215,07-07-2026,"$1,138.00",paid
SI-1390,SUB-891,2025-09-16,1 323,paid
SI-1391,SUB-2710,27-12-2025,867,overdue
SI-1392,SUB-4881,08/01/2025,4590,pending
SI-1393,SUB-5985,03/06/2026,4318,PAID
SI-1394,SUB-4409,11/08/2026,1947,OVERDUE
SI-1395,SUB-5504,28-11-2024,"$1,587.00",overdue
SI-1396,SUB-5739,2025-11-14,"$2,423.00",overdue
SI-1397,SUB-522,2024-03-10,584,overdue
SI-1398,SUB-3284,2026-12-15,1920,overdue
SI-1399,SUB-184,06/24/2025,2005,paid
SI-1400,SUB-2740,2025-09-12,"$4,439.00",pending
SI-1401,SUB-1829,2025-08-11,2386,overdue
SI-1402,SUB-2420,2026-10-22,4217,PAID
SI-1403,SUB-2284,2024-09-13,"$2,667.00",overdue
SI-1404,SUB-3754,13-03-2025,2667,overdue
SI-1405,SUB-4023,2024-07-21,"191,00",paid
SI-1406,SUB-4308,2024-08-01,"$1,519.00",PAID
SI-1407,SUB-1859,04-10-2024,"4 032,00",OVERDUE
SI-1408,SUB-3896,2025-03-07,1555,paid
SI-1409,SUB-5951,2026-03-02,"4 023,00",PAID
SI-1410,SUB-3202,07/21/2025,"$2,370.00",pending
SI-1411,SUB-42,2025-12-02,450,pending
SI-1412,SUB-148,06/02/2024,4031,overdue
SI-1413,SUB-2827,10/13/2024,"$2,250.00",overdue
SI-1414,SUB-2296,2025-06-01,3329,overdue
SI-1415,SUB-5549,2025-06-05,4389,overdue
SI-1416,SUB-2762,2026-09-08,4 762,overdue
SI-1417,SUB-5660,02/14/2026,3623,OVERDUE
SI-1418,SUB-363,2026-08-04,1906,OVERDUE
SI-1419,SUB-4994,2026-03-07,"$2,567.00",paid
SI-1420,SUB-1353,2024-04-24,"$1,807.00",pending
SI-1421,SUB-2678,21-01-2024,2971,overdue
SI-1422,SUB-5135,2026-04-17,"$2,731.00",pending
SI-1423,SUB-3348,10-12-2025,304,OVERDUE
SI-1424,SUB-5573,2024-02-11,1491,OVERDUE
SI-1425,SUB-5090,06/10/2024,1730,pending
SI-1426,SUB-4281,04/13/2026,658,overdue
SI-1427,SUB-486,10-04-2024,"$4,582.00",PAID
SI-1428,SUB-2251,2026-11-28,"$1,040.00",pending
SI-1429,SUB-4743,19-07-2026,276,overdue
SI-1430,SUB-2351,11/04/2026,612,overdue
SI-1431,SUB-5712,08/09/2024,4 977,overdue
SI-1432,SUB-2141,2025-02-06,"$2,911.00",overdue
SI-1433,SUB-3762,2026-08-06,"4 457,00",OVERDUE
SI-1434,SUB-864,2024-07-03,4567,OVERDUE
SI-1435,SUB-2003,05/21/2026,2193,paid
SI-1436,SUB-4490,2026-12-14,"1 711,00",PAID
SI-1437,SUB-5703,09/11/2026,1527,PAID
SI-1438,SUB-3710,2024-01-13,"$4,280.00",PAID
SI-1439,SUB-4527,2025-05-13,4323,PAID
SI-1440,SUB-1239,17-04-2026,1153,OVERDUE
SI-1441,SUB-2053,06/03/2026,4879,overdue
SI-1442,SUB-2411,2025-02-18,4007,paid
SI-1443,SUB-1900,04/22/2024,2362,OVERDUE
SI-1444,SUB-1410,09/21/2024,1672,OVERDUE
SI-1445,SUB-5166,05/03/2024,4919,overdue
SI-1446,SUB-4931,02/21/2026,"$3,105.00",overdue
SI-1447,SUB-4261,07/10/2026,$600.00,overdue
SI-1448,SUB-5969,2026-04-19,4855,overdue
SI-1449,SUB-279,07-12-2026,$200.00,overdue
SI-1450,SUB-396,2025-09-26,2 629,paid
SI-1451,SUB-5252,2025-07-18,$661.00,paid
SI-1452,SUB-1391,03/22/2026,859,OVERDUE
SI-1453,SUB-5389,2025-06-09,"4 482,00",PAID
SI-1454,SUB-5874,11/14/2026,424,overdue
SI-1455,SUB-4097,03-11-2024,4491,overdue
SI-1456,SUB-4312,07/15/2025,4750,PAID
SI-1457,SUB-4627,2024-08-09,235,pending
SI-1458,SUB-4852,04-10-2025,3677,pending
SI-1459,SUB-2426,06-02-2026,4933,paid
SI-1460,SUB-1350,02/02/2024,"$2,065.00",paid
SI-1461,SUB-3716,2026-04-16,"333,00",paid
SI-1462,SUB-965,16-07-2026,"$3,093.00",paid
SI-1463,SUB-5532,12/10/2025,"$2,402.00",overdue
SI-1464,SUB-3833,2026-09-10,1711,overdue
SI-1465,SUB-698,07/15/2025,4 822,overdue
SI-1466,SUB-555,12/08/2026,"$1,998.00",overdue
SI-1467,SUB-1285,2025-08-11,"$3,004.00",pending
SI-1468,SUB-3601,2026-05-13,1 601,overdue
SI-1469,SUB-367,11/17/2024,"$3,269.00",paid
SI-1470,SUB-2441,2024-03-23,4754,overdue
SI-1471,SUB-5956,2024-03-17,204,overdue
SI-1472,SUB-3347,2025-04-14,"3 526,00",paid
SI-1473,SUB-2076,05/01/2025,"$2,761.00",OVERDUE
SI-1474,SUB-2043,2025-08-07,1232,pending
SI-1475,SUB-3929,2026-03-22,$687.00,OVERDUE
SI-1476,SUB-1406,07/23/2024,"$3,853.00",OVERDUE
SI-1477,SUB-5157,06/24/2026,"3 792,00",OVERDUE
SI-1478,SUB-5417,20-12-2024,4208,overdue
SI-1479,SUB-2857,2025-10-26,2749,PAID
SI-1480,SUB-820,2025-09-15,4425,overdue
SI-1481,SUB-2762,05/04/2026,4922,overdue
SI-1482,SUB-1083,2025-05-26,260,overdue
SI-1483,SUB-3017,11-06-2024,"$4,764.00",overdue
SI-1484,SUB-2194,04/25/2025,255,PAID
SI-1485,SUB-1696,2026-03-25,3058,paid
SI-1486,SUB-4809,23-07-2026,1522,OVERDUE
SI-1487,SUB-4271,2025-09-15,2274,pending
SI-1488,SUB-3712,2024-12-24,2724,overdue
SI-1489,SUB-5578,2025-06-08,"$2,783.00",OVERDUE
SI-1490,SUB-580,18-07-2024,1853,paid
SI-1491,SUB-4459,2026-12-27,"$4,510.00",overdue
SI-1492,SUB-2073,02/10/2026,270,OVERDUE
SI-1493,SUB-5342,2024-04-05,4 852,pending
SI-1494,SUB-1902,27-01-2025,"$4,382.00",PAID
SI-1495,SUB-2765,18-06-2026,"5 000,00",overdue
SI-1496,SUB-2335,03/07/2025,3578,overdue
SI-1497,SUB-1211,17-06-2026,1899,overdue
SI-1498,SUB-2974,09-10-2026,"$2,130.00",overdue
SI-1499,SUB-2585,07/26/2026,3877,overdue
SI-1500,SUB-3279,11/06/2025,3233,overdue
SI-1501,SUB-3650,2025-05-14,3221,overdue
SI-1502,SUB-4151,2024-11-27,4727,pending
SI-1503,SUB-692,07/24/2026,569,paid
SI-1504,SUB-1952,2024-06-12,1764,overdue
SI-1505,SUB-1209,2026-08-22,2 418,PAID
SI-1506,SUB-515,2025-06-25,"1 479,00",overdue
SI-1507,SUB-4648,2026-12-21,"4 383,00",PAID
SI-1508,SUB-1954,2026-06-04,"$1,104.00",OVERDUE
SI-1509,SUB-3922,04-01-2024,4856,OVERDUE
SI-1510,SUB-1834,2024-11-04,1159,paid
SI-1511,SUB-3031,12-01-2025,"$3,720.00",overdue
SI-1512,SUB-326,02/21/2025,1840,overdue
SI-1513,SUB-4299,12/27/2024,4504,paid
SI-1514,SUB-5718,2026-03-22,1366,overdue
SI-1515,SUB-5088,10/07/2024,4880,overdue
SI-1516,SUB-110,2025-09-05,996,overdue
SI-1517,SUB-5598,06/01/2025,3120,overdue
SI-1518,SUB-29,21-03-2024,3685,overdue
SI-1519,SUB-4468,2026-11-11,"$1,150.00",paid
SI-1520,SUB-5980,2024-11-03,"$1,139.00",PAID
SI-1521,SUB-2236,2025-10-05,"1 649,00",paid
SI-1522,SUB-258,03/02/2024,3080,PAID
SI-1523,SUB-2353,16-11-2026,1 909,OVERDUE
SI-1524,SUB-4699,2025-05-19,1388,pending
SI-1525,SUB-2030,12-08-2025,1535,PAID
SI-1526,SUB-5934,01/16/2025,1455,pending
SI-1527,SUB-1887,2026-12-16,1046,paid
SI-1528,SUB-4168,2026-06-09,496,paid
SI-1529,SUB-4301,2024-05-02,1646,paid
SI-1530,SUB-5465,04/21/2026,"$4,019.00",PAID
SI-1531,SUB-5804,2026-01-04,2497,overdue
SI-1532,SUB-3809,03/14/2026,2183,overdue
SI-1533,SUB-1979,2025-02-25,"$3,444.00",overdue
SI-1534,SUB-4846,12/18/2024,2432,overdue
SI-1535,SUB-3715,2026-06-27,$703.00,PAID
SI-1536,SUB-1847,02/17/2024,2 693,OVERDUE
SI-1537,SUB-3846,2025-05-19,4688,pending
SI-1538,SUB-5391,17-07-2025,702,OVERDUE
SI-1539,SUB-2145,01/28/2025,"$3,732.00",PAID
SI-1540,SUB-3052,2025-10-20,1873,overdue
SI-1541,SUB-5231,2025-12-10,1114,pending
SI-1542,SUB-4291,2025-06-16,"$2,681.00",overdue
SI-1543,SUB-5181,2026-09-05,3135,overdue
SI-1544,SUB-5894,2026-11-13,3 835,OVERDUE
SI-1545,SUB-2754,02/05/2024,2204,pending
SI-1546,SUB-3605,05-07-2024,"$3,254.00",OVERDUE
SI-1547,SUB-5529,2026-09-20,4460,paid
SI-1548,SUB-2556,03/21/2024,"$3,606.00",overdue
SI-1549,SUB-5229,2026-08-21,237,overdue
SI-1550,SUB-100,2024-11-18,1318,overdue
SI-1551,SUB-1464,03/16/2025,"$1,998.00",overdue
SI-1552,SUB-5466,06/11/2024,"$1,413.00",OVERDUE
SI-1553,SUB-421,21-01-2024,2969,overdue
SI-1554,SUB-1300,10/02/2026,"2 159,00",OVERDUE
SI-1555,SUB-4747,2024-12-21,121,overdue
SI-1556,SUB-808,25-10-2024,4478,OVERDUE
SI-1557,SUB-1843,2024-05-02,1621,pending
SI-1558,SUB-3069,12/10/2026,"$3,720.00",paid
SI-1559,SUB-5068,2024-06-12,2644,OVERDUE
SI-1560,SUB-3372,10/27/2025,1596,overdue
SI-1561,SUB-5431,11/14/2025,1926,pending
SI-1562,SUB-5083,06/11/2024,3115,paid
SI-1563,SUB-4944,02/07/2026,"$2,343.00",pending
SI-1564,SUB-949,2026-10-13,"$3,165.00",PAID
SI-1565,SUB-4140,2024-07-14,368,overdue
SI-1566,SUB-3512,04/21/2024,"$1,580.00",overdue
SI-1567,SUB-2109,10/16/2024,2742,overdue
SI-1568,SUB-1071,2026-12-18,2 241,overdue
SI-1569,SUB-4884,2025-12-11,4737,overdue
SI-1570,SUB-3122,2024-11-23,2517,pending
SI-1571,SUB-2890,11/25/2024,4418,paid
SI-1572,SUB-5603,2026-08-28,1788,pending
SI-1573,SUB-4374,2024-03-18,2041,pending
SI-1574,SUB-3363,07-05-2026,"2 562,00",overdue
SI-1575,SUB-12,07-03-2025,4369,overdue
SI-1576,SUB-2150,2026-03-03,3 269,pending
SI-1577,SUB-433,2025-05-07,987,OVERDUE
SI-1578,SUB-1063,2024-06-08,4679,OVERDUE
SI-1579,SUB-941,2025-11-12,$323.00,paid
SI-1580,SUB-5871,2026-04-03,"$2,781.00",paid
SI-1581,SUB-1443,2024-07-22,617,OVERDUE
SI-1582,SUB-604,05/27/2025,2879,overdue
SI-1583,SUB-1434,02/20/2026,928,overdue
SI-1584,SUB-5817,10/02/2024,"3 182,00",overdue
SI-1585,SUB-1821,2024-06-16,3146,overdue
SI-1586,SUB-3972,18-03-2026,"1 708,00",paid
SI-1587,SUB-3414,16-01-2025,"$1,918.00",pending
SI-1588,SUB-4860,2024-11-22,326,PAID
SI-1589,SUB-2386,2025-08-03,"$2,756.00",overdue
SI-1590,SUB-185,2026-11-02,"$2,072.00",PAID
SI-1591,SUB-5727,12/02/2026,"$3,802.00",overdue
SI-1592,SUB-5633,2026-11-01,2732,paid
SI-1593,SUB-5627,16-10-2025,"$2,717.00",pending
SI-1594,SUB-2266,03/11/2024,4911,paid
SI-1595,SUB-1270,2025-02-16,"893,00",overdue
SI-1596,SUB-383,2024-05-17,"956,00",pending
SI-1597,SUB-1924,2026-01-25,"$4,851.00",PAID
SI-1598,SUB-1920,2026-12-11,4488,pending
SI-1599,SUB-286,03/09/2025,1514,overdue
SI-1600,SUB-5830,2024-04-03,"2 568,00",overdue
SI-1601,SUB-2319,09/18/2024,1879,overdue
SI-1602,SUB-4205,2025-06-16,4975,overdue
SI-1603,SUB-5977,2024-10-20,4516,OVERDUE
SI-1604,SUB-1504,04/03/2024,3 028,overdue
SI-1605,SUB-2396,2024-04-17,2 706,PAID
SI-1606,SUB-4591,2024-12-12,"1 997,00",overdue
SI-1607,SUB-2993,07/22/2026,"493,00",PAID
SI-1608,SUB-2289,2025-09-15,"$1,898.00",pending
SI-1609,SUB-3041,11/25/2024,3032,paid
SI-1610,SUB-5869,2024-09-15,1865,paid
SI-1611,SUB-2116,2024-01-03,4 867,PAID
SI-1612,SUB-1438,2025-03-18,4688,paid
SI-1613,SUB-137,10/15/2025,"$4,014.00",paid
SI-1614,SUB-3895,03-08-2025,2797,pending
SI-1615,SUB-4466,2024-01-22,"$4,874.00",OVERDUE
SI-1616,SUB-5976,11/24/2025,$714.00,overdue
SI-1617,SUB-136,07/27/2025,4165,overdue
SI-1618,SUB-1425,24-06-2024,1288,overdue
SI-1619,SUB-1949,09/24/2025,2855,overdue
SI-1620,SUB-662,2026-11-22,"$1,416.00",OVERDUE
SI-1621,SUB-936,2026-04-26,3 647,paid
SI-1622,SUB-1812,2025-12-03,"604,00",overdue
SI-1623,SUB-1296,2026-07-17,$278.00,OVERDUE
SI-1624,SUB-4113,28-12-2026,"$1,976.00",PAID
SI-1625,SUB-1467,26-05-2025,"$3,496.00",paid
SI-1626,SUB-3023,07/01/2026,4787,paid
SI-1627,SUB-3879,2026-09-24,2143,PAID
SI-1628,SUB-736,10/16/2026,"$2,416.00",pending
SI-1629,SUB-3079,2026-09-13,962,PAID
SI-1630,SUB-786,2025-11-12,3631,pending
SI-1631,SUB-3447,2024-04-15,3017,paid
SI-1632,SUB-2762,2024-11-08,3765,OVERDUE
SI-1633,SUB-1233,2026-03-28,3479,overdue
SI-1634,SUB-931,2025-08-03,"$1,080.00",overdue
SI-1635,SUB-4113,12/25/2026,"$2,269.00",overdue
SI-1636,SUB-384,2024-02-17,4577,overdue
SI-1637,SUB-3173,13-09-2025,"$4,520.00",PAID
SI-1638,SUB-2178,2026-10-21,1487,paid
SI-1639,SUB-5917,16-08-2024,"$3,202.00",PAID
SI-1640,SUB-4570,01/10/2026,4012,OVERDUE
SI-1641,SUB-3048,2026-02-19,4931,overdue
SI-1642,SUB-3066,02-05-2026,2426,pending
SI-1643,SUB-245,2024-03-10,4143,OVERDUE
SI-1644,SUB-4901,09/16/2026,2482,paid
SI-1645,SUB-5543,2025-12-15,"$3,072.00",pending
SI-1646,SUB-1176,25-02-2024,"2 820,00",PAID
SI-1647,SUB-1870,2024-05-07,"$1,620.00",paid
SI-1648,SUB-707,06/28/2025,1 137,paid
SI-1649,SUB-4197,2024-11-08,4936,OVERDUE
SI-1650,SUB-2794,2024-10-09,"4 599,00",overdue
SI-1651,SUB-1604,2025-09-12,4752,overdue
SI-1652,SUB-1233,2026-05-21,2 511,overdue
SI-1653,SUB-5415,18-09-2025,4 486,overdue
SI-1654,SUB-5609,2025-11-24,"$1,048.00",paid
SI-1655,SUB-1814,2026-11-02,$386.00,PAID
SI-1656,SUB-901,02/13/2025,$890.00,PAID
SI-1657,SUB-5655,2025-07-04,222,OVERDUE
SI-1658,SUB-4795,12-04-2024,170,paid
SI-1659,SUB-1266,09/06/2025,4572,pending
SI-1660,SUB-4753,09/05/2025,"$3,791.00",pending
SI-1661,SUB-4516,02/01/2024,"242,00",OVERDUE
SI-1662,SUB-936,2024-05-23,"$3,359.00",PAID
