usage_id,subscription_id,week,value
US-10003,SUB-930,11,255
US-10004,SUB-4088,31,626
US-10005,SUB-4980,30,509
US-10006,SUB-952,35,59
US-10007,SUB-4609,17,19
US-10008,SUB-5322,35,551
US-10009,SUB-273,22,968
US-10010,SUB-4089,24,259
US-10011,SUB-2724,20,176
US-10012,SUB-4428,4,242
US-10013,SUB-3837,34,67
US-10014,SUB-4969,9,836
US-10015,SUB-5637,18,884
US-10016,SUB-5012,31,228
US-10017,SUB-4561,9,994
US-10018,SUB-2536,31,964
US-10019,SUB-3337,34,473
US-10020,SUB-2580,2,856
US-10021,SUB-5896,15,441
US-10022,SUB-3879,11,135
US-10023,SUB-574,3,219
US-10024,SUB-344,21,85
US-10025,SUB-2165,6,208
US-10026,SUB-4472,7,519
US-10027,SUB-3497,25,953
US-10028,SUB-1168,18,210
US-10029,SUB-4439,29,172
US-10030,SUB-1620,36,68
US-10031,SUB-3142,7,428
US-10032,SUB-5518,13,242
US-10033,SUB-5056,24,214
US-10034,SUB-5979,24,165
US-10035,SUB-2129,18,106
US-10036,SUB-5957,28,904
US-10037,SUB-4564,14,933
US-10038,SUB-4205,8,478
US-10039,SUB-2304,25,880
US-10040,SUB-4102,13,85
US-10041,SUB-5132,7,565
US-10042,SUB-2201,2,255
US-10043,SUB-4290,28,718
US-10044,SUB-3526,18,40
US-10045,SUB-4558,36,979
US-10046,SUB-6000,8,881
US-10047,SUB-2183,3,518
US-10048,SUB-5804,33,896
US-10049,SUB-3810,15,141
US-10050,SUB-4742,9,881
US-10051,SUB-4205,3,781
US-10052,SUB-3916,1,565
US-10053,SUB-1580,10,761
US-10054,SUB-2421,12,623
US-10055,SUB-3510,19,732
US-10056,SUB-619,32,666
US-10057,SUB-5639,7,488
US-10058,SUB-5202,13,261
US-10059,SUB-4182,6,114
US-10060,SUB-248,32,443
US-10061,SUB-3082,22,266
US-10062,SUB-5467,14,266
US-10063,SUB-3427,10,697
US-10064,SUB-1501,38,348
US-10065,SUB-4257,20,773
US-10066,SUB-5963,20,366
US-10067,SUB-5274,28,899
US-10068,SUB-1772,10,842
US-10069,SUB-2936,14,388
US-10070,SUB-160,32,136
US-10071,SUB-3458,16,478
US-10072,SUB-2288,8,252
US-10073,SUB-1856,17,694
US-10074,SUB-156,24,15
US-10075,SUB-3150,39,983
US-10076,SUB-2647,11,612
US-10077,SUB-5446,37,150
US-10078,SUB-5686,32,453
US-10079,SUB-2240,20,372
US-10080,SUB-2912,37,177
US-10081,SUB-524,26,86
US-10082,SUB-4120,12,816
US-10083,SUB-1398,30,555
US-10084,SUB-494,11,908
US-10085,SUB-5137,14,669
US-10086,SUB-2187,4,53
US-10087,SUB-642,30,329
US-10088,SUB-4991,38,314
US-10089,SUB-2056,14,99
US-10090,SUB-1381,40,907
US-10091,SUB-1167,10,322
US-10092,SUB-874,30,84
US-10093,SUB-971,36,17
US-10094,SUB-279,13,716
US-10095,SUB-2340,30,549
US-10096,SUB-952,20,245
US-10097,SUB-5791,40,225
US-10098,SUB-4584,8,693
US-10099,SUB-1101,37,262
US-10100,SUB-1359,6,512
US-10101,SUB-3994,26,106
US-10102,SUB-3034,35,199
US-10103,SUB-5622,2,861
US-10104,SUB-2310,26,132
US-10105,SUB-999,29,987
US-10106,SUB-5991,25,812
US-10107,SUB-2765,38,903
US-10108,SUB-3275,28,672
US-10109,SUB-128,35,136
US-10110,SUB-5229,38,779
US-10111,SUB-4999,8,468
US-10112,SUB-3004,31,363
US-10113,SUB-984,26,317
US-10114,SUB-2466,25,426
US-10115,SUB-3156,23,998
US-10116,SUB-511,17,652
US-10117,SUB-737,23,137
US-10118,SUB-5317,11,140
US-10119,SUB-5551,21,136
US-10120,SUB-4798,11,753
US-10121,SUB-5459,4,965
US-10122,SUB-1207,16,745
US-10123,SUB-1850,15,486
US-10124,SUB-3970,8,224
US-10125,SUB-5815,29,286
US-10126,SUB-807,6,447
US-10127,SUB-430,37,781
US-10128,SUB-214,25,606
US-10129,SUB-1441,15,369
US-10130,SUB-1938,11,712
US-10131,SUB-3726,27,667
US-10132,SUB-2770,4,62
US-10133,SUB-3477,25,338
US-10134,SUB-3270,19,391
US-10135,SUB-4516,9,674
US-10136,SUB-3418,15,126
US-10137,SUB-3504,8,238
US-10138,SUB-5565,2,239
US-10139,SUB-3490,7,89
US-10140,SUB-5972,32,494
US-10141,SUB-701,2,555
US-10142,SUB-2627,28,820
US-10143,SUB-1517,17,613
US-10144,SUB-762,5,563
US-10145,SUB-2533,12,123
US-10146,SUB-1667,20,49
US-10147,SUB-2921,24,507
US-10148,SUB-2909,35,733
US-10149,SUB-595,12,512
US-10150,SUB-5592,14,497
US-10151,SUB-1995,15,106
US-10152,SUB-3876,35,7
US-10153,SUB-4348,30,954
US-10154,SUB-5657,40,462
US-10155,SUB-4312,36,475
US-10156,SUB-687,6,740
US-10157,SUB-4521,26,690
US-10158,SUB-2386,15,477
US-10159,SUB-5989,37,871
US-10160,SUB-2137,27,221
US-10161,SUB-3844,5,946
US-10162,SUB-1457,7,719
US-10163,SUB-1656,1,929
US-10164,SUB-1300,29,722
US-10165,SUB-1010,9,561
US-10166,SUB-1015,8,277
US-10167,SUB-5577,26,873
US-10168,SUB-2396,15,345
US-10169,SUB-2306,32,745
US-10170,SUB-1445,21,9
US-10171,SUB-211,4,945
US-10172,SUB-746,37,952
US-10173,SUB-2314,6,937
US-10174,SUB-5572,11,965
US-10175,SUB-471,25,742
US-10176,SUB-64,26,121
US-10177,SUB-3940,39,162
US-10178,SUB-667,2,674
US-10179,SUB-2763,14,416
US-10180,SUB-2141,5,998
US-10181,SUB-1816,24,913
US-10182,SUB-4520,28,410
US-10183,SUB-3642,18,591
US-10184,SUB-956,17,372
US-10185,SUB-5795,5,610
US-10186,SUB-5142,25,196
US-10187,SUB-5495,40,591
US-10188,SUB-5881,4,79
US-10189,SUB-4088,4,462
US-10190,SUB-5894,4,209
US-10191,SUB-511,1,100
US-10192,SUB-3093,30,528
US-10193,SUB-3190,30,438
US-10194,SUB-512,31,240
US-10195,SUB-1553,5,408
US-10196,SUB-5396,34,13
US-10197,SUB-4835,21,836
US-10198,SUB-3337,14,890
US-10199,SUB-5144,32,277
US-10200,SUB-1497,27,813
US-10201,SUB-1936,25,247
US-10202,SUB-1156,36,89
US-10203,SUB-116,12,405
US-10204,SUB-4941,27,441
US-10205,SUB-171,1,418
US-10206,SUB-2060,26,74
US-10207,SUB-1253,30,84
US-10208,SUB-2921,17,487
US-10209,SUB-3224,39,657
US-10210,SUB-4273,33,120
US-10211,SUB-4243,10,579
US-10212,SUB-21,14,419
US-10213,SUB-5069,9,953
US-10214,SUB-4940,29,24
US-10215,SUB-4952,27,677
US-10216,SUB-882,7,323
US-10217,SUB-3009,9,441
US-10218,SUB-213,14,140
US-10219,SUB-4247,12,297
US-10220,SUB-5465,11,441
US-10221,SUB-2817,20,934
US-10222,SUB-1034,36,66
US-10223,SUB-5291,8,585
US-10224,SUB-3461,6,860
US-10225,SUB-4078,8,188
US-10226,SUB-1471,21,550
US-10227,SUB-3697,30,397
US-10228,SUB-3661,37,787
US-10229,SUB-749,23,98
US-10230,SUB-1563,33,560
US-10231,SUB-3941,18,650
US-10232,SUB-4573,5,420
US-10233,SUB-4445,34,985
US-10234,SUB-2365,40,564
US-10235,SUB-5396,3,747
US-10236,SUB-4084,5,850
US-10237,SUB-4973,14,161
US-10238,SUB-4210,31,633
US-10239,SUB-5251,6,318
US-10240,SUB-1216,27,945
US-10241,SUB-1965,9,319
US-10242,SUB-1532,22,826
US-10243,SUB-2132,28,120
US-10244,SUB-2868,4,637
US-10245,SUB-839,16,773
US-10246,SUB-2728,7,983
US-10247,SUB-2596,17,605
US-10248,SUB-3397,19,548
US-10249,SUB-1174,34,228
US-10250,SUB-2397,25,630
US-10251,SUB-2739,10,824
US-10252,SUB-3936,40,418
US-10253,SUB-3833,34,148
US-10254,SUB-5964,12,465
US-10255,SUB-4102,6,134
US-10256,SUB-1715,28,82
US-10257,SUB-5096,32,227
US-10258,SUB-1258,22,461
US-10259,SUB-2410,36,127
US-10260,SUB-3150,27,296
US-10261,SUB-3034,26,937
US-10262,SUB-5331,11,568
US-10263,SUB-5451,29,623
US-10264,SUB-2132,29,94
US-10265,SUB-983,36,848
US-10266,SUB-5613,14,708
US-10267,SUB-5747,8,375
US-10268,SUB-2482,4,102
US-10269,SUB-3655,18,89
US-10270,SUB-5542,25,723
US-10271,SUB-5460,28,331
US-10272,SUB-4529,36,472
US-10273,SUB-5566,15,713
US-10274,SUB-5763,23,450
US-10275,SUB-1401,1,591
US-10276,SUB-4435,20,131
US-10277,SUB-2011,21,810
US-10278,SUB-3493,11,727
US-10279,SUB-132,25,681
US-10280,SUB-4580,38,959
US-10281,SUB-4108,18,891
US-10282,SUB-1247,20,273
US-10283,SUB-3139,5,569
US-10284,SUB-5549,2,827
US-10285,SUB-5023,36,353
US-10286,SUB-3830,36,982
US-10287,SUB-2269,35,88
US-10288,SUB-2594,39,897
US-10289,SUB-5385,25,136
US-10290,SUB-4484,6,464
US-10291,SUB-4314,20,152
US-10292,SUB-2514,6,804
US-10293,SUB-3601,20,646
US-10294,SUB-1754,20,171
US-10295,SUB-4872,18,697
US-10296,SUB-4606,34,791
US-10297,SUB-1737,22,11
US-10298,SUB-2780,4,982
US-10299,SUB-310,5,172
US-10300,SUB-653,7,519
US-10301,SUB-3705,17,677
US-10302,SUB-205,3,778
US-10303,SUB-4701,33,419
US-10304,SUB-2157,31,578
US-10305,SUB-5391,26,58
US-10306,SUB-1639,36,664
US-10307,SUB-5064,15,852
US-10308,SUB-2002,26,148
US-10309,SUB-3452,31,234
US-10310,SUB-759,23,29
US-10311,SUB-42,12,553
US-10312,SUB-1576,22,111
US-10313,SUB-446,3,175
US-10314,SUB-2083,5,68
US-10315,SUB-4831,22,994
US-10316,SUB-248,4,100
US-10317,SUB-5624,35,112
US-10318,SUB-1729,23,426
US-10319,SUB-5607,9,466
US-10320,SUB-3915,3,726
US-10321,SUB-1881,17,748
US-10322,SUB-3156,8,849
US-10323,SUB-1981,34,143
US-10324,SUB-1857,17,170
US-10325,SUB-964,30,388
US-10326,SUB-2644,15,445
US-10327,SUB-3584,26,220
US-10328,SUB-1301,23,286
US-10329,SUB-3917,34,761
US-10330,SUB-4737,33,973
US-10331,SUB-3859,4,693
US-10332,SUB-5280,17,148
US-10333,SUB-2807,6,341
US-10334,SUB-2115,8,788
US-10335,SUB-5727,31,61
US-10336,SUB-4149,30,271
US-10337,SUB-2185,31,82
US-10338,SUB-2633,21,659
US-10339,SUB-1398,40,165
US-10340,SUB-361,13,699
US-10341,SUB-4287,8,123
US-10342,SUB-3822,18,540
US-10343,SUB-3705,34,189
US-10344,SUB-1823,1,264
US-10345,SUB-3597,20,864
US-10346,SUB-4093,6,79
US-10347,SUB-1976,14,597
US-10348,SUB-5830,38,397
US-10349,SUB-4804,28,337
US-10350,SUB-3464,15,86
US-10351,SUB-1215,36,57
US-10352,SUB-1814,31,152
US-10353,SUB-2038,2,173
US-10354,SUB-2016,14,855
US-10355,SUB-1634,38,141
US-10356,SUB-2739,8,728
US-10357,SUB-1816,40,495
US-10358,SUB-888,10,603
US-10359,SUB-2820,36,529
US-10360,SUB-182,25,406
US-10361,SUB-180,38,17
US-10362,SUB-5898,3,886
US-10363,SUB-2798,27,268
US-10364,SUB-3323,24,129
US-10365,SUB-253,37,107
US-10366,SUB-4612,17,27
US-10367,SUB-3290,19,721
US-10368,SUB-4353,2,205
US-10369,SUB-5815,1,737
US-10370,SUB-2464,1,495
US-10371,SUB-5546,25,256
US-10372,SUB-4461,25,320
US-10373,SUB-615,10,518
US-10374,SUB-5280,30,101
US-10375,SUB-3047,13,586
US-10376,SUB-4036,18,165
US-10377,SUB-3543,17,887
US-10378,SUB-4400,9,53
US-10379,SUB-302,11,932
US-10380,SUB-5527,14,354
US-10381,SUB-2734,6,118
US-10382,SUB-2107,3,828
US-10383,SUB-1743,19,574
US-10384,SUB-2864,24,481
US-10385,SUB-75,27,973
US-10386,SUB-2422,24,394
US-10387,SUB-4669,5,484
US-10388,SUB-3025,30,706
US-10389,SUB-5169,21,301
US-10390,SUB-1602,34,841
US-10391,SUB-1266,16,870
US-10392,SUB-4453,21,751
US-10393,SUB-2694,24,199
US-10394,SUB-2529,34,367
US-10395,SUB-4875,7,76
US-10396,SUB-1410,30,161
US-10397,SUB-3400,26,175
US-10398,SUB-5442,9,932
US-10399,SUB-4187,32,877
US-10400,SUB-1055,16,104
US-10401,SUB-5396,8,770
US-10402,SUB-1397,28,482
US-10403,SUB-1751,27,577
US-10404,SUB-5901,31,659
US-10405,SUB-3363,8,628
US-10406,SUB-1394,16,576
US-10407,SUB-2667,5,482
US-10408,SUB-2495,13,599
US-10409,SUB-5529,31,791
US-10410,SUB-4005,21,562
US-10411,SUB-4814,11,854
US-10412,SUB-769,26,502
US-10413,SUB-4374,1,315
US-10414,SUB-3481,31,512
US-10415,SUB-2355,5,65
US-10416,SUB-3222,28,791
US-10417,SUB-5489,8,290
US-10418,SUB-266,4,788
US-10419,SUB-1262,3,106
US-10420,SUB-2938,38,585
US-10421,SUB-3433,28,126
US-10422,SUB-4232,4,499
US-10423,SUB-3893,10,761
US-10424,SUB-3828,31,543
US-10425,SUB-2383,22,254
US-10426,SUB-1726,31,611
US-10427,SUB-2808,26,19
US-10428,SUB-574,15,199
US-10429,SUB-4700,29,121
US-10430,SUB-2321,23,172
US-10431,SUB-3010,28,687
US-10432,SUB-4672,38,344
US-10433,SUB-1525,21,242
US-10434,SUB-5563,19,702
US-10435,SUB-5754,13,985
US-10436,SUB-1203,33,135
US-10437,SUB-272,32,401
US-10438,SUB-1376,21,271
US-10439,SUB-3708,39,242
US-10440,SUB-3820,29,358
US-10441,SUB-2746,22,640
US-10442,SUB-5919,40,772
US-10443,SUB-4495,20,90
US-10444,SUB-201,34,559
US-10445,SUB-2141,14,900
US-10446,SUB-3426,12,947
US-10447,SUB-2627,11,414
US-10448,SUB-1535,35,649
US-10449,SUB-2408,20,564
US-10450,SUB-3227,23,662
US-10451,SUB-5242,12,500
US-10452,SUB-2660,16,711
US-10453,SUB-5475,37,528
US-10454,SUB-3516,15,612
US-10455,SUB-3264,28,539
US-10456,SUB-3959,7,578
US-10457,SUB-5802,28,44
US-10458,SUB-5566,10,104
US-10459,SUB-635,32,760
US-10460,SUB-4021,25,736
US-10461,SUB-5472,19,731
US-10462,SUB-1051,25,755
US-10463,SUB-2342,2,513
US-10464,SUB-1190,40,502
US-10465,SUB-1219,17,865
US-10466,SUB-1637,25,620
US-10467,SUB-5403,27,84
US-10468,SUB-134,34,515
US-10469,SUB-4227,4,808
US-10470,SUB-2339,24,778
US-10471,SUB-564,18,894
US-10472,SUB-586,18,444
US-10473,SUB-4021,7,224
US-10474,SUB-5860,27,804
US-10475,SUB-2550,30,903
US-10476,SUB-5133,19,302
US-10477,SUB-319,33,852
US-10478,SUB-1426,6,504
US-10479,SUB-3214,7,766
US-10480,SUB-1348,9,465
US-10481,SUB-4607,12,989
US-10482,SUB-592,15,626
US-10483,SUB-1266,11,895
US-10484,SUB-815,14,844
US-10485,SUB-2182,36,214
US-10486,SUB-5176,1,954
US-10487,SUB-1920,24,724
US-10488,SUB-5369,13,715
US-10489,SUB-2977,27,602
US-10490,SUB-5856,12,192
US-10491,SUB-5057,36,214
US-10492,SUB-4665,8,326
US-10493,SUB-4197,25,833
US-10494,SUB-5810,38,970
US-10495,SUB-1842,17,663
US-10496,SUB-772,13,202
US-10497,SUB-711,2,135
US-10498,SUB-982,28,126
US-10499,SUB-5896,23,75
US-10500,SUB-2919,33,150
US-10501,SUB-5002,38,420
US-10502,SUB-3777,9,637
US-10503,SUB-1966,10,849
US-10504,SUB-309,30,52
US-10505,SUB-2387,19,271
US-10506,SUB-4550,40,588
US-10507,SUB-1216,7,333
US-10508,SUB-2705,21,142
US-10509,SUB-54,22,57
US-10510,SUB-4514,12,194
US-10511,SUB-1036,4,322
US-10512,SUB-1244,24,864
US-10513,SUB-1641,2,753
US-10514,SUB-4165,23,215
US-10515,SUB-4152,20,625
US-10516,SUB-3453,35,530
US-10517,SUB-266,38,235
US-10518,SUB-2088,5,468
US-10519,SUB-1711,8,520
US-10520,SUB-73,31,394
US-10521,SUB-4353,15,994
US-10522,SUB-3481,13,504
US-10523,SUB-905,19,340
US-10524,SUB-5377,2,825
US-10525,SUB-2033,3,59
US-10526,SUB-5343,20,768
US-10527,SUB-2324,35,237
US-10528,SUB-4812,31,574
US-10529,SUB-2611,36,931
US-10530,SUB-2206,1,314
US-10531,SUB-2830,38,786
US-10532,SUB-951,37,103
US-10533,SUB-2600,26,481
US-10534,SUB-355,14,487
US-10535,SUB-4684,15,202
US-10536,SUB-1824,33,58
US-10537,SUB-1459,29,550
US-10538,SUB-5362,3,936
US-10539,SUB-1172,25,711
US-10540,SUB-232,16,48
US-10541,SUB-3816,6,497
US-10542,SUB-3112,37,743
US-10543,SUB-1349,39,108
US-10544,SUB-4677,19,19
US-10545,SUB-2837,26,755
US-10546,SUB-628,27,689
US-10547,SUB-1216,36,773
US-10548,SUB-933,2,182
US-10549,SUB-4280,4,475
US-10550,SUB-2833,8,682
US-10551,SUB-216,4,448
US-10552,SUB-1759,13,567
US-10553,SUB-5223,33,528
US-10554,SUB-424,7,759
US-10555,SUB-105,40,737
US-10556,SUB-3481,22,448
US-10557,SUB-3150,7,668
US-10558,SUB-1292,6,901
US-10559,SUB-4627,34,587
US-10560,SUB-957,6,193
US-10561,SUB-5204,17,755
US-10562,SUB-687,16,611
US-10563,SUB-5735,22,940
US-10564,SUB-3865,23,140
US-10565,SUB-5571,23,220
US-10566,SUB-5212,25,75
US-10567,SUB-3010,34,976
US-10568,SUB-4750,12,69
US-10569,SUB-4146,21,522
US-10570,SUB-4790,9,335
US-10571,SUB-5397,12,782
US-10572,SUB-5955,10,449
US-10573,SUB-416,15,307
US-10574,SUB-4226,33,271
US-10575,SUB-5527,13,385
US-10576,SUB-5603,36,164
US-10577,SUB-1468,29,954
US-10578,SUB-5775,14,271
US-10579,SUB-5217,22,650
US-10580,SUB-5580,3,391
US-10581,SUB-3417,9,852
US-10582,SUB-4562,20,570
US-10583,SUB-356,25,614
US-10584,SUB-1901,4,374
US-10585,SUB-51,13,237
US-10586,SUB-1386,33,517
US-10587,SUB-2585,39,683
US-10588,SUB-1258,30,117
US-10589,SUB-1024,13,601
US-10590,SUB-1304,21,290
US-10591,SUB-688,30,474
US-10592,SUB-1934,4,322
US-10593,SUB-111,7,426
US-10594,SUB-76,8,432
US-10595,SUB-662,15,275
US-10596,SUB-5043,30,355
US-10597,SUB-5407,1,875
US-10598,SUB-5629,3,484
US-10599,SUB-5587,1,661
US-10600,SUB-4600,1,860
US-10601,SUB-713,38,901
US-10602,SUB-1522,10,714
US-10603,SUB-1132,18,189
US-10604,SUB-5691,3,618
US-10605,SUB-4302,4,186
US-10606,SUB-4455,21,964
US-10607,SUB-400,25,14
US-10608,SUB-3556,24,526
US-10609,SUB-962,15,879
US-10610,SUB-1614,22,651
US-10611,SUB-5300,38,85
US-10612,SUB-4533,11,71
US-10613,SUB-800,19,993
US-10614,SUB-1763,5,391
US-10615,SUB-471,17,118
US-10616,SUB-2702,21,153
US-10617,SUB-2126,21,428
US-10618,SUB-4191,20,564
US-10619,SUB-1692,40,438
US-10620,SUB-5072,19,837
US-10621,SUB-3056,29,76
US-10622,SUB-4518,8,125
US-10623,SUB-2745,12,141
US-10624,SUB-47,33,53
US-10625,SUB-118,33,617
US-10626,SUB-3728,18,218
US-10627,SUB-2380,22,336
US-10628,SUB-3462,22,930
US-10629,SUB-2244,8,333
US-10630,SUB-4108,14,744
US-10631,SUB-192,33,448
US-10632,SUB-1507,38,992
US-10633,SUB-4982,31,897
US-10634,SUB-4002,3,792
US-10635,SUB-4767,27,791
US-10636,SUB-5441,26,96
US-10637,SUB-5983,37,924
US-10638,SUB-1337,31,227
US-10639,SUB-2658,37,747
US-10640,SUB-5430,18,282
US-10641,SUB-5545,3,226
US-10642,SUB-1710,23,718
US-10643,SUB-1938,8,323
US-10644,SUB-4640,36,891
US-10645,SUB-1587,26,991
US-10646,SUB-322,4,126
US-10647,SUB-932,26,663
US-10648,SUB-5614,39,939
US-10649,SUB-4664,21,57
US-10650,SUB-3027,7,88
US-10651,SUB-4812,3,555
US-10652,SUB-4651,17,84
US-10653,SUB-695,31,727
US-10654,SUB-3930,2,722
US-10655,SUB-101,38,107
US-10656,SUB-824,25,177
US-10657,SUB-839,13,318
US-10658,SUB-2740,35,211
US-10659,SUB-4589,35,85
US-10660,SUB-4297,27,133
US-10661,SUB-488,15,662
US-10662,SUB-5017,32,268
US-10663,SUB-4981,33,102
US-10664,SUB-5888,38,884
US-10665,SUB-3199,24,815
US-10666,SUB-484,5,745
US-10667,SUB-509,33,72
US-10668,SUB-4504,32,49
US-10669,SUB-3917,33,562
US-10670,SUB-3755,18,934
US-10671,SUB-2285,4,621
US-10672,SUB-4390,26,574
US-10673,SUB-3551,2,781
US-10674,SUB-3544,4,509
US-10675,SUB-4566,28,319
US-10676,SUB-1733,37,752
US-10677,SUB-2830,36,439
US-10678,SUB-4506,14,130
US-10679,SUB-3266,4,839
US-10680,SUB-3518,13,188
US-10681,SUB-3528,30,824
US-10682,SUB-2325,38,716
US-10683,SUB-5776,1,637
US-10684,SUB-280,26,931
US-10685,SUB-5704,28,649
US-10686,SUB-4564,11,208
US-10687,SUB-5161,23,734
US-10688,SUB-3645,29,794
US-10689,SUB-4853,40,269
US-10690,SUB-2197,26,134
US-10691,SUB-3655,1,321
US-10692,SUB-3822,25,799
US-10693,SUB-2137,12,355
US-10694,SUB-4484,16,877
US-10695,SUB-4522,17,763
US-10696,SUB-2571,24,296
US-10697,SUB-357,13,623
US-10698,SUB-4658,3,924
US-10699,SUB-1086,34,883
US-10700,SUB-3926,39,31
US-10701,SUB-1545,20,758
US-10702,SUB-5835,38,120
US-10703,SUB-4482,16,253
US-10704,SUB-5704,7,416
US-10705,SUB-4149,24,640
US-10706,SUB-5547,33,778
US-10707,SUB-5601,37,124
US-10708,SUB-5988,32,951
US-10709,SUB-5746,14,974
US-10710,SUB-5998,3,463
US-10711,SUB-2779,9,890
US-10712,SUB-2717,3,860
US-10713,SUB-3565,20,441
US-10714,SUB-3076,34,69
US-10715,SUB-3014,13,172
US-10716,SUB-5769,5,874
US-10717,SUB-2345,20,235
US-10718,SUB-3225,1,993
US-10719,SUB-1618,15,995
US-10720,SUB-2641,30,694
US-10721,SUB-802,32,878
US-10722,SUB-1109,24,629
US-10723,SUB-433,28,263
US-10724,SUB-1955,35,842
US-10725,SUB-2850,29,428
US-10726,SUB-1176,16,245
US-10727,SUB-270,13,604
US-10728,SUB-5643,31,900
US-10729,SUB-2877,2,973
US-10730,SUB-879,30,231
US-10731,SUB-2178,19,544
US-10732,SUB-535,30,106
US-10733,SUB-2467,21,336
US-10734,SUB-80,38,36
US-10735,SUB-4066,33,218
US-10736,SUB-3800,29,62
US-10737,SUB-1658,1,304
US-10738,SUB-1339,2,927
US-10739,SUB-5893,17,450
US-10740,SUB-1686,8,439
US-10741,SUB-2602,30,77
US-10742,SUB-4567,19,718
US-10743,SUB-852,33,69
US-10744,SUB-2439,11,132
US-10745,SUB-1781,8,789
US-10746,SUB-440,34,374
US-10747,SUB-3392,6,123
US-10748,SUB-2757,37,500
US-10749,SUB-162,3,70
US-10750,SUB-3688,36,388
US-10751,SUB-5494,11,116
US-10752,SUB-4308,31,268
US-10753,SUB-33,25,120
US-10754,SUB-4908,40,690
US-10755,SUB-4026,1,470
US-10756,SUB-5514,27,190
US-10757,SUB-1316,36,383
US-10758,SUB-966,7,125
US-10759,SUB-5798,11,861
US-10760,SUB-1663,27,529
US-10761,SUB-5398,31,127
US-10762,SUB-73,23,976
US-10763,SUB-1192,28,757
US-10764,SUB-1596,6,209
US-10765,SUB-1092,13,830
US-10766,SUB-1085,14,786
US-10767,SUB-3483,8,600
US-10768,SUB-2763,5,385
US-10769,SUB-5423,6,474
US-10770,SUB-4840,36,762
US-10771,SUB-3587,10,765
US-10772,SUB-3074,15,514
US-10773,SUB-5137,11,145
US-10774,SUB-1476,15,600
US-10775,SUB-2060,37,769
US-10776,SUB-1379,34,116
US-10777,SUB-202,22,445
US-10778,SUB-5829,8,398
US-10779,SUB-3619,27,324
US-10780,SUB-510,20,81
US-10781,SUB-1105,35,113
US-10782,SUB-1647,32,674
US-10783,SUB-1542,39,66
US-10784,SUB-2456,13,599
US-10785,SUB-5713,36,919
US-10786,SUB-4602,7,403
US-10787,SUB-2158,23,581
US-10788,SUB-5092,5,560
US-10789,SUB-2118,15,74
US-10790,SUB-3064,25,723
US-10791,SUB-1792,32,388
US-10792,SUB-1915,22,84
US-10793,SUB-2187,2,415
US-10794,SUB-3872,10,663
US-10795,SUB-468,36,398
US-10796,SUB-5463,2,609
US-10797,SUB-4082,35,35
US-10798,SUB-3943,2,653
US-10799,SUB-3277,24,98
US-10800,SUB-3971,5,277
US-10801,SUB-5049,28,64
US-10802,SUB-5433,28,905
US-10803,SUB-4830,37,140
US-10804,SUB-5110,1,751
US-10805,SUB-227,23,454
US-10806,SUB-2801,4,143
US-10807,SUB-3568,40,554
US-10808,SUB-5515,3,63
US-10809,SUB-4469,33,670
US-10810,SUB-5821,7,645
US-10811,SUB-5044,6,164
US-10812,SUB-5405,28,654
US-10813,SUB-741,14,160
US-10814,SUB-1468,29,803
US-10815,SUB-11,8,110
US-10816,SUB-2108,17,232
US-10817,SUB-2422,32,322
US-10818,SUB-1417,16,986
US-10819,SUB-3670,11,481
US-10820,SUB-3585,26,166
US-10821,SUB-2047,17,78
US-10822,SUB-4446,3,986
US-10823,SUB-5945,8,709
US-10824,SUB-3894,13,310
US-10825,SUB-2011,7,227
US-10826,SUB-2207,28,344
US-10827,SUB-2794,15,940
US-10828,SUB-2857,14,966
US-10829,SUB-1229,39,23
US-10830,SUB-2508,4,410
US-10831,SUB-1811,18,988
US-10832,SUB-3669,3,641
US-10833,SUB-3536,34,889
US-10834,SUB-5151,28,451
US-10835,SUB-5269,33,149
US-10836,SUB-2499,18,844
US-10837,SUB-2154,28,766
US-10838,SUB-5616,34,271
US-10839,SUB-1408,28,762
US-10840,SUB-1701,33,870
US-10841,SUB-2450,31,974
US-10842,SUB-5138,33,257
US-10843,SUB-5282,7,68
US-10844,SUB-4900,4,892
US-10845,SUB-909,7,287
US-10846,SUB-3697,30,636
US-10847,SUB-1959,29,21
US-10848,SUB-2741,10,415
US-10849,SUB-1442,8,167
US-10850,SUB-1448,8,739
US-10851,SUB-5867,39,648
US-10852,SUB-1448,1,80
US-10853,SUB-5914,38,827
US-10854,SUB-1786,3,318
US-10855,SUB-884,14,794
US-10856,SUB-5967,32,32
US-10857,SUB-4696,22,63
US-10858,SUB-5779,17,199
US-10859,SUB-5379,30,992
US-10860,SUB-674,33,250
US-10861,SUB-506,21,522
US-10862,SUB-4959,8,159
US-10863,SUB-5593,11,506
US-10864,SUB-4574,21,951
US-10865,SUB-1114,24,506
US-10866,SUB-4323,28,945
US-10867,SUB-896,11,857
US-10868,SUB-2073,4,416
US-10869,SUB-2162,38,789
US-10870,SUB-4616,13,745
US-10871,SUB-5197,17,798
US-10872,SUB-3962,4,517
US-10873,SUB-1011,26,525
US-10874,SUB-4283,30,313
US-10875,SUB-494,19,790
US-10876,SUB-4406,36,813
US-10877,SUB-2512,14,216
US-10878,SUB-3013,30,903
US-10879,SUB-5943,5,230
US-10880,SUB-2986,12,725
US-10881,SUB-244,21,218
US-10882,SUB-838,16,517
US-10883,SUB-2316,25,212
US-10884,SUB-2882,20,468
US-10885,SUB-4268,40,526
