event_id,customer_id,subscription_id,churn_date,cancel_reason
CE-468,SC-1407,SUB-3430,05-11-2025,预算削减
CE-469,SC-638,SUB-287,09/11/2026,功能不足
CE-470,SC-65,SUB-2599,05-11-2025,功能不足
CE-471,SC-979,SUB-3164,2026-01-13,未说明
CE-472,SC-2448,SUB-4935,27-08-2026,未说明
CE-473,SC-587,SUB-3389,2026-11-19,使用率低
CE-474,SC-879,SUB-1000,2025-02-18,功能不足
CE-475,SC-663,SUB-3019,17-03-2026,预算削减
CE-476,SC-2699,SUB-3812,2025-12-23,迁移竞品
CE-477,SC-2622,SUB-3651,09/03/2026,迁移竞品
CE-478,SC-2107,SUB-4913,15-11-2025,迁移竞品
CE-479,SC-1266,SUB-639,01/01/2025,功能不足
CE-480,SC-1177,SUB-4631,2026-08-23,使用率低
CE-481,SC-693,SUB-2592,2026-11-24,未说明
CE-482,SC-689,SUB-2151,2026-02-04,使用率低
CE-483,SC-2354,SUB-3587,10-11-2026,迁移竞品
CE-484,SC-259,SUB-884,2025-07-25,价格太贵
CE-485,SC-277,SUB-5334,2025-12-27,功能不足
CE-486,SC-1132,SUB-869,05/13/2025,使用率低
CE-487,SC-2852,SUB-2657,2025-08-06,迁移竞品
CE-488,SC-1167,SUB-4141,18-01-2025,迁移竞品
CE-489,SC-331,SUB-1772,28-01-2025,使用率低
CE-490,SC-1346,SUB-1103,2026-03-21,功能不足
CE-491,SC-204,SUB-3543,2025-10-03,功能不足
CE-492,SC-963,SUB-4486,10/20/2025,价格太贵
CE-493,SC-1755,SUB-2115,03-04-2026,预算削减
CE-494,SC-1544,SUB-2483,05/01/2026,功能不足
CE-495,SC-606,SUB-5694,2025-06-10,功能不足
CE-496,SC-689,SUB-838,2026-08-16,使用率低
CE-497,SC-756,SUB-4217,01/04/2026,价格太贵
CE-498,SC-323,SUB-574,2025-10-10,未说明
CE-499,SC-565,SUB-2961,28-11-2026,使用率低
CE-500,SC-1034,SUB-1941,2025-05-15,功能不足
CE-501,SC-2301,SUB-3638,07/19/2025,迁移竞品
CE-502,SC-483,SUB-5341,2025-01-21,使用率低
CE-503,SC-85,SUB-5826,2026-07-12,使用率低
CE-504,SC-2116,SUB-1508,07/11/2026,使用率低
CE-505,SC-1319,SUB-1671,2026-06-15,未说明
CE-506,SC-951,SUB-868,2025-04-07,价格太贵
CE-507,SC-263,SUB-5488,2026-01-18,迁移竞品
CE-508,SC-2587,SUB-739,2026-07-15,功能不足
CE-509,SC-751,SUB-5211,20-03-2025,使用率低
CE-510,SC-1921,SUB-2327,2026-01-10,功能不足
CE-511,SC-2154,SUB-4980,03/07/2026,功能不足
CE-512,SC-1810,SUB-5491,07/02/2025,未说明
CE-513,SC-2529,SUB-587,12/06/2025,迁移竞品
CE-514,SC-300,SUB-2531,2025-08-06,未说明
CE-515,SC-2946,SUB-868,15-06-2025,功能不足
CE-516,SC-1758,SUB-3430,10-11-2026,未说明
CE-517,SC-2924,SUB-3492,2026-03-19,使用率低
CE-518,SC-697,SUB-5748,2025-02-23,价格太贵
CE-519,SC-1866,SUB-5097,2025-09-07,迁移竞品
CE-520,SC-434,SUB-5857,07/08/2026,使用率低
CE-521,SC-460,SUB-5456,2025-01-10,功能不足
CE-522,SC-1114,SUB-5494,2026-12-14,未说明
CE-523,SC-1080,SUB-878,2026-02-08,迁移竞品
CE-524,SC-1370,SUB-1158,2026-12-21,价格太贵
CE-525,SC-2104,SUB-4192,17-05-2025,预算削减
CE-526,SC-1778,SUB-771,01/09/2025,功能不足
CE-527,SC-2188,SUB-3059,2026-07-15,功能不足
CE-528,SC-2193,SUB-255,2026-02-14,迁移竞品
CE-529,SC-750,SUB-1009,15-07-2026,使用率低
CE-530,SC-2026,SUB-1058,2026-05-01,使用率低
CE-531,SC-1465,SUB-5346,01/20/2026,迁移竞品
CE-532,SC-243,SUB-130,2025-05-05,价格太贵
CE-533,SC-2593,SUB-4164,04-05-2025,价格太贵
CE-534,SC-141,SUB-5168,25-04-2026,功能不足
CE-535,SC-639,SUB-1315,12-07-2025,使用率低
CE-536,SC-1228,SUB-4845,2025-05-01,价格太贵
CE-537,SC-1347,SUB-12,18-05-2025,迁移竞品
CE-538,SC-1046,SUB-838,2025-04-05,功能不足
CE-539,SC-846,SUB-1728,02/04/2025,迁移竞品
CE-540,SC-2397,SUB-1964,2026-11-14,使用率低
CE-541,SC-714,SUB-2764,11/26/2025,迁移竞品
CE-542,SC-883,SUB-3048,2025-01-26,未说明
CE-543,SC-734,SUB-1612,24-06-2025,迁移竞品
CE-544,SC-1933,SUB-4333,04/02/2026,使用率低
CE-545,SC-1413,SUB-3667,25-02-2026,迁移竞品
CE-546,SC-1071,SUB-2752,2026-02-08,迁移竞品
CE-547,SC-893,SUB-1669,01/05/2026,预算削减
CE-548,SC-839,SUB-5903,2025-11-19,迁移竞品
CE-549,SC-1991,SUB-1700,07/21/2026,预算削减
CE-550,SC-1839,SUB-272,2026-09-19,迁移竞品
CE-551,SC-184,SUB-4386,2025-06-11,价格太贵
CE-552,SC-1098,SUB-2945,12/21/2026,迁移竞品
CE-553,SC-2785,SUB-1753,2026-06-27,价格太贵
CE-554,SC-2705,SUB-2039,2025-10-09,价格太贵
CE-555,SC-780,SUB-3704,02/06/2025,预算削减
CE-556,SC-1157,SUB-2746,02/21/2026,预算削减
CE-557,SC-994,SUB-930,08/09/2025,迁移竞品
CE-558,SC-804,SUB-950,21-03-2025,未说明
CE-559,SC-1272,SUB-1068,2026-09-19,未说明
CE-560,SC-328,SUB-2796,08/04/2025,未说明
CE-561,SC-1329,SUB-5679,03/27/2026,预算削减
CE-562,SC-2440,SUB-4982,28-06-2025,使用率低
CE-563,SC-1464,SUB-3257,03-02-2025,迁移竞品
CE-564,SC-1596,SUB-5217,06/02/2025,预算削减
CE-565,SC-2861,SUB-5628,2025-11-04,未说明
CE-566,SC-2444,SUB-4370,2025-07-03,价格太贵
CE-567,SC-487,SUB-2758,2026-07-18,使用率低
CE-568,SC-1452,SUB-755,2025-06-10,迁移竞品
CE-569,SC-2513,SUB-2313,2026-08-01,未说明
CE-570,SC-1641,SUB-113,2026-08-13,价格太贵
CE-571,SC-542,SUB-2828,06-06-2026,未说明
CE-572,SC-2736,SUB-1964,2026-01-23,价格太贵
CE-573,SC-1296,SUB-2060,2026-06-16,功能不足
CE-574,SC-136,SUB-5239,19-07-2026,价格太贵
CE-575,SC-2547,SUB-1012,2025-10-11,未说明
CE-576,SC-602,SUB-4044,14-04-2025,使用率低
CE-577,SC-352,SUB-4346,22-06-2026,价格太贵
CE-578,SC-1879,SUB-4676,2025-09-02,功能不足
CE-579,SC-456,SUB-3752,2025-02-27,功能不足
CE-580,SC-697,SUB-2175,2026-03-24,未说明
CE-581,SC-287,SUB-148,2025-04-27,使用率低
CE-582,SC-104,SUB-597,2026-12-27,迁移竞品
CE-583,SC-1774,SUB-2325,09/07/2025,预算削减
CE-584,SC-699,SUB-1676,11/21/2026,价格太贵
CE-585,SC-1375,SUB-1107,2026-07-19,价格太贵
CE-586,SC-1140,SUB-2691,2026-12-03,价格太贵
CE-587,SC-831,SUB-3332,2026-07-27,迁移竞品
CE-588,SC-372,SUB-3636,08/08/2025,未说明
CE-589,SC-1913,SUB-2223,2025-06-21,功能不足
CE-590,SC-2423,SUB-666,2026-09-09,价格太贵
CE-591,SC-2967,SUB-5097,2025-06-27,使用率低
CE-592,SC-1093,SUB-5105,04/04/2026,迁移竞品
CE-593,SC-863,SUB-3111,2025-11-25,使用率低
CE-594,SC-2685,SUB-3932,02-12-2026,价格太贵
CE-595,SC-551,SUB-242,28-04-2025,功能不足
CE-596,SC-397,SUB-5014,2025-01-13,功能不足
CE-597,SC-1666,SUB-3306,09/15/2026,功能不足
CE-598,SC-1856,SUB-772,04/27/2026,未说明
CE-599,SC-817,SUB-4438,2026-04-05,迁移竞品
CE-600,SC-2905,SUB-2209,2026-01-22,价格太贵
CE-601,SC-2399,SUB-1166,01/25/2025,迁移竞品
CE-602,SC-2132,SUB-1525,2026-07-10,功能不足
CE-603,SC-183,SUB-1329,06/25/2025,功能不足
CE-604,SC-46,SUB-5024,2026-01-14,价格太贵
CE-605,SC-2081,SUB-5639,09-06-2026,使用率低
CE-606,SC-2417,SUB-2691,10-03-2025,使用率低
CE-607,SC-1624,SUB-3755,07/02/2026,使用率低
CE-608,SC-1282,SUB-2111,11/15/2025,使用率低
CE-609,SC-1035,SUB-5012,06/02/2026,迁移竞品
CE-610,SC-157,SUB-1697,03/01/2025,价格太贵
CE-611,SC-1014,SUB-3393,2025-04-06,未说明
CE-612,SC-376,SUB-3232,2025-04-19,价格太贵
CE-613,SC-2197,SUB-4709,08/10/2025,迁移竞品
CE-614,SC-2178,SUB-1788,06/22/2026,价格太贵
CE-615,SC-1578,SUB-5951,2026-09-16,使用率低
CE-616,SC-1393,SUB-4263,17-02-2026,功能不足
CE-617,SC-135,SUB-2337,21-09-2026,迁移竞品
CE-618,SC-2602,SUB-874,2026-07-14,预算削减
CE-619,SC-2900,SUB-1103,17-12-2026,使用率低
CE-620,SC-2728,SUB-510,2025-04-21,未说明
CE-621,SC-377,SUB-5574,04/07/2026,预算削减
CE-622,SC-1915,SUB-5857,2025-05-24,预算削减
CE-623,SC-1392,SUB-3096,2026-11-24,价格太贵
CE-624,SC-53,SUB-933,2025-08-11,预算削减
CE-625,SC-1729,SUB-1286,01/24/2026,功能不足
CE-626,SC-1644,SUB-3667,09-06-2026,价格太贵
CE-627,SC-1141,SUB-4511,05/14/2025,预算削减
CE-628,SC-2867,SUB-3374,23-11-2025,预算削减
CE-629,SC-398,SUB-228,2025-05-22,功能不足
CE-630,SC-543,SUB-2939,2026-10-12,使用率低
CE-631,SC-1851,SUB-3206,2025-06-14,未说明
CE-632,SC-2996,SUB-3451,2026-06-07,价格太贵
CE-633,SC-258,SUB-834,18-01-2025,功能不足
CE-634,SC-1166,SUB-3977,05/15/2025,未说明
CE-635,SC-293,SUB-2822,19-10-2026,价格太贵
CE-636,SC-35,SUB-829,2025-11-20,预算削减
CE-637,SC-172,SUB-1307,2025-08-14,价格太贵
CE-638,SC-1923,SUB-6000,03/23/2025,预算削减
CE-639,SC-2837,SUB-3089,2026-11-15,功能不足
CE-640,SC-2220,SUB-4346,2026-01-01,价格太贵
CE-641,SC-1664,SUB-4982,2025-09-18,未说明
CE-642,SC-540,SUB-735,08/16/2026,预算削减
CE-643,SC-2891,SUB-797,2025-06-25,预算削减
CE-644,SC-2804,SUB-988,2026-02-02,迁移竞品
CE-645,SC-2836,SUB-3326,2025-10-18,未说明
CE-646,SC-2856,SUB-4952,2026-10-23,功能不足
CE-647,SC-2154,SUB-2064,2026-09-12,价格太贵
CE-648,SC-2650,SUB-31,07/03/2026,迁移竞品
CE-649,SC-1821,SUB-1966,2026-10-04,预算削减
CE-650,SC-191,SUB-1158,2025-04-18,功能不足
CE-651,SC-2758,SUB-754,2026-05-09,价格太贵
CE-652,SC-2302,SUB-5217,01-07-2025,未说明
CE-653,SC-1023,SUB-1508,2026-04-04,功能不足
CE-654,SC-1627,SUB-2442,02/18/2025,迁移竞品
CE-655,SC-808,SUB-3566,03/10/2026,未说明
CE-656,SC-2110,SUB-2175,2026-11-20,迁移竞品
CE-657,SC-1949,SUB-525,07/16/2026,预算削减
CE-658,SC-1667,SUB-1899,03/08/2025,使用率低
CE-659,SC-2791,SUB-153,12/15/2026,使用率低
CE-660,SC-2637,SUB-5331,27-10-2026,价格太贵
CE-661,SC-2628,SUB-1671,2026-03-15,功能不足
CE-662,SC-2344,SUB-2151,26-09-2025,功能不足
CE-663,SC-2379,SUB-4824,06-01-2025,预算削减
CE-664,SC-820,SUB-4975,2025-09-13,功能不足
CE-665,SC-56,SUB-5573,2026-12-04,迁移竞品
CE-666,SC-1790,SUB-871,2026-04-04,功能不足
CE-667,SC-670,SUB-1115,2025-06-23,预算削减
CE-668,SC-2794,SUB-5814,09/06/2026,未说明
CE-669,SC-1158,SUB-2417,2026-01-02,使用率低
CE-670,SC-1765,SUB-2163,05-01-2026,使用率低
CE-671,SC-647,SUB-1744,2025-09-10,迁移竞品
CE-672,SC-2511,SUB-5679,16-05-2026,使用率低
CE-673,SC-2204,SUB-4012,2025-05-04,迁移竞品
CE-674,SC-1367,SUB-4836,2026-04-11,未说明
CE-675,SC-2508,SUB-5752,2026-12-22,未说明
CE-676,SC-2133,SUB-4145,2025-06-21,功能不足
CE-677,SC-831,SUB-2691,02-12-2025,功能不足
CE-678,SC-395,SUB-597,10-02-2026,未说明
CE-679,SC-793,SUB-5942,02/09/2025,价格太贵
CE-680,SC-1771,SUB-3638,09/01/2025,功能不足
CE-681,SC-2110,SUB-4386,2026-05-15,未说明
CE-682,SC-240,SUB-3561,11/13/2026,价格太贵
CE-683,SC-980,SUB-3872,2025-12-13,预算削减
CE-684,SC-1777,SUB-2581,02/06/2025,使用率低
CE-685,SC-599,SUB-113,16-05-2025,价格太贵
CE-686,SC-1804,SUB-749,2026-09-05,预算削减
CE-687,SC-1824,SUB-3066,07-10-2025,使用率低
CE-688,SC-1295,SUB-4709,02/27/2026,功能不足
CE-689,SC-1236,SUB-4758,2026-09-21,预算削减
CE-690,SC-1175,SUB-5024,12/19/2025,功能不足
CE-691,SC-2677,SUB-4635,11/15/2026,使用率低
CE-692,SC-1346,SUB-772,20-03-2025,功能不足
CE-693,SC-1490,SUB-1321,2025-12-23,使用率低
CE-694,SC-769,SUB-900,08/11/2025,功能不足
CE-695,SC-706,SUB-4032,12/28/2025,迁移竞品
CE-696,SC-2091,SUB-4263,2025-09-27,预算削减
CE-697,SC-208,SUB-2674,21-05-2025,价格太贵
CE-698,SC-482,SUB-2987,2026-02-03,使用率低
CE-699,SC-2,SUB-139,09/12/2026,未说明
CE-700,SC-505,SUB-5506,2025-01-03,功能不足
CE-701,SC-2300,SUB-3829,10/18/2026,未说明
CE-702,SC-2812,SUB-1871,2025-12-02,迁移竞品
CE-703,SC-634,SUB-1508,03/08/2026,价格太贵
CE-704,SC-1729,SUB-4092,2025-01-01,迁移竞品
CE-705,SC-474,SUB-1695,06-10-2026,使用率低
CE-706,SC-2580,SUB-3432,2025-06-23,使用率低
CE-707,SC-1538,SUB-1009,2025-12-19,价格太贵
CE-708,SC-2994,SUB-3791,22-10-2026,迁移竞品
CE-709,SC-2343,SUB-455,12-03-2026,价格太贵
CE-710,SC-2924,SUB-1913,10-04-2025,价格太贵
CE-711,SC-676,SUB-3479,2026-11-09,迁移竞品
CE-712,SC-1141,SUB-2892,2025-03-28,迁移竞品
CE-713,SC-165,SUB-2899,2025-03-14,使用率低
CE-714,SC-1850,SUB-4774,03/25/2025,使用率低
CE-715,SC-2677,SUB-4503,2026-04-14,价格太贵
CE-716,SC-2075,SUB-2071,2026-11-12,迁移竞品
CE-717,SC-952,SUB-878,04-02-2026,未说明
CE-718,SC-1553,SUB-5897,2025-10-16,迁移竞品
CE-719,SC-41,SUB-2342,2026-02-22,功能不足
CE-720,SC-579,SUB-1913,2026-09-24,价格太贵
CE-721,SC-1307,SUB-1870,2025-12-25,价格太贵
CE-722,SC-1346,SUB-981,2025-07-03,价格太贵
CE-723,SC-420,SUB-1981,04/25/2025,迁移竞品
CE-724,SC-1026,SUB-5014,10-10-2025,迁移竞品
CE-725,SC-1783,SUB-2399,28-09-2025,迁移竞品
CE-726,SC-620,SUB-4579,06/15/2026,迁移竞品
CE-727,SC-747,SUB-321,10/05/2026,未说明
CE-728,SC-1461,SUB-1456,05-06-2025,未说明
CE-729,SC-2648,SUB-346,03/12/2025,预算削减
CE-730,SC-925,SUB-1576,2025-03-03,使用率低
CE-731,SC-1774,SUB-5314,2026-11-11,未说明
CE-732,SC-867,SUB-5685,12/21/2025,未说明
CE-733,SC-2458,SUB-554,2025-06-23,预算削减
CE-734,SC-2245,SUB-2111,08/20/2026,价格太贵
CE-735,SC-12,SUB-5246,05/23/2026,价格太贵
CE-736,SC-2681,SUB-4833,10/25/2025,使用率低
CE-737,SC-1938,SUB-5064,11/05/2025,功能不足
CE-738,SC-1868,SUB-521,07/05/2025,预算削减
CE-739,SC-94,SUB-900,2025-10-18,迁移竞品
CE-740,SC-1426,SUB-3933,11-09-2025,未说明
CE-741,SC-2864,SUB-3924,2026-02-22,价格太贵
CE-742,SC-999,SUB-1568,2026-06-17,功能不足
CE-743,SC-1922,SUB-5801,2026-04-13,功能不足
CE-744,SC-462,SUB-957,24-02-2025,未说明
CE-745,SC-322,SUB-4880,2025-03-11,价格太贵
CE-746,SC-946,SUB-5694,01-05-2025,价格太贵
CE-747,SC-512,SUB-5801,2026-03-28,迁移竞品
CE-748,SC-48,SUB-5752,2025-10-13,预算削减
CE-749,SC-2753,SUB-1412,10/25/2026,预算削减
CE-750,SC-2525,SUB-4375,23-05-2025,使用率低
CE-751,SC-822,SUB-2549,04-03-2026,预算削减
CE-752,SC-2626,SUB-4137,11-05-2026,功能不足
CE-753,SC-521,SUB-2764,2026-12-12,未说明
CE-754,SC-1246,SUB-1621,2026-06-08,未说明
CE-755,SC-1793,SUB-3231,2026-03-06,使用率低
CE-756,SC-1108,SUB-3012,2026-03-11,价格太贵
CE-757,SC-703,SUB-1954,2026-07-11,未说明
CE-758,SC-1243,SUB-2571,2025-04-21,未说明
CE-759,SC-1643,SUB-5942,2026-02-06,预算削减
CE-760,SC-1838,SUB-4437,15-12-2025,使用率低
CE-761,SC-1357,SUB-3503,2026-04-08,价格太贵
CE-762,SC-1403,SUB-3326,07/20/2026,功能不足
CE-763,SC-1410,SUB-4925,21-09-2025,功能不足
CE-764,SC-2874,SUB-3970,12-11-2025,预算削减
CE-765,SC-248,SUB-1856,2025-12-07,功能不足
CE-766,SC-403,SUB-3641,2025-07-22,功能不足
CE-767,SC-1712,SUB-548,08/10/2026,迁移竞品
CE-768,SC-1124,SUB-4187,06/15/2025,功能不足
CE-769,SC-1338,SUB-713,2025-01-02,功能不足
CE-770,SC-2815,SUB-5960,03/09/2026,未说明
CE-771,SC-1967,SUB-5321,2025-01-15,迁移竞品
CE-772,SC-489,SUB-2477,10-04-2025,价格太贵
CE-773,SC-1777,SUB-5355,08/01/2026,迁移竞品
CE-774,SC-2550,SUB-651,01/11/2026,价格太贵
CE-775,SC-2011,SUB-4791,2026-03-02,使用率低
CE-776,SC-2648,SUB-1080,09/12/2026,功能不足
CE-777,SC-899,SUB-2337,27-12-2025,价格太贵
CE-778,SC-2487,SUB-3306,15-08-2026,预算削减
CE-779,SC-2299,SUB-3012,2025-03-27,预算削减
CE-780,SC-1041,SUB-4980,2026-07-05,价格太贵
CE-781,SC-202,SUB-1771,2026-08-28,迁移竞品
CE-782,SC-974,SUB-3119,2025-01-20,功能不足
CE-783,SC-1177,SUB-3645,22-05-2026,迁移竞品
CE-784,SC-2061,SUB-2967,2025-05-09,迁移竞品
CE-785,SC-345,SUB-5142,08/07/2025,未说明
CE-786,SC-2248,SUB-4773,2026-02-22,功能不足
CE-787,SC-2778,SUB-5634,2026-12-10,预算削减
CE-788,SC-794,SUB-1075,06/08/2025,迁移竞品
CE-789,SC-187,SUB-5314,10/07/2026,迁移竞品
CE-790,SC-1549,SUB-5607,24-11-2025,未说明
CE-791,SC-2885,SUB-2502,09/18/2025,迁移竞品
CE-792,SC-750,SUB-1788,2025-03-16,迁移竞品
CE-793,SC-1164,SUB-2746,04/05/2026,迁移竞品
CE-794,SC-761,SUB-3451,04/24/2025,使用率低
CE-795,SC-1034,SUB-2155,09/08/2025,预算削减
CE-796,SC-295,SUB-5371,2025-09-14,使用率低
CE-797,SC-1384,SUB-4410,06/10/2026,迁移竞品
CE-798,SC-1935,SUB-4581,01/02/2025,使用率低
CE-799,SC-736,SUB-2167,09/06/2025,功能不足
CE-800,SC-1292,SUB-153,2026-11-28,价格太贵
CE-801,SC-961,SUB-5691,2026-10-21,迁移竞品
CE-802,SC-210,SUB-1128,2025-10-19,预算削减
CE-803,SC-1494,SUB-5870,20-07-2025,未说明
CE-804,SC-554,SUB-98,2025-06-23,未说明
CE-805,SC-1252,SUB-2617,2025-08-14,使用率低
CE-806,SC-273,SUB-1307,01-07-2025,功能不足
CE-807,SC-2707,SUB-3279,2025-08-27,预算削减
CE-808,SC-1695,SUB-2337,2026-02-10,预算削减
CE-809,SC-1409,SUB-5726,2025-12-01,价格太贵
CE-810,SC-2578,SUB-219,02/19/2026,未说明
CE-811,SC-2886,SUB-5665,2025-04-03,预算削减
CE-812,SC-840,SUB-5314,2025-11-14,功能不足
CE-813,SC-1857,SUB-3313,2026-12-05,使用率低
CE-814,SC-2776,SUB-1592,2025-05-20,使用率低
CE-815,SC-2952,SUB-3371,2026-05-07,功能不足
CE-816,SC-163,SUB-1816,2026-08-25,预算削减
CE-817,SC-2513,SUB-273,2026-07-09,预算削减
CE-818,SC-2509,SUB-5928,2026-09-12,功能不足
CE-819,SC-1488,SUB-3109,2025-11-04,价格太贵
CE-820,SC-38,SUB-735,07-06-2025,未说明
CE-821,SC-2696,SUB-2290,2026-11-18,预算削减
CE-822,SC-84,SUB-714,11-04-2026,预算削减
CE-823,SC-181,SUB-3164,14-07-2025,功能不足
CE-824,SC-2649,SUB-3892,22-10-2025,预算削减
CE-825,SC-1688,SUB-1654,2025-01-04,使用率低
CE-826,SC-2686,SUB-1265,06/17/2026,未说明
CE-827,SC-141,SUB-1778,2025-05-17,价格太贵
CE-828,SC-1421,SUB-3543,25-03-2026,迁移竞品
CE-829,SC-2294,SUB-4247,10/13/2025,价格太贵
CE-830,SC-736,SUB-3752,2026-10-27,迁移竞品
CE-831,SC-81,SUB-5203,01-05-2025,功能不足
CE-832,SC-2366,SUB-5004,2025-09-15,迁移竞品
CE-833,SC-1546,SUB-4131,2026-05-19,价格太贵
CE-834,SC-2209,SUB-2194,2026-11-24,未说明
CE-835,SC-633,SUB-5809,2025-12-15,使用率低
CE-836,SC-1915,SUB-135,2026-10-20,功能不足
CE-837,SC-2726,SUB-4862,01/17/2026,价格太贵
CE-838,SC-1116,SUB-3228,07/25/2026,预算削减
CE-839,SC-477,SUB-659,04/05/2026,未说明
CE-840,SC-2464,SUB-1009,2025-02-02,使用率低
CE-841,SC-1022,SUB-3231,2026-04-06,未说明
CE-842,SC-1409,SUB-5809,2026-05-28,预算削减
CE-843,SC-2312,SUB-3781,06/01/2026,使用率低
CE-844,SC-920,SUB-3374,2026-12-25,迁移竞品
CE-845,SC-2508,SUB-2081,2026-09-28,预算削减
CE-846,SC-2521,SUB-3937,2026-10-02,未说明
CE-847,SC-1335,SUB-2099,17-08-2026,未说明
CE-848,SC-1316,SUB-5638,2026-02-19,迁移竞品
CE-849,SC-358,SUB-713,2026-09-14,使用率低
CE-850,SC-474,SUB-514,04/27/2025,使用率低
CE-851,SC-1862,SUB-228,2025-06-11,使用率低
CE-852,SC-1310,SUB-3642,2026-03-13,功能不足
CE-853,SC-997,SUB-3105,02-07-2025,使用率低
CE-854,SC-1670,SUB-1315,2025-02-13,预算削减
CE-855,SC-2874,SUB-5105,2025-07-27,迁移竞品
CE-856,SC-1790,SUB-3501,04/24/2026,价格太贵
CE-857,SC-1010,SUB-5397,2026-09-02,使用率低
CE-858,SC-1381,SUB-4508,2026-09-06,功能不足
CE-859,SC-1624,SUB-5165,22-06-2025,预算削减
CE-860,SC-676,SUB-2945,2026-03-12,价格太贵
CE-861,SC-2318,SUB-1002,26-09-2025,功能不足
CE-862,SC-1201,SUB-3025,2026-08-28,迁移竞品
CE-863,SC-1364,SUB-2967,16-11-2025,使用率低
CE-864,SC-104,SUB-2699,08/16/2025,预算削减
CE-865,SC-843,SUB-4058,2026-01-14,使用率低
CE-866,SC-2957,SUB-1281,04/18/2026,预算削减
CE-867,SC-937,SUB-5694,10-04-2026,价格太贵
CE-868,SC-446,SUB-4422,12-03-2025,功能不足
CE-869,SC-1372,SUB-3846,04-01-2026,价格太贵
CE-870,SC-1440,SUB-3682,2026-10-07,功能不足
CE-871,SC-68,SUB-3941,06/13/2026,价格太贵
CE-872,SC-1038,SUB-5004,2026-06-05,迁移竞品
CE-873,SC-2920,SUB-503,2026-09-05,预算削减
CE-874,SC-2323,SUB-4137,2026-07-17,迁移竞品
CE-875,SC-2115,SUB-455,08/21/2026,使用率低
CE-876,SC-1386,SUB-5201,03-11-2026,功能不足
CE-877,SC-281,SUB-5569,2026-08-28,功能不足
CE-878,SC-1060,SUB-3924,2026-01-16,预算削减
CE-879,SC-330,SUB-4899,2026-01-19,预算削减
CE-880,SC-1016,SUB-3257,2026-04-04,预算削减
CE-881,SC-2667,SUB-1191,04/05/2025,预算削减
CE-882,SC-2358,SUB-3205,05/09/2026,预算削减
CE-883,SC-2467,SUB-5256,25-09-2025,预算削减
CE-884,SC-2583,SUB-2699,2025-06-20,未说明
CE-885,SC-368,SUB-5423,15-02-2025,价格太贵
CE-886,SC-1826,SUB-2539,2025-01-07,功能不足
CE-887,SC-1908,SUB-2724,2026-11-11,使用率低
CE-888,SC-935,SUB-3522,2026-05-23,预算削减
CE-889,SC-1149,SUB-6000,16-10-2026,价格太贵
CE-890,SC-380,SUB-4825,24-01-2026,迁移竞品
CE-891,SC-1386,SUB-5809,2026-02-07,使用率低
CE-892,SC-34,SUB-749,2025-12-11,迁移竞品
CE-893,SC-213,SUB-1729,05/19/2025,价格太贵
CE-894,SC-1167,SUB-3402,11-09-2025,迁移竞品
CE-895,SC-2163,SUB-5642,2026-01-02,迁移竞品
CE-896,SC-2743,SUB-1469,10/26/2025,预算削减
CE-897,SC-2891,SUB-5494,18-07-2026,价格太贵
CE-898,SC-1210,SUB-1966,09/15/2025,迁移竞品
CE-899,SC-2828,SUB-900,2025-01-04,价格太贵
CE-900,SC-2742,SUB-3878,2026-11-22,预算削减
