ticket_id,customer_id,subscription_id,priority,status,created_at
ST-1030,SC-437,SUB-3744,LOW,open,2025-01-17
ST-1031,SC-1088,SUB-5067,high,open,2025-05-19
ST-1032,SC-2434,SUB-2143,high,resolved,06/16/2026
ST-1033,SC-1149,SUB-2617,medium,closed,2026-09-16
ST-1034,SC-2175,SUB-4780,low,open,28-03-2026
ST-1035,SC-1651,SUB-3225,urgent,open,09/11/2026
ST-1036,SC-2306,SUB-4204,low,open,2026-01-10
ST-1037,SC-1197,SUB-5892,high,closed,2025-09-06
ST-1038,SC-2702,SUB-5336,LOW,open,2026-05-10
ST-1039,SC-103,SUB-4913,high,OPEN,08/25/2025
ST-1040,SC-205,SUB-5473,high,open,2026-04-10
ST-1041,SC-475,SUB-5187,low,OPEN,2026-10-06
ST-1042,SC-58,SUB-5389,low,open,2026-03-10
ST-1043,SC-2665,SUB-2641,LOW,closed,03/24/2026
ST-1044,SC-2087,SUB-1610,high,waiting,09/21/2025
ST-1045,SC-828,SUB-2197,high,waiting,10/17/2026
ST-1046,SC-2474,SUB-4575,LOW,waiting,2025-12-20
ST-1047,SC-2412,SUB-5661,low,resolved,2026-01-06
ST-1048,SC-2369,SUB-4629,urgent,open,2025-07-28
ST-1049,SC-2370,SUB-2930,high,waiting,07/07/2026
ST-1050,SC-296,SUB-5929,LOW,resolved,11/05/2025
ST-1051,SC-1170,SUB-405,urgent,closed,20-01-2026
ST-1052,SC-1033,SUB-3101,urgent,resolved,02/19/2026
ST-1053,SC-124,SUB-4104,medium,OPEN,2025-06-26
ST-1054,SC-2569,SUB-3719,urgent,closed,2025-06-10
ST-1055,SC-2244,SUB-5120,low,resolved,12/03/2026
ST-1056,SC-2232,SUB-4327,low,open,03/20/2025
ST-1057,SC-1436,SUB-5352,urgent,closed,08/23/2025
ST-1058,SC-539,SUB-3471,LOW,OPEN,2025-11-25
ST-1059,SC-1504,SUB-4313,LOW,open,2026-02-10
ST-1060,SC-2623,SUB-5311,low,waiting,2025-05-15
ST-1061,SC-2226,SUB-1114,low,open,2026-01-10
ST-1062,SC-2592,SUB-2598,urgent,resolved,11/13/2026
ST-1063,SC-382,SUB-4070,LOW,open,2026-05-10
ST-1064,SC-149,SUB-4514,low,resolved,2025-12-07
ST-1065,SC-1137,SUB-3205,medium,open,2026-04-10
ST-1066,SC-2303,SUB-3447,low,open,2026-11-05
ST-1067,SC-936,SUB-5037,high,open,2025-03-21
ST-1068,SC-2877,SUB-3854,LOW,open,2025-09-23
ST-1069,SC-743,SUB-1512,medium,OPEN,2026-09-08
ST-1070,SC-2934,SUB-4368,medium,open,2026-11-18
ST-1071,SC-1519,SUB-3940,LOW,resolved,01/19/2026
ST-1072,SC-2563,SUB-1081,LOW,waiting,07-04-2026
ST-1073,SC-2799,SUB-4755,urgent,waiting,03/24/2025
ST-1074,SC-2533,SUB-5795,low,open,2025-10-25
ST-1075,SC-1246,SUB-2861,high,open,2026-03-23
ST-1076,SC-2912,SUB-5964,low,open,2025-05-02
ST-1077,SC-2493,SUB-4739,medium,waiting,19-07-2025
ST-1078,SC-1793,SUB-1128,low,resolved,12/06/2026
ST-1079,SC-2697,SUB-101,LOW,waiting,07/13/2026
ST-1080,SC-392,SUB-23,low,resolved,2026-09-25
ST-1081,SC-1403,SUB-1959,low,resolved,2026-03-21
ST-1082,SC-2144,SUB-5222,low,open,2026-03-10
ST-1083,SC-1877,SUB-1372,high,OPEN,05/11/2026
ST-1084,SC-99,SUB-3134,medium,open,2026-02-10
ST-1085,SC-1602,SUB-3078,high,waiting,08/26/2026
ST-1086,SC-275,SUB-617,urgent,open,2026-01-10
ST-1087,SC-2012,SUB-3029,LOW,OPEN,2025-06-04
ST-1088,SC-1020,SUB-2657,LOW,open,2026-05-10
ST-1089,SC-1370,SUB-215,LOW,resolved,27-12-2026
ST-1090,SC-2380,SUB-2007,medium,open,03/17/2025
ST-1091,SC-2054,SUB-964,low,waiting,12-05-2026
ST-1092,SC-530,SUB-981,LOW,resolved,2025-05-26
ST-1093,SC-68,SUB-5834,high,closed,14-01-2026
ST-1094,SC-714,SUB-614,high,OPEN,2025-03-14
ST-1095,SC-2092,SUB-3092,medium,waiting,03-07-2026
ST-1096,SC-2353,SUB-2965,LOW,waiting,08/28/2026
ST-1097,SC-1240,SUB-5535,LOW,closed,2025-12-04
ST-1098,SC-897,SUB-1164,low,OPEN,03/01/2025
ST-1099,SC-1758,SUB-5249,LOW,OPEN,2025-06-26
ST-1100,SC-2609,SUB-76,urgent,waiting,02/14/2025
ST-1101,SC-1020,SUB-2648,urgent,OPEN,2025-06-17
ST-1102,SC-1874,SUB-5796,urgent,OPEN,2025-03-09
ST-1103,SC-1859,SUB-5014,LOW,open,08/19/2026
ST-1104,SC-823,SUB-5664,low,OPEN,03/23/2026
ST-1105,SC-539,SUB-741,LOW,open,2026-04-10
ST-1106,SC-2216,SUB-5594,LOW,closed,2026-11-01
ST-1107,SC-2272,SUB-1321,high,open,2026-03-10
ST-1108,SC-2311,SUB-4222,LOW,resolved,06/22/2025
ST-1109,SC-1679,SUB-5406,LOW,open,2026-02-10
ST-1110,SC-1113,SUB-2000,urgent,closed,2026-11-23
ST-1111,SC-613,SUB-3967,LOW,open,2026-01-10
ST-1112,SC-26,SUB-607,low,open,08/27/2026
ST-1113,SC-2886,SUB-1992,medium,closed,2026-03-25
ST-1114,SC-2401,SUB-2847,low,waiting,06-02-2026
ST-1115,SC-1732,SUB-4111,high,OPEN,26-07-2026
ST-1116,SC-2847,SUB-1068,high,waiting,03/22/2025
ST-1117,SC-2884,SUB-4548,low,resolved,2026-02-08
ST-1118,SC-2535,SUB-2939,high,waiting,27-10-2025
ST-1119,SC-2574,SUB-1717,high,closed,2026-10-21
ST-1120,SC-1393,SUB-3825,urgent,open,2025-02-19
ST-1121,SC-2915,SUB-4683,urgent,resolved,15-02-2025
ST-1122,SC-2827,SUB-4823,urgent,resolved,2026-08-19
ST-1123,SC-1169,SUB-931,low,resolved,2026-08-27
ST-1124,SC-2316,SUB-2578,medium,resolved,2025-07-13
ST-1125,SC-628,SUB-3449,high,closed,2026-06-12
ST-1126,SC-375,SUB-1187,high,OPEN,2025-08-02
ST-1127,SC-168,SUB-4464,medium,waiting,04/06/2026
ST-1128,SC-2423,SUB-5925,medium,open,2026-05-10
ST-1129,SC-2053,SUB-4510,medium,waiting,04/05/2025
ST-1130,SC-1548,SUB-1475,high,open,2026-04-10
ST-1131,SC-1172,SUB-2502,high,waiting,19-07-2025
ST-1132,SC-2762,SUB-5784,medium,open,2026-03-10
ST-1133,SC-2471,SUB-2399,high,closed,2025-02-09
ST-1134,SC-1217,SUB-4349,low,open,2026-02-10
ST-1135,SC-1859,SUB-4426,medium,waiting,2026-05-06
ST-1136,SC-630,SUB-4077,low,resolved,24-03-2026
ST-1137,SC-947,SUB-5933,urgent,OPEN,2025-05-04
ST-1138,SC-1313,SUB-3333,low,closed,03-06-2025
ST-1139,SC-2495,SUB-269,urgent,closed,2025-07-21
ST-1140,SC-1372,SUB-4097,high,waiting,2026-02-16
ST-1141,SC-45,SUB-2325,LOW,resolved,05/22/2025
ST-1142,SC-2396,SUB-3959,low,resolved,2025-06-27
ST-1143,SC-2048,SUB-3410,LOW,resolved,08/14/2026
ST-1144,SC-420,SUB-3321,high,open,02/18/2025
ST-1145,SC-625,SUB-3691,low,resolved,14-04-2025
ST-1146,SC-1852,SUB-5694,high,waiting,03-09-2025
ST-1147,SC-855,SUB-3971,medium,closed,2026-12-21
ST-1148,SC-184,SUB-5330,LOW,waiting,03/07/2026
ST-1149,SC-514,SUB-3720,urgent,OPEN,22-08-2025
ST-1150,SC-794,SUB-4654,high,open,2026-09-19
ST-1151,SC-2512,SUB-2430,urgent,open,2026-01-10
ST-1152,SC-2597,SUB-1585,medium,waiting,04/12/2025
ST-1153,SC-2513,SUB-2528,low,open,2026-05-10
ST-1154,SC-1293,SUB-2240,high,open,2026-03-26
ST-1155,SC-2355,SUB-2414,high,open,2026-04-10
ST-1156,SC-2321,SUB-3281,medium,open,07/19/2026
ST-1157,SC-847,SUB-3995,medium,open,2026-03-10
ST-1158,SC-2597,SUB-3612,medium,resolved,12/20/2025
ST-1159,SC-1424,SUB-2742,urgent,closed,2026-09-06
ST-1160,SC-299,SUB-2720,LOW,closed,21-10-2026
ST-1161,SC-193,SUB-1367,low,resolved,2025-05-03
ST-1162,SC-2280,SUB-574,LOW,resolved,2026-11-18
ST-1163,SC-1262,SUB-5067,low,OPEN,2026-01-05
ST-1164,SC-2382,SUB-2717,high,resolved,05/19/2026
ST-1165,SC-701,SUB-2096,urgent,open,11-06-2026
ST-1166,SC-861,SUB-2455,high,resolved,07/11/2026
ST-1167,SC-12,SUB-1730,medium,open,15-01-2025
ST-1168,SC-1470,SUB-2835,LOW,waiting,2026-08-11
ST-1169,SC-2892,SUB-392,medium,open,2025-01-08
ST-1170,SC-2315,SUB-1981,LOW,OPEN,05/02/2025
ST-1171,SC-1584,SUB-5343,medium,open,10/20/2025
ST-1172,SC-305,SUB-2972,urgent,open,2025-06-14
ST-1173,SC-1607,SUB-4421,urgent,OPEN,2026-05-02
ST-1174,SC-1494,SUB-5079,LOW,open,2026-02-10
ST-1175,SC-2641,SUB-2606,medium,waiting,2025-04-24
ST-1176,SC-865,SUB-2293,medium,open,2026-01-10
ST-1177,SC-2127,SUB-3978,urgent,waiting,12/01/2025
ST-1178,SC-2913,SUB-1982,low,open,2026-05-10
ST-1179,SC-2456,SUB-2246,LOW,open,2025-08-09
ST-1180,SC-756,SUB-2802,low,open,2026-04-10
ST-1181,SC-2448,SUB-4513,urgent,waiting,06/15/2026
ST-1182,SC-1249,SUB-4424,LOW,closed,2025-07-05
ST-1183,SC-2965,SUB-3179,high,closed,2026-07-04
ST-1184,SC-1352,SUB-1534,high,waiting,26-11-2025
ST-1185,SC-1386,SUB-4125,LOW,OPEN,2026-12-17
ST-1186,SC-1362,SUB-2753,urgent,OPEN,2026-09-18
ST-1187,SC-405,SUB-5673,medium,closed,2026-12-02
ST-1188,SC-371,SUB-2534,low,waiting,27-08-2026
ST-1189,SC-1193,SUB-4175,medium,open,2026-11-24
ST-1190,SC-350,SUB-5255,high,closed,12/21/2026
ST-1191,SC-2670,SUB-4775,low,waiting,2026-01-19
ST-1192,SC-2027,SUB-2440,urgent,waiting,2025-09-07
ST-1193,SC-2260,SUB-4323,urgent,OPEN,2025-10-28
ST-1194,SC-1028,SUB-5393,low,closed,2026-06-25
ST-1195,SC-155,SUB-5311,LOW,closed,2025-02-25
ST-1196,SC-799,SUB-840,low,closed,11/21/2025
ST-1197,SC-2165,SUB-4986,high,open,2026-03-10
ST-1198,SC-279,SUB-1890,medium,closed,06/11/2025
ST-1199,SC-2452,SUB-4184,low,open,2026-02-10
ST-1200,SC-1347,SUB-3551,LOW,waiting,12/03/2025
ST-1201,SC-433,SUB-5199,medium,open,2026-01-10
ST-1202,SC-446,SUB-886,low,OPEN,2025-09-12
ST-1203,SC-2010,SUB-2051,LOW,open,2026-05-10
ST-1204,SC-2491,SUB-262,low,waiting,2026-10-06
ST-1205,SC-192,SUB-2617,medium,open,2026-04-21
ST-1206,SC-2199,SUB-4164,urgent,OPEN,2026-10-21
ST-1207,SC-1235,SUB-3998,high,resolved,2025-10-28
ST-1208,SC-719,SUB-3662,LOW,closed,2025-06-23
ST-1209,SC-1186,SUB-5392,LOW,closed,09-05-2025
ST-1210,SC-477,SUB-5435,medium,OPEN,2025-04-25
ST-1211,SC-260,SUB-187,LOW,closed,2025-08-22
ST-1212,SC-785,SUB-3561,urgent,open,2026-04-14
ST-1213,SC-381,SUB-5871,urgent,waiting,20-12-2025
ST-1214,SC-2447,SUB-4221,urgent,OPEN,02-05-2025
ST-1215,SC-2725,SUB-4171,medium,resolved,2025-11-25
ST-1216,SC-2269,SUB-733,LOW,waiting,2025-09-10
ST-1217,SC-2587,SUB-3243,low,OPEN,08/17/2025
ST-1218,SC-893,SUB-5338,low,resolved,12/04/2025
ST-1219,SC-1853,SUB-1288,LOW,OPEN,2026-09-02
ST-1220,SC-725,SUB-345,LOW,open,2026-04-10
ST-1221,SC-2994,SUB-4585,urgent,waiting,16-12-2026
ST-1222,SC-2804,SUB-2647,high,open,2026-03-10
ST-1223,SC-2843,SUB-5084,urgent,waiting,2026-06-26
ST-1224,SC-2902,SUB-3584,medium,open,2026-02-10
ST-1225,SC-1509,SUB-1083,medium,closed,07/25/2026
ST-1226,SC-905,SUB-966,medium,open,2026-01-10
ST-1227,SC-1213,SUB-4688,low,waiting,2025-11-01
ST-1228,SC-2109,SUB-1032,medium,closed,12/16/2025
ST-1229,SC-24,SUB-2574,medium,resolved,2026-03-09
ST-1230,SC-2533,SUB-61,medium,open,2025-04-08
ST-1231,SC-695,SUB-455,medium,closed,02/22/2026
ST-1232,SC-2840,SUB-5610,high,resolved,23-01-2026
ST-1233,SC-1861,SUB-5823,medium,closed,02/02/2025
ST-1234,SC-798,SUB-4464,LOW,OPEN,2026-10-12
ST-1235,SC-1041,SUB-4879,low,resolved,02-06-2026
ST-1236,SC-460,SUB-525,low,closed,16-07-2026
ST-1237,SC-1805,SUB-4957,urgent,resolved,01/09/2025
ST-1238,SC-2487,SUB-995,medium,open,12/21/2025
ST-1239,SC-939,SUB-918,medium,closed,2025-08-11
ST-1240,SC-2783,SUB-4282,urgent,open,2026-07-17
ST-1241,SC-645,SUB-1162,high,open,10/02/2025
ST-1242,SC-2164,SUB-3744,medium,resolved,06/24/2025
ST-1243,SC-2269,SUB-3434,medium,open,2026-05-10
ST-1244,SC-1123,SUB-1041,low,resolved,2026-07-18
ST-1245,SC-1194,SUB-3178,high,open,2026-04-10
ST-1246,SC-21,SUB-456,LOW,waiting,2025-04-16
ST-1247,SC-2733,SUB-5694,low,open,2026-03-10
ST-1248,SC-336,SUB-5800,LOW,closed,2026-06-24
ST-1249,SC-842,SUB-5067,medium,open,2026-02-10
ST-1250,SC-1614,SUB-4038,LOW,waiting,2025-10-26
ST-1251,SC-2124,SUB-3462,urgent,open,2025-12-20
ST-1252,SC-723,SUB-3417,low,waiting,07-01-2025
ST-1253,SC-1610,SUB-4405,urgent,open,2026-03-02
ST-1254,SC-429,SUB-1278,high,OPEN,2025-08-26
ST-1255,SC-212,SUB-1201,urgent,open,01/07/2025
ST-1256,SC-761,SUB-2105,low,OPEN,2026-05-26
ST-1257,SC-1832,SUB-4030,high,waiting,2026-01-24
ST-1258,SC-2922,SUB-2038,urgent,closed,2025-03-03
ST-1259,SC-34,SUB-3781,high,resolved,17-12-2025
ST-1260,SC-2138,SUB-3115,low,resolved,07/08/2025
ST-1261,SC-22,SUB-3657,low,waiting,07-04-2026
ST-1262,SC-697,SUB-2270,low,closed,06/05/2025
ST-1263,SC-1399,SUB-2162,LOW,open,11/05/2026
ST-1264,SC-1378,SUB-5221,LOW,resolved,2026-03-20
ST-1265,SC-390,SUB-4140,high,closed,2025-04-09
ST-1266,SC-2117,SUB-1823,urgent,open,2026-01-10
ST-1267,SC-507,SUB-1440,LOW,open,2025-06-18
ST-1268,SC-1845,SUB-4614,medium,open,2026-05-10
ST-1269,SC-1754,SUB-1009,LOW,waiting,2026-08-21
ST-1270,SC-425,SUB-3680,low,open,2026-04-10
ST-1271,SC-1593,SUB-3796,medium,waiting,2026-05-09
ST-1272,SC-2687,SUB-4952,LOW,open,2026-03-10
ST-1273,SC-1046,SUB-2901,high,open,06/21/2025
ST-1274,SC-2652,SUB-3418,low,waiting,08/04/2026
ST-1275,SC-26,SUB-1234,low,open,2026-11-08
ST-1276,SC-461,SUB-688,high,closed,2026-11-26
ST-1277,SC-2764,SUB-328,medium,resolved,2026-11-16
ST-1278,SC-529,SUB-1735,urgent,OPEN,2025-06-09
ST-1279,SC-2852,SUB-5403,medium,OPEN,01/21/2026
ST-1280,SC-1675,SUB-1850,LOW,OPEN,2025-09-20
ST-1281,SC-902,SUB-3424,high,open,01/06/2026
ST-1282,SC-2436,SUB-3413,LOW,resolved,11-07-2025
ST-1283,SC-1615,SUB-306,low,open,2026-05-07
ST-1284,SC-1738,SUB-505,high,closed,2026-12-05
ST-1285,SC-2632,SUB-553,LOW,open,26-03-2025
ST-1286,SC-2290,SUB-3743,low,resolved,2025-02-22
ST-1287,SC-2869,SUB-3890,medium,resolved,09-08-2025
ST-1288,SC-1946,SUB-3573,LOW,open,13-09-2026
ST-1289,SC-1230,SUB-3256,medium,open,2026-02-10
ST-1290,SC-1287,SUB-4725,LOW,OPEN,04-10-2026
ST-1291,SC-2521,SUB-2400,low,open,2026-01-10
ST-1292,SC-501,SUB-854,medium,waiting,2026-08-08
ST-1293,SC-341,SUB-5822,urgent,open,2026-05-10
ST-1294,SC-1606,SUB-1244,low,closed,17-10-2026
ST-1295,SC-2108,SUB-2366,low,open,2026-04-10
ST-1296,SC-2032,SUB-4474,medium,OPEN,09-12-2025
ST-1297,SC-1478,SUB-1097,high,open,2026-07-10
ST-1298,SC-140,SUB-2143,medium,closed,2026-06-19
ST-1299,SC-1794,SUB-2789,urgent,closed,07/13/2026
ST-1300,SC-2656,SUB-5916,LOW,closed,2026-05-08
ST-1301,SC-427,SUB-1895,high,resolved,13-10-2026
ST-1302,SC-720,SUB-711,urgent,open,2026-02-12
ST-1303,SC-2040,SUB-4582,medium,resolved,09/20/2025
ST-1304,SC-553,SUB-2351,urgent,open,04/08/2025
ST-1305,SC-1714,SUB-4965,low,waiting,07/02/2026
ST-1306,SC-2610,SUB-2193,LOW,OPEN,04/24/2025
ST-1307,SC-1497,SUB-4977,high,closed,10/15/2026
ST-1308,SC-1880,SUB-4112,high,closed,04/20/2026
ST-1309,SC-982,SUB-1695,high,resolved,09/24/2025
ST-1310,SC-267,SUB-2904,low,open,22-05-2026
ST-1311,SC-669,SUB-2407,medium,resolved,2026-09-28
ST-1312,SC-75,SUB-5628,low,open,2026-03-10
ST-1313,SC-1595,SUB-374,LOW,waiting,15-03-2026
ST-1314,SC-623,SUB-3513,low,open,2026-02-10
ST-1315,SC-912,SUB-5470,low,open,2026-06-03
ST-1316,SC-34,SUB-3641,medium,open,2026-01-10
ST-1317,SC-1408,SUB-4311,high,waiting,2026-08-15
ST-1318,SC-155,SUB-3131,high,open,2026-05-10
ST-1319,SC-2742,SUB-1971,LOW,closed,2026-02-03
ST-1320,SC-906,SUB-1536,medium,OPEN,03-10-2025
ST-1321,SC-2482,SUB-2464,medium,resolved,2026-03-08
ST-1322,SC-2293,SUB-4808,low,closed,09/16/2026
ST-1323,SC-1122,SUB-2659,low,resolved,2026-09-13
ST-1324,SC-721,SUB-5030,medium,open,2025-10-11
ST-1325,SC-2678,SUB-3862,LOW,OPEN,2026-10-23
ST-1326,SC-1131,SUB-97,medium,closed,2025-10-25
ST-1327,SC-637,SUB-3862,medium,open,11/21/2025
ST-1328,SC-1586,SUB-2729,medium,open,2025-04-01
ST-1329,SC-730,SUB-782,LOW,resolved,2025-10-06
ST-1330,SC-228,SUB-5431,urgent,open,2025-09-28
ST-1331,SC-2635,SUB-1514,urgent,OPEN,05/18/2026
ST-1332,SC-1255,SUB-595,LOW,closed,06/07/2025
ST-1333,SC-2188,SUB-494,urgent,OPEN,2026-04-18
ST-1334,SC-2759,SUB-5510,medium,open,06-09-2025
ST-1335,SC-1593,SUB-4647,low,open,2026-04-10
ST-1336,SC-2028,SUB-4464,LOW,closed,2026-11-10
ST-1337,SC-530,SUB-3652,urgent,open,2026-03-10
ST-1338,SC-1626,SUB-4578,medium,closed,2026-03-27
ST-1339,SC-145,SUB-2971,urgent,open,2026-02-10
ST-1340,SC-765,SUB-4992,medium,OPEN,03/07/2025
ST-1341,SC-796,SUB-1315,urgent,open,2026-01-10
ST-1342,SC-146,SUB-660,high,waiting,2026-04-21
ST-1343,SC-1746,SUB-3579,medium,waiting,2025-12-13
ST-1344,SC-1870,SUB-2717,high,waiting,2026-09-25
ST-1345,SC-2055,SUB-100,urgent,waiting,15-02-2025
ST-1346,SC-1925,SUB-1101,LOW,open,17-08-2026
ST-1347,SC-1749,SUB-5233,medium,resolved,2026-08-20
ST-1348,SC-1789,SUB-4013,LOW,open,2025-01-01
ST-1349,SC-15,SUB-4846,medium,open,2025-10-09
ST-1350,SC-2296,SUB-5797,medium,open,2026-05-24
ST-1351,SC-445,SUB-2596,LOW,waiting,10-06-2025
ST-1352,SC-2793,SUB-4652,high,closed,2025-08-08
ST-1353,SC-2788,SUB-147,low,resolved,12/09/2026
ST-1354,SC-2975,SUB-1696,high,OPEN,2025-12-03
ST-1355,SC-178,SUB-1360,high,closed,24-04-2025
ST-1356,SC-935,SUB-4593,urgent,resolved,2026-01-01
ST-1357,SC-1332,SUB-3812,medium,closed,2026-09-08
ST-1358,SC-1069,SUB-4416,medium,open,2026-05-10
ST-1359,SC-1049,SUB-4308,urgent,waiting,07/10/2026
ST-1360,SC-371,SUB-3140,low,open,2026-04-10
ST-1361,SC-2428,SUB-1076,low,resolved,2026-12-14
ST-1362,SC-700,SUB-2350,low,open,2026-03-10
ST-1363,SC-923,SUB-1910,low,resolved,2025-11-20
ST-1364,SC-1712,SUB-4328,urgent,open,2026-02-10
ST-1365,SC-2532,SUB-1937,high,waiting,05/04/2026
ST-1366,SC-140,SUB-1912,high,OPEN,2026-11-22
ST-1367,SC-10,SUB-5832,LOW,closed,2026-11-18
ST-1368,SC-706,SUB-1813,high,open,10/21/2026
ST-1369,SC-2524,SUB-181,urgent,closed,01/23/2025
ST-1370,SC-487,SUB-2538,low,open,2025-11-03
ST-1371,SC-2463,SUB-2521,low,waiting,2026-08-11
ST-1372,SC-2936,SUB-4340,medium,OPEN,11-10-2026
ST-1373,SC-1914,SUB-221,high,resolved,09/22/2025
ST-1374,SC-166,SUB-5810,LOW,waiting,01/25/2025
ST-1375,SC-2831,SUB-1996,high,resolved,07/06/2025
ST-1376,SC-1346,SUB-233,low,closed,09/20/2026
ST-1377,SC-1427,SUB-14,medium,open,2026-04-10
ST-1378,SC-2694,SUB-2906,high,open,08/03/2026
ST-1379,SC-2624,SUB-3313,LOW,OPEN,03/11/2026
ST-1380,SC-1407,SUB-2067,urgent,open,10/26/2026
ST-1381,SC-964,SUB-2881,urgent,open,2026-01-10
ST-1382,SC-934,SUB-605,high,resolved,11/13/2025
ST-1383,SC-2311,SUB-3802,low,open,2026-05-10
ST-1384,SC-643,SUB-381,low,closed,2025-05-03
ST-1385,SC-2433,SUB-2992,high,open,2026-04-10
ST-1386,SC-1574,SUB-5771,high,closed,25-07-2025
ST-1387,SC-1649,SUB-3667,LOW,open,2026-03-10
ST-1388,SC-954,SUB-4928,urgent,closed,04/01/2025
ST-1389,SC-502,SUB-2012,medium,OPEN,02/19/2025
ST-1390,SC-1238,SUB-5477,medium,resolved,14-05-2026
ST-1391,SC-2358,SUB-1089,urgent,closed,19-06-2025
ST-1392,SC-45,SUB-4880,urgent,open,12/06/2025
ST-1393,SC-279,SUB-4703,low,closed,12/06/2025
ST-1394,SC-449,SUB-2007,LOW,OPEN,01/05/2025
ST-1395,SC-1128,SUB-4217,low,open,2025-02-26
ST-1396,SC-586,SUB-13,LOW,open,10-04-2026
ST-1397,SC-1883,SUB-4307,urgent,waiting,2026-05-12
ST-1398,SC-79,SUB-5924,high,resolved,2026-04-13
ST-1399,SC-127,SUB-5480,low,closed,2026-05-02
ST-1400,SC-1872,SUB-2420,low,open,13-05-2026
ST-1401,SC-1849,SUB-2829,medium,OPEN,04/08/2025
ST-1402,SC-2307,SUB-3675,LOW,OPEN,01-03-2026
ST-1403,SC-1552,SUB-2937,low,closed,22-10-2026
ST-1404,SC-339,SUB-5269,urgent,open,2026-02-10
ST-1405,SC-1502,SUB-3953,low,resolved,2025-05-23
ST-1406,SC-2032,SUB-61,urgent,open,2026-01-10
ST-1407,SC-2251,SUB-3216,LOW,waiting,2026-08-18
ST-1408,SC-1689,SUB-3279,urgent,open,2026-05-10
ST-1409,SC-205,SUB-3269,low,open,04/19/2025
ST-1410,SC-1573,SUB-3728,high,open,2026-04-10
ST-1411,SC-671,SUB-952,medium,closed,2026-02-09
ST-1412,SC-2130,SUB-3301,high,waiting,09-04-2025
ST-1413,SC-2977,SUB-3153,LOW,waiting,15-01-2025
ST-1414,SC-1545,SUB-2463,medium,OPEN,19-09-2025
ST-1415,SC-1330,SUB-3148,high,open,02-03-2026
ST-1416,SC-2740,SUB-3840,low,resolved,2025-02-14
ST-1417,SC-1446,SUB-2860,high,closed,2025-08-23
ST-1418,SC-217,SUB-3310,low,OPEN,04-10-2026
ST-1419,SC-2367,SUB-4461,urgent,waiting,15-09-2026
ST-1420,SC-376,SUB-1679,high,waiting,2026-05-01
ST-1421,SC-19,SUB-849,high,open,09-02-2026
ST-1422,SC-2335,SUB-460,urgent,closed,2026-12-13
ST-1423,SC-1511,SUB-5847,low,open,04/04/2025
ST-1424,SC-882,SUB-2963,LOW,open,2025-04-02
ST-1425,SC-1608,SUB-1285,urgent,OPEN,2026-02-14
ST-1426,SC-2345,SUB-5403,low,open,2025-03-10
ST-1427,SC-1495,SUB-3571,low,open,2026-03-10
ST-1428,SC-327,SUB-720,medium,open,2025-11-15
ST-1429,SC-1493,SUB-5833,LOW,open,2026-02-10
ST-1430,SC-1579,SUB-249,urgent,resolved,2026-05-08
ST-1431,SC-1637,SUB-3040,low,open,2026-01-10
ST-1432,SC-2287,SUB-1019,urgent,resolved,2026-12-18
ST-1433,SC-1097,SUB-5026,medium,open,2026-05-10
ST-1434,SC-2697,SUB-1886,high,resolved,17-08-2025
ST-1435,SC-2151,SUB-3411,high,closed,2026-10-02
ST-1436,SC-1835,SUB-4838,high,OPEN,16-05-2026
ST-1437,SC-2497,SUB-59,low,waiting,11-02-2026
ST-1438,SC-2055,SUB-3040,LOW,closed,04/28/2026
ST-1439,SC-2515,SUB-340,high,open,04/09/2026
ST-1440,SC-1598,SUB-5783,medium,resolved,04/28/2026
ST-1441,SC-1887,SUB-3032,LOW,OPEN,2025-02-16
ST-1442,SC-1906,SUB-1853,medium,waiting,02-07-2026
ST-1443,SC-190,SUB-3209,medium,open,25-03-2025
ST-1444,SC-1316,SUB-1444,LOW,waiting,2025-01-06
ST-1445,SC-622,SUB-972,urgent,closed,20-06-2026
ST-1446,SC-1542,SUB-1417,urgent,open,2026-09-13
ST-1447,SC-2932,SUB-2208,low,closed,03/11/2025
ST-1448,SC-2755,SUB-3059,urgent,resolved,2026-04-14
ST-1449,SC-272,SUB-3148,high,closed,01/12/2026
ST-1450,SC-1088,SUB-5065,medium,open,2026-04-10
ST-1451,SC-2042,SUB-4125,urgent,open,2026-10-11
ST-1452,SC-799,SUB-4057,low,open,2026-03-10
ST-1453,SC-513,SUB-5466,high,resolved,2026-12-01
ST-1454,SC-2129,SUB-5726,LOW,open,2026-02-10
ST-1455,SC-1417,SUB-3868,high,open,08-04-2025
ST-1456,SC-490,SUB-2823,high,open,2026-01-10
ST-1457,SC-618,SUB-4648,medium,open,24-09-2025
ST-1458,SC-187,SUB-3918,medium,waiting,2026-03-09
ST-1459,SC-1785,SUB-2903,LOW,waiting,01-11-2025
ST-1460,SC-1796,SUB-1604,high,open,02-06-2025
ST-1461,SC-691,SUB-4262,urgent,closed,22-11-2026
ST-1462,SC-2320,SUB-1019,high,waiting,2026-03-22
ST-1463,SC-2734,SUB-1673,urgent,waiting,2026-02-22
ST-1464,SC-1935,SUB-3429,urgent,OPEN,2026-12-03
ST-1465,SC-2588,SUB-2541,high,closed,2025-02-03
ST-1466,SC-1446,SUB-2947,high,closed,2025-09-03
ST-1467,SC-800,SUB-2316,urgent,closed,2026-10-04
ST-1468,SC-359,SUB-2535,low,open,05-07-2025
ST-1469,SC-1791,SUB-449,urgent,waiting,09/03/2025
