request_id,customer_id,title,votes,created_at
FR-577,SC-1872,SSO,147,2025-05-24
FR-578,SC-1528,审计日志,158,2025-06-04
FR-579,SC-792,批量操作,23,06/13/2025
FR-580,SC-2571,多语言,194,03/28/2025
FR-581,SC-572,审计日志,77,2025-06-15
FR-582,SC-1963,审计日志,135,2025-10-05
FR-583,SC-533,SSO,123,16-10-2026
FR-584,SC-1176,审计日志,189,2025-07-06
FR-585,SC-1581,报表导出,57,2025-03-16
FR-586,SC-916,审计日志,11,2025-12-16
FR-587,SC-2137,报表导出,136,09/25/2026
FR-588,SC-2340,批量操作,72,2025-04-22
FR-589,SC-1470,API 增强,91,05/12/2025
FR-590,SC-353,报表导出,200,10/10/2026
FR-591,SC-1955,审计日志,148,04/26/2026
FR-592,SC-1648,批量操作,45,09/17/2025
FR-593,SC-2494,审计日志,14,2026-11-01
FR-594,SC-231,移动端,151,15-02-2026
FR-595,SC-311,多语言,173,11/22/2025
FR-596,SC-1346,API 增强,14,2026-03-23
FR-597,SC-2945,移动端,70,2025-01-07
FR-598,SC-1344,移动端,64,2026-01-01
FR-599,SC-1980,移动端,148,2025-08-04
FR-600,SC-2123,审计日志,99,02/13/2026
FR-601,SC-1444,报表导出,71,03/21/2025
FR-602,SC-1459,移动端,185,10/18/2025
FR-603,SC-883,批量操作,80,12/09/2025
FR-604,SC-2868,SSO,27,02/27/2025
FR-605,SC-838,移动端,42,05-03-2025
FR-606,SC-905,移动端,171,2025-07-26
FR-607,SC-2497,SSO,86,08-07-2025
FR-608,SC-1728,API 增强,118,01/17/2025
FR-609,SC-970,多语言,39,03/09/2025
FR-610,SC-2933,移动端,67,06/09/2025
FR-611,SC-2764,报表导出,127,2025-04-18
FR-612,SC-125,移动端,140,2025-07-01
FR-613,SC-1684,API 增强,90,02/13/2025
FR-614,SC-845,批量操作,101,2026-11-22
FR-615,SC-1584,移动端,104,2025-09-16
FR-616,SC-2914,移动端,143,2025-11-19
FR-617,SC-1019,批量操作,54,2026-11-20
FR-618,SC-2230,多语言,3,06/12/2026
FR-619,SC-498,审计日志,120,14-03-2025
FR-620,SC-2068,移动端,5,06/01/2026
FR-621,SC-2012,审计日志,179,2025-03-03
FR-622,SC-446,API 增强,92,02/20/2026
FR-623,SC-1692,移动端,116,2025-12-26
FR-624,SC-1351,SSO,77,16-09-2025
FR-625,SC-2588,移动端,194,2026-02-10
FR-626,SC-594,SSO,123,06/27/2025
FR-627,SC-212,多语言,175,2025-05-06
FR-628,SC-1436,移动端,120,2026-01-10
FR-629,SC-2814,审计日志,74,12/08/2025
FR-630,SC-265,API 增强,196,08-09-2026
FR-631,SC-367,API 增强,127,04/01/2026
FR-632,SC-2766,移动端,13,02/17/2026
FR-633,SC-1074,SSO,94,2025-02-20
FR-634,SC-346,移动端,139,2026-12-16
FR-635,SC-1067,SSO,115,08/24/2026
FR-636,SC-393,API 增强,62,2026-12-25
FR-637,SC-689,移动端,177,2026-03-26
FR-638,SC-817,批量操作,58,2025-01-28
FR-639,SC-687,多语言,179,12-06-2026
FR-640,SC-801,API 增强,72,04/04/2025
FR-641,SC-398,批量操作,37,2025-09-05
FR-642,SC-1921,审计日志,101,04-03-2026
FR-643,SC-2057,移动端,7,2025-05-19
FR-644,SC-948,多语言,23,2025-11-16
FR-645,SC-1538,报表导出,87,2026-04-10
FR-646,SC-1074,多语言,58,2026-06-05
FR-647,SC-1468,API 增强,35,2026-02-01
FR-648,SC-967,报表导出,19,2026-06-05
FR-649,SC-2376,移动端,171,04/01/2026
FR-650,SC-1847,报表导出,15,2025-02-20
FR-651,SC-2883,报表导出,154,2025-01-12
FR-652,SC-2504,报表导出,181,20-09-2026
FR-653,SC-1737,SSO,94,06/22/2026
FR-654,SC-1673,API 增强,73,2025-07-17
FR-655,SC-2617,多语言,25,11/27/2026
FR-656,SC-2757,移动端,24,2025-11-20
FR-657,SC-556,批量操作,7,2025-08-16
FR-658,SC-1057,报表导出,62,2025-07-16
FR-659,SC-332,SSO,117,07-08-2026
FR-660,SC-1172,报表导出,176,06/17/2026
FR-661,SC-653,批量操作,189,03/20/2025
FR-662,SC-1721,多语言,169,2026-12-27
FR-663,SC-2260,报表导出,50,2026-03-17
FR-664,SC-1041,移动端,155,2026-06-02
FR-665,SC-1857,API 增强,53,2025-10-26
FR-666,SC-1837,审计日志,129,2025-07-21
FR-667,SC-2721,批量操作,7,08/27/2025
FR-668,SC-932,API 增强,44,06-01-2026
FR-669,SC-1278,审计日志,145,2026-04-19
FR-670,SC-2234,多语言,135,06/06/2025
FR-671,SC-1097,SSO,53,04/07/2025
FR-672,SC-2357,批量操作,189,01/26/2025
FR-673,SC-1262,多语言,90,08/15/2025
FR-674,SC-2208,SSO,82,04-05-2026
FR-675,SC-629,批量操作,181,06/06/2026
FR-676,SC-1203,移动端,187,04/20/2025
FR-677,SC-2617,SSO,159,2025-09-07
FR-678,SC-769,批量操作,93,2025-07-17
FR-679,SC-2438,多语言,54,2025-10-15
FR-680,SC-1119,报表导出,121,07/22/2026
FR-681,SC-1644,多语言,194,01/24/2025
FR-682,SC-2486,报表导出,67,04/11/2026
FR-683,SC-676,移动端,123,02/14/2025
FR-684,SC-1991,多语言,64,22-09-2026
FR-685,SC-1411,移动端,2,2025-09-04
FR-686,SC-845,批量操作,199,2026-06-22
FR-687,SC-2214,SSO,70,2025-07-08
FR-688,SC-156,API 增强,66,05/23/2026
FR-689,SC-593,移动端,151,2025-08-08
FR-690,SC-1935,审计日志,162,2025-04-14
FR-691,SC-2429,SSO,51,2025-11-24
FR-692,SC-2975,多语言,44,2025-10-19
FR-693,SC-2197,报表导出,88,15-06-2026
FR-694,SC-93,API 增强,192,02/07/2026
FR-695,SC-226,API 增强,160,2025-05-06
FR-696,SC-2365,SSO,27,2025-09-05
FR-697,SC-1990,移动端,109,18-03-2026
FR-698,SC-2172,审计日志,8,08-08-2025
FR-699,SC-2331,SSO,86,24-05-2025
FR-700,SC-1201,批量操作,84,2026-09-16
FR-701,SC-2055,报表导出,42,05/15/2026
FR-702,SC-2656,批量操作,100,22-08-2025
FR-703,SC-1791,多语言,167,2025-02-23
FR-704,SC-217,审计日志,170,09/16/2025
FR-705,SC-1857,移动端,57,2026-09-14
FR-706,SC-1399,多语言,26,11/06/2026
FR-707,SC-1754,API 增强,101,2025-05-19
FR-708,SC-496,移动端,46,10/07/2026
FR-709,SC-917,报表导出,28,2026-08-24
FR-710,SC-1776,SSO,92,12/27/2026
FR-711,SC-810,API 增强,180,2026-10-18
FR-712,SC-1454,API 增强,117,2025-01-02
FR-713,SC-1279,移动端,48,2025-11-28
FR-714,SC-399,移动端,85,2025-11-17
FR-715,SC-2928,多语言,102,27-02-2026
FR-716,SC-2321,移动端,183,09-03-2025
FR-717,SC-1806,移动端,46,02-09-2026
FR-718,SC-1457,批量操作,81,05-04-2025
FR-719,SC-1675,API 增强,48,2025-03-04
FR-720,SC-205,移动端,179,2025-06-15
FR-721,SC-601,SSO,18,2026-09-19
FR-722,SC-1836,报表导出,79,11-02-2025
FR-723,SC-553,SSO,96,10/08/2026
FR-724,SC-2542,移动端,144,11-01-2026
FR-725,SC-452,SSO,151,2025-09-20
FR-726,SC-2584,移动端,37,05/24/2026
FR-727,SC-2733,多语言,116,2025-04-15
FR-728,SC-2492,批量操作,19,2026-10-12
FR-729,SC-258,多语言,133,2025-05-11
FR-730,SC-2401,批量操作,66,02/28/2026
FR-731,SC-2200,审计日志,196,04/20/2025
FR-732,SC-2084,审计日志,111,2026-03-18
FR-733,SC-1449,SSO,165,11-02-2025
FR-734,SC-811,审计日志,21,2026-06-27
FR-735,SC-1115,审计日志,133,05/20/2025
FR-736,SC-2428,批量操作,41,2025-11-11
FR-737,SC-1910,多语言,101,2026-08-01
FR-738,SC-887,API 增强,102,06-07-2025
FR-739,SC-2515,批量操作,98,2025-08-25
FR-740,SC-1648,API 增强,151,02-10-2026
FR-741,SC-1490,API 增强,85,2025-04-07
FR-742,SC-2030,SSO,138,10-05-2025
FR-743,SC-1975,批量操作,58,05/23/2026
FR-744,SC-478,多语言,148,2026-11-24
FR-745,SC-2100,API 增强,23,08/07/2026
FR-746,SC-2745,SSO,50,2026-09-11
FR-747,SC-988,多语言,145,11-05-2025
FR-748,SC-875,批量操作,93,2026-09-04
FR-749,SC-2707,SSO,130,2026-12-14
FR-750,SC-489,报表导出,78,06-07-2025
FR-751,SC-1586,SSO,165,2026-11-15
FR-752,SC-548,批量操作,37,2025-01-27
FR-753,SC-284,SSO,83,2025-03-15
FR-754,SC-1808,批量操作,193,06-10-2025
FR-755,SC-1761,SSO,180,2025-10-27
FR-756,SC-2199,移动端,8,2026-08-02
FR-757,SC-109,API 增强,48,2025-04-06
FR-758,SC-368,多语言,12,2026-03-25
FR-759,SC-498,多语言,199,2025-04-26
FR-760,SC-1177,审计日志,56,04/18/2025
FR-761,SC-1423,审计日志,164,06/28/2026
FR-762,SC-1017,审计日志,119,2025-05-07
FR-763,SC-2735,SSO,145,2025-03-14
FR-764,SC-1995,SSO,55,14-04-2025
FR-765,SC-429,移动端,82,06/02/2026
FR-766,SC-2567,审计日志,97,07-05-2026
FR-767,SC-2978,API 增强,176,2025-06-18
FR-768,SC-2361,报表导出,43,2025-08-12
FR-769,SC-1132,API 增强,87,2025-06-01
FR-770,SC-2388,批量操作,134,05/22/2025
FR-771,SC-2922,SSO,163,03-07-2026
FR-772,SC-987,移动端,85,2025-08-24
FR-773,SC-1173,审计日志,35,2026-11-13
FR-774,SC-1631,SSO,153,2026-09-20
FR-775,SC-176,API 增强,199,15-08-2026
FR-776,SC-1000,移动端,1,2026-10-02
FR-777,SC-748,批量操作,11,2026-07-21
FR-778,SC-1658,多语言,184,2026-07-27
FR-779,SC-46,API 增强,32,2025-07-07
FR-780,SC-2723,报表导出,192,2025-06-18
FR-781,SC-838,移动端,143,2026-01-27
FR-782,SC-1176,移动端,36,01-02-2025
FR-783,SC-229,审计日志,22,2025-02-16
FR-784,SC-1470,审计日志,54,07-07-2025
FR-785,SC-881,SSO,165,2025-08-10
FR-786,SC-2810,审计日志,164,2026-09-12
FR-787,SC-1898,API 增强,91,02/28/2025
FR-788,SC-1290,移动端,22,03-03-2026
FR-789,SC-1878,批量操作,60,2026-11-24
FR-790,SC-1960,批量操作,95,06/07/2025
FR-791,SC-1790,批量操作,8,2025-09-28
FR-792,SC-492,批量操作,107,2026-04-22
FR-793,SC-473,审计日志,199,2026-01-17
FR-794,SC-2438,移动端,111,2026-01-09
FR-795,SC-2454,移动端,136,03/28/2025
FR-796,SC-1067,多语言,16,01/12/2026
FR-797,SC-1838,批量操作,73,22-02-2026
FR-798,SC-411,API 增强,53,01/23/2026
FR-799,SC-2235,SSO,80,23-06-2025
FR-800,SC-738,API 增强,152,2026-07-24
