subscription_id,customer_id,account_id,plan_id,start_date,status,will_churn
SUB-1672,SC-1545,AC-258,PLAN-1,2026-12-12,active,1
SUB-1673,SC-677,AC-121,PLAN-6,2021-07-02,cancelled,0
SUB-1674,SC-1363,AC-345,PLAN-5,08/22/2022,active,0
SUB-1675,SC-2775,AC-337,PLAN-2,2021-01-06,cancelled,0
SUB-1676,SC-760,AC-446,PLAN-4,24-12-2023,CANCELLED,0
SUB-1677,SC-962,AC-700,PLAN-6,2025-12-06,trial,0
SUB-1678,SC-2601,AC-199,PLAN-1,07-08-2021,cancelled,1
SUB-1679,SC-1948,AC-734,PLAN-2,2021-05-23,cancelled,0
SUB-1680,SC-2793,AC-629,PLAN-5,2021-06-18,ACTIVE,0
SUB-1681,SC-520,AC-617,PLAN-6,14-08-2025,cancelled,0
SUB-1682,SC-400,AC-207,PLAN-2,2025-11-10,ACTIVE,0
SUB-1683,SC-685,AC-59,PLAN-6,2021-10-22,CANCELLED,0
SUB-1684,SC-2008,AC-163,PLAN-6,04/02/2024,cancelled,0
SUB-1685,SC-2957,AC-415,PLAN-1,2025-11-13,CANCELLED,1
SUB-1686,SC-1813,AC-161,PLAN-5,05-02-2023,ACTIVE,1
SUB-1687,SC-2457,AC-534,PLAN-6,22-10-2023,active,0
SUB-1688,SC-2596,AC-879,PLAN-6,2023-11-28,trial,1
SUB-1689,SC-1903,AC-578,PLAN-3,02-02-2021,cancelled,0
SUB-1690,SC-482,AC-302,PLAN-1,2022-02-10,cancelled,0
SUB-1691,SC-2119,AC-655,PLAN-4,02/15/2024,active,0
SUB-1692,SC-214,AC-833,PLAN-1,01/02/2026,trial,0
SUB-1693,SC-2235,AC-128,PLAN-6,2023-05-26,cancelled,0
SUB-1694,SC-2324,AC-254,PLAN-1,2022-02-24,cancelled,0
SUB-1695,SC-2699,AC-141,PLAN-5,2021-07-24,active,0
SUB-1696,SC-514,AC-862,PLAN-6,2024-05-18,CANCELLED,0
SUB-1697,SC-1825,AC-756,PLAN-6,2022-06-23,active,1
SUB-1698,SC-1754,AC-82,PLAN-6,01-08-2021,trial,0
SUB-1699,SC-2792,AC-524,PLAN-6,02/08/2022,CANCELLED,0
SUB-1700,SC-1290,AC-526,PLAN-5,09/23/2026,ACTIVE,0
SUB-1701,SC-700,AC-413,PLAN-1,2022-11-09,CANCELLED,0
SUB-1702,SC-1334,AC-740,PLAN-4,2023-08-05,cancelled,0
SUB-1703,SC-348,AC-660,PLAN-5,07-03-2023,cancelled,0
SUB-1704,SC-901,AC-474,PLAN-2,2022-10-20,active,0
SUB-1705,SC-2172,AC-593,PLAN-5,2024-04-24,trial,0
SUB-1706,SC-965,AC-518,PLAN-2,05/18/2026,trial,0
SUB-1707,SC-2816,AC-85,PLAN-6,2025-08-17,active,0
SUB-1708,SC-1399,AC-592,PLAN-2,12-08-2021,cancelled,0
SUB-1709,SC-1666,AC-513,PLAN-1,04/21/2021,cancelled,0
SUB-1710,SC-2290,AC-692,PLAN-6,05/27/2022,cancelled,0
SUB-1711,SC-932,AC-538,PLAN-4,2025-06-28,CANCELLED,0
SUB-1712,SC-149,AC-790,PLAN-1,2022-11-15,cancelled,0
SUB-1713,SC-1761,AC-861,PLAN-3,02/28/2021,trial,0
SUB-1714,SC-1148,AC-867,PLAN-6,2022-12-14,cancelled,0
SUB-1715,SC-1682,AC-811,PLAN-5,2021-10-20,ACTIVE,0
SUB-1716,SC-141,AC-460,PLAN-3,09/10/2023,CANCELLED,0
SUB-1717,SC-1594,AC-31,PLAN-2,2021-03-01,CANCELLED,0
SUB-1718,SC-1517,AC-195,PLAN-2,2025-12-12,active,0
SUB-1719,SC-817,AC-6,PLAN-6,10/07/2022,active,0
SUB-1720,SC-977,AC-232,PLAN-4,03/16/2023,trial,0
SUB-1721,SC-1457,AC-741,PLAN-6,10/28/2021,active,0
SUB-1722,SC-236,AC-541,PLAN-5,28-11-2022,ACTIVE,0
SUB-1723,SC-1169,AC-221,PLAN-3,24-06-2025,CANCELLED,0
SUB-1724,SC-1631,AC-624,PLAN-6,2021-05-02,CANCELLED,0
SUB-1725,SC-611,AC-596,PLAN-2,08/17/2022,trial,0
SUB-1726,SC-138,AC-637,PLAN-2,2021-06-09,ACTIVE,0
SUB-1727,SC-675,AC-349,PLAN-4,03/03/2025,ACTIVE,0
SUB-1728,SC-1918,AC-471,PLAN-3,2026-02-04,active,0
SUB-1729,SC-2904,AC-851,PLAN-4,08/23/2022,CANCELLED,0
SUB-1730,SC-1465,AC-374,PLAN-2,2025-11-26,ACTIVE,0
SUB-1731,SC-1191,AC-679,PLAN-4,07/28/2026,active,0
SUB-1732,SC-1970,AC-817,PLAN-2,23-08-2025,trial,0
SUB-1733,SC-1511,AC-494,PLAN-1,11/17/2024,ACTIVE,0
SUB-1734,SC-777,AC-390,PLAN-6,04-09-2023,cancelled,0
SUB-1735,SC-2952,AC-347,PLAN-4,2022-10-20,active,0
SUB-1736,SC-2136,AC-374,PLAN-6,2022-11-01,CANCELLED,0
SUB-1737,SC-1382,AC-146,PLAN-2,2022-11-15,ACTIVE,1
SUB-1738,SC-2990,AC-703,PLAN-5,2021-12-21,trial,0
SUB-1739,SC-354,AC-509,PLAN-5,2026-03-28,cancelled,0
SUB-1740,SC-2206,AC-598,PLAN-5,11-01-2024,cancelled,0
SUB-1741,SC-2699,AC-179,PLAN-3,07/18/2025,CANCELLED,0
SUB-1742,SC-1642,AC-80,PLAN-1,04/19/2022,trial,0
SUB-1743,SC-1988,AC-680,PLAN-4,2021-02-26,trial,1
SUB-1744,SC-1809,AC-804,PLAN-4,10/05/2024,trial,0
SUB-1745,SC-2608,AC-327,PLAN-2,2025-04-25,ACTIVE,0
SUB-1746,SC-887,AC-846,PLAN-1,06/25/2021,CANCELLED,0
SUB-1747,SC-2782,AC-438,PLAN-3,02/16/2026,active,0
SUB-1748,SC-941,AC-125,PLAN-2,05/21/2022,ACTIVE,0
SUB-1749,SC-2733,AC-704,PLAN-2,2025-01-13,active,0
SUB-1750,SC-991,AC-294,PLAN-2,2026-08-25,ACTIVE,0
SUB-1751,SC-904,AC-592,PLAN-6,2025-05-08,CANCELLED,0
SUB-1752,SC-794,AC-350,PLAN-1,2024-04-15,active,0
SUB-1753,SC-1136,AC-803,PLAN-6,06-01-2024,cancelled,0
SUB-1754,SC-734,AC-868,PLAN-6,2023-03-11,active,0
SUB-1755,SC-5,AC-477,PLAN-5,2026-02-28,active,0
SUB-1756,SC-843,AC-412,PLAN-2,2024-03-02,trial,0
SUB-1757,SC-425,AC-567,PLAN-6,2022-12-02,active,0
SUB-1758,SC-988,AC-499,PLAN-4,2025-07-13,trial,0
SUB-1759,SC-133,AC-211,PLAN-5,2026-03-17,ACTIVE,0
SUB-1760,SC-1645,AC-96,PLAN-6,2024-09-22,cancelled,0
SUB-1761,SC-2469,AC-674,PLAN-5,2024-12-18,CANCELLED,0
SUB-1762,SC-1789,AC-278,PLAN-5,2022-03-13,active,1
SUB-1763,SC-272,AC-319,PLAN-4,2024-11-21,trial,0
SUB-1764,SC-2853,AC-443,PLAN-1,2022-10-24,CANCELLED,0
SUB-1765,SC-53,AC-744,PLAN-6,03-10-2026,active,0
SUB-1766,SC-957,AC-345,PLAN-4,07/02/2021,cancelled,0
SUB-1767,SC-2875,AC-435,PLAN-3,2022-04-04,active,0
SUB-1768,SC-438,AC-245,PLAN-2,2023-12-28,trial,0
SUB-1769,SC-2090,AC-717,PLAN-4,07/14/2021,CANCELLED,0
SUB-1770,SC-1022,AC-137,PLAN-2,2024-08-09,active,0
SUB-1771,SC-815,AC-487,PLAN-3,2026-04-12,CANCELLED,1
SUB-1772,SC-1687,AC-517,PLAN-4,2025-06-22,CANCELLED,1
SUB-1773,SC-2369,AC-156,PLAN-6,11/08/2024,cancelled,0
SUB-1774,SC-408,AC-491,PLAN-2,02/24/2022,cancelled,0
SUB-1775,SC-934,AC-261,PLAN-2,12/13/2021,trial,0
SUB-1776,SC-669,AC-430,PLAN-4,2026-11-01,cancelled,0
SUB-1777,SC-413,AC-80,PLAN-4,2024-02-04,active,0
SUB-1778,SC-2260,AC-472,PLAN-5,2024-08-24,CANCELLED,0
SUB-1779,SC-1060,AC-538,PLAN-1,2022-08-05,cancelled,0
SUB-1780,SC-1931,AC-179,PLAN-1,2025-10-04,active,0
SUB-1781,SC-1326,AC-292,PLAN-2,04/12/2021,active,0
SUB-1782,SC-1336,AC-36,PLAN-4,07/06/2025,CANCELLED,0
SUB-1783,SC-2107,AC-533,PLAN-3,10/01/2021,active,1
SUB-1784,SC-798,AC-619,PLAN-1,11/10/2023,active,0
SUB-1785,SC-1365,AC-569,PLAN-5,16-11-2024,cancelled,0
SUB-1786,SC-815,AC-868,PLAN-2,2021-09-15,ACTIVE,0
SUB-1787,SC-2268,AC-781,PLAN-2,2024-10-23,trial,0
SUB-1788,SC-885,AC-365,PLAN-5,2026-06-07,ACTIVE,0
SUB-1789,SC-1150,AC-817,PLAN-4,2024-03-03,ACTIVE,0
SUB-1790,SC-2498,AC-696,PLAN-6,2025-02-21,active,0
SUB-1791,SC-1017,AC-557,PLAN-5,11/17/2024,ACTIVE,0
SUB-1792,SC-131,AC-880,PLAN-1,2024-04-03,ACTIVE,0
SUB-1793,SC-2323,AC-616,PLAN-6,07/12/2026,CANCELLED,0
SUB-1794,SC-2520,AC-221,PLAN-5,2026-07-28,cancelled,0
SUB-1795,SC-2804,AC-830,PLAN-1,05/28/2025,CANCELLED,0
SUB-1796,SC-1378,AC-10,PLAN-3,12/14/2021,ACTIVE,1
SUB-1797,SC-2093,AC-373,PLAN-4,28-01-2024,CANCELLED,1
SUB-1798,SC-2140,AC-501,PLAN-2,2026-01-14,CANCELLED,0
SUB-1799,SC-424,AC-310,PLAN-3,2021-01-24,trial,0
SUB-1800,SC-2930,AC-608,PLAN-1,2022-04-16,trial,0
SUB-1801,SC-797,AC-857,PLAN-3,2024-12-26,cancelled,0
SUB-1802,SC-1441,AC-323,PLAN-2,10/27/2021,CANCELLED,0
SUB-1803,SC-1139,AC-156,PLAN-3,2023-06-15,cancelled,0
SUB-1804,SC-802,AC-714,PLAN-5,03/28/2025,ACTIVE,0
SUB-1805,SC-2279,AC-606,PLAN-1,25-12-2021,CANCELLED,0
SUB-1806,SC-1127,AC-550,PLAN-4,2025-09-13,active,0
SUB-1807,SC-1205,AC-256,PLAN-5,08/25/2023,CANCELLED,0
SUB-1808,SC-2726,AC-452,PLAN-4,2023-09-10,active,0
SUB-1809,SC-1391,AC-271,PLAN-2,2026-06-23,active,0
SUB-1810,SC-2368,AC-384,PLAN-6,10/26/2025,cancelled,0
SUB-1811,SC-1662,AC-785,PLAN-1,12/07/2023,active,0
SUB-1812,SC-1429,AC-582,PLAN-1,2021-12-16,active,0
SUB-1813,SC-2018,AC-330,PLAN-5,11-12-2024,active,0
SUB-1814,SC-1147,AC-269,PLAN-2,2022-01-10,trial,0
SUB-1815,SC-2749,AC-227,PLAN-1,08-04-2023,CANCELLED,1
SUB-1816,SC-2273,AC-183,PLAN-4,02/07/2023,cancelled,0
SUB-1817,SC-1652,AC-501,PLAN-4,26-08-2021,CANCELLED,0
SUB-1818,SC-1516,AC-598,PLAN-3,2025-12-05,ACTIVE,0
SUB-1819,SC-2373,AC-350,PLAN-2,11/22/2026,ACTIVE,0
SUB-1820,SC-117,AC-388,PLAN-2,08/16/2024,active,1
SUB-1821,SC-2518,AC-231,PLAN-1,05/16/2025,ACTIVE,0
SUB-1822,SC-1964,AC-690,PLAN-3,10-04-2022,trial,0
SUB-1823,SC-2751,AC-191,PLAN-1,2025-08-27,cancelled,0
SUB-1824,SC-880,AC-813,PLAN-3,2022-10-06,trial,0
SUB-1825,SC-2376,AC-863,PLAN-5,07/01/2021,active,0
SUB-1826,SC-1873,AC-824,PLAN-5,12/01/2022,ACTIVE,0
SUB-1827,SC-2786,AC-626,PLAN-1,05/11/2021,CANCELLED,0
SUB-1828,SC-2943,AC-338,PLAN-6,06/09/2025,ACTIVE,1
SUB-1829,SC-661,AC-207,PLAN-4,2026-09-19,ACTIVE,0
SUB-1830,SC-1515,AC-698,PLAN-1,2026-08-12,ACTIVE,0
SUB-1831,SC-341,AC-154,PLAN-2,2026-07-22,trial,0
SUB-1832,SC-574,AC-602,PLAN-4,09/17/2023,active,0
SUB-1833,SC-1300,AC-48,PLAN-1,17-09-2022,trial,0
SUB-1834,SC-2640,AC-611,PLAN-3,2022-05-17,cancelled,0
SUB-1835,SC-2499,AC-607,PLAN-2,2025-01-24,ACTIVE,0
SUB-1836,SC-1273,AC-502,PLAN-2,2024-11-21,ACTIVE,0
SUB-1837,SC-1368,AC-476,PLAN-5,2024-09-02,active,0
SUB-1838,SC-8,AC-153,PLAN-5,2022-02-26,active,0
SUB-1839,SC-576,AC-480,PLAN-5,24-09-2026,cancelled,0
SUB-1840,SC-1276,AC-403,PLAN-1,06-02-2024,cancelled,0
SUB-1841,SC-2660,AC-718,PLAN-4,10/11/2025,active,1
SUB-1842,SC-1367,AC-382,PLAN-6,21-09-2025,cancelled,0
SUB-1843,SC-571,AC-432,PLAN-3,2021-02-12,trial,0
SUB-1844,SC-68,AC-468,PLAN-4,12/04/2026,cancelled,0
SUB-1845,SC-1456,AC-603,PLAN-3,2025-01-13,trial,0
SUB-1846,SC-41,AC-340,PLAN-1,2023-11-26,trial,0
SUB-1847,SC-2866,AC-154,PLAN-6,2022-10-01,cancelled,1
SUB-1848,SC-2106,AC-237,PLAN-1,2023-10-19,active,0
SUB-1849,SC-727,AC-418,PLAN-6,2026-05-24,ACTIVE,0
SUB-1850,SC-2161,AC-667,PLAN-6,03/10/2022,trial,1
SUB-1851,SC-966,AC-396,PLAN-3,2021-07-09,CANCELLED,0
SUB-1852,SC-516,AC-676,PLAN-1,12/06/2024,active,0
SUB-1853,SC-623,AC-863,PLAN-5,03-08-2021,ACTIVE,0
SUB-1854,SC-1212,AC-895,PLAN-2,11/15/2023,cancelled,0
SUB-1855,SC-2008,AC-117,PLAN-2,07/01/2024,cancelled,0
SUB-1856,SC-2343,AC-756,PLAN-3,01-05-2024,CANCELLED,0
SUB-1857,SC-216,AC-273,PLAN-3,04/18/2026,cancelled,0
SUB-1858,SC-1573,AC-398,PLAN-4,08/03/2023,cancelled,0
SUB-1859,SC-660,AC-514,PLAN-5,03/01/2026,cancelled,1
SUB-1860,SC-1856,AC-707,PLAN-4,11/07/2026,ACTIVE,0
SUB-1861,SC-365,AC-672,PLAN-1,2021-01-13,ACTIVE,0
SUB-1862,SC-499,AC-600,PLAN-5,2021-08-24,trial,0
SUB-1863,SC-2534,AC-611,PLAN-2,09/21/2025,cancelled,0
SUB-1864,SC-1185,AC-575,PLAN-5,10/17/2026,active,0
SUB-1865,SC-2318,AC-155,PLAN-2,2026-01-02,CANCELLED,0
SUB-1866,SC-2445,AC-839,PLAN-4,02-08-2021,ACTIVE,0
SUB-1867,SC-1687,AC-12,PLAN-5,01/23/2023,CANCELLED,1
SUB-1868,SC-1787,AC-444,PLAN-5,2023-05-06,cancelled,0
SUB-1869,SC-278,AC-697,PLAN-5,03-11-2025,CANCELLED,0
SUB-1870,SC-1099,AC-473,PLAN-6,2026-10-09,ACTIVE,0
SUB-1871,SC-1177,AC-154,PLAN-5,07/21/2021,ACTIVE,0
SUB-1872,SC-1945,AC-746,PLAN-1,22-02-2024,CANCELLED,1
SUB-1873,SC-402,AC-328,PLAN-1,2026-07-27,active,0
SUB-1874,SC-2387,AC-720,PLAN-6,26-07-2023,CANCELLED,0
SUB-1875,SC-138,AC-898,PLAN-5,15-06-2022,active,0
SUB-1876,SC-441,AC-137,PLAN-4,2023-08-07,ACTIVE,0
SUB-1877,SC-1213,AC-353,PLAN-5,2021-02-10,cancelled,0
SUB-1878,SC-1886,AC-170,PLAN-2,19-05-2024,active,0
SUB-1879,SC-2106,AC-838,PLAN-1,12/15/2026,CANCELLED,0
SUB-1880,SC-321,AC-442,PLAN-2,2023-01-21,cancelled,0
SUB-1881,SC-2117,AC-580,PLAN-6,08/28/2026,CANCELLED,0
SUB-1882,SC-356,AC-717,PLAN-4,2025-07-11,active,0
SUB-1883,SC-1027,AC-275,PLAN-6,2024-05-07,ACTIVE,0
SUB-1884,SC-554,AC-532,PLAN-2,2022-09-11,ACTIVE,0
SUB-1885,SC-1697,AC-323,PLAN-5,2021-02-05,cancelled,0
SUB-1886,SC-261,AC-538,PLAN-3,2026-08-23,trial,0
SUB-1887,SC-1618,AC-572,PLAN-1,02/15/2023,CANCELLED,1
SUB-1888,SC-1136,AC-873,PLAN-6,2021-12-21,cancelled,0
SUB-1889,SC-99,AC-884,PLAN-4,2024-11-11,trial,0
SUB-1890,SC-2994,AC-647,PLAN-4,2022-02-02,CANCELLED,0
SUB-1891,SC-2527,AC-387,PLAN-3,02/19/2023,ACTIVE,0
SUB-1892,SC-1602,AC-685,PLAN-4,2023-09-28,active,0
SUB-1893,SC-1109,AC-819,PLAN-2,03/17/2026,ACTIVE,0
SUB-1894,SC-2839,AC-350,PLAN-3,2023-01-19,cancelled,0
SUB-1895,SC-2915,AC-429,PLAN-3,2025-10-04,cancelled,0
SUB-1896,SC-2540,AC-515,PLAN-2,12/21/2021,CANCELLED,0
SUB-1897,SC-2700,AC-791,PLAN-1,2021-10-12,trial,0
SUB-1898,SC-2710,AC-735,PLAN-2,08/22/2021,trial,0
SUB-1899,SC-2971,AC-563,PLAN-3,2023-12-21,CANCELLED,0
SUB-1900,SC-770,AC-95,PLAN-6,25-05-2021,cancelled,0
SUB-1901,SC-162,AC-689,PLAN-1,04-03-2022,cancelled,0
SUB-1902,SC-78,AC-8,PLAN-3,2022-11-28,CANCELLED,0
SUB-1903,SC-54,AC-548,PLAN-1,06/10/2023,ACTIVE,1
SUB-1904,SC-889,AC-514,PLAN-6,12/17/2021,CANCELLED,0
SUB-1905,SC-1459,AC-159,PLAN-4,2024-03-15,ACTIVE,0
SUB-1906,SC-2312,AC-819,PLAN-1,25-06-2025,trial,0
SUB-1907,SC-2526,AC-268,PLAN-6,2022-11-18,active,0
SUB-1908,SC-1614,AC-510,PLAN-4,03/09/2023,active,0
SUB-1909,SC-84,AC-41,PLAN-2,2025-10-16,active,0
SUB-1910,SC-94,AC-266,PLAN-5,2022-02-14,ACTIVE,0
SUB-1911,SC-1171,AC-215,PLAN-5,2024-06-22,CANCELLED,0
SUB-1912,SC-2801,AC-374,PLAN-5,03/15/2022,active,0
SUB-1913,SC-2454,AC-118,PLAN-6,2023-10-14,cancelled,1
SUB-1914,SC-2052,AC-340,PLAN-1,2023-06-04,active,0
SUB-1915,SC-1612,AC-112,PLAN-4,09/23/2026,trial,0
SUB-1916,SC-1986,AC-423,PLAN-2,2023-04-22,cancelled,0
SUB-1917,SC-2618,AC-870,PLAN-6,2021-07-16,active,0
SUB-1918,SC-2252,AC-82,PLAN-5,2021-12-05,trial,0
SUB-1919,SC-498,AC-897,PLAN-3,2024-08-26,trial,1
SUB-1920,SC-87,AC-38,PLAN-6,2026-09-20,ACTIVE,0
SUB-1921,SC-2148,AC-465,PLAN-1,09/17/2024,ACTIVE,0
SUB-1922,SC-1095,AC-67,PLAN-4,2026-08-19,active,0
SUB-1923,SC-798,AC-790,PLAN-4,2026-02-01,active,0
SUB-1924,SC-961,AC-787,PLAN-4,13-05-2022,CANCELLED,0
SUB-1925,SC-1218,AC-452,PLAN-4,16-12-2025,trial,0
SUB-1926,SC-1951,AC-521,PLAN-4,2023-05-11,CANCELLED,1
SUB-1927,SC-2320,AC-555,PLAN-6,2025-02-01,trial,1
SUB-1928,SC-309,AC-782,PLAN-5,16-08-2024,active,0
SUB-1929,SC-2973,AC-165,PLAN-5,02/05/2026,cancelled,0
SUB-1930,SC-1806,AC-416,PLAN-3,2026-09-23,trial,0
SUB-1931,SC-2569,AC-865,PLAN-6,04-12-2025,trial,0
SUB-1932,SC-963,AC-52,PLAN-4,2026-03-12,trial,0
SUB-1933,SC-652,AC-67,PLAN-4,2025-10-06,trial,1
SUB-1934,SC-526,AC-178,PLAN-1,2025-05-19,active,0
SUB-1935,SC-2861,AC-379,PLAN-2,01/22/2025,trial,0
SUB-1936,SC-1363,AC-835,PLAN-4,2022-11-08,cancelled,0
SUB-1937,SC-227,AC-899,PLAN-5,01/27/2022,cancelled,0
SUB-1938,SC-400,AC-125,PLAN-5,2022-12-20,cancelled,0
SUB-1939,SC-1248,AC-49,PLAN-1,2024-05-16,ACTIVE,0
SUB-1940,SC-1462,AC-54,PLAN-3,23-08-2022,trial,0
SUB-1941,SC-1957,AC-378,PLAN-5,2025-11-27,CANCELLED,0
SUB-1942,SC-1052,AC-769,PLAN-4,2025-12-02,CANCELLED,0
SUB-1943,SC-22,AC-115,PLAN-1,2025-08-25,cancelled,0
SUB-1944,SC-660,AC-543,PLAN-6,17-02-2023,ACTIVE,0
SUB-1945,SC-466,AC-768,PLAN-4,2024-08-18,cancelled,0
SUB-1946,SC-2929,AC-799,PLAN-1,11-09-2024,CANCELLED,0
SUB-1947,SC-2619,AC-557,PLAN-4,2024-09-23,ACTIVE,1
SUB-1948,SC-640,AC-888,PLAN-1,13-03-2022,cancelled,0
SUB-1949,SC-2136,AC-360,PLAN-5,2023-06-13,trial,0
SUB-1950,SC-1060,AC-338,PLAN-3,14-03-2021,ACTIVE,0
SUB-1951,SC-439,AC-215,PLAN-1,10/14/2022,active,0
SUB-1952,SC-59,AC-36,PLAN-6,2022-05-02,active,0
SUB-1953,SC-2785,AC-835,PLAN-1,2026-03-12,active,0
SUB-1954,SC-1674,AC-518,PLAN-6,2021-09-02,CANCELLED,0
SUB-1955,SC-1577,AC-162,PLAN-6,11-11-2026,active,0
SUB-1956,SC-293,AC-423,PLAN-5,09/14/2021,active,0
SUB-1957,SC-2908,AC-629,PLAN-4,05/24/2023,active,0
SUB-1958,SC-484,AC-343,PLAN-6,10-09-2021,CANCELLED,1
SUB-1959,SC-163,AC-71,PLAN-5,2026-09-02,active,1
SUB-1960,SC-1946,AC-27,PLAN-3,2022-04-03,active,1
SUB-1961,SC-2635,AC-741,PLAN-2,10/01/2025,ACTIVE,0
SUB-1962,SC-762,AC-794,PLAN-3,12-10-2024,trial,1
SUB-1963,SC-997,AC-602,PLAN-2,12-01-2024,ACTIVE,0
SUB-1964,SC-2128,AC-817,PLAN-4,2022-05-02,trial,0
SUB-1965,SC-454,AC-457,PLAN-4,2024-08-01,cancelled,0
SUB-1966,SC-2531,AC-882,PLAN-5,2023-04-26,cancelled,0
SUB-1967,SC-1053,AC-746,PLAN-5,10-01-2024,trial,0
SUB-1968,SC-1131,AC-886,PLAN-6,2024-09-23,trial,0
SUB-1969,SC-2256,AC-421,PLAN-6,06-06-2024,cancelled,0
SUB-1970,SC-362,AC-649,PLAN-3,2026-11-12,cancelled,0
SUB-1971,SC-582,AC-631,PLAN-1,2023-10-23,trial,1
SUB-1972,SC-2353,AC-706,PLAN-5,2023-05-16,ACTIVE,1
SUB-1973,SC-1646,AC-746,PLAN-5,04/06/2021,ACTIVE,1
SUB-1974,SC-1524,AC-476,PLAN-5,07/23/2026,CANCELLED,0
SUB-1975,SC-783,AC-308,PLAN-1,2021-02-07,trial,0
SUB-1976,SC-2676,AC-501,PLAN-5,10/09/2026,CANCELLED,0
SUB-1977,SC-492,AC-14,PLAN-1,12/25/2023,ACTIVE,0
SUB-1978,SC-340,AC-481,PLAN-6,2026-10-04,active,0
SUB-1979,SC-2362,AC-582,PLAN-3,10/26/2023,trial,0
SUB-1980,SC-660,AC-79,PLAN-2,11/26/2026,active,0
SUB-1981,SC-2947,AC-170,PLAN-4,2022-04-17,active,0
SUB-1982,SC-2312,AC-11,PLAN-6,2022-11-07,active,0
SUB-1983,SC-2224,AC-195,PLAN-6,2023-04-25,trial,0
SUB-1984,SC-298,AC-633,PLAN-4,22-11-2021,CANCELLED,1
SUB-1985,SC-1991,AC-58,PLAN-1,23-08-2022,cancelled,0
SUB-1986,SC-2387,AC-351,PLAN-6,13-09-2024,CANCELLED,0
SUB-1987,SC-642,AC-293,PLAN-6,2022-08-22,active,1
SUB-1988,SC-1637,AC-324,PLAN-1,2021-12-07,CANCELLED,0
SUB-1989,SC-2831,AC-496,PLAN-3,2022-11-21,active,0
SUB-1990,SC-1137,AC-408,PLAN-6,2023-01-14,ACTIVE,0
SUB-1991,SC-1382,AC-659,PLAN-3,21-02-2022,cancelled,1
SUB-1992,SC-2500,AC-898,PLAN-4,2023-11-04,cancelled,0
SUB-1993,SC-1286,AC-660,PLAN-1,2025-05-14,trial,0
SUB-1994,SC-2815,AC-777,PLAN-1,2023-03-25,active,0
SUB-1995,SC-1320,AC-255,PLAN-5,02/24/2023,trial,0
SUB-1996,SC-2133,AC-841,PLAN-6,23-02-2025,active,0
SUB-1997,SC-693,AC-274,PLAN-1,2025-03-12,cancelled,0
SUB-1998,SC-138,AC-624,PLAN-6,11/19/2025,CANCELLED,0
SUB-1999,SC-2597,AC-561,PLAN-1,23-09-2024,ACTIVE,0
SUB-2000,SC-1713,AC-86,PLAN-1,09/20/2021,cancelled,0
SUB-2001,SC-438,AC-497,PLAN-6,01/09/2025,CANCELLED,0
SUB-2002,SC-2581,AC-549,PLAN-3,2021-06-21,cancelled,1
SUB-2003,SC-2121,AC-662,PLAN-3,12/09/2024,cancelled,0
SUB-2004,SC-586,AC-475,PLAN-3,2025-05-05,CANCELLED,1
SUB-2005,SC-1918,AC-348,PLAN-4,2021-11-09,ACTIVE,0
SUB-2006,SC-2273,AC-274,PLAN-4,21-12-2021,cancelled,0
SUB-2007,SC-2423,AC-424,PLAN-5,2026-07-22,ACTIVE,0
SUB-2008,SC-2660,AC-396,PLAN-3,2024-04-10,ACTIVE,0
SUB-2009,SC-479,AC-717,PLAN-4,02/27/2023,trial,1
SUB-2010,SC-2105,AC-736,PLAN-4,2023-10-18,CANCELLED,1
SUB-2011,SC-2521,AC-176,PLAN-3,04/28/2025,cancelled,0
SUB-2012,SC-1613,AC-210,PLAN-5,2021-03-24,trial,0
SUB-2013,SC-458,AC-857,PLAN-6,2025-02-19,trial,0
SUB-2014,SC-1317,AC-743,PLAN-3,2021-02-21,cancelled,0
SUB-2015,SC-90,AC-199,PLAN-5,01-01-2025,active,0
SUB-2016,SC-1298,AC-236,PLAN-5,2026-07-18,cancelled,0
SUB-2017,SC-1364,AC-873,PLAN-3,2021-09-26,cancelled,0
SUB-2018,SC-2554,AC-235,PLAN-2,2023-03-10,ACTIVE,0
SUB-2019,SC-2301,AC-48,PLAN-5,11/19/2022,active,0
SUB-2020,SC-610,AC-225,PLAN-4,02-09-2021,CANCELLED,0
SUB-2021,SC-1792,AC-237,PLAN-6,02/19/2022,ACTIVE,0
SUB-2022,SC-1470,AC-671,PLAN-2,2023-02-20,ACTIVE,0
SUB-2023,SC-2830,AC-200,PLAN-2,2026-02-24,active,1
SUB-2024,SC-19,AC-148,PLAN-1,25-02-2026,cancelled,0
SUB-2025,SC-2718,AC-661,PLAN-1,06-04-2025,ACTIVE,0
SUB-2026,SC-2171,AC-568,PLAN-4,2024-04-10,trial,0
SUB-2027,SC-261,AC-389,PLAN-1,26-08-2023,cancelled,0
SUB-2028,SC-1589,AC-778,PLAN-6,2025-01-24,trial,0
SUB-2029,SC-1574,AC-776,PLAN-4,2022-01-27,CANCELLED,0
SUB-2030,SC-2540,AC-715,PLAN-6,2024-02-08,trial,0
SUB-2031,SC-2553,AC-643,PLAN-5,03/05/2022,cancelled,0
SUB-2032,SC-2407,AC-218,PLAN-3,2022-10-02,active,1
SUB-2033,SC-538,AC-589,PLAN-3,08/13/2026,trial,0
SUB-2034,SC-82,AC-57,PLAN-4,01-02-2024,cancelled,0
SUB-2035,SC-1136,AC-64,PLAN-5,2023-09-16,active,0
